@relation 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@attribute NEG_HORN_CLAUSE numeric
@attribute TERMORE_CLAUSE numeric
@attribute OCCFP_OCCFN numeric
@attribute algorithm {2clsQ,quantor,QuBE,sKizzo,sSolve,allfair}

@data
0.115,1,0.963993,allfair
0.111111,1,1.022472,allfair
0.1,1,0.982379,allfair
0.111111,1,0.959361,allfair
0.125556,1,0.99852,allfair
0.125556,1,1.02855,allfair
0.112222,1,0.973684,allfair
0.131111,1,1.0658,allfair
0.114444,1,0.975128,allfair
0.121111,1,1.023988,allfair
0.111111,1,0.966497,allfair
0.125,1,1,quantor
0.0625,1,1,quantor
0.03125,1,1,quantor
0.015625,1,1,sKizzo
0.007813,1,1,sKizzo
0.003906,1,1,sKizzo
0.670207,0.534431,1,allfair
0.678722,0.586207,1,sKizzo
0.686772,0.59418,1,sKizzo
0.668424,0.583476,1,sKizzo
0.664824,0.584239,1,sKizzo
0.667694,0.586201,1,sKizzo
0.672745,0.559446,1,sKizzo
0.661723,0.595681,1,sKizzo
0.653274,0.563161,1,sKizzo
0.677108,0.595823,1,sKizzo
0.664399,0.523538,1,sKizzo
0.657292,0.614723,1,allfair
0.673239,0.596145,1,sKizzo
0.671271,0.582396,1,allfair
0.676773,0.565879,1,allfair
0.671215,0.563284,1,sKizzo
0.678388,0.590895,1,sKizzo
0.676072,0.54587,1,sKizzo
0.654839,0.635842,1,sKizzo
0.664663,0.570513,1,sKizzo
0.684142,0.518465,1,allfair
0.650677,0.600768,1,sKizzo
0.64549,0.554602,1,sKizzo
0.641287,0.567552,1,sKizzo
0.699527,0.591488,1,sKizzo
0.675914,0.550567,1,sKizzo
0.644235,0.56723,1,sKizzo
0.673553,0.539076,1,sKizzo
0.642236,0.481988,1,quantor
0.642066,0.487085,1,allfair
0.6636,0.576501,1,sKizzo
0.672715,0.598442,1,sKizzo
0.697229,0.538031,1,allfair
0.667122,0.587573,1,sKizzo
0.673366,0.579375,1,sKizzo
0.662411,0.566767,1,sKizzo
0.659535,0.607545,1,sKizzo
0.680519,0.597403,1,sKizzo
0.668097,0.570618,1,sKizzo
0.654486,0.56569,1,sKizzo
0.665425,0.562842,1,allfair
0.672535,0.56385,1,allfair
0.649485,0.518409,1,sKizzo
0.632429,0.590286,1,sKizzo
0.690528,0.546819,1,sKizzo
0.692221,0.590695,1,allfair
0.655684,0.601856,1,sKizzo
0.697522,0.513956,1,sKizzo
0.699646,0.557203,1,allfair
0.677311,0.577311,1,allfair
0.701502,0.569757,1,allfair
0.671581,0.597862,1,allfair
0.681523,0.597698,1,sKizzo
0.669295,0.563609,1,sKizzo
0.671354,0.53531,1,allfair
0.678022,0.602195,1,sKizzo
0.669888,0.549339,1,allfair
0.668095,0.59822,1,sKizzo
0.659929,0.624645,1,sKizzo
0.638468,0.59801,1,sKizzo
0.169698,0.863116,1.256966,sKizzo
0.023831,0.981155,1.191636,quantor
0.025177,0.980029,1.191636,allfair
0.008157,0.993504,1.04227,allfair
0.07419,0.84294,7.285714,sKizzo
0.07952,0.914571,7.285714,sKizzo
0.082545,0.955229,7.285714,sKizzo
0.07419,0.84294,7.285714,sKizzo
0.07419,0.84294,7.285714,sKizzo
0.07952,0.914571,7.285714,sKizzo
0.07952,0.914571,7.285714,sKizzo
0.07419,0.84294,7.285714,sKizzo
0.07419,0.84294,7.285714,sKizzo
0.082545,0.955229,7.285714,sKizzo
0.07419,0.84294,7.285714,sKizzo
0.07952,0.914571,7.285714,sKizzo
0.07952,0.914571,7.285714,sKizzo
0.082545,0.955229,7.285714,QuBE
0.07952,0.914571,7.285714,sKizzo
0.07419,0.84294,7.285714,sKizzo
0.07419,0.84294,7.285714,sKizzo
0.082545,0.955229,7.285714,sKizzo
0.082545,0.955229,7.285714,QuBE
0.082545,0.955229,7.285714,sKizzo
0.082545,0.955229,7.285714,sKizzo
0.07952,0.914571,7.285714,sKizzo
0.07419,0.84294,7.285714,sKizzo
0.07952,0.914571,7.285714,sKizzo
0.082545,0.955229,7.285714,QuBE
0.07419,0.84294,7.285714,sKizzo
0.07952,0.914571,7.285714,sKizzo
0.082545,0.955229,7.285714,sKizzo
0.082545,0.955229,7.285714,QuBE
0.07952,0.914571,7.285714,sKizzo
0.074297,0.842842,7.285714,sKizzo
0.079578,0.914514,7.285714,sKizzo
0.082575,0.955198,7.285714,QuBE
0.079578,0.914514,7.285714,sKizzo
0.082575,0.955198,7.285714,sKizzo
0.079578,0.914514,7.285714,sKizzo
0.079578,0.914514,7.285714,sKizzo
0.079578,0.914514,7.285714,sKizzo
0.074297,0.842842,7.285714,sKizzo
0.074297,0.842842,7.285714,sKizzo
0.082575,0.955198,7.285714,QuBE
0.074297,0.842842,7.285714,sKizzo
0.082575,0.955198,7.285714,QuBE
0.079578,0.914514,7.285714,sKizzo
0.082575,0.955198,7.285714,QuBE
0.074297,0.842842,7.285714,sKizzo
0.074297,0.842842,7.285714,sKizzo
0.079578,0.914514,7.285714,sKizzo
0.082575,0.955198,7.285714,QuBE
0.079578,0.914514,7.285714,sKizzo
0.074297,0.842842,7.285714,sKizzo
0.082575,0.955198,7.285714,QuBE
0.079578,0.914514,7.285714,sKizzo
0.082575,0.955198,7.285714,QuBE
0.074297,0.842842,7.285714,sKizzo
0.079578,0.914514,7.285714,sKizzo
0.074297,0.842842,7.285714,sKizzo
0.082575,0.955198,7.285714,QuBE
0.082575,0.955198,7.285714,QuBE
0.074297,0.842842,7.285714,sKizzo
0.074404,0.842745,7.285714,sKizzo
0.079635,0.914456,7.285714,sKizzo
0.082605,0.955167,7.285714,QuBE
0.082605,0.955167,7.285714,QuBE
0.082605,0.955167,7.285714,QuBE
0.074404,0.842745,7.285714,sKizzo
0.082605,0.955167,7.285714,QuBE
0.079635,0.914456,7.285714,sKizzo
0.079635,0.914456,7.285714,sKizzo
0.079635,0.914456,7.285714,sKizzo
0.074404,0.842745,7.285714,sKizzo
0.074404,0.842745,7.285714,sKizzo
0.079635,0.914456,7.285714,sKizzo
0.082605,0.955167,7.285714,QuBE
0.079635,0.914456,7.285714,sKizzo
0.079635,0.914456,7.285714,sKizzo
0.074404,0.842745,7.285714,sKizzo
0.082605,0.955167,7.285714,QuBE
0.074404,0.842745,7.285714,sKizzo
0.074404,0.842745,7.285714,sKizzo
0.074404,0.842745,7.285714,sKizzo
0.074404,0.842745,7.285714,sKizzo
0.082605,0.955167,7.285714,QuBE
0.074404,0.842745,7.285714,sKizzo
0.079635,0.914456,7.285714,sKizzo
0.079635,0.914456,7.285714,sKizzo
0.082605,0.955167,7.285714,QuBE
0.082605,0.955167,7.285714,QuBE
0.079635,0.914456,7.285714,sKizzo
0.082605,0.955167,7.285714,QuBE
0.074511,0.842647,7.285714,sKizzo
0.079693,0.914399,7.285714,sKizzo
0.082635,0.955135,7.285714,QuBE
0.082635,0.955135,7.285714,QuBE
0.079693,0.914399,7.285714,sKizzo
0.082635,0.955135,7.285714,QuBE
0.082635,0.955135,7.285714,QuBE
0.074511,0.842647,7.285714,sKizzo
0.074511,0.842647,7.285714,sKizzo
0.079693,0.914399,7.285714,sKizzo
0.079693,0.914399,7.285714,sKizzo
0.074511,0.842647,7.285714,sKizzo
0.082635,0.955135,7.285714,QuBE
0.079693,0.914399,7.285714,sKizzo
0.074511,0.842647,7.285714,sKizzo
0.079693,0.914399,7.285714,sKizzo
0.082635,0.955135,7.285714,QuBE
0.074511,0.842647,7.285714,sKizzo
0.082635,0.955135,7.285714,QuBE
0.074511,0.842647,7.285714,sKizzo
0.074511,0.842647,7.285714,sKizzo
0.079693,0.914399,7.285714,sKizzo
0.082635,0.955135,7.285714,QuBE
0.074511,0.842647,7.285714,sKizzo
0.079693,0.914399,7.285714,sKizzo
0.079693,0.914399,7.285714,sKizzo
0.079693,0.914399,7.285714,sKizzo
0.082635,0.955135,7.285714,QuBE
0.074511,0.842647,7.285714,sKizzo
0.082635,0.955135,7.285714,QuBE
0.75402,0.286281,1,allfair
0.718054,0.293148,1,allfair
0.723849,0.303347,1,sKizzo
0.743357,0.276955,1,allfair
0.727177,0.264908,1,quantor
0.740204,0.274607,1,quantor
0.742816,0.276552,1,allfair
0.732911,0.276658,1,allfair
0.729853,0.271623,1,allfair
0.733925,0.282015,1,allfair
0.803089,0.283238,1,allfair
0.797474,0.280465,1,sKizzo
0.757,0.295664,1,allfair
0.758904,0.295867,1,allfair
0.749503,0.294861,1,allfair
0.734076,0.257507,1,allfair
0.740139,0.26419,1,allfair
0.763014,0.278082,1,allfair
0.763464,0.278338,1,allfair
0.607554,0.243196,2.449393,QuBE
0.603018,0.246007,2.376518,QuBE
0.607554,0.243196,2.449393,QuBE
0.603018,0.246007,2.376518,QuBE
0.606053,0.244126,2.425101,QuBE
0.606053,0.244126,2.425101,QuBE
0.607554,0.243196,2.449393,QuBE
0.603018,0.246007,2.376518,QuBE
0.604541,0.245063,2.40081,QuBE
0.603018,0.246007,2.376518,QuBE
0.607554,0.243196,2.449393,QuBE
0.603018,0.246007,2.376518,QuBE
0.607554,0.243196,2.449393,QuBE
0.603018,0.246007,2.376518,QuBE
0.606053,0.244126,2.425101,QuBE
0.606053,0.244126,2.425101,QuBE
0.607554,0.243196,2.449393,QuBE
0.603018,0.246007,2.376518,QuBE
0.604541,0.245063,2.40081,QuBE
0.603018,0.246007,2.376518,QuBE
0.607135,0.171579,1.914894,allfair
0.607213,0.171677,1.914894,allfair
0.503064,0.202758,1,allfair
0.50292,0.202774,1,sKizzo
0.502558,0.202813,1,quantor
0.577268,0.220339,1.794872,QuBE
0.577177,0.22042,1.794872,QuBE
0.577154,0.220441,1.794872,QuBE
0.577138,0.220456,1.794872,QuBE
0.512635,0.244765,1,quantor
0.588422,0.201654,1.84,QuBE
0.588442,0.201788,1.84,QuBE
0.510799,0.230022,1,sKizzo
0.595595,0.189868,1.868852,QuBE
0.595654,0.189984,1.868852,QuBE
0.595669,0.190013,1.868852,QuBE
0.595694,0.190062,1.868852,QuBE
0.507106,0.220011,1,sKizzo
0.60066,0.181906,1.888889,allfair
0.600694,0.181957,1.888889,QuBE
0.600713,0.181985,1.888889,allfair
0.504419,0.212753,1,quantor
0.604298,0.175991,1.903614,QuBE
0.60433,0.176034,1.903614,allfair
0.604406,0.176136,1.903614,allfair
0.503764,0.207141,1,allfair
0.503179,0.207198,1,quantor
0.611294,0.048866,0.680016,quantor
0.601797,0.057282,0.78975,QuBE
0.591383,0.066478,0.908667,QuBE
0.601079,0.055914,0.777394,QuBE
0.774194,0.294355,1,2clsQ
0.718816,0.237844,1,allfair
0.763441,0.327957,1,2clsQ
0.707359,0.238528,1,allfair
0.755102,0.357143,1,2clsQ
0.707028,0.239204,1,allfair
0.748101,0.248734,1,allfair
0.720703,0.238281,1,quantor
0.722106,0.234643,1,allfair
0.70553,0.221758,1,allfair
0.72116,0.219512,1,allfair
0.7306,0.25183,1,sKizzo
0.723917,0.256822,1,sKizzo
0.705828,0.237013,1,allfair
0.706562,0.236143,1,allfair
0.708448,0.233907,1,allfair
0.733036,0.251028,1,allfair
0.712604,0.227767,1,allfair
0.723232,0.209091,1,sKizzo
0.706806,0.265052,1,allfair
0.591227,0.280858,1,sKizzo
0.600041,0.286261,1,sKizzo
0.592074,0.280639,1,sKizzo
0.598974,0.282256,1,sKizzo
0.592175,0.280587,1,sKizzo
0.7057,0.237296,1,allfair
0.590988,0.279854,1,sKizzo
0.598147,0.284545,1,sKizzo
0.584281,0.287852,1,allfair
0.604367,0.284808,1,sKizzo
0.572005,0.291124,1,quantor
0.591794,0.277415,1,allfair
0.585603,0.275007,1,allfair
0.580171,0.286,1,allfair
0.58945,0.280055,1,allfair
0.567546,0.287944,1,quantor
0.568054,0.287785,1,quantor
0.584929,0.275852,1,sKizzo
0.570625,0.279905,1,allfair
0.567666,0.277705,1,allfair
0.707986,0.234455,1,allfair
0.589866,0.280296,1,sKizzo
0.571582,0.279656,1,sKizzo
0.577794,0.280203,1,allfair
0.599814,0.286336,1,sKizzo
0.575826,0.270206,1,sKizzo
0.598664,0.282323,1,sKizzo
0.600551,0.284022,1,allfair
0.597351,0.280815,1,allfair
0.589741,0.277344,1,allfair
0.563475,0.295656,1,quantor
0.598631,0.286366,1,sKizzo
0.588803,0.276159,1,allfair
0.566483,0.277996,1,allfair
0.590239,0.280225,1,sKizzo
0.571182,0.279767,1,allfair
0.587831,0.284715,1,allfair
0.571429,0.291317,1,quantor
0.597966,0.282147,1,sKizzo
0.706218,0.23655,1,allfair
0.773399,0.295567,1,2clsQ
0.709022,0.265565,1,allfair
0.709705,0.238819,1,allfair
0.810811,0.297297,1,2clsQ
0.705691,0.221251,1,allfair
0.724399,0.252577,1,allfair
0.720021,0.238758,1,allfair
0.71979,0.230736,1,allfair
0.587515,0.284034,1,allfair
0.711111,0.266049,1,allfair
0.712209,0.227023,1,allfair
0.707138,0.23546,1,allfair
0.599956,0.284816,1,sKizzo
0.747292,0.236701,1,allfair
0.600643,0.284494,1,sKizzo
0.572737,0.294118,1,quantor
0.772152,0.297468,1,2clsQ
0.601051,0.284398,1,sKizzo
0.597204,0.282569,1,sKizzo
0.742358,0.237991,1,allfair
0.701897,0.233213,1,allfair
0.70193,0.232862,1,allfair
0.577586,0.2893,1,allfair
0.734349,0.225888,1,sSolve
0.594163,0.281347,1,sKizzo
0.701987,0.244481,1,allfair
0.586106,0.274905,1,allfair
0.568352,0.291354,1,quantor
0.76,0.31,1,2clsQ
0.767442,0.302326,1,2clsQ
0.705137,0.264843,1,allfair
0.581043,0.287336,1,allfair
0.566975,0.290123,1,quantor
0.721764,0.251345,1,allfair
0.595545,0.282206,1,sKizzo
0.592483,0.280688,1,sKizzo
0.593279,0.28143,1,sKizzo
0.592634,0.281454,1,sKizzo
0.586609,0.275966,1,allfair
0.563943,0.288928,1,quantor
0.581953,0.281635,1,allfair
0.706479,0.236668,1,allfair
0.789474,0.381579,1,2clsQ
0.702186,0.26571,1,allfair
0.720407,0.251634,1,allfair
0.706188,0.238425,1,allfair
0.632705,0.283615,1,quantor
0.704981,0.266284,1,allfair
0.575474,0.287737,1,allfair
0.707958,0.232265,1,allfair
0.744122,0.242739,1,allfair
0.75632,0.262386,1,allfair
0.795835,0.599054,1.067961,QuBE
0.80258,0.608318,1.08642,sSolve
0.624169,0.216191,1.260938,sSolve
0.619559,0.218843,1.232813,allfair
0.624169,0.216191,1.278922,allfair
0.619559,0.218843,1.232813,sSolve
0.622645,0.217068,1.269414,sSolve
0.622645,0.217068,1.251563,sSolve
0.624169,0.216191,1.278922,allfair
0.619559,0.218843,1.287113,sSolve
0.621108,0.217952,1.259905,sSolve
0.619559,0.218843,1.268489,sSolve
0.624169,0.216191,1.260938,sSolve
0.619559,0.218843,1.232813,sSolve
0.624169,0.216191,1.278922,sSolve
0.619559,0.218843,1.232813,sSolve
0.622645,0.217068,1.269414,sSolve
0.622645,0.217068,1.251563,sSolve
0.624169,0.216191,1.278922,sSolve
0.619559,0.218843,1.287113,sSolve
0.621108,0.217952,1.259905,sSolve
0.619559,0.218843,1.268489,sSolve
0.618197,0.253118,1,2clsQ
0.629285,0.244486,1,QuBE
0.616378,0.251615,1,quantor
0.471933,0.628378,1,allfair
0.462348,0.647368,1,allfair
0.471933,0.628378,1,allfair
0.455902,0.659483,1,allfair
0.482115,0.581649,1,allfair
0.465872,0.621885,1,allfair
0.455528,0.643392,1,allfair
0.506912,0.544931,1,allfair
0.48505,0.592193,1,allfair
0.506912,0.544931,1,sKizzo
0.471429,0.618831,1,allfair
0.42933,0.701382,1,allfair
0.426942,0.705631,1,allfair
0.54622,0.333295,1,quantor
0.548504,0.333293,1,allfair
0.452341,0.20262,1.666667,sKizzo
0.384852,0.171138,1,QuBE
0.496311,0.226023,1.333333,sKizzo
0.497512,0.224502,1.333333,quantor
0.641026,0.307692,2,quantor
0.237745,0.073529,2,2clsQ
0.173378,0.098434,1.142857,2clsQ
0.226502,0.647149,1.032258,2clsQ
0.12355,0.237819,1.032258,quantor
0.079457,0.862083,1.007874,2clsQ
0.068125,0.52187,1.007874,quantor
0.057647,0.885894,1.001957,sKizzo
0.027701,0.946432,1.001957,2clsQ
0.025623,0.799844,1.001957,sKizzo
0.621622,0.162162,1,2clsQ
0.518919,0.248649,1,2clsQ
0.176471,0.051765,1,2clsQ
0.46114,0.238342,1.571429,2clsQ
0.148336,0.049204,1.571429,2clsQ
0.438056,0.19165,1,sKizzo
0.441291,0.185865,1,quantor
0.399558,0.260486,1,2clsQ
0.23723,0.060166,1,quantor
0.229604,0.066781,1,quantor
0.232368,0.064384,1,quantor
0.234411,0.062611,1,quantor
0.235983,0.061247,1,quantor
0.129371,0.04995,1,2clsQ
0.39916,0.192077,1.666667,quantor
0.405393,0.180371,1.666667,sKizzo
0.409711,0.172265,1.666667,quantor
0.359551,0.266453,1.666667,2clsQ
0.21619,0.054422,1.666667,quantor
0.21705,0.053516,1.666667,quantor
0.210195,0.060738,1.666667,quantor
0.21388,0.056856,1.666667,quantor
0.115867,0.051661,1.666667,quantor
0.772727,0.181818,1,2clsQ
0.653846,0.461538,1,2clsQ
0.492647,0.588235,1,2clsQ
0.284483,0.758621,1.5,2clsQ
0.735711,0.30388,1,allfair
0.739515,0.307372,1,allfair
0.49566,0.506556,2.540284,sKizzo
0.495334,0.506906,2.548077,QuBE
0.493222,0.509171,2.47,sKizzo
0.491228,0.511308,2.367347,QuBE
0.488494,0.51424,2.217617,sKizzo
0.486422,0.516462,2.148936,QuBE
0.482849,0.520293,2.010929,sKizzo
0.474311,0.529449,1.725714,sKizzo
0.473365,0.530463,1.72093,QuBE
0.47031,0.533738,1.684848,QuBE
0.471777,0.532404,1.716981,sKizzo
0.244434,0.757921,1.953488,QuBE
0.244434,0.757921,1.953488,QuBE
0.246208,0.756141,1.953795,sKizzo
0.245026,0.757326,1.950331,QuBE
0.243246,0.759112,1.95,QuBE
0.24384,0.758516,1.946844,sKizzo
0.244434,0.757921,1.943709,QuBE
0.244434,0.757921,1.953488,sKizzo
0.24384,0.758516,1.946844,QuBE
0.24384,0.758516,1.946844,QuBE
0.244434,0.757921,1.953488,2clsQ
0.486379,0.516592,2.425926,sKizzo
0.484613,0.51849,2.358491,sKizzo
0.478235,0.525343,2.14,QuBE
0.478235,0.525343,2.14,sKizzo
0.477404,0.526236,2.114094,sKizzo
0.479482,0.524221,2.122449,sKizzo
0.478357,0.525434,2.111111,sKizzo
0.477774,0.526063,2.097902,sKizzo
0.476565,0.527368,2.056338,sKizzo
0.475618,0.52839,2.028369,QuBE
0.474634,0.529452,1.985816,sKizzo
0.243558,0.758883,2.071161,sKizzo
0.471005,0.534794,1.543103,sKizzo
0.466482,0.539737,1.522523,sKizzo
0.462828,0.543732,1.432432,sKizzo
0.269215,0.73344,1.855019,QuBE
0.269215,0.73344,1.855019,QuBE
0.269215,0.73344,1.855019,QuBE
0.501244,0.500622,3.172414,QuBE
0.501244,0.500622,3.131707,sKizzo
0.500559,0.501358,3.073892,sKizzo
0.490881,0.511756,2.43956,QuBE
0.490881,0.511756,2.43956,QuBE
0.48976,0.512883,2.505618,QuBE
0.493109,0.509517,2.480663,sKizzo
0.491967,0.510749,2.497143,sKizzo
0.275721,0.726052,2.282421,sKizzo
0.274732,0.727043,2.280347,2clsQ
0.275721,0.726052,2.282421,sKizzo
0.275474,0.726299,2.260745,QuBE
0.482412,0.520762,2.153846,QuBE
0.483777,0.519388,2.147059,sKizzo
0.475348,0.528445,1.86875,sKizzo
0.475938,0.528045,1.78125,sKizzo
0.293142,0.709621,1.721014,sSolve
0.294029,0.708731,1.708633,sSolve
0.293142,0.709621,1.721014,sSolve
0.293142,0.709621,1.721014,sSolve
0.294029,0.708731,1.718412,sSolve
0.49921,0.503636,1.946078,sKizzo
0.498717,0.504169,1.935644,sKizzo
0.482949,0.521565,1.52795,sKizzo
0.288925,0.713737,1.668919,QuBE
0.524408,0.333303,1,allfair
0.523227,0.333303,1,sSolve
0.528612,0.333294,1,2clsQ
0.530837,0.333295,1,2clsQ
0.52681,0.333315,1,sSolve
0.525342,0.333325,1,QuBE
0.524914,0.333325,1,QuBE
0.525663,0.333327,1,QuBE
0.528683,0.333313,1,QuBE
0.525255,0.333327,1,allfair
0.525837,0.333323,1,allfair
0.728408,0.33492,1,sKizzo
0.728984,0.334724,1,sSolve
0.488166,0.514338,2.496815,QuBE
0.467636,0.5342,2.591743,QuBE
0.456435,0.546084,2.407186,allfair
0.475003,0.526622,3.150485,QuBE
0.458091,0.544599,2.130682,QuBE
0.441227,0.560628,2.52193,2clsQ
0.448481,0.553165,3.050926,allfair
0.430798,0.571904,2.069892,allfair
0.627274,0.150196,1.820438,QuBE
0.627075,0.150277,1.818248,QuBE
0.626928,0.150156,1.816393,QuBE
0.627027,0.150009,1.817322,QuBE
0.627285,0.150156,1.820503,QuBE
0.626774,0.15029,1.814801,QuBE
0.626493,0.150116,1.811341,QuBE
0.626786,0.150357,1.815031,QuBE
0.626439,0.150317,1.810998,QuBE
0.627308,0.150183,1.820803,QuBE
0.627068,0.149618,1.818743,allfair
0.626919,0.149677,1.817109,allfair
0.627473,0.149544,1.823305,allfair
0.626885,0.149637,1.816664,allfair
0.627272,0.149518,1.820955,allfair
0.627034,0.149578,1.818297,QuBE
0.627118,0.149598,1.819288,allfair
0.627405,0.149465,1.822408,allfair
0.627352,0.149611,1.822,allfair
0.627101,0.149604,1.819106,allfair
0.623457,0.153958,1.772861,2clsQ
0.622772,0.154238,1.765487,QuBE
0.625954,0.154126,1.801493,QuBE
0.624319,0.153902,1.782544,QuBE
0.62673,0.154406,1.810811,QuBE
0.62409,0.154294,1.780415,QuBE
0.626277,0.154745,1.806015,QuBE
0.625912,0.15438,1.8006,QuBE
0.62331,0.154914,1.772321,QuBE
0.623593,0.153902,1.774336,QuBE
0.626279,0.151499,1.807777,QuBE
0.625987,0.151472,1.804396,QuBE
0.626774,0.151662,1.813697,QuBE
0.62583,0.15139,1.802487,QuBE
0.625135,0.151744,1.795022,QuBE
0.625337,0.151881,1.797506,QuBE
0.626387,0.151092,1.80848,QuBE
0.626638,0.151499,1.811903,QuBE
0.626101,0.151717,1.806025,QuBE
0.625202,0.151282,1.79519,QuBE
0.71134,0.350515,1,2clsQ
