@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE NEG_HORN NUMERIC
@ATTRIBUTE FORALL_VARS NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE BINARY_CLAUSES NUMERIC
@ATTRIBUTE LITERALS NUMERIC
@ATTRIBUTE W_OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE FORALL_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE W_OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE LITEP_LIT NUMERIC
@ATTRIBUTE WOCCEP_WOCCE NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE OCCE_OCC NUMERIC
@ATTRIBUTE OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE OCCEN_OCCE NUMERIC
@ATTRIBUTE LITEN_LITE NUMERIC
@ATTRIBUTE OCCEN_OCC NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE W_OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE W_PRODUCTS NUMERIC
@ATTRIBUTE OCCFP_OCCFN NUMERIC
@ATTRIBUTE OCCFP_OCCF NUMERIC
@ATTRIBUTE LITFP_LITFN NUMERIC
@ATTRIBUTE CLAUSES NUMERIC
@ATTRIBUTE WOCCFN_WOCCN NUMERIC
@ATTRIBUTE OCCEN_OCCN NUMERIC
@ATTRIBUTE FORALL_NEG_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE WOCCFN_WOCC NUMERIC
@ATTRIBUTE TOTAL_SET NUMERIC
@ATTRIBUTE UNARY_CLAUSES NUMERIC
@ATTRIBUTE EXIST_SET NUMERIC
@ATTRIBUTE FORALL_SET NUMERIC

@DATA
C499.blif_0.10_0.20_0_0_out_exact,1,0.013372,413,0.888705,0.529463,3.201671,1644,0.749687,838,826,2.356038,0.470101,0.532504,1794,12,0.9894,1575,5702,5.333333,0.026745,1.005571,8.650358,5.333333,0.464925,0.467226,818,1.003141,2.666667,0.529798,0.529798,0.531462,0.005612,0.34183,10.666667,37.923729,1,0.5,1,2393,0.541278,1.003774,0.013372,0.288233,3,0,2,1
C499.blif_0.10_0.20_0_1_out_exact,1,0.013372,413,0.889331,0.529288,3.202864,1644,0.749687,838,826,2.356038,0.470297,0.53231,1794,12,0.989397,1575,5702,5.333333,0.026745,1.005574,8.653938,5.333333,0.4651,0.467421,818,1.003141,2.666667,0.52962,0.52962,0.531284,0.005612,0.34183,10.666667,37.923729,1,0.5,1,2393,0.541475,1.003771,0.013372,0.288233,3,0,2,1
C499.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.001547,446,0.884462,0.530655,3.231803,1786,0.7471,893,892,2.37471,0.469396,0.530695,1932,1,0.998774,1726,6149,8,0.003094,1.000195,9.681971,8,0.468694,0.469278,860,0.999819,4,0.530695,0.530695,0.530599,0.000651,0.33256,16,51.14574,1,0.5,1,2586,0.730694,0.999894,0.001547,0.387776,3,0,2,1
C499.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.001552,444,0.884178,0.530735,3.237345,1778,0.746315,889,888,2.375873,0.466304,0.533743,1924,1,0.998771,1718,6133,8,0.003103,1.000101,8.789651,8,0.468612,0.466225,860,0.99982,4,0.530776,0.530776,0.53068,0.000652,0.333592,16,40.457207,1,0.5,1,2578,0.795081,0.999896,0.001552,0.424369,3,0,2,1
c4_BMC_p1_k1024-shuffled,1,0.071273,8390,1.049428,0.487941,2.914502,24622,0.712275,16784,16780,2.275323,0.492294,0.487575,28142,4,0.939588,27604,95530,1408,0.142546,0.960713,8.491718,1408,0.482581,0.51295,11840,0.941269,704,0.487185,0.487185,0.458573,0.029478,0.299671,2816,36.450179,1,0.5,1,39510,174.259636,0.939812,0.071273,84.964557,3,66,2,1
c4_BMC_p1_k2048-shuffled,1,0.036263,16614,1.051749,0.487389,2.818157,49198,0.724213,33232,33228,2.280192,0.502432,0.487192,56238,4,0.968376,55252,182698,1408,0.072527,0.979766,8.327305,1408,0.497198,0.513082,22272,0.96929,704,0.486988,0.486988,0.472032,0.015413,0.286811,2816,35.403515,1,0.5,1,77654,177.972819,0.968492,0.036263,86.706846,3,130,2,1
c4_BMC_p1_k512-shuffled,1,0.137783,4278,1.04536,0.488912,3.101519,12334,0.689598,8560,8556,2.266073,0.473733,0.488276,14094,4,0.889121,13780,51946,1408,0.275565,0.925758,8.810864,1408,0.456878,0.512694,6624,0.891997,704,0.487563,0.487563,0.434905,0.05421,0.324102,2816,38.487377,1,0.5,1,20438,167.476968,0.889536,0.137783,81.774931,3,34,2,1
c4_BMC_p2_k2048-shuffled,1,0.036263,16614,1.051749,0.487389,2.818157,49198,0.724213,33232,33228,2.280192,0.502432,0.487192,56238,4,0.968376,55252,182698,1408,0.072527,0.979766,8.327305,1408,0.497198,0.513082,22272,0.96929,704,0.486988,0.486988,0.472032,0.015413,0.286811,2816,35.394366,1,0.5,1,77654,177.972819,0.968492,0.036263,86.706846,3,130,2,1
c4_Debug_s3_f1_e1_v3-shuffled,1,5.989524,25156.5,0.967399,0.508285,76.384183,1388,0.001866,50325,50313,1.629977,0.053619,0.512259,1072,12,0.13412,568,7817609,573440,11.979048,0.109934,153.620864,573440,0.051601,0.406938,573867,0.1198,286720,0.569175,0.569175,0.068187,0.440114,0.998997,1146880,72727.98724,1,0.5,1,574443,3554.160851,0.134152,5.989524,1820.651635,3,8,2,1
c4_Debug_s3_f1_e2_v3-shuffled,1,5.989524,25156.5,0.967404,0.508284,76.384362,1387,0.001868,50325,50313,1.629977,0.053621,0.512258,1073,12,0.134118,568,7817609,573440,11.979048,0.109937,153.621401,573440,0.051602,0.40695,573867,0.1198,286720,0.569165,0.569165,0.068186,0.440114,0.998997,1146880,72729.937273,1,0.5,1,574443,3554.17267,0.13415,5.989524,1820.651635,3,8,2,1
c4_Debug_s3_f2_e1_v3-shuffled,1,0.078323,27181.5,0.379015,0.725155,8.395476,623110,0.106721,54375,54363,2.490067,0.206976,0.76946,66973,12,0.959191,262666,1660953,8192,0.156647,0.897786,17.653002,8192,0.245252,0.217186,364879,0.941022,4096,0.73932,0.73932,0.695716,0.029593,0.581431,16384,67344.124717,1,0.5,1,627553,139.037543,0.959403,0.078323,106.983801,3,8,2,1
C5315.blif_0.10_0.20_0_0_inp_exact-shuffled,1,0.028519,337.5,0.796455,0.556652,2.71348,11468,0.592788,5497,5400,2.2494,0.443255,0.557421,8647,97,0.977787,11497,33644,75.793814,0.057037,1.001529,82.846644,8.57732,0.430983,0.441746,3090,0.992789,4.28866,0.558089,0.558089,0.554064,0.012365,0.211832,151.587629,537.858148,1,0.5,1,14587,0.726383,0.995351,0.028519,0.404901,31,0,16,15
C5315.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.027762,2614.5,0.793211,0.557659,2.734222,11137,0.585606,5324,5229,2.25745,0.436663,0.562461,8332,95,0.978476,11154,32909,8.315789,0.055524,0.997997,7.489857,8.315789,0.430338,0.436437,3074,0.993726,4.157895,0.559077,0.559077,0.55557,0.012003,0.216053,16.631579,36.546567,1,0.5,1,14228,0.863683,0.996253,0.027762,0.485788,3,0,2,1
C5315.blif_0.10_0.20_0_1_inp_exact-shuffled,1,0.028515,337.5625,0.796476,0.556645,2.71335,11469,0.592775,5498,5401,2.249366,0.443262,0.557415,8648,97,0.97779,11499,33648,75.793814,0.057029,1.001528,82.842852,8.57732,0.430991,0.441753,3090,0.992789,4.28866,0.558081,0.558081,0.554057,0.012363,0.211803,151.587629,537.781522,1,0.5,1,14589,0.726436,0.99535,0.028515,0.404926,31,0,16,15
C5315.blif_0.10_0.20_0_1_out_exact-shuffled,1,0.027758,2615,0.793233,0.557652,2.734085,11138,0.585594,5325,5230,2.257414,0.436671,0.562453,8333,95,0.978479,11156,32913,8.315789,0.055517,0.997996,7.489577,8.315789,0.430347,0.436446,3074,0.993726,4.157895,0.55907,0.55907,0.555562,0.012001,0.216022,16.631579,36.541874,1,0.5,1,14230,0.863744,0.996252,0.027758,0.485815,3,0,2,1
C5315.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.000131,2802.5,0.793665,0.557518,2.774924,11925,0.585095,5607,5605,2.308536,0.442596,0.557524,8911,2,0.999898,11966,35163,2,0.000263,1.000271,8.323703,2,0.442425,0.442471,3264,1.000243,1,0.557524,0.557524,0.55766,0.000057,0.214314,4,58.398394,1,0.5,1,15230,0.190695,1.000255,0.000131,0.106317,3,0,2,1
C5315.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.000131,2801.5,0.793622,0.557531,2.775201,11921,0.584986,5605,5603,2.308617,0.438109,0.562006,8907,2,0.999898,11962,35155,2,0.000263,1.000264,7.646566,2,0.442412,0.437989,3264,1.000243,1,0.557537,0.557537,0.557673,0.000057,0.21437,4,40.260396,1,0.5,1,15226,0.20384,1.000255,0.000131,0.11456,3,0,2,1
C5315.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.000131,2802.5,0.793756,0.557489,2.775103,11924,0.585161,5607,5605,2.308536,0.442624,0.557496,8912,2,0.999898,11966,35163,2,0.000263,1.000271,8.324238,2,0.442454,0.4425,3264,1.000243,1,0.557496,0.557496,0.557631,0.000057,0.214314,4,58.398394,1,0.5,1,15230,0.190705,1.000255,0.000131,0.106317,3,0,2,1
c5_BMC_p1_k32-shuffled,1,0.664117,16467.5,0.969852,0.507652,5.344273,53822,0.537325,32939,32935,2.232373,0.337778,0.509407,53956,4,0.632587,43296,357542,33344,1.328235,0.688509,12.995871,33344,0.30583,0.486451,56882,0.62704,16672,0.512205,0.512205,0.321173,0.186518,0.566464,66688,273.880735,1,0.5,1,100416,2470.97894,0.632664,0.664117,1258.733535,3,238,2,1
C6288.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.006184,2285,0.756192,0.569414,2.950388,9458,0.374071,4636,4570,2.32629,0.431859,0.572449,5081,66,0.995356,9012,31766,2.545455,0.012368,1.010076,8.420621,2.545455,0.427942,0.427284,4571,1.009077,1.272727,0.569783,0.569783,0.574955,0.002644,0.336524,5.090909,39.054705,1,0.5,1,13583,0.225773,1.009731,0.006184,0.129244,3,0,2,1
C6288.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.003172,2337,0.756691,0.569252,2.966653,9667,0.375505,4708,4674,2.331099,0.432839,0.569381,5209,34,0.997616,9220,32425,2.588235,0.006344,1.005154,8.880841,2.588235,0.429391,0.430494,4652,1.004541,1.294118,0.569441,0.569441,0.572026,0.001357,0.335352,5.176471,51.95935,1,0.5,1,13872,0.220415,1.004873,0.003172,0.1255,3,0,2,1
C6288.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.003171,2337.5,0.756812,0.569213,2.96666,9668,0.375595,4709,4675,2.331051,0.432878,0.569341,5211,34,0.997616,9222,32429,2.588235,0.006343,1.005153,8.880866,2.588235,0.42943,0.430533,4652,1.004539,1.294118,0.569401,0.569401,0.571986,0.001357,0.335303,5.176471,51.950802,1,0.5,1,13874,0.22045,1.004872,0.003171,0.125511,3,0,2,1
C6288.blif_0.10_1.00_0_1_out_exact-shuffled,1,0.003203,2310.5,0.756247,0.569396,2.971214,9554,0.373353,4655,4621,2.332144,0.429887,0.572301,5128,34,0.997594,9114,32120,2.588235,0.006407,1.005117,8.497744,2.588235,0.429234,0.427561,4621,1.004598,1.294118,0.569587,0.569587,0.572206,0.00137,0.33644,5.176471,39.174638,1,0.5,1,13735,0.227622,1.004934,0.003203,0.130268,3,0,2,1
c6_BMC_p1_k1024-shuffled,1,0.031982,67844,0.943641,0.514498,3.008792,290614,0.755096,135692,135688,2.270595,0.476055,0.5147,271990,4,0.973374,257676,840922,5760,0.063963,0.980949,8.899014,5760,0.471802,0.485023,102080,0.97263,2880,0.514907,0.514907,0.500814,0.013699,0.283393,11520,149.213387,1,0.5,1,360206,610.291213,0.973402,0.031982,314.116748,3,450,2,1
c6_BMC_p1_k256-shuffled,1,0.122244,17468,0.949615,0.512922,3.288294,72790,0.722999,34940,34936,2.258558,0.452236,0.513585,68134,4,0.904785,64284,235882,5760,0.244487,0.929733,9.370263,5760,0.43824,0.485416,29840,0.902427,2880,0.51432,0.51432,0.464137,0.048838,0.316645,11520,149.476586,1,0.5,1,94238,582.190144,0.904888,0.122244,299.004282,3,114,2,1
c6_BMC_p2_k128-shuffled,1,0.230815,9072,0.955855,0.511285,3.636599,36486,0.684392,18148,18144,2.244079,0.42558,0.512338,34158,4,0.833152,32052,135042,5760,0.461631,0.872695,9.957516,5760,0.403408,0.48591,17800,0.829569,2880,0.513607,0.513607,0.426072,0.085307,0.356642,11520,149.751323,1,0.5,1,49910,550.596936,0.833336,0.230815,282.091742,3,58,2,1
c6_BMC_p2_k2048-shuffled,1,0.016116,135012,0.942504,0.514799,2.960571,581046,0.760738,270028,270024,2.272711,0.48041,0.514904,543798,4,0.986418,515532,1647642,5760,0.032231,0.990338,8.817711,5760,0.478209,0.484955,198400,0.986031,2880,0.515009,0.515009,0.507815,0.006992,0.277549,11520,149.155364,1,0.5,1,714830,615.416045,0.986433,0.016116,316.879904,3,898,2,1
c6_BMC_p2_k64-shuffled,1,0.415195,4874,0.964618,0.509005,4.260562,18334,0.618828,9752,9748,2.219491,0.384673,0.510424,17170,4,0.732547,15936,84622,5760,0.83039,0.785727,11.009537,5760,0.35486,0.486803,11780,0.728029,2880,0.512374,0.512374,0.373023,0.136135,0.424566,11520,150.3016,1,0.5,1,27746,501.813699,0.732848,0.415195,256.137746,3,30,2,1
C880.blif_0.10_0.20_0_0_inp_exact,1,0.010212,93.636364,0.81321,0.551508,2.601338,2055,0.58888,1046,1030,2.274206,0.452059,0.552048,1557,16,0.991931,1988,6067,22.125,0.020424,1.009169,53.996176,3.375,0.444042,0.447658,656,1.006495,1.6875,0.551971,0.551971,0.555556,0.00445,0.248109,44.25,240.473786,1,0.5,1,2644,0.332487,1.007339,0.010212,0.183549,21,0,11,10
C880.blif_0.10_0.20_0_0_out_exact,1,0.008857,479.5,0.808396,0.552976,2.632066,1903,0.572866,973,959,2.288647,0.444799,0.558761,1423,14,0.993056,1846,5729,3.142857,0.017713,1.008069,7.026721,3.142857,0.443184,0.440903,638,1.006806,1.571429,0.553386,0.553386,0.557153,0.00384,0.256844,6.285714,25.586027,1,0.5,1,2484,0.353199,1.007553,0.008857,0.197354,3,0,2,1
C880.blif_0.10_0.20_0_1_inp_exact,1,0.010212,93.636364,0.813752,0.551343,2.602294,2054,0.589259,1046,1030,2.274206,0.452228,0.551882,1558,16,0.991928,1988,6067,22.125,0.020424,1.009171,54.016252,3.375,0.444206,0.447825,656,1.006495,1.6875,0.551804,0.551804,0.555388,0.00445,0.248109,44.25,240.473786,1,0.5,1,2644,0.332587,1.007337,0.010212,0.183549,21,0,11,10
C880.blif_0.10_0.20_0_1_out_exact,1,0.008857,479.5,0.808396,0.552976,2.632066,1903,0.572866,973,959,2.288647,0.444799,0.558761,1423,14,0.993056,1846,5729,3.142857,0.017713,1.008069,7.026721,3.142857,0.443184,0.440903,638,1.006806,1.571429,0.553386,0.553386,0.557153,0.00384,0.256844,6.285714,25.586027,1,0.5,1,2484,0.353199,1.007553,0.008857,0.197354,3,0,2,1
C880.blif_0.10_1.00_0_0_inp_exact,1,0.009195,504.5,0.809337,0.552689,2.629159,2022,0.58046,1022,1009,2.283142,0.449913,0.553125,1515,13,0.992771,1945,6007,3.692308,0.018391,1.006797,7.815068,3.692308,0.443316,0.446588,665,1.00479,1.846154,0.553113,0.553113,0.555763,0.003995,0.254789,7.384615,34.799802,1,0.5,1,2610,0.381705,1.005562,0.009195,0.211131,3,0,2,1
C880.blif_0.10_1.00_0_0_out_exact,1,0.009419,490,0.806699,0.553495,2.643505,1960,0.571821,993,980,2.288462,0.443339,0.559441,1457,13,0.992624,1887,5879,3.692308,0.018838,1.00631,7.042296,3.692308,0.442422,0.440198,661,1.004992,1.846154,0.553936,0.553936,0.556701,0.004082,0.259419,7.384615,25.95,1,0.5,1,2548,0.41289,1.005792,0.009419,0.230987,3,0,2,1
C880.blif_0.10_1.00_0_1_out_exact-shuffled,1,0.009419,490,0.807255,0.553325,2.644512,1959,0.572214,993,980,2.288462,0.443531,0.559252,1458,13,0.992622,1887,5879,3.692308,0.018838,1.006313,7.045317,3.692308,0.442592,0.440388,661,1.004992,1.846154,0.553764,0.553764,0.556529,0.004082,0.259419,7.384615,25.95,1,0.5,1,2548,0.413029,1.00579,0.009419,0.230987,3,0,2,1
CHAIN23v.24-shuffled,1,0.004679,1633.5,0.344607,0.743712,3.391185,18076,0.380257,3290,3267,2.204597,0.248035,0.752241,7477,23,0.997158,17522,43533,8,0.009358,1.001113,9.502432,8,0.254175,0.247021,2116,1.002784,4,0.744746,0.744746,0.746819,0.002113,0.107613,16,157.186103,1,0.5,1,19663,0.277286,1.004178,0.004679,0.208586,3,25,2,1
cmu.dme1.B-f2,1,0.160359,469,0.750293,0.571333,2.450287,1882,0.533359,1046,938,2.012095,0.408522,0.581378,1367,108,0.879684,1708,5979,7.611111,0.320718,0.975873,6.292543,7.611111,0.359926,0.40912,854,0.961828,3.805556,0.582703,0.582703,0.56046,0.068741,0.333203,15.222222,20.187633,1,0.5,1,2563,0.870936,0.980969,0.160359,0.506342,3,1,2,1
cmu.dme1.B-f3,1,0.114317,816.5,0.750165,0.571375,2.529248,3308,0.523128,1795,1633,2.104405,0.421636,0.579865,2375,162,0.914243,3026,10592,6.407407,0.228634,1.003573,6.646797,6.407407,0.379626,0.413836,1513,0.991484,3.203704,0.579129,0.579129,0.574197,0.048999,0.33326,12.814815,25.710349,1,0.5,1,4540,0.698445,1.00494,0.114317,0.405004,3,1,2,1
cmu.dme1.B-f4-shuffled,1,0.092999,1209,0.750111,0.571392,2.559605,4890,0.517799,2634,2418,2.147137,0.42625,0.579218,3491,216,0.93024,4494,15730,5.805556,0.185998,1.012995,6.79385,5.805556,0.388748,0.415817,2247,1.002488,2.902778,0.577577,0.577577,0.579014,0.03986,0.333284,11.611111,28.337469,1,0.5,1,6742,0.620786,1.013339,0.092999,0.359571,3,1,2,1
cmu.dme2.B-f2,1,0.140765,601.5,0.750224,0.571355,2.548363,2404,0.513449,1313,1203,2.051405,0.409602,0.579754,1718,110,0.894395,2230,7806,8.563636,0.28153,0.974671,6.706017,8.563636,0.368306,0.412366,1115,0.959727,4.281818,0.581148,0.581148,0.557744,0.060338,0.333234,17.127273,32.700748,1,0.5,1,3346,0.925665,0.976176,0.140765,0.536658,3,1,2,1
cmu.periodic.N-d2-shuffled,1,0.088237,2475,0.750052,0.571412,2.904467,9867,0.448053,5014,4950,2.156767,0.395382,0.58105,6525,64,0.933817,9708,33979,40.15625,0.176475,0.943746,7.504587,40.15625,0.390771,0.41403,4854,0.936316,20.078125,0.577255,0.577255,0.540493,0.037817,0.33331,80.3125,42.995152,1,0.5,1,14563,3.858115,0.945891,0.088237,2.241757,3,1,2,1
cmu.periodic.N-d4-shuffled,1,0.108695,5629,0.750023,0.571421,2.924205,22521,0.446944,11386,11258,2.115903,0.388957,0.580438,14881,128,0.918476,22196,77687,56.546875,0.21739,0.927056,7.625329,56.546875,0.381994,0.413511,11098,0.917142,28.273438,0.578759,0.578759,0.530804,0.046584,0.333323,113.09375,42.596554,1,0.5,1,33295,5.360308,0.928919,0.108695,3.111328,3,1,2,1
cmu.periodic.N-f4-shuffled,1,0.109459,6009,0.750021,0.571422,2.928948,24028,0.447843,12146,12018,2.114378,0.388304,0.580527,15932,128,0.917904,23716,83007,60.84375,0.218918,0.925694,7.627779,60.84375,0.381667,0.413364,11858,0.915828,30.421875,0.578817,0.578817,0.530096,0.046912,0.333324,121.6875,44.39524,1,0.5,1,35575,5.763685,0.92768,0.109459,3.345972,3,1,2,1
comp.blif_0.10_0.20_0_0_inp_exact-shuffled,1,0.01083,76.5,0.937438,0.516146,3.045161,562,0.677497,310,306,2.326113,0.486865,0.51631,563,4,0.991063,607,1951,10.5,0.021661,1.006565,21.093548,4.5,0.479241,0.483588,224,1.003725,2.25,0.516296,0.516296,0.518219,0.004613,0.269555,21,81.098039,1,0.5,1,831,0.466332,1.004018,0.01083,0.240772,7,0,4,3
comp.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.001188,152.5,0.933788,0.51712,3.133987,564,0.665083,306,305,2.356295,0.484097,0.517149,560,1,0.999026,610,1986,2,0.002375,1.00258,9.385621,2,0.482377,0.48284,232,1.002268,1,0.517137,0.517137,0.51831,0.000504,0.275534,4,36.360656,1,0.5,1,842,0.19896,1.002302,0.001188,0.102892,3,0,2,1
connect_5x4_3_R-shuffled,1,0.045291,453.090909,1.727349,0.366656,6.991061,1332,0.772453,5034,4984,3.487105,0.616051,0.376955,12041,50,0.975263,64,55567,154.36,0.077624,0.988774,72.846444,24.2,0.620638,0.623956,15295,0.988038,14.12,0.365546,0.365546,0.361174,0.00907,0.981203,264.56,380.958066,1.400794,0.583471,1.400794,15588,2.500369,0.985047,0.032333,0.942525,21,229,11,10
connect_5x4_4_W-shuffled,1,0.055098,391.272727,1.672735,0.374149,6.52113,1332,0.777199,4354,4304,3.431147,0.608113,0.384117,10001,50,0.97019,64,45367,154.72,0.09442,0.987384,74.172715,24.3,0.610223,0.616716,12575,0.984524,14.18,0.372984,0.372984,0.367212,0.011153,0.97723,265.04,361.379879,1.401186,0.583539,1.401186,12868,2.384758,0.98146,0.039322,0.916027,21,229,11,10
connect_6x5_4_D-shuffled,1,0.046359,617.875,1.654808,0.376675,7.385425,2713,0.786262,9976,9886,3.502409,0.608212,0.383994,25949,90,0.975743,94,118200,272,0.079084,0.987349,113.822875,29,0.610381,0.616697,32509,0.986822,17,0.375837,0.375837,0.370884,0.009137,0.985032,464,625.147987,1.416667,0.586207,1.416667,33003,2.706025,0.984626,0.032724,1.039098,31,400,16,15
connect_6x5_5_R-shuffled,1,0.055915,546.625,1.639719,0.378828,6.803644,2713,0.783869,8836,8746,3.441509,0.603459,0.386435,21449,90,0.970543,94,96780,272,0.095384,0.983529,104.592236,29,0.605363,0.614345,26869,0.983045,17,0.377859,0.377859,0.371452,0.011159,0.981946,464,523.088612,1.416667,0.586207,1.416667,27363,2.914644,0.98053,0.039469,1.126321,31,400,16,15
connect_7x6_4_R-shuffled,1,0.041609,900.954545,1.644024,0.378211,7.986378,4970,0.791489,19968,19821,3.544301,0.609348,0.383459,56153,147,0.978691,130,256473,440.326531,0.070744,0.988332,171.114583,34.142857,0.610279,0.617114,70175,0.987702,20.081633,0.37754,0.37754,0.372897,0.008059,0.989133,748.517007,1029.779678,1.428157,0.588165,1.428157,70946,2.89585,0.985949,0.029135,1.110438,43,641,22,21
connect_7x6_6_W-shuffled,1,0.057258,725.318182,1.616857,0.382138,7.023348,4970,0.788304,16104,15957,3.448476,0.602315,0.387499,40697,147,0.970409,130,183057,440.544218,0.097354,0.983369,157.040859,34.190476,0.601714,0.613164,50855,0.981503,20.108844,0.381299,0.381299,0.374246,0.011308,0.985066,748.816327,806.598483,1.428019,0.588142,1.428019,51626,3.102834,0.979348,0.040096,1.202344,43,641,22,21
connect_8x7_3_D-shuffled,1,0.036135,1375.586207,1.728562,0.366493,8.168013,8415,0.77845,40116,39892,3.566445,0.623125,0.370264,110989,224,0.981093,172,517229,667,0.061272,0.989502,232.441171,39,0.623546,0.630432,141441,0.98863,23,0.365742,0.365742,0.361583,0.006929,0.992032,1131,1419.236113,1.4375,0.589744,1.4375,142577,3.39509,0.986602,0.025137,1.257081,57,964,29,28
connect_8x7_7_D-shuffled,1,0.057716,927.586207,1.599993,0.384616,7.191417,8415,0.791676,27124,26900,3.453056,0.599543,0.388904,70669,224,0.970602,172,316973,667,0.097866,0.981096,203.962911,39,0.59913,0.61171,88129,0.980537,23,0.38389,0.38389,0.376418,0.011307,0.987274,1131,1064.992677,1.4375,0.589744,1.4375,89265,3.574645,0.978684,0.04015,1.390196,57,964,29,28
connect_9x8_3_R-shuffled,1,0.03483,1795.72973,1.728439,0.36651,8.366279,13408,0.779291,66766,66442,3.57817,0.623928,0.369446,188925,324,0.981904,220,881755,962.308642,0.058953,0.989492,305.03018,44.111111,0.623914,0.631212,240831,0.988589,26.061728,0.365807,0.365807,0.361633,0.006632,0.993396,1628.493827,1909.465955,1.443912,0.59082,1.443912,242432,3.727544,0.986693,0.024122,1.377128,73,1381,37,36
connect_9x8_6_D-shuffled,1,0.042567,1363.72973,1.549446,0.392242,8.634693,13408,0.810841,50782,50458,3.565046,0.596504,0.395497,160845,324,0.979335,220,721483,962.308642,0.072048,0.986768,314.405833,44.111111,0.596054,0.60478,196767,0.986485,26.061728,0.3919,0.3919,0.386603,0.008106,0.991929,1628.493827,2035.364323,1.443912,0.59082,1.443912,198368,3.238617,0.985624,0.029481,1.280863,73,1381,37,36
connect_9x8_8_D-shuffled,1,0.058431,1153.567568,1.58713,0.386529,7.329745,13408,0.794156,43006,42682,3.456758,0.597994,0.389911,114765,324,0.970556,220,513835,962.308642,0.098898,0.980176,266.45689,44.111111,0.597038,0.610643,142911,0.979566,26.061728,0.385881,0.385881,0.377995,0.011381,0.988921,1628.493827,1415.478961,1.443912,0.59082,1.443912,144512,3.911966,0.977923,0.040467,1.52532,73,1381,37,36
Core1108_tbm_02.tex.moduleQ3.2S.000007,1,0.30233,143.1,0.52862,0.654185,3.080319,4105,0.285054,1631,1431,2.388108,0.31317,0.639002,1419,200,0.880577,1398,14528,62.625,0.530333,0.867511,32.148988,13.2,0.242222,0.31725,3580,0.932647,7.525,0.703987,0.703987,0.656572,0.078125,0.719164,97.25,146.701607,1.325991,0.570076,1.325991,4978,0.608451,1.003648,0.228003,0.388801,20,0,10,10
Core1108_tbm_02.tex.moduleQ3.2S.000015,1,0.300926,142.6,0.526792,0.654968,3.086983,4105,0.283615,1621,1426,2.389895,0.311389,0.639411,1409,195,0.880514,1388,14503,64.487179,0.529388,0.863558,32.279457,13.487179,0.24195,0.316582,3580,0.930607,7.666667,0.704455,0.704455,0.655571,0.07826,0.720612,100.25641,147.103787,1.317181,0.568441,1.317181,4968,0.624906,1.000921,0.228462,0.399572,20,0,10,10
Core1108_tbm_02.tex.moduleQ3.2S.000026,1,0.304902,145.1,0.533494,0.652106,3.073068,4120,0.290753,1656,1451,2.381028,0.315338,0.6358,1459,205,0.879442,1438,14628,62.926829,0.534077,0.865837,32.27657,13.073171,0.243301,0.319896,3580,0.932187,7.463415,0.702126,0.702126,0.654513,0.078616,0.713432,97.560976,145.120606,1.330435,0.570896,1.330435,5018,0.614662,1.003692,0.229175,0.390802,20,0,10,10
