@RELATION 'feature_values_premarshalling_astar_2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE group-same-mean NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE group-same-stdev NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE stack-tier-ratio NUMERIC
@ATTRIBUTE group-same-min NUMERIC
@ATTRIBUTE group-same-max NUMERIC
@ATTRIBUTE tiers NUMERIC

@DATA
cv_data4-7-27,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-7-40,1,1,0.714286,0,7,1,1,1,7
cv_data5-6-26,1,1,0.714286,0,6,1.16667,1,1,7
cv_data5-6-6,1,1,0.714286,0,6,1.16667,1,1,7
cv_data4-5-1,1,1,0.666667,0,5,1.2,1,1,6
cv_data5-4-21,1,1,0.714286,0,4,1.75,1,1,7
cv_data4-5-22,1,1,0.666667,0,5,1.2,1,1,6
cv_data5-7-13,1,1,0.714286,0,7,1,1,1,7
cv_data5-8-38,1,1,0.714286,0,8,875,1,1,7
cv_data4-7-38,1,1,0.666667,0,7,0.857143,1,1,6
cv_data3-8-38,1,1,0.6,0,8,625,1,1,5
cv_data4-4-16,1,1,0.666667,0,4,1.5,1,1,6
cv_data4-7-37,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-7-15,1,1,0.714286,0,7,1,1,1,7
cv_data4-7-25,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-5-38,1,1,0.714286,0,5,1.4,1,1,7
cv_data5-8-39,1,1,0.714286,0,8,875,1,1,7
cv_data5-5-29,1,1,0.714286,0,5,1.4,1,1,7
cv_data5-5-25,1,1,0.714286,0,5,1.4,1,1,7
cv_data4-7-30,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-4-36,1,1,0.714286,0,4,1.75,1,1,7
cv_data4-4-15,1,1,0.666667,0,4,1.5,1,1,6
cv_data5-8-19,1,1,0.714286,0,8,875,1,1,7
cv_data5-10-23,1,1,0.714286,0,10,0.7,1,1,7
cv_data5-5-11,1,1,0.714286,0,5,1.4,1,1,7
cv_data4-7-20,1,1,0.666667,0,7,0.857143,1,1,6
cv_data4-7-35,1,1,0.666667,0,7,0.857143,1,1,6
cv_data4-6-7,1,1,0.666667,0,6,1,1,1,6
cv_data4-7-6,1,1,0.666667,0,7,0.857143,1,1,6
cv_data4-5-25,1,1,0.666667,0,5,1.2,1,1,6
cv_data5-8-2,1,1,0.714286,0,8,875,1,1,7
cv_data4-4-33,1,1,0.666667,0,4,1.5,1,1,6
cv_data4-5-5,1,1,0.666667,0,5,1.2,1,1,6
cv_data3-8-37,1,1,0.6,0,8,625,1,1,5
cv_data4-5-20,1,1,0.666667,0,5,1.2,1,1,6
cv_data5-4-37,1,1,0.714286,0,4,1.75,1,1,7
cv_data4-6-5,1,1,0.666667,0,6,1,1,1,6
cv_data4-6-35,1,1,0.666667,0,6,1,1,1,6
cv_data4-7-1,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-5-5,1,1,0.714286,0,5,1.4,1,1,7
cv_data5-5-37,1,1,0.714286,0,5,1.4,1,1,7
cv_data4-5-24,1,1,0.666667,0,5,1.2,1,1,6
cv_data5-4-15,1,1,0.714286,0,4,1.75,1,1,7
cv_data5-9-21,1,1,0.714286,0,9,0.777778,1,1,7
cv_data5-4-27,1,1,0.714286,0,4,1.75,1,1,7
cv_data5-6-25,1,1,0.714286,0,6,1.16667,1,1,7
cv_data5-8-25,1,1,0.714286,0,8,875,1,1,7
cv_data4-6-21,1,1,0.666667,0,6,1,1,1,6
cv_data5-5-16,1,1,0.714286,0,5,1.4,1,1,7
cv_data5-4-4,1,1,0.714286,0,4,1.75,1,1,7
cv_data5-5-39,1,1,0.714286,0,5,1.4,1,1,7
cv_data4-7-22,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-6-11,1,1,0.714286,0,6,1.16667,1,1,7
cv_data4-6-9,1,1,0.666667,0,6,1,1,1,6
cv_data3-5-13,1,1,0.6,0,5,1,1,1,5
cv_data3-8-2,1,1,0.6,0,8,625,1,1,5
cv_data5-6-2,1,1,0.714286,0,6,1.16667,1,1,7
cv_data5-4-17,1,1,0.714286,0,4,1.75,1,1,7
cv_data5-8-6,1,1,0.714286,0,8,875,1,1,7
cv_data4-6-20,1,1,0.666667,0,6,1,1,1,6
cv_data5-4-7,1,1,0.714286,0,4,1.75,1,1,7
cv_data4-7-19,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-5-33,1,1,0.714286,0,5,1.4,1,1,7
cv_data5-5-27,1,1,0.714286,0,5,1.4,1,1,7
cv_data5-4-31,1,1,0.714286,0,4,1.75,1,1,7
cv_data4-5-30,1,1,0.666667,0,5,1.2,1,1,6
cv_data5-6-8,1,1,0.714286,0,6,1.16667,1,1,7
cv_data5-5-14,1,1,0.714286,0,5,1.4,1,1,7
cv_data4-6-16,1,1,0.666667,0,6,1,1,1,6
cv_data5-5-40,1,1,0.714286,0,5,1.4,1,1,7
cv_data4-7-26,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-5-7,1,1,0.714286,0,5,1.4,1,1,7
cv_data3-7-18,1,1,0.6,0,7,0.714286,1,1,5
cv_data5-5-24,1,1,0.714286,0,5,1.4,1,1,7
cv_data5-4-3,1,1,0.714286,0,4,1.75,1,1,7
cv_data5-5-23,1,1,0.714286,0,5,1.4,1,1,7
cv_data5-5-10,1,1,0.714286,0,5,1.4,1,1,7
cv_data5-5-18,1,1,0.714286,0,5,1.4,1,1,7
cv_data4-7-24,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-4-13,1,1,0.714286,0,4,1.75,1,1,7
cv_data5-9-38,1,1,0.714286,0,9,0.777778,1,1,7
cv_data5-5-8,1,1,0.714286,0,5,1.4,1,1,7
cv_data4-7-40,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-7-33,1,1,0.714286,0,7,1,1,1,7
cv_data4-4-12,1,1,0.666667,0,4,1.5,1,1,6
cv_data4-6-36,1,1,0.666667,0,6,1,1,1,6
cv_data5-4-20,1,1,0.714286,0,4,1.75,1,1,7
cv_data4-5-23,1,1,0.666667,0,5,1.2,1,1,6
cv_data4-7-13,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-9-32,1,1,0.714286,0,9,0.777778,1,1,7
cv_data4-7-32,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-9-4,1,1,0.714286,0,9,0.777778,1,1,7
cv_data4-7-23,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-5-3,1,1,0.714286,0,5,1.4,1,1,7
cv_data4-5-39,1,1,0.666667,0,5,1.2,1,1,6
cv_data5-7-36,1,1,0.714286,0,7,1,1,1,7
cv_data4-4-3,1,1,0.666667,0,4,1.5,1,1,6
cv_data4-7-36,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-5-9,1,1,0.714286,0,5,1.4,1,1,7
cv_data4-4-23,1,1,0.666667,0,4,1.5,1,1,6
cv_data3-7-22,1,1,0.6,0,7,0.714286,1,1,5
cv_data5-6-28,1,1,0.714286,0,6,1.16667,1,1,7
cv_data4-6-37,1,1,0.666667,0,6,1,1,1,6
cv_data5-5-21,1,1,0.714286,0,5,1.4,1,1,7
cv_data4-6-30,1,1,0.666667,0,6,1,1,1,6
cv_data4-5-27,1,1,0.666667,0,5,1.2,1,1,6
cv_data4-5-21,1,1,0.666667,0,5,1.2,1,1,6
cv_data3-8-25,1,1,0.6,0,8,625,1,1,5
cv_data4-5-15,1,1,0.666667,0,5,1.2,1,1,6
cv_data5-5-31,1,1,0.714286,0,5,1.4,1,1,7
cv_data4-7-2,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-4-10,1,1,0.714286,0,4,1.75,1,1,7
cv_data4-4-34,1,1,0.666667,0,4,1.5,1,1,6
cv_data5-7-4,1,1,0.714286,0,7,1,1,1,7
cv_data4-4-14,1,1,0.666667,0,4,1.5,1,1,6
cv_data5-7-22,1,1,0.714286,0,7,1,1,1,7
cv_data4-6-2,1,1,0.666667,0,6,1,1,1,6
cv_data4-7-12,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-5-30,1,1,0.714286,0,5,1.4,1,1,7
cv_data3-8-28,1,1,0.6,0,8,625,1,1,5
cv_data5-6-37,1,1,0.714286,0,6,1.16667,1,1,7
cv_data5-6-20,1,1,0.714286,0,6,1.16667,1,1,7
cv_data4-6-29,1,1,0.666667,0,6,1,1,1,6
cv_data4-4-10,1,1,0.666667,0,4,1.5,1,1,6
cv_data4-5-29,1,1,0.666667,0,5,1.2,1,1,6
cv_data3-8-24,1,1,0.6,0,8,625,1,1,5
cv_data5-4-35,1,1,0.714286,0,4,1.75,1,1,7
cv_data5-4-22,1,1,0.714286,0,4,1.75,1,1,7
cv_data5-4-29,1,1,0.714286,0,4,1.75,1,1,7
cv_data3-7-27,1,1,0.6,0,7,0.714286,1,1,5
cv_data3-7-5,1,1,0.6,0,7,0.714286,1,1,5
cv_data4-5-3,1,1,0.666667,0,5,1.2,1,1,6
cv_data4-6-12,1,1,0.666667,0,6,1,1,1,6
cv_data5-8-8,1,1,0.714286,0,8,875,1,1,7
cv_data4-6-25,1,1,0.666667,0,6,1,1,1,6
cv_data4-7-31,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-6-22,1,1,0.714286,0,6,1.16667,1,1,7
cv_data4-6-19,1,1,0.666667,0,6,1,1,1,6
cv_data5-4-30,1,1,0.714286,0,4,1.75,1,1,7
cv_data5-5-17,1,1,0.714286,0,5,1.4,1,1,7
cv_data4-6-34,1,1,0.666667,0,6,1,1,1,6
cv_data5-5-32,1,1,0.714286,0,5,1.4,1,1,7
cv_data4-6-32,1,1,0.666667,0,6,1,1,1,6
cv_data5-4-33,1,1,0.714286,0,4,1.75,1,1,7
cv_data3-7-12,1,1,0.6,0,7,0.714286,1,1,5
cv_data4-7-11,1,1,0.666667,0,7,0.857143,1,1,6
cv_data4-4-35,1,1,0.666667,0,4,1.5,1,1,6
cv_data5-4-25,1,1,0.714286,0,4,1.75,1,1,7
cv_data4-6-10,1,1,0.666667,0,6,1,1,1,6
cv_data4-7-21,1,1,0.666667,0,7,0.857143,1,1,6
cv_data4-6-4,1,1,0.666667,0,6,1,1,1,6
cv_data5-4-38,1,1,0.714286,0,4,1.75,1,1,7
cv_data4-7-7,1,1,0.666667,0,7,0.857143,1,1,6
cv_data4-7-3,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-8-3,1,1,0.714286,0,8,875,1,1,7
cv_data5-7-37,1,1,0.714286,0,7,1,1,1,7
cv_data5-5-20,1,1,0.714286,0,5,1.4,1,1,7
cv_data4-4-24,1,1,0.666667,0,4,1.5,1,1,6
cv_data5-4-14,1,1,0.714286,0,4,1.75,1,1,7
cv_data5-8-4,1,1,0.714286,0,8,875,1,1,7
cv_data4-6-40,1,1,0.666667,0,6,1,1,1,6
cv_data5-6-31,1,1,0.714286,0,6,1.16667,1,1,7
cv_data4-6-14,1,1,0.666667,0,6,1,1,1,6
cv_data5-7-1,1,1,0.714286,0,7,1,1,1,7
cv_data5-7-32,1,1,0.714286,0,7,1,1,1,7
cv_data4-7-28,1,1,0.666667,0,7,0.857143,1,1,6
cv_data4-4-2,1,1,0.666667,0,4,1.5,1,1,6
cv_data5-7-12,1,1,0.714286,0,7,1,1,1,7
cv_data4-7-5,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-4-1,1,1,0.714286,0,4,1.75,1,1,7
cv_data4-5-17,1,1,0.666667,0,5,1.2,1,1,6
cv_data4-6-33,1,1,0.666667,0,6,1,1,1,6
cv_data4-7-8,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-4-24,1,1,0.714286,0,4,1.75,1,1,7
cv_data4-4-13,1,1,0.666667,0,4,1.5,1,1,6
cv_data5-4-12,1,1,0.714286,0,4,1.75,1,1,7
cv_data5-6-7,1,1,0.714286,0,6,1.16667,1,1,7
cv_data5-6-35,1,1,0.714286,0,6,1.16667,1,1,7
cv_data4-6-11,1,1,0.666667,0,6,1,1,1,6
cv_data5-4-16,1,1,0.714286,0,4,1.75,1,1,7
cv_data4-7-4,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-7-11,1,1,0.714286,0,7,1,1,1,7
cv_data5-6-33,1,1,0.714286,0,6,1.16667,1,1,7
cv_data5-5-28,1,1,0.714286,0,5,1.4,1,1,7
cv_data5-5-15,1,1,0.714286,0,5,1.4,1,1,7
cv_data3-6-24,1,1,0.6,0,6,0.833333,1,1,5
cv_data5-4-34,1,1,0.714286,0,4,1.75,1,1,7
cv_data4-5-35,1,1,0.666667,0,5,1.2,1,1,6
cv_data5-7-31,1,1,0.714286,0,7,1,1,1,7
cv_data4-7-10,1,1,0.666667,0,7,0.857143,1,1,6
cv_data4-7-29,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-4-18,1,1,0.714286,0,4,1.75,1,1,7
cv_data5-6-19,1,1,0.714286,0,6,1.16667,1,1,7
cv_data4-5-32,1,1,0.666667,0,5,1.2,1,1,6
cv_data4-6-13,1,1,0.666667,0,6,1,1,1,6
cv_data5-8-36,1,1,0.714286,0,8,875,1,1,7
cv_data4-5-12,1,1,0.666667,0,5,1.2,1,1,6
cv_data4-5-28,1,1,0.666667,0,5,1.2,1,1,6
cv_data5-5-4,1,1,0.714286,0,5,1.4,1,1,7
cv_data4-4-7,1,1,0.666667,0,4,1.5,1,1,6
cv_data5-5-36,1,1,0.714286,0,5,1.4,1,1,7
cv_data4-7-16,1,1,0.666667,0,7,0.857143,1,1,6
cv_data4-6-39,1,1,0.666667,0,6,1,1,1,6
cv_data5-5-6,1,1,0.714286,0,5,1.4,1,1,7
cv_data5-4-9,1,1,0.714286,0,4,1.75,1,1,7
cv_data4-4-29,1,1,0.666667,0,4,1.5,1,1,6
cv_data5-6-5,1,1,0.714286,0,6,1.16667,1,1,7
cv_data3-7-17,1,1,0.6,0,7,0.714286,1,1,5
cv_data4-6-27,1,1,0.666667,0,6,1,1,1,6
cv_data5-5-22,1,1,0.714286,0,5,1.4,1,1,7
cv_data5-9-3,1,1,0.714286,0,9,0.777778,1,1,7
cv_data4-4-28,1,1,0.666667,0,4,1.5,1,1,6
cv_data4-4-27,1,1,0.666667,0,4,1.5,1,1,6
cv_data4-6-24,1,1,0.666667,0,6,1,1,1,6
cv_data4-6-8,1,1,0.666667,0,6,1,1,1,6
cv_data4-4-20,1,1,0.666667,0,4,1.5,1,1,6
cv_data3-6-26,1,1,0.6,0,6,0.833333,1,1,5
cv_data4-7-34,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-10-32,1,1,0.714286,0,10,0.7,1,1,7
cv_data5-4-32,1,1,0.714286,0,4,1.75,1,1,7
cv_data4-7-33,1,1,0.666667,0,7,0.857143,1,1,6
cv_data4-6-28,1,1,0.666667,0,6,1,1,1,6
cv_data3-7-30,1,1,0.6,0,7,0.714286,1,1,5
cv_data5-5-19,1,1,0.714286,0,5,1.4,1,1,7
cv_data4-4-30,1,1,0.666667,0,4,1.5,1,1,6
cv_data4-7-15,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-6-30,1,1,0.714286,0,6,1.16667,1,1,7
cv_data4-7-17,1,1,0.666667,0,7,0.857143,1,1,6
cv_data4-5-31,1,1,0.666667,0,5,1.2,1,1,6
cv_data4-5-34,1,1,0.666667,0,5,1.2,1,1,6
cv_data4-4-25,1,1,0.666667,0,4,1.5,1,1,6
cv_data5-7-18,1,1,0.714286,0,7,1,1,1,7
cv_data3-8-17,1,1,0.6,0,8,625,1,1,5
cv_data4-6-15,1,1,0.666667,0,6,1,1,1,6
cv_data5-7-7,1,1,0.714286,0,7,1,1,1,7
cv_data4-7-14,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-10-19,1,1,0.714286,0,10,0.7,1,1,7
cv_data5-8-29,1,1,0.714286,0,8,875,1,1,7
cv_data3-8-7,1,1,0.6,0,8,625,1,1,5
cv_data4-5-14,1,1,0.666667,0,5,1.2,1,1,6
cv_data5-7-16,1,1,0.714286,0,7,1,1,1,7
cv_data4-5-19,1,1,0.666667,0,5,1.2,1,1,6
cv_data3-5-8,1,1,0.6,0,5,1,1,1,5
cv_data5-9-10,1,1,0.714286,0,9,0.777778,1,1,7
cv_data4-7-9,1,1,0.666667,0,7,0.857143,1,1,6
cv_data5-5-13,1,1,0.714286,0,5,1.4,1,1,7
cv_data4-6-3,1,1,0.666667,0,6,1,1,1,6
cv_data5-4-6,1,1,0.714286,0,4,1.75,1,1,7
