@relation 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@attribute gr_cv_clust_cg numeric
@attribute s_indomain_min numeric
@attribute s_other_var numeric
@attribute algorithm {bprolog,fzn2smt,g12cpx,g12fd,g12lazyfd,g12mip,gecode,izplus,jacop,minisatid,mistral,ortools,allfair}

@data
1.029247,0,0,g12cpx
1.042185,0,0,g12cpx
0.253695,1,1,g12cpx
0.945266,0,1,g12cpx
1.04649,0,0,g12cpx
0.137431,1,1,g12cpx
1.037617,0,0,fzn2smt
1.05539,0,0,fzn2smt
0.930906,0,1,ortools
1.04649,0,0,fzn2smt
1.322236,0,0,g12lazyfd
0.945266,0,1,ortools
-1,0,0,g12fd
0.13883,1,0,g12cpx
1.04649,0,0,fzn2smt
0.133271,1,1,g12cpx
1.029247,0,0,fzn2smt
0.945266,0,1,ortools
-1,0,0,g12fd
0.13275,1,1,g12fd
1.110175,1,0,fzn2smt
1.270694,0,0,g12cpx
0.140446,1,0,izplus
0.123034,1,0,fzn2smt
0.574506,1,0,g12cpx
-1,0,0,g12fd
0.134255,1,1,g12fd
0.192162,1,1,g12cpx
0.633331,0,0,fzn2smt
0.269011,1,1,g12cpx
0.257175,1,1,minisatid
1.088525,1,0,g12cpx
-1,0,0,g12fd
1.095801,1,0,fzn2smt
-1,0,0,g12fd
0.286684,1,1,g12cpx
1.05355,1,0,g12cpx
0.147783,1,1,g12fd
1.076291,1,0,fzn2smt
-1,0,0,gecode
0.160464,1,1,g12cpx
1.130472,1,0,g12cpx
-1,1,1,g12cpx
-1,1,1,g12fd
0.186711,1,1,g12fd
-1,1,1,g12fd
0.735242,1,0,g12cpx
-1,1,1,g12cpx
-1,1,1,g12cpx
0.335539,0,0,g12fd
1.044673,0,0,fzn2smt
0.256361,1,1,g12cpx
0.16088,1,1,g12cpx
-1,0,0,izplus
-1,1,1,g12cpx
0.132683,1,1,g12cpx
0.265156,1,1,g12cpx
-1,1,1,g12cpx
-1,1,1,g12cpx
-1,1,1,izplus
0.192451,1,1,g12cpx
-1,0,0,izplus
-1,1,1,g12cpx
0.265159,1,1,g12cpx
-1,1,1,g12cpx
-1,1,1,g12cpx
-1,1,1,g12cpx
-1,0,0,ortools
-1,1,1,g12cpx
-1,1,1,g12cpx
-1,1,1,g12cpx
-1,1,0,g12cpx
0.288275,1,1,g12cpx
-1,1,1,g12fd
0.234549,1,1,g12cpx
-1,1,1,g12cpx
-1,1,1,g12cpx
-1,1,1,g12cpx
-1,0,0,izplus
0.273712,1,1,g12cpx
-1,1,1,g12cpx
0.170601,1,1,g12cpx
0.273069,1,1,g12cpx
-1,0,0,izplus
0.273137,1,1,g12cpx
-1,1,1,g12fd
-1,1,1,g12cpx
0.225175,1,1,g12cpx
-1,1,1,g12cpx
0.286246,1,1,g12cpx
0.299468,1,1,g12cpx
-1,1,1,g12cpx
0.296382,1,1,g12cpx
-1,1,1,g12cpx
0.254333,1,1,g12cpx
-1,1,1,g12cpx
0.273402,1,1,g12cpx
-1,1,1,g12fd
0.235291,1,1,g12cpx
0.221196,1,1,g12cpx
0.287919,1,1,g12cpx
0.235367,1,1,g12cpx
0.214762,1,1,g12cpx
0.272421,1,1,g12cpx
0.280905,1,1,g12cpx
-1,1,1,g12cpx
0.196675,1,1,g12cpx
0.287665,1,1,g12cpx
0.286641,1,1,g12cpx
0.198175,1,1,ortools
0.213446,1,1,g12cpx
0.29542,1,1,g12cpx
0.283959,1,1,g12cpx
0.215521,1,1,g12cpx
0.287864,1,1,g12cpx
0.197006,1,1,g12cpx
0.284201,1,1,g12cpx
0.267189,1,1,g12cpx
0.209546,1,1,g12cpx
0.277495,1,1,g12cpx
0.296693,1,1,g12cpx
0.292654,1,1,g12cpx
0.212609,1,1,bprolog
0.196068,1,1,g12cpx
0.199532,1,1,g12cpx
0.208791,1,1,g12cpx
-1,1,1,g12fd
0.197355,1,1,g12cpx
0.230347,1,1,g12cpx
0.217323,1,1,g12cpx
-1,1,1,g12cpx
-1,1,1,g12cpx
0.270827,1,1,g12cpx
0.303858,1,1,g12cpx
-1,0,0,izplus
0.239485,1,1,g12cpx
0.218994,1,1,g12cpx
0.260615,1,1,g12cpx
-1,0,0,fzn2smt
0.303561,1,1,g12cpx
0.195328,1,1,g12cpx
0.249716,1,1,g12cpx
0.170424,1,1,g12cpx
0.297726,1,1,g12cpx
0.255373,1,1,g12cpx
0.300287,1,1,g12cpx
0.20099,1,1,g12cpx
-1,1,1,g12cpx
0.300586,1,1,g12cpx
-1,0,0,g12fd
-1,1,1,g12cpx
0.209588,1,1,g12cpx
0.256559,1,1,g12cpx
0.296289,1,1,g12cpx
-1,1,0,g12cpx
0.234285,1,1,g12cpx
-1,0,0,izplus
-1,1,1,g12cpx
0.290969,1,1,g12cpx
-1,1,1,g12cpx
0.306854,1,1,g12cpx
0.295654,1,1,g12cpx
0.303515,1,1,g12cpx
-1,1,1,g12cpx
-1,1,1,g12cpx
0.284317,1,1,g12cpx
-1,1,1,g12cpx
0.262177,1,1,g12cpx
0.217737,1,1,g12cpx
-1,1,1,g12cpx
0.270927,1,1,g12cpx
0.214862,1,1,g12cpx
-1,1,1,izplus
0.306819,1,1,g12cpx
0.201996,1,1,g12cpx
0.304908,1,1,g12cpx
-1,1,1,g12cpx
0.202463,1,1,g12cpx
0.235603,1,1,g12cpx
-1,1,0,g12cpx
0.203474,1,1,g12cpx
0.203215,1,1,g12cpx
0.274054,1,1,g12cpx
-1,1,1,g12cpx
0.198646,1,1,g12cpx
0.227484,1,1,g12cpx
0.228444,1,1,g12cpx
0.257463,1,1,g12cpx
0.243909,1,1,g12cpx
0.237657,1,1,g12cpx
0.223433,1,1,g12cpx
0.235495,1,1,g12cpx
0.254375,1,1,g12cpx
0.235737,1,1,g12cpx
0.220365,1,1,g12cpx
0.226006,1,1,g12cpx
0.232501,1,1,g12cpx
0.21396,1,1,g12cpx
0.211515,1,1,g12cpx
0.250306,1,1,g12cpx
0.297789,1,1,g12cpx
0.233186,1,1,g12cpx
0.260748,1,1,g12cpx
0.240998,1,1,g12cpx
0.249706,1,1,g12cpx
-1,1,1,g12fd
0.234754,1,1,g12cpx
0.256461,1,1,g12cpx
0.239301,1,1,g12cpx
0.245272,1,1,g12cpx
0.238245,1,1,g12cpx
0.22724,1,1,g12cpx
0.256355,1,1,g12cpx
0.250653,1,1,g12cpx
0.239133,1,1,g12cpx
0.252272,1,1,ortools
0.245936,1,1,g12cpx
0.24331,1,1,ortools
0.218256,1,1,g12cpx
0.240873,1,1,g12cpx
0.215491,1,1,g12cpx
0.22679,1,1,g12cpx
0.301947,1,1,g12cpx
0.229496,1,1,g12cpx
-1,1,1,g12fd
0.252516,1,1,g12cpx
0.228267,1,1,ortools
0.204044,1,1,g12cpx
0.217139,1,1,g12cpx
0.245755,1,1,g12cpx
0.514665,1,1,g12fd
0.274061,1,1,g12cpx
0.25201,1,1,g12cpx
-1,1,1,g12cpx
0.534103,1,1,g12fd
0.220518,1,1,g12cpx
0.515099,1,1,g12fd
0.534366,1,1,g12fd
0.53404,1,1,jacop
0.534332,1,1,jacop
0.239229,1,1,g12cpx
0.536364,1,1,g12fd
0.534953,1,1,g12fd
0.234633,1,1,g12cpx
0.534516,1,1,g12fd
0.533964,1,1,jacop
0.254475,1,1,g12cpx
0.548278,1,1,g12fd
0.547347,1,1,g12fd
0.248262,1,1,g12cpx
0.547056,1,1,g12fd
0.544957,1,1,g12fd
0.546692,1,1,g12fd
0.544772,1,1,g12fd
0.543572,1,1,jacop
0.54422,1,1,g12fd
0.518233,1,1,g12fd
0.527361,1,1,g12fd
0.536428,1,1,g12fd
0.514567,1,1,jacop
0.552817,1,1,g12fd
0.552999,1,1,jacop
0.546932,1,1,jacop
0.446199,1,1,g12fd
0.553426,1,1,g12fd
0.453216,1,1,g12fd
0.448221,1,1,g12fd
0.542451,1,1,g12fd
0.450376,1,1,g12fd
0.543302,1,1,g12fd
0.450202,1,1,g12fd
0.55379,1,1,g12fd
0.466706,1,1,g12fd
0.234595,1,1,g12cpx
0.466601,1,1,g12fd
0.463842,1,1,g12fd
0.468667,1,1,g12fd
0.465076,1,1,g12fd
0.465232,1,1,g12fd
0.55391,1,1,g12fd
0.186962,1,1,g12cpx
0.465612,1,1,g12fd
-1,0,0,g12fd
0.464997,1,1,g12fd
0.236157,1,1,g12cpx
0.182632,1,1,g12fd
0.463129,1,1,g12fd
0.264513,1,1,izplus
0.258182,1,1,g12cpx
0.464652,1,1,g12fd
0.229537,1,1,g12cpx
0.237482,1,1,g12cpx
0.256591,1,1,g12fd
0.240673,1,1,g12cpx
0.238131,1,1,g12fd
0.241462,1,1,ortools
0.24272,1,1,bprolog
0.242659,1,1,g12fd
0.251472,1,1,ortools
0.241492,1,1,g12fd
0.242191,1,1,g12cpx
0.271393,1,1,g12cpx
0.24383,1,1,g12cpx
0.264043,1,1,g12fd
0.257123,1,1,g12cpx
0.178302,1,1,g12cpx
0.472383,1,1,g12fd
0.178302,1,1,ortools
0.242191,1,1,g12cpx
0.244816,1,1,g12cpx
0.208579,1,1,g12fd
0.164112,1,1,g12cpx
0.205428,1,1,g12cpx
0.47303,1,1,g12fd
0.155448,1,1,g12cpx
0.262543,1,1,g12cpx
0.265441,1,1,g12cpx
0.473191,1,1,g12fd
0.473278,1,1,g12fd
0.242576,1,1,g12cpx
0.249177,1,1,g12cpx
0.246853,1,1,izplus
0.206473,1,1,g12fd
0.19458,1,1,g12cpx
0.178198,1,1,g12cpx
0.246573,1,1,g12fd
0.214539,1,1,g12cpx
0.236644,1,1,g12cpx
0.226452,1,1,g12cpx
0.476617,1,1,g12fd
0.475305,1,1,g12fd
0.476986,1,1,g12fd
0.204212,1,1,g12cpx
0.476338,1,1,g12fd
0.476572,1,1,g12fd
0.182632,1,1,jacop
0.164112,1,1,fzn2smt
0.264513,1,1,ortools
0.246853,1,1,ortools
0.258182,1,1,g12cpx
0.185894,1,1,g12cpx
0.179277,1,1,g12cpx
0.22936,1,1,ortools
0.237482,1,1,g12cpx
0.244816,1,1,izplus
0.472888,1,1,g12fd
0.240673,1,1,ortools
0.238131,1,1,fzn2smt
0.241462,1,1,ortools
0.24272,1,1,fzn2smt
0.206376,1,1,g12cpx
-1,0,0,gecode
0.241492,1,1,fzn2smt
0.235174,1,1,g12cpx
0.194306,1,1,g12fd
0.167898,1,1,g12cpx
0.190384,1,1,g12cpx
0.242576,1,1,izplus
0.186962,1,1,jacop
0.271393,1,1,g12cpx
0.239424,1,1,izplus
0.20924,1,1,g12cpx
0.235174,1,1,izplus
-1,-1,-1,gecode
0.235886,1,1,g12cpx
0.246573,1,1,izplus
0.19686,1,1,fzn2smt
0.184892,1,1,g12cpx
0.256591,1,1,fzn2smt
0.208579,1,1,fzn2smt
0.184892,1,1,fzn2smt
0.205428,1,1,fzn2smt
0.229537,1,1,g12cpx
0.155448,1,1,fzn2smt
0.239424,1,1,g12cpx
0.193889,1,1,g12cpx
0.22936,1,1,g12cpx
0.251472,1,1,izplus
0.265441,1,1,fzn2smt
0.242659,1,1,izplus
0.167898,1,1,g12cpx
0.206473,1,1,fzn2smt
0.19458,1,1,fzn2smt
0.300698,1,1,ortools
0.194306,1,1,fzn2smt
0.155588,1,1,g12cpx
0.19253,1,1,fzn2smt
0.264043,1,1,izplus
0.157392,1,1,g12cpx
0.236644,1,1,fzn2smt
0.159559,1,1,g12fd
0.158055,1,1,g12fd
0.182253,1,1,g12cpx
0.17109,1,1,g12cpx
0.178147,1,1,g12cpx
0.167898,1,1,fzn2smt
0.290268,1,1,g12cpx
0.178198,1,1,fzn2smt
0.204212,1,1,g12cpx
0.209412,1,1,fzn2smt
0.257136,1,1,g12fd
0.226452,1,1,fzn2smt
0.264373,1,1,g12fd
0.193889,1,1,fzn2smt
0.155332,1,1,g12fd
0.262543,1,1,g12cpx
0.262785,1,1,g12fd
0.155655,1,1,g12fd
0.195433,1,1,fzn2smt
0.206376,1,1,g12cpx
0.157278,1,1,g12fd
0.167898,1,1,fzn2smt
0.157112,1,1,g12cpx
0.156983,1,1,g12cpx
0.249177,1,1,fzn2smt
0.159614,1,1,g12cpx
0.156634,1,1,g12fd
0.154135,1,1,g12fd
0.153018,1,1,g12cpx
0.158387,1,1,g12fd
0.157437,1,1,g12fd
0.156415,1,1,g12fd
-1,1,1,g12fd
0.249064,1,1,g12fd
0.190384,1,1,fzn2smt
0.257123,1,1,izplus
0.156323,1,1,g12fd
0.24383,1,1,fzn2smt
0.300698,1,1,ortools
0.14802,1,1,g12cpx
0.153137,1,1,g12fd
0.253425,1,1,g12fd
0.153541,1,1,g12fd
0.168366,1,1,g12cpx
-1,1,1,g12fd
0.155304,1,1,g12fd
0.158772,1,1,g12fd
0.15692,1,1,g12fd
0.149692,1,1,g12cpx
0.291297,1,1,g12fd
0.147578,1,1,g12cpx
0.15898,1,1,g12fd
0.147136,1,1,g12cpx
0.155969,1,1,g12fd
0.155239,1,1,g12fd
0.146398,1,1,g12fd
0.286026,1,1,g12cpx
0.16206,1,1,g12fd
0.199213,1,1,g12fd
0.156944,1,1,g12fd
0.148343,1,1,g12cpx
0.147134,1,1,g12fd
0.148138,1,1,g12fd
0.162975,1,1,g12fd
0.157636,1,1,g12fd
-1,1,1,g12fd
0.217813,1,1,g12fd
0.146341,1,1,g12fd
0.14592,1,1,g12fd
0.268635,1,1,g12cpx
0.156983,1,1,g12fd
0.146825,1,1,g12fd
0.148333,1,1,g12fd
0.158831,1,1,g12fd
0.147021,1,1,g12cpx
0.173057,1,1,g12fd
0.146809,1,1,g12fd
0.14754,1,1,g12cpx
0.146651,1,1,g12fd
0.147137,1,1,g12fd
0.14659,1,1,g12fd
0.285253,1,1,g12cpx
0.146277,1,1,g12fd
0.148517,1,1,g12fd
0.146851,1,1,g12cpx
0.28242,1,1,g12cpx
0.1468,1,1,g12fd
0.231922,1,1,g12fd
0.147154,1,1,g12cpx
0.147683,1,1,g12fd
0.147563,1,1,g12fd
0.25564,1,1,g12fd
0.288309,1,1,g12cpx
0.147015,1,1,g12fd
0.147162,1,1,g12fd
0.147078,1,1,g12fd
0.161452,1,1,g12fd
0.157776,1,1,g12fd
0.147455,1,1,g12fd
0.147057,1,1,g12fd
0.158427,1,1,g12fd
0.285799,1,1,g12fd
0.158643,1,1,g12fd
0.147827,1,1,g12cpx
0.284876,1,1,g12cpx
0.279988,1,1,g12cpx
-1,1,1,g12fd
0.19686,1,1,g12fd
0.271647,1,1,g12cpx
0.148324,1,1,g12fd
0.278371,1,1,g12fd
0.282702,1,1,g12cpx
0.14721,1,1,g12fd
0.147715,1,1,g12fd
0.301192,1,1,g12cpx
0.292799,1,1,g12cpx
0.162907,1,1,g12cpx
0.281732,1,1,g12cpx
0.146599,1,1,g12fd
0.27938,1,1,g12cpx
0.277974,1,1,g12cpx
0.155163,1,1,g12fd
0.178883,1,1,g12cpx
0.284107,1,1,g12cpx
0.284065,1,1,g12cpx
0.146833,1,1,g12fd
0.282102,1,1,g12cpx
0.287752,1,1,g12cpx
0.147783,1,1,g12fd
0.290692,1,1,g12cpx
0.286411,1,1,g12cpx
0.162714,1,1,g12cpx
0.282957,1,1,g12cpx
0.155726,1,1,g12cpx
0.292081,1,1,g12cpx
0.147515,1,1,g12fd
0.147037,1,1,g12fd
0.29598,1,1,g12cpx
0.165836,1,1,g12cpx
0.147155,1,1,g12fd
0.292258,1,1,g12cpx
0.26338,1,1,g12cpx
0.156126,1,1,g12fd
0.169254,1,1,g12fd
0.14788,1,1,g12fd
0.288143,1,1,g12fd
0.285076,1,1,g12cpx
0.162669,1,1,g12cpx
0.282144,1,1,g12cpx
0.207371,1,1,g12fd
0.147377,1,1,g12fd
0.21649,1,1,g12fd
0.273308,1,1,g12cpx
0.222889,1,1,g12fd
0.29389,1,1,g12cpx
0.166096,1,1,g12cpx
0.24321,1,1,g12fd
-1,1,1,g12fd
0.27781,1,1,g12cpx
0.165706,1,1,g12fd
0.27201,1,1,g12cpx
0.281236,1,1,g12cpx
0.16214,1,1,g12cpx
0.161304,1,1,g12cpx
-1,1,1,g12fd
0.147219,1,1,g12cpx
0.15982,1,1,g12fd
0.15915,1,1,g12fd
0.279001,1,1,g12cpx
-1,0,0,fzn2smt
-1,0,0,fzn2smt
-1,0,0,fzn2smt
0.164516,1,1,g12cpx
0.278097,1,1,g12cpx
0.147784,1,1,g12cpx
0.294836,1,1,g12cpx
0.146652,1,1,g12cpx
0.147037,1,1,g12cpx
0.242755,1,1,g12fd
0.28585,1,1,g12cpx
0.140918,1,1,g12cpx
0.146751,1,1,g12cpx
0.255504,1,1,g12cpx
0.159175,1,1,g12fd
0.240565,1,1,g12fd
0.172657,1,1,g12cpx
0.22116,1,1,g12fd
0.227073,1,1,g12fd
0.158386,1,1,g12fd
0.278599,1,1,g12cpx
0.154323,1,1,g12fd
-1,0,0,fzn2smt
-1,1,1,g12fd
0.259151,1,1,g12fd
-1,1,1,g12fd
0.146895,1,1,g12fd
0.258309,1,1,g12fd
0.147036,1,1,g12fd
0.155864,1,1,g12cpx
-1,1,1,g12fd
0.14785,1,1,g12fd
0.160072,1,1,g12cpx
0.167608,1,1,g12cpx
0.256006,1,1,g12fd
0.146931,1,1,g12fd
0.14182,1,1,g12fd
0.285519,1,1,g12fd
0.145226,1,1,g12fd
0.148042,1,1,g12fd
0.242185,1,1,g12fd
0.148929,1,1,g12fd
0.146278,1,1,g12fd
0.160478,1,1,g12cpx
0.144313,1,1,g12fd
0.262377,1,1,g12fd
0.147994,1,1,g12fd
0.141543,1,1,g12fd
0.144114,1,1,g12cpx
0.135816,1,1,g12cpx
0.285633,1,1,g12cpx
0.145902,1,1,g12fd
0.212536,1,1,g12cpx
0.165261,1,1,g12cpx
0.137244,1,1,g12cpx
0.135206,1,1,g12cpx
0.191022,1,1,g12fd
0.13687,1,1,g12cpx
0.275341,1,1,g12cpx
-1,1,1,g12fd
0.161746,1,1,g12fd
0.141399,1,1,g12cpx
0.274106,1,1,g12fd
-1,1,1,g12fd
0.164526,1,1,g12cpx
0.145972,1,1,g12fd
0.13389,1,1,g12fd
0.139279,1,1,g12fd
0.148123,1,1,g12fd
0.136268,1,1,g12fd
0.146017,1,1,g12fd
0.136397,1,1,g12fd
0.255295,1,1,g12fd
0.144607,1,1,g12fd
0.142616,1,1,g12fd
-1,1,1,g12fd
0.140448,1,1,g12fd
-1,1,1,g12fd
0.13459,1,1,g12fd
0.13262,1,1,g12cpx
-1,1,1,g12fd
0.136369,1,1,g12fd
0.140631,1,1,g12fd
0.147734,1,1,g12fd
0.144297,1,1,g12cpx
0.154661,1,1,g12cpx
0.268528,1,1,g12fd
0.13523,1,1,g12fd
0.146604,1,1,g12fd
0.137484,1,1,g12fd
0.137381,1,1,g12fd
0.14239,1,1,g12fd
0.137169,1,1,g12fd
0.136751,1,1,g12fd
0.136172,1,1,g12fd
0.144247,1,1,g12fd
0.241961,1,1,g12fd
0.135651,1,1,g12fd
0.136601,1,1,g12cpx
0.135875,1,1,g12cpx
0.22507,1,1,g12fd
0.137692,1,1,g12fd
0.135418,1,1,g12fd
0.144268,1,1,g12fd
0.215004,1,1,g12fd
0.13527,1,1,g12fd
0.134557,1,1,g12fd
0.136227,1,1,g12fd
0.137448,1,1,g12fd
0.145563,1,1,g12cpx
0.135683,1,1,g12fd
0.135546,1,1,g12fd
0.188647,1,1,g12fd
0.143766,1,1,g12fd
0.277944,1,1,g12cpx
0.305285,1,1,g12cpx
0.143855,1,1,g12fd
0.278772,1,1,g12cpx
0.13472,1,1,g12cpx
0.286646,1,1,g12cpx
0.134881,1,1,g12cpx
0.293261,1,1,g12cpx
0.287286,1,1,g12cpx
0.137127,1,1,g12fd
0.292261,1,1,g12cpx
0.265413,1,1,g12fd
0.287283,1,1,g12cpx
0.302827,1,1,g12cpx
0.285331,1,1,g12cpx
0.134576,1,1,g12fd
0.14241,1,1,g12fd
0.134792,1,1,g12cpx
0.266993,1,1,g12cpx
0.142554,1,1,g12fd
0.136074,1,1,g12cpx
0.285364,1,1,g12cpx
0.135373,1,1,g12fd
0.13601,1,1,g12fd
0.235259,1,1,g12fd
0.279934,1,1,g12cpx
0.283542,1,1,g12cpx
0.267757,1,1,g12fd
0.283029,1,1,g12cpx
0.27973,1,1,g12cpx
0.287407,1,1,g12cpx
0.136604,1,1,g12fd
0.136877,1,1,g12fd
0.260427,1,1,g12fd
-1,1,1,g12fd
0.296501,1,1,g12cpx
0.277,1,1,g12cpx
0.191899,1,1,g12fd
0.27287,1,1,g12fd
0.265654,1,1,g12fd
0.250676,1,1,g12fd
0.24172,1,1,g12fd
0.149711,1,1,g12fd
0.248162,1,1,g12fd
0.286103,1,1,g12cpx
0.295513,1,1,g12cpx
0.214689,1,1,g12cpx
0.176839,1,1,g12fd
-1,0,0,izplus
0.271992,1,1,g12fd
0.137185,1,1,g12fd
0.145112,1,1,g12fd
0.143004,1,1,g12cpx
0.145823,1,1,g12fd
0.150734,1,1,g12fd
0.186449,1,1,g12fd
0.133397,1,1,g12cpx
0.190451,1,1,g12fd
-1,1,1,g12fd
0.143183,1,1,g12fd
-1,1,1,g12fd
0.131312,1,1,g12cpx
-1,1,1,g12fd
0.146179,1,1,g12cpx
0.127772,1,1,g12cpx
0.279629,1,1,g12fd
0.142372,1,1,g12cpx
0.147754,1,1,g12cpx
0.13029,1,1,g12fd
0.141577,1,1,g12cpx
0.144686,1,1,g12cpx
0.289843,1,1,g12cpx
0.275846,1,1,g12fd
0.143864,1,1,g12fd
0.137722,1,1,g12fd
0.143031,1,1,g12fd
0.144149,1,1,g12cpx
0.139178,1,1,g12cpx
0.279987,1,1,g12cpx
0.129867,1,1,g12fd
-1,1,1,g12fd
0.150564,1,1,g12cpx
0.234531,1,1,g12fd
0.278617,1,1,g12cpx
0.134985,1,1,g12fd
0.130596,1,1,g12fd
0.145488,1,1,g12fd
-1,1,1,g12fd
-1,1,1,g12fd
0.131246,1,1,g12cpx
0.173381,1,1,g12fd
0.146739,1,1,g12cpx
0.134349,1,1,g12cpx
0.13335,1,1,g12fd
0.131512,1,1,g12cpx
0.131232,1,1,g12fd
0.286406,1,1,g12cpx
0.130481,1,1,g12fd
-1,1,1,g12fd
-1,1,1,g12fd
0.267862,1,1,g12fd
-1,1,1,g12fd
0.137781,1,1,g12fd
0.131281,1,1,g12fd
0.130825,1,1,g12fd
0.130027,1,1,g12fd
0.151098,1,1,g12fd
0.149634,1,1,g12cpx
0.131381,1,1,g12cpx
-1,1,1,g12fd
0.130431,1,1,g12fd
0.14434,1,1,g12fd
0.128531,1,1,g12fd
0.134295,1,1,g12fd
0.132489,1,1,g12fd
-1,1,1,g12fd
0.29135,1,1,g12cpx
0.12769,1,1,g12fd
0.253994,1,1,g12fd
0.179266,1,1,g12fd
0.171794,1,1,g12fd
0.134808,1,1,g12fd
0.124601,1,1,g12cpx
0.130839,1,1,g12fd
0.126474,1,1,g12fd
0.123392,1,1,g12fd
0.130788,1,1,g12fd
0.124804,1,1,g12fd
0.13179,1,1,g12fd
0.121844,1,1,g12fd
-1,1,1,g12fd
0.163277,1,1,g12fd
0.125355,1,1,g12fd
0.123286,1,1,g12fd
-1,1,1,g12fd
0.133383,1,1,g12fd
-1,1,1,g12fd
0.124244,1,1,g12fd
0.122341,1,1,g12fd
0.132389,1,1,g12fd
0.144543,1,1,g12cpx
0.289811,1,1,g12cpx
0.123835,1,1,g12fd
0.128994,1,1,g12fd
0.123488,1,1,g12fd
-1,1,1,g12fd
0.12256,1,1,g12fd
0.123984,1,1,g12cpx
0.223429,1,1,g12fd
0.129475,1,1,g12cpx
0.130298,1,1,g12cpx
0.123989,1,1,g12fd
0.122843,1,1,g12fd
0.123835,1,1,g12fd
-1,1,1,g12fd
-1,1,1,g12fd
0.296855,1,1,g12cpx
0.124288,1,1,g12fd
0.172418,1,1,g12cpx
0.12157,1,1,g12fd
0.179269,1,1,g12cpx
0.123795,1,1,g12fd
0.124567,1,1,g12fd
0.123714,1,1,g12fd
0.125517,1,1,g12fd
0.125278,1,1,g12fd
0.129675,1,1,g12fd
-1,1,1,g12fd
0.22819,1,1,g12cpx
-1,1,1,g12fd
-1,1,1,g12fd
-1,1,1,g12fd
0.1222,1,1,g12fd
0.20844,1,1,g12cpx
-1,1,1,g12fd
-1,1,1,g12fd
0.123434,1,1,g12fd
-1,1,1,g12fd
0.122784,1,1,g12fd
0.122355,1,1,g12fd
0.123316,1,1,g12fd
0.122947,1,1,g12fd
0.270758,1,1,g12fd
0.195411,1,1,g12fd
0.146028,1,1,g12cpx
0.275028,1,1,g12fd
0.275619,1,1,g12fd
0.123068,1,1,g12fd
0.233508,1,1,g12cpx
0.234168,1,1,g12fd
0.174506,1,1,g12fd
0.227838,1,1,g12cpx
0.180142,1,1,g12cpx
0.123541,1,1,g12fd
0.208338,1,1,g12fd
0.131035,1,1,g12fd
0.123249,1,1,g12fd
0.121879,1,1,g12cpx
0.208148,1,1,g12fd
0.230774,1,1,g12fd
0.291359,1,1,g12cpx
0.169358,1,1,g12fd
0.121651,1,1,g12fd
0.262562,1,1,g12fd
0.178346,1,1,g12fd
0.179772,1,1,g12cpx
0.122195,1,1,g12cpx
0.124285,1,1,g12fd
-1,1,1,g12fd
0.178947,1,1,g12fd
0.253095,1,1,g12fd
0.202971,1,1,g12cpx
0.186169,1,1,g12cpx
0.206965,1,1,g12cpx
0.234265,1,1,g12cpx
0.175644,1,1,g12fd
0.2383,1,1,g12cpx
0.12847,1,1,g12fd
0.232965,1,1,g12cpx
0.291809,1,1,g12fd
0.213068,1,1,g12cpx
0.121369,1,1,g12fd
0.233382,1,1,g12cpx
0.191974,1,1,g12cpx
0.123012,1,1,g12fd
0.123777,1,1,g12fd
-1,1,1,g12fd
0.257285,1,1,g12cpx
-1,1,1,g12fd
0.157792,1,1,g12cpx
0.17281,1,1,g12fd
0.204337,1,1,g12cpx
0.168799,1,1,g12fd
-1,1,1,g12fd
0.175044,1,1,g12cpx
0.241518,1,1,g12cpx
0.194935,1,1,g12cpx
0.17503,1,1,g12fd
-1,1,1,g12fd
0.226591,1,1,g12cpx
0.174938,1,1,g12fd
0.280654,1,1,g12cpx
0.290184,1,1,g12fd
0.438615,1,0,g12cpx
0.531892,0,0,g12cpx
0.22695,1,1,g12cpx
0.903525,1,0,g12cpx
0.173629,1,1,g12cpx
0.918862,1,0,g12cpx
0.122491,1,1,g12fd
0.546918,0,0,g12cpx
0.244254,1,0,gecode
0.255377,1,1,g12cpx
-1,1,1,g12fd
0.269231,1,1,g12cpx
0.226764,1,1,g12cpx
0.437031,1,0,g12cpx
0.175484,1,1,g12cpx
0.266881,1,1,g12fd
0.259044,1,1,g12cpx
0.206446,1,1,g12cpx
0.211006,1,1,g12cpx
0.282445,0,0,fzn2smt
0.179001,1,1,g12fd
0.262128,1,1,g12fd
0.184418,1,1,g12fd
0.255675,1,1,g12cpx
-1,1,1,g12fd
0.558937,0,0,g12cpx
0.180059,1,1,g12fd
0.278323,1,1,g12cpx
0.178937,1,1,g12cpx
0.20743,1,1,g12cpx
0.280682,1,1,g12fd
0.209687,1,1,g12cpx
0.273751,1,1,g12cpx
0.228431,1,1,g12cpx
0.433737,1,0,g12cpx
0.278534,1,1,g12cpx
0.256175,1,1,g12cpx
0.289602,1,1,g12cpx
0.271738,1,1,g12cpx
0.276468,1,1,g12cpx
0.434536,1,0,g12cpx
0.563198,0,0,g12cpx
0.158383,1,1,g12cpx
0.271721,1,1,g12cpx
0.16427,1,1,g12fd
-1,1,1,g12fd
0.267312,1,1,g12cpx
0.286684,1,1,g12cpx
