@relation 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@attribute csp_perten_avg_predshape numeric
@attribute csp_perten_avg_predsize numeric
@attribute csp_sqrt_max_domsize numeric
@attribute algorithm {abscon,choco,claspcnf_direct,claspcnf_directorder,claspcnf_support,cryptominisat_direct,cryptominisat_directorder,cryptominisat_support,gecode,glucose_direct,glucose_directorder,glucose_support,lingeling_direct,lingeling_directorder,lingeling_support,minisat22_direct,minisat22_directorder,minisat22_support,mistral_nj,riss3g_direct,riss3g_directorder,riss3g_support,allfair}

@data
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
42.801303,68.864883,17.378147,abscon
42.801303,68.864883,17.378147,abscon
42.801303,68.864883,17.378147,abscon
42.801303,68.864883,17.378147,abscon
42.801303,68.864883,17.378147,abscon
42.801303,68.864883,17.378147,abscon
42.801303,68.864883,17.378147,abscon
42.801303,68.864883,17.378147,abscon
42.801303,68.864883,17.378147,abscon
42.801303,68.864883,17.378147,abscon
42.801303,68.864883,17.378147,abscon
42.12814,68.561744,31.591138,abscon
42.12814,68.561744,31.591138,abscon
42.12814,68.561744,31.591138,abscon
42.12814,68.561744,31.591138,abscon
42.12814,68.561744,31.591138,abscon
42.12814,68.561744,31.591138,abscon
42.12814,68.561744,31.591138,abscon
42.12814,68.561744,31.591138,abscon
42.12814,68.561744,31.591138,abscon
42.12814,68.561744,31.591138,abscon
42.12814,68.561744,31.591138,abscon
43.464496,68.47747,27.892651,abscon
43.464496,68.47747,27.892651,abscon
43.464496,68.47747,27.892651,abscon
43.464496,68.47747,27.892651,abscon
43.464496,68.47747,27.892651,abscon
43.464496,68.47747,27.892651,abscon
43.464496,68.47747,27.892651,abscon
43.464496,68.47747,27.892651,abscon
43.464496,68.47747,27.892651,abscon
43.464496,68.47747,27.892651,abscon
43.464496,68.47747,27.892651,abscon
39.416682,66.618593,15.556349,abscon
39.416682,66.618593,15.556349,abscon
39.416682,66.618593,15.556349,abscon
39.416682,66.618593,15.556349,abscon
39.416682,66.618593,15.556349,abscon
39.416682,66.618593,15.556349,abscon
39.416682,66.618593,15.556349,abscon
39.416682,66.618593,15.556349,abscon
39.416682,66.618593,15.556349,abscon
39.416682,66.618593,15.556349,abscon
39.416682,66.618593,15.556349,abscon
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,abscon
?,?,?,abscon
?,?,?,abscon
?,?,?,abscon
?,?,?,gecode
?,?,?,abscon
0,30,5.91608,mistral_nj
?,?,?,mistral_nj
0,30,6.403124,mistral_nj
0,30,6.164414,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
0,30,6.557439,mistral_nj
0,30,6.324555,mistral_nj
0,30,6.244998,mistral_nj
0,30,6,mistral_nj
0,30,6.480741,mistral_nj
0,30,6.082763,mistral_nj
30,30,6.708204,glucose_direct
?,?,?,gecode
30,30,6.708204,glucose_direct
30,30,6.708204,glucose_directorder
30,30,6.708204,glucose_direct
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,abscon
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,abscon
?,?,?,gecode
?,?,?,abscon
?,?,?,abscon
?,?,?,abscon
?,?,?,gecode
?,?,?,abscon
?,?,?,abscon
?,?,?,gecode
?,?,?,gecode
?,?,?,abscon
?,?,?,gecode
?,?,?,abscon
?,?,?,gecode
?,?,?,abscon
?,?,?,abscon
?,?,?,gecode
?,?,?,gecode
?,?,?,abscon
?,?,?,gecode
?,?,?,gecode
?,?,?,abscon
?,?,?,abscon
?,?,?,abscon
?,?,?,abscon
?,?,?,abscon
?,?,?,gecode
?,?,?,abscon
?,?,?,abscon
?,?,?,gecode
?,?,?,gecode
?,?,?,abscon
?,?,?,gecode
42.995806,68.373005,18.708287,abscon
42.995806,68.373005,18.708287,abscon
42.995806,68.373005,18.708287,mistral_nj
42.995806,68.373005,18.708287,abscon
42.995806,68.373005,18.708287,abscon
42.995806,68.373005,18.708287,abscon
42.995806,68.373005,18.708287,abscon
42.995806,68.373005,18.708287,abscon
42.995806,68.373005,18.708287,abscon
42.995806,68.373005,18.708287,mistral_nj
42.995806,68.373005,18.708287,abscon
42.405034,68.089245,18.708287,mistral_nj
42.405034,68.089245,18.708287,mistral_nj
42.405034,68.089245,18.708287,mistral_nj
42.405034,68.089245,18.708287,mistral_nj
42.405034,68.089245,18.708287,mistral_nj
42.405034,68.089245,18.708287,mistral_nj
42.405034,68.089245,18.708287,mistral_nj
42.405034,68.089245,18.708287,mistral_nj
42.405034,68.089245,18.708287,mistral_nj
42.405034,68.089245,18.708287,mistral_nj
42.405034,68.089245,18.708287,mistral_nj
42.410959,68.123288,17.378147,mistral_nj
42.410959,68.123288,17.378147,mistral_nj
42.410959,68.123288,17.378147,mistral_nj
42.410959,68.123288,17.378147,mistral_nj
42.410959,68.123288,17.378147,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
42.410959,68.123288,17.378147,mistral_nj
42.410959,68.123288,17.378147,mistral_nj
42.410959,68.123288,17.378147,mistral_nj
?,?,?,mistral_nj
42.1974,67.948822,18.708287,mistral_nj
42.1974,67.948822,18.708287,mistral_nj
42.1974,67.948822,18.708287,mistral_nj
42.1974,67.948822,18.708287,mistral_nj
42.1974,67.948822,18.708287,mistral_nj
42.1974,67.948822,18.708287,mistral_nj
42.1974,67.948822,18.708287,mistral_nj
42.1974,67.948822,18.708287,mistral_nj
42.1974,67.948822,18.708287,mistral_nj
42.1974,67.948822,18.708287,mistral_nj
42.1974,67.948822,18.708287,mistral_nj
30,30,6.708204,glucose_support
30,30,6.708204,claspcnf_support
30,30,6.708204,lingeling_support
30,30,6.708204,cryptominisat_support
30,30,6.708204,lingeling_support
41.934439,67.747689,22.405357,lingeling_support
41.934439,67.747689,22.405357,abscon
41.934439,67.747689,22.405357,minisat22_support
41.934439,67.747689,22.405357,riss3g_directorder
41.934439,67.747689,22.405357,mistral_nj
41.934439,67.747689,22.405357,riss3g_directorder
41.934439,67.747689,22.405357,abscon
41.934439,67.747689,22.405357,mistral_nj
41.934439,67.747689,22.405357,lingeling_directorder
41.934439,67.747689,22.405357,cryptominisat_directorder
41.934439,67.747689,22.405357,riss3g_support
43.642246,68.545033,26.41969,abscon
43.642246,68.545033,26.41969,abscon
43.642246,68.545033,26.41969,abscon
43.642246,68.545033,26.41969,abscon
43.642246,68.545033,26.41969,abscon
43.642246,68.545033,26.41969,abscon
43.642246,68.545033,26.41969,abscon
43.642246,68.545033,26.41969,abscon
43.642246,68.545033,26.41969,abscon
43.642246,68.545033,26.41969,abscon
43.642246,68.545033,26.41969,abscon
42.198387,67.891398,21.307276,abscon
42.198387,67.891398,21.307276,abscon
42.198387,67.891398,21.307276,abscon
42.198387,67.891398,21.307276,abscon
42.198387,67.891398,21.307276,abscon
42.198387,67.891398,21.307276,abscon
42.198387,67.891398,21.307276,abscon
42.198387,67.891398,21.307276,abscon
42.198387,67.891398,21.307276,abscon
42.198387,67.891398,21.307276,abscon
42.198387,67.891398,21.307276,abscon
43.385091,68.40371,31.591138,abscon
43.385091,68.40371,31.591138,abscon
43.385091,68.40371,31.591138,abscon
43.385091,68.40371,31.591138,abscon
43.385091,68.40371,31.591138,abscon
43.385091,68.40371,31.591138,abscon
43.385091,68.40371,31.591138,abscon
43.385091,68.40371,31.591138,abscon
43.385091,68.40371,31.591138,abscon
43.385091,68.40371,31.591138,abscon
43.385091,68.40371,31.591138,abscon
43.296295,68.401808,26.41969,abscon
43.296295,68.401808,26.41969,abscon
43.296295,68.401808,26.41969,abscon
43.296295,68.401808,26.41969,abscon
43.296295,68.401808,26.41969,abscon
43.296295,68.401808,26.41969,abscon
43.296295,68.401808,26.41969,abscon
43.296295,68.401808,26.41969,abscon
43.296295,68.401808,26.41969,abscon
43.296295,68.401808,26.41969,abscon
43.296295,68.401808,26.41969,abscon
43.232216,68.303562,31.591138,abscon
43.232216,68.303562,31.591138,abscon
43.232216,68.303562,31.591138,abscon
43.232216,68.303562,31.591138,abscon
43.232216,68.303562,31.591138,abscon
43.232216,68.303562,31.591138,abscon
43.232216,68.303562,31.591138,abscon
43.232216,68.303562,31.591138,abscon
43.232216,68.303562,31.591138,abscon
43.232216,68.303562,31.591138,abscon
43.232216,68.303562,31.591138,abscon
43.068836,68.297005,26.41969,abscon
43.068836,68.297005,26.41969,abscon
43.068836,68.297005,26.41969,abscon
43.068836,68.297005,26.41969,abscon
43.068836,68.297005,26.41969,abscon
43.068836,68.297005,26.41969,abscon
43.068836,68.297005,26.41969,abscon
43.068836,68.297005,26.41969,abscon
43.068836,68.297005,26.41969,abscon
43.068836,68.297005,26.41969,abscon
43.068836,68.297005,26.41969,abscon
41.728272,67.602398,26.457513,mistral_nj
41.728272,67.602398,26.457513,mistral_nj
41.728272,67.602398,26.457513,mistral_nj
41.728272,67.602398,26.457513,mistral_nj
41.728272,67.602398,26.457513,mistral_nj
41.728272,67.602398,26.457513,mistral_nj
41.728272,67.602398,26.457513,mistral_nj
41.728272,67.602398,26.457513,mistral_nj
41.728272,67.602398,26.457513,mistral_nj
41.728272,67.602398,26.457513,mistral_nj
41.728272,67.602398,26.457513,mistral_nj
42.616044,68.1734,31.591138,abscon
42.616044,68.1734,31.591138,abscon
42.616044,68.1734,31.591138,abscon
42.616044,68.1734,31.591138,abscon
42.616044,68.1734,31.591138,abscon
42.616044,68.1734,31.591138,abscon
42.616044,68.1734,31.591138,abscon
42.616044,68.1734,31.591138,abscon
42.616044,68.1734,31.591138,abscon
42.616044,68.1734,31.591138,abscon
42.616044,68.1734,31.591138,abscon
42.868494,68.211654,22.315914,abscon
42.868494,68.211654,22.315914,abscon
42.868494,68.211654,22.315914,abscon
42.868494,68.211654,22.315914,abscon
42.868494,68.211654,22.315914,abscon
42.868494,68.211654,22.315914,abscon
42.868494,68.211654,22.315914,abscon
42.868494,68.211654,22.315914,abscon
42.868494,68.211654,22.315914,abscon
42.868494,68.211654,22.315914,abscon
42.868494,68.211654,22.315914,abscon
40.676718,67.254558,15.556349,mistral_nj
40.676718,67.254558,15.556349,mistral_nj
40.676718,67.254558,15.556349,mistral_nj
40.676718,67.254558,15.556349,mistral_nj
40.676718,67.254558,15.556349,mistral_nj
40.676718,67.254558,15.556349,mistral_nj
40.676718,67.254558,15.556349,mistral_nj
40.676718,67.254558,15.556349,mistral_nj
40.676718,67.254558,15.556349,mistral_nj
40.676718,67.254558,15.556349,mistral_nj
40.676718,67.254558,15.556349,mistral_nj
?,?,?,gecode
?,?,?,abscon
?,?,?,abscon
?,?,?,abscon
?,?,?,gecode
43.924987,68.726431,17.378147,abscon
?,?,?,abscon
43.924987,68.726431,17.378147,abscon
?,?,?,abscon
?,?,?,gecode
?,?,?,abscon
43.359543,68.430216,28.319605,abscon
43.359543,68.430216,28.319605,abscon
43.359543,68.430216,28.319605,abscon
43.359543,68.430216,28.319605,abscon
43.359543,68.430216,28.319605,abscon
43.359543,68.430216,28.319605,abscon
43.359543,68.430216,28.319605,abscon
43.359543,68.430216,28.319605,abscon
43.359543,68.430216,28.319605,abscon
43.359543,68.430216,28.319605,abscon
43.359543,68.430216,28.319605,abscon
42.809405,68.146002,17.378147,abscon
42.809405,68.146002,17.378147,abscon
42.809405,68.146002,17.378147,abscon
42.809405,68.146002,17.378147,abscon
42.809405,68.146002,17.378147,abscon
42.809405,68.146002,17.378147,abscon
42.809405,68.146002,17.378147,abscon
42.809405,68.146002,17.378147,abscon
42.809405,68.146002,17.378147,abscon
42.809405,68.146002,17.378147,abscon
42.809405,68.146002,17.378147,abscon
40.14285,61.245058,17.378147,abscon
40.14285,61.245058,17.378147,abscon
40.14285,61.245058,17.378147,abscon
40.14285,61.245058,17.378147,abscon
?,?,?,abscon
?,?,?,abscon
40.14285,61.245058,17.378147,abscon
40.14285,61.245058,17.378147,abscon
40.14285,61.245058,17.378147,abscon
40.14285,61.245058,17.378147,abscon
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
42.628478,68.1473,14.491377,mistral_nj
42.628478,68.1473,14.491377,mistral_nj
42.628478,68.1473,14.491377,mistral_nj
42.628478,68.1473,14.491377,mistral_nj
42.628478,68.1473,14.491377,mistral_nj
42.628478,68.1473,14.491377,mistral_nj
42.628478,68.1473,14.491377,mistral_nj
42.628478,68.1473,14.491377,mistral_nj
42.628478,68.1473,14.491377,mistral_nj
42.628478,68.1473,14.491377,mistral_nj
42.628478,68.1473,14.491377,mistral_nj
42.938907,68.192926,16.431677,mistral_nj
42.938907,68.192926,16.431677,abscon
42.938907,68.192926,16.431677,abscon
42.938907,68.192926,16.431677,abscon
42.938907,68.192926,16.431677,abscon
42.938907,68.192926,16.431677,abscon
42.938907,68.192926,16.431677,mistral_nj
42.938907,68.192926,16.431677,mistral_nj
42.938907,68.192926,16.431677,abscon
42.938907,68.192926,16.431677,mistral_nj
42.938907,68.192926,16.431677,mistral_nj
43.04318,68.279644,15.811388,mistral_nj
43.04318,68.279644,15.811388,mistral_nj
43.04318,68.279644,15.811388,mistral_nj
43.04318,68.279644,15.811388,mistral_nj
43.04318,68.279644,15.811388,mistral_nj
43.04318,68.279644,15.811388,mistral_nj
43.04318,68.279644,15.811388,mistral_nj
43.04318,68.279644,15.811388,mistral_nj
43.04318,68.279644,15.811388,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
42.450073,67.851924,13.784049,mistral_nj
?,?,?,mistral_nj
42.450073,67.851924,13.784049,mistral_nj
42.450073,67.851924,13.784049,mistral_nj
42.450073,67.851924,13.784049,mistral_nj
42.450073,67.851924,13.784049,mistral_nj
?,?,?,mistral_nj
42.450073,67.851924,13.784049,mistral_nj
42.450073,67.851924,13.784049,mistral_nj
42.450073,67.851924,13.784049,mistral_nj
?,?,?,mistral_nj
42.616071,68.157738,16.431677,mistral_nj
42.616071,68.157738,16.431677,mistral_nj
42.616071,68.157738,16.431677,mistral_nj
42.616071,68.157738,16.431677,mistral_nj
42.616071,68.157738,16.431677,mistral_nj
42.616071,68.157738,16.431677,mistral_nj
42.616071,68.157738,16.431677,mistral_nj
42.616071,68.157738,16.431677,mistral_nj
42.616071,68.157738,16.431677,mistral_nj
42.616071,68.157738,16.431677,mistral_nj
42.616071,68.157738,16.431677,mistral_nj
42.86934,68.349288,17.378147,mistral_nj
42.86934,68.349288,17.378147,mistral_nj
42.86934,68.349288,17.378147,mistral_nj
42.86934,68.349288,17.378147,mistral_nj
42.86934,68.349288,17.378147,mistral_nj
42.86934,68.349288,17.378147,mistral_nj
42.86934,68.349288,17.378147,mistral_nj
42.86934,68.349288,17.378147,mistral_nj
42.86934,68.349288,17.378147,mistral_nj
42.86934,68.349288,17.378147,mistral_nj
42.86934,68.349288,17.378147,mistral_nj
?,?,?,gecode
?,?,?,gecode
40.459077,61.508395,17.378147,mistral_nj
?,?,?,gecode
?,?,?,gecode
40.459077,61.508395,17.378147,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
40.459077,61.508395,17.378147,mistral_nj
43.209603,68.285374,28.319605,abscon
43.209603,68.285374,28.319605,abscon
43.209603,68.285374,28.319605,abscon
43.209603,68.285374,28.319605,abscon
43.209603,68.285374,28.319605,abscon
43.209603,68.285374,28.319605,abscon
43.209603,68.285374,28.319605,abscon
43.209603,68.285374,28.319605,abscon
43.209603,68.285374,28.319605,abscon
43.209603,68.285374,28.319605,abscon
43.209603,68.285374,28.319605,abscon
43.124523,68.212376,17.378147,mistral_nj
43.124523,68.212376,17.378147,abscon
43.124523,68.212376,17.378147,mistral_nj
43.124523,68.212376,17.378147,mistral_nj
43.124523,68.212376,17.378147,mistral_nj
43.124523,68.212376,17.378147,mistral_nj
43.124523,68.212376,17.378147,mistral_nj
43.124523,68.212376,17.378147,mistral_nj
43.124523,68.212376,17.378147,mistral_nj
43.124523,68.212376,17.378147,mistral_nj
43.124523,68.212376,17.378147,mistral_nj
42.951235,68.898037,17.378147,abscon
42.951235,68.898037,17.378147,abscon
42.951235,68.898037,17.378147,abscon
42.951235,68.898037,17.378147,abscon
42.951235,68.898037,17.378147,abscon
42.951235,68.898037,17.378147,abscon
42.951235,68.898037,17.378147,abscon
42.951235,68.898037,17.378147,abscon
42.951235,68.898037,17.378147,abscon
42.951235,68.898037,17.378147,abscon
42.951235,68.898037,17.378147,abscon
30,30,6.708204,lingeling_support
30,30,6.708204,riss3g_support
30,30,6.708204,riss3g_support
30,30,6.708204,riss3g_support
30,30,6.708204,abscon
30,30,6.708204,claspcnf_direct
30,30,6.708204,riss3g_support
30,30,6.708204,riss3g_support
30,30,6.708204,riss3g_support
30,30,6.708204,lingeling_support
30,30,6.708204,lingeling_support
30,30,6.708204,abscon
30,30,6.708204,abscon
30,30,6.708204,abscon
30,30,6.708204,abscon
30,30,6.708204,riss3g_support
30,30,6.708204,glucose_support
30,30,6.708204,minisat22_support
30,30,6.708204,glucose_direct
30,30,6.708204,glucose_support
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,riss3g_direct
?,?,?,minisat22_direct
?,?,?,gecode
?,?,?,gecode
?,?,?,choco
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,choco
?,?,?,gecode
?,?,?,gecode
42.409436,68.023027,16.792856,abscon
42.409436,68.023027,16.792856,abscon
42.409436,68.023027,16.792856,mistral_nj
42.409436,68.023027,16.792856,mistral_nj
42.409436,68.023027,16.792856,abscon
42.409436,68.023027,16.792856,abscon
42.409436,68.023027,16.792856,mistral_nj
42.409436,68.023027,16.792856,mistral_nj
42.409436,68.023027,16.792856,mistral_nj
42.409436,68.023027,16.792856,mistral_nj
42.409436,68.023027,16.792856,abscon
43.125834,68.280347,17.378147,abscon
43.125834,68.280347,17.378147,abscon
43.125834,68.280347,17.378147,abscon
43.125834,68.280347,17.378147,abscon
43.125834,68.280347,17.378147,abscon
43.125834,68.280347,17.378147,abscon
43.125834,68.280347,17.378147,abscon
43.125834,68.280347,17.378147,mistral_nj
43.125834,68.280347,17.378147,abscon
43.125834,68.280347,17.378147,abscon
43.125834,68.280347,17.378147,mistral_nj
42.615042,68.221727,18.708287,abscon
42.615042,68.221727,18.708287,abscon
42.615042,68.221727,18.708287,mistral_nj
42.615042,68.221727,18.708287,mistral_nj
42.615042,68.221727,18.708287,mistral_nj
42.615042,68.221727,18.708287,mistral_nj
42.615042,68.221727,18.708287,mistral_nj
42.615042,68.221727,18.708287,abscon
42.615042,68.221727,18.708287,mistral_nj
42.615042,68.221727,18.708287,mistral_nj
42.615042,68.221727,18.708287,mistral_nj
43.008728,68.217731,17.029386,abscon
43.008728,68.217731,17.029386,mistral_nj
43.008728,68.217731,17.029386,abscon
43.008728,68.217731,17.029386,mistral_nj
43.008728,68.217731,17.029386,abscon
43.008728,68.217731,17.029386,mistral_nj
43.008728,68.217731,17.029386,mistral_nj
43.008728,68.217731,17.029386,abscon
43.008728,68.217731,17.029386,mistral_nj
43.008728,68.217731,17.029386,abscon
43.008728,68.217731,17.029386,mistral_nj
42.855637,68.221597,19.026298,mistral_nj
42.855637,68.221597,19.026298,abscon
42.855637,68.221597,19.026298,abscon
42.855637,68.221597,19.026298,abscon
42.855637,68.221597,19.026298,mistral_nj
42.855637,68.221597,19.026298,mistral_nj
42.855637,68.221597,19.026298,mistral_nj
42.855637,68.221597,19.026298,abscon
42.855637,68.221597,19.026298,abscon
42.855637,68.221597,19.026298,abscon
42.855637,68.221597,19.026298,mistral_nj
30,30,5.91608,glucose_directorder
30,30,4.898979,minisat22_direct
30,30,5.744563,lingeling_support
30,30,5.09902,lingeling_direct
30,30,5.830952,lingeling_directorder
30,30,5.830952,lingeling_support
30,30,5.91608,minisat22_direct
30,30,5.09902,gecode
?,?,?,glucose_directorder
30,30,6,lingeling_direct
30,30,5.744563,glucose_direct
30,30,5.830952,lingeling_support
30,30,5.830952,glucose_directorder
30,30,5,glucose_directorder
30,30,6,lingeling_direct
30,30,5.830952,lingeling_support
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
42.853969,68.27187,13.784049,abscon
42.853969,68.27187,13.784049,riss3g_direct
42.853969,68.27187,13.784049,abscon
42.853969,68.27187,13.784049,abscon
42.853969,68.27187,13.784049,riss3g_direct
42.853969,68.27187,13.784049,abscon
42.853969,68.27187,13.784049,abscon
42.853969,68.27187,13.784049,riss3g_support
42.853969,68.27187,13.784049,riss3g_support
42.853969,68.27187,13.784049,riss3g_direct
42.853969,68.27187,13.784049,gecode
42.472063,68.035795,13.490738,abscon
42.472063,68.035795,13.490738,riss3g_support
42.472063,68.035795,13.490738,abscon
42.472063,68.035795,13.490738,abscon
42.472063,68.035795,13.490738,abscon
42.472063,68.035795,13.490738,riss3g_directorder
42.472063,68.035795,13.490738,abscon
42.472063,68.035795,13.490738,abscon
42.472063,68.035795,13.490738,abscon
42.472063,68.035795,13.490738,abscon
42.472063,68.035795,13.490738,abscon
43.026211,68.21248,19.026298,abscon
43.026211,68.21248,19.026298,abscon
43.026211,68.21248,19.026298,abscon
43.026211,68.21248,19.026298,abscon
43.026211,68.21248,19.026298,mistral_nj
43.026211,68.21248,19.026298,abscon
43.026211,68.21248,19.026298,mistral_nj
?,?,?,abscon
43.026211,68.21248,19.026298,abscon
43.026211,68.21248,19.026298,riss3g_directorder
43.026211,68.21248,19.026298,abscon
43.234234,68.32021,19.026298,gecode
43.234234,68.32021,19.026298,gecode
43.234234,68.32021,19.026298,gecode
43.234234,68.32021,19.026298,abscon
43.234234,68.32021,19.026298,gecode
43.234234,68.32021,19.026298,gecode
43.234234,68.32021,19.026298,abscon
43.234234,68.32021,19.026298,abscon
43.234234,68.32021,19.026298,abscon
43.234234,68.32021,19.026298,gecode
43.234234,68.32021,19.026298,gecode
43.220119,68.428903,17.606817,mistral_nj
43.220119,68.428903,17.606817,abscon
43.220119,68.428903,17.606817,riss3g_support
43.220119,68.428903,17.606817,lingeling_direct
43.220119,68.428903,17.606817,abscon
43.220119,68.428903,17.606817,riss3g_direct
43.220119,68.428903,17.606817,riss3g_support
43.220119,68.428903,17.606817,riss3g_support
43.220119,68.428903,17.606817,lingeling_direct
43.220119,68.428903,17.606817,mistral_nj
43.220119,68.428903,17.606817,riss3g_direct
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,gecode
16.5,20.5,6.78233,riss3g_direct
?,?,?,gecode
15,18.333333,6.78233,riss3g_direct
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
18,18,6.78233,lingeling_direct
?,?,?,gecode
?,?,?,gecode
13,15.333333,6.78233,riss3g_direct
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,minisat22_support
?,?,?,gecode
?,?,?,gecode
?,?,?,choco
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
9,11.5,6.78233,riss3g_direct
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
0,10,1.732051,minisat22_support
?,?,?,gecode
0,10,1.732051,glucose_direct
?,?,?,gecode
?,?,?,gecode
0,10,1.732051,glucose_direct
0,10,1.732051,minisat22_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
26.470588,46.470588,36.027767,cryptominisat_direct
26.470588,46.470588,35.538711,lingeling_direct
26.470588,46.470588,34.263683,riss3g_direct
26.470588,46.470588,35,riss3g_direct
26.470588,46.470588,35.213634,riss3g_direct
26.470588,46.470588,34.641016,riss3g_direct
26.470588,46.470588,35.312887,riss3g_direct
26.470588,46.470588,34.249088,riss3g_direct
26.470588,46.470588,33.496268,choco
?,?,?,lingeling_direct
26.470588,46.470588,35.986108,lingeling_direct
26.470588,46.470588,36.180105,riss3g_direct
26.470588,46.470588,34.058773,riss3g_direct
26.470588,46.470588,36.180105,riss3g_direct
26.470588,46.470588,36.013886,riss3g_direct
26.470588,46.470588,35.637059,lingeling_direct
26.470588,46.470588,35.902646,cryptominisat_direct
26.470588,46.470588,34.423829,choco
26.470588,46.470588,34.219877,lingeling_direct
26.470588,46.470588,36.414283,riss3g_direct
26.470588,46.470588,36.783148,riss3g_direct
26.470588,46.470588,34.423829,lingeling_direct
26.470588,46.470588,35.805028,riss3g_direct
26.470588,46.470588,34.94281,glucose_direct
26.470588,46.470588,35.142567,riss3g_direct
26.470588,46.470588,35.312887,riss3g_direct
26.470588,46.470588,35.1141,lingeling_direct
26.470588,46.470588,35.156792,lingeling_direct
26.470588,46.470588,34.365681,riss3g_direct
26.470588,46.470588,34.741906,riss3g_direct
0,8.723168,141.424892,riss3g_direct
0,8.716899,141.424892,riss3g_direct
0,8.713842,141.424892,riss3g_support
?,?,?,riss3g_support
0,8.720199,141.424892,riss3g_direct
?,?,?,gecode
0,8.719791,141.424892,riss3g_direct
0,8.720083,141.424892,riss3g_support
0,8.714524,141.424892,riss3g_direct
?,?,?,mistral_nj
0,8.722694,141.424892,riss3g_direct
0,8.723278,141.424892,cryptominisat_support
0,8.720603,141.424892,riss3g_support
0,8.726003,141.424892,riss3g_direct
0,8.715547,141.424892,riss3g_support
0,8.715296,141.424892,riss3g_support
0,8.715039,141.424892,riss3g_direct
0,8.702959,141.424892,gecode
?,?,?,riss3g_direct
?,?,?,mistral_nj
0,8.72005,141.424892,riss3g_direct
?,?,?,riss3g_support
0,8.717309,141.424892,riss3g_support
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
0,8.708145,141.424892,riss3g_support
