@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE OCCFP_OCCFN NUMERIC

@DATA
Core1108_tbm_28.tex.moduleQ2.2S.000003,1,0.278547,0.726156,1.362694
counter_16,1,0.509657,0.980459,1
counter_32-shuffled,1,0.504855,0.990231,1
counter_8-shuffled,1,0.519116,0.960918,1
counter_e_16,1,0.50296,0.981583,1
counter_e_8-shuffled,1,0.507558,0.964996,1
counter_r_16,1,0.507591,0.977998,1
counter_r_8-shuffled,1,0.514812,0.958367,1
counter_re_16,1,0.501169,0.978746,1
cube_c11_par---13_-shuffled,1,0.079489,0.938092,1.205634
cube_c3_ser--opt-6_-shuffled,1,0.418129,0.628655,1.25
cube_c5_ser---14_-shuffled,1,0.348752,0.701152,1.039627
cube_c7_ser---23_-shuffled,1,0.286996,0.758639,1.246725
cube_c9_par--opt-11_-shuffled,1,0.113125,0.912498,1.189847
eijk.S1238.S-d3-shuffled,1,0.590004,0.333198,1
eijk.S1423.S-d4-shuffled,1,0.56478,0.333302,1
eijk.S208o.S-d4-shuffled,1,0.577358,0.332075,1
eijk.S208o.S-f4-shuffled,1,0.57766,0.333256,1
eijk.S298.S-f2-shuffled,1,0.570985,0.333204,1
eijk.S298.S-f4,1,0.565034,0.333279,1
eijk.S344.S-f3,1,0.55032,0.333276,1
eijk.S349.S-f3,1,0.547335,0.333275,1
eijk.S382.S-f4-shuffled,1,0.556936,0.333288,1
eijk.S386.S-f2,1,0.582242,0.333265,1
eijk.S420.S-f2,1,0.600245,0.333265,1
eijk.S526.S-f4-shuffled,1,0.571192,0.333303,1
eijk.S641.S-f2,1,0.587594,0.333277,1
eijk.S713.S-f2,1,0.587863,0.333278,1
emptyroom_e3_ser---19_-shuffled,1,0.462394,0.627428,1
emptyroom_e3_ser--opt-20_-shuffled,1,0.466115,0.624244,1
emptyroom_e4_par---21_-shuffled,1,0.327981,0.74168,1
emptyroom_e4_ser--opt-44_-shuffled,1,0.415254,0.666256,1
ev-pr-4x4-11-3-0-0-1-s-shuffled,1,0.299842,0.877038,1
ev-pr-4x4-13-3-0-0-1-s-shuffled,1,0.304408,0.895667,1
ev-pr-4x4-15-3-0-0-1-s-shuffled,1,0.307772,0.909388,1
ev-pr-4x4-17-3-0-0-1-lg-shuffled,1,0.521307,0.93206,1
ev-pr-4x4-17-3-0-0-1-s-shuffled,1,0.310352,0.919915,1
ev-pr-4x4-5-3-0-0-1-lg-shuffled,1,0.518028,0.778366,1
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,0.265,0.734905,1
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,0.283081,0.808663,1
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,0.520068,0.873968,1
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,0.293286,0.850296,1
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,0.480449,0.889918,1
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,0.480988,0.906322,1
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,0.481388,0.918461,1
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,0.476428,0.767596,1
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,0.220066,0.725699,1
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,0.237795,0.801194,1
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,0.47596,0.889402,1
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,0.476476,0.905905,1
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,0.477386,0.934982,1
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,0.472108,0.766369,1
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,0.474087,0.829589,1
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,0.475223,0.865868,1
f600-00-shuffled,1,0.523087,0.212619,0.866094
ii32c1-00,1,0.798108,0.016057,3.190033
ii32c1-50-shuffled,1,0.803578,0.016725,3.434192
ii32e1-00-shuffled,1,0.805541,0.016726,3.421953
ii32e1-50-shuffled,1,0.811766,0.017476,3.718823
ii8a1-00-shuffled,1,0.655048,0.022837,0.876364
ii8a1-90-shuffled,1,0.65184,0.029141,1.12093
ii8a3-90,1,0.682878,0.026939,1.410649
ii8c1-90-shuffled,1,0.664625,0.016845,1.165577
ii8d1-00-shuffled,1,0.660599,0.012956,0.975616
impl18-shuffled,1,0.506849,0.986301,1
irst.dme4.B-d4-shuffled,1,0.560229,0.333197,1
irst.dme5.B-d4-shuffled,1,0.559827,0.333237,1
jnh1-50-shuffled,1,0.46949,0.14571,1.004507
jnh207-90-shuffled,1,0.451166,0.15606,0.928152
jnh218-00-shuffled,1,0.4634,0.145,0.883765
jnh218-90-shuffled,1,0.451797,0.153277,0.92285
k3_1_2-shuffled,1,0.678771,0.689944,1
k4_2_2-shuffled,1,0.706545,0.655876,1
k5_2_2,1,0.730106,0.587459,1
k5_3_2-shuffled,1,0.719739,0.634606,1
k_branch_n-20-shuffled,1,0.476193,0.127969,1
k_branch_n-4-shuffled,1,0.7154,0.221053,1
k_branch_n-5-shuffled,1,0.690501,0.211151,1
k_branch_n-6,1,0.667212,0.202543,1
k_branch_n-7,1,0.645416,0.194868,1
k_branch_n-8-shuffled,1,0.635663,0.182564,1
k_branch_p-11-shuffled,1,0.582205,0.165668,1
k_branch_p-14-shuffled,1,0.536999,0.151981,1
k_branch_p-16-shuffled,1,0.521902,0.140799,1
k_branch_p-17-shuffled,1,0.509674,0.137342,1
k_branch_p-4-shuffled,1,0.715511,0.220966,1
k_branch_p-6-shuffled,1,0.667272,0.202506,1
k_branch_p-8-shuffled,1,0.635699,0.182546,1
k_d4_n-11-shuffled,1,0.660931,0.203949,1
k_d4_n-14-shuffled,1,0.65904,0.202577,1
k_d4_n-15-shuffled,1,0.658577,0.20224,1
k_d4_n-16-shuffled,1,0.658171,0.201946,1
k_d4_n-17-shuffled,1,0.657813,0.201685,1
k_d4_n-18-shuffled,1,0.657494,0.201454,1
k_d4_n-19-shuffled,1,0.657208,0.201247,1
k_d4_n-20-shuffled,1,0.656951,0.20106,1
k_d4_n-21-shuffled,1,0.656719,0.200891,1
k_d4_n-7-shuffled,1,0.665932,0.20758,1
k_d4_p-10-shuffled,1,0.707709,0.241435,1
k_d4_p-11-shuffled,1,0.706972,0.240858,1
k_d4_p-21-shuffled,1,0.703427,0.238083,1
k_d4_p-6-shuffled,1,0.713028,0.245599,1
k_d4_p-7-shuffled,1,0.711145,0.244124,1
k_dum_n-10-shuffled,1,0.742647,0.280147,1
k_dum_n-21-shuffled,1,0.73895,0.276917,1
k_dum_p-11-shuffled,1,0.739482,0.275081,1
k_dum_p-13-shuffled,1,0.740179,0.276361,1
k_dum_p-16-shuffled,1,0.74018,0.277217,1
k_dum_p-21-shuffled,1,0.74167,0.2791,1
ken.flash^10.C-f4-shuffled,1,0.505257,0.33333,1
ken.flash^14.C-d4-shuffled,1,0.500249,0.333322,1
ken.oop^1.C-d2,1,0.523135,0.333278,1
k_grz_n-10-shuffled,1,0.660011,0.200222,1
k_grz_n-13-shuffled,1,0.641572,0.192235,1
k_grz_n-14-shuffled,1,0.629705,0.187398,1
k_grz_n-21-shuffled,1,0.592706,0.168708,1
k_grz_p-10-shuffled,1,0.679235,0.196961,1
k_grz_p-17-shuffled,1,0.658406,0.180709,1
k_grz_p-21-shuffled,1,0.641723,0.173488,1
k_lin_n-10-shuffled,1,0.350843,0.076268,1
k_lin_n-13-shuffled,1,0.290156,0.062934,1
k_lin_n-14-shuffled,1,0.274334,0.059472,1
k_lin_n-21-shuffled,1,0.207199,0.042483,1
k_lin_n-9-shuffled,1,0.363989,0.083804,1
k_lin_p-12-shuffled,1,0.54504,0.132075,1
k_lin_p-16-shuffled,1,0.489583,0.116422,1
k_lin_p-21-shuffled,1,0.441336,0.100489,1
k_lin_p-8-shuffled,1,0.610125,0.155532,1
k_path_n-10-shuffled,1,0.851943,0.242991,1
k_path_n-20-shuffled,1,0.853457,0.242485,1
k_path_n-21-shuffled,1,0.85343,0.242599,1
k_path_p-10-shuffled,1,0.85027,0.242703,1
k_path_p-16-shuffled,1,0.852356,0.242535,1
k_path_p-21-shuffled,1,0.853604,0.242492,1
k_path_p-9-shuffled,1,0.850719,0.242806,1
k_ph_n-10-shuffled,1,0.46234,0.0865,1
k_ph_n-13-shuffled,1,0.337422,0.057715,1
k_ph_n-14-shuffled,1,0.300673,0.050844,1
k_ph_n-15-shuffled,1,0.268964,0.045037,1
k_ph_n-8-shuffled,1,0.564267,0.114916,1
k_ph_n-9-shuffled,1,0.497062,0.099004,1
k_ph_p-11-shuffled,1,0.396493,0.072938,1
k_ph_p-12-shuffled,1,0.364684,0.06296,1
k_ph_p-8-shuffled,1,0.552012,0.11221,1
k_ph_p-9-shuffled,1,0.489447,0.097694,1
k_poly_n-12-shuffled,1,0.769823,0.295877,1
k_poly_n-13-shuffled,1,0.76989,0.295798,1
k_poly_n-20-shuffled,1,0.77009,0.29556,1
k_poly_n-21-shuffled,1,0.770115,0.29553,1
k_poly_p-19-shuffled,1,0.770069,0.295585,1
k_poly_p-21-shuffled,1,0.770109,0.295537,1
k_t4p_n-12-shuffled,1,0.674758,0.229969,1
k_t4p_n-17-shuffled,1,0.673274,0.229304,1
k_t4p_n-21-shuffled,1,0.67259,0.228998,1
k_t4p_n-4-shuffled,1,0.684433,0.234301,1
k_t4p_p-12-shuffled,1,0.678289,0.23125,1
k_t4p_p-20-shuffled,1,0.675083,0.229925,1
k_t4p_p-21-shuffled,1,0.674842,0.229826,1
k_t4p_p-4-shuffled,1,0.690705,0.236378,1
k_t4p_p-8-shuffled,1,0.681903,0.232743,1
lognBWLARGEB1-shuffled,1,0.037863,0.005818,1.313131
lut4_2_f2-shuffled,1,0.09417,0.995516,1
lut4_AND_f1-shuffled,1,0.075556,0.997037,1
lut4_XOR_fOR-shuffled,1,0.184524,0.940476,1
mutex-128-s,1,0.737312,0.457886,1.001124
mutex-16-s,1,0.737493,0.459809,1.009479
mutex-2-s,1,0.740157,0.488189,1.133333
mutex-32-s,1,0.737388,0.458686,1.004598
mutex-4-s,1,0.738292,0.46832,1.046512
mutex-64-s,1,0.737337,0.458149,1.002265
mutex-8-s,1,0.737725,0.462275,1.020202
ncf_16_32_8_d.10,1,0.691259,0.137012,0.888229
ncf_16_32_8_d.1,1,0.701591,0.137012,0.940622
ncf_16_32_8_d.2,1,0.691895,0.136729,0.893629
ncf_16_32_8_d.3,1,0.674007,0.136448,0.81102
ncf_16_32_8_d.4,1,0.682239,0.136448,0.849106
ncf_16_32_8_d.5,1,0.712803,0.13758,0.995982
ncf_16_32_8_d.6,1,0.701809,0.137867,0.93471
ncf_16_32_8_d.7,1,0.683752,0.13758,0.847503
ncf_16_32_8_d.8,1,0.678935,0.137867,0.822818
ncf_16_32_8_d.9,1,0.700761,0.136448,0.940949
ncf_16_32_8_edau.10,1,0.691259,0.137012,0.888229
ncf_16_32_8_edau.1,1,0.701591,0.137012,0.940622
ncf_16_32_8_edau.2,1,0.691895,0.136729,0.893629
ncf_16_32_8_edau.3,1,0.674007,0.136448,0.81102
ncf_16_32_8_edau.4,1,0.682239,0.136448,0.849106
ncf_16_32_8_edau.5,1,0.712803,0.13758,0.995982
ncf_16_32_8_edau.6,1,0.701809,0.137867,0.93471
ncf_16_32_8_edau.7,1,0.683752,0.13758,0.847503
ncf_16_32_8_edau.8,1,0.678935,0.137867,0.822818
ncf_16_32_8_edau.9,1,0.700761,0.136448,0.940949
ncf_16_32_8_euad.10,1,0.691259,0.137012,0.888229
ncf_16_32_8_euad.1,1,0.701591,0.137012,0.940622
ncf_16_32_8_euad.2,1,0.691895,0.136729,0.893629
ncf_16_32_8_euad.3,1,0.674007,0.136448,0.81102
ncf_16_32_8_euad.4,1,0.682239,0.136448,0.849106
ncf_16_32_8_euad.5,1,0.712803,0.13758,0.995982
ncf_16_32_8_euad.6,1,0.701809,0.137867,0.93471
ncf_16_32_8_euad.7,1,0.683752,0.13758,0.847503
ncf_16_32_8_euad.8,1,0.678935,0.137867,0.822818
ncf_16_32_8_euad.9,1,0.700761,0.136448,0.940949
ncf_16_32_8_u.10,1,0.691259,0.137012,0.888229
ncf_16_32_8_u.1,1,0.701591,0.137012,0.940622
ncf_16_32_8_u.2,1,0.691895,0.136729,0.893629
ncf_16_32_8_u.3,1,0.674007,0.136448,0.81102
ncf_16_32_8_u.4,1,0.682239,0.136448,0.849106
ncf_16_32_8_u.5,1,0.712803,0.13758,0.995982
ncf_16_32_8_u.6,1,0.701809,0.137867,0.93471
ncf_16_32_8_u.7,1,0.683752,0.13758,0.847503
ncf_16_32_8_u.8,1,0.678935,0.137867,0.822818
ncf_16_32_8_u.9,1,0.700761,0.136448,0.940949
ncf_8_16_4_d.10,1,0.643515,0.158159,0.860731
ncf_8_16_4_d.1,1,0.645296,0.157369,0.874429
ncf_8_16_4_d.2,1,0.627175,0.156587,0.790043
ncf_8_16_4_d.3,1,0.655287,0.157369,0.92723
ncf_8_16_4_d.4,1,0.655287,0.157369,0.92723
ncf_8_16_4_d.5,1,0.628452,0.158159,0.787281
ncf_8_16_4_d.6,1,0.643515,0.158159,0.860731
ncf_8_16_4_d.7,1,0.675271,0.157369,1.042289
ncf_8_16_4_d.8,1,0.643515,0.158159,0.860731
ncf_8_16_4_d.9,1,0.65203,0.156587,0.914352
ncf_8_16_4_edau.10,1,0.643515,0.158159,0.860731
ncf_8_16_4_edau.1,1,0.645296,0.157369,0.874429
ncf_8_16_4_edau.2,1,0.627175,0.156587,0.790043
ncf_8_16_4_edau.3,1,0.655287,0.157369,0.92723
ncf_8_16_4_edau.4,1,0.655287,0.157369,0.92723
ncf_8_16_4_edau.5,1,0.628452,0.158159,0.787281
ncf_8_16_4_edau.6,1,0.643515,0.158159,0.860731
ncf_8_16_4_edau.7,1,0.675271,0.157369,1.042289
ncf_8_16_4_edau.8,1,0.643515,0.158159,0.860731
ncf_8_16_4_edau.9,1,0.65203,0.156587,0.914352
ncf_8_16_4_euad.10,1,0.643515,0.158159,0.860731
ncf_8_16_4_euad.1,1,0.645296,0.157369,0.874429
ncf_8_16_4_euad.2,1,0.627175,0.156587,0.790043
ncf_8_16_4_euad.3,1,0.655287,0.157369,0.92723
ncf_8_16_4_euad.4,1,0.655287,0.157369,0.92723
ncf_8_16_4_euad.5,1,0.628452,0.158159,0.787281
ncf_8_16_4_euad.6,1,0.643515,0.158159,0.860731
ncf_8_16_4_euad.7,1,0.675271,0.157369,1.042289
ncf_8_16_4_euad.8,1,0.643515,0.158159,0.860731
ncf_8_16_4_euad.9,1,0.65203,0.156587,0.914352
ncf_8_16_4_u.10,1,0.643515,0.158159,0.860731
ncf_8_16_4_u.1,1,0.645296,0.157369,0.874429
ncf_8_16_4_u.2,1,0.627175,0.156587,0.790043
ncf_8_16_4_u.3,1,0.655287,0.157369,0.92723
ncf_8_16_4_u.4,1,0.655287,0.157369,0.92723
ncf_8_16_4_u.5,1,0.628452,0.158159,0.787281
ncf_8_16_4_u.6,1,0.643515,0.158159,0.860731
ncf_8_16_4_u.7,1,0.675271,0.157369,1.042289
ncf_8_16_4_u.8,1,0.643515,0.158159,0.860731
ncf_8_16_4_u.9,1,0.65203,0.156587,0.914352
nusmv.dme1-16.B-d4-shuffled,1,0.574622,0.333233,1
nusmv.queue.B-d4-shuffled,1,0.613261,0.333323,1
nusmv.reactor^1.C-d4-shuffled,1,0.555318,0.333321,1
nusmv.reactor^2.C-d4-shuffled,1,0.55568,0.333321,1
nusmv.reactor^5.C-f4-shuffled,1,0.554169,0.333321,1
nusmv.syncarb10^2.B-f2,1,0.618768,0.333211,1
nusmv.syncarb10^2.B-f3,1,0.616956,0.333248,1
nusmv.syncarb10^2.B-f4,1,0.615987,0.333268,1
nusmv.syncarb5^2.B-f4-shuffled,1,0.591671,0.333153,1
nusmv.tcas^2.B-f2-shuffled,1,0.549012,0.333321,1
nusmv.tcas^4.B-f3-shuffled,1,0.544632,0.333326,1
nusmv.tcas-t^5.B-f2-shuffled,1,0.548496,0.333322,1
nusmv.tcas-t^6.B-f3-shuffled,1,0.547038,0.333326,1
par16-1-c-00-shuffled,1,0.577426,0.194289,0.879774
par8-1-c-50-shuffled,1,0.558032,0.208914,1.002625
par8-2-90-shuffled,1,0.583548,0.184907,0.994194
par8-2-c-50-shuffled,1,0.560315,0.210664,1
par8-3-c-00-shuffled,1,0.573285,0.194224,0.912424
par8-3-c-90-shuffled,1,0.557709,0.226622,1.054118
par8-4-90-shuffled,1,0.583919,0.184013,0.998705
par8-4-c-90-shuffled,1,0.562203,0.225071,1.066667
par8-5-c-90-shuffled,1,0.558848,0.227773,1.059102
Qq2k3k3v100v100m1000s10,1,0.111,1,1.014775
Qq2k3k3v100v100m1000s1,1,0.101,1,0.973684
Qq2k3k3v100v100m1000s2,1,0.116,1,0.982816
Qq2k3k3v100v100m1000s3,1,0.128,1,0.984127
Qq2k3k3v100v100m1000s4,1,0.119,1,1.009377
Qq2k3k3v100v100m1000s5,1,0.114,1,0.976285
Qq2k3k3v100v100m1000s6,1,0.13,1,1.054795
Qq2k3k3v100v100m1000s7,1,0.114,1,0.965924
Qq2k3k3v100v100m1000s8,1,0.122,1,1.03666
Qq2k3k3v100v100m1000s9,1,0.11,1,0.956947
Qq2k3k3v100v100m1200s10,1,0.109167,1,1.003339
Qq2k3k3v100v100m1200s1,1,0.105,1,0.99005
Qq2k3k3v100v100m1200s2,1,0.118333,1,0.969365
Qq2k3k3v100v100m1200s3,1,0.128333,1,0.980198
Qq2k3k3v100v100m1200s4,1,0.115,1,1.01005
Qq2k3k3v100v100m1200s5,1,0.114167,1,0.98895
Qq2k3k3v100v100m1200s6,1,0.126667,1,1.037351
Qq2k3k3v100v100m1200s7,1,0.115833,1,1.001112
Qq2k3k3v100v100m1200s8,1,0.125,1,1.050114
Qq2k3k3v100v100m1200s9,1,0.113333,1,0.946998
Qq2k3k3v100v100m1400s10,1,0.112143,1,1.019231
Qq2k3k3v100v100m1400s1,1,0.102857,1,0.958955
Qq2k3k3v100v100m1400s2,1,0.11,1,0.955307
Qq2k3k3v100v100m1400s3,1,0.127143,1,0.985816
Qq2k3k3v100v100m1400s4,1,0.111429,1,0.991465
Qq2k3k3v100v100m1400s5,1,0.120714,1,1.017291
Qq2k3k3v100v100m1400s6,1,0.125714,1,1.032914
Qq2k3k3v100v100m1400s7,1,0.118571,1,0.998097
Qq2k3k3v100v100m1400s8,1,0.115,1,1.022147
Qq2k3k3v100v100m1400s9,1,0.110714,1,0.937269
Qq2k3k3v100v100m1600s10,1,0.11125,1,1.009209
Qq2k3k3v100v100m1600s1,1,0.103125,1,0.972062
Qq2k3k3v100v100m1600s2,1,0.1075,1,0.944107
Qq2k3k3v100v100m1600s3,1,0.128125,1,0.991701
Qq2k3k3v100v100m1600s4,1,0.10875,1,1
Qq2k3k3v100v100m1600s5,1,0.12,1,1.01596
Qq2k3k3v100v100m1600s6,1,0.126875,1,1.025316
Qq2k3k3v100v100m1600s7,1,0.11875,1,1.008368
Qq2k3k3v100v100m1600s8,1,0.120625,1,1.023609
Qq2k3k3v100v100m1600s9,1,0.115625,1,0.950427
Qq2k3k3v100v100m1800s10,1,0.109444,1,1.007435
Qq2k3k3v100v100m1800s1,1,0.107222,1,0.98895
Qq2k3k3v100v100m1800s2,1,0.106667,1,0.945245
Qq2k3k3v100v100m1800s3,1,0.125,1,0.993355
Qq2k3k3v100v100m1800s4,1,0.111111,1,1.011173
Qq2k3k3v100v100m1800s5,1,0.115556,1,0.99852
Qq2k3k3v100v100m1800s6,1,0.123889,1,1.040045
Qq2k3k3v100v100m1800s7,1,0.119444,1,1.000741
Qq2k3k3v100v100m1800s8,1,0.117222,1,1.018692
Qq2k3k3v100v100m1800s9,1,0.115,1,0.950867
Qq2k3k3v100v100m2000s10,1,0.1075,1,0.994681
Qq2k3k3v100v100m2000s1,1,0.107,1,0.988731
Qq2k3k3v100v100m2000s2,1,0.1095,1,0.949318
Qq2k3k3v100v100m2000s3,1,0.12,1,0.977587
Qq2k3k3v100v100m2000s4,1,0.11,1,1.004008
Qq2k3k3v100v100m2000s5,1,0.1155,1,1.006018
Qq2k3k3v100v100m2000s6,1,0.1225,1,1.037351
Qq2k3k3v100v100m2000s7,1,0.1195,1,0.994018
Qq2k3k3v100v100m2000s8,1,0.115,1,1.014775
Qq2k3k3v100v100m2000s9,1,0.1165,1,0.96528
Qq2k3k3v100v100m400s10,1,0.1025,1,1
Qq2k3k3v100v100m400s1,1,0.11,1,0.976936
Qq2k3k3v100v100m400s2,1,0.1175,1,1.006689
Qq2k3k3v100v100m400s3,1,0.1325,1,0.99005
Qq2k3k3v100v100m400s4,1,0.1125,1,0.996672
Qq2k3k3v100v100m400s5,1,0.1,1,0.976936
Qq2k3k3v100v100m400s6,1,0.135,1,1.076125
Qq2k3k3v100v100m400s7,1,0.12,1,0.976936
Qq2k3k3v100v100m400s8,1,0.1275,1,1.020202
Qq2k3k3v100v100m400s9,1,0.11,1,1.01005
Qq2k3k3v100v100m600s10,1,0.106667,1,1.006689
Qq2k3k3v100v100m600s1,1,0.1,1,0.971522
Qq2k3k3v100v100m600s2,1,0.11,1,0.958651
Qq2k3k3v100v100m600s3,1,0.121667,1,1.020202
Qq2k3k3v100v100m600s4,1,0.116667,1,1.013423
Qq2k3k3v100v100m600s5,1,0.116667,1,1.013423
Qq2k3k3v100v100m600s6,1,0.125,1,1.073733
Qq2k3k3v100v100m600s7,1,0.116667,1,0.980198
Qq2k3k3v100v100m600s8,1,0.131667,1,1.047782
Qq2k3k3v100v100m600s9,1,0.121667,1,1.004454
Qq2k3k3v100v100m800s10,1,0.11,1,1.025316
Qq2k3k3v100v100m800s1,1,0.095,1,0.962388
Qq2k3k3v100v100m800s2,1,0.10875,1,0.946472
Qq2k3k3v100v100m800s3,1,0.13125,1,1.01005
Qq2k3k3v100v100m800s4,1,0.125,1,1.006689
Qq2k3k3v100v100m800s5,1,0.1125,1,0.985112
Qq2k3k3v100v100m800s6,1,0.1225,1,1.054795
Qq2k3k3v100v100m800s7,1,0.115,1,0.968827
Qq2k3k3v100v100m800s8,1,0.125,1,1.025316
Qq2k3k3v100v100m800s9,1,0.115,1,0.963993
Qq2k3k3v20v20m120s10,1,0.075,1,0.967213
Qq2k3k3v20v20m120s1,1,0.133333,1,1.011173
Qq2k3k3v20v20m120s2,1,0.083333,1,0.967213
Qq2k3k3v20v20m120s3,1,0.141667,1,1.022472
Qq2k3k3v20v20m120s4,1,0.083333,1,0.85567
Qq2k3k3v20v20m120s5,1,0.083333,1,0.884817
Qq2k3k3v20v20m120s6,1,0.108333,1,0.945946
Qq2k3k3v20v20m120s7,1,0.125,1,0.894737
Qq2k3k3v20v20m120s8,1,0.141667,1,1.105263
Qq2k3k3v20v20m120s9,1,0.1,1,1.011173
Qq2k3k3v20v20m160s10,1,0.08125,1,0.95122
Qq2k3k3v20v20m160s1,1,0.125,1,1.025316
Qq2k3k3v20v20m160s2,1,0.1,1,0.935484
Qq2k3k3v20v20m160s3,1,0.125,1,1.008368
Qq2k3k3v20v20m160s4,1,0.08125,1,0.92
Qq2k3k3v20v20m160s5,1,0.06875,1,0.935484
Qq2k3k3v20v20m160s6,1,0.1,1,0.927711
Qq2k3k3v20v20m160s7,1,0.13125,1,0.967213
Qq2k3k3v20v20m160s8,1,0.125,1,1.086957
Qq2k3k3v20v20m160s9,1,0.10625,1,0.983471
Qq2k3k3v20v20m200s10,1,0.095,1,0.967213
Qq2k3k3v20v20m200s1,1,0.115,1,1.013423
Qq2k3k3v20v20m200s2,1,0.095,1,0.923077
Qq2k3k3v20v20m200s3,1,0.125,1,0.967213
Qq2k3k3v20v20m200s4,1,0.095,1,1.013423
Qq2k3k3v20v20m200s5,1,0.08,1,0.954397
Qq2k3k3v20v20m200s6,1,0.1,1,0.973684
Qq2k3k3v20v20m200s7,1,0.135,1,0.973684
Qq2k3k3v20v20m200s8,1,0.11,1,1.054795
Qq2k3k3v20v20m200s9,1,0.12,1,0.993355
Qq2k3k3v20v20m240s10,1,0.0875,1,0.972603
Qq2k3k3v20v20m240s1,1,0.120833,1,1.028169
Qq2k3k3v20v20m240s2,1,0.1,1,0.967213
Qq2k3k3v20v20m240s3,1,0.129167,1,0.978022
Qq2k3k3v20v20m240s4,1,0.108333,1,1.022472
Qq2k3k3v20v20m240s5,1,0.0875,1,0.956522
Qq2k3k3v20v20m240s6,1,0.108333,1,1.022472
Qq2k3k3v20v20m240s7,1,0.141667,1,1.022472
Qq2k3k3v20v20m240s8,1,0.1,1,1.022472
Qq2k3k3v20v20m240s9,1,0.125,1,1
Qq2k3k3v20v20m280s10,1,0.089286,1,0.981132
Qq2k3k3v20v20m280s1,1,0.117857,1,0.995249
Qq2k3k3v20v20m280s2,1,0.114286,1,1.024096
Qq2k3k3v20v20m280s3,1,0.121429,1,0.958042
Qq2k3k3v20v20m280s4,1,0.117857,1,1.04878
Qq2k3k3v20v20m280s5,1,0.089286,1,0.931034
Qq2k3k3v20v20m280s6,1,0.128571,1,1.014388
Qq2k3k3v20v20m280s7,1,0.128571,1,0.995249
Qq2k3k3v20v20m280s8,1,0.117857,1,1.043796
Qq2k3k3v20v20m280s9,1,0.121429,1,0.995249
Qq2k3k3v20v20m320s10,1,0.09375,1,0.991701
Qq2k3k3v20v20m320s1,1,0.11875,1,0.971253
Qq2k3k3v20v20m320s2,1,0.109375,1,0.983471
Qq2k3k3v20v20m320s3,1,0.134375,1,0.975309
Qq2k3k3v20v20m320s4,1,0.1125,1,1.008368
Qq2k3k3v20v20m320s5,1,0.09375,1,0.971253
Qq2k3k3v20v20m320s6,1,0.128125,1,1.021053
Qq2k3k3v20v20m320s7,1,0.128125,1,1.008368
Qq2k3k3v20v20m320s8,1,0.13125,1,1.055675
Qq2k3k3v20v20m320s9,1,0.1125,1,0.967213
Qq2k3k3v20v20m360s10,1,0.102778,1,0.98895
Qq2k3k3v20v20m360s1,1,0.111111,1,0.952984
Qq2k3k3v20v20m360s2,1,0.113889,1,1.018692
Qq2k3k3v20v20m360s3,1,0.130556,1,0.981651
Qq2k3k3v20v20m360s4,1,0.105556,1,1
Qq2k3k3v20v20m360s5,1,0.1,1,0.974406
Qq2k3k3v20v20m360s6,1,0.133333,1,1.049336
Qq2k3k3v20v20m360s7,1,0.125,1,0.98895
Qq2k3k3v20v20m360s8,1,0.127778,1,1.041588
Qq2k3k3v20v20m360s9,1,0.113889,1,1.003711
Qq2k3k3v20v20m400s10,1,0.1025,1,1
Qq2k3k3v20v20m400s1,1,0.11,1,0.976936
Qq2k3k3v20v20m400s2,1,0.1175,1,1.006689
Qq2k3k3v20v20m400s3,1,0.1325,1,0.99005
Qq2k3k3v20v20m400s4,1,0.1125,1,0.996672
Qq2k3k3v20v20m400s5,1,0.1,1,0.976936
Qq2k3k3v20v20m400s6,1,0.135,1,1.076125
Qq2k3k3v20v20m400s7,1,0.12,1,0.976936
Qq2k3k3v20v20m400s8,1,0.1275,1,1.020202
Qq2k3k3v20v20m400s9,1,0.11,1,1.01005
Qq2k3k3v20v20m80s10,1,0.0625,1,0.860465
Qq2k3k3v20v20m80s1,1,0.15,1,0.967213
Qq2k3k3v20v20m80s2,1,0.0875,1,0.967213
Qq2k3k3v20v20m80s3,1,0.15,1,1.016807
