@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC

@DATA
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1926673460-089.SATISFIABLE.cnf,1,4398,4398,4372,4291.4286,4263,4259,4218,4218,0.0465,0.6134,22.5501,22.7389,0.0459,0.1704,0.0143,23.272,23.3016,0.709,23.6215,2.697,1.1958,0.0155,0.0441,0.05,0.0615,24.1285,0.05,0.05,0.05,2130,2130,0.0096,3,0.038,2.8608,0.5644,100,100,24,20,0.021,20.0576,2,22.5501,0.8282,20,20.0584,24,24.1285,3.4893,0.4138,0.6921,16,0.3745,0.3329,0.1911,0.2,0.2461,0.1537,0.0081,1.6035,0.2245,0.0047,0.135
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S218235649-089.SATISFIABLE.cnf,1,4396,4396,4298,4253.1429,4232,4201,4194,4194,0.0466,0.1425,26.5329,26.7543,0.0451,0.0595,0.0157,27.5932,27.4973,0.6898,28.2673,2.9677,1.0979,0.0109,0.0424,0.04,0.0485,29.0321,0.04,0.04,0.04,2662,2662,0.0071,3,0.0278,2.7695,0.5506,125,125,30,25,0.0295,24.6803,2,26.5329,0.8285,25,24.7035,30,29.0321,3.544,0.4788,0.772,20,0.3737,0.2836,0.1781,0.2,0.196,0.1431,0.0103,1.5397,0.2692,0.0026,0.1382
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1298256564-085.UNKNOWN.cnf,1,4027,4027,3917,3773.8571,3760,3666,3578,3578,0.0199,0.0211,31.0862,32.8876,0.0093,0.0139,0.0374,34.7155,33.8508,0.5134,38.1112,4.0031,0.2971,0.0051,0.0036,0.0078,0.0098,39.2527,0.0047,0.0047,0.0047,2769,2760,0.0023,5,0.0018,3.313,0.3086,650,641,153,142,0.0778,141.845,4,31.0862,0.6814,142,141.682,152,39.2527,2.6432,0.9622,0.645,131,0.506,0.6958,0.4942,0,0.581,0.3944,0.3588,0.9031,0.7778,0.0004,0.3912
SAT11/random/large/unif-k5-r20-v2000-c40000-S971556279-001-UNKNOWN.cnf,1,25,35,19,17.7686,16,15,10,13,0.0127,0,58.5,66.1176,0.0091,0,0.2927,73.1195,74.0952,0.5492,80.4286,3,0.2423,0.0009,0.006,0.0025,0.0036,86.6,0.0025,0.0025,0.0025,40000,40000,0.0005,3,0.0016,3.0117,0.4657,2000,2000,406,383,0.1445,383.607,3,48.8667,0.8297,382,383.112,400,108.619,3.7173,0.636,0.6755,360,0.3743,0.3251,0.1844,0.2,0.2427,0.1661,0.0195,0.9583,0.3958,0.0002,0.1492
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S2058622508-076.SATISFIABLE.cnf,1,4025,4025,3971,3901.1429,3909,3836,3779,3779,0.0303,0,28.4443,28.8707,0.0114,0,0.0199,30.33,29.3591,0.5569,33.0385,4,0.3299,0.0074,0.0035,0.0094,0.0147,33.7565,0.0057,0.0057,0.0056,2343,2309,0.0029,4,0.0017,3.382,0.3171,550,531,127,117,0.0653,116.939,4,28.4443,0.7472,117,116.715,127,33.7565,2.7722,1,0.6881,107,0.4992,0.7081,0.5058,0,0.5644,0.3972,0.4451,0.9147,1,0.0004,0.4009
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S82160031-050.SATISFIABLE.cnf,1,4276,4276,4174,4115.1667,4128,4044,4011,4011,0.0453,0,33.8938,34.414,0.0427,0,0.0219,35.8896,36.4004,0.7138,37.1497,3,0.9454,0.0083,0.0386,0.0286,0.0365,37.4532,0.0286,0.0286,0.0286,3727,3727,0.0053,3,0.0212,3.0003,0.5343,175,175,41,35,0.0368,34.72,3,33.8938,0.8271,35,34.7079,41,37.4532,3.5734,0.455,0.6502,29,0.3716,0.3546,0.1854,0.2,0.2591,0.1725,0.0083,1.4463,0.2471,0.0021,0.146
SAT11/random/large/unif-k5-r20-v2000-c40000-S1143439968-082-UNKNOWN.cnf,1,22,42,20,17.1552,16,14,9,12,0.0123,0,63.1818,69.4286,0.0091,0,0.2935,76.4793,75.75,0.5577,83.25,3,0.2345,0.0009,0.0061,0.0025,0.0035,90.2143,0.0025,0.0025,0.0025,40000,40000,0.0005,3,0.0016,3.0216,0.4603,2000,2000,403,382,0.1391,381.053,3,57.9,0.8302,383.5,383.722,404,108.6667,3.7021,0.5803,0.6856,356,0.3753,0.3313,0.1873,0.2,0.2459,0.1689,0.0201,0.9254,0.3256,0.0002,0.1552
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S840292785-048-UNKNOWN.cnf,1,13,21,11,8.4949,8,5,3,5,0.001,0.6342,51.5455,57,0.0003,0.0882,0.4355,72.4741,71.5714,0.2786,84.8889,5.33,0.1007,0.0003,0,0.0003,0.0005,94.5714,0.0002,0.0002,0.0002,84000,83430,0.0001,6,0,3.3668,0.2351,20000,19496,4317,4245,0.2553,4256.38,5,38.5714,0.7166,4206,3382.2,4216,139.3333,2.7048,1,0.6418,4182,0.4949,0.7041,0.4931,0,0.5689,0.3932,0.77,1.3292,1,0,0.3858
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S785747282-100.UNKNOWN.cnf,1,4094,4094,4063,3981.1429,3963,3921,3833,3833,0.0265,0,20.7745,22.4467,0.0148,0,0.0216,23.2675,22.9368,0.5689,24.2862,4,0.377,0.0094,0.0059,0.0101,0.0141,26.3246,0.0076,0.0076,0.0076,1704,1699,0.0038,4,0.0029,3.2345,0.3206,400,395,97,88,0.068,87.8414,4,20.7745,0.6393,88,87.6979,97,26.3246,2.6725,1,0.6708,79,0.5039,0.6883,0.4985,0,0.557,0.3817,0.3105,0.9541,1,0.0006,0.3843
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S973075635-083.SATISFIABLE.cnf,1,3727,3727,3309,2610.4,3198,1488,849,941,0.0183,0.1048,28.271,34.8253,0.0082,0.0363,0.3927,36.0018,37.4212,0.4974,38.1539,4.0218,0.2735,0.0044,0.0013,0.0068,0.0088,42.0565,0.0041,0.0041,0.0041,3195,3175,0.002,5,0.0006,3.3078,0.3016,750,736,176,164,0.1227,163.909,4,27.9882,0.6821,164,163.412,175,42.0565,2.6628,1,0.6293,152,0.4949,0.7198,0.4838,0,0.5856,0.4034,0.4447,0.8785,1,0.0003,0.3922
SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1,326,681,225,233.4138,206,188,149,157,0.0117,0,46.3103,47.3826,0.0117,0,0.4387,49.0404,48.6606,0.7239,50.2207,2,1.1752,0.0025,0.0117,0.028,0.0309,51.4126,0.028,0.028,0.028,21250,21250,0.0017,2,0.0253,2.1519,0.6218,250,250,48,41,0.0473,41.0082,2,45.383,0.9986,41,41.3419,49,56.2746,4.3328,0.2403,0.3921,35,0.3107,0.1365,0.0609,0.1429,0.0985,0.0683,0.0002,1.5188,0.1275,0.001,0.0575
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S812011128-009.SATISFIABLE.cnf,1,3684,3684,3680,3632.7143,3634,3596,3558,3558,0.0178,0.0199,33.6874,34.402,0.0087,0.0135,0.0127,36.7479,35.6602,0.6005,39.8978,4.0029,0.2798,0.0057,0.0034,0.0073,0.0091,42.7725,0.0044,0.0044,0.0044,2982,2973,0.0021,5,0.0017,3.319,0.3058,700,688,163,152,0.0837,152.028,4,33.6874,0.6911,152,151.853,164,42.7725,2.7038,1,0.6662,141,0.5022,0.7022,0.483,0,0.5742,0.3967,0.3416,0.8676,1,0,0.3823
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1,4390,4390,4366,4291.2857,4276,4227,4225,4225,0.0465,0.5651,22.4662,22.6494,0.0458,0.1581,0.0139,23.2857,23.4563,0.7153,23.8321,2.7475,1.2178,0.0146,0.0441,0.05,0.0657,24.3319,0.05,0.05,0.05,2130,2130,0.0098,3,0.0338,2.7469,0.566,100,100,24,20,0.0271,19.9873,2,22.4662,0.829,20,19.9199,24,24.3319,3.3357,0.4933,0.7962,16,0.3739,0.2963,0.1962,0.2,0.2109,0.1508,0.0104,1.6027,0.2893,0.0047,0.1334
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1230934123-063.UNKNOWN.cnf,1,3942,3942,3895,3746.7143,3717,3640,3596,3596,0.02,0.3509,33.7646,33.9146,0.0089,0.0767,0.0319,35.9109,36.0186,0.5054,38.2768,4.1121,0.2778,0.0061,0.0007,0.0074,0.0099,38.4498,0.0045,0.0045,0.0044,2982,2944,0.0022,5,0.0003,3.3579,0.3071,700,679,161,150,0.0494,149.55,4,33.7646,0.7021,150,149.938,162,38.4498,2.7148,1,0.7243,138,0.4869,0.707,0.498,0,0.5701,0.3818,0.6689,0.8903,1,0.0003,0.3697
SAT11/random/large/unif-k7-r85-v250-c21250-S655589261-059-UNKNOWN.cnf,1,296,879,238,245.963,214,181,138,169,0.0117,0,45.6698,47.0828,0.0117,0,0.5786,49.0707,48.861,0.7321,50.4122,2,1.1867,0.0025,0.0117,0.028,0.0307,51.4703,0.028,0.028,0.028,21250,21250,0.0018,2,0.0249,2.0601,0.6218,250,250,48,41,0.0654,41.1507,2,44.5967,1.0108,41,41.0289,47,60.7759,4.3052,0.1889,0.3759,34,0.3156,0.1276,0.0642,0.1429,0.0999,0.0649,0.0003,1.5536,0.0966,0.0011,0.0545
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1677156340-036.UNKNOWN.cnf,1,4026,4026,3898,3828,3818,3729,3687,3687,0.0204,0.0229,29.2721,30.6715,0.0103,0.0146,0.0284,32.104,31.0973,0.5622,34.8876,4.0034,0.3066,0.0063,0.0039,0.0068,0.0102,35.8885,0.0052,0.0052,0.0051,2556,2543,0.0025,5,0.002,3.24,0.3095,600,585,140,129,0.0695,129.111,4,29.2721,0.6798,129,128.982,140,35.8885,2.6722,1,0.6516,119,0.4769,0.6989,0.4856,0,0.5525,0.3771,0.3272,0.8997,1,0.0004,0.3605
SAT11/random/large/unif-k5-r20-v1000-c20000-S72635791-098-UNKNOWN.cnf,1,59,99,46,44.4141,42,38,27,34,0.0216,0,50.3556,52.8043,0.0165,0,0.2539,56.3427,56.0606,0.5756,58.9524,3,0.343,0.0017,0.0124,0.005,0.0066,63.5918,0.005,0.005,0.005,20000,20000,0.0009,3,0.0036,2.9679,0.475,1000,1000,204,191,0.0911,189.751,3,41.8077,0.8303,192,191.776,206,69.2857,3.6754,0.6426,0.6289,175,0.3748,0.3169,0.1885,0.2,0.2266,0.1615,0.013,1.052,0.3708,0.0003,0.1458
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S295912653-089.UNKNOWN.cnf,1,4526,4526,4450,4408.8571,4409,4352,4322,4322,0.0463,0.5221,18.0614,18.2838,0.0462,0.1858,0.0147,18.7653,18.8662,0.7155,18.9789,2.2162,1.3303,0.0207,0.0451,0.0667,0.0802,19.8559,0.0667,0.0667,0.0667,1597,1597,0.0124,3,0.0457,2.8443,0.5856,75,75,19,15,0.0297,15.2243,2,18.0614,0.8205,15,15.2511,19,19.8559,3.3738,0.45,0.8805,12,0.3723,0.3618,0.186,0.2,0.2419,0.1622,0.0092,1.7377,0.2523,0.0075,0.1222
SAT11/random/large/unif-k5-r20-v1500-c30000-S976428817-077-UNKNOWN.cnf,1,32,42,28,24.1927,23,20,15,18,0.0147,0,56.8421,61.1304,0.0117,0,0.2361,67.5144,67,0.5617,71.9091,3,0.2606,0.0012,0.0086,0.0033,0.0043,78.913,0.0033,0.0033,0.0033,30000,30000,0.0006,3,0.0024,3.0264,0.4628,1500,1500,306,288,0.1354,288.099,3,50.5,0.8285,290,288.557,305,103.3077,3.6956,0.6501,0.6535,268,0.3747,0.3328,0.1914,0.2,0.246,0.1691,0.0134,0.993,0.3882,0.0002,0.15
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S761041117-050.UNKNOWN.cnf,1,4084,4084,4063,3988.8571,3975,3939,3926,3926,0.0326,0,20.9629,21.2002,0.0173,0,0.0142,21.9459,21.3371,0.6274,23.4184,4,0.4003,0.0102,0.0068,0.0147,0.017,23.9008,0.0089,0.0089,0.0088,1491,1471,0.0045,4,0.0034,3.2404,0.3343,350,341,83,75,0.0503,75.1422,4,20.9629,0.6934,75,75.2184,83,23.9008,2.62,1,0.6634,67,0.4941,0.7147,0.5058,0,0.5594,0.3854,0.4117,0.9795,1,0.0014,0.3779
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1295196126-061.UNKNOWN.cnf,1,4162,4162,4105,4090.1429,4087,4065,4046,4046,0.0537,0,17.0346,17.1792,0.0238,0,0.0086,17.8444,18.1321,0.716,18.4219,4,0.4897,0.017,0.0104,0.0204,0.0283,18.6303,0.0124,0.0124,0.0122,1065,1061,0.0062,4,0.0057,3.2874,0.3622,250,245,62,55,0.0332,54.7378,4,17.0346,0.6795,55,54.6603,62,18.6303,2.5958,0.9128,0.6001,48,0.4825,0.7143,0.5061,0,0.5549,0.3989,0.2928,1.04,0.6667,0.0009,0.4065
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S313385224-076-UNKNOWN.cnf,1,13,19,10,8.5196,8,6,2,5,0.001,0.6139,51,59.5833,0.0003,0.0867,0.4218,72.0619,68,0.2682,85,5.3036,0.1109,0.0003,0,0.0003,0.0005,97.8,0.0002,0.0002,0.0002,84000,83454,0.0001,6,0,3.3627,0.2357,20000,19525,4268,4262,0.2408,4243.25,5,40.6667,0.7101,4245,3413.6,4309,122.8,2.7108,1,0.6536,4165,0.4973,0.7068,0.4935,0,0.5696,0.3937,0.6787,1.1165,1,0,0.3878
SAT11/random/large/unif-k5-r20-v2000-c40000-S394483079-002-UNKNOWN.cnf,1,24,35,19,17.3279,17,14,9,12,0.0119,0,60.381,67.3182,0.0091,0,0.265,74.9631,73.7333,0.5487,81.5294,3,0.2312,0.0008,0.0067,0.0025,0.0034,89.8,0.0025,0.0025,0.0025,40000,40000,0.0005,3,0.0018,3.02,0.4588,2000,2000,402,382,0.1476,382.659,3,54.0909,0.8321,382,379.273,403,105.0909,3.6975,0.6034,0.6516,365,0.3755,0.3297,0.1888,0.2,0.2397,0.1678,0.0139,0.9164,0.3704,0.0002,0.1505
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1610857498-043.SATISFIABLE.cnf,1,3933,3933,3931,3834.4286,3834,3752,3745,3745,0.0244,0,28.0219,28.8143,0.0111,0,0.0194,30.6014,29.2537,0.5884,34.216,4,0.3241,0.006,0.0034,0.0093,0.0124,34.6178,0.0056,0.0056,0.0056,2343,2333,0.0027,4,0.0017,3.3015,0.3179,550,540,131,121,0.0811,120.659,4,28.0219,0.6976,121,120.778,131,34.6178,2.7169,1,0.6634,110,0.4971,0.7247,0.4865,0,0.5972,0.4157,0.3433,0.9168,1,0,0.4221
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S332580795-055.SATISFIABLE.cnf,1,4424,4424,4334,4299.4286,4285,4258,4213,4213,0.0465,0.6293,23.0009,23.0862,0.0458,0.1747,0.0143,23.5681,23.3584,0.7169,24.1271,2.6768,1.1963,0.0131,0.0437,0.05,0.0592,24.8474,0.05,0.05,0.05,2130,2130,0.0089,3,0.0366,2.739,0.5636,100,100,24,20,0.0266,19.9753,2,23.0009,0.8285,20,20.0608,24,24.8474,3.3694,0.5539,0.707,16,0.3728,0.3031,0.1789,0.2,0.2416,0.1487,0.0091,1.5913,0.3265,0.0042,0.1156
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1693168158-005.UNKNOWN.cnf,1,4054,4054,3945,3851.5714,3829,3790,3676,3676,0.0279,0.0247,27.325,29.1189,0.0113,0.0153,0.0287,30.303,29.5715,0.5172,32.2778,4.0037,0.3215,0.0064,0.0043,0.0093,0.0146,34.6534,0.0057,0.0057,0.0056,2343,2329,0.0027,5,0.0021,3.3489,0.3122,550,535,128,117,0.0735,117.501,4,27.325,0.7524,117,117.552,128,34.6534,2.7008,0.9226,0.6852,107,0.5008,0.6905,0.4865,0,0.5419,0.3786,0.3368,0.9256,0.7647,0.0004,0.3621
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S900569154-026.SATISFIABLE.cnf,1,3924,3924,3836,3690.5714,3650,3586,3543,3543,0.0199,0,32.6463,34.0771,0.0089,0,0.0346,35.7248,34.6768,0.5215,39.5295,4,0.2802,0.0061,0.0034,0.0073,0.0101,39.6789,0.0045,0.0045,0.0044,2982,2964,0.0022,4,0.0017,3.3354,0.3054,700,681,163,150,0.0717,150.671,4,32.6463,0.7097,151,151.49,163,39.6789,2.7091,1,0.6563,139,0.4981,0.7087,0.502,0,0.588,0.4052,0.4751,0.8671,1,0,0.4014
SAT11/random/medium/unif-k7-r89-v60-c5340-S1720200795-004.UNKNOWN.cnf,1,4604,4604,4544,4513.8,4484,4471,4466,4466,0.011,0,22.4522,22.571,0.011,0,0.0117,22.7185,22.7194,0.7658,22.8019,2,1.8664,0.0094,0.011,0.1167,0.1266,23.0478,0.1167,0.1167,0.1167,5340,5340,0.0071,2,0.1084,2.0594,0.6907,60,60,13,10,0.009,10.4695,2,22.4522,0.9943,10,10.5036,14,23.0478,3.7216,0.1978,0.3717,8,0.3096,0.1288,0.0605,0.1429,0.0956,0.0679,0.0001,2.097,0.1019,0.0047,0.063
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S895938734-057-UNKNOWN.cnf,1,7,14,5,3.7416,3,2,1,1,0.0005,0.2103,58.3333,75.25,0.0002,0.038,0.6565,102.9991,94,0.2572,122,5.9459,0.5372,0.0001,0,0.0001,0.0003,159.3333,0.0001,0.0001,0.0001,168000,166834,0,6,0,3.3654,0.2273,40000,38972,8542,8532,0.4798,8533,5,3,0.7136,8467,8467,8467,380,2.7173,1,0.6566,8500,0.4959,0.7073,0.4931,0,0.5708,0.3941,0.9496,0.8844,1,0,0.3865
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1440346932-010.SATISFIABLE.cnf,1,4145,4145,4086,3945.5714,3880,3863,3851,3851,0.0325,0,22.107,24.3142,0.0158,0,0.0282,24.9519,24.8235,0.6299,26.8713,4,0.3849,0.0101,0.0059,0.0104,0.0166,27.0924,0.008,0.008,0.0078,1704,1690,0.0039,4,0.003,3.3287,0.3399,400,383,93,84,0.0623,84.491,4,22.107,0.7985,85,84.9884,94,27.0924,2.7213,0.8946,0.6639,76,0.4956,0.6958,0.4941,0,0.5863,0.3943,0.3378,0.974,0.7143,0.0006,0.396
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S797651048-056.UNKNOWN.cnf,1,4114,4114,3974,3960.8571,3947,3912,3879,3879,0.0323,0,20.8267,21.7804,0.0169,0,0.0176,22.4803,22.2083,0.5996,22.8178,4,0.4089,0.0094,0.0081,0.0115,0.0168,25.1957,0.0087,0.0087,0.0086,1491,1487,0.0044,4,0.004,3.2529,0.3392,350,347,85,77,0.0556,76.9135,4,20.8267,0.6334,77,76.9038,85,25.1957,2.6152,0.9091,0.6366,68,0.5034,0.6814,0.5044,0,0.5751,0.4034,0.3164,0.9875,0.7647,0,0.4059
SAT11/random/large/unif-k5-r20-v1500-c30000-S877088425-001-UNKNOWN.cnf,1,33,47,29,25.2957,24,21,15,18,0.0151,0,55.0645,59.1905,0.0117,0,0.2555,65.672,65.7872,0.5684,72.1739,3,0.2922,0.0011,0.0085,0.0033,0.0044,75.3929,0.0033,0.0033,0.0033,30000,30000,0.0006,3,0.0024,3.0003,0.4669,1500,1500,307,288,0.1265,287.566,3,46.1333,0.833,288,286.345,307,93.8824,3.7067,0.6488,0.6632,266,0.3753,0.3235,0.1871,0.2,0.2411,0.1666,0.0123,1.0068,0.3978,0.0002,0.1484
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1565617179-002.UNKNOWN.cnf,1,3829,3829,3748,3689.4286,3683,3615,3580,3580,0.023,0,33.4007,33.4143,0.009,0,0.0207,35.3137,34.3028,0.5179,38.3474,4,0.2854,0.0057,0.0034,0.0074,0.0108,38.5529,0.0045,0.0045,0.0044,2982,2960,0.0023,4,0.0017,3.3883,0.3029,700,678,161,149,0.0594,148.786,4,33.4007,0.7245,149,149.234,161,38.5529,2.7345,1,0.6589,137,0.4973,0.7099,0.5047,0,0.5679,0.3883,0.345,0.9096,1,0,0.3842
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S481747904-003.SATISFIABLE.cnf,1,4005,4005,3987,3887.5714,3887,3818,3755,3755,0.0265,0,25.7134,27.374,0.0126,0,0.0213,28.7976,27.4935,0.5975,32.0406,4,0.3446,0.0085,0.0047,0.0104,0.0137,32.6704,0.0063,0.0063,0.0062,2130,2114,0.003,4,0.0024,3.323,0.3219,500,483,116,107,0.0838,106.912,4,25.7134,0.7607,107,107.254,117,32.6704,2.7326,1,0.6776,97,0.4881,0.7095,0.4839,0,0.5862,0.3999,0.5382,0.942,1,0,0.3973
SAT11/random/large/unif-k7-r85-v250-c21250-S977260632-016-UNKNOWN.cnf,1,343,782,270,246.7857,211,192,159,181,0.0117,0,47.1389,48.3456,0.0117,0,0.486,49.3686,49.2798,0.7281,49.7566,2,1.1964,0.0026,0.0117,0.028,0.0311,51.9,0.028,0.028,0.028,21250,21250,0.0017,2,0.0248,2.1729,0.6208,250,250,48,41,0.0497,41.2701,2,45.3169,0.9987,41,41.6383,49,58.624,4.2678,0.2823,0.3739,34,0.3107,0.1385,0.0604,0.1429,0.1,0.0712,0.0003,1.5489,0.1522,0.0011,0.063
SAT11/random/medium/unif-k7-r89-v90-c8010-S1458811765-091.UNKNOWN.cnf,1,4454,4454,4454,4370,4392,4327,4307,4307,0.0111,0,30.6339,31.1107,0.0111,0,0.0132,31.3407,31.5792,0.7738,32.0388,2,1.694,0.0062,0.0111,0.0778,0.0844,32.0388,0.0778,0.0778,0.0778,8010,8010,0.0047,2,0.0705,2.1162,0.6634,90,90,19,15,0.0167,15.3204,2,30.6339,0.992,15,15.377,19,32.0388,3.9991,0.2988,0.4166,12,0.3081,0.138,0.0603,0.1429,0.0993,0.0649,0.0002,1.9428,0.1656,0.0031,0.0476
SAT11/random/medium/unif-k7-r89-v90-c8010-S423984545-074.UNKNOWN.cnf,1,4541,4541,4541,4391.75,4406,4328,4292,4292,0.0111,0,30.1569,31.017,0.0111,0,0.0217,30.9765,31.3231,0.7464,31.4092,2,1.6918,0.0074,0.0111,0.0778,0.084,31.4092,0.0778,0.0778,0.0778,8010,8010,0.0052,2,0.0694,2.1064,0.6645,90,90,19,15,0.016,15.3338,2,30.1569,0.9973,15,15.3595,19,31.4092,4.0233,0.2076,0.4265,12,0.3113,0.1449,0.0667,0.1429,0.0939,0.0679,0.0002,1.9076,0.1089,0.0035,0.0647
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1940049314-069.SATISFIABLE.cnf,1,3945,3945,3917,3807.2857,3787,3734,3701,3701,0.0288,0,26.886,27.6306,0.0113,0,0.0224,29.9457,29.2033,0.5495,32.4933,4,0.3219,0.0082,0.0043,0.0093,0.0142,34.0454,0.0057,0.0057,0.0056,2343,2328,0.0027,4,0.0021,3.341,0.3191,550,536,129,118,0.0798,118.447,4,26.886,0.7408,118,118.087,128,34.0454,2.7325,1,0.6776,108,0.4909,0.7103,0.4777,0,0.5999,0.4047,0.3776,0.9109,1,0.0004,0.3922
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S20037494-023.SATISFIABLE.cnf,1,4354,4354,4346,4311,4316,4282,4262,4262,0.0465,0.6134,22.8858,22.9014,0.0459,0.1704,0.0074,23.3902,23.2037,0.7199,24.122,2.697,1.1902,0.0141,0.0437,0.05,0.0615,24.2407,0.05,0.05,0.05,2130,2130,0.0091,3,0.0418,2.7928,0.5661,100,100,24,20,0.0221,20.0902,2,22.8858,0.815,20,20.0553,24,24.2407,3.44,0.4214,0.586,16,0.3698,0.2943,0.1822,0.2,0.2342,0.1506,0.005,1.598,0.2294,0.0038,0.119
