@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC

@DATA
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S1982873755-080.SATISFIABLE.cnf,1,4599,4599,4526,4507.8,4496,4471,4447,4447,0.011,0,0.767,22.6156,5340,22.6799,5340,22.6569,22.5676,22.7562,2,60,60,13,10,0.0117,1.8863,0.0039,22.8034,10,10.4865,13,2,10.5247
SAT_Competition2007/random/OnTreshold/7SAT/v65/unif-k7-r89-v65-c5785-S461794864-15.SAT.shuffled.cnf,1,4602,4602,4500,4467.1667,4438,4425,4411,4411,0.0111,0,0.7665,24.0136,5785,24.1973,5785,24.278,23.9187,24.3133,2,65,65,14,11,0.0149,1.8467,0.009,24.5741,11,11.3004,14,2,11.293
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S239039906-021.SATISFIABLE.cnf,1,4588,4588,4525,4493.8333,4517,4439,4436,4436,0.011,0,0.769,22.5787,5340,22.6771,5340,22.6422,22.5249,22.6614,2,60,60,13,10,0.0122,1.8957,0.0079,23.0636,10,10.4631,14,2,10.4508
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1912687159-077.cnf,1,4065,4065,4044,3952.2857,3954,3901,3811,3811,0.0329,0.0468,0.5887,21.9767,1609,23.565,1615,22.7628,21.1705,26.4033,4.008,380,374,92,83,0.0201,0.3828,0.0838,26.6408,83,83.4488,92,4,83.2241
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S1950850246-038-UNKNOWN.cnf,1,74,54,48,43,42,37,32,29,0.021,0,0.5905,52.3571,20000,56.9012,20000,56.4,49.9762,60.6458,3,1000,1000,208,193,0.2006,0.3367,0.0991,65.5405,191,191.371,204,3,192.201
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1298256564-085.UNKNOWN.cnf,1,4027,4027,3917,3777.75,3763,3706,3578,3578,0.0199,0.0211,0.5468,33.4517,2760,34.59,2769,33.8508,31.0862,38.1112,4.0031,650,641,152,142,0.0351,0.2924,0.0737,39.2527,141,141.653,153,4,141.409
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S788239782-034.UNKNOWN.cnf,1,4259,4259,4225,4137.8571,4123,4074,4072,4072,0.046,0,0.7037,30.3013,3195,31.5972,3195,31.4988,29.9544,32.7715,3,150,150,35,29,0.0168,1.0054,0.0394,33.464,29,29.5928,35,3,29.5283
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S603077945-019.cnf,1,4608,4608,4498,4463,4436,4420,4395,4395,0.0111,0,0.7545,25.4662,6230,25.5807,6230,25.6397,25.2428,25.7572,2,70,70,16,12,0.0162,1.7991,0.0073,25.7984,12,12.1107,15,2,12.1199
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S541865505-057.cnf,1,4343,4343,4331,4193.4,4146,4113,4034,4034,0.0117,0,0.7483,43.4218,11900,43.9758,11900,43.6629,43.3382,44.6911,2,140,140,28,23,0.0293,1.4518,0.0142,44.7651,23,23.4174,28,2,23.3883
SAT_Competition2007/random/2+p/p0.8/v1665/unif2p-p0.8-v1665-c5178-S64317265-01-SAT.cnf,1,2022,1952,1118,1101.6471,985,853,780,776,0.0154,0.2206,0.4945,27.706,4923,30.4424,5177,28.948,26.9861,30.0464,5.0464,1665,1466,332,314,0.3307,0.1693,0.1482,40.5796,314,314.637,332,4,314.533
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v175-c3727-S82160031-050.SATISFIABLE.cnf,1,4276,4276,4174,4110.75,4113,4058,4011,4011,0.0453,0,0.7237,35.1627,3727,35.8092,3727,36.0267,33.8938,37.1497,3,175,175,41,35,0.0192,0.9244,0.0327,37.4532,35,34.6716,41,3,34.7847
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S808762165-030-UNKNOWN.cnf,1,15,12,8,6.8315,6,5,3,2,0.0008,0.6918,0.2649,62.6,104354,75.5061,105000,71.5,50.8889,85.8333,5.4744,25000,24387,5350,5308,0.4466,1.2484,0.292,106.5,5350,5376.33,5350,5,4544.86
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S1826381479-08.cnf,1,26,16,12,10.1082,9,7,6,4,0.001,0.2722,0.2875,52.6667,66822,63.7028,67200,62.2727,47.1818,72.2,5.0773,16000,15623,3479,3407,0.3992,0.0846,0.2278,81.5714,3396,3397.43,3426,5,3417.93
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S971556279-001-UNKNOWN.cnf,1,36,26,20,18.0491,16,15,13,10,0.0127,0,0.5489,65.4,40000,72.9491,40000,73,58.5,80.5833,3,2000,2000,402,389,0.2925,0.2524,0.1467,86.6,383,380.643,406,3,382.301
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S617358728-082.cnf,1,4027,4027,3953,3908,3906,3871,3839,3839,0.0242,0,0.5629,25.9398,1945,26.6758,1955,26.1487,24.6837,28.7169,4,460,450,110,100,0.0146,0.3513,0.0582,29.3866,100,100.035,110,4,99.886
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S714125262-017.cnf,1,4134,4134,4086,3955.5714,3923,3868,3863,3863,0.0357,0,0.576,22.9173,1681,24.0724,1700,23.6339,22.3905,25.9335,4,400,385,94,86,0.0255,0.3989,0.0546,26.0854,85,85.4937,94,4,85.5188
SAT_Competition2007/random/OnTreshold/3SAT/v400/unif-k3-r4.26-v400-c1704-S1752604460-10.SAT.shuffled.cnf,1,4064,4064,3963,3929.5714,3933,3852,3846,3846,0.0372,0,0.5881,22.2102,1692,23.5136,1704,23.0768,21.701,25.5834,4,400,388,94,86,0.0177,0.387,0.0629,25.8264,86,86.1687,95,4,85.9851
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S196779284-038.SATISFIABLE.cnf,1,4396,4396,4341,4282.625,4252,4247,4207,4207,0.0465,0.6134,0.7085,22.8146,2130,23.4231,2130,23.5055,22.2676,23.7566,2.697,100,100,25,20,0.0146,1.1821,0.0378,25.3549,20,20.2635,25,2,20.3071
SAT_Competition2007/random/2+p/p0.7/v4500/unif2p-p0.7-v4500-c12015-S1545977164-16-SAT.cnf,1,2301,2301,2034,1778.5556,1833,1762,984,984,0.0078,0.5844,0.4323,40.2148,10208,40.4979,12014,42.0136,31.7802,43.0065,5.753,4500,3256,705,680.5,0.2207,0.1102,0.1045,45.4465,682,680.175,710,5,680.535
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/560/unif-k3-r4.25-v560-c2380-S28271012-055.cnf,1,3979,3979,3882,3833.625,3832,3775,3757,3757,0.0215,0,0.5779,30.3359,2368,31.9294,2380,30.7505,28.6592,36.3825,4,560,548,131,120,0.0181,0.3185,0.0962,37.7431,121,120.674,131,4,120.346
SAT_Competition2007/random/OnTreshold/5SAT/v90/unif-k5-r21.3-v90-c1917-S1445529008-02.SAT.shuffled.cnf,1,4474,4474,4362,4343.625,4328,4316,4288,4288,0.0464,0.688,0.7132,21.2747,1917,21.6666,1917,21.7263,20.8825,22.3815,2.5506,90,90,22,18,0.0125,1.2484,0.0304,22.964,18,18.2211,22,2,18.1378
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1500-c30000-S877088425-001-UNKNOWN.cnf,1,47,32,28,24.6943,24,21,18,13,0.0151,0,0.5647,59.7083,30000,66.2823,30000,66.1786,55.1154,72.1739,3,1500,1500,303,286,0.247,0.2712,0.1312,76,287,284.464,302,3,286.838
SAT_Competition2007/random/LargeSize/7SAT/v240/unif-k7-r85-v240-c20400-S1739132237-05.cnf,1,1081,300,251,265.4545,227,206,193,168,0.0117,0,0.7316,47.1096,20400,48.7361,20400,48.0074,46.4772,49.79,2,240,240,47,40,0.5868,1.2039,0.0579,51.2326,40,39.7369,46,2,39.9914
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1299985238-16.cnf,1,21,12,10,8.1694,8,6,5,3,0.0009,0.6372,0.2883,51.9091,79239,64.7068,79800,62.6667,42.8571,75.6667,5.3343,19000,18499,4127,4033,0.3989,0.1018,0.2698,86.6,4030,3220,4055,5,4044.56
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1496322949-03.cnf,1,30,13,10,8.199,7,6,5,3,0.001,0.5156,0.2761,56,79210,66.981,79800,65,49.5714,77.5,5.2112,19000,18478,4093,4013,0.4349,0.0956,0.2408,88.5,3993,3329.5,4027,5,4025.15
SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1762612346-15-SAT.cnf,1,3885,3885,3805,3594.2,3549,3519,3213,3213,0.0146,0.1817,0.532,32.8142,3771,36.1362,4026,33.9427,31.603,37.476,4.9642,1295,1117,253,238,0.0661,0.191,0.1322,44.845,238,237.73,252,4,238.125
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S754967851-033.cnf,1,4573,4573,4499,4445,4398,4386,4369,4369,0.0111,0,0.7533,25.7428,6230,26.1063,6230,26.0025,25.5724,26.0122,2,70,70,15,12,0.0176,1.8222,0.0219,27.2016,12,12.1668,16,2,12.1382
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1097024859-001.SATISFIABLE.cnf,1,4000,4000,3949,3859.75,3836,3811,3784,3784,0.0267,0,0.6064,26.0057,1907,26.7371,1917,26.5029,24.8563,28.576,4,450,441,108,99,0.0192,0.3605,0.0494,28.9744,98,97.995,107,4,98.392
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S357555833-073.cnf,1,4350,4350,4339,4220,4218,4182,4120,4120,0.0466,0.1743,0.6994,26.3603,2556,26.9052,2556,26.7549,25.5526,27.5113,2.958,120,120,29,24,0.0188,1.1021,0.042,29.2955,24,23.9396,29,2,23.9601
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S1886449473-022-UNKNOWN.cnf,1,11,8,5,4.1902,3,2,2,1,0.0006,0.3102,0.2629,59.25,145976,83.4931,147000,77.5,50,97,5.9067,35000,34091,7499,7401,0.5555,0.2975,0.3837,127,7510.5,7510.5,7465,5,7421.83
SAT_Competition2007/random/OnTreshold/3SAT/v550/unif-k3-r4.26-v550-c2343-S1166224100-13.SAT.shuffled.cnf,1,4005,4005,3924,3814.5714,3807,3688,3650,3650,0.0215,0.0779,0.5269,28.714,2328,29.9279,2343,29.9433,27.4175,31.7566,4.015,550,534,129,118,0.0306,0.3222,0.0506,32.0347,119,118.631,129,4,118.698
SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S30788164-07-SAT.cnf,1,1523,856,656,588.1304,494,445,433,398,0.006,0.6035,0.4212,26.0627,12378,29.0251,14684,27.5912,25.6756,29.9244,5.7124,5500,3946,858,823,0.4258,0.0982,0.1495,36.3715,829.5,823.072,857,5,824.522
SAT_Competition2007/random/OnTreshold/7SAT/v60/unif-k7-r89-v60-c5340-S1319091742-10.SAT.shuffled.cnf,1,4562,4562,4560,4498.6667,4489,4464,4444,4444,0.011,0,0.762,22.6314,5340,22.7329,5340,22.7575,22.2482,22.836,2,60,60,14,10,0.0102,1.9018,0.0122,23.1898,10,10.5166,14,2,10.5416
SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S2117580343-16.cnf,1,4326,4326,4326,4084.75,4175,3953,3885,3885,0.0117,0,0.7244,52.0306,15300,52.4013,15300,53.1257,51.3026,53.1463,2,180,180,35,29,0.043,1.3193,0.0149,53.1463,30,29.8564,36,2,29.4312
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S218235649-089.SATISFIABLE.cnf,1,4396,4396,4298,4252.25,4240,4211,4194,4194,0.0466,0.1425,0.6935,27.1771,2662,27.6161,2662,27.7765,26.5329,28.2673,2.9677,125,125,30,25,0.0147,1.095,0.0276,29.0321,25,24.6957,30,2,24.7211
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S279212213-020.cnf,1,40,27,21,18.0936,17,14,12,8,0.002,0.0161,0.3005,47.2727,41741,54.0391,42000,53.2105,42.0526,59.3636,5.0023,10000,9767,2169,2133,0.3279,0.0649,0.1793,67.375,2133,2132.3,2175,5,2136.27
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S56884336-05.cnf,1,67,38,32,28.1638,27,22,19,14,0.0026,0.0074,0.3507,42.0741,29244,46.5781,29400,46.0323,38.6923,50.1493,5.0009,7000,6852,1523,1490,0.3015,0.0763,0.1366,55.9268,1498,1461.2,1525,5,1488.36
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S1778559297-006.cnf,1,3993,3993,3977,3901.7143,3874,3866,3831,3831,0.031,0,0.5595,24.0581,1777,25.2274,1785,24.9441,23.7931,26.8405,4,420,412,100,91,0.0144,0.3665,0.0468,27.0244,91,91.1975,100,4,91.2576
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1500472284-060.cnf,1,144,93,79,73.8866,71,64,58,50,0.0264,0,0.6075,47.75,14000,50.087,14000,49.6818,45.1026,52.6,3,700,700,147,135,0.2139,0.4361,0.0699,54.8052,134,134.333,147,3,134.742
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S1755163742-08.SAT.shuffled.cnf,1,4637,4637,4604,4562.4,4569,4504,4498,4498,0.011,0,0.7757,19.6203,4450,19.783,4450,19.7461,19.4725,19.7778,2,50,50,12,9,0.012,1.9547,0.0141,20.2985,9,8.9179,12,2,8.9313
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1573578038-005.cnf,1,118,58,54,49.8571,49,42,39,33,0.0231,0,0.5889,52.0638,18000,54.9888,18000,55.0167,49.3333,58.2075,3,900,900,184,173,0.2385,0.372,0.08,60.7647,173,172.75,187,3,171.954
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S1738460433-02.UNSAT.shuffled.cnf,1,4383,4383,4294,4207.625,4181,4167,4110,4110,0.0466,0.0454,0.7287,28.1486,2769,28.7639,2769,28.6645,27.3566,29.8223,2.9922,130,130,31,26,0.0198,1.0832,0.0386,30.8686,26,25.7194,31,2,25.8195
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S231612998-061.SATISFIABLE.cnf,1,4522,4522,4474,4392,4334,4319,4311,4311,0.0111,0,0.7429,31.0242,8010,30.9478,8010,31.0878,30.2862,31.1647,2,90,90,19,15,0.0201,1.7158,0.0108,31.1762,15,15.3377,19,2,15.2773
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S2094973797-12-SAT.cnf,1,3969,3969,3966,3923.1667,3928,3884,3876,3876,0.0231,0.2626,0.549,24.5355,2207,26.0949,2280,26.3664,24.3635,27.321,4.0735,630,586,137,127,0.0092,0.2788,0.06,28.7383,127,126.66,137,4,126.722
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S77566504-14.cnf,1,3911,3911,3911,3792.5,3869,3829,3561,3561,0.0117,0,0.7219,57.5594,17000,57.435,17000,58.0594,55.684,58.4372,2,200,200,39,32,0.0361,1.2919,0.0184,58.4372,33,33.2339,39,2,32.8377
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S319509287-085-UNKNOWN.cnf,1,34,23,20,17.6163,17,15,13,10,0.0117,0,0.5294,65.9412,40000,73.2495,40000,72.6667,61.375,79.1875,3,2000,2000,405,384,0.2453,0.2345,0.141,90.1429,382,380.526,399,3,384.041
SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1679085272-10-SAT.cnf,1,3795,3795,3419,2946.5,2894,2638,2229,2229,0.0154,0.1216,0.5183,34.9702,3834,37.6049,4026,35.9371,34.0336,40.6395,4.9857,1295,1122,256,242,0.1672,0.2005,0.1119,47.5178,242,242.011,257,4,241.328
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v400-c1704-S823305148-084.SATISFIABLE.cnf,1,4037,4037,4024,3933.625,3959,3910,3813,3813,0.0314,0,0.6004,23.5092,1689,24.1466,1704,23.6441,23.0923,25.7612,4,400,387,95,86,0.0188,0.3879,0.0418,25.8189,86,86.1238,95,4,86.1998
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S628307658-028.SATISFIABLE.cnf,1,3861,3861,3752,3695.625,3711,3633,3574,3574,0.0206,0.1108,0.5048,35.5835,2968,36.5711,2982,35.9181,33.3379,39.4894,4.0234,700,686,164,152,0.0223,0.2775,0.0686,41.6061,151,151.466,163,4,151.874
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S2015297474-031.cnf,1,84,56,46,43.1604,41,37,33,26,0.0216,0,0.589,53.375,20000,57.2149,20000,56.5682,50.9792,60.875,3,1000,1000,208,192,0.2315,0.3493,0.0978,64.65,191,191.629,206,3,192.788
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S388731928-13.cnf,1,193,114,102,91.7788,88,79,69,64,0.0297,0,0.613,45.3625,12000,47.3551,12000,47.2909,43.701,49.506,3,600,600,126,115,0.2379,0.4656,0.0663,51.8657,115,114.941,126,3,115.342
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1730125812-056.cnf,1,3967,3967,3931,3863.5714,3836,3790,3778,3778,0.0296,0,0.574,26.6488,2029,27.97,2040,27.2607,25.1124,30.481,4,480,468,114,104,0.0176,0.3481,0.0742,31.4292,104,104.282,114,4,104.439
SAT_Competition2007/random/OnTreshold/7SAT/v65/unif-k7-r89-v65-c5785-S1678989107-02.SAT.shuffled.cnf,1,4572,4572,4506,4456.6667,4464,4387,4370,4370,0.0111,0,0.7618,24.1396,5785,24.3083,5785,24.2968,23.9683,24.5599,2,65,65,14,11,0.0154,1.8554,0.0093,24.6155,11,11.2612,14,2,11.3475
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/90/unif-k5-r21.3-v90-c1917-S1931398869-036.cnf,1,4442,4442,4420,4327.75,4307,4291,4266,4266,0.0464,0.6789,0.7114,21.2783,1917,21.7801,1917,22.0692,20.9161,22.2147,2.4157,90,90,22,18,0.0141,1.2498,0.0256,22.6927,18,18.0932,22,2,18.0125
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S949556727-080-UNKNOWN.cnf,1,3929,3929,3929,3809.25,3811,3782,3715,3715,0.0117,0,0.7201,57.9082,17000,57.6101,17000,58.0127,56.217,58.3025,2,200,200,39,33,0.0203,1.3025,0.0142,58.3025,33,32.7377,39,2,32.9749
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1009664450-096.SATISFIABLE.cnf,1,4437,4437,4425,4381.75,4392,4352,4320,4320,0.0463,0.5041,0.7183,18.6185,1597,18.8162,1597,18.801,18.3797,19.0603,2.2027,75,75,19,15,0.0086,1.3208,0.0194,19.5663,15,15.2887,19,2,15.3316
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S1233052734-067-UNKNOWN.cnf,1,16,10,7,5.7313,5,4,3,2,0.0007,0.6891,0.2739,62.3333,104344,77.9178,105000,75.6,48.3333,91.8889,5.4551,25000,24371,5368,5333,0.4913,0.1334,0.2985,111,5240.5,3953,5307,5,5337.5
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1971541934-090.UNKNOWN.cnf,1,3865,3865,3733,3664.3333,3661,3606,3513,3513,0.0179,0.0432,0.5155,33.5237,2968,35.4778,2982,34.8265,33.3335,35.8853,4.0073,700,685,163,151,0.0278,0.2767,0.065,39.7428,150.5,150.766,162,4,150.864
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/540/unif-k3-r4.25-v540-c2295-S853819067-006.cnf,1,4095,4095,4025,3870.25,3855,3781,3732,3732,0.0224,0,0.5501,28.918,2272,29.892,2295,29.4877,27.4237,32.6768,4,540,530,126,116,0.0307,0.3231,0.0652,33.4579,116,116.004,126,4,116.03
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1963596997-08.SAT.shuffled.cnf,1,4517,4517,4512,4432,4398,4396,4337,4337,0.0111,0,0.76,26.9702,6675,27.0408,6675,27.0695,26.4593,27.2373,2,75,75,16,13,0.016,1.7903,0.0124,27.4679,13,12.9156,16,2,12.8209
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1352224201-070.cnf,1,4349,4349,4349,4201.6667,4248,4008,4008,4008,0.0117,0,0.7272,51.754,15300,53.187,15300,53.4419,51.754,54.3651,2,180,180,35,30,0.034,1.367,0.0203,54.3651,30,29.8829,36,2,29.6255
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S334650851-022.SATISFIABLE.cnf,1,4249,4249,4218,4137.4286,4103,4089,4059,4059,0.0463,0,0.6826,30.7122,3195,31.626,3195,31.3767,30.455,32.5799,3,150,150,35,30,0.0161,1.0124,0.0293,33.0965,30,29.8723,35,3,29.7578
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S432895007-058.cnf,1,4589,4589,4534,4482.6,4447,4441,4402,4402,0.0111,0,0.7593,24.0142,5785,24.1316,5785,24.1273,23.9775,24.2229,2,65,65,14,11,0.0153,1.8616,0.0052,24.316,11,11.2866,14,2,11.2874
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v50000-c210000-S517749870-003-UNKNOWN.cnf,1,11,5,4,2.6207,2,1,1,1,0.0004,0,0.2612,70.8333,208673,108.0759,210000,106,53.6667,133,6,50000,48745,10702,10702,0.6697,0.263,0.465,177.5,10622,10622,10622,6,10705.3
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S816372663-049.UNKNOWN.cnf,1,4063,4063,4001,3866.375,3827,3797,3785,3785,0.021,0,0.5889,29.2055,2335,30.3435,2343,29.6781,28.386,32.6603,4,550,541,130,120,0.0255,0.319,0.0656,34.5779,120,119.452,130,4,119.524
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1864473452-037.cnf,1,4395,4395,4395,4159,4231,4007,4003,4003,0.0117,0,0.7573,47.9123,13600,48.2834,13600,49.0572,47.0309,49.1331,2,160,160,32,26,0.0396,1.3694,0.018,49.1331,26,26.6176,32,2,26.529
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v300-c25500-S69399346-065-UNKNOWN.cnf,1,290,175,153,143.3095,138,119,114,98,0.0117,0,0.7051,50.6533,25500,52.2365,25500,52.2256,49.4919,53.6224,2,300,300,57,49,0.2621,1.0831,0.0441,54.2484,50,49.7749,57,2,49.4351
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1286605994-07-SAT.cnf,1,1603,1394,1304,1074.8125,1043,883,723,713,0.0095,0.6429,0.4867,28.9419,8066,33.2392,9344,33.7103,27.5776,37.0614,5.6815,3500,2610,571,549,0.2408,0.1225,0.1628,39.6188,550,549.779,574,5,548.597
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v5000-c21000-S901912629-090-UNKNOWN.cnf,1,103,62,52,46.7919,44,38,32,26,0.0034,0,0.3558,39.1944,20886,41.9681,21000,41.5769,36.3871,44.8,5,5000,4874,1099,1064,0.3019,0.0954,0.1011,47.925,1068,1066.25,1095,5,1062.87
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S452919966-071.cnf,1,3873,3873,3772,3666.8,3703,3622,3364,3364,0.0117,0,0.7168,56.7134,17000,57.1047,17000,56.9584,56.2778,57.3413,2,200,200,39,33,0.047,1.2961,0.0116,58.2324,33,33.2726,39,2,33.084
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1264328999-02.SAT.shuffled.cnf,1,4498,4498,4450,4389,4389,4342,4311,4311,0.0464,0.5208,0.7334,19.493,1704,19.7934,1704,19.7249,19.1988,20.1316,2.2152,80,80,20,16,0.0136,1.2974,0.0271,20.9104,16,16.3239,20,2,16.2399
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S1244126495-18-SAT.cnf,1,3974,3974,3907,3879.3333,3898,3843,3763,3763,0.0263,0.5364,0.6223,26.7402,2243,29.043,2280,29.9684,25.7988,30.9618,4.2277,630,594,139,129,0.0167,0.2833,0.0874,33.1012,130,129.455,140,4,129.074
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S907861678-077.cnf,1,4349,4349,4349,4135,4220,4019,3952,3952,0.0117,0,0.7512,52.8188,15300,52.8478,15300,53.4118,50.8445,54.3159,2,180,180,36,30,0.0382,1.3334,0.0241,54.3159,30,29.9065,35,2,29.9856
