@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE TRINARYp NUMERIC

@DATA
SAT_RACE2006/SAT-Race_TS_2/schup-l2s-s04s2-09.cnf,1,0.2969,0.2059,0.3452,0.1302,0.2407,3.0137,0.5463,0.811
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl128.cnf,1,0.3258,0.196,0.1515,0.13,0.2858,1.6358,0.7465,0.6726
SAT_Competition2011/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug6.cnf,1,0.6355,0.0364,0.9987,0.9748,0.5,4.1237,0.4933,0.9588
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.080-SAT.cnf,1,0.9589,0.0714,0.9335,0.8865,0.1855,1.7343,0.6875,0.9647
SAT_RACE2008/anbul-part-10-13-s.cnf,1,0.6156,0.1814,0.7477,0.237,0.1302,2.8563,0.711,0.8676
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f7idw.cnf,1,0.1291,0.1264,0.6643,0.5468,0.4531,2.7419,0.1034,0.4442
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.0-9.cnf,1,0.9475,0.0193,0.9999,0.9906,1,4.2416,0.5808,0.9567
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.9614,0.0563,0.9837,0.9619,0.5,1.6665,0.34,0.9979
SAT_RACE2006/SAT-Race-Benchmarks/schup-l2s-guid-1-k56.cnf,1,0.3093,0.2058,0.3257,0.1155,0.4378,2.7501,0.3313,0.7505
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11813.cnf,1,?,?,?,?,?,?,?,?
SAT-Race-2010-CNF/hardware-verification/velev/12pipe_q0_k.cnf,1,0.9229,0.0193,0.9995,0.8215,0.5,3.8899,0.1918,0.9339
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,0.1209,0.1804,0.1566,0.0398,0.2404,2.2303,0.2195,0.7209
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,0.5673,0.1586,0.6145,0.1969,0.1923,3.1308,0.6525,0.9277
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L150_coli.sat.cnf,1,0.0831,0.0969,0.6491,0.6334,1,2.1455,0.0509,0.8256
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-ss-8.cnf,1,0.4161,0.2086,0.6957,0.5636,0.2171,1.76,0.3353,0.8711
SAT_Competition2011/SAT_RACE08/cnf/manol-pipe-c6bidw_i.cnf,1,0.1273,0.1341,0.6128,0.4104,0.4419,2.9427,0.1818,0.4693
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-08.cnf,1,0.2268,0.1964,0.2538,0.0636,0.2361,2.2492,0.5319,0.6965
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-2_14-k45.cnf,1,0.4974,0.1647,0.5007,0.2225,0.3871,2.9239,0.1198,0.7267
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray08_32.cnf,1,0.3404,0.2237,0.121,0.0382,0.2859,1.6874,0.36,0.6847
SAT_Competition2009/APPLICATION/SAT07/industrial/babic/hsatv17/hsat_vc11803.cnf,1,?,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-15-u.cnf,1,0.6067,0.1783,0.7419,0.2332,0.1439,2.9107,0.5667,0.8731
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,0.2785,0.1738,0.456,0.2869,0.2116,2.8663,0.1895,0.6665
SAT_RACE2008/ibm-2002-22r-k60.cnf,1,0.5034,0.1491,0.6278,0.2721,0.4599,3.4105,0.1031,0.703
SAT_Competition2011/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0.8894,0.0402,0.9496,0.7268,0.4999,4.037,0.575,0.9129
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,1,0.0236,0.0091,0.962,0.8777,0.5,1.1107,0.4899,0.0449
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray02_32.cnf,1,0.3412,0.2222,0.1233,0.0369,0.286,1.7069,0.6929,0.6795
SAT_RACE2008/cmu-bmc-longmult15.cnf,1,0.1273,0.1752,0.1837,0.1043,0.1622,2.2025,0.9438,0.797
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-04.cnf,1,0.1758,0.1109,0.3012,0.0861,0.2768,2.6901,0.6007,0.3796
SAT_RACE2008/schup-l2s-motst-2-k315.cnf,1,0.1924,0.1847,0.1733,0.1006,0.3167,2.5402,0.2505,0.8413
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-15.cnf,1,0.0611,0.1745,0.0144,0.0015,0.2405,1.0516,0.0877,0.5552
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-cha05-113.cnf,1,0.1245,0.1416,0.5972,0.2848,0.4342,3.0866,0.3598,0.5608
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/total-5-17-u.cnf,1,0.5753,0.1656,0.6486,0.2039,0.2021,3.0708,0.6285,0.9015
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,1,0.2035,0.2403,0.1721,0.0957,0.3213,2.0227,0.9853,0.8826
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_34.cnf,1,0.3937,0.006,0.6917,0.6917,0,0.2903,0.9256,0.9996
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_13_UNSAT.cnf,1,0.0157,0.0063,0.5049,0.3663,0.1871,2.5287,0.7363,0.9291
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-sat-1.0-b7.cnf,1,0.9264,0.0121,1,0.9978,0.5,4.251,0.0275,0.9761
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq3.cnf,1,0.89,0.0579,0.965,0.8164,1,4.1162,0.522,0.928
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-01.cnf,1,0.3302,0.1894,0.4917,0.1982,1,3.4414,0.3472,0.6914
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c10nidw_s.cnf,1,0.1265,0.1251,0.6601,0.5782,0.4429,2.621,0.0567,0.4502
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-sha0-35-03.cnf,1,0.0826,0.172,0.0061,0.0002,0.2106,0.846,0.1313,0.5335
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0.6633,0.2405,0.853,0.7562,0.1739,2.3661,0.6519,0.9396
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1,0.9787,0.1518,0.9469,0.4062,0.5294,2.3196,0.6957,0.9843
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7nidw.cnf,1,0.1271,0.1299,0.6344,0.4591,0.4633,2.8706,0.0994,0.4658
SAT-Race-2010-CNF/hardware-verification/ibm/2004_rb10Sd.k85.cnf,1,0.5003,0.1513,0.6169,0.2787,0.4229,3.3577,0.07,0.7018
SAT_Competition2007/industrial/industrial/grieu/vmpc_24.cnf,1,0.3914,0.0085,0.6934,0.6934,0,0.3614,0.9337,0.9993
SAT-Race-2010-CNF/mixed/palacios/sortnet-8-ipc5-h19-sat.cnf,1,0.401,0.0718,0.7812,0.3948,0.3646,3.7986,0.5161,0.5813
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-5-13-u.cnf,1,0.6234,0.1828,0.7383,0.2452,0.1383,2.8797,0.4909,0.8695
SAT-Race-2010-CNF/hardware-verification/manolios/c8n_i.cnf,1,0.1293,0.1417,0.5915,0.2609,0.4343,3.1199,0.4291,0.5676
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,0.8664,0.0503,1,0.9702,0.5,2.9827,0.1883,0.9106
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.1658,0.2115,0.1654,0.0669,0.2927,1.9771,0.1488,0.7275
SAT_Competition2011/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,0.0613,0.1745,0.0144,0.0015,0.2404,1.0549,0.0948,0.5555
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.9544,0.1248,0.887,0.1359,0.4302,2.5393,0.7097,0.9642
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-10-5p0.cnf,1,0.6039,0.1647,0.6598,0.2469,0.1629,2.8573,0.5719,0.85
SAT_Competition2011/SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,0.7903,0.0327,0.5615,0.4624,1,0.1093,0.4196,0.7903
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/total-5-15-s.cnf,1,0.5832,0.1677,0.6511,0.2121,0.1995,3.058,0.6042,0.901
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.9909,0.1425,0.9451,0.6155,0.6587,1.2974,0.5061,0.9911
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_13_UNKNOWN.cnf,1,0.0213,0.0091,0.4627,0.2225,0.201,2.4184,0.8177,0.9297
SAT_RACE2008/een-tip-sat-vis-eisen.cnf,1,0.2611,0.137,0.3235,0.0895,0.207,3.028,0.5364,0.6724
SAT_RACE2006/SAT-Race_TS_1/hoons-vbmc-s04-07.cnf,1,0.1826,0.2194,0.155,0.1542,0.2404,1.7183,0.4368,0.8105
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6idw_s.cnf,1,0.1285,0.137,0.6165,0.4254,0.4501,2.9195,0.184,0.4565
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7bidw_i.cnf,1,0.1229,0.1328,0.6206,0.4333,0.443,2.9052,0.125,0.4693
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,0.1239,0.1255,0.6558,0.5549,0.4428,2.6359,0.0619,0.4583
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-48-01.cnf,1,0.0718,0.1696,0.0104,0.0001,0.1579,0.971,0.0814,0.5408
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-f9b.cnf,1,0.1418,0.1291,0.6523,0.4807,0.4599,2.9372,0.2261,0.5104
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0.6633,0.2405,0.853,0.7562,0.1739,2.3661,0.6938,0.9396
SAT_RACE2008/ibm-2004-3_02_3-k95.cnf,1,0.5198,0.1596,0.5773,0.3081,0.4371,3.1708,0.2383,0.6764
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,0.9225,0.0443,0.9985,0.95,0.5,4.2244,0.2222,0.9442
SAT_RACE2008/post-cbmc-aes-d-r1.cnf,1,0.0064,0.0151,0.0606,0.037,0.3652,2.432,0.5093,0.0178
SAT_RACE2006/SAT-Race_TS_1/schup-l2s-s04-abp4.cnf,1,0.3034,0.2074,0.3672,0.1516,0.2415,2.8668,0.7461,0.8133
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-13-s100.cnf,1,0.6663,0.2411,0.8519,0.7566,0.1708,2.3578,0.694,0.9399
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h34-unknown.cnf,1,0.6435,0.0254,0.8353,0.4194,0.5,4.2552,0.8395,0.7317
SAT-Race-2010-CNF/cryptography/mizh/sha0_35_3.cnf,1,0.0826,0.172,0.0061,0.0002,0.2106,0.846,0.1094,0.5335
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-10.cnf,1,0.6715,0.1281,0.6505,0.3203,0.3342,3.568,0.7485,0.7416
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-08.cnf,1,0.2268,0.1964,0.2538,0.0636,0.2361,2.2492,0.7177,0.6965
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l05-ipc5-h27-unknown.cnf,1,0.6339,0.0313,0.8295,0.4197,0.5,4.2382,0.8159,0.7264
SAT_RACE2006/SAT-Race_TS_2/narai-vpn-sat05-02s.cnf,1,0.4582,0.1954,0.6149,0.4,0.5,2.0392,0.3958,0.7765
SAT-Race-2010-CNF/software-verification/nec/hard-15-U-10652.cnf,1,0.4407,0.1412,0.9934,0.7574,0.5,3.0943,0.5806,0.78
SAT_RACE2006/SAT-Race_TS_2/hoons-vbmc-s04-07.cnf,1,0.1826,0.2194,0.155,0.1542,0.2404,1.7183,0.4317,0.8105
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b9.cnf,1,0.9262,0.0121,1,0.9978,0.5,4.2466,0.0265,0.976
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,0.9285,0.0981,0.7383,0.3109,0.4568,3.2568,0.7098,0.9506
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l44_lambda.cnf,1,0.1875,0.115,0.6826,0.4941,1,3.1575,0.3998,0.7563
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8b_i.cnf,1,0.1282,0.1428,0.5806,0.2779,0.4309,3.1276,0.3671,0.5565
SAT_RACE2008/ibm-2002-30r-k85.cnf,1,0.6204,0.1296,0.626,0.221,0.3217,3.4396,0.1912,0.7904
SAT_Competition2011/SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,0.7749,0.1905,0.8159,0.7565,0.2661,0.6474,0.951,0.7749
SAT_Competition2011/SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,0.9262,0.0121,1,0.9978,0.5,4.2466,0.0211,0.976
SAT_Competition2011/SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,0.1886,0.1841,0.2003,0.0613,0.4274,2.545,0.3178,0.8371
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/schup-l2s-motst-2-k315.cnf,1,0.1924,0.1847,0.1733,0.1006,0.3167,2.5402,0.3648,0.8413
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c6n.cnf,1,0.133,0.134,0.6134,0.33,0.4585,3.1568,0.3378,0.519
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-dp11u10.cnf,1,0.3324,0.2051,0.4679,0.2337,0.1985,2.9669,0.84,0.7743
SAT_RACE2008/cmu-bmc-longmult13.cnf,1,0.1253,0.174,0.1834,0.0809,0.1918,2.2837,0.992,0.7903
SAT_RACE2008/mizh-md5-47-3.cnf,1,0.0722,0.1699,0.0107,0.0001,0.1579,0.9811,0.0869,0.5427
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-09.cnf,1,0.8296,0.0178,0.9995,0.769,0.5,4.0405,0.2281,0.9408
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-12.cnf,1,0.5614,0.1391,0.609,0.1973,0.4517,3.4094,0.319,0.7507
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_08_UNSAT.cnf,1,0.0256,0.0103,0.5447,0.4794,0.1703,2.6543,0.7606,0.8909
SAT_Competition2011/SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,0.3327,0.2089,0.3608,0.1859,0.1317,2.8772,0.9654,0.7667
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l40_lambda.cnf,1,0.1941,0.1163,0.6818,0.494,1,3.1773,0.6091,0.7535
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-term1mul.cnf,1,0.2298,0.1571,0.6866,0.5426,0.312,2.0588,0.7319,0.6918
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq4.cnf,1,0.897,0.0538,0.9793,0.8898,0.5,4.1776,0.6025,0.9316
SAT-Race-2010-CNF/hardware-verification/manolios/g9bidw.cnf,1,0.1387,0.1317,0.6353,0.4814,0.4635,2.8139,0.1131,0.4689
SAT_RACE2008/mizh-md5-48-5.cnf,1,0.072,0.1696,0.0103,0.0001,0.1579,0.9694,0.0922,0.5407
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-27.cnf,1,0.3922,0.0075,0.692,0.692,0,0.0208,0.9333,0.9994
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,0.1734,0.067,0.8307,0.8231,0.1642,1.4774,0.6876,0.3276
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxand/maxand064.cnf,1,0.3838,0.1111,0.7019,0.3361,0.4725,2.8825,0.8301,0.5069
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,0.9842,0.0402,0.9778,0.5,0.5,3.079,0.4651,0.9853
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0.9587,0.0718,0.9329,0.8855,0.1855,1.7881,0.7714,0.9645
SAT-Race-2010-CNF/cryptography/mizh/md5_47_4.cnf,1,0.0723,0.17,0.0106,0.0001,0.1579,0.9795,0.0874,0.5428
SAT_Competition2007/industrial/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,0.1619,0.1488,0.3523,0.2132,0.1811,2.7559,0.7911,0.5821
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/een-tip-sat-texas-tp-5e.cnf,1,0.4053,0.2421,0.5539,0.3679,0.7397,2.7663,0.972,0.8053
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc979.cnf,1,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0.0194,0.0089,0.5487,0.1537,0.2159,1.9915,0.8474,0.9482
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-10p1.cnf,1,0.515,0.1442,0.7772,0.3041,0.092,2.9439,0.6175,0.8694
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/smulo/smulo128.cnf,1,0.3279,0.2308,0.2181,0.0798,0.2259,1.5792,0.0526,0.8624
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-06.cnf,1,0.2317,0.124,0.3355,0.1092,0.291,3.0833,0.3716,0.4348
SAT_Competition2007/industrial/industrial/grieu/vmpc_27.cnf,1,0.3922,0.0075,0.692,0.692,0,0.0208,0.9404,0.9994
SAT-Race-2010-CNF/software-verification/nec/hard-12-U-7061.cnf,1,0.4172,0.1626,0.9433,0.5285,0.5,3.0545,0.4988,0.8476
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,0.526,0.2744,0.4862,0.3234,0.2851,2.4104,0.9804,0.8696
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?,?,?,?
SAT_RACE2008/ibm-2002-04r-k80.cnf,1,0.5867,0.1615,0.5473,0.2418,0.734,3.3371,0.647,0.7264
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,0.5987,0.176,0.7406,0.2208,0.1437,2.898,0.7872,0.8754
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-03-k70.cnf,1,0.4679,0.1583,0.4387,0.1378,1,3.2012,0.1955,0.7306
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.13.unsat.cnf,1,0.217,0.2415,0.1767,0.0978,0.3217,2.0668,0.9401,0.8857
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq46_a.cnf,1,0.8567,0.0542,1,0.9582,0.5,3.2107,0.6081,0.9043
SAT_RACE2008/post-cbmc-aes-ee-r2.cnf,1,0.0087,0.0172,0.0534,0.0196,0.3164,2.4662,0.1645,0.0316
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-15-10p1.cnf,1,0.5534,0.1526,0.7867,0.3228,0.0891,2.9748,0.4724,0.8636
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,0.2989,0.2195,0.2192,0.0928,0.2799,1.7409,0.246,0.8358
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_17_SAT.cnf,1,0.0188,0.0084,0.5962,0.1041,0.2182,2.3006,0.7646,0.9453
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,0.2174,0.2148,0.2338,0.0917,0.5,3.1361,0.8252,0.5776
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-05r-k90.cnf,1,0.6783,0.1265,0.662,0.3081,0.277,3.5313,0.3443,0.7474
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,0.2503,0.1012,0.8111,0.8045,0.1545,1.5172,0.7129,0.4874
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-26.cnf,1,0.218,0.1836,0.1494,0.0456,0.257,1.9086,0.2,0.6573
SAT_Competition2011/SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,0.816,0.087,0.8581,0.727,0.3971,3.8051,0.952,0.8734
SAT_Competition2007/industrial/industrial/grieu/vmpc_34.cnf,1,0.3937,0.006,0.6917,0.6917,0,0.2903,0.9412,0.9996
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,0.0691,0.043,0.1609,0.0415,0.3589,1.8378,0.5196,0.1927
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,0.1414,0.1969,0.5528,0.1564,0.2478,2.0429,0.2432,0.8375
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-27.cnf,1,0.3121,0.1818,0.3926,0.1647,0.2634,2.5713,0.9359,0.6876
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,0.9679,0.0143,1,0.9965,1,4.2266,0.4532,0.9716
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_06_UNSAT.cnf,1,0.0307,0.0114,0.6193,0.3856,0.1135,2.515,0.8291,0.8611
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,1,0.1924,0.1159,0.682,0.4968,1,3.1716,0.5881,0.7542
SAT_RACE2006/SAT-Race_TS_2/velev-sss-1.0-05.cnf,1,0.8087,0.0912,0.8379,0.672,0.4311,3.6462,0.978,0.863
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,0.2859,0.1947,0.385,0.2245,0.2229,2.991,0.0978,0.7131
SAT_RACE2008/manol-pipe-c8nidw.cnf,1,0.1213,0.1274,0.6543,0.5065,0.4632,2.7561,0.0654,0.4631
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-27r-k95.cnf,1,0.5577,0.1448,0.6062,0.2999,0.3508,3.3709,0.2308,0.7059
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-g10idw.cnf,1,0.1375,0.1309,0.6357,0.4959,0.4582,2.7719,0.1325,0.4593
SAT_RACE2008/anbul-dated-5-15-u.cnf,1,0.5939,0.1704,0.6355,0.2234,0.2023,3.1086,0.6685,0.9031
SAT_Competition2011/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,0.401,0.0718,0.7812,0.3948,0.3646,3.7986,0.5203,0.5813
SAT_RACE2006/SAT-Race_TS_1/velev-vliw-uns-2.0-02.cnf,1,0.88,0.0633,0.9346,0.7543,0.4806,4.0364,0.6582,0.923
SAT_Competition2011/SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.2182,0.2408,0.1765,0.097,0.3216,2.1014,0.9885,0.8797
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,0.1646,0.1524,0.4495,0.1652,0.3151,3.001,0.3234,0.5858
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,0.4233,0.1619,0.7375,0.3665,0.4958,3.0313,0.7313,0.8494
SAT_RACE2008/cmu-bmc-barrel6.cnf,1,0.1614,0.1325,0.1699,0.0077,0.3335,1.4903,0.9802,0.5641
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,0.1104,0.1892,0.0484,0.0134,0.2705,1.2747,0.0924,0.6279
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxor/minxor128.cnf,1,0.3615,0.0869,0.8151,0.4325,0.4697,2.0088,0.4032,0.4887
SAT_RACE2008/ibm-2002-22r-k80.cnf,1,0.541,0.1378,0.6564,0.3583,0.4742,3.6848,0.1377,0.6817
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,0.2671,0.214,0.2573,0.1464,0.4592,2.2843,0.5725,0.826
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,0.5038,0.1247,0.3994,0.1047,0.2529,3.2097,0.4364,0.9377
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c8b_i.cnf,1,0.1282,0.1428,0.5806,0.2779,0.4309,3.1276,0.4102,0.5565
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-11.cnf,1,0.4719,0.1567,0.5865,0.2238,0.305,2.7545,0.5978,0.7833
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04.cnf,1,0.7405,0.0811,0.8739,0.7109,0.2072,3.988,0.9817,0.8402
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_14_UNSAT.cnf,1,0.0152,0.0063,0.4888,0.3329,0.1938,2.5069,0.7818,0.9337
