@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC

@DATA
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.9451,0.9961,0.982,0.8145,0.6155,0.9909,0.2287,0.1425,0.9911,?,0.9909,?,1.2974,?,1,0.3021
./SAT05/industrial/grieu05/vmpc/vmpc_32.renamed-as.sat05-1919.cnf,1,0.6916,0.6916,0.6916,0.6917,0.6916,0.3933,0.0014,0.0063,0.9996,?,0.9996,?,0.2999,?,0.6988,0.0019
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom14.cnf,1,0.1579,0.5941,0.5371,0.2669,0.043,0.1483,0.2407,0.1822,0.7275,0.0001,0.3855,0.0027,2.3742,0.0342,0.9757,0.8887
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k100.cnf,1,0.1553,0.9056,0.7797,0.3276,0,0.3526,0.1631,0.1437,0.5175,?,0.5969,?,1.8473,?,0.9948,1.1372
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0.5487,0.9101,0.8717,0.5137,0.1537,0.0194,0.343,0.0089,0.9482,?,0.9482,?,1.9915,?,0.9972,0.6888
./SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_19_UNKNOWN.cnf,1,0.6105,0.9754,0.9304,0.5566,0.1773,0.0132,0.326,0.0056,0.9503,?,0.9503,?,2.3509,?,1,0.6584
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,1,1,1,0.9389,0.9701,0.8645,0.278,0.051,0.9094,?,0.9126,?,3.0266,?,1,0.1898
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom26.cnf,1,0.1568,0.6029,0.5573,0.2762,0.0403,0.1155,0.2463,0.1804,0.7202,?,0.3816,?,2.1792,?,0.9839,0.8906
SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.0044,0.3649,0.061,0.0753,0.0001,0.0807,0.0382,0.171,0.5286,0,0.5289,0.0003,0.8221,0.0007,0.7618,1.9015
./SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,0.58,0.9108,0.8412,0.5299,0.2039,0.5114,0.1636,0.1561,0.7261,?,0.6031,?,3.2519,?,0.9909,0.6003
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,0.7926,0.9504,0.8883,0.6475,0.3512,0.5243,0.1493,0.1468,0.8684,0,0.6977,0,2.9027,0.0002,1,0.4739
./SAT11/application/manthey/traffic/traffic_3b_unknown.cnf,1,0.2169,0.4457,0.3697,0.2283,0.0458,0.0913,0.0473,0.0685,0.2123,?,0.1457,?,1.5295,?,1,0.8356
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf,1,0.9995,1,1,0.804,0.7681,0.8292,0.3273,0.0178,0.9405,?,0.9403,?,4.0386,?,1,0.4209
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom17.cnf,1,0.1572,0.5938,0.5503,0.268,0.0392,0.134,0.2432,0.1811,0.7237,?,0.382,?,2.2983,?,0.9902,0.8928
./SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,0.831,0.9146,0.8787,0.8468,0.8238,0.1734,0.2116,0.067,0.3276,?,0.9519,?,1.4774,?,0.9791,0.0626
./SAT09/APPLICATIONS/diagnosis/UCG-15-5p0.cnf,1,0.7127,0.8863,0.8426,0.553,0.2217,0.555,0.1447,0.1567,0.8542,0,0.7034,0.0001,2.9386,0.0003,0.9998,0.5985
./SAT02/industrial/goldberg/rand_net/rand_net70-60-10.shuffled.cnf,1,0.5075,0.7484,0.6455,0.4842,0.3395,0.5332,0.1084,0.2724,0.8745,0.0003,0.6047,0.0006,2.4188,0.014,0.9782,0.4421
./SAT11/application/leberre/2dimensionalstrippacking/E02F17.cnf,1,0.8251,0.8979,0.8626,0.839,0.8201,0.2109,0.207,0.083,0.3812,?,0.9406,?,1.471,?,0.9787,0.0546
./SAT04/industrial/hoonsang/vis-bmc/dekker.used-as.sat04-989.cnf,1,0.1937,0.6904,0.354,0.2838,0.1073,0.1653,0.3005,0.1984,0.7937,?,0.6074,?,3.1594,?,1,0.8903
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_3_keyfind_1.cnf,1,0.0099,0.1518,0.0577,0.048,0,0.0526,0.0537,0.1714,0.4137,0.0013,0.2519,0.0068,1.3434,0.0116,0.4241,1.5673
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,0.9468,0.9971,0.9833,0.8162,0.6155,0.9903,0.2279,0.1424,0.9906,?,0.9904,?,1.3576,?,1,0.3019
./SAT11/application/manthey/traffic/traffic_kkb_unknown.cnf,1,0.1663,0.5533,0.4163,0.2471,0.043,0.0716,0.0506,0.0454,0.1929,?,0.1254,?,1.8364,?,1,0.9661
./SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,0.4495,0.678,0.5997,0.3962,0.1652,0.1646,0.1209,0.1524,0.5858,?,0.4893,?,3.001,?,0.9996,0.592
./SAT07/industrial/crypto/mizh-sha0-36-2.cnf,1,0.0043,0.3649,0.0608,0.0751,0.0001,0.0805,0.0383,0.1709,0.5284,0,0.5291,0.0003,0.8229,0.0007,0.7552,1.9036
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.130-NOTKNOWN.cnf,1,0.9836,0.9945,0.9919,0.9612,0.9618,0.9612,0.3263,0.0567,0.9978,?,0.9612,?,1.7113,?,0.9998,0.1006
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_4_keyfind_1.cnf,1,0.0099,0.152,0.0577,0.0478,0,0.0478,0.0535,0.1706,0.4164,0.001,0.2465,0.0051,1.3382,0.0086,0.4241,1.5661
./SAT07/industrial/anbulagan/hard-sat/partial-10-13-s.cnf,1,0.7477,0.8816,0.8383,0.5754,0.237,0.6156,0.1616,0.1814,0.8676,0,0.7444,0,2.8563,0.0001,0.9456,0.5534
./SAT09/APPLICATIONS/bitverif/countbitswegner/countbitswegner128.cnf,1,0.1335,0.8193,0.7261,0.3889,0.1248,0.4499,0.0966,0.2156,0.7375,0,0.5946,0.0001,1.5733,0.0045,1,0.8886
./SAT09/APPLICATIONS/crypto/desgen/gss-14-s100.cnf,1,0.851,0.9251,0.9005,0.7561,0.756,0.666,0.1526,0.2411,0.9395,0.0001,0.8972,0.0005,2.3663,0.0039,0.9696,0.3328
SAT_RACE08/cnf/ibm-2004-01-k90.cnf,1,0.5714,0.8666,0.7816,0.512,0.2581,0.5476,0.1445,0.1645,0.7126,0,0.6184,0.0003,3.0442,0.0024,0.9926,0.5676
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_15_SAT.cnf,1,0.459,0.9253,0.8148,0.4769,0.1301,0.0214,0.3258,0.0095,0.9384,?,0.9384,?,2.2258,?,0.9962,0.7321
./SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf,1,0.7146,0.8873,0.8434,0.5468,0.2193,0.5979,0.1456,0.1643,0.8484,0,0.7241,0.0001,2.869,0.0005,0.972,0.6058
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step11.cnf,1,0.7361,0.9648,0.9586,0.6384,0.3094,0.9287,0.3206,0.0983,0.9506,?,0.9289,?,3.2613,?,1,0.5448
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top29.cnf,1,0.5498,0.5899,0.5664,0.4049,0.156,0.1424,0.1838,0.1967,0.8369,?,0.4254,?,2.0418,?,0.9891,0.5648
./SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,0.8159,0.8328,0.8285,0.794,0.7565,0.7749,0.1403,0.1905,0.7749,0.0182,0.5844,0.0334,0.6474,0.2364,0.8331,0.0499
./SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,0.9985,1,1,0.8767,0.95,0.9225,0.2482,0.0443,0.9442,?,0.9381,?,4.2244,?,1,0.3126
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,1,0.9834,0.9945,0.9918,0.961,0.9619,0.9607,0.3258,0.0573,0.9978,?,0.9607,?,1.6815,?,0.999,0.101
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,0.5575,0.7443,0.6746,0.5524,0.4458,0.7903,0.0364,0.0327,0.7903,?,0.595,?,0.1093,?,1,0.2747
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0.7734,0.9044,0.8723,0.5813,0.2554,0.5625,0.1493,0.155,0.8596,0,0.7119,0,2.8898,0.0003,1,0.5785
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,0.456,0.683,0.5536,0.4247,0.2869,0.2785,0.1406,0.1738,0.6665,?,0.4489,?,2.8663,?,0.9788,0.4508
./SAT11/application/fuhs/AProVE11/AProVE11-13.cnf,1,0.1397,0.6289,0.5393,0.2747,0.0245,0.1302,0.0451,0.1918,0.6138,?,0.5595,?,1.1386,?,0.9522,0.9632
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq9.used-as.sat04-719.cnf,1,0.999,1,1,0.8965,0.9595,0.9227,0.2583,0.0418,0.9438,?,0.9389,?,4.2401,?,1,0.2726
./SAT02/industrial/aloul/Homer/homer17.shuffled.cnf,1,0.8295,0.8378,0.8373,0.8279,0.82,0.8293,0,0.1515,0.8293,0.0134,0.6375,0.0252,0,0.134,0.8383,0.0137
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-nlzbe256-tseitin.cnf,1,0.2925,1,0.8983,0.4583,0.1528,0.1875,0.0891,0.184,0.907,?,0.5422,?,0.1832,?,1,0.7909
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-c.used-as.sat04-317.cnf,1,0.1973,0.9047,0.618,0.37,0.1964,0.0097,0.2887,0.013,0.0098,?,0.0104,?,1.3217,?,1,0.8203
SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,0.7375,0.9919,0.9333,0.6418,0.3665,0.4233,0.1727,0.1619,0.8494,?,0.4774,?,3.0313,?,1,0.4977
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,1,1,1,0.9393,0.9702,0.8664,0.2785,0.0503,0.9106,?,0.9141,?,2.9827,?,1,0.1871
./SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,0.0484,0.5343,0.3532,0.1721,0.0134,0.1104,0.056,0.1892,0.6279,?,0.5247,?,1.2747,?,0.9411,1.1966
./SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,0.7756,0.9647,0.8763,0.6313,0.3367,0.5147,0.1492,0.1437,0.8696,0,0.6924,0,2.9565,0.0002,1,0.5061
./SAT11/application/leberre/2dimensionalstrippacking/korf-15.cnf,1,0.8121,0.8762,0.8388,0.8167,0.8037,0.2501,0.1953,0.1011,0.4653,?,0.9245,?,1.5739,?,0.9881,0.0696
./SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,1,0.9441,0.9894,0.9734,0.8931,0.8492,0.0591,0.2278,0.023,0.1107,?,0.9498,?,1.2131,?,1,0.145
SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,1,1,1,0.9269,0.9978,0.9262,0.276,0.0121,0.976,?,0.976,?,4.2466,?,1,0.2047
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.080-SAT.cnf,1,0.9335,0.9828,0.9571,0.8895,0.8865,0.9589,0.2546,0.0714,0.9647,?,0.9589,?,1.7343,?,0.999,0.1707
./SAT05/industrial/narain05/vpn/clauses-8.renamed-as.sat05-1964.cnf,1,0.9117,0.9786,0.9751,0.8709,0.8251,0.5361,0.1574,0.2059,0.7837,?,0.8946,?,1.7972,?,0.9998,0.1959
./SAT11/application/fuhs/AProVE11/AProVE11-15.cnf,1,0.115,0.4283,0.3699,0.1912,0.0432,0.1439,0.061,0.2025,0.6685,0,0.5382,0.0002,1.4789,0.0038,0.9899,0.905
./SAT07/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,1,0.6568,0.8601,0.8079,0.5407,0.2448,0.6153,0.1565,0.178,0.892,0,0.7552,0.0001,3.0829,0.0003,0.9829,0.5609
./SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,0.8516,0.9253,0.9007,0.7519,0.748,0.6586,0.1543,0.2406,0.9386,0.0001,0.8909,0.0004,2.3826,0.0036,0.9719,0.34
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_2_keyfind_1.cnf,1,0.0021,0.0909,0.0363,0.0233,0,0.0263,0.018,0.0823,0.158,0.0007,0.1326,0.0124,0.9857,0.0206,0.1875,1.6378
./SAT07/industrial/anbulagan/hard-unsat/total-10-17-u.cnf,1,0.6216,0.8521,0.7928,0.5095,0.1863,0.5664,0.1606,0.1587,0.9247,0,0.7449,0,3.1,0.0002,0.9765,0.6106
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom25.cnf,1,0.1568,0.6014,0.5569,0.2751,0.0402,0.1166,0.246,0.1803,0.7204,?,0.3812,?,2.1964,?,0.9867,0.8909
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,0.4468,0.7988,0.6155,0.4442,0.2671,0.2421,0.1293,0.1666,0.5634,?,0.4528,?,3.1934,?,0.9971,0.5309
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.040-NOTKNOWN.cnf,1,0.924,0.9722,0.9375,0.8941,0.9119,0.9582,0.2533,0.0726,0.9642,?,0.9582,?,1.9018,?,0.9958,0.158
SAT_RACE08/cnf/ibm-2004-23-k100.cnf,1,0.6023,0.9077,0.8271,0.5668,0.3385,0.5298,0.1663,0.1364,0.6673,?,0.6114,?,3.6888,?,0.9999,0.5026
./SAT11/application/manthey/traffic/traffic_r_sat.cnf,1,0.6451,0.999,0.9413,0.6438,0.4752,0.0403,0.0396,0.029,0.1416,?,0.0879,?,1.6893,?,1,0.4335
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,0.5237,0.956,0.6164,0.5223,0.4209,0.0266,0.2909,0.0111,0.9016,?,0.9016,?,2.3353,?,0.967,0.4929
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,1,0.8251,0.9917,0.8251,0.7827,0.7842,0.8901,0.1926,0.0968,0.8982,0.0043,0.9249,0.0668,1.7802,0.4953,1,0.2369
./SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,0.3608,0.6623,0.5703,0.371,0.1859,0.3327,0.1177,0.2089,0.7667,0.0054,0.5443,0.0211,2.8772,0.0787,0.8063,0.606
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top24.cnf,1,0.5463,0.5853,0.5721,0.3998,0.1547,0.1503,0.1829,0.1962,0.834,?,0.4237,?,2.1138,?,0.984,0.5759
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-4.025-NOTKNOWN.cnf,1,0.9994,1,1,0.9895,0.9952,0.9796,0.077,0.1112,0.9797,?,0.9795,?,1.1015,?,1,0.0405
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top23.cnf,1,0.5424,0.5847,0.5723,0.3977,0.1553,0.1526,0.182,0.1961,0.8334,?,0.4237,?,2.0978,?,0.9866,0.5782
./SAT09/APPLICATIONS/bioinfo/q_query_3_L150_coli.sat.cnf,1,0.6491,0.8839,0.7066,0.6421,0.6334,0.0831,0.1402,0.0969,0.8256,?,0.4301,?,2.1455,?,1,0.2682
./SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,0.8111,0.8746,0.8357,0.8222,0.8045,0.2503,0.2054,0.1012,0.4874,?,0.92,?,1.5172,?,0.9795,0.0526
./SAT09/APPLICATIONS/bitverif/smulo/smulo064.cnf,1,0.2191,0.5181,0.3224,0.2143,0.0815,0.3288,0.0648,0.2308,0.8594,0.0001,0.5018,0.0006,1.6324,0.0078,0.9997,0.8014
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,0.3994,0.8445,0.738,0.4245,0.1047,0.5038,0.1632,0.1247,0.9377,0,0.7152,0.0001,3.2097,0.0003,1,0.752
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp2-tseitin.cnf,1,0.2095,0.9616,0.4807,0.3518,0.1553,0.1966,0.136,0.2187,0.7678,?,0.6098,?,2.8716,?,1,0.8597
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,0.1568,0.5953,0.5604,0.2712,0.0396,0.1253,0.2443,0.1805,0.7219,?,0.3808,?,2.258,?,0.9795,0.8956
./SAT11/application/leberre/2dimensionalstrippacking/E03N17.cnf,1,0.826,0.905,0.8583,0.8384,0.818,0.209,0.2025,0.0823,0.3925,?,0.9401,?,1.5619,?,0.9822,0.0612
./SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl064.cnf,1,0.1413,0.4357,0.2217,0.1812,0.093,0.3255,0.0528,0.1964,0.6713,?,0.5425,?,1.6859,?,1,0.7022
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.9466,0.9955,0.9849,0.8143,0.6157,0.9898,0.2283,0.1447,0.9899,?,0.9899,?,1.2996,?,1,0.3054
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,0.7472,0.901,0.863,0.5737,0.2511,0.5497,0.1478,0.1536,0.863,0,0.7052,0,2.8965,0.0003,1,0.5825
./SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,0.6829,0.8211,0.7361,0.6108,0.4997,0.1844,0.1635,0.1144,0.7576,?,0.5413,?,3.1443,?,1,0.3355
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,1,0.2168,0.9631,0.5035,0.3549,0.1584,0.1969,0.1354,0.2186,0.767,?,0.606,?,2.897,?,1,0.8471
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,0.4133,0.7507,0.6321,0.4182,0.214,0.3179,0.1362,0.1963,0.7239,?,0.5349,?,2.9871,?,1,0.5961
./SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf,1,0.7917,0.962,0.9619,0.7755,0.7504,0.9227,0.2708,0.1096,0.9275,0.0001,0.7119,0.0004,1.6906,0.0169,1,0.2519
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,0.9835,0.9945,0.9919,0.9612,0.962,0.9607,0.326,0.0571,0.9978,?,0.9607,?,1.6649,?,0.999,0.1007
./SAT02/industrial/biere/dinphil/dp04u03.shuffled.cnf,1,0.4123,0.6628,0.5659,0.3808,0.1626,0.3215,0.1196,0.2084,0.7802,0.0076,0.5197,0.0296,3.0229,0.0826,0.8616,0.5909
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-30-step11.cnf,1,0.8149,0.8869,0.8383,0.6282,0.3636,0.9691,0.3246,0.106,0.9748,?,0.9692,?,2.6029,?,0.999,0.5163
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k20.cnf,1,0.0205,0.907,0.8179,0.3097,0,0.3255,0.1509,0.1339,0.473,?,0.5903,?,1.5411,?,0.9948,1.245
SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,0.626,0.9363,0.8409,0.5441,0.221,0.6204,0.2054,0.1296,0.7904,?,0.7078,?,3.4396,?,0.9866,0.5928
./SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,1,0.785,0.9322,0.8881,0.6252,0.3063,0.5174,0.1481,0.1453,0.8699,0,0.6953,0,2.8611,0.0002,1,0.5121
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-countbits128-tseitin.cnf,1,0.134,0.7364,0.7265,0.3795,0.1248,0.4538,0.0978,0.2161,0.7422,0,0.5989,0.0001,1.633,0.0046,1,0.8951
./SAT11/application/fuhs/AProVE11/AProVE11-02.cnf,1,0.0739,0.4356,0.3478,0.1633,0.0117,0.1172,0.0517,0.1932,0.6372,?,0.5277,?,1.1657,?,0.9397,1.1061
./SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.1765,0.5712,0.3348,0.2421,0.097,0.2182,0.0924,0.2408,0.8797,0.0012,0.5005,0.0041,2.1014,0.0298,0.83,0.8147
./SAT09/APPLICATIONS/crypto/desgen/gss-27-s100.cnf,1,0.8512,0.9253,0.9011,0.7508,0.7476,0.6557,0.1512,0.2406,0.9402,0.0001,0.8898,0.0004,2.3427,0.0035,0.9718,0.3426
./SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,0.6916,0.6929,0.6916,0.6918,0.6916,0.3927,0.0016,0.007,0.9995,?,0.9995,?,0,?,0.6957,0.0022
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-3.035-NOTKNOWN.cnf,1,0.9973,1,0.9995,0.9808,0.9864,0.9765,0.066,0.1183,0.9766,?,0.9763,?,1.1544,?,1,0.0563
./SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,0.5241,0.9573,0.607,0.5268,0.4513,0.0244,0.2908,0.0101,0.9015,?,0.9015,?,2.3619,?,0.9666,0.4816
./SAT07/industrial/palacios/hard/sortnet-7-ipc5-h15-unsat.cnf,1,0.7886,0.9628,0.91,0.671,0.4466,0.4366,0.2327,0.0795,0.6095,?,0.672,?,3.8257,?,0.9998,0.4364
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug6_q0.used-as.sat04-725.cnf,1,0.9995,1,1,0.8034,0.7648,0.829,0.3271,0.0179,0.9405,?,0.9403,?,4.0561,?,1,0.4221
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,1,1,1,0.9277,0.9965,0.9679,0.2828,0.0143,0.9716,?,0.9716,?,4.2266,?,1,0.2263
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf,1,0.4476,0.6505,0.5841,0.43,0.2955,0.2075,0.1238,0.1541,0.571,?,0.4961,?,2.8824,?,1,0.436
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom21.cnf,1,0.1567,0.5962,0.5611,0.2718,0.0396,0.1228,0.2448,0.1804,0.7214,?,0.3805,?,2.2377,?,0.9883,0.8952
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,0.2559,0.5329,0.5252,0.293,0.1465,0.2645,0.1816,0.2139,0.8274,?,0.5192,?,2.2615,?,0.9338,0.7137
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.9468,0.9961,0.9859,0.8146,0.6157,0.9896,0.2278,0.1447,0.9897,?,0.9897,?,1.3245,?,1,0.3055
./SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf,1,0.3152,0.5092,0.4878,0.2789,0.0908,0.282,0.072,0.2853,0.9742,0.0005,0.564,0.0007,0.7916,0.0139,0.9492,0.7427
./SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,0.5377,0.5853,0.5718,0.3957,0.1536,0.1551,0.1809,0.1961,0.8328,?,0.4238,?,2.1335,?,0.9907,0.5822
./SAT11/application/manthey/traffic/traffic_pcb_unknown.cnf,1,0.152,0.661,0.411,0.2476,0.0396,0.0687,0.076,0.0423,0.2017,?,0.1283,?,2.055,?,1,1.0129
./SAT11/application/fuhs/AProVE11/AProVE11-12.cnf,1,0.2066,0.4783,0.4045,0.2488,0.0789,0.1961,0.0879,0.2211,0.7625,0.0001,0.5535,0.0005,2.0783,0.0096,0.9751,0.7731
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k80.cnf,1,0.1245,0.9064,0.7805,0.3241,0,0.3465,0.1608,0.1415,0.5075,?,0.5954,?,1.7922,?,0.9948,1.159
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,0.9186,0.9863,0.9641,0.7892,0.5847,0.9876,0.2358,0.1467,0.988,?,0.9876,?,1.3643,?,1,0.3328
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,0.2192,0.5808,0.4731,0.2783,0.0928,0.2989,0.0857,0.2195,0.8358,?,0.5618,?,1.7409,?,1,0.7573
./SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT11/application/leberre/2dimensionalstrippacking/E00N23.cnf,1,0.9705,0.999,0.9882,0.9225,0.8934,0.0159,0.228,0.0061,0.0308,?,0.9671,?,1.0465,?,1,0.1272
./SAT09/APPLICATIONS/diagnosis/UTI-10-5t1.cnf,1,0.5616,0.8692,0.7816,0.4902,0.1926,0.6007,0.1515,0.1568,0.888,0,0.7424,0.0001,3.1212,0.0008,1,0.6352
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,0.6236,0.7437,0.685,0.578,0.5185,0.8831,0.0948,0.0267,0.8831,?,0.8831,?,0.7626,?,1,0.3001
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.3114,0.627,0.4978,0.3349,0.1464,0.2983,0.1826,0.2105,0.7638,0.0007,0.5498,0.005,2.8812,0.0587,0.9995,0.6585
