@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC

@DATA
SAT11/random/medium/unif-k7-r89-v70-c6230-S1960545292-083.UNKNOWN.cnf,1,4582,4582,4476,4441.8,4401,4390,4360,4360,0.0111,0,25.5096,25.6508,0.0111,0,0.018,25.759,25.7323,0.7563,25.872,2,1.8176,0.0091,0.0111,0.1,0.1133,26.0301,0.1,0.1,0.1,6230,6230,0.0065
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S510739670-068.UNKNOWN.cnf,1,3943,3943,3835,3738.5714,3684,3682,3603,3603,0.0196,0.0212,30.6554,32.5426,0.0094,0.014,0.0284,34.1957,33.0278,0.5166,37.7324,4.0031,0.2888,0.0058,0.0036,0.0078,0.0105,38.9903,0.0047,0.0047,0.0047,2769,2758,0.0023
SAT11/random/medium/unif-k7-r89-v60-c5340-S385597856-055.SATISFIABLE.cnf,1,4605,4605,4544,4521.4,4510,4484,4464,4464,0.011,0,22.3918,22.6794,0.011,0,0.011,22.7553,22.6887,0.7737,22.796,2,1.8627,0.0105,0.011,0.1167,0.126,23.2204,0.1167,0.1167,0.1167,5340,5340,0.0077
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S890760919-021.SATISFIABLE.cnf,1,3186,3582,2962,1845.9286,1716,922,786,822,0.0165,0.0946,28.4388,29.0426,0.0077,0.0341,0.5536,33.708,33.7156,0.5045,38.1813,4.0191,0.2657,0.0047,0.0029,0.0051,0.0085,40.4099,0.0039,0.0039,0.0038,3408,3393,0.0019
SAT11/random/large/unif-k7-r85-v300-c25500-S926861876-013-UNKNOWN.cnf,1,184,313,148,146.3438,137,126,99,113,0.0117,0,48.9403,50.4254,0.0117,0,0.2882,52.079,52.3613,0.7164,53.3431,2,1.0752,0.0023,0.0117,0.0233,0.026,54.2644,0.0233,0.0233,0.0233,25500,25500,0.0015
SAT11/random/large/unif-k5-r20-v1500-c30000-S64154096-097-UNKNOWN.cnf,1,32,58,27,24.7168,24,21,15,19,0.0157,0,54.08,61,0.0117,0,0.2419,66.3107,65.913,0.5897,71.8125,3,0.2808,0.0012,0.0085,0.0033,0.0046,75.3793,0.0033,0.0033,0.0033,30000,30000,0.0006
SAT11/random/large/unif-k5-r20-v1250-c25000-S1103412232-098-UNKNOWN.cnf,1,45,63,34,31.8519,30,26,21,24,0.0176,0,52.3929,57.2188,0.0137,0,0.2509,61.7119,61.375,0.5629,66.2,3,0.303,0.0012,0.0095,0.004,0.0054,70.6364,0.004,0.004,0.004,25000,25000,0.0007
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S471691933-060-UNKNOWN.cnf,1,7,10,5,3.6667,3,2,1,1,0.0005,0.2925,54.8,70.3333,0.0002,0.0473,0.593,100.28,91.8333,0.2425,120,5.9143,0.5547,0.0001,0,0.0002,0.0002,155,0.0001,0.0001,0.0001,168000,167019,0
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1406921020-013.UNKNOWN.cnf,1,4064,4064,4029,3945,3921,3878,3851,3851,0.0262,0.0617,23.5663,25.6325,0.0132,0.0263,0.0196,25.9852,26.1844,0.567,26.8127,4.0113,0.3578,0.0078,0.0021,0.0112,0.0131,27.6225,0.0068,0.0068,0.0067,1917,1912,0.0035
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf,1,3873,3873,3836,3778.1429,3774,3727,3705,3705,0.0211,0.0384,32.07,32.2526,0.0096,0.0198,0.0147,33.9853,32.9579,0.4969,34.6092,4.0063,0.2918,0.0058,0.0036,0.0079,0.0105,38.5448,0.0048,0.0048,0.0047,2769,2752,0.0023
SAT11/random/large/unif-k5-r20-v1500-c30000-S1793954886-065-UNKNOWN.cnf,1,30,56,27,24.1858,24,20,14,17,0.015,0,57.3125,63.9524,0.0117,0,0.2584,68.4821,69.7083,0.5711,73.12,3,0.2961,0.0011,0.0085,0.0033,0.0044,78.3478,0.0033,0.0033,0.0033,30000,30000,0.0006
SAT11/random/medium/unif-k7-r89-v90-c8010-S1828831772-021.SATISFIABLE.cnf,1,4520,4520,4520,4401.75,4421,4364,4302,4302,0.0111,0,30.7844,31.3078,0.0111,0,0.0182,31.3803,31.5558,0.7502,31.873,2,1.7225,0.0066,0.0111,0.0778,0.0841,31.873,0.0778,0.0778,0.0778,8010,8010,0.0047
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1465579926-097.UNKNOWN.cnf,1,4418,4418,4401,4293.8571,4271,4237,4175,4175,0.0465,0.6134,22.3282,22.7303,0.0459,0.1704,0.019,23.2896,23.4902,0.7499,23.9657,2.697,1.2145,0.0155,0.0441,0.05,0.0634,23.9916,0.05,0.05,0.05,2130,2130,0.0102
SAT11/random/medium/unif-k7-r89-v70-c6230-S560963242-048.UNKNOWN.cnf,1,4580,4580,4480,4435.2,4395,4365,4356,4356,0.0111,0,25.4337,25.4865,0.0111,0,0.0191,25.724,25.5722,0.7634,25.7826,2,1.8326,0.0083,0.0111,0.1,0.109,26.3452,0.1,0.1,0.1,6230,6230,0.0059
SAT11/random/medium/unif-k7-r89-v50-c4450-S1082084494-034.UNKNOWN.cnf,1,4599,4599,4561,4555.2,4556,4544,4516,4516,0.011,0,19.3015,19.403,0.011,0,0.0059,19.5631,19.6457,0.7783,19.7221,2,1.949,0.0126,0.011,0.14,0.1494,19.7432,0.14,0.14,0.14,4450,4450,0.0092
SAT11/random/large/unif-k5-r20-v1000-c20000-S107009952-009-UNKNOWN.cnf,1,58,86,48,43.3529,41,36,28,33,0.0213,0,50.439,52.5556,0.0165,0,0.2406,56.684,55.55,0.5976,59.7941,3,0.3267,0.0017,0.0122,0.005,0.0066,64.7895,0.005,0.005,0.005,20000,20000,0.0009
SAT11/random/large/unif-k5-r20-v750-c15000-S3662714-068-UNKNOWN.cnf,1,84,134,72,65.4556,61,55,43,50,0.0268,0,47.8472,49.0417,0.0207,0,0.2569,51.7941,51.5393,0.6066,53.5088,3,0.4228,0.0022,0.0145,0.0067,0.0093,57.087,0.0067,0.0067,0.0067,15000,15000,0.0012
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S816372663-049.UNKNOWN.cnf,1,4063,4063,4001,3872,3827,3792,3785,3785,0.021,0,28.386,29.2055,0.011,0,0.0269,30.5291,29.6781,0.5226,32.6603,4,0.3168,0.0064,0.0043,0.0074,0.0107,34.5779,0.0056,0.0056,0.0055,2343,2335,0.0028
SAT11/random/large/unif-k7-r85-v300-c25500-S1286362348-008-UNKNOWN.cnf,1,165,309,143,139.2941,129,118,94,107,0.0117,0.0402,49.032,50.313,0.0117,0.0406,0.3031,51.8292,51.3095,0.7152,53.8095,2.0067,1.0955,0.0023,0.0117,0.0233,0.0257,54.5957,0.0233,0.0233,0.0233,25500,25500,0.0015
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1023920765-089.SATISFIABLE.cnf,1,3972,3972,3930,3895.4286,3885,3863,3849,3849,0.0283,0,22.2991,23.9974,0.0149,0,0.0103,24.7939,24.6048,0.5943,25.8802,4,0.386,0.0088,0.0059,0.0127,0.0147,27.6125,0.0077,0.0077,0.0076,1704,1696,0.0039
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1514125851-037.UNKNOWN.cnf,1,4066,4066,3970,3883.2857,3867,3823,3754,3754,0.0316,0,25.8617,26.6677,0.0123,0,0.0247,28.2759,27.3516,0.5514,29.1866,4,0.3368,0.0071,0.0047,0.0102,0.016,34.0448,0.0062,0.0062,0.0061,2130,2119,0.003
SAT11/random/medium/unif-k7-r89-v60-c5340-S969033069-088.SATISFIABLE.cnf,1,4594,4594,4530,4491.2,4478,4452,4402,4402,0.011,0,22.2489,22.6497,0.011,0,0.0147,22.8044,22.6949,0.7708,22.9078,2,1.8447,0.0096,0.011,0.1167,0.1266,23.5207,0.1167,0.1167,0.1167,5340,5340,0.0074
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S709305826-098-UNKNOWN.cnf,1,7,12,5,3.7283,3,2,1,1,0.0005,0.3425,59.75,72.3333,0.0002,0.0527,0.5999,96.1626,91,0.2658,110.3333,5.8919,0.6316,0.0001,0,0.0002,0.0002,139,0.0001,0.0001,0.0001,168000,166812,0
SAT11/random/medium/unif-k7-r89-v70-c6230-S1351138814-007.SATISFIABLE.cnf,1,4605,4605,4479,4444.4,4411,4402,4325,4325,0.0111,0,25.4811,25.5742,0.0111,0,0.0211,25.8163,25.6599,0.7588,26.0793,2,1.8064,0.0098,0.0111,0.1,0.1117,26.2869,0.1,0.1,0.1,6230,6230,0.0063
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S43885340-006-UNKNOWN.cnf,1,19,32,14,11.6822,11,8,5,6,0.0012,0.3134,48.9091,55.125,0.0004,0.0575,0.4173,65.3405,63.8182,0.3078,73.9167,5.0947,0.0821,0.0003,0,0.0004,0.0006,85.2,0.0002,0.0002,0.0002,63000,62521,0.0001
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1452052526-056.UNKNOWN.cnf,1,4115,4115,4112,4051.5714,4055,4011,3956,3956,0.0447,0,16.7186,17.3745,0.0197,0,0.0127,18.1934,17.8407,0.6195,19.5479,4,0.4355,0.0173,0.0047,0.0169,0.0228,20.158,0.0102,0.0102,0.0102,1278,1274,0.005
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S903594090-011-UNKNOWN.cnf,1,27,48,22,18.5,17,14,8,11,0.0017,0.032,42.7059,48.9286,0.0006,0.0142,0.3591,53.9201,54,0.3046,59,5.0051,0.093,0.0005,0.0001,0.0005,0.0008,65.4,0.0003,0.0003,0.0003,42000,41691,0.0002
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S709804505-031-UNKNOWN.cnf,1,27,43,21,18.5826,17,14,7,12,0.0015,0,41.75,47,0.0006,0,0.3635,54.1087,54,0.2978,59.7692,5,0.0966,0.0005,0.0001,0.0005,0.0007,66.8889,0.0003,0.0003,0.0003,42000,41704,0.0002
SAT11/random/large/unif-k5-r20-v2000-c40000-S1993071608-084-UNKNOWN.cnf,1,24,36,21,17.925,17,15,9,13,0.0122,0,60,65.8125,0.0091,0,0.2585,73.9585,73,0.5547,80.5238,3,0.2386,0.001,0.006,0.0025,0.0034,87.6,0.0025,0.0025,0.0025,40000,40000,0.0005
SAT11/random/medium/unif-k7-r89-v50-c4450-S1374457799-001.UNKNOWN.cnf,1,4630,4630,4568,4559.8,4550,4546,4505,4505,0.011,0,19.3149,19.6593,0.011,0,0.0089,19.7041,19.7488,0.7741,19.8647,2,1.9575,0.0115,0.011,0.14,0.1492,19.9328,0.14,0.14,0.14,4450,4450,0.009
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1741857700-014.UNKNOWN.cnf,1,4458,4458,4386,4292.4286,4252,4233,4222,4222,0.0465,0.6134,22.5391,22.6185,0.0459,0.1704,0.0198,23.2501,23.3463,0.7053,23.8518,2.697,1.184,0.0141,0.0441,0.05,0.0634,24.2734,0.05,0.05,0.05,2130,2130,0.0092
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S906725726-060.SATISFIABLE.cnf,1,4444,4444,4421,4399.7143,4409,4366,4355,4355,0.0463,0.5221,18.346,18.3724,0.0462,0.1858,0.0065,18.8073,18.7116,0.7194,18.9319,2.2162,1.3296,0.0194,0.0451,0.0667,0.0852,19.7261,0.0667,0.0667,0.0667,1597,1597,0.0132
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1397972185-007.UNKNOWN.cnf,1,4363,4363,4279,4233.4286,4222,4171,4139,4139,0.0466,0.1425,26.3975,26.4645,0.045,0.0595,0.0165,27.6514,27.8794,0.7036,28.3767,2.9677,1.0928,0.0124,0.0424,0.04,0.0503,29.4311,0.04,0.04,0.04,2662,2662,0.0076
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1383380994-043.SATISFIABLE.cnf,1,4068,4068,4039,3853.8571,3797,3742,3718,3718,0.0208,0,29.3627,30.1524,0.0101,0,0.0339,31.9067,30.7453,0.5508,34.529,4,0.3053,0.0055,0.0031,0.0085,0.0106,35.3533,0.0051,0.0051,0.0051,2556,2544,0.0026
SAT11/random/medium/unif-k7-r89-v80-c7120-S1254315629-032.SATISFIABLE.cnf,1,4532,4532,4448,4403.4,4371,4356,4310,4310,0.0111,0,27.907,28.2267,0.0111,0,0.0178,28.4094,28.426,0.7566,28.4667,2,1.7213,0.0076,0.0111,0.0875,0.0965,29.0205,0.0875,0.0875,0.0875,7120,7120,0.0057
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1081907273-083.UNKNOWN.cnf,1,4012,4012,4005,3933.2857,3965,3853,3781,3781,0.0385,0,21.9052,23.0978,0.0156,0,0.02,24.2877,23.7399,0.5812,26.1837,4,0.391,0.0083,0.0059,0.0104,0.0195,27.1109,0.0079,0.0079,0.0078,1704,1690,0.0039
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S89508070-083-UNKNOWN.cnf,1,138,270,116,113.7158,105,93,71,86,0.0061,0.2567,31.3719,32.7021,0.0025,0.0522,0.3386,34.4051,34.2881,0.4058,36.0885,4.9288,0.1422,0.002,0.0004,0.0021,0.0031,37.166,0.0013,0.0013,0.0012,10500,10422,0.0006
SAT11/random/medium/unif-k7-r89-v60-c5340-S642174893-006.UNKNOWN.cnf,1,4614,4614,4528,4507.2,4493,4464,4437,4437,0.011,0,22.5878,22.7396,0.011,0,0.0136,22.8807,22.7875,0.7634,22.9292,2,1.8706,0.0096,0.011,0.1167,0.1311,23.3596,0.1167,0.1167,0.1167,5340,5340,0.0068
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S707565158-096.SATISFIABLE.cnf,1,4443,4443,4365,4306,4281,4246,4244,4244,0.0465,0.6365,22.8781,22.8825,0.0459,0.1768,0.0158,23.6086,23.8384,0.7072,23.9312,2.6667,1.1985,0.0136,0.0423,0.05,0.0596,24.9503,0.05,0.05,0.05,2130,2130,0.009
SAT11/random/medium/unif-k7-r89-v60-c5340-S1675230100-032.UNKNOWN.cnf,1,4613,4613,4541,4523,4517,4506,4438,4438,0.011,0,22.3981,22.7445,0.011,0,0.0125,22.8437,22.7835,0.7673,22.915,2,1.8961,0.0094,0.011,0.1167,0.1315,23.3776,0.1167,0.1167,0.1167,5340,5340,0.0069
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1462223811-042.SATISFIABLE.cnf,1,4034,4034,3975,3922,3937,3852,3812,3812,0.033,0,21.6343,23.5205,0.0151,0,0.0176,24.9319,24.0384,0.6061,28.3877,4,0.3861,0.01,0.0053,0.0102,0.0171,28.6596,0.0077,0.0077,0.0076,1704,1699,0.0038
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S25975519-056.SATISFIABLE.cnf,1,4516,4516,4417,4405.7143,4397,4377,4351,4351,0.0463,0.5548,18.0883,18.3692,0.0462,0.1913,0.0111,18.6596,18.6188,0.719,18.8684,2.2432,1.329,0.0182,0.0445,0.0667,0.0839,19.3372,0.0667,0.0667,0.0667,1597,1597,0.0115
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S2051088205-036.UNKNOWN.cnf,1,4410,4410,4370,4309.2857,4291,4269,4237,4237,0.0465,0.6293,22.4558,22.7322,0.0458,0.1747,0.0129,23.3564,23.535,0.7088,23.6954,2.6768,1.2026,0.0146,0.0441,0.05,0.0643,24.4422,0.05,0.05,0.05,2130,2130,0.0089
SAT11/random/medium/unif-k7-r89-v70-c6230-S1805176884-064.UNKNOWN.cnf,1,4589,4589,4514,4458.6,4428,4393,4369,4369,0.0111,0,25.3849,25.523,0.0111,0,0.0183,25.7564,25.5761,0.7706,25.9437,2,1.8185,0.0088,0.0111,0.1,0.1064,26.3543,0.1,0.1,0.1,6230,6230,0.0066
SAT11/random/medium/unif-k7-r89-v50-c4450-S1786071619-083.SATISFIABLE.cnf,1,4649,4649,4595,4568,4570,4527,4499,4499,0.011,0,19.463,19.6172,0.011,0,0.0115,19.7218,19.6651,0.7705,19.6693,2,1.9607,0.0121,0.011,0.14,0.1508,20.1945,0.14,0.14,0.14,4450,4450,0.0086
SAT11/random/large/unif-k7-r85-v400-c34000-S1275797759-041-UNKNOWN.cnf,1,105,151,87,82.8462,78,71,54,62,0.0117,0.1683,52.6104,54.9265,0.0117,0.0962,0.2587,57.3688,57.3176,0.7079,60,2.0401,0.925,0.0017,0.0117,0.0175,0.0196,62.0625,0.0175,0.0175,0.0175,34000,34000,0.0011
SAT11/random/large/unif-k7-r85-v250-c21250-S1274193329-021-UNKNOWN.cnf,1,290,724,218,217.4,186,173,139,152,0.0117,0,46.5665,47.0176,0.0117,0,0.5059,48.9519,48.6069,0.7156,49.741,2,1.1742,0.0025,0.0117,0.028,0.0314,52.8218,0.028,0.028,0.028,21250,21250,0.0018
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S338979727-056-UNKNOWN.cnf,1,29,40,21,18.5345,17,15,9,13,0.0017,0,42.625,45.6667,0.0006,0,0.3533,52.2324,50.9286,0.3081,58.25,5,0.0617,0.0005,0.0001,0.0006,0.0008,62.7,0.0003,0.0003,0.0003,42000,41711,0.0002
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1910317962-059.UNKNOWN.cnf,1,4036,4036,3974,3902.2857,3907,3831,3808,3808,0.0295,0,24.8721,25.1893,0.0137,0,0.0199,26.0812,25.5503,0.5901,27.8159,4,0.3487,0.0084,0.0063,0.0091,0.0153,28.0216,0.0069,0.0069,0.0068,1917,1897,0.0033
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S248192082-054.UNKNOWN.cnf,1,3921,3921,3869,3797,3791,3753,3647,3647,0.0217,0.0799,29.6108,31.0727,0.0104,0.0308,0.0212,32.7099,32.0491,0.5362,34.4952,4.0155,0.3034,0.0071,0.0016,0.0086,0.0106,38.2884,0.0052,0.0052,0.0052,2556,2538,0.0026
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S183128297-005.SATISFIABLE.cnf,1,4074,4074,4001,3939.4286,3917,3889,3843,3843,0.0265,0,22.8595,23.0008,0.0148,0,0.0179,24.5861,23.2761,0.5788,27.0452,4,0.3951,0.0088,0.0059,0.0101,0.0141,28.5751,0.0076,0.0076,0.0076,1704,1701,0.0037
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S118521533-021.UNKNOWN.cnf,1,4372,4372,4336,4214.2857,4166,4138,4118,4118,0.0466,0.1425,26.5717,26.7086,0.045,0.0595,0.0219,27.696,27.7506,0.7029,28.2539,2.9677,1.0931,0.0109,0.0413,0.04,0.0511,29.5602,0.04,0.04,0.04,2662,2662,0.0071
SAT11/random/medium/unif-k7-r89-v50-c4450-S768928417-025.SATISFIABLE.cnf,1,4671,4671,4610,4581,4567,4546,4511,4511,0.011,0,19.4261,19.7098,0.011,0,0.0121,19.8139,19.7145,0.7743,19.9472,2,1.938,0.0103,0.011,0.14,0.1515,20.2717,0.14,0.14,0.14,4450,4450,0.0081
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S207562876-057.UNKNOWN.cnf,1,4286,4286,4259,4164,4122,4109,4104,4104,0.046,0,30.3989,30.4974,0.044,0,0.017,31.8011,31.7766,0.6989,32.8826,3,1.0277,0.0103,0.041,0.0333,0.0416,33.5058,0.0333,0.0333,0.0333,3195,3195,0.006
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S648642831-094-UNKNOWN.cnf,1,6,12,5,3.957,4,3,1,2,0.0005,0.3046,57.75,72.4,0.0002,0.0487,0.5107,99.2378,92.3333,0.2756,120.75,5.9091,0.1824,0.0002,0,0.0002,0.0003,145.5,0.0001,0.0001,0.0001,147000,145968,0
SAT11/random/medium/unif-k7-r89-v50-c4450-S1430772875-039.SATISFIABLE.cnf,1,4613,4613,4604,4540.8,4505,4495,4487,4487,0.011,0,19.5276,19.5384,0.011,0,0.0123,19.6603,19.6071,0.771,19.7468,2,1.9605,0.011,0.011,0.14,0.1485,19.8814,0.14,0.14,0.14,4450,4450,0.0086
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1259410977-065-UNKNOWN.cnf,1,60,114,49,46.479,43,38,26,34,0.0033,0,36.3958,38.2955,0.0013,0,0.3004,41.719,40.9643,0.3399,45.1034,5,0.0964,0.0011,0.0003,0.0012,0.0016,48.2059,0.0006,0.0006,0.0006,21000,20886,0.0003
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S675870149-098.SATISFIABLE.cnf,1,4387,4387,4350,4213.4286,4154,4126,4086,4086,0.0466,0.0469,26.7004,27.0289,0.0449,0.0299,0.0263,27.8679,27.7534,0.7021,28.1025,2.9919,1.11,0.0116,0.0421,0.04,0.0511,29.9467,0.04,0.04,0.04,2662,2662,0.0073
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S970100151-015-UNKNOWN.cnf,1,7,11,6,4.3804,4,3,1,2,0.0006,0.5501,58,72,0.0002,0.074,0.5013,90.686,83.25,0.2507,110,5.7609,0.8541,0.0002,0,0.0002,0.0003,128.3333,0.0001,0.0001,0.0001,147000,146031,0
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,133,293,120,118.0543,109,99,75,91,0.0063,0.2932,30.9605,32.4063,0.0026,0.057,0.3363,34.0087,33.5169,0.3915,35.7069,4.914,0.1355,0.0016,0.0006,0.0025,0.003,37.4324,0.0013,0.0013,0.0012,10500,10414,0.0006
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1085677759-100.UNKNOWN.cnf,1,4047,4047,3981,3907.8571,3914,3852,3769,3769,0.0255,0,24.7575,26.0937,0.0121,0,0.0213,28.1221,27.4633,0.5399,30.2313,4,0.3344,0.0076,0.0047,0.0102,0.0123,33.7168,0.0062,0.0062,0.0061,2130,2119,0.0031
SAT11/random/large/unif-k7-r85-v300-c25500-S1859210562-077-UNKNOWN.cnf,1,174,256,145,139.6061,132,122,97,108,0.0117,0,48.5,50.3506,0.0117,0,0.2546,52.1004,51.7724,0.6975,53.9048,2,1.0806,0.0022,0.0117,0.0233,0.026,55.3643,0.0233,0.0233,0.0233,25500,25500,0.0015
SAT11/random/large/unif-k5-r20-v1000-c20000-S945664020-055-UNKNOWN.cnf,1,55,77,48,41.52,40,34,23,30,0.0215,0,49.8431,54.2222,0.0165,0,0.2571,57.493,57.275,0.5826,61.0606,3,0.3217,0.0019,0.0123,0.005,0.0069,65.9388,0.005,0.005,0.005,20000,20000,0.001
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S2050053883-062.SATISFIABLE.cnf,1,3819,3819,3768,3746,3755,3735,3636,3636,0.0204,0.0226,28.8384,30.7937,0.01,0.0145,0.0136,32.9878,31.4194,0.5176,37.407,4.0034,0.307,0.0059,0.0039,0.0067,0.0102,39.1891,0.0051,0.0051,0.0051,2556,2549,0.0025
SAT11/random/medium/unif-k7-r89-v50-c4450-S2039518547-066.UNKNOWN.cnf,1,4602,4602,4576,4564,4568,4556,4518,4518,0.011,0,19.5821,19.8398,0.011,0,0.006,19.8814,19.8521,0.7731,19.8711,2,1.9706,0.0112,0.011,0.14,0.1488,20.2621,0.14,0.14,0.14,4450,4450,0.0084
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1926673460-089.SATISFIABLE.cnf,1,4398,4398,4372,4291.4286,4263,4259,4218,4218,0.0465,0.6134,22.5501,22.7389,0.0459,0.1704,0.0143,23.272,23.3016,0.709,23.6215,2.697,1.1958,0.0155,0.0441,0.05,0.0615,24.1285,0.05,0.05,0.05,2130,2130,0.0096
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S218235649-089.SATISFIABLE.cnf,1,4396,4396,4298,4253.1429,4232,4201,4194,4194,0.0466,0.1425,26.5329,26.7543,0.0451,0.0595,0.0157,27.5932,27.4973,0.6898,28.2673,2.9677,1.0979,0.0109,0.0424,0.04,0.0485,29.0321,0.04,0.04,0.04,2662,2662,0.0071
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1298256564-085.UNKNOWN.cnf,1,4027,4027,3917,3773.8571,3760,3666,3578,3578,0.0199,0.0211,31.0862,32.8876,0.0093,0.0139,0.0374,34.7155,33.8508,0.5134,38.1112,4.0031,0.2971,0.0051,0.0036,0.0078,0.0098,39.2527,0.0047,0.0047,0.0047,2769,2760,0.0023
SAT11/random/large/unif-k5-r20-v2000-c40000-S971556279-001-UNKNOWN.cnf,1,25,35,19,17.7686,16,15,10,13,0.0127,0,58.5,66.1176,0.0091,0,0.2927,73.1195,74.0952,0.5492,80.4286,3,0.2423,0.0009,0.006,0.0025,0.0036,86.6,0.0025,0.0025,0.0025,40000,40000,0.0005
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S2058622508-076.SATISFIABLE.cnf,1,4025,4025,3971,3901.1429,3909,3836,3779,3779,0.0303,0,28.4443,28.8707,0.0114,0,0.0199,30.33,29.3591,0.5569,33.0385,4,0.3299,0.0074,0.0035,0.0094,0.0147,33.7565,0.0057,0.0057,0.0056,2343,2309,0.0029
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S82160031-050.SATISFIABLE.cnf,1,4276,4276,4174,4115.1667,4128,4044,4011,4011,0.0453,0,33.8938,34.414,0.0427,0,0.0219,35.8896,36.4004,0.7138,37.1497,3,0.9454,0.0083,0.0386,0.0286,0.0365,37.4532,0.0286,0.0286,0.0286,3727,3727,0.0053
SAT11/random/large/unif-k5-r20-v2000-c40000-S1143439968-082-UNKNOWN.cnf,1,22,42,20,17.1552,16,14,9,12,0.0123,0,63.1818,69.4286,0.0091,0,0.2935,76.4793,75.75,0.5577,83.25,3,0.2345,0.0009,0.0061,0.0025,0.0035,90.2143,0.0025,0.0025,0.0025,40000,40000,0.0005
