@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE dy_props NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE o_de_di NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE dy_tot_time NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE dy_fzn_time NUMERIC

@DATA
normalized-ortholatin-15.xml.mzn_AND_NODATA,1,0,0,1,0,7.813781,0.773458,0.773458,0.918296,4.945085,0.773458,635490,1.519469,0.918296,0,0,0.176777,40.833333,0,1,0.918296,2.57,0.969181,85,938.233125,225,0.164577,0.015872,0.11255,1.164646,1.241045,112.5,0.16
normalized-mulsol-i-1-30.xml.mzn_AND_NODATA,1,1,0,1,0,4.906891,0,0,4.347427,4.906891,6.294031,2491645,1.279233,3.341285,-1,-1,0.777856,0.423228,0,1,0,6.45,0.777856,30,791.398948,30,-1,0.666189,0,0,0.796879,1.153846,0.36
normalized-mps-red-liu.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.525755,1.26475,1,-1,466588,0.548088,0.933567,-1,-1,0.654947,0.190633,0,1,0,34.16,0.630544,2,14404.996311,2,-1,0.10487,0,0,1.166746,0.5,6.62
normalized-ooo-rf6.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.127677,2.36924,0.999112,4.983013,11092809,5.184396,0.52398,0.737939,1,0.87076,0.360973,0,1,0.076947,5.08,1.166256,1.990576,4646.947994,2,0.598083,0.910491,0.017195,0.048537,0.340022,1,1.32
normalized-mps-red-ran12x21.xml.mzn_AND_NODATA,1,1,0,1,0,0.580645,0,1.944361,0.205593,0.529924,0.933037,131981,-1,0.205593,0.736768,1,0.145092,0.358244,0,-1,0.996826,20.85,0.176685,1.533154,17553.776397,2,0.811448,-1,0.032086,0.325407,0.880555,2,13.51
normalized-mulsol-i-4-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891,0,0,4.940937,3.906891,6.669334,3452588,1.667209,1.425116,-1,-1,0.730514,0.42484,0,1,0,6.43,0.730514,15,918.194018,15,-1,0.388627,0,0,0.50867,0.833333,0.36
normalized-mps-red-share1b.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,5.989757,4.230793,0.662223,4.600209,113131,-1,0.670918,0.870346,1,0.421835,0.264285,0,-1,0.834035,23.97,0.458205,1.735111,20310.192421,2,0.599082,-1,0.167088,0.25432,0.84148,1,15.8
normalized-ooo-burch-dill-2-accl.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.309531,2.629798,0.9994,5.223456,9492520,5.094025,0.691123,0.651206,1,1.606066,0.366828,0,1,0.085319,7.67,1.721576,1.989312,5512.117677,2,0.611824,0.671961,0.014144,0.05169,0.346007,1,1.86
normalized-mps-red-agg2.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,3.79604,5.341288,1,5.958833,105379,-1,0.719271,0.937401,1,0.511461,0.252731,0,-1,0,34.35,0.639375,2,29659.916796,2,0.614474,-1,0,0,0.755945,1,23.82
normalized-mulsol-i-3-25.xml.mzn_AND_NODATA,1,1,0,1,0,4.643856,0,0,4.946454,4.643856,6.686135,2919415,1.668269,1.33629,-1,-1,0.727679,0.708153,0,1,0,6.42,0.727679,25,912.742315,25,-1,0.388314,0,0,0.509037,1.388889,0.34
normalized-ortholatin-20.xml.mzn_AND_NODATA,1,0,0,1,0,8.643856,0.670191,0.670191,0.918296,5.528953,0.670191,293504,1.393667,0.918296,0,0,0.176777,71.111111,0,1,0.918296,3.88,1.061395,146.666667,1667.970001,400,0.170585,0.01186,0.100356,1.221366,1.281631,200,0.38
normalized-ooo-burch-dill-2-accl-ucl.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.309504,2.560742,1,5.201131,9501528,5.083427,0.597137,0.652981,1,1.592348,0.365946,0,1,0,7.76,1.713573,2,5569.836765,2,0.611375,0.658775,0,0,0.316466,1,1.83
normalized-mulsol-i-5-28.xml.mzn_AND_NODATA,1,1,0,1,0,4.807355,0,0,4.901194,4.807355,6.653394,2498672,1.666087,1.418943,-1,-1,0.734227,0.793902,0,1,0,6.44,0.734227,28,923.359536,28,-1,0.388931,0,0,0.508014,1.555556,0.35
normalized-myciel5-5.xml.mzn_AND_NODATA,1,1,0,1,0,2.321928,0,0,3.324395,2.321928,3.83331,12603735,1.19833,0.925225,0.961897,0,0.43717,0.584756,0,1,0,2.06,0.43717,5,150.696939,5,0.54935,0.281019,-1,0,0.376672,1,0.01
normalized-mps-red-vtp-base.xml.mzn_AND_NODATA,1,1,0,1,0,1,0.914073,3.855692,5.10987,0.628351,4.539449,202475,-1,0.900081,0.650022,1,0.637874,0.408806,0,1,0.815801,14.66,0.350627,1.747126,10789.059045,2,0.718987,-1,0.356135,0.248785,0.695622,1,6.05
normalized-os-taillard-10-100-2.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.489875,0.918296,7.257433,0.297472,4.605511,0.918296,9717582,0.297472,0.389835,0,1,2.003469,1.757544,900,1,0.608976,3.28,2.003469,31.061053,2316.9925,604,0.670974,0.075761,0.553603,3.974603,1.831371,16.777778,0.32
normalized-os-taillard-10-100-4.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.544937,1.332197,7.173322,0.297472,4.643086,0.918296,7181614,0.297472,0.393527,0,1,2.003469,1.806447,900,1,0.602262,3.2,2.003469,32.821579,2316.9925,640,0.670974,0.075761,0.554846,3.989314,1.896817,17.777778,0.33
normalized-myciel6-6.xml.mzn_AND_NODATA,1,1,0,1,0,2.584963,0,0,4.171047,2.584963,5.036257,11529284,1.633244,0.990307,0.801153,0,0.556351,0.481644,0,1,0,2.15,0.556351,6,361.395735,6,0.580057,0.398176,0,0,0.462743,1,0.06
normalized-os-taillard-10-100-8.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.472153,0.918296,7.203511,0.297472,4.595519,0.918296,20276223,0.297472,0.384524,0,1,2.003469,1.745132,900,1,0.60397,3.3,2.003469,30.614211,2316.9925,595,0.670974,0.075761,0.553272,3.971214,1.814495,16.527778,0.33
normalized-ooo-rf6-ucl.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.129876,2.304572,1,4.947881,11207043,5.164462,0.435803,0.738561,1,0.859226,0.35806,0,1,0,5.29,1.159346,2,4693.96692,2,0.597441,0.90311,0,0,0.308709,1,1.51
normalized-os-taillard-10-100-9.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.489878,0.918296,7.224933,0.297472,4.606767,0.918296,4614185,0.297472,0.395235,0,1,2.003469,1.759181,900,1,0.609718,3.3,2.003469,31.12,2316.9925,604,0.670974,0.075761,0.553646,3.975368,1.833749,16.777778,0.32
normalized-os-taillard-10-100-3.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.44327,0.918296,7.242814,0.297472,4.577091,0.918296,3327299,0.297472,0.392247,0,1,2.003469,1.722573,900,1,0.607128,3.29,2.003469,29.802105,2316.9925,577,0.670974,0.075761,0.552655,3.963819,1.782703,16.027778,0.32
normalized-mulsol-i-5-29.xml.mzn_AND_NODATA,1,1,0,1,0,4.857981,0,0,4.901194,4.857981,6.653394,2618866,1.666087,1.566374,-1,-1,0.734227,0.822256,0,1,0,6.43,0.734227,29,923.359536,29,-1,0.388931,-1,0,0.508014,1.611111,0.35
normalized-os-taillard-10-105-0.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.595591,1.468339,7.172933,0.297472,4.679895,0.918296,19225558,0.297472,0.391437,0,1,2.003469,1.856974,900,1,0.60542,3.29,2.003469,34.640526,2316.9925,675,0.670974,0.075761,0.556036,4.001819,1.960198,18.75,0.32
normalized-os-taillard-10-105-1.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.509627,1.016719,7.236618,0.297472,4.622342,0.918296,6643631,0.297472,0.388231,0,1,2.003469,1.779225,900,1,0.606473,3.31,2.003469,31.841579,2316.9925,616,0.670974,0.075761,0.554165,3.981958,1.861164,17.111111,0.32
normalized-mulsol-i-4-30.xml.mzn_AND_NODATA,1,1,0,1,0,4.906891,0,0,4.940937,4.906891,6.669334,289017,1.667209,1.628347,-1,-1,0.730514,0.84968,0,1,0,6.42,0.730514,30,918.194018,30,-1,0.388627,0,0,0.50867,1.666667,0.35
normalized-ortholatin-8.xml.mzn_AND_NODATA,1,0,0,1,0,6,0.991665,0.991665,0.918296,3.690722,0.991665,1659008,1.264046,0.918296,0,0,0.176777,12.444444,0,1,0.918296,2.1,0.714397,26.666667,266.8752,64,0.153952,0.035492,0.142211,0.989949,1.111168,32,0.04
normalized-ortholatin-6.xml.mzn_AND_NODATA,1,0,0,1,0,5.169925,0.120681,1.075714,0.918296,3.135856,1.075714,2201063,1.578239,0.918296,0,0,0.176777,7.333333,0,1,0.918296,2.06,0.579596,16,150.1173,36,0.1538,0.044187,0.157593,0.883883,1.028519,18,0.02
normalized-os-taillard-10-105-3.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.490675,0.918296,7.242255,0.297472,4.611327,0.918296,9910007,0.297472,0.391162,0,1,2.003469,1.764971,900,1,0.607128,3.29,2.003469,31.328421,2316.9925,606,0.670974,0.075761,0.553798,3.977111,1.841632,16.833333,0.31
normalized-ooo-burch-dill-4-accl.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.23283,2.518907,0.999321,-1,4804567,5.53239,0.628921,-1,-1,2.386714,0.362922,0,1,0.086809,13.13,2.20616,1.989084,10114.289936,2,-1,0.950315,0.015042,0.05224,0.3401,1,4.88
normalized-ooo-rf7.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.118379,2.213565,0.999487,-1,11705631,5.765328,0.42104,-1,-1,0.984931,0.360724,0,1,0.048095,12.26,1.417787,1.994647,9656.623037,2,-1,1.115808,0.013073,0.036583,0.316708,1,4.22
normalized-os-taillard-10-105-6.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.557671,1.478206,7.161397,0.297472,4.652666,0.918296,17217379,0.297472,0.389816,0,1,2.003469,1.819284,900,1,0.601415,3.3,2.003469,33.283684,2316.9925,647,0.670974,0.075761,0.555155,3.992446,1.913158,17.972222,0.33
normalized-mps-manna81.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,2.460241,2.724841,1,-1,-1,2.716323,0.180923,-1,-1,1.24797,0.514111,0,-1,0,47.4,1.24128,2,21702.916528,2,-1,0.554319,0,0,0.192296,0.666667,24.63
normalized-haystacks-37.xml.mzn_AND_NODATA,1,1,0,1,0,7.573166,1.518905,1.518905,1.24724,5.928208,-1,79000,1.110146,1.116471,-1,-1,2.879191,439.799102,0,1,1.109971,224.3,2.234796,464.567808,31338.093192,1296,-1,0.122507,0.156904,1.231295,1.33938,1296,6.73
normalized-ooo-burch-dill-4-accl-ucl.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.232515,2.439369,1,-1,5288924,5.747826,0.517065,-1,-1,2.367483,0.361089,0,1,0,13.44,2.196861,2,10225.414156,2,-1,0.781399,0,0,0.305979,1,5.19
normalized-os-taillard-10-105-9.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.536614,1.281711,7.222529,0.297472,4.640587,0.918296,9538388,0.297472,0.39006,0,1,2.003469,1.803041,900,1,0.609718,3.29,2.003469,32.698947,2316.9925,634,0.670974,0.075761,0.554761,3.98801,1.892196,17.611111,0.32
normalized-ortholatin-9.xml.mzn_AND_NODATA,1,0,0,1,0,6.33985,0.953447,0.953447,0.918296,3.922111,0.953447,1453797,1.782318,0.918296,0,0,0.176777,15.5,0,1,0.918296,2.12,0.767031,33,337.763925,81,0.155234,0.031648,0.1363,1.028519,1.140495,40.5,0.03
normalized-mps-red-timtab2.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,3.933983,5.283514,1,5.163997,259068,-1,0.731381,0.153855,1,1.84617,0.571973,0,-1,0,15.41,1.545307,2,13168.735409,2,0.822027,-1,0,0,0.397598,1,9.93
normalized-os-taillard-10-105-2.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.536612,1.240248,7.264673,0.297472,4.639395,0.918296,21045934,0.297472,0.388322,0,1,2.003469,1.801404,900,1,0.608976,3.3,2.003469,32.64,2316.9925,634,0.670974,0.075761,0.554721,3.987317,1.889936,17.611111,0.33
normalized-os-taillard-10-95-5.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.32482,0.918296,7.204359,0.297472,4.493877,0.918296,12611076,0.297472,0.384217,0,1,2.003469,1.628538,900,1,0.60366,3.29,2.003469,26.416842,2316.9925,511,0.670974,0.075761,0.549806,3.929166,1.641216,14.194444,0.31
normalized-os-taillard-10-100-7.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.477022,0.918296,7.138374,0.297472,4.597111,0.918296,5664893,0.297472,0.388776,0,1,2.003469,1.747149,900,1,0.60266,3.3,2.003469,30.686842,2316.9925,595,0.670974,0.075761,0.553329,3.97206,1.817405,16.527778,0.32
normalized-os-taillard-10-100-0.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.548701,1.355067,7.174293,0.297472,4.645968,0.918296,7646858,0.297472,0.391352,0,1,2.003469,1.81019,900,1,0.60542,3.3,2.003469,32.956316,2316.9925,643,0.670974,0.075761,0.554936,3.989748,1.901343,17.861111,0.32
normalized-os-taillard-10-100-1.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.46317,0.918296,7.23754,0.297472,4.588701,0.918296,16178064,0.297472,0.380792,0,1,2.003469,1.736827,900,1,0.606473,3.3,2.003469,30.315263,2316.9925,587,0.670974,0.075761,0.553048,3.969161,1.803211,16.305556,0.32
normalized-os-taillard-10-105-5.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.422076,0.918296,7.2038,0.297472,4.564431,0.918296,12166246,0.297472,0.385896,0,1,2.003469,1.707485,900,1,0.60366,3.3,2.003469,29.258947,2316.9925,565,0.670974,0.075761,0.552227,3.958889,1.761096,15.694444,0.32
normalized-mps-red-ran6x43.xml.mzn_AND_NODATA,1,1,0,1,0,0.548387,0,1.476484,0.205593,0.514843,0.99659,177826,-1,0.205593,0.848941,1,0.145092,0.355464,0,-1,0.99893,24.11,0.178646,1.519255,17971.723454,2,0.776617,-1,0.022689,0.328865,0.88885,2,15.04
normalized-ortholatin-7.xml.mzn_AND_NODATA,1,0,0,1,0,5.61471,1.032496,1.032496,0.918296,3.431212,1.032496,1935745,1.610507,0.918296,0,0,0.176777,9.722222,0,1,0.918296,2.08,0.652714,21,204.326325,49,0.153254,0.035948,0.149166,0.942809,1.074802,24.5,0.02
normalized-os-taillard-10-95-2.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.440751,0.918296,7.25447,0.297472,4.569732,0.918296,22862555,0.297472,0.391352,0,1,2.003469,1.713684,900,1,0.608976,3.29,2.003469,29.482105,2316.9925,574,0.670974,0.075761,0.552405,3.960558,1.769826,15.944444,0.32
normalized-mps-red-ran14x18-1.xml.mzn_AND_NODATA,1,1,0,1,0,0.548387,0,1.623696,0.205593,0.538121,0.927205,131148,-1,0.205593,0.726963,1,0.145092,0.359857,0,-1,0.995092,19.5,0.176495,1.541219,17553.776397,2,0.814509,-1,0.026482,0.323314,0.875769,2,12.26
normalized-ooo-tag8.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.158802,2.331488,0.999851,-1,12844139,5.224984,0.487193,-1,-1,1.065498,0.361087,0,1,0.037632,10.99,1.417469,1.995999,8392.623948,2,-1,1.436603,0.007045,0.031628,0.310289,1,3.4
normalized-os-taillard-10-95-4.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.495444,0.918296,7.157389,0.297472,4.607088,0.918296,6671229,0.297472,0.394331,0,1,2.003469,1.759664,900,1,0.602262,3.3,2.003469,31.137368,2316.9925,608,0.670974,0.075761,0.55366,3.975928,1.834625,16.888889,0.32
normalized-os-taillard-10-95-8.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.422091,0.918296,7.205189,0.297472,4.559156,0.918296,6630463,0.297472,0.392036,0,1,2.003469,1.701272,900,1,0.60397,3.29,2.003469,29.035263,2316.9925,565,0.670974,0.075761,0.55205,3.956806,1.752087,15.694444,0.33
normalized-os-taillard-10-105-4.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.592007,1.504915,7.173322,0.297472,4.677166,0.918296,13762558,0.297472,0.38911,0,1,2.003469,1.853231,900,1,0.602262,3.28,2.003469,34.505789,2316.9925,672,0.670974,0.075761,0.555952,4.001423,1.955887,18.666667,0.32
normalized-os-taillard-10-105-8.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.519738,1.102883,7.213155,0.297472,4.629925,0.918296,20661962,0.297472,0.380884,0,1,2.003469,1.788991,900,1,0.60397,3.3,2.003469,32.193158,2316.9925,625,0.670974,0.075761,0.554412,3.984241,1.873863,17.361111,0.31
normalized-ooo-burch-dill-3-accl.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.237478,2.311676,0.99968,-1,10469734,5.417757,0.565048,-1,-1,1.962792,0.367233,0,1,0.051744,15.57,1.995727,1.994158,11818.435021,2,-1,0.835148,0.010328,0.038215,0.311883,1,6.37
normalized-os-taillard-10-100-5.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.374677,0.918296,7.213518,0.297472,4.530127,0.918296,8910676,0.297472,0.394267,0,1,2.003469,1.668012,900,1,0.60366,3.3,2.003469,27.837895,2316.9925,538,0.670974,0.075761,0.551059,3.944765,1.702563,14.944444,0.32
normalized-os-taillard-10-95-7.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.427219,0.918296,7.151344,0.297472,4.560839,0.918296,15671902,0.297472,0.392482,0,1,2.003469,1.703289,900,1,0.60266,3.28,2.003469,29.107895,2316.9925,565,0.670974,0.075761,0.552111,3.957746,1.755152,15.694444,0.31
normalized-geo50-20-d4-75-28_ext.xml.mzn_AND_NODATA,1,0.021173,0.978827,0.047619,0.952381,2.660964,0.147974,0.147974,6.851044,1.035167,-1,19545286,3.315113,0.276195,-1,-1,0.401407,0.072201,46231,1,0.276195,352.35,0.401407,2.857143,6648.323796,20,-1,0.21664,0.230988,1.341641,2.880746,1,345.6
normalized-os-taillard-10-95-0.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.499406,0.918296,7.176745,0.297472,4.610141,0.918296,6599741,0.297472,0.392742,0,1,2.003469,1.763406,900,1,0.60542,3.29,2.003469,31.272105,2316.9925,611,0.670974,0.075761,0.553757,3.976405,1.839383,16.972222,0.32
normalized-myciel6-5.xml.mzn_AND_NODATA,1,1,0,1,0,2.321928,0,0,4.171047,2.321928,5.036257,13626234,1.633244,0.911118,0.801153,0,0.556351,0.40137,0,1,0,2.15,0.556351,5,361.395735,5,0.580057,0.398176,-1,0,0.462743,0.833333,0.06
normalized-geo50-20-d4-75-35_ext.xml.mzn_AND_NODATA,1,0.021477,0.978523,0.047619,0.952381,2.660964,0.149654,0.149654,6.779552,1.035672,-1,18795445,3.012431,0.276195,-1,-1,0.389147,0.071937,45562,1,0.276195,341.99,0.389147,2.857143,6640.565508,20,-1,0.19941,0.232492,1.341641,2.890725,1,335.27
normalized-mps-red-lotfi.xml.mzn_AND_NODATA,1,1,0,1,0,1,0.313195,6.061232,4.439789,0.753648,4.7807,120294,-1,0.886389,0.96805,1,0.402647,0.336144,0,-1,0.725593,42.7,0.709627,1.79816,23750.106641,2,0.584577,-1,0.172872,0.223213,0.529921,1,27.19
normalized-ooo-burch-dill-3-accl-ucl.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.237626,2.26744,1,-1,10424110,5.400314,0.507427,-1,-1,1.954101,0.366659,0,1,0,16.34,1.990581,2,11886.557706,2,-1,0.827105,0,0,0.293979,1,7.11
normalized-os-taillard-10-95-9.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.440754,0.918296,7.2269,0.297472,4.571057,0.918296,5623064,0.297472,0.393783,0,1,2.003469,1.715322,900,1,0.609718,3.3,2.003469,29.541053,2316.9925,574,0.670974,0.075761,0.552451,3.961407,1.772333,15.944444,0.32
normalized-os-taillard-15-105-0.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.034483,0.965517,6.97959,0.918296,8.104971,0.216397,4.955042,-1,27937729,0.216397,0.263071,-1,-1,2.55126,1.553593,3150,1,0.432133,11.1,2.55126,34.863295,7606.654857,1004,-1,0.061529,0.564411,4.989983,1.886392,17.928571,2.83
normalized-os-taillard-15-100-3.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.034483,0.965517,6.923798,0.918296,8.166307,0.216397,4.915163,-1,10181698,0.216397,0.265441,-1,-1,2.55126,1.518191,3150,1,0.43468,10.98,2.55126,32.880766,7606.654857,946,-1,0.061529,0.563256,4.972211,1.80716,16.892857,2.87
normalized-os-taillard-10-95-3.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.393407,0.918296,7.250221,0.297472,4.540918,0.918296,8505439,0.297472,0.379913,0,1,2.003469,1.680175,900,1,0.607128,3.3,2.003469,28.275789,2316.9925,548,0.670974,0.075761,0.551429,3.949129,1.720822,15.222222,0.31
normalized-os-taillard-15-100-5.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.034483,0.965517,6.936423,0.918296,8.138423,0.216397,4.924372,-1,1325717,0.216397,0.257899,-1,-1,2.55126,1.526182,3150,1,0.433852,11.33,2.55126,33.328276,7606.654857,959,-1,0.061529,0.563525,4.97651,1.825408,17.125,2.93
normalized-os-taillard-15-100-4.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.034483,0.965517,6.967037,0.918296,8.084047,0.216397,4.944809,-1,20047337,0.216397,0.258916,-1,-1,2.55126,1.544286,3150,1,0.430872,11.13,2.55126,34.342069,7606.654857,992,-1,0.061529,0.564116,4.985401,1.865867,17.714286,2.83
normalized-os-taillard-15-105-2.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.034483,0.965517,6.921252,0.918296,8.135186,0.216397,4.914896,-1,16270289,0.216397,0.263975,-1,-1,2.55126,1.517947,3150,1,0.432817,11.16,2.55126,32.867126,7606.654857,944,-1,0.061529,0.563247,4.971958,1.806551,16.857143,2.89
normalized-mps-red-bienst1.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,2.595438,2.106417,1,2.91229,63215,-1,0.534189,0.933824,1,0.435061,0.342568,0,-1,0,44.26,0.305676,2,36236.966998,2,0.502104,-1,0,0,0.374861,0.666667,34.62
normalized-os-taillard-10-95-6.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.460706,0.918296,7.167686,0.297472,4.582106,0.918296,16246601,0.297472,0.379912,0,1,2.003469,1.72864,900,1,0.601415,3.3,2.003469,30.020526,2316.9925,585,0.670974,0.075761,0.552823,3.965861,1.791343,16.25,0.32
normalized-os-taillard-15-105-5.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.034483,0.965517,6.983421,0.918296,8.141995,0.216397,4.957344,-1,2291902,0.216397,0.264441,-1,-1,2.55126,1.555739,3150,1,0.433852,10.99,2.55126,34.983448,7606.654857,1007,-1,0.061529,0.564479,4.991291,1.891203,17.982143,2.81
normalized-os-taillard-10-100-6.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.51041,0.945713,7.163241,0.297472,4.618358,0.918296,3980070,0.297472,0.390036,0,1,2.003469,1.773962,900,1,0.601415,3.31,2.003469,31.652105,2316.9925,616,0.670974,0.075761,0.55403,3.979823,1.853797,17.111111,0.32
normalized-os-taillard-15-100-9.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.034483,0.965517,6.911519,0.918296,8.097892,0.216397,4.907188,-1,16543604,0.216397,0.260701,-1,-1,2.55126,1.511357,3150,1,0.432106,11.16,2.55126,32.498084,7606.654857,935,-1,0.061529,0.563022,4.968403,1.791386,16.696429,2.89
normalized-ooo-rf8.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.082565,1.993849,0.999974,-1,11591690,5.453855,0.314575,-1,-1,1.07908,0.362104,0,-1,0.002076,22.74,1.49652,1.999854,17618.227469,2,-1,1.223374,0.003583,0.006049,0.279521,1,13
normalized-ooo-tag8-ucl.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.1594,2.310103,1,-1,12837302,5.515096,0.449274,-1,-1,1.061292,0.361462,0,1,0,11.38,1.415053,2,8422.766414,2,-1,1.298276,0,0,0.299068,1,3.78
normalized-os-taillard-15-100-7.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.034483,0.965517,6.8907,0.918296,8.078598,0.216397,4.894128,-1,5764822,0.216397,0.250879,-1,-1,2.55126,1.500367,3150,1,0.430939,11.19,2.55126,31.882605,7606.654857,916,-1,0.061529,0.562638,4.962253,1.765784,16.357143,2.92
normalized-ooo-rf8-ucl.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.082515,1.993849,1,-1,11542743,5.453855,0.313981,-1,-1,1.07898,0.362041,0,-1,0,23.38,1.49652,2,17620.13436,2,-1,1.223374,0,0,0.278907,1,13.49
normalized-os-taillard-15-100-2.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.034483,0.965517,6.87425,0.918296,8.118532,0.216397,4.881866,-1,27598571,0.216397,0.262496,-1,-1,2.55126,1.490238,3150,1,0.432817,11.17,2.55126,31.315402,7606.654857,899,-1,0.061529,0.562275,4.95626,1.74181,16.053571,2.94
normalized-os-taillard-15-105-1.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.034483,0.965517,6.981029,0.918296,8.103409,0.216397,4.954972,-1,16827478,0.216397,0.264036,-1,-1,2.55126,1.553544,3150,1,0.43115,11.18,2.55126,34.860536,7606.654857,1005,-1,0.061529,0.564409,4.990086,1.886338,17.946429,2.88
