@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC

@DATA
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_13_UNSAT.cnf,1,0.0157,0.0063,0.5049,0.3663,0.1871
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-sat-1.0-b7.cnf,1,0.9264,0.0121,1,0.9978,0.5
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq3.cnf,1,0.89,0.0579,0.965,0.8164,1
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-01.cnf,1,0.3302,0.1894,0.4917,0.1982,1
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c10nidw_s.cnf,1,0.1265,0.1251,0.6601,0.5782,0.4429
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-sha0-35-03.cnf,1,0.0826,0.172,0.0061,0.0002,0.2106
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0.6633,0.2405,0.853,0.7562,0.1739
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1,0.9787,0.1518,0.9469,0.4062,0.5294
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7nidw.cnf,1,0.1271,0.1299,0.6344,0.4591,0.4633
SAT-Race-2010-CNF/hardware-verification/ibm/2004_rb10Sd.k85.cnf,1,0.5003,0.1513,0.6169,0.2787,0.4229
SAT_Competition2007/industrial/industrial/grieu/vmpc_24.cnf,1,0.3914,0.0085,0.6934,0.6934,0
SAT-Race-2010-CNF/mixed/palacios/sortnet-8-ipc5-h19-sat.cnf,1,0.401,0.0718,0.7812,0.3948,0.3646
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-5-13-u.cnf,1,0.6234,0.1828,0.7383,0.2452,0.1383
SAT-Race-2010-CNF/hardware-verification/manolios/c8n_i.cnf,1,0.1293,0.1417,0.5915,0.2609,0.4343
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,0.8664,0.0503,1,0.9702,0.5
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.1658,0.2115,0.1654,0.0669,0.2927
SAT_Competition2011/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,0.0613,0.1745,0.0144,0.0015,0.2404
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.9544,0.1248,0.887,0.1359,0.4302
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-10-5p0.cnf,1,0.6039,0.1647,0.6598,0.2469,0.1629
SAT_Competition2011/SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,0.7903,0.0327,0.5615,0.4624,1
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/total-5-15-s.cnf,1,0.5832,0.1677,0.6511,0.2121,0.1995
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.9909,0.1425,0.9451,0.6155,0.6587
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_13_UNKNOWN.cnf,1,0.0213,0.0091,0.4627,0.2225,0.201
SAT_RACE2008/een-tip-sat-vis-eisen.cnf,1,0.2611,0.137,0.3235,0.0895,0.207
SAT_RACE2006/SAT-Race_TS_1/hoons-vbmc-s04-07.cnf,1,0.1826,0.2194,0.155,0.1542,0.2404
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6idw_s.cnf,1,0.1285,0.137,0.6165,0.4254,0.4501
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7bidw_i.cnf,1,0.1229,0.1328,0.6206,0.4333,0.443
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,0.1239,0.1255,0.6558,0.5549,0.4428
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-48-01.cnf,1,0.0718,0.1696,0.0104,0.0001,0.1579
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-f9b.cnf,1,0.1418,0.1291,0.6523,0.4807,0.4599
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0.6633,0.2405,0.853,0.7562,0.1739
SAT_RACE2008/ibm-2004-3_02_3-k95.cnf,1,0.5198,0.1596,0.5773,0.3081,0.4371
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,0.9225,0.0443,0.9985,0.95,0.5
SAT_RACE2008/post-cbmc-aes-d-r1.cnf,1,0.0064,0.0151,0.0606,0.037,0.3652
SAT_RACE2006/SAT-Race_TS_1/schup-l2s-s04-abp4.cnf,1,0.3034,0.2074,0.3672,0.1516,0.2415
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-13-s100.cnf,1,0.6663,0.2411,0.8519,0.7566,0.1708
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h34-unknown.cnf,1,0.6435,0.0254,0.8353,0.4194,0.5
SAT-Race-2010-CNF/cryptography/mizh/sha0_35_3.cnf,1,0.0826,0.172,0.0061,0.0002,0.2106
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-10.cnf,1,0.6715,0.1281,0.6505,0.3203,0.3342
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-08.cnf,1,0.2268,0.1964,0.2538,0.0636,0.2361
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l05-ipc5-h27-unknown.cnf,1,0.6339,0.0313,0.8295,0.4197,0.5
SAT_RACE2006/SAT-Race_TS_2/narai-vpn-sat05-02s.cnf,1,0.4582,0.1954,0.6149,0.4,0.5
SAT-Race-2010-CNF/software-verification/nec/hard-15-U-10652.cnf,1,0.4407,0.1412,0.9934,0.7574,0.5
SAT_RACE2006/SAT-Race_TS_2/hoons-vbmc-s04-07.cnf,1,0.1826,0.2194,0.155,0.1542,0.2404
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b9.cnf,1,0.9262,0.0121,1,0.9978,0.5
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,0.9285,0.0981,0.7383,0.3109,0.4568
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l44_lambda.cnf,1,0.1875,0.115,0.6826,0.4941,1
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8b_i.cnf,1,0.1282,0.1428,0.5806,0.2779,0.4309
SAT_RACE2008/ibm-2002-30r-k85.cnf,1,0.6204,0.1296,0.626,0.221,0.3217
SAT_Competition2011/SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,0.7749,0.1905,0.8159,0.7565,0.2661
SAT_Competition2011/SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,0.9262,0.0121,1,0.9978,0.5
SAT_Competition2011/SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,0.1886,0.1841,0.2003,0.0613,0.4274
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/schup-l2s-motst-2-k315.cnf,1,0.1924,0.1847,0.1733,0.1006,0.3167
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c6n.cnf,1,0.133,0.134,0.6134,0.33,0.4585
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-dp11u10.cnf,1,0.3324,0.2051,0.4679,0.2337,0.1985
SAT_RACE2008/cmu-bmc-longmult13.cnf,1,0.1253,0.174,0.1834,0.0809,0.1918
SAT_RACE2008/mizh-md5-47-3.cnf,1,0.0722,0.1699,0.0107,0.0001,0.1579
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-09.cnf,1,0.8296,0.0178,0.9995,0.769,0.5
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-12.cnf,1,0.5614,0.1391,0.609,0.1973,0.4517
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_08_UNSAT.cnf,1,0.0256,0.0103,0.5447,0.4794,0.1703
SAT_Competition2011/SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,0.3327,0.2089,0.3608,0.1859,0.1317
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l40_lambda.cnf,1,0.1941,0.1163,0.6818,0.494,1
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-term1mul.cnf,1,0.2298,0.1571,0.6866,0.5426,0.312
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq4.cnf,1,0.897,0.0538,0.9793,0.8898,0.5
SAT-Race-2010-CNF/hardware-verification/manolios/g9bidw.cnf,1,0.1387,0.1317,0.6353,0.4814,0.4635
SAT_RACE2008/mizh-md5-48-5.cnf,1,0.072,0.1696,0.0103,0.0001,0.1579
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-27.cnf,1,0.3922,0.0075,0.692,0.692,0
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,0.1734,0.067,0.8307,0.8231,0.1642
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxand/maxand064.cnf,1,0.3838,0.1111,0.7019,0.3361,0.4725
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,0.9842,0.0402,0.9778,0.5,0.5
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0.9587,0.0718,0.9329,0.8855,0.1855
SAT-Race-2010-CNF/cryptography/mizh/md5_47_4.cnf,1,0.0723,0.17,0.0106,0.0001,0.1579
SAT_Competition2007/industrial/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,0.1619,0.1488,0.3523,0.2132,0.1811
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/een-tip-sat-texas-tp-5e.cnf,1,0.4053,0.2421,0.5539,0.3679,0.7397
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc979.cnf,1,?,?,?,?,?
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0.0194,0.0089,0.5487,0.1537,0.2159
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-10p1.cnf,1,0.515,0.1442,0.7772,0.3041,0.092
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/smulo/smulo128.cnf,1,0.3279,0.2308,0.2181,0.0798,0.2259
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-06.cnf,1,0.2317,0.124,0.3355,0.1092,0.291
SAT_Competition2007/industrial/industrial/grieu/vmpc_27.cnf,1,0.3922,0.0075,0.692,0.692,0
SAT-Race-2010-CNF/software-verification/nec/hard-12-U-7061.cnf,1,0.4172,0.1626,0.9433,0.5285,0.5
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,0.526,0.2744,0.4862,0.3234,0.2851
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?
SAT_RACE2008/ibm-2002-04r-k80.cnf,1,0.5867,0.1615,0.5473,0.2418,0.734
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,0.5987,0.176,0.7406,0.2208,0.1437
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-03-k70.cnf,1,0.4679,0.1583,0.4387,0.1378,1
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.13.unsat.cnf,1,0.217,0.2415,0.1767,0.0978,0.3217
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq46_a.cnf,1,0.8567,0.0542,1,0.9582,0.5
SAT_RACE2008/post-cbmc-aes-ee-r2.cnf,1,0.0087,0.0172,0.0534,0.0196,0.3164
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-15-10p1.cnf,1,0.5534,0.1526,0.7867,0.3228,0.0891
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,0.2989,0.2195,0.2192,0.0928,0.2799
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_17_SAT.cnf,1,0.0188,0.0084,0.5962,0.1041,0.2182
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,0.2174,0.2148,0.2338,0.0917,0.5
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-05r-k90.cnf,1,0.6783,0.1265,0.662,0.3081,0.277
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,0.2503,0.1012,0.8111,0.8045,0.1545
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-26.cnf,1,0.218,0.1836,0.1494,0.0456,0.257
SAT_Competition2011/SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,0.816,0.087,0.8581,0.727,0.3971
SAT_Competition2007/industrial/industrial/grieu/vmpc_34.cnf,1,0.3937,0.006,0.6917,0.6917,0
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,0.0691,0.043,0.1609,0.0415,0.3589
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,0.1414,0.1969,0.5528,0.1564,0.2478
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-27.cnf,1,0.3121,0.1818,0.3926,0.1647,0.2634
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,0.9679,0.0143,1,0.9965,1
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_06_UNSAT.cnf,1,0.0307,0.0114,0.6193,0.3856,0.1135
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,1,0.1924,0.1159,0.682,0.4968,1
SAT_RACE2006/SAT-Race_TS_2/velev-sss-1.0-05.cnf,1,0.8087,0.0912,0.8379,0.672,0.4311
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,0.2859,0.1947,0.385,0.2245,0.2229
SAT_RACE2008/manol-pipe-c8nidw.cnf,1,0.1213,0.1274,0.6543,0.5065,0.4632
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-27r-k95.cnf,1,0.5577,0.1448,0.6062,0.2999,0.3508
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-g10idw.cnf,1,0.1375,0.1309,0.6357,0.4959,0.4582
SAT_RACE2008/anbul-dated-5-15-u.cnf,1,0.5939,0.1704,0.6355,0.2234,0.2023
SAT_Competition2011/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,0.401,0.0718,0.7812,0.3948,0.3646
SAT_RACE2006/SAT-Race_TS_1/velev-vliw-uns-2.0-02.cnf,1,0.88,0.0633,0.9346,0.7543,0.4806
SAT_Competition2011/SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.2182,0.2408,0.1765,0.097,0.3216
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,0.1646,0.1524,0.4495,0.1652,0.3151
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,0.4233,0.1619,0.7375,0.3665,0.4958
SAT_RACE2008/cmu-bmc-barrel6.cnf,1,0.1614,0.1325,0.1699,0.0077,0.3335
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,0.1104,0.1892,0.0484,0.0134,0.2705
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxor/minxor128.cnf,1,0.3615,0.0869,0.8151,0.4325,0.4697
SAT_RACE2008/ibm-2002-22r-k80.cnf,1,0.541,0.1378,0.6564,0.3583,0.4742
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,0.2671,0.214,0.2573,0.1464,0.4592
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,0.5038,0.1247,0.3994,0.1047,0.2529
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c8b_i.cnf,1,0.1282,0.1428,0.5806,0.2779,0.4309
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-11.cnf,1,0.4719,0.1567,0.5865,0.2238,0.305
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04.cnf,1,0.7405,0.0811,0.8739,0.7109,0.2072
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_14_UNSAT.cnf,1,0.0152,0.0063,0.4888,0.3329,0.1938
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,0.8664,0.0503,1,0.9702,0.5
SAT_RACE2006/SAT-Race-Benchmarks/maris-s03-gripper11.cnf,1,0.9164,0.1185,0.7916,0.7337,0.3144
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,0.5497,0.1536,0.7472,0.2511,0.0912
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-47-5.cnf,1,0.0724,0.17,0.0107,0.0001,0.1579
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,0.9876,0.1467,0.9186,0.5847,0.5906
SAT-Race-2010-CNF/mixed/diagnosis/UTI-20-10p0.cnf,1,0.5243,0.1468,0.7926,0.3512,0.0861
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p0.cnf,1,0.5236,0.1469,0.7802,0.3056,0.0812
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-o-uns-1.0-7.cnf,1,0.8385,0.0302,0.9967,0.8727,0.5
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,1,0.5361,0.2059,0.9116,0.8251,0.5
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_07_UNSAT.cnf,1,0.0265,0.0102,0.5672,0.4329,0.114
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.2182,0.2408,0.1765,0.097,0.3216
SAT_RACE2008/velev-engi-uns-1.0-4nd.cnf,1,0.7426,0.0808,0.8718,0.7081,0.2146
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.2983,0.2105,0.3114,0.1464,0.3748
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,0.6147,0.1804,0.7371,0.2365,0.1348
SAT_RACE2008/velev-fvp-sat-3.0-b18.cnf,1,0.4972,0.0308,0.808,0.5941,0.5
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_33.cnf,1,0.3935,0.0061,0.6916,0.6916,0
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,0.1962,0.1714,0.1741,0.0496,0.2424
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,0.5147,0.1437,0.7756,0.3367,0.0818
SAT_Competition2007/industrial/industrial/grieu/vmpc_33.cnf,1,0.3935,0.0061,0.6916,0.6916,0
SAT_RACE2006/SAT-Race-Benchmarks/hoons-vbmc-lucky7.cnf,1,0.4138,0.1742,0.4539,0.2666,0.1473
SAT-Race-2010-CNF/mixed/palacios/safe-30-h30-sat.cnf,1,0.381,0.0422,0.667,0.3745,0.2877
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-17-s100.cnf,1,0.6627,0.2406,0.8525,0.7551,0.1711
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,0.5811,0.1487,0.6646,0.3267,0.2227
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9.cnf,1,0.1605,0.1489,0.5839,0.3185,0.434
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c10ni_s.cnf,1,0.1144,0.1259,0.6315,0.4656,0.4606
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,0.9588,0.0716,0.9333,0.8861,0.1855
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,0.2645,0.2139,0.2559,0.1465,0.4589
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0.5776,0.1666,0.6352,0.2205,0.2025
SAT_RACE2006/SAT-Race-Benchmarks/velev-npe-1.0-9dlx-b71.cnf,1,0.8762,0.0604,0.9961,0.9904,0.5
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,0.1253,0.1805,0.1568,0.0396,0.2404
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0.3399,0.2468,0.1062,0.0794,0.2792
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.1-b7.cnf,1,0.8293,0.0178,0.9995,0.7693,0.5
SAT_RACE2008/simon-s02b-r4b1k1.1.cnf,1,0.7751,0.1484,0.8851,0.8106,0.0827
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h13-unsat.cnf,1,0.1643,0.1522,0.4477,0.1656,0.2865
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-08.cnf,1,0.9263,0.0121,1,0.9978,0.5
SAT_Competition2011/SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.0807,0.171,0.0044,0.0001,0.2106
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-03.cnf,1,0.8795,0.0584,0.9936,0.9584,0.5
SAT_Competition2011/SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?,?,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.585,0.1733,0.7644,0.2751,0.1345
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,0.401,0.0718,0.7812,0.3948,0.3646
SAT-Race-2010-CNF/mixed/grieu/vmpc_27.cnf,1,0.3922,0.0075,0.692,0.692,0
SAT_Competition2011/SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,0.1291,0.1264,0.6619,0.5458,0.4548
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor032.cnf,1,0.2904,0.2016,0.3069,0.1418,0.4094
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw.cnf,1,0.1248,0.1314,0.6297,0.4463,0.4708
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,0.2993,0.2009,0.337,0.1583,0.3296
SAT_Competition2009/APPLICATION/SAT_RACE06/goldb-heqc-term1mul.cnf,1,0.2298,0.1571,0.6866,0.5426,0.312
SAT-Race-2010-CNF/software-verification/bitverif/countbitsrotate128.cnf,1,0.3196,0.2434,0.0917,0.0715,0.2788
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_11_UNKNOWN.cnf,1,0.0229,0.0096,0.5366,0.3694,0.2033
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-col400-16.cnf,1,0.4007,0.2383,0.4935,0.1048,0.2314
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,0.0244,0.0101,0.5248,0.4513,0.1681
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-g10nid.cnf,1,0.1381,0.1291,0.6562,0.5147,0.4629
SAT-Race-2010-CNF/cryptography/mizh/md5_48_1.cnf,1,0.0718,0.1696,0.0104,0.0001,0.1579
SAT_RACE2008/mizh-sha0-35-4.cnf,1,0.0826,0.172,0.006,0.0002,0.2106
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-live-uns-2.0-ebuf.cnf,1,0.7671,0.0747,0.9003,0.734,0.4734
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,0.6349,0.1832,0.6811,0.2634,0.2008
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-2.cnf,1,0.0718,0.1696,0.0103,0.0001,0.1579
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-dp11u10.cnf,1,0.3324,0.2051,0.4679,0.2337,0.1985
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1138.cnf,1,0.093,0.2103,0.156,0.1488,1
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-g7nidw.cnf,1,0.1379,0.1345,0.6115,0.3843,0.4595
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,1,0.9607,0.0573,0.9834,0.9619,0.5
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,0.8536,0.1112,0.7047,0.6004,0.1168
SAT_RACE2006/SAT-Race_TS_1/grieu-vmpc-s05-24s.cnf,1,0.3914,0.0085,0.6934,0.6934,0
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,0.3927,0.007,0.6916,0.6916,0
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,0.1544,0.1827,0.1584,0.0452,0.2404
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c7idw_s.cnf,1,0.1217,0.1378,0.6214,0.4357,0.4587
SAT_Competition2007/industrial/industrial/palacios/medium/sortnet-7-ipc5-h16-sat.cnf,1,0.4291,0.08,0.7862,0.4445,0.3243
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,0.9608,0.057,0.9835,0.962,0.5
