@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC

@DATA
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S907861678-077.cnf,1,4349,4349,4349,4135,4220,4019,3952,3952,0.0117,0,0.7512,52.8188,15300,52.8478,15300,53.4118
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/560/unif-k3-r4.25-v560-c2380-S1154116462-097.cnf,1,4097,4097,4032,3849.5,3825,3774,3699,3699,0.0262,0,0.5245,28.9768,2363,30.8491,2380,29.2933
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1869272420-19.SAT.shuffled.cnf,1,4403,4403,4321,4247.25,4234,4205,4123,4123,0.0465,0.3834,0.6972,24.5844,2343,25.3018,2343,24.9537
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S49783605-066-UNKNOWN.cnf,1,326,134,118,114.951,105,96,87,76,0.0069,0.3394,0.4079,32.7742,10419,34.1683,10500,33.7164
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1850138369-006.cnf,1,82,54,48,43.0156,42,36,33,24,0.0203,0,0.6033,52.9091,20000,56.6344,20000,56.7949
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1040507052-028.cnf,1,92,54,48,42.5938,41,36,33,27,0.0209,0,0.5923,54.6667,20000,57.7461,20000,58.1042
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S2033299325-04.cnf,1,161,94,81,73.5172,71,62,57,47,0.0273,0,0.6427,46.7262,14000,49.6242,14000,48.9661
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/14000/unif-k3-r4.2-v14000-c58800-S1339275181-076.cnf,1,28,17,14,11.7716,11,9,7,5,0.0014,0.1019,0.3177,52.8182,58479,61.9183,58800,60.125
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S418266958-049.cnf,1,4166,4166,4046,3953,3899,3868,3838,3838,0.0307,0,0.6151,23.7138,1694,25.6002,1700,24.873
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/16000/unif-k3-r4.2-v16000-c67200-S1419235015-056.cnf,1,25,14,11,9.5356,9,7,6,4,0.0011,0.4775,0.2876,52.8182,66779,63.4942,67200,61.8947
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v750-c15000-S440979335-036-UNKNOWN.cnf,1,130,80,72,66.2778,64,58,53,38,0.0255,0,0.6119,49.2143,15000,51.8803,15000,51.7077
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1060672754-058.SATISFIABLE.cnf,1,4123,4123,4071,4010.1429,3979,3931,3930,3930,0.0418,0.0359,0.5704,20.5865,1484,21.4885,1491,21.2707
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/70/unif-k7-r89-v70-c6230-S184801254-020.cnf,1,4522,4522,4511,4439.5,4423,4384,4379,4379,0.0111,0,0.7636,25.5953,6230,25.6965,6230,25.7622
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1280860344-022.SATISFIABLE.cnf,1,4004,4004,3993,3882.4286,3871,3815,3791,3791,0.0284,0.0377,0.542,26.9098,2116,28.8035,2130,27.8787
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S1259611134-14.cnf,1,94,52,45,42.5116,41,37,32,25,0.0202,0,0.5854,53.0476,20000,56.5484,20000,56.1667
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1217224084-10.SAT.shuffled.cnf,1,4141,4141,4103,3986.5714,3933,3917,3891,3891,0.0446,0,0.6299,21.0537,1524,22.8478,1533,22.5626
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S1977519792-030.cnf,1,3956,3956,3907,3830.875,3832,3794,3729,3729,0.025,0,0.6169,27.3858,2204,28.585,2210,28.4729
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S44928635-12.SAT.shuffled.cnf,1,4049,4049,4014,3877.5,3858,3803,3774,3774,0.0288,0,0.5534,26.8893,2116,28.2681,2130,27.302
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v400-c34000-S832901479-042-UNKNOWN.cnf,1,124,95,86,79.7692,77,70,67,60,0.0117,0.2541,0.6986,55.6,34000,58.2272,34000,58.1807
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S612955126-075.cnf,1,175,82,65,61.3514,58,51,45,34,0.0045,0.0069,0.3487,36.3922,16661,39.1885,16800,39.0952
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S1283500452-05.cnf,1,156,88,78,70.9307,67,61,54,45,0.0267,0,0.6001,46.8831,14000,49.3116,14000,48.6667
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1611899384-022.cnf,1,141,90,79,72.4167,69,64,55,45,0.0264,0,0.6181,47.3182,14000,50.2978,14000,50.0435
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1334593800-018.cnf,1,89,63,54,49.7739,48,42,39,31,0.0231,0,0.6058,51.64,18000,54.9057,18000,54.6905
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S906020180-093.cnf,1,151,77,64,58.2986,55,49,42,30,0.004,0,0.3826,37.1724,16687,39.76,16800,39.4545
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S56507352-034.cnf,1,33,21,16,14.2573,13,11,9,7,0.0014,0.1566,0.3053,49.4737,50017,57.7379,50400,55.6
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S840292785-048-UNKNOWN.cnf,1,21,12,9,7.7337,7,5,4,3,0.001,0.6418,0.2755,56,83430,69.5931,84000,67.8889
SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S1962059985-11-UNSAT.cnf,1,2970,2970,2563,1998.7143,2258,1360,920,920,0.007,0.331,0.3852,35.6023,12493,39.0751,14684,38.1625
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S689381858-022.UNKNOWN.cnf,1,4412,4412,4347,4217.875,4184,4159,4123,4123,0.0466,0.1425,0.7015,27.3531,2662,27.9186,2662,27.7698
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S228456758-12.SAT.shuffled.cnf,1,4667,4667,4602,4585,4592,4549,4515,4515,0.011,0,0.7758,19.6013,4450,19.6555,4450,19.6577
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/75/unif-k7-r89-v75-c6675-S2073320038-053.cnf,1,4591,4591,4488,4461.2,4427,4406,4394,4394,0.0111,0,0.7582,27.1324,6675,27.2338,6675,27.2576
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1736471436-014.cnf,1,125,74,63,58.9913,56,51,47,33,0.0239,0,0.591,50.0417,16000,52.8631,16000,52.74
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S45592023-054.cnf,1,4018,4018,3940,3866.125,3853,3840,3714,3714,0.0291,0,0.563,29.7772,2370,30.9783,2380,30.6294
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S1640054673-078.cnf,1,4584,4584,4503,4443.6,4414,4377,4340,4340,0.0111,0,0.7542,27.1362,6675,27.2159,6675,27.1614
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1141213963-005.cnf,1,22,12,9,8.0313,7,6,5,3,0.0009,0.5919,0.2904,56.25,75093,67.5267,75600,67.8571
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1249224492-031.cnf,1,4382,4382,4382,4153,4264,4006,3960,3960,0.0117,0,0.7418,52.9376,15300,53.1956,15300,53.8053
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1516934767-080.cnf,1,0,0,0,0,0,0,0,0,0.0286,0,0.6288,0,1609,0,1615,0
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1192890414-033.cnf,1,148,88,80,71.9074,68,62,56,45,0.0264,0,0.629,47.4857,14000,50.2651,14000,49.8551
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1794283924-053.SATISFIABLE.cnf,1,4070,4070,4037,4012.75,4002,4002,3959,3959,0.0329,0,0.5929,20.5416,1488,21.0603,1491,20.8072
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S2088224617-083.cnf,1,94,57,47,43.243,42,36,32,27,0.0218,0,0.5722,53.12,20000,56.4942,20000,56.3404
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/540/unif-k3-r4.25-v540-c2295-S638051453-097.cnf,1,3930,3930,3911,3847.5,3860,3817,3735,3735,0.0236,0,0.513,27.7967,2286,29.3969,2295,28.8935
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S152598520-02-SAT.cnf,1,1018,809,597,559.6364,516,442,398,385,0.0056,0.4253,0.416,26.5603,14875,29.2415,17354,28.2916
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1836400953-011.UNKNOWN.cnf,1,4335,4335,4280,4165,4122,4103,4091,4091,0.0463,0,0.7059,31.0847,3195,31.4685,3195,31.8081
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S957997002-040.cnf,1,3969,3969,3954,3854,3857,3808,3727,3727,0.0267,0,0.5448,26.0102,2025,27.2827,2040,26.8987
SAT_Competition2007/random/OnTreshold/3SAT/v450/unif-k3-r4.25-v450-c1912-S1483146927-18.SAT.shuffled.cnf,1,4011,4011,3970,3883.5,3879,3843,3768,3768,0.0252,0,0.5864,25.9026,1907,27.3948,1912,26.9886
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/120/unif-k5-r21.3-v120-c2556-S918173205-035.cnf,1,4384,4384,4295,4216.25,4187,4172,4149,4149,0.0466,0.1471,0.6992,26.5379,2556,26.7568,2556,26.8911
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S950666065-093-UNKNOWN.cnf,1,16,7,5,4.0286,4,3,2,1,0.0006,0.4972,0.2532,60.4,145983,85.2343,147000,80.6
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S1766907733-036.cnf,1,2450,803,397,500.4783,324,243,232,220,0.0117,0,0.739,46.4527,18700,48.6461,18700,48.0247
SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1437321789-17.SAT.shuffled.cnf,1,4698,4698,4603,4607.5,4603,4583,4570,4570,0.011,0,0.779,18.1947,4005,18.2803,4005,18.3652
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S862393334-098-UNKNOWN.cnf,1,4109,4109,4109,3911.5,3961,3805,3771,3771,0.0117,0,0.7368,57.2082,17000,57.6355,17000,57.2265
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1207324880-03.cnf,1,104,63,54,49.9775,48,43,40,34,0.022,0,0.6006,50.3962,18000,53.9598,18000,53.7843
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S3230925-04.cnf,1,4006,4006,4006,3951.3333,3948,3900,3900,3900,0.0117,0,0.7279,57.0296,17000,58.5432,17000,59.2998
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1284372491-036.cnf,1,81,54,48,43.009,42,36,32,23,0.0201,0,0.5817,53.6087,20000,57.0699,20000,56.8462
SAT_Competition2007/random/OnTreshold/7SAT/v60/unif-k7-r89-v60-c5340-S1783894026-19.SAT.shuffled.cnf,1,4614,4614,4496,4484,4489,4422,4422,4422,0.011,0,0.7648,22.5812,5340,22.6483,5340,22.6616
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S903594090-011-UNKNOWN.cnf,1,48,25,20,17.4918,17,14,11,8,0.0017,0.0393,0.3082,47.4545,41691,54.0255,42000,53.1892
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S1348818483-020-UNKNOWN.cnf,1,4118,4118,4118,3892.25,3927,3857,3667,3667,0.0117,0,0.7354,56.5709,17000,57.0618,17000,57.5764
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1147977026-087.SATISFIABLE.cnf,1,4478,4478,4444,4388.2,4383,4349,4287,4287,0.0111,0,0.7541,28.4262,7120,28.4456,7120,28.534
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1054448974-13.cnf,1,37,19,15,12.9684,12,9,8,6,0.0012,0.2042,0.2999,49.5556,54236,57.492,54600,55.8462
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1189700536-035.SATISFIABLE.cnf,1,4435,4435,4325,4302.5714,4278,4261,4259,4259,0.0465,0.5758,0.7171,22.8507,2130,23.4234,2130,23.6806
SAT_Competition2007/random/LargeSize/7SAT/v240/unif-k7-r85-v240-c20400-S52275463-03.cnf,1,1250,308,274,277.2353,238,206,193,173,0.0117,0,0.7521,47.2948,20400,48.6766,20400,48.1477
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1330787624-15.cnf,1,25,12,9,7.8095,7,6,5,2,0.001,0.693,0.2692,54.7,79295,67.962,79800,64.8571
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1201608256-021-UNKNOWN.cnf,1,24,15,12,10.399,10,8,6,4,0.0015,0.2425,0.2917,51.6364,62572,61.9303,63000,60.1667
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S1765449180-016.cnf,1,416,174,149,147.6848,137,126,113,92,0.0078,0.5005,0.4074,31.1262,8359,32.3577,8400,31.9412
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1,681,287,223,223.1316,206,179,157,147,0.0117,0,0.7269,47.0569,21250,48.7042,21250,48.5714
SAT_Competition2007/random/OnTreshold/5SAT/v100/unif-k5-r21.3-v100-c2130-S744612847-12.SAT.shuffled.cnf,1,4442,4442,4335,4303.5714,4284,4253,4243,4243,0.0465,0.6433,0.7033,22.9116,2130,23.3712,2130,23.3968
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S51928934-076.SATISFIABLE.cnf,1,4527,4527,4435,4368.8,4303,4290,4289,4289,0.0111,0,0.7545,30.9863,8010,31.5614,8010,31.7124
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1954748117-061.cnf,1,70,51,42,37.5746,37,31,28,23,0.0194,0,0.5968,56.1111,22000,60.3611,22000,60.0313
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S1075551507-050.cnf,1,376,181,158,152.4255,140,131,114,99,0.0073,0.5602,0.4109,31.1176,8355,32.3749,8400,32.3158
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,2496,1436,450,563.1176,334,301,280,267,0.0117,0,0.7168,47.0449,18700,49.6706,18700,47.9029
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S204737200-067.SATISFIABLE.cnf,1,3986,3986,3918,3877.75,3876,3862,3793,3793,0.0369,0,0.5645,27.5846,2111,28.103,2130,28.0243
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S57566027-15.cnf,1,4382,4382,4382,4173.25,4265,4026,4020,4020,0.0117,0,0.7415,48.6865,13600,48.707,13600,48.9817
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S2032263657-035.cnf,1,4103,4103,4031,3965,3942,3905,3878,3878,0.0448,0,0.6069,21.3754,1517,22.5231,1530,22.0351
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1091905403-047-UNKNOWN.cnf,1,35,24,21,17.7296,17,14,12,9,0.0019,0.0598,0.3078,47,41730,52.4802,42000,52.3889
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1261029273-036.SATISFIABLE.cnf,1,3813,3813,3769,3707,3689,3659,3616,3616,0.0174,0.1554,0.5137,32.9057,2758,35.4339,2769,34.2142
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1106151685-15.SAT.shuffled.cnf,1,4546,4546,4542,4447.5,4446,4398,4350,4350,0.0111,0,0.7564,25.1949,6230,25.6281,6230,25.7497
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/110/unif-k5-r21.3-v110-c2343-S745855171-090.cnf,1,4430,4430,4342,4260,4244,4203,4191,4191,0.0465,0.4766,0.732,24.3945,2343,25.2947,2343,25.073
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S2099846342-04-SAT.cnf,1,4032,4032,3936,3895.7143,3901,3826,3803,3803,0.0276,0.3061,0.637,26.8866,2244,28.3969,2280,27.3797
SAT_Competition2007/random/OnTreshold/5SAT/v90/unif-k5-r21.3-v90-c1917-S1282416669-17.SAT.shuffled.cnf,1,4501,4501,4439,4331.25,4322,4269,4232,4232,0.0464,0.6916,0.7296,21.3079,1917,21.6974,1917,21.5633
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S1422278005-004.cnf,1,4350,4350,4274,4208.5,4205,4152,4140,4140,0.0466,0.0853,0.6979,26.6649,2556,27.0648,2556,27.1589
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S1880984131-087.cnf,1,4107,4107,4084,3937.875,3908,3881,3851,3851,0.0315,0,0.6493,24.3518,1775,25.234,1785,24.7886
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1299158672-14.SAT.shuffled.cnf,1,4545,4545,4483,4426.6,4383,4363,4359,4359,0.0111,0,0.759,26.8919,6675,27.0368,6675,26.911
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S394483079-002-UNKNOWN.cnf,1,35,23,19,17.1638,16,14,12,9,0.0119,0,0.5494,65.8235,40000,74.4942,40000,73.1053
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1459690542-033.cnf,1,4160,4160,4028,3944.875,3940,3902,3816,3816,0.0316,0,0.6129,21.8509,1520,22.2842,1530,21.9995
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S375588147-050.cnf,1,2122,757,379,459.3462,323,290,260,223,0.0117,0,0.7183,46.9389,18700,49.0192,18700,48.6771
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S539876024-03.SAT.shuffled.cnf,1,3991,3991,3986,3883.5,3873,3852,3766,3766,0.0297,0,0.578,26.6664,2122,28.3155,2130,27.3568
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1341479044-12.UNSAT.shuffled.cnf,1,3914,3914,3776,3745.5556,3762,3689,3611,3611,0.0197,0,0.5117,32.5985,2744,33.6003,2769,32.769
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S1963731659-060.cnf,1,4382,4382,4278,4220.125,4217,4168,4153,4153,0.0466,0.1998,0.6972,26.3441,2556,27.1497,2556,27.1239
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S1367181683-025.cnf,1,3997,3997,3948,3879.625,3878,3838,3810,3810,0.0272,0.04,0.5556,25.5147,1946,26.6262,1955,25.9521
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v800-c3408-S456969343-019.SATISFIABLE.cnf,1,3742,3505,2524,1631.9412,971,754,660,625,0.0184,0.0692,0.4898,28.2537,3362,32.7844,3408,29.6161
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2088061175-062.cnf,1,19,14,11,8.984,8,6,5,4,0.001,0.5409,0.2825,54,75118,65.7425,75600,62.0909
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1543261951-042.cnf,1,4405,4405,4405,4188,4258,4045,4044,4044,0.0117,0,0.7474,48.0213,13600,48.9347,13600,49.5613
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S921718479-079-UNKNOWN.cnf,1,23,11,9,7.4365,7,5,4,3,0.0008,0.5809,0.2856,52.5714,83511,67.9948,84000,65.9
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,4052,4052,4021,3923.125,3920,3857,3827,3827,0.0279,0,0.5885,25.3391,1901,26.4605,1917,26.2153
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1623694027-006.SATISFIABLE.cnf,1,4549,4549,4452,4408.6,4358,4357,4327,4327,0.0111,0,0.7576,28.4267,7120,28.5137,7120,28.5106
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S946474812-075.SATISFIABLE.cnf,1,4115,4115,4111,4025.8571,4013,3969,3931,3931,0.0317,0,0.6004,20.6127,1483,21.9087,1491,21.6338
SAT_Competition2007/random/OnTreshold/3SAT/v400/unif-k3-r4.26-v400-c1704-S141590207-13.SAT.shuffled.cnf,1,4048,4048,4041,3955.5,3956,3913,3868,3868,0.0354,0,0.6036,23.6291,1695,24.6576,1704,24.0585
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v150-c12750-S1290198737-013-UNKNOWN.cnf,1,4357,4357,4357,4160.5,4232,4033,4020,4020,0.0117,0,0.7426,45.8837,12750,46.6295,12750,47.4671
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S751835224-10.cnf,1,4398,4398,4398,4197.5,4261,4066,4065,4065,0.0117,0,0.7343,48.2298,13600,48.949,13600,49.799
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1440346932-010.SATISFIABLE.cnf,1,4145,4145,4086,3941.375,3912,3863,3851,3851,0.0325,0,0.593,24.5661,1690,24.9331,1704,24.8235
SAT_Competition2007/random/2+p/p0.8/v2035/unif2p-p0.8-v2035-c6328-S25157261-20-UNSAT.cnf,1,2351,1976,1486,1330.6429,1247,1047,886,780,0.0111,0.1309,0.5338,29.5907,5967,33.6459,6327,33.4408
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S976131144-051-UNKNOWN.cnf,1,31,18,14,11.3019,10,8,7,5,0.0013,0.6081,0.2898,54,62606,62.8762,63000,61.6667
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S2143190124-085.SATISFIABLE.cnf,1,4571,4571,4481,4426.1667,4407,4357,4348,4348,0.0111,0,0.7711,25.4815,6230,25.7244,6230,25.7166
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S23858409-056.cnf,1,4006,4006,3892,3846.875,3871,3791,3744,3744,0.0307,0.0251,0.5418,29.1909,2278,30.0973,2295,29.7453
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1915396418-078.SATISFIABLE.cnf,1,4049,4049,4020,3877,3841,3782,3745,3745,0.0298,0,0.5918,26.0143,1912,28.1645,1917,26.6694
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/120/unif-k5-r21.3-v120-c2556-S267191961-079.cnf,1,4388,4388,4289,4219.125,4212,4169,4116,4116,0.0466,0.1471,0.6944,26.2722,2556,27.0242,2556,27.1039
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S1326039470-063.cnf,1,4051,4051,4026,3937.625,3978,3879,3787,3787,0.0266,0,0.6273,22.9791,1691,23.9045,1700,24.1373
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1229813320-044.cnf,1,4062,4062,4034,3896.75,3860,3837,3811,3811,0.0256,0,0.557,25.9303,2030,27.3058,2040,27.2234
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1145101718-14.cnf,1,62,26,21,18.57,17,14,12,7,0.0018,0.0162,0.2972,46.0625,41748,53.1906,42000,52.5333
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S2018484485-019.cnf,1,158,77,63,59.24,55,48,43,34,0.005,0.0121,0.3627,37.25,16696,39.7327,16800,39.8652
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v40000-c168000-S386300535-065-UNKNOWN.cnf,1,11,6,5,3.4245,3,2,1,1,0.0005,0.251,0.2656,67.1667,166873,101.3829,168000,88.8
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1422217194-16.SAT.shuffled.cnf,1,4020,4020,4001,3956.375,3978,3925,3877,3877,0.0314,0,0.6163,22.3676,1527,23.2313,1533,22.8398
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S1998470614-06.cnf,1,4348,4348,4348,4199.75,4273,4158,4020,4020,0.0117,0,0.7459,44.1775,11900,44.2293,11900,44.6686
