@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE directorder_CG-entropy NUMERIC
@ATTRIBUTE support_CG-entropy NUMERIC
@ATTRIBUTE directorder_cluster-coeff-mean NUMERIC
@ATTRIBUTE support_cluster-coeff-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE directorder_cluster-coeff-max NUMERIC
@ATTRIBUTE directorder_cluster-coeff-min NUMERIC

@DATA
bool/pseudoGLB/normalized-pigeon-cardinality-55-50.xml,1,0,0,0,0.897436,100,0,0.960396,0.372678,0.244288,3.633361,3.938773,0.173131,0.139443,0.000894,0.7,0.002466
bool/pseudoGLB/normalized-t3002-11tsp11-1900559416.xml,1,0,0,0,0.989276,100,0,0.993837,0.334512,0.295132,-512,-512,-1,-1,0.065113,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900553606.xml,1,0,0,0,0.989446,100,0,0.993985,0.340644,0.293834,-512,-512,-1,-1,0.065681,0,-1
bool/pseudoGLB/normalized-army10-14bt.xml,1,0,0,0,0.95,100,0,0.978723,0.306541,0.233169,4.284127,4.483666,0.206488,0.175523,0.005668,0.733333,0.000818
bool/pseudoGLB/normalized-t3002-11tsp11-1900558739.xml,1,0,0,0,0.987616,100,0,0.993856,0.335935,0.294216,-512,-512,-1,-1,0.056398,0,-1
bool/pseudoGLB/normalized-t2001-13queen13-1111223416.xml,1,0,0,0,0.994812,100,0,0.996694,0.34467,0.295492,-512,-512,-1,-1,0.066516,0,-1
bool/pseudoGLB/normalized-fpga12-12-sat-pb-cnf-cr.xml,1,0,0,0,0.733333,100,0,0.84,0.312253,0.183044,3.053643,2.993002,0.325088,0.308291,0.001923,0.7,0.038896
bool/pseudoGLB/normalized-t2001-13queen13-1111226062.xml,1,0,0,0,0.994429,100,0,0.996756,0.348672,0.295051,-512,-512,-1,-1,0.061341,0,-1
bool/pseudoGLB/normalized-fpga15-15-sat-pb-cnf-cr.xml,1,0,0,0,0.75,100,0,0.870968,0.332623,0.186827,3.08296,3.14352,0.313681,0.292149,0.000949,0.7,0.026047
bool/pseudoGLB/normalized-army13-24ls.xml,1,0,0,0,0.964286,100,0,0.987342,0.315779,0.227497,4.315378,4.787751,0.199074,0.152882,0.007278,0.7,0.000288
bool/pseudoGLB/normalized-t3002-11tsp11-1900669797.xml,1,0,0,0,0.990172,100,0,0.994261,0.338115,0.296899,-512,-512,-1,-1,0.067854,0,-1
bool/pseudoGLB/normalized-t2001-13queen13-1111212476.xml,1,0,0,0,0.994186,100,0,0.996494,0.351039,0.292444,-512,-512,-1,-1,0.061994,0,-1
bool/pseudoGLB/normalized-fpga40-39-sat-pb-cnf-cr.xml,1,0,0,0,0.870968,100,0,0.950617,0.365814,0.207223,-512,3.483181,-1,0.208732,0.000131,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900549974.xml,1,0,0,0,0.989333,100,0,0.993837,0.333668,0.294056,-512,-512,-1,-1,0.065811,0,-1
bool/pseudoGLB/normalized-pigeon-cardinality-61-60.xml,1,0,0,0,0.897436,100,0,0.966942,0.38117,0.248019,3.690211,4.108217,0.161714,0.128387,0.000655,0.7,0.001983
bool/pseudoGLB/normalized-t3002-11tsp11-1900567939.xml,1,0,0,0,0.989717,100,0,0.994126,0.334446,0.295836,-512,-512,-1,-1,0.065989,0,-1
bool/pseudoGLB/normalized-fpga25-23-sat-pb-cnf-cr.xml,1,0,0,0,0.833333,100,0,0.921569,0.34205,0.193691,3.118372,3.285797,0.285398,0.253189,0.000433,0.7,0.011145
bool/pseudoGLB/normalized-t3002-11tsp11-1900670234.xml,1,0,0,0,0.989446,100,0,0.993779,0.332938,0.293813,-512,-512,-1,-1,0.066714,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900562192.xml,1,0,0,0,0.990676,100,0,0.994785,0.334778,0.299547,-512,-512,-1,-1,0.066984,0,-1
bool/pseudoGLB/normalized-chnl15-25-pb-cnf-cr.xml,1,0,0,0,0.818182,100,0,0.870968,0.340942,0.21451,3.003537,3.175788,0.25403,0.227759,0.002231,0.7,0.011069
bool/pseudoGLB/normalized-t3002-11tsp11-1900564822.xml,1,?,0,0,0.988338,?,0,0.993453,0.336589,0.292258,-512,-512,-1,-1,0.062454,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900564281.xml,1,0,0,0,0.989333,100,0,0.994342,0.336392,0.296174,-512,-512,-1,-1,0.062142,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900551864.xml,1,0,0,0,0.989717,100,0,0.994194,0.333748,0.295893,-512,-512,-1,-1,0.065504,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900545610.xml,1,0,0,0,0.989873,100,0,0.994056,0.337059,0.295481,-512,-512,-1,-1,0.067385,0,-1
bool/pseudoGLB/normalized-blast-floppy1-7-ucl.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t3002-11tsp11-1900568186.xml,1,0,0,0,0.990408,100,0,0.994467,0.335516,0.296466,-512,-512,-1,-1,0.068095,0,-1
bool/pseudoGLB/normalized-pigeon-clauses-95-90.xml,1,0,?,?,?,100,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t3002-11tsp11-1900561288.xml,1,0,0,0,0.988858,100,0,0.99362,0.333871,0.292977,-512,-512,-1,-1,0.064035,0,-1
bool/pseudoGLB/normalized-t2001-13queen13-1110973364.xml,1,0,0,0,0.994645,100,0,0.996795,0.347858,0.296218,-512,-512,-1,-1,0.063188,0,-1
bool/pseudoGLB/normalized-ooo-tag14-ucl.xml,1,0,?,?,?,100,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t2001-13queen13-1111220767.xml,1,0,0,0,0.994798,100,0,0.9968,0.347876,0.296234,-512,-512,-1,-1,0.064989,0,-1
bool/pseudoGLB/normalized-ooo-burch-dill-3-accl-ucl.xml,1,0,0,0,0.956044,100,0,0.97546,0.25928,0.316395,-512,-512,-1,-1,0.00041,0,-1
bool/pseudoGLB/normalized-fpga30-29-sat-pb-cnf-cr.xml,1,0,0,0,0.826087,100,0,0.934426,0.361661,0.194539,3.103431,3.327257,0.271899,0.234595,0.000225,0.7,0.007525
bool/pseudoGLB/normalized-t3002-11tsp11-1900547353.xml,1,0,0,0,0.990499,100,0,0.994645,0.337263,0.297598,-512,-512,-1,-1,0.067045,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900552735.xml,1,0,0,0,0.990499,100,0,0.994602,0.335123,0.298166,-512,-512,-1,-1,0.067436,0,-1
bool/pseudoGLB/normalized-22s-smv.xml,1,0,?,?,?,100,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-reduced-prob10.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t3002-11tsp11-1900554072.xml,1,0,0,0,0.98961,100,0,0.994261,0.334499,0.296727,-512,-512,-1,-1,0.064292,0,-1
bool/pseudoGLB/normalized-pigeon-cardinality-35-30.xml,1,0,0,0,0.84,100,0,0.934426,0.365825,0.227407,3.210695,3.525102,0.213242,0.180974,0.001602,0.7,0.005666
bool/pseudoGLB/normalized-ppp:1-9-16-19.xml,1,0,0,0,0.9375,100,0,0.961165,0.379033,0.270043,4.144504,-512,0.15617,-1,0.00116,0.714286,0.000958
bool/pseudoGLB/normalized-chnl20-30-pb-cnf-cr.xml,1,0,0.333333,0.333333,0.818182,100,0,0.902439,0.355224,0.215676,3.042561,3.312533,0.235493,0.208201,0.001274,0.7,0.007555
bool/pseudoGLB/normalized-t3002-11tsp11-1900566270.xml,1,0,0,0,0.987692,100,0,0.993209,0.335204,0.290629,-512,-512,-1,-1,0.060502,0,-1
bool/pseudoGLB/normalized-t2001-13queen13-1110968094.xml,1,0,0,0,0.994483,100,0,0.996785,0.350728,0.295274,-512,-512,-1,-1,0.061696,0,-1
bool/pseudoGLB/normalized-t2001-13queen13-1111220546.xml,1,0,0,0,0.994878,100,0,0.9968,0.349896,0.295836,-512,-512,-1,-1,0.066013,0,-1
bool/pseudoGLB/normalized-pigeon-cardinality-95-90.xml,1,0,0,0,0.942029,100,0,0.977901,0.38023,0.261542,-512,-512,-1,-1,0.000494,0,-1
bool/pseudoGLB/normalized-t2001-13queen13-1111217380.xml,1,0,0,0,0.994452,100,0,0.996593,0.346859,0.294656,-512,-512,-1,-1,0.063472,0,-1
bool/pseudoGLB/normalized-chnl50-51-pb-cnf-cr.xml,1,0,0,0,0.897436,100,0,0.960396,0.371136,0.24372,3.610127,3.931486,0.175554,0.140465,0.000486,0.7,0.002942
bool/pseudoGLB/normalized-ooo-tag8-ucl.xml,1,0,0,0,0.954545,100,0,0.975,0.266509,0.317555,-512,-512,-1,-1,0.000912,0,-1
bool/pseudoGLB/normalized-pigeon-clauses-51-50.xml,1,0,0.333333,0.333333,0.925926,100,0.25,0.960396,0.451338,0.278484,2.944192,3.578936,0.317043,0.230685,0.001689,0.7,0.003087
bool/pseudoGLB/normalized-robin10.xml,1,0,0,0,0.927273,100,0,0.956044,0.386719,0.234609,3.822133,-512,0.16733,-1,0.000401,0.7,0.001195
bool/pseudoGLB/normalized-fpga11-10-sat-pb-cnf-cr.xml,1,0,0,0,0.714286,100,0,0.826087,0.331003,0.186143,2.958046,3.010593,0.34597,0.32484,0.002534,0.7,0.044421
bool/pseudoGLB/normalized-ppp:3-13-25-26.xml,1,0,0,0,0.936508,100,0,0.962264,0.377772,0.271639,4.187527,-512,0.150781,-1,0.001126,0.714286,0.000885
bool/pseudoGLB/normalized-t3002-11tsp11-1900559365.xml,1,0,0,0,0.989717,100,0,0.994228,0.338307,0.29535,-512,-512,-1,-1,0.065425,0,-1
bool/pseudoGLB/normalized-t2001-13queen13-1111217392.xml,1,0,0,0,0.994261,100,0,0.9968,0.35085,0.296182,-512,-512,-1,-1,0.059227,0,-1
bool/pseudoGLB/normalized-ooo-burch-dill-2-accl-ucl.xml,1,0,0,0,0.955556,100,0,0.975309,0.260996,0.316792,-512,-512,-1,-1,0.000712,0,-1
bool/pseudoGLB/normalized-t2001-13queen13-1110969933.xml,1,0,0,0,0.994421,100,0,0.99681,0.352385,0.295277,-512,-512,-1,-1,0.06073,0,-1
bool/pseudoGLB/normalized-44s-smv.xml,1,0,0,0,0.968504,100,0,1,0.353402,0.398188,-512,-512,-1,-1,0.001485,0,-1
bool/pseudoGLB/normalized-vdw-k6-l3-n170.xml,1,0,0,0,0.976744,100,0.002967,0.976744,0.531841,0.291539,0.920511,-512,0.409522,-1,0.002206,0.7,0.01151
bool/pseudoGLB/normalized-t2001-13queen13-1110975965.xml,1,0,0,0,0.994609,100,0,0.99659,0.346639,0.294427,-512,-512,-1,-1,0.065362,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900577000.xml,1,0,0,0,0.989501,100,0,0.99374,0.333768,0.293106,-512,-512,-1,-1,0.067434,0,-1
bool/pseudoGLB/normalized-t2001-13queen13-1110978334.xml,1,0,0,0,0.995,100,0,0.996797,0.348171,0.296072,-512,-512,-1,-1,0.067604,0,-1
bool/pseudoGLB/normalized-fpga25-25-sat-pb-cnf-cr.xml,1,0,0,0,0.833333,100,0,0.921569,0.350302,0.1945,3.131741,3.292971,0.281805,0.247924,0.000365,0.7,0.011069
bool/pseudoGLB/normalized-fpga40-38-sat-pb-cnf-cr.xml,1,0,0.333333,0.333333,0.870968,100,0,0.950617,0.367824,0.202937,3.118827,3.415187,0.254207,0.211452,0.000137,0.7,0.004536
bool/pseudoGLB/normalized-fpga11-11-sat-pb-cnf-cr.xml,1,0,0,0,0.714286,100,0,0.826087,0.316774,0.185927,3.150476,3.2083,0.333975,0.315921,0.002179,0.7,0.043506
bool/pseudoGLB/normalized-pigeon-clauses-31-30.xml,1,0,0.333333,0.333333,0.882353,100,0.25,0.934426,0.448419,0.257725,2.736479,3.20513,0.327157,0.260433,0.002675,0.7,0.007525
bool/pseudoGLB/normalized-blast-floppy1-3-ucl.xml,1,-1,0,0,0,-1,0,0,0,0,-512,-512,0,0,0,0,0
bool/pseudoGLB/normalized-t3002-11tsp11-1900557413.xml,1,0,0,0,0.98806,100,0,0.993277,0.335776,0.290297,-512,-512,-1,-1,0.062263,0,-1
bool/pseudoGLB/normalized-vdw-k4-l4-n360.xml,1,0,?,?,?,100,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t3002-11tsp11-1900554420.xml,1,0,0,0,0.989501,100,0,0.994211,0.335769,0.298246,-512,-512,-1,-1,0.063584,0,-1
bool/pseudoGLB/normalized-dbst-v30-e350-d15-mw10-9.PB06.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-army9-12ls.xml,1,0,0,0,0.928571,100,0,0.973684,0.304656,0.217935,3.872586,4.109146,0.246874,0.21522,0.007703,0.7,0.001191
bool/pseudoGLB/normalized-blast-tlan2-ucl.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-pigeon-cardinality-11-10.xml,1,0,0,0,0.692308,100,0,0.809524,0.31946,0.195963,2.727663,2.785028,0.304935,0.287524,0.008782,0.7,0.043506
bool/pseudoGLB/normalized-pigeon-cardinality-25-20.xml,1,0,0,0,0.818182,100,0,0.902439,0.348513,0.216998,2.989456,3.295635,0.243373,0.213588,0.003145,0.7,0.011069
bool/pseudoGLB/normalized-t2001-13queen13-1110976730.xml,1,0,0,0,0.994444,100,0,0.996624,0.349703,0.293848,-512,-512,-1,-1,0.063142,0,-1
bool/pseudoGLB/normalized-pigeon-clauses-65-60.xml,1,0,0.333333,0.333333,0.941176,100,0.25,0.966942,0.461146,0.28299,2.912306,3.698715,0.321975,0.229898,0.001073,0.7,0.002049
bool/pseudoGLB/normalized-t2001-13queen13-1111220019.xml,1,0,0,0,0.994962,100,0,0.996828,0.344449,0.296558,-512,-512,-1,-1,0.066531,0,-1
bool/pseudoGLB/normalized-reduced-prob2.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t2001-13queen13-1111224451.xml,1,0,0,0,0.994859,100,0,0.996833,0.347385,0.2965,-512,-512,-1,-1,0.065413,0,-1
bool/pseudoGLB/normalized-chnl10-20-pb-cnf-cr.xml,1,0,0.333333,0.333333,0.777778,100,0,0.826087,0.335131,0.201432,2.792911,2.9681,0.27776,0.258952,0.003457,0.7,0.016026
bool/pseudoGLB/normalized-t2001-13queen13-1110976157.xml,1,0,0,0,0.994891,100,0,0.996914,0.347156,0.296829,-512,-512,-1,-1,0.064594,0,-1
bool/pseudoGLB/normalized-fpga12-11-sat-pb-cnf-cr.xml,1,0,0,0,0.733333,100,0,0.84,0.321707,0.185887,3.115815,3.112755,0.333757,0.315166,0.002222,0.7,0.038896
bool/pseudoGLB/normalized-ooo-burch-dill-6-accl-ucl.xml,1,0,?,?,?,100,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-robin14.xml,1,0,?,?,?,100,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-fpga35-35-sat-pb-cnf-cr.xml,1,0,0,0,0.846154,100,0,0.943662,0.365616,0.202356,3.181835,3.432242,0.260006,0.21893,0.000151,0.7,0.005666
bool/pseudoGLB/normalized-reduced-cuww1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t2001-13queen13-1111217555.xml,1,0,0,0,0.994543,100,0,0.996732,0.349259,0.295236,-512,-512,-1,-1,0.063064,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900579996.xml,1,0,0,0,0.989873,100,0,0.994109,0.336642,0.294969,-512,-512,-1,-1,0.067163,0,-1
bool/pseudoGLB/normalized-pigeon-cardinality-51-50.xml,1,0,0,0,0.897436,100,0,0.960396,0.371136,0.24372,3.610127,3.931486,0.175554,0.140465,0.000971,0.7,0.002942
bool/pseudoGLB/normalized-t2001-13queen13-1111224929.xml,1,0,0,0,0.994616,100,0,0.99684,0.35127,0.296249,-512,-512,-1,-1,0.062516,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900554375.xml,1,0,0,0,0.989717,100,0,0.993967,0.332581,0.295445,-512,-512,-1,-1,0.066959,0,-1
bool/pseudoGLB/normalized-dbst-v30-e350-d15-mw10-2.PB06.xml,1,0,?,?,?,100,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t3002-11tsp11-1900571761.xml,1,0,0,0,0.990123,100,0,0.994406,0.335992,0.296661,-512,-512,-1,-1,0.066444,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900547461.xml,1,0,0,0,0.990123,100,0,0.994261,0.33273,0.297459,-512,-512,-1,-1,0.067401,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900567135.xml,1,0,0,0,0.991209,100,0,0.994758,0.335909,0.298356,-512,-512,-1,-1,0.071588,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900667195.xml,1,0,0,0,0.989556,100,0,0.993912,0.335395,0.293234,-512,-512,-1,-1,0.06662,0,-1
bool/pseudoGLB/normalized-t2001-13queen13-1110970277.xml,1,0,0,0,0.994236,100,0,0.996543,0.348175,0.293247,-512,-512,-1,-1,0.061798,0,-1
bool/pseudoGLB/normalized-t2001-13queen13-1111222257.xml,1,0,0,0,0.994688,100,0,0.996835,0.349095,0.295893,-512,-512,-1,-1,0.063258,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900548667.xml,1,0,0,0,0.98961,100,0,0.99362,0.333531,0.292021,-512,-512,-1,-1,0.069035,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900554154.xml,1,0,0,0,0.98916,100,0,0.993912,0.335418,0.293801,-512,-512,-1,-1,0.064271,0,-1
bool/pseudoGLB/normalized-ooo-burch-dill-4-accl-ucl.xml,1,0,?,?,?,100,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t2001-13queen13-1111223220.xml,1,0,0,0,0.994702,100,0,0.996753,0.348123,0.295625,-512,-512,-1,-1,0.064569,0,-1
bool/pseudoGLB/normalized-t2001-13queen13-1111221953.xml,1,0,0,0,0.994771,100,0,0.99688,0.348995,0.29655,-512,-512,-1,-1,0.063735,0,-1
bool/pseudoGLB/normalized-fpga30-28-sat-pb-cnf-cr.xml,1,0,0,0,0.826087,100,0,0.934426,0.356227,0.196822,3.124773,3.318019,0.274103,0.236769,0.000244,0.7,0.007525
bool/pseudoGLB/normalized-t2001-13queen13-1110971363.xml,1,0,0,0,0.994452,100,0,0.996748,0.348874,0.296037,-512,-512,-1,-1,0.061819,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900563250.xml,1,0,0,0,0.989276,100,0,0.994003,0.339334,0.293982,-512,-512,-1,-1,0.06451,0,-1
bool/pseudoGLB/normalized-reduced-prob8.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-ooo-rf9-ucl.xml,1,0,0,0,0.954545,100,0,0.975,0.262128,0.315815,-512,-512,-1,-1,0.000468,0,-1
bool/pseudoGLB/normalized-fpga20-20-sat-pb-cnf-cr.xml,1,0,0,0,0.789474,100,0,0.902439,0.333067,0.192315,3.024435,3.148912,0.296305,0.267427,0.000564,0.7,0.015717
bool/pseudoGLB/normalized-t2001-13queen13-1111221624.xml,1,0,0,0,0.994744,100,0,0.9968,0.349414,0.295779,-512,-512,-1,-1,0.064486,0,-1
bool/pseudoGLB/normalized-vdw-k3-l5-n550.xml,1,0,?,?,?,100,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-fpga30-30-sat-pb-cnf-cr.xml,1,0,0,0,0.826087,100,0,0.934426,0.366926,0.191767,3.009336,3.27309,0.269935,0.232632,0.000207,0.7,0.007525
bool/pseudoGLB/normalized-t2001-13queen13-1111223004.xml,1,0,0,0,0.994565,100,0,0.996745,0.349437,0.294793,-512,-512,-1,-1,0.063133,0,-1
bool/pseudoGLB/normalized-ooo-tag10-ucl.xml,1,0,0,0,0.957447,100,0,0.975904,0.250942,0.315038,-512,-512,-1,-1,0.000429,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900554389.xml,1,0,0,0,0.98939,100,0,0.994039,0.337581,0.295384,-512,-512,-1,-1,0.064629,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900573901.xml,1,0,0,0,0.990074,100,0,0.99431,0.335261,0.296151,-512,-512,-1,-1,0.066937,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900565534.xml,1,0,0,0,0.989446,100,0,0.994178,0.331923,0.297277,-512,-512,-1,-1,0.063761,0,-1
bool/pseudoGLB/normalized-t2001-13queen13-1111222080.xml,1,0,0,0,0.994872,100,0,0.996797,0.346658,0.296053,-512,-512,-1,-1,0.065884,0,-1
bool/pseudoGLB/normalized-army13-24bt.xml,1,0,0,0,0.976048,100,0,0.987342,0.317381,0.252183,-512,-512,-1,-1,0.006515,0,-1
bool/pseudoGLB/normalized-fpga45-45-sat-pb-cnf-cr.xml,1,0,0,0,0.888889,100,0,0.956044,0.366633,0.211554,-512,-512,-1,-1,0.000103,0,-1
bool/pseudoGLB/normalized-robin16.xml,1,0,?,?,?,100,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-elf-rf7-ucl.xml,1,?,0,0,0.954545,?,0,0.975,0.278603,0.318875,-512,-512,-1,-1,0.00221,0,-1
bool/pseudoGLB/normalized-t2001-13queen13-1111228076.xml,1,0,0,0,0.994764,100,0,0.99674,0.347635,0.295751,-512,-512,-1,-1,0.065509,0,-1
bool/pseudoGLB/normalized-t2001-13queen13-1110969860.xml,1,0,0,0,0.994203,100,0,0.996519,0.349533,0.293009,-512,-512,-1,-1,0.061643,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900581321.xml,1,?,0,0,0.988981,?,0,0.993641,0.333432,0.293869,-512,-512,-1,-1,0.064739,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900576151.xml,1,0,0,0,0.990025,100,0,0.994278,0.332931,0.297981,-512,-512,-1,-1,0.066678,0,-1
bool/pseudoGLB/normalized-reduced-prob3.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t3002-11tsp11-1900547427.xml,1,0,0,0,0.989822,100,0,0.993912,0.330903,0.296124,-512,-512,-1,-1,0.068066,0,-1
bool/pseudoGLB/normalized-t2001-13queen13-1111216823.xml,1,0,0,0,0.994681,100,0,0.996691,0.345576,0.295111,-512,-512,-1,-1,0.064983,0,-1
bool/pseudoGLB/normalized-elf-rf10-ucl.xml,1,0,?,?,?,100,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t2001-13queen13-1110974372.xml,1,0,0,0,0.994771,100,0,0.996845,0.34819,0.296636,-512,-512,-1,-1,0.064099,0,-1
bool/pseudoGLB/normalized-pigeon-cardinality-15-10.xml,1,0,0,0,0.714286,100,0,0.809524,0.329831,0.19812,2.781596,2.870997,0.292817,0.276096,0.006844,0.7,0.026047
bool/pseudoGLB/normalized-dbst-v30-e350-d15-mw10-1.PB06.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-chnl30-35-pb-cnf-cr.xml,1,0,0,0,0.84,100,0,0.934426,0.365825,0.227407,3.210695,3.525102,0.213242,0.180974,0.000801,0.7,0.005666
bool/pseudoGLB/normalized-ppp:1-11-19-21.xml,1,0,0,0,0.9375,100,0,0.961905,0.379527,0.26969,4.159609,-512,0.154736,-1,0.001162,0.733333,0.000908
bool/pseudoGLB/normalized-pigeon-clauses-41-40.xml,1,0,0.333333,0.333333,0.909091,100,0.25,0.950617,0.448579,0.270894,2.823419,3.39344,0.32161,0.242747,0.002081,0.7,0.004536
bool/pseudoGLB/normalized-t3002-11tsp11-1900559641.xml,1,0,0,0,0.989501,100,0,0.993949,0.33493,0.293904,-512,-512,-1,-1,0.06588,0,-1
bool/pseudoGLB/normalized-chnl30-40-pb-cnf-cr.xml,1,0,0.333333,0.333333,0.866667,100,0,0.934426,0.365255,0.228328,3.260016,3.621241,0.207317,0.175332,0.000855,0.7,0.004546
bool/pseudoGLB/normalized-pigeon-clauses-91-90.xml,1,0,?,?,?,100,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t2001-13queen13-1110966483.xml,1,0,0,0,0.994891,100,0,0.996923,0.348171,0.297609,-512,-512,-1,-1,0.06468,0,-1
bool/pseudoGLB/normalized-blast-floppy1-4-ucl.xml,1,-1,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t3002-11tsp11-1900570242.xml,1,0,0,0,0.990971,100,0,0.994674,0.334335,0.298171,-512,-512,-1,-1,0.070359,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900559676.xml,1,0,0,0,0.988732,100,0,0.99362,0.33655,0.291666,-512,-512,-1,-1,0.063631,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900569834.xml,1,0,0,0,0.989975,100,0,0.994483,0.336722,0.297048,-512,-512,-1,-1,0.064991,0,-1
bool/pseudoGLB/normalized-46s-smv.xml,1,0,?,?,0.971014,100,?,?,0.353499,0.398487,-512,?,-1,?,?,0,-1
bool/pseudoGLB/normalized-t2001-13queen13-1110967142.xml,1,0,0,0,0.994398,100,0,0.996513,0.347894,0.293025,-512,-512,-1,-1,0.06398,0,-1
bool/pseudoGLB/normalized-pigeon-clauses-85-80.xml,1,0,?,?,?,100,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-t3002-11tsp11-1900554373.xml,1,0,0,0,0.987988,100,0,0.993367,0.333565,0.291653,-512,-512,-1,-1,0.061037,0,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900574948.xml,1,0,0,0,0.98916,100,0,0.994039,0.334491,0.295663,-512,-512,-1,-1,0.063044,0,-1
bool/pseudoGLB/normalized-reduced-prob5.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/pseudoGLB/normalized-fpga15-14-sat-pb-cnf-cr.xml,1,0,0,0,0.75,100,0,0.870968,0.340747,0.176413,2.859702,2.949707,0.316733,0.298286,0.00107,0.7,0.026316
bool/pseudoGLB/normalized-t2001-13queen13-1110970444.xml,1,0,0,0,0.994609,100,0,0.996777,0.348761,0.295569,-512,-512,-1,-1,0.063138,0,-1
bool/pseudoGLB/normalized-pigeon-cardinality-21-20.xml,1,0,0,0,0.789474,100,0,0.902439,0.346898,0.215102,2.920373,3.164552,0.251492,0.220934,0.003164,0.7,0.014699
bool/pseudoGLB/normalized-pigeon-cardinality-91-90.xml,1,0,0,0,0.938462,100,0,0.977901,0.380408,0.261085,-512,-512,-1,-1,0.000485,0,-1
