@RELATION 'feature_values_premarshalling_astar_2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE tiers NUMERIC
@ATTRIBUTE overstowing-stack-pct NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE top-good-max NUMERIC
@ATTRIBUTE group-same-mean NUMERIC

@DATA
cv_data5-9-38,1,0.714286,7,1,9,25,1
cv_data5-5-8,1,0.714286,7,1,5,15,1
cv_data4-7-40,1,0.666667,6,1,7,17,1
cv_data5-7-33,1,0.714286,7,1,7,30,1
cv_data4-4-12,1,0.666667,6,1,4,8,1
cv_data4-6-36,1,0.666667,6,1,6,19,1
cv_data5-4-20,1,0.714286,7,1,4,9,1
cv_data4-5-23,1,0.666667,6,1,5,10,1
cv_data4-7-13,1,0.666667,6,1,7,17,1
cv_data5-9-32,1,0.714286,7,1,9,31,1
cv_data4-7-32,1,0.666667,6,1,7,20,1
cv_data5-9-4,1,0.714286,7,1,9,20,1
cv_data4-7-23,1,0.666667,6,0.857143,7,23,1
cv_data5-5-3,1,0.714286,7,1,5,9,1
cv_data4-5-39,1,0.666667,6,1,5,11,1
cv_data5-7-36,1,0.714286,7,1,7,28,1
cv_data4-4-3,1,0.666667,6,1,4,13,1
cv_data4-7-36,1,0.666667,6,1,7,23,1
cv_data5-5-9,1,0.714286,7,0.8,5,14,1
cv_data4-4-23,1,0.666667,6,1,4,11,1
cv_data3-7-22,1,0.6,5,1,7,11,1
cv_data5-6-28,1,0.714286,7,1,6,15,1
cv_data4-6-37,1,0.666667,6,1,6,12,1
cv_data5-5-21,1,0.714286,7,1,5,16,1
cv_data4-6-30,1,0.666667,6,0.833333,6,14,1
cv_data4-5-27,1,0.666667,6,1,5,12,1
cv_data4-5-21,1,0.666667,6,1,5,7,1
cv_data3-8-25,1,0.6,5,0.75,8,20,1
cv_data4-5-15,1,0.666667,6,1,5,9,1
cv_data5-5-31,1,0.714286,7,1,5,17,1
cv_data4-7-2,1,0.666667,6,1,7,19,1
cv_data5-4-10,1,0.714286,7,1,4,13,1
cv_data4-4-34,1,0.666667,6,1,4,9,1
cv_data5-7-4,1,0.714286,7,1,7,25,1
cv_data4-4-14,1,0.666667,6,1,4,14,1
cv_data5-7-22,1,0.714286,7,0.857143,7,9,1
cv_data4-6-2,1,0.666667,6,1,6,11,1
cv_data4-7-12,1,0.666667,6,1,7,22,1
cv_data5-5-30,1,0.714286,7,1,5,14,1
cv_data3-8-28,1,0.6,5,875,8,20,1
cv_data5-6-37,1,0.714286,7,1,6,14,1
cv_data5-6-20,1,0.714286,7,1,6,18,1
cv_data4-6-29,1,0.666667,6,1,6,13,1
cv_data4-4-10,1,0.666667,6,1,4,10,1
cv_data4-5-29,1,0.666667,6,1,5,16,1
cv_data3-8-24,1,0.6,5,0.75,8,18,1
cv_data5-4-35,1,0.714286,7,1,4,11,1
cv_data5-4-22,1,0.714286,7,1,4,9,1
cv_data5-4-29,1,0.714286,7,1,4,11,1
cv_data3-7-27,1,0.6,5,1,7,14,1
cv_data3-7-5,1,0.6,5,1,7,14,1
cv_data4-5-3,1,0.666667,6,1,5,12,1
cv_data4-6-12,1,0.666667,6,1,6,17,1
cv_data5-8-8,1,0.714286,7,1,8,18,1
cv_data4-6-25,1,0.666667,6,1,6,14,1
cv_data4-7-31,1,0.666667,6,1,7,9,1
cv_data5-6-22,1,0.714286,7,1,6,14,1
cv_data4-6-19,1,0.666667,6,1,6,21,1
cv_data5-4-30,1,0.714286,7,1,4,12,1
cv_data5-5-17,1,0.714286,7,1,5,8,1
cv_data4-6-34,1,0.666667,6,1,6,15,1
cv_data5-5-32,1,0.714286,7,1,5,18,1
cv_data4-6-32,1,0.666667,6,1,6,21,1
cv_data5-4-33,1,0.714286,7,1,4,12,1
cv_data3-7-12,1,0.6,5,0.714286,7,15,1
cv_data4-7-11,1,0.666667,6,1,7,17,1
cv_data4-4-35,1,0.666667,6,1,4,10,1
cv_data5-4-25,1,0.714286,7,1,4,16,1
cv_data4-6-10,1,0.666667,6,1,6,11,1
cv_data4-7-21,1,0.666667,6,1,7,21,1
cv_data4-6-4,1,0.666667,6,1,6,15,1
cv_data5-4-38,1,0.714286,7,1,4,11,1
cv_data4-7-7,1,0.666667,6,1,7,16,1
cv_data4-7-3,1,0.666667,6,0.714286,7,19,1
cv_data5-8-3,1,0.714286,7,1,8,28,1
cv_data5-7-37,1,0.714286,7,0.857143,7,30,1
cv_data5-5-20,1,0.714286,7,1,5,16,1
cv_data4-4-24,1,0.666667,6,1,4,9,1
cv_data5-4-14,1,0.714286,7,1,4,11,1
cv_data5-8-4,1,0.714286,7,1,8,22,1
cv_data4-6-40,1,0.666667,6,1,6,15,1
cv_data5-6-31,1,0.714286,7,1,6,15,1
cv_data4-6-14,1,0.666667,6,1,6,22,1
cv_data5-7-1,1,0.714286,7,1,7,27,1
cv_data5-7-32,1,0.714286,7,1,7,24,1
cv_data4-7-28,1,0.666667,6,1,7,12,1
cv_data4-4-2,1,0.666667,6,1,4,13,1
cv_data5-7-12,1,0.714286,7,1,7,15,1
cv_data4-7-5,1,0.666667,6,1,7,20,1
cv_data5-4-1,1,0.714286,7,1,4,9,1
cv_data4-5-17,1,0.666667,6,1,5,13,1
cv_data4-6-33,1,0.666667,6,0.833333,6,20,1
cv_data4-7-8,1,0.666667,6,1,7,16,1
cv_data5-4-24,1,0.714286,7,1,4,13,1
cv_data4-4-13,1,0.666667,6,1,4,8,1
cv_data5-4-12,1,0.714286,7,1,4,8,1
cv_data5-6-7,1,0.714286,7,1,6,23,1
cv_data5-6-35,1,0.714286,7,1,6,11,1
cv_data4-6-11,1,0.666667,6,1,6,16,1
cv_data5-4-16,1,0.714286,7,1,4,11,1
cv_data4-7-4,1,0.666667,6,1,7,22,1
cv_data5-7-11,1,0.714286,7,1,7,26,1
cv_data5-6-33,1,0.714286,7,1,6,17,1
cv_data5-5-28,1,0.714286,7,1,5,19,1
cv_data5-5-15,1,0.714286,7,1,5,10,1
cv_data3-6-24,1,0.6,5,1,6,11,1
cv_data5-4-34,1,0.714286,7,1,4,15,1
cv_data4-5-35,1,0.666667,6,1,5,7,1
cv_data5-7-31,1,0.714286,7,0.857143,7,15,1
cv_data4-7-10,1,0.666667,6,1,7,26,1
cv_data4-7-29,1,0.666667,6,1,7,22,1
cv_data5-4-18,1,0.714286,7,0.75,4,8,1
cv_data5-6-19,1,0.714286,7,1,6,11,1
cv_data4-5-32,1,0.666667,6,1,5,14,1
cv_data4-6-13,1,0.666667,6,0.833333,6,16,1
cv_data5-8-36,1,0.714286,7,1,8,33,1
cv_data4-5-12,1,0.666667,6,0.8,5,9,1
cv_data4-5-28,1,0.666667,6,1,5,12,1
cv_data5-5-4,1,0.714286,7,1,5,16,1
cv_data4-4-7,1,0.666667,6,1,4,10,1
cv_data5-5-36,1,0.714286,7,1,5,9,1
cv_data4-7-16,1,0.666667,6,0.714286,7,7,1
cv_data4-6-39,1,0.666667,6,1,6,8,1
cv_data5-5-6,1,0.714286,7,1,5,19,1
cv_data5-4-9,1,0.714286,7,1,4,6,1
cv_data4-4-29,1,0.666667,6,1,4,9,1
cv_data5-6-5,1,0.714286,7,1,6,15,1
cv_data3-7-17,1,0.6,5,1,7,13,1
cv_data4-6-27,1,0.666667,6,1,6,19,1
cv_data5-5-22,1,0.714286,7,1,5,16,1
cv_data5-9-3,1,0.714286,7,1,9,21,1
cv_data4-4-28,1,0.666667,6,1,4,5,1
cv_data4-4-27,1,0.666667,6,1,4,7,1
cv_data4-6-24,1,0.666667,6,1,6,15,1
cv_data4-6-8,1,0.666667,6,0.833333,6,15,1
cv_data4-4-20,1,0.666667,6,1,4,13,1
cv_data3-6-26,1,0.6,5,1,6,7,1
cv_data4-7-34,1,0.666667,6,1,7,22,1
cv_data5-10-32,1,0.714286,7,0.9,10,20,1
cv_data5-4-32,1,0.714286,7,1,4,8,1
cv_data4-7-33,1,0.666667,6,1,7,14,1
cv_data4-6-28,1,0.666667,6,1,6,15,1
cv_data3-7-30,1,0.6,5,1,7,16,1
cv_data5-5-19,1,0.714286,7,1,5,17,1
cv_data4-4-30,1,0.666667,6,1,4,9,1
cv_data4-7-15,1,0.666667,6,1,7,16,1
cv_data5-6-30,1,0.714286,7,1,6,19,1
cv_data4-7-17,1,0.666667,6,0.857143,7,16,1
cv_data4-5-31,1,0.666667,6,1,5,13,1
cv_data4-5-34,1,0.666667,6,1,5,13,1
cv_data4-4-25,1,0.666667,6,1,4,10,1
cv_data5-7-18,1,0.714286,7,1,7,25,1
cv_data3-8-17,1,0.6,5,0.75,8,21,1
cv_data4-6-15,1,0.666667,6,1,6,15,1
cv_data5-7-7,1,0.714286,7,1,7,26,1
cv_data4-7-14,1,0.666667,6,1,7,19,1
cv_data5-10-19,1,0.714286,7,1,10,25,1
cv_data5-8-29,1,0.714286,7,1,8,26,1
cv_data3-8-7,1,0.6,5,1,8,11,1
cv_data4-5-14,1,0.666667,6,1,5,18,1
cv_data5-7-16,1,0.714286,7,1,7,18,1
cv_data4-5-19,1,0.666667,6,1,5,9,1
cv_data3-5-8,1,0.6,5,1,5,9,1
cv_data5-9-10,1,0.714286,7,1,9,23,1
cv_data4-7-9,1,0.666667,6,1,7,16,1
cv_data5-5-13,1,0.714286,7,1,5,11,1
cv_data4-6-3,1,0.666667,6,1,6,17,1
cv_data5-4-6,1,0.714286,7,1,4,10,1
