@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC

@DATA
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1,0.75,0.9349,0.76,0.0236,0.9939,0.9349,0.7881,0.4058,0.7549,0.7983,0.8094,0.9349,0.8093,0.8192,2.8313,0.8295,4.9117,0.2427,230,0.0444,319,354,0,0.875,824.6154,2821,509,4.4389,1031,0.2616,1527,1.4666,0.0149,0.9173,0,0.1925,0,0,0,0,0,0,0,0.8638,0.1879,0.1834,0.105,0.1826,0.0069,0,48.1599,45.0724,41.2389,0.1704,32.3085,?,?,6.763,0.0205,0.0059,?,?,55.7695,27.3263
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-b-fclqcolor-10-07-09.sat05-1282.reshuffled-07.cnf,1,0,0.1741,0.7646,0.7348,0.4509,0.825,0.7658,0.8228,0.7758,0.7684,0.7824,0.5161,0.8039,0.792,1.4809,0.8955,1.5065,1.5309,2455,0.3085,2455,2728,0.0755,0.9067,3376.3333,4714,3488,3.8009,3786,1.0423,4714,0.7614,0.0424,0.9432,0.0613,0.2915,0.0398,0.0071,0,0.0675,0.0071,0.0656,0.0071,0.2112,0.6359,0.0654,0.0476,0.715,0.0221,0,26.096,23.3893,23.3893,0.4159,7.4434,?,?,0.7234,0.0642,0.0383,?,?,26.5929,9.1057
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,1,0.0088,0.6535,0,1,0.9293,0.6777,0.8497,0.6701,0.6877,0.7083,0.0707,0.7269,0.7404,3.5107,0.7937,5.3432,0,3945,0.1568,3945,3945,0,0.9843,4368.3333,4622,4538,5.1021,4622,0.3102,4622,1.2004,0.0066,0.7897,0,0.274,0,0,0.1763,0,0,0,0,0.069,0.2426,0.0319,0.1276,0.3562,0.0066,0.4717,47.2259,47.2259,47.2259,0.0016,35.1056,?,?,2.5462,0.0871,0.0211,?,?,48.7146,30.5956
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v1375c111739g6.cnf,1,0.8571,0.9416,0.7879,0.0187,0.9954,0.9416,0.8114,0.3165,0.8435,0.8197,0.829,0.9416,0.8286,0.8377,2.792,0.8455,5.0249,0.2255,85,0.0406,150,165,0,0.8651,190.7419,321,182,4.4554,213,0.2365,233,1.6356,0.012,0.937,0,0.1573,0,0,0,0,0,0,0,0.2326,0.1472,0.0692,0.0714,0.1396,0.0052,0,55.3363,54.2874,53,0.1641,40.9227,?,?,7.3724,0.0162,0.0035,?,?,58.7853,33.5315
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,0.3333,0,0,0.5774,0.5,1,0,0,0.5845,0,0,0.4944,0,0,0,0,0,0.5623,4388,0,4388,4437,0.042,0,4521,4667,4530,1.2586,4593,0,4667,0,0.25,0.8446,0.042,0,0.042,0.042,0.0595,0.042,0.042,0.042,0.042,0.0205,0,0.0753,0,0.2939,0.0056,0.4394,33.6488,31.1524,31.1524,0.0247,0.4327,0.3,0.1066,0.0001,0,0.0111,0.4,0.4527,35.532,1.1552
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd005.sat05-3111.reshuffled-07.cnf,1,0,0.5069,0.0001,0.9186,0.4494,0.7427,0.6661,1,0.5444,0.8064,0.8707,0.5384,0.8158,0.8811,2.6776,0.887,3.3847,1.7266,3313,0.1171,3313,4389,0.9988,1,4142.75,4467,4402,3.3345,4467,1.518,4467,0.6245,0.0621,0.8084,0.0129,0.5924,0.1252,0.0094,0.102,0.4901,0.0038,0.0516,0.0015,0.1159,0.8489,0.0723,0,0.6156,0.0475,0.5189,32.0786,31.2632,31.2632,0.8599,3.3544,0.0228,3.6147,1.6789,0.1739,0.0411,0.9633,2.825,33.9713,6.067
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0.8947,0.9747,0.8523,0.009,0.9987,0.9747,0.8742,0.6157,0.8727,0.8886,0.8997,0.9747,0.8991,0.9111,3.2238,0.922,4.9766,0.1006,84,0.072,270,438,0.0013,0.9694,640.4615,2806,547,4.2932,572,0.1547,610,2.0143,0.011,0.9498,0,0.3567,0,0,0,0,0,0,0,1.0023,0.2345,0.2116,0.189,0.259,0.011,0,63.0165,62.1178,61.7671,0,42.2379,?,?,3.7307,0.0202,0.0045,?,?,74.0379,42.3837
SAT_Competition2007/crafted/Difficult/contest05/others/sgp_6-6-10.sat05-2670.reshuffled-07.cnf,1,0,0.7835,0,0.9618,0.4855,0.8939,0.024,0.9516,0.2284,0.063,0.1619,0.6726,0.3939,0.9582,1.5537,0.9768,1.5943,1.1031,0,0.4156,0,0,0.34,0.9978,0,0,0,2.7712,0,0.6855,0,0.5786,0.0401,0.2369,0.0356,0.356,0.0392,0.0128,0.1852,0.0767,0.006,0.05,0,0,1.1353,0,0,1.223,0.0003,0.6931,0,0,0,1.167,18.1856,?,?,0.9138,1.0232,0.0002,?,?,0,24.1711
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-016-015.sat05-1230.reshuffled-07.cnf,1,0,0.9291,0.8858,0.9948,0.4916,0.9291,0.8859,0.3023,0.9975,0.8863,0.8869,0.6916,0.8871,0.8876,0,0.8885,0,1.0134,3790,0,3790,3997,0.0447,0.8894,4413,4811,4707,2.497,4760,0.2678,4811,1.1939,0.0688,0.9987,0.0437,0.3023,0.0436,0.0431,0,0.0445,0.0426,0.0443,0.0419,0.0975,0,0.0671,0.3023,0.3572,0.0316,0,43.4666,43.1547,43.1547,0.2221,7.6201,0.0073,1.0458,0.017,0.0011,0.0132,0.1355,1.012,45.6957,7.5645
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,0,0.1089,0.1024,0.4888,0.403,0.7836,0.4309,0.8919,0.0752,0.5789,0.8973,0.6159,0.7502,0.9472,2.7128,0.952,2.8763,1.067,20,0.2013,43,87,0.4177,0.9765,114.2857,183,124,2.903,156,1.0009,172,0.9943,0.0874,0.2959,0.0828,0.6386,0.1445,0.0496,0.071,0.3593,0.0215,0.2606,0,0.4045,2.0847,0.6295,0.2,2.0587,0.0018,0.3674,24.3261,21.795,16.612,0.2631,3.0103,?,?,0.8951,0.3092,0.0037,?,?,32.3138,3.212
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,1,0.013,0.5972,0,1,0.918,0.6311,0.8252,0.6525,0.6524,0.6761,0.082,0.6985,0.7173,3.5634,0.773,4.9492,0,4614,0.1555,4614,4614,0,0.9746,4648,4674,4656,4.7213,4674,0.3603,4674,1.0618,0.0098,0.7768,0,0.2837,0,0,0.163,0,0,0,0,0.0054,0.2389,0.015,0.1268,0.355,0.0098,0.4088,34.2399,34.2399,34.2399,0.0021,23.0225,?,?,2.3167,0.1089,0.0305,?,?,34.9737,21.5534
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,1,0,0.9738,0.8442,1.0026,0.4958,0.9738,0.8761,0.5122,0.7721,0.8856,0.8942,0.6848,0.8937,0.902,2.7394,0.9095,4.4776,0.8405,217,0.0451,217,408,0.0001,0.9321,983.5714,2922,474,4.5133,1916,0.1468,2922,1.9851,0.0123,0.9301,0,0.3589,0,0,0,0,0,0,0,0.9668,0.1782,0.168,0.2517,0.4383,0.0123,0,58.4769,55,55,0,37.0281,?,?,3.9857,0.0146,0.0058,?,?,66.9387,35.6282
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen6-4-24-n650-03-S528656311.sat05-477.reshuffled-07.cnf,1,0.3333,0,0.0001,0.5772,0.5058,1,0.0124,0.0769,0.3624,0.0297,0.0722,0.5087,0.0981,0.1702,0.8404,0.2096,1.1024,0.5717,427,0.0374,468,483,0.0496,0.2776,755.7353,3082,554,1.7365,603,0,1436,0,0.2358,0.5817,0.035,0.0316,0.0344,0.0296,0,0.043,0.0252,0.0402,0.0161,0.8124,0.0666,0.1488,0,0.2145,0.0094,0,27.275,26.5875,25.6667,0.0745,0.3109,0.087,1.3123,0.2024,0.7854,0.0054,0.1111,0.8775,29.6128,0.8589
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g6.cnf,1,0.6,0.9439,0.7761,0.0185,0.9956,0.9439,0.8116,0.3544,0.7486,0.8219,0.8322,0.9439,0.832,0.8422,2.7898,0.8508,5.3062,0.2249,104,0.0408,208,227,0,0.8837,263.5789,461,258,4.7853,292,0.2362,303,1.6272,0.012,0.8998,0,0.1807,0,0,0,0,0,0,0,0.2462,0.2128,0.1286,0.0811,0.2033,0.0048,0,46.8879,45.2117,44.0117,0.2091,40.5922,?,?,7.5434,0.019,0.0042,?,?,51.0985,33.6884
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-17_279.cnf,1,1,0,0.5916,0,1,0.8938,0.6021,0.7821,0.697,0.6083,0.6206,0.1062,0.6592,0.6718,2.8893,0.7747,4.5749,0,1292,0.1571,1292,1615,0.0001,0.9714,2508.8333,4550,2008,4.1941,3852,0.3384,4550,0.9613,0.0129,0.8059,0,0.2296,0,0,0.02,0,0,0,0,0.4908,0.2615,0.0643,0.1225,0.3704,0.0129,0.0238,48.9495,47.9128,47.9128,0.0716,16.4842,?,?,2.2495,0.1295,0.0217,?,?,51.8289,15.8358
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn002.sat05-3842.reshuffled-07.cnf,1,0,0.075,0,0.8811,0.3074,0.0933,0.626,1,0.2312,0.667,0.7771,0.1285,0.7353,0.827,2.6639,0.8527,3.3429,2.6066,762,0.1515,1426,1636,0.9991,1,1699.5625,2062,1744,1.7464,1910,2.148,1984,0.3829,0.1681,0.5342,0.4958,0.5979,0.4406,0.4765,0.0918,0.4997,0.1311,0.499,0,0.175,1.2917,0.0804,0,2.393,0.0203,0.5857,16.5599,15.615,14.231,1.3969,0.0724,?,?,0.3148,0.2011,0.0198,?,?,17.3627,0.7157
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,1,0,0,0,0.8022,0.3723,0,0.0006,0.2,0.2112,0.0033,0.0126,0.266,0.0371,0.0276,0.6363,0.1608,1.2473,1.617,421,0.0442,1206,1808,0.1978,0.3028,2444,3557,2674,1.9071,3372,0.7996,3557,0.1328,0.1423,0.518,0.1002,0.0202,0.1036,0.0882,0.022,0.126,0.0839,0.1103,0.0814,0.4056,0.2691,0.3393,0,0.2099,0.0051,0.0894,28.8964,23.4934,4.7791,0.1169,1.0231,0.3262,2.5202,0.1958,1.5449,0.0337,0.6422,2.8759,30.5581,1.5832
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf,1,0.8,0.9322,0.7689,0.024,0.9937,0.9322,0.7859,0.3089,0.8176,0.7946,0.8043,0.9322,0.8049,0.815,2.8278,0.8247,4.8069,0.249,146,0.042,232,299,0,0.8545,601.9375,2540,416,4.2763,676,0.267,1229,1.4782,0.0149,0.9244,0,0.1689,0,0,0,0,0,0,0,0.9758,0.1558,0.1928,0.0701,0.1515,0.0074,0,54.0882,50.4871,48.5884,0.1753,32.028,?,?,4.5069,0.0186,0.0051,?,?,61.866,27.5621
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1,0,0.8333,0.5831,0.8849,0.5302,0.8333,0.5831,0.3333,0.6872,0.5832,0.5832,0.6484,0.5832,0.5832,0,0.5832,0,1.108,4527,0,4527,4593,0.2295,0.5833,4590.1667,4626,4595,1.4333,4606,0.4506,4626,0.4472,0.4167,0.8411,0.2295,0.3333,0.2295,0.2295,0.0819,0.2295,0.2295,0.2295,0.2294,0.0066,0,0.0443,0.3333,0.3902,0.0313,0.3903,29.3702,29.0705,29.0705,0.0252,0.6418,0.0952,0.4506,0.0001,0.0001,0.0156,0.4,0.4506,30.3632,1.1571
SAT_Competition2009/CRAFTED/sgi/new-difficult-21-168-19-90.cnf,1,0.8824,0.9762,0.8488,0.0115,0.9986,0.9762,0.8527,0.7383,0.9324,0.8601,0.9053,0.9762,0.8937,0.9123,2.8609,0.9257,3.6973,0.078,529,0.1062,529,646,0.0022,0.9813,1542.875,4708,866,3.5378,3403,0.1441,4708,1.6109,0.0214,0.9674,0.0001,0.4814,0.0004,0,0,0.0011,0,0.0007,0,0.9663,0.2117,0.2008,0.3398,0.2784,0.0213,0,56.3062,52.3098,52.3098,0,21.6204,?,?,1.2117,0.0328,0.0111,?,?,65.2127,23.3885
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,0.3333,0,0,0.5774,0.5,1,0,0,0.5613,0,0,0.4964,0,0,0,0,0,0.5623,4164,0,4164,4202,0.042,0,4321.5,4631,4248,1.233,4472,0,4631,0,0.25,0.8208,0.042,0,0.042,0.042,0.0668,0.042,0.042,0.042,0.042,0.0395,0,0.0785,0,0.2837,0.0054,0.5297,30.2843,29.2068,29.2068,0.0391,0.4102,0.3,0.219,0.0001,0,0.0107,0.419,0.6175,32.4689,1.1645
SAT_Competition2009/CRAFTED/Hard/contest05/others/mod2c-rand3bip-sat-220-2.sat05-2489.reshuffled-07.cnf,1,0,0,0,0.7894,0.3785,0,0.0004,0.25,0.218,0.0037,0.0196,0.2682,0.0404,0.0318,0.6306,0.1587,1.2709,1.6062,582,0.0478,1860,1896,0.1703,0.3891,2659,3545,3373,1.8918,3422,0.7698,3545,0.1243,0.1414,0.5067,0.1022,0.0198,0.105,0.0901,0.0405,0.1312,0.085,0.1131,0.0816,0.3569,0.2474,0.2708,0,0.2075,0.0055,0.2392,30.7859,27.0994,8.2371,0.1138,1.0496,0.3062,2.5435,0.1721,1.6104,0.0273,0.6621,2.7957,30.5377,1.5781
SAT_Competition2007/crafted/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,0,0.0753,0,0.8418,0.4083,0.2806,0,0.6,0.2124,0,0,0.3839,0.0828,0,0.8263,0.2387,1.6055,1.3357,3933,0.1017,3933,3933,0.2511,0.9196,4003,4073,4073,2.001,4073,0.7664,4073,0.1696,0.1539,0.5724,0.1307,0.0337,0.1037,0.0608,0.1387,0.139,0.0136,0.1377,0,0.0175,2.8267,0.0067,0,2.5655,0.0089,1.7632,56.0619,56.0619,56.0619,2.1611,0.1359,?,?,0.4831,2.4393,0.0308,?,?,56.4413,0.3874
SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v400-s553296708.sat05-471.reshuffled-07.cnf,1,0.3333,0,0.0003,0.5769,0.4905,1,0.012,0.0909,0.3949,0.028,0.0623,0.505,0.0969,0.176,0.6474,0.2269,0.8799,0.5461,3700,0.0434,3700,3767,0.0995,0.2997,3845.8889,4047,3818,1.7599,3897,0,4047,0,0.2857,0.6278,0.0775,0.0318,0.0763,0.0687,0,0.0887,0.0614,0.0844,0.0504,0.0277,0.0602,0.0321,0,0.2674,0.0171,0,31.6223,31.4611,31.4611,0.0602,0.3036,0.1053,1.0584,0.1344,0.8546,0.0086,0.125,0.7358,32.1519,0.785
SAT_Competition2011/SAT03/handmade/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf,1,0,0.0101,0.0003,0.7882,0.4245,0.3899,0.0007,0.7436,0.4866,0.0015,0.0054,0.3456,0.0316,0.0227,0.3503,0.0725,1.6908,1.6601,4121,0.0926,4121,4137,0.2733,0.371,4242.4286,4439,4209,1.9569,4312,1.1397,4439,0.2894,0.1658,0.9357,0.03,0.0163,0.0484,0.0247,0.1145,0.0698,0.0157,0.0485,0.012,0.0247,0.4774,0.0573,0,0.3093,0.0468,0.8784,24.6417,24.4369,24.4369,0.6964,0.9883,0.246,3.204,1.0462,2.3987,0.0835,0.6606,3.0779,25.778,1.2839
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-ukn001.sat05-3841.reshuffled-07.cnf,1,0,0.0724,0,0.8747,0.3131,0.094,0.625,1,0.2418,0.6662,0.7677,0.1161,0.7335,0.827,2.7307,0.8528,3.2949,2.5844,749,0.1526,893,1304,0.9999,1,1731.125,2460,1950,1.7029,2049,2.1322,2299,0.3811,0.1612,0.5208,0.4957,0.6006,0.4398,0.4748,0.0822,0.4997,0.1407,0.499,0,0.2772,1.2378,0.1714,0,2.2033,0.0208,0.5117,17.387,14.9562,14.9008,1.4307,0.0857,?,?,0.3317,0.2029,0.0205,?,?,19.21,0.7009
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07.cnf,1,0,0,0,0.9544,0.3643,0,0,0,0.3337,0,0,0.2946,0,0,0,0,0,1.0038,2864,0,3088,3282,0.3832,0,3448.9167,3949,3430,1.6138,3782,0,3939,0,0.25,0.8797,0.3831,0,0.3831,0.3831,0,0.3832,0.3831,0.3832,0.3831,0.0938,0,0.1371,0,0.2757,0.0107,0,22.4077,22.0862,20.7128,0.0909,0.5285,0.5325,0,0.0001,0,0.0286,0.5325,0,24.6929,1.1054
SAT_Competition2011/SAT09/CRAFTED/modcircuits/mod4block_2vars_8gates_u2.cnf,1,0,0.0337,0,0.597,0.4323,0.0339,0,1,0.2988,0.0003,0.0499,0.4111,0.3485,0.7525,2.2503,0.9413,3.9971,2.1453,1416,0.3353,1416,2147,1,1,2373.5556,2770,2646,3.656,2676,1.5069,2770,0.3801,0.0082,0.7774,0.0024,0.2297,0.0471,0,0.1441,0.1375,0,0.0424,0,0.1765,0.6349,0.1777,0,0.8238,0.0068,0.6898,17.1846,13.0756,13.0756,0.4712,13.0285,?,?,2.5323,1.1369,0.0733,?,?,20.2446,11.4675
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i8_pp_ci_ce.cnf,1,0,0.1774,0,0.6378,0.5269,0.6081,0.07,0.9308,0.1081,0.3416,0.7472,0.8009,0.595,0.8407,3.4324,0.9302,3.6519,1.5974,972,0.2668,972,1075,0.3592,0.9808,1265.4,1690,1190,3.2947,1400,1.3083,1690,0.3325,0.0729,0.4815,0.0294,0.3196,0.0663,0.0055,0.1119,0.255,0.0002,0.0684,0,0.2019,1.6076,0.1678,0,1.8382,0.0083,1.0096,19.5751,16.4688,16.4688,1.3138,1.0322,?,?,1.4433,0.5409,0.0104,?,?,22.2563,4.2927
SAT_Competition2007/crafted/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,0,0.1932,0.0004,0.6854,0.495,0.9916,0.2005,0.8636,0.2642,0.2107,0.2618,0.5431,0.2872,0.3773,1.4292,0.4497,1.4843,0.9221,382,0.077,480,532,0.0699,0.9678,780.3636,1560,580,1.9809,991,0.5399,1219,0.2145,0.2264,0.9899,0.0314,0.0745,0.039,0.0252,0.0923,0.058,0.0178,0.056,0,0.4406,0.6817,0.3521,0,0.9468,0.009,0.8465,41.6702,37.2483,36.8158,1.6799,0.1628,0.0013,2.6677,0.4454,0.4423,0.0063,0.5273,2.9236,61.4058,0.5608
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf,1,0.8824,0.9714,0.8312,0.0101,0.9984,0.9714,0.8592,0.5246,0.8535,0.8717,0.8848,0.9714,0.8859,0.8995,3.2305,0.9152,5.1389,0.1399,54,0.0631,54,66,0,0.939,1028,3920,436,4.9206,664,0.2079,3920,1.989,0.0084,0.9366,0,0.3272,0,0,0,0,0,0,0,1.4244,0.1529,0.1843,0.1588,0.1716,0.0083,0,59.5803,56.4608,56.4608,0,55.5887,?,?,9.6789,0.0235,0.0036,?,?,70.1392,52.843
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i7_pp.cnf,1,0,0.1827,0,0.6436,0.5223,0.5987,0.0809,0.9391,0.0627,0.1971,0.6697,0.781,0.5595,0.8272,3.3254,0.9203,3.5198,1.6173,1027,0.2719,1097,1210,0.367,0.977,1319.2727,1771,1286,3.1638,1409,1.3246,1559,0.318,0.0855,0.2532,0.0357,0.3125,0.0708,0.0083,0.088,0.2614,0.0002,0.0693,0,0.1508,1.3698,0.1044,0,1.5711,0.0114,0.819,16.533,15.1577,13.6835,1.1651,0.7254,?,?,1.4091,0.5855,0.014,?,?,17.7577,1.8572
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,1,0.8478,0.7592,0,1,0.8478,0.7592,0.0769,0.9009,0.7592,0.7592,0.8478,0.7592,0.7592,0,0.7592,0,0,0,0,0,0,0.2892,0.7592,0,0,0,0,0,0.4265,0,1.0754,0.2826,0.9328,0.2892,0.0769,0.2892,0.2892,0.0916,0.2892,0.2891,0.2892,0.2891,0,0,0,0.0769,0,0.2795,0.2733,0,0,0,0.0189,1.4109,0.0253,0.4265,0,0,0.0404,0.1333,0.4265,0,1.8954
SAT_Competition2009/CRAFTED/Hard/contest04/others/Composite-096BitPrimes-0.sat05-507.reshuffled-07.cnf,1,0,0.0996,0,0.7235,0.3999,0.2019,0.1557,0.6059,0.0408,0.1606,0.7229,0.2818,0.5345,0.8977,0.9419,0.8984,1.0349,1.3195,490,0.0569,490,490,0.1077,0.9271,490,490,490,2.4332,490,0.6752,490,0.2284,0.1013,0.1038,0.0728,0.0416,0.0571,0.0232,0,0.0908,0.023,0.0906,0,0,3.8772,0,0,4.0905,0.0027,0,87.4449,87.4449,87.4449,3.3436,0.1732,?,?,0.5982,0.6785,0.0107,?,?,87.4449,0.6247
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,1,0,0,0,0.8508,0.3645,0,0.0002,0.2,0.2219,0.0018,0.0171,0.2495,0.0385,0.0479,0.8488,0.147,1.4988,1.7119,1082,0.0463,1082,2643,0.2242,0.2953,2867.5556,3766,3043,1.863,3424,0.9131,3766,0.1543,0.1369,0.5271,0.1044,0.0248,0.111,0.0894,0.0166,0.151,0.0853,0.1201,0.082,0.279,0.3387,0.2092,0,0.2092,0.0051,0.0565,25.6658,17.3457,17.3457,0.1199,1.0546,0.3262,3.0116,0.2475,1.4477,0.0331,0.671,3.0627,28.2026,1.5774
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,1,0,0.9798,0.848,1.0105,0.4927,0.9798,0.8817,0.5939,0.8807,0.8942,0.9059,0.7508,0.9039,0.9164,3.1132,0.9217,4.3862,0.8136,63,0.0719,271,295,0.0001,0.9405,335.5909,675,342,4.7054,385,0.1182,396,1.9099,0.0116,0.9465,0,0.4523,0,0,0,0,0,0,0,0.3368,0.1887,0.0402,0.2845,0.4136,0.0116,0,72.2411,70.5017,68.7101,0,41.3283,?,?,2.9491,0.018,0.0057,?,?,74.6724,39.799
SAT_Competition2007/crafted/spence/medium/s85-100.cnf,1,1,0,0,0,1,1,0.0006,0.3333,0.84,0.0036,0.0155,0.5,0.0485,0.0703,0.312,0.0884,0.3748,0,4025,0.0973,4025,4068,0.3226,0.2615,4237.6667,4628,4203,0.2237,4287,0,4628,0,0.4722,0.9578,0.3186,0.0314,0.3107,0.3124,0.0422,0.3214,0.2571,0.3205,0.2199,0.044,0.1685,0.0514,0,0.2222,0.0444,0.1914,14.4017,14.2334,14.2334,0.0583,0.5799,0.1538,0.5004,0.0666,1.5156,0.0667,0.2,0.5004,15.1536,0.9471
