@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC

@DATA
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S207562876-057.UNKNOWN.cnf,1,4286,4286,4259,4164,4122,4109,4104,4104,0.046,0,30.3989,30.4974,0.044,0,0.017,31.8011
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S648642831-094-UNKNOWN.cnf,1,6,12,5,3.957,4,3,1,2,0.0005,0.3046,57.75,72.4,0.0002,0.0487,0.5107,99.2378
SAT11/random/medium/unif-k7-r89-v50-c4450-S1430772875-039.SATISFIABLE.cnf,1,4613,4613,4604,4540.8,4505,4495,4487,4487,0.011,0,19.5276,19.5384,0.011,0,0.0123,19.6603
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1259410977-065-UNKNOWN.cnf,1,60,114,49,46.479,43,38,26,34,0.0033,0,36.3958,38.2955,0.0013,0,0.3004,41.719
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S675870149-098.SATISFIABLE.cnf,1,4387,4387,4350,4213.4286,4154,4126,4086,4086,0.0466,0.0469,26.7004,27.0289,0.0449,0.0299,0.0263,27.8679
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S970100151-015-UNKNOWN.cnf,1,7,11,6,4.3804,4,3,1,2,0.0006,0.5501,58,72,0.0002,0.074,0.5013,90.686
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,133,293,120,118.0543,109,99,75,91,0.0063,0.2932,30.9605,32.4063,0.0026,0.057,0.3363,34.0087
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1085677759-100.UNKNOWN.cnf,1,4047,4047,3981,3907.8571,3914,3852,3769,3769,0.0255,0,24.7575,26.0937,0.0121,0,0.0213,28.1221
SAT11/random/large/unif-k7-r85-v300-c25500-S1859210562-077-UNKNOWN.cnf,1,174,256,145,139.6061,132,122,97,108,0.0117,0,48.5,50.3506,0.0117,0,0.2546,52.1004
SAT11/random/large/unif-k5-r20-v1000-c20000-S945664020-055-UNKNOWN.cnf,1,55,77,48,41.52,40,34,23,30,0.0215,0,49.8431,54.2222,0.0165,0,0.2571,57.493
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S2050053883-062.SATISFIABLE.cnf,1,3819,3819,3768,3746,3755,3735,3636,3636,0.0204,0.0226,28.8384,30.7937,0.01,0.0145,0.0136,32.9878
SAT11/random/medium/unif-k7-r89-v50-c4450-S2039518547-066.UNKNOWN.cnf,1,4602,4602,4576,4564,4568,4556,4518,4518,0.011,0,19.5821,19.8398,0.011,0,0.006,19.8814
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1926673460-089.SATISFIABLE.cnf,1,4398,4398,4372,4291.4286,4263,4259,4218,4218,0.0465,0.6134,22.5501,22.7389,0.0459,0.1704,0.0143,23.272
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S218235649-089.SATISFIABLE.cnf,1,4396,4396,4298,4253.1429,4232,4201,4194,4194,0.0466,0.1425,26.5329,26.7543,0.0451,0.0595,0.0157,27.5932
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1298256564-085.UNKNOWN.cnf,1,4027,4027,3917,3773.8571,3760,3666,3578,3578,0.0199,0.0211,31.0862,32.8876,0.0093,0.0139,0.0374,34.7155
SAT11/random/large/unif-k5-r20-v2000-c40000-S971556279-001-UNKNOWN.cnf,1,25,35,19,17.7686,16,15,10,13,0.0127,0,58.5,66.1176,0.0091,0,0.2927,73.1195
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S2058622508-076.SATISFIABLE.cnf,1,4025,4025,3971,3901.1429,3909,3836,3779,3779,0.0303,0,28.4443,28.8707,0.0114,0,0.0199,30.33
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S82160031-050.SATISFIABLE.cnf,1,4276,4276,4174,4115.1667,4128,4044,4011,4011,0.0453,0,33.8938,34.414,0.0427,0,0.0219,35.8896
SAT11/random/large/unif-k5-r20-v2000-c40000-S1143439968-082-UNKNOWN.cnf,1,22,42,20,17.1552,16,14,9,12,0.0123,0,63.1818,69.4286,0.0091,0,0.2935,76.4793
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S840292785-048-UNKNOWN.cnf,1,13,21,11,8.4949,8,5,3,5,0.001,0.6342,51.5455,57,0.0003,0.0882,0.4355,72.4741
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S785747282-100.UNKNOWN.cnf,1,4094,4094,4063,3981.1429,3963,3921,3833,3833,0.0265,0,20.7745,22.4467,0.0148,0,0.0216,23.2675
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S973075635-083.SATISFIABLE.cnf,1,3727,3727,3309,2610.4,3198,1488,849,941,0.0183,0.1048,28.271,34.8253,0.0082,0.0363,0.3927,36.0018
SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1,326,681,225,233.4138,206,188,149,157,0.0117,0,46.3103,47.3826,0.0117,0,0.4387,49.0404
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S812011128-009.SATISFIABLE.cnf,1,3684,3684,3680,3632.7143,3634,3596,3558,3558,0.0178,0.0199,33.6874,34.402,0.0087,0.0135,0.0127,36.7479
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1,4390,4390,4366,4291.2857,4276,4227,4225,4225,0.0465,0.5651,22.4662,22.6494,0.0458,0.1581,0.0139,23.2857
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1230934123-063.UNKNOWN.cnf,1,3942,3942,3895,3746.7143,3717,3640,3596,3596,0.02,0.3509,33.7646,33.9146,0.0089,0.0767,0.0319,35.9109
SAT11/random/large/unif-k7-r85-v250-c21250-S655589261-059-UNKNOWN.cnf,1,296,879,238,245.963,214,181,138,169,0.0117,0,45.6698,47.0828,0.0117,0,0.5786,49.0707
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1677156340-036.UNKNOWN.cnf,1,4026,4026,3898,3828,3818,3729,3687,3687,0.0204,0.0229,29.2721,30.6715,0.0103,0.0146,0.0284,32.104
SAT11/random/large/unif-k5-r20-v1000-c20000-S72635791-098-UNKNOWN.cnf,1,59,99,46,44.4141,42,38,27,34,0.0216,0,50.3556,52.8043,0.0165,0,0.2539,56.3427
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S295912653-089.UNKNOWN.cnf,1,4526,4526,4450,4408.8571,4409,4352,4322,4322,0.0463,0.5221,18.0614,18.2838,0.0462,0.1858,0.0147,18.7653
SAT11/random/large/unif-k5-r20-v1500-c30000-S976428817-077-UNKNOWN.cnf,1,32,42,28,24.1927,23,20,15,18,0.0147,0,56.8421,61.1304,0.0117,0,0.2361,67.5144
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S761041117-050.UNKNOWN.cnf,1,4084,4084,4063,3988.8571,3975,3939,3926,3926,0.0326,0,20.9629,21.2002,0.0173,0,0.0142,21.9459
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1295196126-061.UNKNOWN.cnf,1,4162,4162,4105,4090.1429,4087,4065,4046,4046,0.0537,0,17.0346,17.1792,0.0238,0,0.0086,17.8444
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S313385224-076-UNKNOWN.cnf,1,13,19,10,8.5196,8,6,2,5,0.001,0.6139,51,59.5833,0.0003,0.0867,0.4218,72.0619
SAT11/random/large/unif-k5-r20-v2000-c40000-S394483079-002-UNKNOWN.cnf,1,24,35,19,17.3279,17,14,9,12,0.0119,0,60.381,67.3182,0.0091,0,0.265,74.9631
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1610857498-043.SATISFIABLE.cnf,1,3933,3933,3931,3834.4286,3834,3752,3745,3745,0.0244,0,28.0219,28.8143,0.0111,0,0.0194,30.6014
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S332580795-055.SATISFIABLE.cnf,1,4424,4424,4334,4299.4286,4285,4258,4213,4213,0.0465,0.6293,23.0009,23.0862,0.0458,0.1747,0.0143,23.5681
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1693168158-005.UNKNOWN.cnf,1,4054,4054,3945,3851.5714,3829,3790,3676,3676,0.0279,0.0247,27.325,29.1189,0.0113,0.0153,0.0287,30.303
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S900569154-026.SATISFIABLE.cnf,1,3924,3924,3836,3690.5714,3650,3586,3543,3543,0.0199,0,32.6463,34.0771,0.0089,0,0.0346,35.7248
SAT11/random/medium/unif-k7-r89-v60-c5340-S1720200795-004.UNKNOWN.cnf,1,4604,4604,4544,4513.8,4484,4471,4466,4466,0.011,0,22.4522,22.571,0.011,0,0.0117,22.7185
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S895938734-057-UNKNOWN.cnf,1,7,14,5,3.7416,3,2,1,1,0.0005,0.2103,58.3333,75.25,0.0002,0.038,0.6565,102.9991
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1440346932-010.SATISFIABLE.cnf,1,4145,4145,4086,3945.5714,3880,3863,3851,3851,0.0325,0,22.107,24.3142,0.0158,0,0.0282,24.9519
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S797651048-056.UNKNOWN.cnf,1,4114,4114,3974,3960.8571,3947,3912,3879,3879,0.0323,0,20.8267,21.7804,0.0169,0,0.0176,22.4803
SAT11/random/large/unif-k5-r20-v1500-c30000-S877088425-001-UNKNOWN.cnf,1,33,47,29,25.2957,24,21,15,18,0.0151,0,55.0645,59.1905,0.0117,0,0.2555,65.672
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1565617179-002.UNKNOWN.cnf,1,3829,3829,3748,3689.4286,3683,3615,3580,3580,0.023,0,33.4007,33.4143,0.009,0,0.0207,35.3137
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S481747904-003.SATISFIABLE.cnf,1,4005,4005,3987,3887.5714,3887,3818,3755,3755,0.0265,0,25.7134,27.374,0.0126,0,0.0213,28.7976
SAT11/random/large/unif-k7-r85-v250-c21250-S977260632-016-UNKNOWN.cnf,1,343,782,270,246.7857,211,192,159,181,0.0117,0,47.1389,48.3456,0.0117,0,0.486,49.3686
SAT11/random/medium/unif-k7-r89-v90-c8010-S1458811765-091.UNKNOWN.cnf,1,4454,4454,4454,4370,4392,4327,4307,4307,0.0111,0,30.6339,31.1107,0.0111,0,0.0132,31.3407
SAT11/random/medium/unif-k7-r89-v90-c8010-S423984545-074.UNKNOWN.cnf,1,4541,4541,4541,4391.75,4406,4328,4292,4292,0.0111,0,30.1569,31.017,0.0111,0,0.0217,30.9765
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1940049314-069.SATISFIABLE.cnf,1,3945,3945,3917,3807.2857,3787,3734,3701,3701,0.0288,0,26.886,27.6306,0.0113,0,0.0224,29.9457
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S20037494-023.SATISFIABLE.cnf,1,4354,4354,4346,4311,4316,4282,4262,4262,0.0465,0.6134,22.8858,22.9014,0.0459,0.1704,0.0074,23.3902
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S436871389-051.SATISFIABLE.cnf,1,4326,4326,4315,4223.1429,4195,4169,4164,4164,0.0466,0.1139,26.562,27.0441,0.045,0.0516,0.0151,27.7354
SAT11/random/medium/unif-k7-r89-v80-c7120-S153059456-076.SATISFIABLE.cnf,1,4555,4555,4390,4397.4,4366,4360,4316,4316,0.0111,0,28.3392,28.5287,0.0111,0,0.0187,28.6242
SAT11/random/medium/unif-k7-r89-v60-c5340-S1583005701-053.SATISFIABLE.cnf,1,4594,4594,4535,4508,4529,4461,4421,4421,0.011,0,22.4635,22.6499,0.011,0,0.0134,22.7836
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1836400953-011.UNKNOWN.cnf,1,4335,4335,4280,4175.5714,4122,4103,4098,4098,0.0463,0,29.7025,30.5654,0.0438,0,0.0209,31.42
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S525505471-054-UNKNOWN.cnf,1,14,23,10,8.6495,8,6,3,5,0.0008,0.6506,51.25,57.8889,0.0003,0.0894,0.4236,68.3166
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S677627694-051-UNKNOWN.cnf,1,29,42,22,18.9138,18,14,9,11,0.0018,0.3428,42.6667,48.3,0.0006,0.0608,0.3514,54.5401
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S735137557-045.SATISFIABLE.cnf,1,4008,4008,3911,3819.2857,3802,3755,3630,3630,0.0236,0,30.0062,31.0642,0.0103,0,0.029,32.055
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1116496771-020.SATISFIABLE.cnf,1,4389,4389,4243,4174.5714,4136,4094,4089,4089,0.046,0,30.1514,30.5198,0.0438,0,0.0238,31.7705
SAT11/random/medium/unif-k7-r89-v60-c5340-S614849838-039.UNKNOWN.cnf,1,4603,4603,4499,4506.2,4487,4478,4464,4464,0.011,0,22.4852,22.8044,0.011,0,0.011,22.9208
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S1401248878-094-UNKNOWN.cnf,1,5,8,4,2.7033,2,1,1,1,0.0004,0,59.6,72.8,0.0001,0,0.6265,99.8759
SAT11/random/medium/unif-k7-r89-v60-c5340-S1141565617-016.SATISFIABLE.cnf,1,4609,4609,4521,4521.4,4520,4485,4472,4472,0.011,0,22.5229,22.7422,0.011,0,0.0106,22.8636
SAT11/random/large/unif-k7-r85-v200-c17000-S72668411-025-UNKNOWN.cnf,1,3883,3883,3883,3774,3854,3719,3640,3640,0.0117,0,56.1715,56.7825,0.0117,0,0.0263,56.914
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1091905403-047-UNKNOWN.cnf,1,25,35,22,18.2087,18,14,9,12,0.0019,0.0593,40.9,46.3636,0.0006,0.0206,0.2927,52.396
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1508981094-051.UNKNOWN.cnf,1,4457,4457,4432,4393.8571,4408,4365,4305,4305,0.0463,0.3425,18.3645,18.5726,0.0463,0.1473,0.0105,18.9715
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1781430408-009-UNKNOWN.cnf,1,67,123,52,47.3097,42,37,23,33,0.0033,0,36.9412,39.7,0.0013,0,0.3509,42.2061
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1499315720-089.SATISFIABLE.cnf,1,4352,4352,4331,4157,4087,4077,4047,4047,0.046,0,30.2136,30.8556,0.0438,0,0.0285,31.764
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S831119356-083.SATISFIABLE.cnf,1,4045,4045,3956,3889.5714,3869,3832,3776,3776,0.0241,0,24.8242,26.9931,0.0123,0,0.0215,27.6969
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1468528501-076.SATISFIABLE.cnf,1,3949,3949,3902,3789.5714,3756,3743,3654,3654,0.0204,0,30.095,30.4691,0.0103,0,0.0248,31.8895
SAT11/random/medium/unif-k7-r89-v50-c4450-S675112162-053.SATISFIABLE.cnf,1,4619,4619,4599,4563.4,4553,4526,4520,4520,0.011,0,19.5414,19.5996,0.011,0,0.0086,19.7501
SAT11/random/large/unif-k5-r20-v2000-c40000-S656892101-075-UNKNOWN.cnf,1,22,39,20,17.5082,17,15,10,13,0.0124,0,58.5556,64.4737,0.0091,0,0.2698,73.0454
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S419010076-063-UNKNOWN.cnf,1,7,9,6,4.1875,4,3,1,2,0.0006,0.2489,53.1667,64.5,0.0002,0.0425,0.4577,93.5268
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1223020224-097.UNKNOWN.cnf,1,4153,4153,4097,4029.8571,3999,3968,3955,3955,0.0455,0,17.8897,19.2026,0.0197,0,0.0166,19.825
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1750722942-074.UNKNOWN.cnf,1,4451,4451,4423,4400,4417,4357,4349,4349,0.0463,0.6086,18.4107,18.6155,0.0461,0.199,0.0079,19.0053
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1734827769-099.UNKNOWN.cnf,1,3998,3998,3845,3818,3796,3732,3730,3730,0.0228,0.0227,30.706,31.0944,0.0101,0.0145,0.022,32.3324
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S926207202-053-UNKNOWN.cnf,1,10,18,7,5.8587,5,4,1,3,0.0007,0.6284,52.6667,59.8333,0.0002,0.0823,0.5198,77.8833
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1760258375-046.UNKNOWN.cnf,1,4441,4441,4431,4329.4286,4305,4269,4267,4267,0.0465,0.586,22.9735,23.1551,0.0458,0.1633,0.0159,23.6382
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S466707249-079.SATISFIABLE.cnf,1,3947,3947,3835,3780.5714,3760,3735,3666,3666,0.0203,0.046,32.2247,32.6407,0.0095,0.0221,0.0219,34.5868
SAT11/random/large/unif-k5-r20-v1250-c25000-S1688530456-019-UNKNOWN.cnf,1,43,57,37,32.9174,32,28,19,24,0.017,0,53.7333,57.6,0.0137,0,0.2361,62.2647
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S1298436766-097-UNKNOWN.cnf,1,14,20,11,8.7629,8,6,3,5,0.0009,0.6518,48.9,58.4286,0.0003,0.0894,0.4141,70.6967
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S100095490-071.SATISFIABLE.cnf,1,4304,4304,4235,4110.5714,4067,4023,4014,4014,0.0461,0,33.9469,34.4647,0.0425,0,0.0253,35.7961
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1778317451-042-UNKNOWN.cnf,1,27,43,22,18.7069,17,14,9,12,0.0017,0.134,42.8667,48.8333,0.0006,0.0338,0.3486,54.7557
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S860541986-078.UNKNOWN.cnf,1,4148,4148,4131,4099.4286,4122,4041,4025,4025,0.0493,0.0274,16.0184,16.463,0.0251,0.0163,0.0107,16.9876
SAT11/random/medium/unif-k7-r89-v70-c6230-S944754256-018.SATISFIABLE.cnf,1,4595,4595,4508,4473.2,4449,4429,4385,4385,0.0111,0,25.422,25.5212,0.0111,0,0.0162,25.5991
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S960948361-055.UNKNOWN.cnf,1,3944,3944,3799,3765,3779,3678,3657,3657,0.0211,0.0463,31.1441,31.8847,0.0096,0.0221,0.0242,33.8186
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1914191877-004.SATISFIABLE.cnf,1,4064,4064,4063,3971.2857,3943,3923,3878,3878,0.0399,0,20.6679,20.7999,0.0176,0,0.0169,22.2052
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S247862791-097.UNKNOWN.cnf,1,3981,3981,3896,3834.5714,3828,3767,3718,3718,0.0241,0.0572,25.7594,26.5278,0.0123,0.0251,0.0218,27.6489
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1227489160-001.UNKNOWN.cnf,1,4479,4479,4436,4389.8571,4372,4351,4343,4343,0.0463,0.485,18.1881,18.3321,0.0462,0.1789,0.0104,18.8305
SAT11/random/large/unif-k5-r20-v1250-c25000-S936047914-093-UNKNOWN.cnf,1,39,75,35,31.6111,31,26,19,23,0.0182,0,56,59,0.0137,0,0.2632,63.9561
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S664770261-061.SATISFIABLE.cnf,1,3644,3644,3571,3105.6667,3333,2983,1894,1894,0.0157,0.0657,34.4567,36.8256,0.0081,0.0273,0.1833,37.9504
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S752966552-099.SATISFIABLE.cnf,1,4247,4247,4201,4102.5714,4106,3998,3976,3976,0.0456,0,34.2081,34.4101,0.0428,0,0.0224,35.5536
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S1378008329-078.SATISFIABLE.cnf,1,3676,3676,3645,3551.375,3570,3524,3378,3378,0.0186,0.0838,36.1476,36.5333,0.0083,0.0317,0.024,37.5792
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S758437099-099-UNKNOWN.cnf,1,5,9,4,2.7889,2,1,0,1,0.0005,0,62.25,71.75,0.0001,0,0.6381,107.8215
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S2036658259-036.UNKNOWN.cnf,1,3862,3862,3749,3715.2857,3687,3671,3625,3625,0.0229,0,33.4806,33.5346,0.0088,0,0.019,35.6061
SAT11/random/medium/unif-k7-r89-v70-c6230-S1254276596-021.UNKNOWN.cnf,1,4591,4591,4489,4458,4424,4413,4373,4373,0.0111,0,25.3675,25.4864,0.0111,0,0.0171,25.6988
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1787844685-006.SATISFIABLE.cnf,1,4292,4292,4263,4172.2857,4147,4107,4101,4101,0.0466,0.0403,30.6684,30.7095,0.0439,0.0273,0.0167,31.8496
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1536900137-053.UNKNOWN.cnf,1,4089,4089,4024,3955.7143,3951,3880,3852,3852,0.0337,0,22.0178,23.1814,0.0152,0,0.0192,23.7346
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S259896945-079.SATISFIABLE.cnf,1,4370,4370,4273,4162,4117,4085,4072,4072,0.0463,0,29.9386,30.5818,0.044,0,0.0253,31.6145
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S808762165-030-UNKNOWN.cnf,1,11,15,8,6.6263,6,5,2,3,0.0008,0.6888,48.875,60.8571,0.0003,0.0913,0.4533,74.3659
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1647930270-030.UNKNOWN.cnf,1,4428,4428,4280,4218.7143,4174,4132,4128,4128,0.0466,0.0826,26.3735,26.8366,0.0451,0.0422,0.0234,27.5799
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1163259790-073.UNKNOWN.cnf,1,3935,3935,3888,3832.4286,3826,3774,3735,3735,0.0253,0,26.7708,27.9595,0.0111,0,0.0167,29.4282
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1653142431-025.UNKNOWN.cnf,1,4306,4306,4221,4159.4286,4114,4108,4080,4080,0.0466,0.0403,30.5732,30.6463,0.0439,0.0273,0.0179,31.6895
SAT11/random/medium/unif-k7-r89-v90-c8010-S661190852-039.SATISFIABLE.cnf,1,4536,4536,4463,4382.8,4310,4306,4299,4299,0.0111,0,30.6607,30.723,0.0111,0,0.0224,31.0641
SAT11/random/medium/unif-k7-r89-v70-c6230-S1780733482-097.UNKNOWN.cnf,1,4621,4621,4483,4480.2,4473,4414,4410,4410,0.0111,0,25.0345,25.6551,0.0111,0,0.0171,25.8331
SAT11/random/large/unif-k7-r85-v250-c21250-S317257086-003-UNKNOWN.cnf,1,253,889,242,245.5556,220,181,160,172,0.0117,0,46.1436,47.4836,0.0117,0,0.5891,49.1828
SAT11/random/large/unif-k5-r20-v1000-c20000-S941604910-059-UNKNOWN.cnf,1,53,89,47,43.1765,41,38,25,33,0.0207,0,50.6579,52.9091,0.0165,0,0.2296,56.8889
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S116041094-082.UNKNOWN.cnf,1,4087,4087,4023,3919,3873,3852,3813,3813,0.0278,0,24.2619,24.5595,0.0138,0,0.0235,25.2045
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S1300417189-038-UNKNOWN.cnf,1,151,295,114,111.9479,102,93,72,86,0.0056,0.2239,31.019,32.2137,0.0025,0.0476,0.3375,33.7468
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1579607106-017.SATISFIABLE.cnf,1,4373,4373,4267,4162.8571,4091,4083,4069,4069,0.0463,0,30.3291,30.6828,0.044,0,0.0258,31.8982
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1632870961-099.SATISFIABLE.cnf,1,4315,4315,4243,4156.2857,4113,4106,4067,4067,0.046,0,30.1301,30.6602,0.0439,0,0.0198,31.7502
SAT11/random/large/unif-k5-r20-v750-c15000-S656533785-100-UNKNOWN.cnf,1,81,116,66,63.5682,61,55,45,50,0.0247,0,47.6125,49.5306,0.0206,0,0.2341,51.8948
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S1354319962-100-UNKNOWN.cnf,1,9,17,7,5.6304,5,4,2,3,0.0007,0.3288,55.2222,63.3333,0.0002,0.0512,0.4733,81.4076
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S396831120-092.UNKNOWN.cnf,1,4442,4442,4322,4221.7143,4179,4146,4085,4085,0.0466,0.169,26.3638,26.53,0.0453,0.0665,0.0266,27.7751
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S1007919187-045.UNKNOWN.cnf,1,4613,4613,4566,4547,4549,4524,4498,4498,0.046,0,13.3102,13.6138,0.046,0,0.008,13.6845
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1960786523-069.SATISFIABLE.cnf,1,4006,4006,4003,3913.4286,3917,3867,3798,3798,0.0314,0,22.3212,23.1629,0.0152,0,0.018,24.5347
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S882087907-088-UNKNOWN.cnf,1,151,310,118,114.8298,104,95,78,86,0.0073,0.2276,31.0696,32.9125,0.0025,0.0482,0.3517,34.0645
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S1886449473-022-UNKNOWN.cnf,1,9,11,6,4.8696,5,3,1,2,0.0006,0.3488,57.5,65.5556,0.0002,0.0534,0.5264,87.2262
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S334650851-022.SATISFIABLE.cnf,1,4249,4249,4218,4137.4286,4103,4089,4059,4059,0.0463,0,30.455,30.7122,0.044,0,0.0161,31.626
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S373048162-052.SATISFIABLE.cnf,1,3937,3937,3810,3785.7143,3773,3741,3678,3678,0.0228,0,29.0819,29.9754,0.0103,0,0.0194,32.9416
SAT11/random/large/unif-k5-r20-v2000-c40000-S61914820-087-UNKNOWN.cnf,1,24,37,21,18.05,17,14,10,12,0.013,0,61.85,67.85,0.0091,0,0.2798,75.3987
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S628307658-028.SATISFIABLE.cnf,1,3861,3861,3752,3695.7143,3711,3627,3574,3574,0.0206,0.1108,33.3379,34.6199,0.0088,0.0375,0.0239,36.7121
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S520872997-084.SATISFIABLE.cnf,1,4332,4332,4179,4102.5714,4066,4024,3961,3961,0.0451,0,34.2725,34.3564,0.0427,0,0.0273,35.8678
SAT11/random/large/unif-k7-r85-v300-c25500-S376724493-075-UNKNOWN.cnf,1,165,304,145,141.0571,134,124,101,112,0.0117,0.0402,49.6061,50.7515,0.0117,0.0406,0.2528,52.255
