@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE dy_props NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE o_de_di NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE dy_tot_time NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE dy_fzn_time NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE o_di_de NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE gr_max_deg_cg NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE gc_bool_lin NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE gr_min_clust_cg NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE o_deg_cons NUMERIC
@ATTRIBUTE o_dom_avg NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE o_di NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE d_ratio_bool_cons NUMERIC
@ATTRIBUTE dy_nodes NUMERIC
@ATTRIBUTE dy_fails NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE dy_static_time NUMERIC
@ATTRIBUTE gr_max_deg_vg NUMERIC

@DATA
normalized-fapp02-0250-7.xml.mzn_AND_NODATA,1,0.814197,0.170647,0.581445,0.418555,16.1669,2.371749,6.888312,1.62941,9.686103,-1,319881,2.80817,4.731528,-1,-1,1.315602,501656.288549,2815,1,4.488008,32.87,1.654992,1461365.008663,15821.484573,14108673,-1,0.390994,0.4869,2.878712,2.875529,7054337,6.49,5653,36,1.002827,-1,250,13506,-1,13256,13256,0,0,1,-1,0,-1,0,1,0,118888.763908,0,1,0.931261,0.216517,0.602505,19737195807,0,2723,1346,6775369833.14409,250,24.15,59
normalized-fapp04-0300-10.xml.mzn_AND_NODATA,1,0.816368,0.166963,0.586014,0.413986,16.195651,2.352518,5.806306,1.71562,9.77245,-1,178090,2.789572,4.105317,-1,-1,1.259157,521358.331851,3005,1,3.789426,43.58,1.5782,1519530.875608,17254.903704,14536833,-1,0.379744,0.481006,2.874271,2.87173,7268417,8.56,6127,38,1.013295,-1,300,14800,-1,14500,14500,0,0,1,-1,0,-1,0,1,0,131354.946196,0,1,1.028428,0.218044,0.597179,22489056959,0,1870,902,7716103311.39215,300,32.76,62
normalized-fapp04-0300-0.xml.mzn_AND_NODATA,1,0.812308,0.171237,0.581417,0.418583,16.195651,2.36165,5.787684,1.612016,9.694699,-1,166591,2.906782,4.023994,-1,-1,1.247817,517253.66219,3122,1,3.769621,42.98,1.568996,1507612.602601,17605.903704,14536833,-1,0.414914,0.487886,2.88698,2.884526,7268417,8.84,6244,38,1.006853,-1,300,14917,-1,14617,14617,0,0,1,-1,0,-1,0,1,0,131471.946196,0,1,0.921468,0.217296,0.604028,22489057193,0,1870,933,7715872878.89215,300,31.88,62
normalized-fapp04-0300-4.xml.mzn_AND_NODATA,1,0.812514,0.171021,0.581651,0.418349,16.195651,2.361198,5.78769,1.61863,9.698697,-1,204070,2.906892,4.029677,-1,-1,1.248393,517462.405197,3116,1,3.770632,41.79,1.569465,1508219.246261,17587.903704,14536833,-1,0.412897,0.487531,2.886329,2.883872,7268417,8.93,6238,38,1.007182,-1,300,14911,-1,14611,14611,0,0,1,-1,0,-1,0,1,0,131465.946196,0,1,0.928155,0.217334,0.603675,22489057181,0,1830,900,7715881923.89215,300,30.59,62
normalized-fapp04-0300-6.xml.mzn_AND_NODATA,1,0.81272,0.170804,0.581885,0.418115,16.195651,2.360745,5.789284,1.624971,9.702635,-1,181408,2.901222,4.034758,-1,-1,1.24897,517671.523575,3110,1,3.771643,42.77,1.569934,1508826.378329,17569.903704,14536833,-1,0.410157,0.487184,2.885679,2.883217,7268417,9.05,6232,38,1.007511,-1,300,14905,-1,14605,14605,0,0,1,-1,0,-1,0,1,0,131459.946196,0,1,0.934599,0.217372,0.603328,22489057169,0,1817,876,7715894058.89215,300,31.46,62
normalized-fapp04-0300-8.xml.mzn_AND_NODATA,1,0.813546,0.169934,0.582824,0.417176,16.195651,2.358915,5.791972,1.648437,9.71845,-1,196870,2.853868,4.053065,-1,-1,1.251283,518509.632746,3086,1,3.775695,42.8,1.571814,1511259.8025,17497.903704,14536833,-1,0.396234,0.485787,2.883075,2.880596,7268417,8.8,6208,38,1.008828,-1,300,14881,-1,14581,14581,0,0,1,-1,0,-1,0,1,0,131435.946196,0,1,0.958638,0.217526,0.601936,22489057121,0,1855,890,7715941844.89215,300,31.72,62
normalized-fapp04-0300-7.xml.mzn_AND_NODATA,1,0.813132,0.17037,0.582354,0.417646,16.195651,2.359834,5.790664,1.637026,9.710534,-1,178994,2.867935,4.044205,-1,-1,1.250125,518090.233995,3098,1,3.773668,42.97,1.570873,1510042.110052,17533.903704,14536833,-1,0.397328,0.486487,2.884377,2.881907,7268417,8.87,6220,38,1.008169,-1,300,14893,-1,14593,14593,0,0,1,-1,0,-1,0,1,0,131447.946196,0,1,0.946917,0.217449,0.602633,22489057145,0,1841,887,7715917854.89215,300,31.84,62
normalized-fapp04-0300-9.xml.mzn_AND_NODATA,1,0.814065,0.169388,0.583412,0.416588,16.195651,2.357756,5.794758,1.662008,9.728389,-1,186341,2.84931,4.063423,-1,-1,1.252734,519034.791766,3071,1,3.778231,42.89,1.572992,1512784.682564,17452.903704,14536833,-1,0.394289,0.484908,2.881447,2.878956,7268417,8.71,6193,38,1.009653,-1,300,14866,-1,14566,14566,0,0,1,-1,0,-1,0,1,0,131420.946196,0,1,0.972637,0.217621,0.601061,22489057091,0,1855,894,7715971214.39215,300,31.91,62
normalized-fapp04-0300-2.xml.mzn_AND_NODATA,1,0.812445,0.171093,0.581573,0.418427,16.195651,2.361349,5.787375,1.616459,9.697385,-1,204978,2.904321,4.027881,-1,-1,1.248201,517392.74089,3118,1,3.770295,43.05,1.569308,1508016.977469,17593.903704,14536833,-1,0.412183,0.487647,2.886546,2.884091,7268417,8.93,6240,38,1.007072,-1,300,14913,-1,14613,14613,0,0,1,-1,0,-1,0,1,0,131467.946196,0,1,0.925956,0.217321,0.60379,22489057185,0,1828,899,7715877944.89215,300,31.87,62
normalized-fapp04-0300-1.xml.mzn_AND_NODATA,1,0.812308,0.171237,0.581417,0.418583,16.195651,2.36165,5.787684,1.612016,9.694699,-1,177787,2.906782,4.023994,-1,-1,1.247817,517253.66219,3122,1,3.769621,42.83,1.568996,1507612.602601,17605.903704,14536833,-1,0.414914,0.487886,2.88698,2.884526,7268417,8.99,6244,38,1.006853,-1,300,14917,-1,14617,14617,0,0,1,-1,0,-1,0,1,0,131471.946196,0,1,0.921468,0.217296,0.604028,22489057193,0,1822,898,7715872878.89215,300,31.56,62
normalized-fapp04-0300-3.xml.mzn_AND_NODATA,1,0.812514,0.171021,0.581651,0.418349,16.195651,2.361198,5.78769,1.61863,9.698697,-1,186133,2.906892,4.029677,-1,-1,1.248393,517462.405197,3116,1,3.770632,44.06,1.569465,1508219.246261,17587.903704,14536833,-1,0.412897,0.487531,2.886329,2.883872,7268417,9.08,6238,38,1.007182,-1,300,14911,-1,14611,14611,0,0,1,-1,0,-1,0,1,0,131465.946196,0,1,0.928155,0.217334,0.603675,22489057181,0,1771,870,7715881923.89215,300,32.73,62
normalized-fapp04-0300-5.xml.mzn_AND_NODATA,1,0.812651,0.170876,0.581807,0.418193,16.195651,2.360896,5.788752,1.622884,9.701322,-1,186179,2.899139,4.033107,-1,-1,1.248777,517601.798745,3112,1,3.771306,43.38,1.569778,1508623.946669,17575.903704,14536833,-1,0.409575,0.4873,2.885896,2.883436,7268417,8.94,6234,38,1.007401,-1,300,14907,-1,14607,14607,0,0,1,-1,0,-1,0,1,0,131461.946196,0,1,0.932475,0.21736,0.603444,22489057173,0,1838,903,7715890013.89215,300,32.18,62
normalized-bibd-16-80-15-3-2_glb.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.17348,0.522559,1,-1,601535,1.413934,0.522559,-1,-1,1.283725,0.896194,0,-1,0,76.88,0.107022,2,14831.952437,2,-1,0.221065,0,0,0.317214,1,23.74,0,17,0.17348,-1,-1,10880,-1,9600,9600,0,0,1,-1,0,-1,-1,-1,-1,10880,0.882353,-1,-11.149928,2.172064,2.172064,21760,0,4840,2357,9750.588235,0,50.86,109
normalized-bibd-12-132-33-3-6_glb.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.183267,0.619382,1,-1,1062372,1.784585,0.619382,-1,-1,1.074887,0.869822,0,-1,0,84.26,0.053029,2,14573.496514,2,-1,0.211136,0,0,0.350983,1,22.69,0,13,0.183267,-1,-1,10296,-1,8712,8712,0,0,1,-1,0,-1,-1,-1,-1,10296,0.846154,-1,-10.455746,2.826939,2.826939,20592,0,5971,2887,8955.692308,0,59.3,153
normalized-fapp03-0300-10.xml.mzn_AND_NODATA,1,0.818843,0.168315,0.582037,0.417963,16.1669,2.340116,6.140327,1.664879,9.746671,-1,220752,2.732608,4.254325,-1,-1,1.444429,515634.061082,3932,1,3.984781,77.49,1.810183,1499037.386949,22058.848847,14108673,-1,0.377095,0.483511,2.851874,2.848613,7054337,15.08,8032,38,0.989932,-1,300,19217,-1,18917,18917,0,0,1,-1,0,-1,0,1,0,169895.123128,0,1,0.971781,0.214115,0.59761,28807001465,0,1346,648,9908939751.81568,300,60.08,55
normalized-fapp03-0300-7.xml.mzn_AND_NODATA,1,0.814907,0.172409,0.577648,0.422352,16.1669,2.348921,6.118576,1.57126,9.672204,-1,114197,2.813181,4.179119,-1,-1,1.432456,511731.265962,4078,1,3.964168,77.88,1.800434,1487734.429427,22496.848847,14108673,-1,0.40346,0.490086,2.864014,2.860835,7054337,15.37,8178,38,0.983937,-1,300,19363,-1,19063,19063,0,0,1,-1,0,-1,0,1,0,170041.123128,0,1,0.874334,0.213447,0.604206,28807001757,0,1312,650,9908652502.81568,300,60.18,55
normalized-C6-3-121.xml.mzn_AND_NODATA,1,0.792683,0.195122,0.025227,0.974773,3.372295,0.809443,1.680762,0.299859,2.768733,-1,11523546,0.217595,0.158922,-1,-1,4.594036,0.988537,4656,1,0.092688,104.39,3.895257,2.999793,21836.699934,122,-1,0.109357,0.334774,3.378487,0.134847,2,16.61,18818,195,0.842898,-1,293,19305,-1,19012,19012,0,0,1,-1,0,-1,0,1,0,20396.246972,0,1,0.25448,0.11265,0.376933,57911,0.004065,2744,1274,19083.702936,0,85.33,483
normalized-C6-2-121.xml.mzn_AND_NODATA,1,0.792683,0.195122,0.025227,0.974773,3.372295,0.809443,1.680762,0.299859,2.768733,-1,11951103,0.217595,0.158922,-1,-1,4.594036,0.988537,4656,1,0.092688,104.29,3.895257,2.999793,21836.699934,122,-1,0.109357,0.334774,3.378487,0.134847,2,16.57,18818,195,0.842898,-1,293,19305,-1,19012,19012,0,0,1,-1,0,-1,0,1,0,20396.246972,0,1,0.25448,0.11265,0.376933,57911,0.004065,2462,1134,19083.702936,0,85.29,483
normalized-fapp03-0300-3.xml.mzn_AND_NODATA,1,0.814322,0.173018,0.576993,0.423007,16.1669,2.350192,6.115901,1.5537,9.661145,-1,117024,2.827834,4.164121,-1,-1,1.430671,511148.261636,4100,1,3.961079,78.67,1.798976,1486046.004694,22562.848847,14108673,-1,0.408577,0.49106,2.865838,2.862673,7054337,15.5,8200,38,0.983039,-1,300,19385,-1,19085,19085,0,0,1,-1,0,-1,0,1,0,170063.123128,0,1,0.856352,0.213346,0.605184,28807001801,0,1318,653,9908609051.81568,300,60.84,55
normalized-fapp03-0300-1.xml.mzn_AND_NODATA,1,0.814322,0.173018,0.576993,0.423007,16.1669,2.350192,6.115901,1.5537,9.661145,-1,118282,2.827834,4.164121,-1,-1,1.430671,511148.261636,4100,1,3.961079,77.9,1.798976,1486046.004694,22562.848847,14108673,-1,0.408577,0.49106,2.865838,2.862673,7054337,15.4,8200,38,0.983039,-1,300,19385,-1,19085,19085,0,0,1,-1,0,-1,0,1,0,170063.123128,0,1,0.856352,0.213346,0.605184,28807001801,0,1334,661,9908609051.81568,300,60.17,55
normalized-C6-1-121.xml.mzn_AND_NODATA,1,0.792683,0.195122,0.025227,0.974773,3.372295,0.809443,1.680762,0.299859,2.768733,-1,12209709,0.217595,0.158922,-1,-1,4.594036,0.988537,4656,1,0.092688,103.14,3.895257,2.999793,21836.699934,122,-1,0.109357,0.334774,3.378487,0.134847,2,16.36,18818,195,0.842898,-1,293,19305,-1,19012,19012,0,0,1,-1,0,-1,0,1,0,20396.246972,0,1,0.25448,0.11265,0.376933,57911,0.004065,2666,1235,19083.702936,0,84.35,483
normalized-fapp03-0300-4.xml.mzn_AND_NODATA,1,0.814322,0.173018,0.576993,0.423007,16.1669,2.350192,6.115901,1.5537,9.661145,-1,117350,2.827834,4.164121,-1,-1,1.430671,511148.261636,4100,1,3.961079,79.48,1.798976,1486046.004694,22562.848847,14108673,-1,0.408577,0.49106,2.865838,2.862673,7054337,15.87,8200,38,0.983039,-1,300,19385,-1,19085,19085,0,0,1,-1,0,-1,0,1,0,170063.123128,0,1,0.856352,0.213346,0.605184,28807001801,0,1337,663,9908609051.81568,300,61.28,55
normalized-C6-1-120.xml.mzn_AND_NODATA,1,0.792683,0.195122,0.025227,0.974773,3.367545,0.809443,1.680762,0.299859,2.766867,-1,12447719,0.217595,0.158922,-1,-1,4.594036,0.988511,4656,1,0.092688,104.07,3.895257,2.994768,21836.699934,121,-1,0.109357,0.334567,3.36448,0.134921,2,16.47,18818,195,0.842898,-1,293,19305,-1,19012,19012,0,0,1,-1,0,-1,0,1,0,20395.095184,0,1,0.25448,0.11265,0.376759,57814,0.004065,2634,1219,19083.200345,0,85.15,483
normalized-bibd-31-31-6-6-1_glb.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.220167,0.33729,1,-1,372235,1.104339,0.33729,-1,-1,1.874024,0.941406,0,-1,0,110.41,0.394093,2,19220,2,-1,0.52353,0,0,0.241057,1,41.89,0,32,0.220167,-1,-1,15376,-1,14415,14415,0,0,1,-1,0,-1,-1,-1,-1,15376,0.9375,-1,-12.614538,1.295256,1.295256,30752,0,2450,1160,14475.0625,0,66.11,90
normalized-C6-3-120.xml.mzn_AND_NODATA,1,0.792683,0.195122,0.025227,0.974773,3.367545,0.809443,1.680762,0.299859,2.766867,-1,11418917,0.217595,0.158922,-1,-1,4.594036,0.988511,4656,1,0.092688,103.62,3.895257,2.994768,21836.699934,121,-1,0.109357,0.334567,3.36448,0.134921,2,16.1,18818,195,0.842898,-1,293,19305,-1,19012,19012,0,0,1,-1,0,-1,0,1,0,20395.095184,0,1,0.25448,0.11265,0.376759,57814,0.004065,2636,1220,19083.200345,0,85.08,483
normalized-fapp03-0300-6.xml.mzn_AND_NODATA,1,0.814588,0.172741,0.57729,0.42271,16.1669,2.349616,6.117547,1.561902,9.666166,-1,116554,2.81778,4.171608,-1,-1,1.431482,511413.100429,4090,1,3.962483,78.95,1.799638,1486812.995148,22532.848847,14108673,-1,0.404874,0.490618,2.865009,2.861838,7054337,15.09,8190,38,0.983447,-1,300,19375,-1,19075,19075,0,0,1,-1,0,-1,0,1,0,170053.123128,0,1,0.864732,0.213392,0.60474,28807001781,0,1337,663,9908628820.81568,300,61.54,55
normalized-fapp03-0300-5.xml.mzn_AND_NODATA,1,0.814429,0.172907,0.577112,0.422888,16.1669,2.349962,6.116365,1.557032,9.663152,-1,116224,2.833672,4.167389,-1,-1,1.430995,511254.164069,4096,1,3.96164,77.93,1.799241,1486352.705898,22550.848847,14108673,-1,0.40919,0.490883,2.865507,2.862339,7054337,15.14,8196,38,0.983202,-1,300,19381,-1,19081,19081,0,0,1,-1,0,-1,0,1,0,170059.123128,0,1,0.859752,0.213365,0.605007,28807001793,0,1332,660,9908616953.81568,300,60.47,55
normalized-C6-2-120.xml.mzn_AND_NODATA,1,0.792683,0.195122,0.025227,0.974773,3.367545,0.809443,1.680762,0.299859,2.766867,-1,12183598,0.217595,0.158922,-1,-1,4.594036,0.988511,4656,1,0.092688,104.58,3.895257,2.994768,21836.699934,121,-1,0.109357,0.334567,3.36448,0.134921,2,16.84,18818,195,0.842898,-1,293,19305,-1,19012,19012,0,0,1,-1,0,-1,0,1,0,20395.095184,0,1,0.25448,0.11265,0.376759,57814,0.004065,2433,1119,19083.200345,0,85.31,483
normalized-fapp03-0300-9.xml.mzn_AND_NODATA,1,0.816244,0.171019,0.579144,0.420856,16.1669,2.345978,6.125509,1.606562,9.697514,-1,235951,2.807667,4.207339,-1,-1,1.436531,513061.145333,4028,1,3.971205,76.21,1.803757,1491586.064154,22346.848847,14108673,-1,0.400298,0.487855,2.859862,2.856656,7054337,14.97,8128,38,0.985984,-1,300,19313,-1,19013,19013,0,0,1,-1,0,-1,0,1,0,169991.123128,0,1,0.910829,0.213676,0.601965,28807001657,0,1334,652,9908749899.81568,300,58.91,55
normalized-fapp03-0300-0.xml.mzn_AND_NODATA,1,0.814322,0.173018,0.576993,0.423007,16.1669,2.350192,6.115901,1.5537,9.661145,-1,118543,2.827834,4.164121,-1,-1,1.430671,511148.261636,4100,1,3.961079,79.15,1.798976,1486046.004694,22562.848847,14108673,-1,0.408577,0.49106,2.865838,2.862673,7054337,15.38,8200,38,0.983039,-1,300,19385,-1,19085,19085,0,0,1,-1,0,-1,0,1,0,170063.123128,0,1,0.856352,0.213346,0.605184,28807001801,0,1328,658,9908609051.81568,300,61.43,55
normalized-fapp03-0300-8.xml.mzn_AND_NODATA,1,0.815601,0.171688,0.578425,0.421575,16.1669,2.3474,6.122216,1.590223,9.685349,-1,235817,2.812409,4.194273,-1,-1,1.434572,512421.912076,4052,1,3.967824,78.65,1.80216,1489734.79366,22418.848847,14108673,-1,0.40252,0.488928,2.861856,2.858663,7054337,14.89,8152,38,0.985,-1,300,19337,-1,19037,19037,0,0,1,-1,0,-1,0,1,0,170015.123128,0,1,0.893892,0.213566,0.603042,28807001705,0,1339,654,9908702513.81568,300,61.44,55
normalized-fapp03-0300-2.xml.mzn_AND_NODATA,1,0.814322,0.173018,0.576993,0.423007,16.1669,2.350192,6.115901,1.5537,9.661145,-1,118185,2.827834,4.164121,-1,-1,1.430671,511148.261636,4100,1,3.961079,77.17,1.798976,1486046.004694,22562.848847,14108673,-1,0.408577,0.49106,2.865838,2.862673,7054337,15.05,8200,38,0.983039,-1,300,19385,-1,19085,19085,0,0,1,-1,0,-1,0,1,0,170063.123128,0,1,0.856352,0.213346,0.605184,28807001801,0,1332,660,9908609051.81568,300,59.79,55
normalized-fapp05-0350-10.xml.mzn_AND_NODATA,1,0.817141,0.168848,0.582363,0.417637,16.209867,2.366022,4.511318,1.661872,9.755144,-1,162025,2.720817,3.237514,-1,-1,1.381531,538896.94745,4218,1,2.944997,89.63,1.733975,1563897.424653,23738.59973,14753313,-1,0.360886,0.484354,2.858789,2.855825,7376657,17.59,8572,47,0.996585,-1,350,20525,-1,20175,20175,0,0,1,-1,0,-1,0,1,0,181821.152477,0,1,0.967728,0.215268,0.599033,32098994641,0,1052,516,11060859846.4168,350,69.67,77
normalized-bmc-ibm-03-08.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.329123,4.501869,1,-1,13332,5.097921,0.116002,-1,-1,1.171205,0.249181,0,-1,0,122.38,1.010643,2,48548.454481,2,-1,0.697729,0,0,0.520276,1,68,0,202,1.329123,-1,-1,14930,-1,0,0,0,0,1,-1,0,-1,-1,-1,-1,14930,0,-1,4.104153,0.730293,0.730293,29860,0,574,259,3720.265319,0,51.76,158
normalized-fapp05-0350-0.xml.mzn_AND_NODATA,1,0.813725,0.172415,0.57853,0.42147,16.209867,2.3734,4.502568,1.573824,9.69018,-1,168756,2.871022,3.174156,-1,-1,1.371411,535336.402324,4354,1,2.93386,91.09,1.725733,1553603.161173,24146.59973,14753313,-1,0.406385,0.490078,2.8694,2.866507,7376657,18.25,8708,47,0.991299,-1,350,20661,-1,20311,20311,0,0,1,-1,0,-1,0,1,0,181957.152477,0,1,0.877236,0.21467,0.604765,32098994913,0,1051,523,11060585408.4168,350,70.48,77
normalized-fapp05-0350-1.xml.mzn_AND_NODATA,1,0.813725,0.172415,0.57853,0.42147,16.209867,2.3734,4.502568,1.573824,9.69018,-1,164310,2.871022,3.174156,-1,-1,1.371411,535336.402324,4354,1,2.93386,91.29,1.725733,1553603.161173,24146.59973,14753313,-1,0.406385,0.490078,2.8694,2.866507,7376657,18.3,8708,47,0.991299,-1,350,20661,-1,20311,20311,0,0,1,-1,0,-1,0,1,0,181957.152477,0,1,0.877236,0.21467,0.604765,32098994913,0,1049,522,11060585408.4168,350,70.62,77
normalized-bmc-ibm-03-04.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.329123,4.501869,1,-1,13306,5.097921,0.116002,-1,-1,1.171205,0.249181,0,-1,0,123.7,1.010643,2,48548.454481,2,-1,0.697729,0,0,0.520276,1,69.18,0,202,1.329123,-1,-1,14930,-1,0,0,0,0,1,-1,0,-1,-1,-1,-1,14930,0,-1,4.104153,0.730293,0.730293,29860,0,570,257,3720.265319,0,51.9,158
normalized-bmc-ibm-03-16.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.329123,4.501869,1,-1,13566,5.097921,0.116002,-1,-1,1.171205,0.249181,0,-1,0,121.57,1.010643,2,48548.454481,2,-1,0.697729,0,0,0.520276,1,68.24,0,202,1.329123,-1,-1,14930,-1,0,0,0,0,1,-1,0,-1,-1,-1,-1,14930,0,-1,4.104153,0.730293,0.730293,29860,0,582,262,3720.265319,0,50.69,158
normalized-fapp05-0350-3.xml.mzn_AND_NODATA,1,0.813775,0.172363,0.578586,0.421414,16.209867,2.373295,4.502776,1.575406,9.691125,-1,155553,2.865994,3.175676,-1,-1,1.371559,535388.425549,4352,1,2.934024,92.29,1.725854,1553753.565468,24140.59973,14753313,-1,0.404159,0.489995,2.869244,2.86635,7376657,18.26,8706,47,0.991376,-1,350,20659,-1,20309,20309,0,0,1,-1,0,-1,0,1,0,181955.152477,0,1,0.878826,0.214679,0.604681,32098994909,0,1043,519,11060589483.4168,350,71.67,77
normalized-fapp05-0350-2.xml.mzn_AND_NODATA,1,0.813725,0.172415,0.57853,0.42147,16.209867,2.3734,4.502568,1.573824,9.69018,-1,163750,2.871022,3.174156,-1,-1,1.371411,535336.402324,4354,1,2.93386,90.83,1.725733,1553603.161173,24146.59973,14753313,-1,0.406385,0.490078,2.8694,2.866507,7376657,18.38,8708,47,0.991299,-1,350,20661,-1,20311,20311,0,0,1,-1,0,-1,0,1,0,181957.152477,0,1,0.877236,0.21467,0.604765,32098994913,0,1045,520,11060585408.4168,350,70.1,77
normalized-bmc-ibm-03-02.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.329123,4.501869,1,-1,13315,5.097921,0.116002,-1,-1,1.171205,0.249181,0,-1,0,122.97,1.010643,2,48548.454481,2,-1,0.697729,0,0,0.520276,1,68.57,0,202,1.329123,-1,-1,14930,-1,0,0,0,0,1,-1,0,-1,-1,-1,-1,14930,0,-1,4.104153,0.730293,0.730293,29860,0,572,258,3720.265319,0,51.77,158
normalized-fapp05-0350-7.xml.mzn_AND_NODATA,1,0.813974,0.172156,0.57881,0.42119,16.209867,2.372874,4.50361,1.581574,9.694907,-1,133994,2.86024,3.180634,-1,-1,1.372149,535596.619215,4344,1,2.934677,89.86,1.726336,1554355.473972,24116.59973,14753313,-1,0.401427,0.489662,2.868621,2.865723,7376657,18.36,8698,47,0.991686,-1,350,20651,-1,20301,20301,0,0,1,-1,0,-1,0,1,0,181947.152477,0,1,0.885049,0.214714,0.604348,32098994893,0,1057,526,11060605783.4168,350,69.15,77
normalized-fapp05-0350-8.xml.mzn_AND_NODATA,1,0.814372,0.171739,0.579259,0.420741,16.209867,2.372027,4.504263,1.593294,9.702491,-1,133389,2.85799,3.189324,-1,-1,1.373333,536013.467091,4328,1,2.935985,92.05,1.727301,1555560.691107,24068.59973,14753313,-1,0.397924,0.488995,2.867374,2.864468,7376657,18.23,8682,47,0.992306,-1,350,20635,-1,20285,20285,0,0,1,-1,0,-1,0,1,0,181931.152477,0,1,0.896952,0.214785,0.603679,32098994861,0,1043,519,11060637893.4168,350,71.46,77
normalized-fapp05-0350-9.xml.mzn_AND_NODATA,1,0.815123,0.170956,0.580102,0.419898,16.209867,2.370421,4.50559,1.613682,9.716765,-1,123946,2.813439,3.203729,-1,-1,1.375558,536796.800797,4298,1,2.938439,91.74,1.729115,1557825.518127,23978.59973,14753313,-1,0.384426,0.487739,2.865036,2.862113,7376657,18.13,8652,47,0.99347,-1,350,20605,-1,20255,20255,0,0,1,-1,0,-1,0,1,0,181901.152477,0,1,0.917829,0.214916,0.60242,32098994801,0,1038,517,11060698080.4168,350,71.25,77
normalized-fapp05-0350-4.xml.mzn_AND_NODATA,1,0.813775,0.172363,0.578586,0.421414,16.209867,2.373295,4.502776,1.575406,9.691125,-1,157390,2.865994,3.175676,-1,-1,1.371559,535388.425549,4352,1,2.934024,93.07,1.725854,1553753.565468,24140.59973,14753313,-1,0.404159,0.489995,2.869244,2.86635,7376657,18.26,8706,47,0.991376,-1,350,20659,-1,20309,20309,0,0,1,-1,0,-1,0,1,0,181955.152477,0,1,0.878826,0.214679,0.604681,32098994909,0,1056,526,11060589483.4168,350,72.46,77
