@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC

@DATA
ev-pr-4x4-13-3-0-0-1-s-shuffled,1,0.304408,0.895667
ev-pr-4x4-15-3-0-0-1-s-shuffled,1,0.307772,0.909388
ev-pr-4x4-17-3-0-0-1-lg-shuffled,1,0.521307,0.93206
ev-pr-4x4-17-3-0-0-1-s-shuffled,1,0.310352,0.919915
ev-pr-4x4-5-3-0-0-1-lg-shuffled,1,0.518028,0.778366
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,0.265,0.734905
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,0.283081,0.808663
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,0.520068,0.873968
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,0.293286,0.850296
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,0.480449,0.889918
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,0.480988,0.906322
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,0.481388,0.918461
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,0.476428,0.767596
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,0.220066,0.725699
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,0.237795,0.801194
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,0.47596,0.889402
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,0.476476,0.905905
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,0.477386,0.934982
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,0.472108,0.766369
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,0.474087,0.829589
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,0.475223,0.865868
f600-00-shuffled,1,0.523087,0.212619
ii32c1-00,1,0.798108,0.016057
ii32c1-50-shuffled,1,0.803578,0.016725
ii32e1-00-shuffled,1,0.805541,0.016726
ii32e1-50-shuffled,1,0.811766,0.017476
ii8a1-00-shuffled,1,0.655048,0.022837
ii8a1-90-shuffled,1,0.65184,0.029141
ii8a3-90,1,0.682878,0.026939
ii8c1-90-shuffled,1,0.664625,0.016845
ii8d1-00-shuffled,1,0.660599,0.012956
impl18-shuffled,1,0.506849,0.986301
irst.dme4.B-d4-shuffled,1,0.560229,0.333197
irst.dme5.B-d4-shuffled,1,0.559827,0.333237
jnh1-50-shuffled,1,0.46949,0.14571
jnh207-90-shuffled,1,0.451166,0.15606
jnh218-00-shuffled,1,0.4634,0.145
jnh218-90-shuffled,1,0.451797,0.153277
k3_1_2-shuffled,1,0.678771,0.689944
k4_2_2-shuffled,1,0.706545,0.655876
k5_2_2,1,0.730106,0.587459
k5_3_2-shuffled,1,0.719739,0.634606
k_branch_n-20-shuffled,1,0.476193,0.127969
k_branch_n-4-shuffled,1,0.7154,0.221053
k_branch_n-5-shuffled,1,0.690501,0.211151
k_branch_n-6,1,0.667212,0.202543
k_branch_n-7,1,0.645416,0.194868
k_branch_n-8-shuffled,1,0.635663,0.182564
k_branch_p-11-shuffled,1,0.582205,0.165668
k_branch_p-14-shuffled,1,0.536999,0.151981
k_branch_p-16-shuffled,1,0.521902,0.140799
k_branch_p-17-shuffled,1,0.509674,0.137342
k_branch_p-4-shuffled,1,0.715511,0.220966
k_branch_p-6-shuffled,1,0.667272,0.202506
k_branch_p-8-shuffled,1,0.635699,0.182546
k_d4_n-11-shuffled,1,0.660931,0.203949
k_d4_n-14-shuffled,1,0.65904,0.202577
k_d4_n-15-shuffled,1,0.658577,0.20224
k_d4_n-16-shuffled,1,0.658171,0.201946
k_d4_n-17-shuffled,1,0.657813,0.201685
k_d4_n-18-shuffled,1,0.657494,0.201454
k_d4_n-19-shuffled,1,0.657208,0.201247
k_d4_n-20-shuffled,1,0.656951,0.20106
k_d4_n-21-shuffled,1,0.656719,0.200891
k_d4_n-7-shuffled,1,0.665932,0.20758
k_d4_p-10-shuffled,1,0.707709,0.241435
k_d4_p-11-shuffled,1,0.706972,0.240858
k_d4_p-21-shuffled,1,0.703427,0.238083
k_d4_p-6-shuffled,1,0.713028,0.245599
k_d4_p-7-shuffled,1,0.711145,0.244124
k_dum_n-10-shuffled,1,0.742647,0.280147
k_dum_n-21-shuffled,1,0.73895,0.276917
k_dum_p-11-shuffled,1,0.739482,0.275081
k_dum_p-13-shuffled,1,0.740179,0.276361
k_dum_p-16-shuffled,1,0.74018,0.277217
k_dum_p-21-shuffled,1,0.74167,0.2791
ken.flash^10.C-f4-shuffled,1,0.505257,0.33333
ken.flash^14.C-d4-shuffled,1,0.500249,0.333322
ken.oop^1.C-d2,1,0.523135,0.333278
k_grz_n-10-shuffled,1,0.660011,0.200222
k_grz_n-13-shuffled,1,0.641572,0.192235
k_grz_n-14-shuffled,1,0.629705,0.187398
k_grz_n-21-shuffled,1,0.592706,0.168708
k_grz_p-10-shuffled,1,0.679235,0.196961
k_grz_p-17-shuffled,1,0.658406,0.180709
k_grz_p-21-shuffled,1,0.641723,0.173488
k_lin_n-10-shuffled,1,0.350843,0.076268
k_lin_n-13-shuffled,1,0.290156,0.062934
k_lin_n-14-shuffled,1,0.274334,0.059472
k_lin_n-21-shuffled,1,0.207199,0.042483
k_lin_n-9-shuffled,1,0.363989,0.083804
k_lin_p-12-shuffled,1,0.54504,0.132075
k_lin_p-16-shuffled,1,0.489583,0.116422
k_lin_p-21-shuffled,1,0.441336,0.100489
k_lin_p-8-shuffled,1,0.610125,0.155532
k_path_n-10-shuffled,1,0.851943,0.242991
k_path_n-20-shuffled,1,0.853457,0.242485
k_path_n-21-shuffled,1,0.85343,0.242599
k_path_p-10-shuffled,1,0.85027,0.242703
k_path_p-16-shuffled,1,0.852356,0.242535
k_path_p-21-shuffled,1,0.853604,0.242492
k_path_p-9-shuffled,1,0.850719,0.242806
k_ph_n-10-shuffled,1,0.46234,0.0865
k_ph_n-13-shuffled,1,0.337422,0.057715
k_ph_n-14-shuffled,1,0.300673,0.050844
k_ph_n-15-shuffled,1,0.268964,0.045037
k_ph_n-8-shuffled,1,0.564267,0.114916
k_ph_n-9-shuffled,1,0.497062,0.099004
k_ph_p-11-shuffled,1,0.396493,0.072938
k_ph_p-12-shuffled,1,0.364684,0.06296
k_ph_p-8-shuffled,1,0.552012,0.11221
k_ph_p-9-shuffled,1,0.489447,0.097694
k_poly_n-12-shuffled,1,0.769823,0.295877
k_poly_n-13-shuffled,1,0.76989,0.295798
k_poly_n-20-shuffled,1,0.77009,0.29556
k_poly_n-21-shuffled,1,0.770115,0.29553
k_poly_p-19-shuffled,1,0.770069,0.295585
k_poly_p-21-shuffled,1,0.770109,0.295537
k_t4p_n-12-shuffled,1,0.674758,0.229969
k_t4p_n-17-shuffled,1,0.673274,0.229304
k_t4p_n-21-shuffled,1,0.67259,0.228998
k_t4p_n-4-shuffled,1,0.684433,0.234301
k_t4p_p-12-shuffled,1,0.678289,0.23125
k_t4p_p-20-shuffled,1,0.675083,0.229925
k_t4p_p-21-shuffled,1,0.674842,0.229826
k_t4p_p-4-shuffled,1,0.690705,0.236378
k_t4p_p-8-shuffled,1,0.681903,0.232743
lognBWLARGEB1-shuffled,1,0.037863,0.005818
lut4_2_f2-shuffled,1,0.09417,0.995516
lut4_AND_f1-shuffled,1,0.075556,0.997037
lut4_XOR_fOR-shuffled,1,0.184524,0.940476
mutex-128-s,1,0.737312,0.457886
mutex-16-s,1,0.737493,0.459809
mutex-2-s,1,0.740157,0.488189
mutex-32-s,1,0.737388,0.458686
mutex-4-s,1,0.738292,0.46832
mutex-64-s,1,0.737337,0.458149
mutex-8-s,1,0.737725,0.462275
ncf_16_32_8_d.10,1,0.691259,0.137012
ncf_16_32_8_d.1,1,0.701591,0.137012
ncf_16_32_8_d.2,1,0.691895,0.136729
ncf_16_32_8_d.3,1,0.674007,0.136448
ncf_16_32_8_d.4,1,0.682239,0.136448
ncf_16_32_8_d.5,1,0.712803,0.13758
ncf_16_32_8_d.6,1,0.701809,0.137867
ncf_16_32_8_d.7,1,0.683752,0.13758
ncf_16_32_8_d.8,1,0.678935,0.137867
ncf_16_32_8_d.9,1,0.700761,0.136448
ncf_16_32_8_edau.10,1,0.691259,0.137012
ncf_16_32_8_edau.1,1,0.701591,0.137012
ncf_16_32_8_edau.2,1,0.691895,0.136729
ncf_16_32_8_edau.3,1,0.674007,0.136448
ncf_16_32_8_edau.4,1,0.682239,0.136448
ncf_16_32_8_edau.5,1,0.712803,0.13758
ncf_16_32_8_edau.6,1,0.701809,0.137867
ncf_16_32_8_edau.7,1,0.683752,0.13758
ncf_16_32_8_edau.8,1,0.678935,0.137867
ncf_16_32_8_edau.9,1,0.700761,0.136448
ncf_16_32_8_euad.10,1,0.691259,0.137012
ncf_16_32_8_euad.1,1,0.701591,0.137012
ncf_16_32_8_euad.2,1,0.691895,0.136729
ncf_16_32_8_euad.3,1,0.674007,0.136448
ncf_16_32_8_euad.4,1,0.682239,0.136448
ncf_16_32_8_euad.5,1,0.712803,0.13758
ncf_16_32_8_euad.6,1,0.701809,0.137867
ncf_16_32_8_euad.7,1,0.683752,0.13758
ncf_16_32_8_euad.8,1,0.678935,0.137867
ncf_16_32_8_euad.9,1,0.700761,0.136448
ncf_16_32_8_u.10,1,0.691259,0.137012
ncf_16_32_8_u.1,1,0.701591,0.137012
ncf_16_32_8_u.2,1,0.691895,0.136729
ncf_16_32_8_u.3,1,0.674007,0.136448
ncf_16_32_8_u.4,1,0.682239,0.136448
ncf_16_32_8_u.5,1,0.712803,0.13758
ncf_16_32_8_u.6,1,0.701809,0.137867
ncf_16_32_8_u.7,1,0.683752,0.13758
ncf_16_32_8_u.8,1,0.678935,0.137867
ncf_16_32_8_u.9,1,0.700761,0.136448
ncf_8_16_4_d.10,1,0.643515,0.158159
ncf_8_16_4_d.1,1,0.645296,0.157369
ncf_8_16_4_d.2,1,0.627175,0.156587
ncf_8_16_4_d.3,1,0.655287,0.157369
ncf_8_16_4_d.4,1,0.655287,0.157369
ncf_8_16_4_d.5,1,0.628452,0.158159
ncf_8_16_4_d.6,1,0.643515,0.158159
ncf_8_16_4_d.7,1,0.675271,0.157369
ncf_8_16_4_d.8,1,0.643515,0.158159
ncf_8_16_4_d.9,1,0.65203,0.156587
ncf_8_16_4_edau.10,1,0.643515,0.158159
ncf_8_16_4_edau.1,1,0.645296,0.157369
ncf_8_16_4_edau.2,1,0.627175,0.156587
ncf_8_16_4_edau.3,1,0.655287,0.157369
ncf_8_16_4_edau.4,1,0.655287,0.157369
ncf_8_16_4_edau.5,1,0.628452,0.158159
ncf_8_16_4_edau.6,1,0.643515,0.158159
ncf_8_16_4_edau.7,1,0.675271,0.157369
ncf_8_16_4_edau.8,1,0.643515,0.158159
ncf_8_16_4_edau.9,1,0.65203,0.156587
ncf_8_16_4_euad.10,1,0.643515,0.158159
ncf_8_16_4_euad.1,1,0.645296,0.157369
ncf_8_16_4_euad.2,1,0.627175,0.156587
ncf_8_16_4_euad.3,1,0.655287,0.157369
ncf_8_16_4_euad.4,1,0.655287,0.157369
ncf_8_16_4_euad.5,1,0.628452,0.158159
ncf_8_16_4_euad.6,1,0.643515,0.158159
ncf_8_16_4_euad.7,1,0.675271,0.157369
ncf_8_16_4_euad.8,1,0.643515,0.158159
ncf_8_16_4_euad.9,1,0.65203,0.156587
ncf_8_16_4_u.10,1,0.643515,0.158159
ncf_8_16_4_u.1,1,0.645296,0.157369
ncf_8_16_4_u.2,1,0.627175,0.156587
ncf_8_16_4_u.3,1,0.655287,0.157369
ncf_8_16_4_u.4,1,0.655287,0.157369
ncf_8_16_4_u.5,1,0.628452,0.158159
ncf_8_16_4_u.6,1,0.643515,0.158159
ncf_8_16_4_u.7,1,0.675271,0.157369
ncf_8_16_4_u.8,1,0.643515,0.158159
ncf_8_16_4_u.9,1,0.65203,0.156587
nusmv.dme1-16.B-d4-shuffled,1,0.574622,0.333233
nusmv.queue.B-d4-shuffled,1,0.613261,0.333323
nusmv.reactor^1.C-d4-shuffled,1,0.555318,0.333321
nusmv.reactor^2.C-d4-shuffled,1,0.55568,0.333321
nusmv.reactor^5.C-f4-shuffled,1,0.554169,0.333321
nusmv.syncarb10^2.B-f2,1,0.618768,0.333211
nusmv.syncarb10^2.B-f3,1,0.616956,0.333248
nusmv.syncarb10^2.B-f4,1,0.615987,0.333268
nusmv.syncarb5^2.B-f4-shuffled,1,0.591671,0.333153
nusmv.tcas^2.B-f2-shuffled,1,0.549012,0.333321
nusmv.tcas^4.B-f3-shuffled,1,0.544632,0.333326
nusmv.tcas-t^5.B-f2-shuffled,1,0.548496,0.333322
nusmv.tcas-t^6.B-f3-shuffled,1,0.547038,0.333326
par16-1-c-00-shuffled,1,0.577426,0.194289
par8-1-c-50-shuffled,1,0.558032,0.208914
par8-2-90-shuffled,1,0.583548,0.184907
par8-2-c-50-shuffled,1,0.560315,0.210664
par8-3-c-00-shuffled,1,0.573285,0.194224
par8-3-c-90-shuffled,1,0.557709,0.226622
par8-4-90-shuffled,1,0.583919,0.184013
par8-4-c-90-shuffled,1,0.562203,0.225071
par8-5-c-90-shuffled,1,0.558848,0.227773
Qq2k3k3v100v100m1000s10,1,0.111,1
Qq2k3k3v100v100m1000s1,1,0.101,1
Qq2k3k3v100v100m1000s2,1,0.116,1
Qq2k3k3v100v100m1000s3,1,0.128,1
Qq2k3k3v100v100m1000s4,1,0.119,1
Qq2k3k3v100v100m1000s5,1,0.114,1
Qq2k3k3v100v100m1000s6,1,0.13,1
Qq2k3k3v100v100m1000s7,1,0.114,1
Qq2k3k3v100v100m1000s8,1,0.122,1
Qq2k3k3v100v100m1000s9,1,0.11,1
Qq2k3k3v100v100m1200s10,1,0.109167,1
Qq2k3k3v100v100m1200s1,1,0.105,1
Qq2k3k3v100v100m1200s2,1,0.118333,1
Qq2k3k3v100v100m1200s3,1,0.128333,1
Qq2k3k3v100v100m1200s4,1,0.115,1
Qq2k3k3v100v100m1200s5,1,0.114167,1
Qq2k3k3v100v100m1200s6,1,0.126667,1
Qq2k3k3v100v100m1200s7,1,0.115833,1
Qq2k3k3v100v100m1200s8,1,0.125,1
Qq2k3k3v100v100m1200s9,1,0.113333,1
Qq2k3k3v100v100m1400s10,1,0.112143,1
Qq2k3k3v100v100m1400s1,1,0.102857,1
Qq2k3k3v100v100m1400s2,1,0.11,1
Qq2k3k3v100v100m1400s3,1,0.127143,1
Qq2k3k3v100v100m1400s4,1,0.111429,1
Qq2k3k3v100v100m1400s5,1,0.120714,1
Qq2k3k3v100v100m1400s6,1,0.125714,1
Qq2k3k3v100v100m1400s7,1,0.118571,1
Qq2k3k3v100v100m1400s8,1,0.115,1
Qq2k3k3v100v100m1400s9,1,0.110714,1
Qq2k3k3v100v100m1600s10,1,0.11125,1
Qq2k3k3v100v100m1600s1,1,0.103125,1
Qq2k3k3v100v100m1600s2,1,0.1075,1
Qq2k3k3v100v100m1600s3,1,0.128125,1
Qq2k3k3v100v100m1600s4,1,0.10875,1
Qq2k3k3v100v100m1600s5,1,0.12,1
Qq2k3k3v100v100m1600s6,1,0.126875,1
Qq2k3k3v100v100m1600s7,1,0.11875,1
Qq2k3k3v100v100m1600s8,1,0.120625,1
Qq2k3k3v100v100m1600s9,1,0.115625,1
Qq2k3k3v100v100m1800s10,1,0.109444,1
Qq2k3k3v100v100m1800s1,1,0.107222,1
Qq2k3k3v100v100m1800s2,1,0.106667,1
Qq2k3k3v100v100m1800s3,1,0.125,1
Qq2k3k3v100v100m1800s4,1,0.111111,1
Qq2k3k3v100v100m1800s5,1,0.115556,1
Qq2k3k3v100v100m1800s6,1,0.123889,1
Qq2k3k3v100v100m1800s7,1,0.119444,1
Qq2k3k3v100v100m1800s8,1,0.117222,1
Qq2k3k3v100v100m1800s9,1,0.115,1
Qq2k3k3v100v100m2000s10,1,0.1075,1
Qq2k3k3v100v100m2000s1,1,0.107,1
Qq2k3k3v100v100m2000s2,1,0.1095,1
Qq2k3k3v100v100m2000s3,1,0.12,1
Qq2k3k3v100v100m2000s4,1,0.11,1
Qq2k3k3v100v100m2000s5,1,0.1155,1
Qq2k3k3v100v100m2000s6,1,0.1225,1
Qq2k3k3v100v100m2000s7,1,0.1195,1
Qq2k3k3v100v100m2000s8,1,0.115,1
Qq2k3k3v100v100m2000s9,1,0.1165,1
Qq2k3k3v100v100m400s10,1,0.1025,1
Qq2k3k3v100v100m400s1,1,0.11,1
Qq2k3k3v100v100m400s2,1,0.1175,1
Qq2k3k3v100v100m400s3,1,0.1325,1
Qq2k3k3v100v100m400s4,1,0.1125,1
Qq2k3k3v100v100m400s5,1,0.1,1
Qq2k3k3v100v100m400s6,1,0.135,1
Qq2k3k3v100v100m400s7,1,0.12,1
Qq2k3k3v100v100m400s8,1,0.1275,1
Qq2k3k3v100v100m400s9,1,0.11,1
Qq2k3k3v100v100m600s10,1,0.106667,1
Qq2k3k3v100v100m600s1,1,0.1,1
Qq2k3k3v100v100m600s2,1,0.11,1
Qq2k3k3v100v100m600s3,1,0.121667,1
Qq2k3k3v100v100m600s4,1,0.116667,1
Qq2k3k3v100v100m600s5,1,0.116667,1
Qq2k3k3v100v100m600s6,1,0.125,1
Qq2k3k3v100v100m600s7,1,0.116667,1
Qq2k3k3v100v100m600s8,1,0.131667,1
Qq2k3k3v100v100m600s9,1,0.121667,1
Qq2k3k3v100v100m800s10,1,0.11,1
Qq2k3k3v100v100m800s1,1,0.095,1
Qq2k3k3v100v100m800s2,1,0.10875,1
Qq2k3k3v100v100m800s3,1,0.13125,1
Qq2k3k3v100v100m800s4,1,0.125,1
Qq2k3k3v100v100m800s5,1,0.1125,1
Qq2k3k3v100v100m800s6,1,0.1225,1
Qq2k3k3v100v100m800s7,1,0.115,1
Qq2k3k3v100v100m800s8,1,0.125,1
Qq2k3k3v100v100m800s9,1,0.115,1
Qq2k3k3v20v20m120s10,1,0.075,1
Qq2k3k3v20v20m120s1,1,0.133333,1
Qq2k3k3v20v20m120s2,1,0.083333,1
Qq2k3k3v20v20m120s3,1,0.141667,1
Qq2k3k3v20v20m120s4,1,0.083333,1
Qq2k3k3v20v20m120s5,1,0.083333,1
Qq2k3k3v20v20m120s6,1,0.108333,1
Qq2k3k3v20v20m120s7,1,0.125,1
Qq2k3k3v20v20m120s8,1,0.141667,1
Qq2k3k3v20v20m120s9,1,0.1,1
Qq2k3k3v20v20m160s10,1,0.08125,1
Qq2k3k3v20v20m160s1,1,0.125,1
Qq2k3k3v20v20m160s2,1,0.1,1
Qq2k3k3v20v20m160s3,1,0.125,1
Qq2k3k3v20v20m160s4,1,0.08125,1
Qq2k3k3v20v20m160s5,1,0.06875,1
Qq2k3k3v20v20m160s6,1,0.1,1
Qq2k3k3v20v20m160s7,1,0.13125,1
Qq2k3k3v20v20m160s8,1,0.125,1
Qq2k3k3v20v20m160s9,1,0.10625,1
Qq2k3k3v20v20m200s10,1,0.095,1
Qq2k3k3v20v20m200s1,1,0.115,1
Qq2k3k3v20v20m200s2,1,0.095,1
Qq2k3k3v20v20m200s3,1,0.125,1
Qq2k3k3v20v20m200s4,1,0.095,1
Qq2k3k3v20v20m200s5,1,0.08,1
Qq2k3k3v20v20m200s6,1,0.1,1
Qq2k3k3v20v20m200s7,1,0.135,1
Qq2k3k3v20v20m200s8,1,0.11,1
Qq2k3k3v20v20m200s9,1,0.12,1
Qq2k3k3v20v20m240s10,1,0.0875,1
Qq2k3k3v20v20m240s1,1,0.120833,1
Qq2k3k3v20v20m240s2,1,0.1,1
Qq2k3k3v20v20m240s3,1,0.129167,1
Qq2k3k3v20v20m240s4,1,0.108333,1
Qq2k3k3v20v20m240s5,1,0.0875,1
Qq2k3k3v20v20m240s6,1,0.108333,1
Qq2k3k3v20v20m240s7,1,0.141667,1
Qq2k3k3v20v20m240s8,1,0.1,1
Qq2k3k3v20v20m240s9,1,0.125,1
Qq2k3k3v20v20m280s10,1,0.089286,1
Qq2k3k3v20v20m280s1,1,0.117857,1
Qq2k3k3v20v20m280s2,1,0.114286,1
Qq2k3k3v20v20m280s3,1,0.121429,1
Qq2k3k3v20v20m280s4,1,0.117857,1
Qq2k3k3v20v20m280s5,1,0.089286,1
Qq2k3k3v20v20m280s6,1,0.128571,1
Qq2k3k3v20v20m280s7,1,0.128571,1
Qq2k3k3v20v20m280s8,1,0.117857,1
Qq2k3k3v20v20m280s9,1,0.121429,1
Qq2k3k3v20v20m320s10,1,0.09375,1
Qq2k3k3v20v20m320s1,1,0.11875,1
Qq2k3k3v20v20m320s2,1,0.109375,1
Qq2k3k3v20v20m320s3,1,0.134375,1
Qq2k3k3v20v20m320s4,1,0.1125,1
Qq2k3k3v20v20m320s5,1,0.09375,1
Qq2k3k3v20v20m320s6,1,0.128125,1
Qq2k3k3v20v20m320s7,1,0.128125,1
Qq2k3k3v20v20m320s8,1,0.13125,1
Qq2k3k3v20v20m320s9,1,0.1125,1
Qq2k3k3v20v20m360s10,1,0.102778,1
Qq2k3k3v20v20m360s1,1,0.111111,1
Qq2k3k3v20v20m360s2,1,0.113889,1
Qq2k3k3v20v20m360s3,1,0.130556,1
Qq2k3k3v20v20m360s4,1,0.105556,1
Qq2k3k3v20v20m360s5,1,0.1,1
Qq2k3k3v20v20m360s6,1,0.133333,1
Qq2k3k3v20v20m360s7,1,0.125,1
Qq2k3k3v20v20m360s8,1,0.127778,1
Qq2k3k3v20v20m360s9,1,0.113889,1
Qq2k3k3v20v20m400s10,1,0.1025,1
Qq2k3k3v20v20m400s1,1,0.11,1
Qq2k3k3v20v20m400s2,1,0.1175,1
Qq2k3k3v20v20m400s3,1,0.1325,1
Qq2k3k3v20v20m400s4,1,0.1125,1
Qq2k3k3v20v20m400s5,1,0.1,1
Qq2k3k3v20v20m400s6,1,0.135,1
Qq2k3k3v20v20m400s7,1,0.12,1
Qq2k3k3v20v20m400s8,1,0.1275,1
Qq2k3k3v20v20m400s9,1,0.11,1
Qq2k3k3v20v20m80s10,1,0.0625,1
Qq2k3k3v20v20m80s1,1,0.15,1
Qq2k3k3v20v20m80s2,1,0.0875,1
Qq2k3k3v20v20m80s3,1,0.15,1
Qq2k3k3v20v20m80s4,1,0.0625,1
Qq2k3k3v20v20m80s5,1,0.0875,1
Qq2k3k3v20v20m80s6,1,0.0875,1
Qq2k3k3v20v20m80s7,1,0.125,1
Qq2k3k3v20v20m80s8,1,0.1625,1
Qq2k3k3v20v20m80s9,1,0.125,1
Qq2k3k3v50v50m1000s10,1,0.111,1
Qq2k3k3v50v50m1000s1,1,0.101,1
Qq2k3k3v50v50m1000s2,1,0.116,1
Qq2k3k3v50v50m1000s3,1,0.128,1
Qq2k3k3v50v50m1000s4,1,0.119,1
Qq2k3k3v50v50m1000s5,1,0.114,1
Qq2k3k3v50v50m1000s6,1,0.13,1
Qq2k3k3v50v50m1000s7,1,0.114,1
Qq2k3k3v50v50m1000s8,1,0.122,1
Qq2k3k3v50v50m1000s9,1,0.11,1
Qq2k3k3v50v50m200s10,1,0.095,1
Qq2k3k3v50v50m200s1,1,0.115,1
Qq2k3k3v50v50m200s2,1,0.095,1
Qq2k3k3v50v50m200s3,1,0.125,1
Qq2k3k3v50v50m200s4,1,0.095,1
Qq2k3k3v50v50m200s5,1,0.08,1
Qq2k3k3v50v50m200s6,1,0.1,1
Qq2k3k3v50v50m200s7,1,0.135,1
Qq2k3k3v50v50m200s8,1,0.11,1
Qq2k3k3v50v50m200s9,1,0.12,1
Qq2k3k3v50v50m300s10,1,0.096667,1
Qq2k3k3v50v50m300s1,1,0.12,1
Qq2k3k3v50v50m300s2,1,0.116667,1
Qq2k3k3v50v50m300s3,1,0.12,1
Qq2k3k3v50v50m300s4,1,0.116667,1
Qq2k3k3v50v50m300s5,1,0.096667,1
Qq2k3k3v50v50m300s6,1,0.123333,1
Qq2k3k3v50v50m300s7,1,0.126667,1
Qq2k3k3v50v50m300s8,1,0.123333,1
Qq2k3k3v50v50m300s9,1,0.116667,1
Qq2k3k3v50v50m400s10,1,0.1025,1
Qq2k3k3v50v50m400s1,1,0.11,1
Qq2k3k3v50v50m400s2,1,0.1175,1
Qq2k3k3v50v50m400s3,1,0.1325,1
Qq2k3k3v50v50m400s4,1,0.1125,1
Qq2k3k3v50v50m400s5,1,0.1,1
Qq2k3k3v50v50m400s6,1,0.135,1
Qq2k3k3v50v50m400s7,1,0.12,1
Qq2k3k3v50v50m400s8,1,0.1275,1
Qq2k3k3v50v50m400s9,1,0.11,1
Qq2k3k3v50v50m500s10,1,0.108,1
Qq2k3k3v50v50m500s1,1,0.1,1
Qq2k3k3v50v50m500s2,1,0.11,1
Qq2k3k3v50v50m500s3,1,0.13,1
Qq2k3k3v50v50m500s4,1,0.116,1
Qq2k3k3v50v50m500s5,1,0.104,1
Qq2k3k3v50v50m500s6,1,0.132,1
Qq2k3k3v50v50m500s7,1,0.116,1
Qq2k3k3v50v50m500s8,1,0.124,1
Qq2k3k3v50v50m500s9,1,0.112,1
Qq2k3k3v50v50m600s10,1,0.106667,1
Qq2k3k3v50v50m600s1,1,0.1,1
Qq2k3k3v50v50m600s2,1,0.11,1
Qq2k3k3v50v50m600s3,1,0.121667,1
Qq2k3k3v50v50m600s4,1,0.116667,1
Qq2k3k3v50v50m600s5,1,0.116667,1
Qq2k3k3v50v50m600s6,1,0.125,1
Qq2k3k3v50v50m600s7,1,0.116667,1
Qq2k3k3v50v50m600s8,1,0.131667,1
Qq2k3k3v50v50m600s9,1,0.121667,1
Qq2k3k3v50v50m700s10,1,0.108571,1
Qq2k3k3v50v50m700s1,1,0.097143,1
Qq2k3k3v50v50m700s2,1,0.108571,1
Qq2k3k3v50v50m700s3,1,0.127143,1
Qq2k3k3v50v50m700s4,1,0.115714,1
Qq2k3k3v50v50m700s5,1,0.121429,1
Qq2k3k3v50v50m700s6,1,0.118571,1
Qq2k3k3v50v50m700s7,1,0.121429,1
Qq2k3k3v50v50m700s8,1,0.134286,1
Qq2k3k3v50v50m700s9,1,0.117143,1
Qq2k3k3v50v50m800s10,1,0.11,1
Qq2k3k3v50v50m800s1,1,0.095,1
Qq2k3k3v50v50m800s2,1,0.10875,1
Qq2k3k3v50v50m800s3,1,0.13125,1
Qq2k3k3v50v50m800s4,1,0.125,1
Qq2k3k3v50v50m800s5,1,0.1125,1
Qq2k3k3v50v50m800s6,1,0.1225,1
Qq2k3k3v50v50m800s7,1,0.115,1
Qq2k3k3v50v50m800s8,1,0.125,1
Qq2k3k3v50v50m800s9,1,0.115,1
Qq2k3k3v50v50m900s10,1,0.111111,1
Qq2k3k3v50v50m900s1,1,0.1,1
Qq2k3k3v50v50m900s2,1,0.111111,1
Qq2k3k3v50v50m900s3,1,0.125556,1
Qq2k3k3v50v50m900s4,1,0.125556,1
Qq2k3k3v50v50m900s5,1,0.112222,1
Qq2k3k3v50v50m900s6,1,0.131111,1
Qq2k3k3v50v50m900s7,1,0.114444,1
Qq2k3k3v50v50m900s8,1,0.121111,1
Qq2k3k3v50v50m900s9,1,0.111111,1
qshifter_3,1,0.125,1
qshifter_4,1,0.0625,1
qshifter_5,1,0.03125,1
qshifter_6,1,0.015625,1
qshifter_7,1,0.007813,1
qshifter_8,1,0.003906,1
rankfunc10_unsigned_64,1,0.670207,0.534431
rankfunc11_signed_32,1,0.678722,0.586207
rankfunc12_unsigned_16,1,0.686772,0.59418
rankfunc14_signed_64,1,0.668424,0.583476
rankfunc15_unsigned_32,1,0.664824,0.584239
