@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC

@DATA
k_d4_n-16-shuffled,1,0.658171
k_d4_n-17-shuffled,1,0.657813
k_d4_n-18-shuffled,1,0.657494
k_d4_n-19-shuffled,1,0.657208
k_d4_n-20-shuffled,1,0.656951
k_d4_n-21-shuffled,1,0.656719
k_d4_n-7-shuffled,1,0.665932
k_d4_p-10-shuffled,1,0.707709
k_d4_p-11-shuffled,1,0.706972
k_d4_p-21-shuffled,1,0.703427
k_d4_p-6-shuffled,1,0.713028
k_d4_p-7-shuffled,1,0.711145
k_dum_n-10-shuffled,1,0.742647
k_dum_n-21-shuffled,1,0.73895
k_dum_p-11-shuffled,1,0.739482
k_dum_p-13-shuffled,1,0.740179
k_dum_p-16-shuffled,1,0.74018
k_dum_p-21-shuffled,1,0.74167
ken.flash^10.C-f4-shuffled,1,0.505257
ken.flash^14.C-d4-shuffled,1,0.500249
ken.oop^1.C-d2,1,0.523135
k_grz_n-10-shuffled,1,0.660011
k_grz_n-13-shuffled,1,0.641572
k_grz_n-14-shuffled,1,0.629705
k_grz_n-21-shuffled,1,0.592706
k_grz_p-10-shuffled,1,0.679235
k_grz_p-17-shuffled,1,0.658406
k_grz_p-21-shuffled,1,0.641723
k_lin_n-10-shuffled,1,0.350843
k_lin_n-13-shuffled,1,0.290156
k_lin_n-14-shuffled,1,0.274334
k_lin_n-21-shuffled,1,0.207199
k_lin_n-9-shuffled,1,0.363989
k_lin_p-12-shuffled,1,0.54504
k_lin_p-16-shuffled,1,0.489583
k_lin_p-21-shuffled,1,0.441336
k_lin_p-8-shuffled,1,0.610125
k_path_n-10-shuffled,1,0.851943
k_path_n-20-shuffled,1,0.853457
k_path_n-21-shuffled,1,0.85343
k_path_p-10-shuffled,1,0.85027
k_path_p-16-shuffled,1,0.852356
k_path_p-21-shuffled,1,0.853604
k_path_p-9-shuffled,1,0.850719
k_ph_n-10-shuffled,1,0.46234
k_ph_n-13-shuffled,1,0.337422
k_ph_n-14-shuffled,1,0.300673
k_ph_n-15-shuffled,1,0.268964
k_ph_n-8-shuffled,1,0.564267
k_ph_n-9-shuffled,1,0.497062
k_ph_p-11-shuffled,1,0.396493
k_ph_p-12-shuffled,1,0.364684
k_ph_p-8-shuffled,1,0.552012
k_ph_p-9-shuffled,1,0.489447
k_poly_n-12-shuffled,1,0.769823
k_poly_n-13-shuffled,1,0.76989
k_poly_n-20-shuffled,1,0.77009
k_poly_n-21-shuffled,1,0.770115
k_poly_p-19-shuffled,1,0.770069
k_poly_p-21-shuffled,1,0.770109
k_t4p_n-12-shuffled,1,0.674758
k_t4p_n-17-shuffled,1,0.673274
k_t4p_n-21-shuffled,1,0.67259
k_t4p_n-4-shuffled,1,0.684433
k_t4p_p-12-shuffled,1,0.678289
k_t4p_p-20-shuffled,1,0.675083
k_t4p_p-21-shuffled,1,0.674842
k_t4p_p-4-shuffled,1,0.690705
k_t4p_p-8-shuffled,1,0.681903
lognBWLARGEB1-shuffled,1,0.037863
lut4_2_f2-shuffled,1,0.09417
lut4_AND_f1-shuffled,1,0.075556
lut4_XOR_fOR-shuffled,1,0.184524
mutex-128-s,1,0.737312
mutex-16-s,1,0.737493
mutex-2-s,1,0.740157
mutex-32-s,1,0.737388
mutex-4-s,1,0.738292
mutex-64-s,1,0.737337
mutex-8-s,1,0.737725
ncf_16_32_8_d.10,1,0.691259
ncf_16_32_8_d.1,1,0.701591
ncf_16_32_8_d.2,1,0.691895
ncf_16_32_8_d.3,1,0.674007
ncf_16_32_8_d.4,1,0.682239
ncf_16_32_8_d.5,1,0.712803
ncf_16_32_8_d.6,1,0.701809
ncf_16_32_8_d.7,1,0.683752
ncf_16_32_8_d.8,1,0.678935
ncf_16_32_8_d.9,1,0.700761
ncf_16_32_8_edau.10,1,0.691259
ncf_16_32_8_edau.1,1,0.701591
ncf_16_32_8_edau.2,1,0.691895
ncf_16_32_8_edau.3,1,0.674007
ncf_16_32_8_edau.4,1,0.682239
ncf_16_32_8_edau.5,1,0.712803
ncf_16_32_8_edau.6,1,0.701809
ncf_16_32_8_edau.7,1,0.683752
ncf_16_32_8_edau.8,1,0.678935
ncf_16_32_8_edau.9,1,0.700761
ncf_16_32_8_euad.10,1,0.691259
ncf_16_32_8_euad.1,1,0.701591
ncf_16_32_8_euad.2,1,0.691895
ncf_16_32_8_euad.3,1,0.674007
ncf_16_32_8_euad.4,1,0.682239
ncf_16_32_8_euad.5,1,0.712803
ncf_16_32_8_euad.6,1,0.701809
ncf_16_32_8_euad.7,1,0.683752
ncf_16_32_8_euad.8,1,0.678935
ncf_16_32_8_euad.9,1,0.700761
ncf_16_32_8_u.10,1,0.691259
ncf_16_32_8_u.1,1,0.701591
ncf_16_32_8_u.2,1,0.691895
ncf_16_32_8_u.3,1,0.674007
ncf_16_32_8_u.4,1,0.682239
ncf_16_32_8_u.5,1,0.712803
ncf_16_32_8_u.6,1,0.701809
ncf_16_32_8_u.7,1,0.683752
ncf_16_32_8_u.8,1,0.678935
ncf_16_32_8_u.9,1,0.700761
ncf_8_16_4_d.10,1,0.643515
ncf_8_16_4_d.1,1,0.645296
ncf_8_16_4_d.2,1,0.627175
ncf_8_16_4_d.3,1,0.655287
ncf_8_16_4_d.4,1,0.655287
ncf_8_16_4_d.5,1,0.628452
ncf_8_16_4_d.6,1,0.643515
ncf_8_16_4_d.7,1,0.675271
ncf_8_16_4_d.8,1,0.643515
ncf_8_16_4_d.9,1,0.65203
ncf_8_16_4_edau.10,1,0.643515
ncf_8_16_4_edau.1,1,0.645296
ncf_8_16_4_edau.2,1,0.627175
ncf_8_16_4_edau.3,1,0.655287
ncf_8_16_4_edau.4,1,0.655287
ncf_8_16_4_edau.5,1,0.628452
ncf_8_16_4_edau.6,1,0.643515
ncf_8_16_4_edau.7,1,0.675271
ncf_8_16_4_edau.8,1,0.643515
ncf_8_16_4_edau.9,1,0.65203
ncf_8_16_4_euad.10,1,0.643515
ncf_8_16_4_euad.1,1,0.645296
ncf_8_16_4_euad.2,1,0.627175
ncf_8_16_4_euad.3,1,0.655287
ncf_8_16_4_euad.4,1,0.655287
ncf_8_16_4_euad.5,1,0.628452
ncf_8_16_4_euad.6,1,0.643515
ncf_8_16_4_euad.7,1,0.675271
ncf_8_16_4_euad.8,1,0.643515
ncf_8_16_4_euad.9,1,0.65203
ncf_8_16_4_u.10,1,0.643515
ncf_8_16_4_u.1,1,0.645296
ncf_8_16_4_u.2,1,0.627175
ncf_8_16_4_u.3,1,0.655287
ncf_8_16_4_u.4,1,0.655287
ncf_8_16_4_u.5,1,0.628452
ncf_8_16_4_u.6,1,0.643515
ncf_8_16_4_u.7,1,0.675271
ncf_8_16_4_u.8,1,0.643515
ncf_8_16_4_u.9,1,0.65203
nusmv.dme1-16.B-d4-shuffled,1,0.574622
nusmv.queue.B-d4-shuffled,1,0.613261
nusmv.reactor^1.C-d4-shuffled,1,0.555318
nusmv.reactor^2.C-d4-shuffled,1,0.55568
nusmv.reactor^5.C-f4-shuffled,1,0.554169
nusmv.syncarb10^2.B-f2,1,0.618768
nusmv.syncarb10^2.B-f3,1,0.616956
nusmv.syncarb10^2.B-f4,1,0.615987
nusmv.syncarb5^2.B-f4-shuffled,1,0.591671
nusmv.tcas^2.B-f2-shuffled,1,0.549012
nusmv.tcas^4.B-f3-shuffled,1,0.544632
nusmv.tcas-t^5.B-f2-shuffled,1,0.548496
nusmv.tcas-t^6.B-f3-shuffled,1,0.547038
par16-1-c-00-shuffled,1,0.577426
par8-1-c-50-shuffled,1,0.558032
par8-2-90-shuffled,1,0.583548
par8-2-c-50-shuffled,1,0.560315
par8-3-c-00-shuffled,1,0.573285
par8-3-c-90-shuffled,1,0.557709
par8-4-90-shuffled,1,0.583919
par8-4-c-90-shuffled,1,0.562203
par8-5-c-90-shuffled,1,0.558848
Qq2k3k3v100v100m1000s10,1,0.111
Qq2k3k3v100v100m1000s1,1,0.101
Qq2k3k3v100v100m1000s2,1,0.116
Qq2k3k3v100v100m1000s3,1,0.128
Qq2k3k3v100v100m1000s4,1,0.119
Qq2k3k3v100v100m1000s5,1,0.114
Qq2k3k3v100v100m1000s6,1,0.13
Qq2k3k3v100v100m1000s7,1,0.114
Qq2k3k3v100v100m1000s8,1,0.122
Qq2k3k3v100v100m1000s9,1,0.11
Qq2k3k3v100v100m1200s10,1,0.109167
Qq2k3k3v100v100m1200s1,1,0.105
Qq2k3k3v100v100m1200s2,1,0.118333
Qq2k3k3v100v100m1200s3,1,0.128333
Qq2k3k3v100v100m1200s4,1,0.115
Qq2k3k3v100v100m1200s5,1,0.114167
Qq2k3k3v100v100m1200s6,1,0.126667
Qq2k3k3v100v100m1200s7,1,0.115833
Qq2k3k3v100v100m1200s8,1,0.125
Qq2k3k3v100v100m1200s9,1,0.113333
Qq2k3k3v100v100m1400s10,1,0.112143
Qq2k3k3v100v100m1400s1,1,0.102857
Qq2k3k3v100v100m1400s2,1,0.11
Qq2k3k3v100v100m1400s3,1,0.127143
Qq2k3k3v100v100m1400s4,1,0.111429
Qq2k3k3v100v100m1400s5,1,0.120714
Qq2k3k3v100v100m1400s6,1,0.125714
Qq2k3k3v100v100m1400s7,1,0.118571
Qq2k3k3v100v100m1400s8,1,0.115
Qq2k3k3v100v100m1400s9,1,0.110714
Qq2k3k3v100v100m1600s10,1,0.11125
Qq2k3k3v100v100m1600s1,1,0.103125
Qq2k3k3v100v100m1600s2,1,0.1075
Qq2k3k3v100v100m1600s3,1,0.128125
Qq2k3k3v100v100m1600s4,1,0.10875
Qq2k3k3v100v100m1600s5,1,0.12
Qq2k3k3v100v100m1600s6,1,0.126875
Qq2k3k3v100v100m1600s7,1,0.11875
Qq2k3k3v100v100m1600s8,1,0.120625
Qq2k3k3v100v100m1600s9,1,0.115625
Qq2k3k3v100v100m1800s10,1,0.109444
Qq2k3k3v100v100m1800s1,1,0.107222
Qq2k3k3v100v100m1800s2,1,0.106667
Qq2k3k3v100v100m1800s3,1,0.125
Qq2k3k3v100v100m1800s4,1,0.111111
Qq2k3k3v100v100m1800s5,1,0.115556
Qq2k3k3v100v100m1800s6,1,0.123889
Qq2k3k3v100v100m1800s7,1,0.119444
Qq2k3k3v100v100m1800s8,1,0.117222
Qq2k3k3v100v100m1800s9,1,0.115
Qq2k3k3v100v100m2000s10,1,0.1075
Qq2k3k3v100v100m2000s1,1,0.107
Qq2k3k3v100v100m2000s2,1,0.1095
Qq2k3k3v100v100m2000s3,1,0.12
Qq2k3k3v100v100m2000s4,1,0.11
Qq2k3k3v100v100m2000s5,1,0.1155
Qq2k3k3v100v100m2000s6,1,0.1225
Qq2k3k3v100v100m2000s7,1,0.1195
Qq2k3k3v100v100m2000s8,1,0.115
Qq2k3k3v100v100m2000s9,1,0.1165
Qq2k3k3v100v100m400s10,1,0.1025
Qq2k3k3v100v100m400s1,1,0.11
Qq2k3k3v100v100m400s2,1,0.1175
Qq2k3k3v100v100m400s3,1,0.1325
Qq2k3k3v100v100m400s4,1,0.1125
Qq2k3k3v100v100m400s5,1,0.1
Qq2k3k3v100v100m400s6,1,0.135
Qq2k3k3v100v100m400s7,1,0.12
Qq2k3k3v100v100m400s8,1,0.1275
Qq2k3k3v100v100m400s9,1,0.11
Qq2k3k3v100v100m600s10,1,0.106667
Qq2k3k3v100v100m600s1,1,0.1
Qq2k3k3v100v100m600s2,1,0.11
Qq2k3k3v100v100m600s3,1,0.121667
Qq2k3k3v100v100m600s4,1,0.116667
Qq2k3k3v100v100m600s5,1,0.116667
Qq2k3k3v100v100m600s6,1,0.125
Qq2k3k3v100v100m600s7,1,0.116667
Qq2k3k3v100v100m600s8,1,0.131667
Qq2k3k3v100v100m600s9,1,0.121667
Qq2k3k3v100v100m800s10,1,0.11
Qq2k3k3v100v100m800s1,1,0.095
Qq2k3k3v100v100m800s2,1,0.10875
Qq2k3k3v100v100m800s3,1,0.13125
Qq2k3k3v100v100m800s4,1,0.125
Qq2k3k3v100v100m800s5,1,0.1125
Qq2k3k3v100v100m800s6,1,0.1225
Qq2k3k3v100v100m800s7,1,0.115
Qq2k3k3v100v100m800s8,1,0.125
Qq2k3k3v100v100m800s9,1,0.115
Qq2k3k3v20v20m120s10,1,0.075
Qq2k3k3v20v20m120s1,1,0.133333
Qq2k3k3v20v20m120s2,1,0.083333
Qq2k3k3v20v20m120s3,1,0.141667
Qq2k3k3v20v20m120s4,1,0.083333
Qq2k3k3v20v20m120s5,1,0.083333
Qq2k3k3v20v20m120s6,1,0.108333
Qq2k3k3v20v20m120s7,1,0.125
Qq2k3k3v20v20m120s8,1,0.141667
Qq2k3k3v20v20m120s9,1,0.1
Qq2k3k3v20v20m160s10,1,0.08125
Qq2k3k3v20v20m160s1,1,0.125
Qq2k3k3v20v20m160s2,1,0.1
Qq2k3k3v20v20m160s3,1,0.125
Qq2k3k3v20v20m160s4,1,0.08125
Qq2k3k3v20v20m160s5,1,0.06875
Qq2k3k3v20v20m160s6,1,0.1
Qq2k3k3v20v20m160s7,1,0.13125
Qq2k3k3v20v20m160s8,1,0.125
Qq2k3k3v20v20m160s9,1,0.10625
Qq2k3k3v20v20m200s10,1,0.095
Qq2k3k3v20v20m200s1,1,0.115
Qq2k3k3v20v20m200s2,1,0.095
Qq2k3k3v20v20m200s3,1,0.125
Qq2k3k3v20v20m200s4,1,0.095
Qq2k3k3v20v20m200s5,1,0.08
Qq2k3k3v20v20m200s6,1,0.1
Qq2k3k3v20v20m200s7,1,0.135
Qq2k3k3v20v20m200s8,1,0.11
Qq2k3k3v20v20m200s9,1,0.12
Qq2k3k3v20v20m240s10,1,0.0875
Qq2k3k3v20v20m240s1,1,0.120833
Qq2k3k3v20v20m240s2,1,0.1
Qq2k3k3v20v20m240s3,1,0.129167
Qq2k3k3v20v20m240s4,1,0.108333
Qq2k3k3v20v20m240s5,1,0.0875
Qq2k3k3v20v20m240s6,1,0.108333
Qq2k3k3v20v20m240s7,1,0.141667
Qq2k3k3v20v20m240s8,1,0.1
Qq2k3k3v20v20m240s9,1,0.125
Qq2k3k3v20v20m280s10,1,0.089286
Qq2k3k3v20v20m280s1,1,0.117857
Qq2k3k3v20v20m280s2,1,0.114286
Qq2k3k3v20v20m280s3,1,0.121429
Qq2k3k3v20v20m280s4,1,0.117857
Qq2k3k3v20v20m280s5,1,0.089286
Qq2k3k3v20v20m280s6,1,0.128571
Qq2k3k3v20v20m280s7,1,0.128571
Qq2k3k3v20v20m280s8,1,0.117857
Qq2k3k3v20v20m280s9,1,0.121429
Qq2k3k3v20v20m320s10,1,0.09375
Qq2k3k3v20v20m320s1,1,0.11875
Qq2k3k3v20v20m320s2,1,0.109375
Qq2k3k3v20v20m320s3,1,0.134375
Qq2k3k3v20v20m320s4,1,0.1125
Qq2k3k3v20v20m320s5,1,0.09375
Qq2k3k3v20v20m320s6,1,0.128125
Qq2k3k3v20v20m320s7,1,0.128125
Qq2k3k3v20v20m320s8,1,0.13125
Qq2k3k3v20v20m320s9,1,0.1125
Qq2k3k3v20v20m360s10,1,0.102778
Qq2k3k3v20v20m360s1,1,0.111111
Qq2k3k3v20v20m360s2,1,0.113889
Qq2k3k3v20v20m360s3,1,0.130556
Qq2k3k3v20v20m360s4,1,0.105556
Qq2k3k3v20v20m360s5,1,0.1
Qq2k3k3v20v20m360s6,1,0.133333
Qq2k3k3v20v20m360s7,1,0.125
Qq2k3k3v20v20m360s8,1,0.127778
Qq2k3k3v20v20m360s9,1,0.113889
Qq2k3k3v20v20m400s10,1,0.1025
Qq2k3k3v20v20m400s1,1,0.11
Qq2k3k3v20v20m400s2,1,0.1175
Qq2k3k3v20v20m400s3,1,0.1325
Qq2k3k3v20v20m400s4,1,0.1125
Qq2k3k3v20v20m400s5,1,0.1
Qq2k3k3v20v20m400s6,1,0.135
Qq2k3k3v20v20m400s7,1,0.12
Qq2k3k3v20v20m400s8,1,0.1275
Qq2k3k3v20v20m400s9,1,0.11
Qq2k3k3v20v20m80s10,1,0.0625
Qq2k3k3v20v20m80s1,1,0.15
Qq2k3k3v20v20m80s2,1,0.0875
Qq2k3k3v20v20m80s3,1,0.15
Qq2k3k3v20v20m80s4,1,0.0625
Qq2k3k3v20v20m80s5,1,0.0875
Qq2k3k3v20v20m80s6,1,0.0875
Qq2k3k3v20v20m80s7,1,0.125
Qq2k3k3v20v20m80s8,1,0.1625
Qq2k3k3v20v20m80s9,1,0.125
Qq2k3k3v50v50m1000s10,1,0.111
Qq2k3k3v50v50m1000s1,1,0.101
Qq2k3k3v50v50m1000s2,1,0.116
Qq2k3k3v50v50m1000s3,1,0.128
Qq2k3k3v50v50m1000s4,1,0.119
Qq2k3k3v50v50m1000s5,1,0.114
Qq2k3k3v50v50m1000s6,1,0.13
Qq2k3k3v50v50m1000s7,1,0.114
Qq2k3k3v50v50m1000s8,1,0.122
Qq2k3k3v50v50m1000s9,1,0.11
Qq2k3k3v50v50m200s10,1,0.095
Qq2k3k3v50v50m200s1,1,0.115
Qq2k3k3v50v50m200s2,1,0.095
Qq2k3k3v50v50m200s3,1,0.125
Qq2k3k3v50v50m200s4,1,0.095
Qq2k3k3v50v50m200s5,1,0.08
Qq2k3k3v50v50m200s6,1,0.1
Qq2k3k3v50v50m200s7,1,0.135
Qq2k3k3v50v50m200s8,1,0.11
Qq2k3k3v50v50m200s9,1,0.12
Qq2k3k3v50v50m300s10,1,0.096667
Qq2k3k3v50v50m300s1,1,0.12
Qq2k3k3v50v50m300s2,1,0.116667
Qq2k3k3v50v50m300s3,1,0.12
Qq2k3k3v50v50m300s4,1,0.116667
Qq2k3k3v50v50m300s5,1,0.096667
Qq2k3k3v50v50m300s6,1,0.123333
Qq2k3k3v50v50m300s7,1,0.126667
Qq2k3k3v50v50m300s8,1,0.123333
Qq2k3k3v50v50m300s9,1,0.116667
Qq2k3k3v50v50m400s10,1,0.1025
Qq2k3k3v50v50m400s1,1,0.11
Qq2k3k3v50v50m400s2,1,0.1175
Qq2k3k3v50v50m400s3,1,0.1325
Qq2k3k3v50v50m400s4,1,0.1125
Qq2k3k3v50v50m400s5,1,0.1
Qq2k3k3v50v50m400s6,1,0.135
Qq2k3k3v50v50m400s7,1,0.12
Qq2k3k3v50v50m400s8,1,0.1275
Qq2k3k3v50v50m400s9,1,0.11
Qq2k3k3v50v50m500s10,1,0.108
Qq2k3k3v50v50m500s1,1,0.1
Qq2k3k3v50v50m500s2,1,0.11
Qq2k3k3v50v50m500s3,1,0.13
Qq2k3k3v50v50m500s4,1,0.116
Qq2k3k3v50v50m500s5,1,0.104
Qq2k3k3v50v50m500s6,1,0.132
Qq2k3k3v50v50m500s7,1,0.116
Qq2k3k3v50v50m500s8,1,0.124
Qq2k3k3v50v50m500s9,1,0.112
Qq2k3k3v50v50m600s10,1,0.106667
Qq2k3k3v50v50m600s1,1,0.1
Qq2k3k3v50v50m600s2,1,0.11
Qq2k3k3v50v50m600s3,1,0.121667
Qq2k3k3v50v50m600s4,1,0.116667
Qq2k3k3v50v50m600s5,1,0.116667
Qq2k3k3v50v50m600s6,1,0.125
Qq2k3k3v50v50m600s7,1,0.116667
Qq2k3k3v50v50m600s8,1,0.131667
Qq2k3k3v50v50m600s9,1,0.121667
Qq2k3k3v50v50m700s10,1,0.108571
Qq2k3k3v50v50m700s1,1,0.097143
Qq2k3k3v50v50m700s2,1,0.108571
Qq2k3k3v50v50m700s3,1,0.127143
Qq2k3k3v50v50m700s4,1,0.115714
Qq2k3k3v50v50m700s5,1,0.121429
Qq2k3k3v50v50m700s6,1,0.118571
Qq2k3k3v50v50m700s7,1,0.121429
Qq2k3k3v50v50m700s8,1,0.134286
Qq2k3k3v50v50m700s9,1,0.117143
Qq2k3k3v50v50m800s10,1,0.11
Qq2k3k3v50v50m800s1,1,0.095
Qq2k3k3v50v50m800s2,1,0.10875
Qq2k3k3v50v50m800s3,1,0.13125
Qq2k3k3v50v50m800s4,1,0.125
Qq2k3k3v50v50m800s5,1,0.1125
Qq2k3k3v50v50m800s6,1,0.1225
Qq2k3k3v50v50m800s7,1,0.115
Qq2k3k3v50v50m800s8,1,0.125
Qq2k3k3v50v50m800s9,1,0.115
Qq2k3k3v50v50m900s10,1,0.111111
Qq2k3k3v50v50m900s1,1,0.1
Qq2k3k3v50v50m900s2,1,0.111111
Qq2k3k3v50v50m900s3,1,0.125556
Qq2k3k3v50v50m900s4,1,0.125556
Qq2k3k3v50v50m900s5,1,0.112222
Qq2k3k3v50v50m900s6,1,0.131111
Qq2k3k3v50v50m900s7,1,0.114444
Qq2k3k3v50v50m900s8,1,0.121111
Qq2k3k3v50v50m900s9,1,0.111111
qshifter_3,1,0.125
qshifter_4,1,0.0625
qshifter_5,1,0.03125
qshifter_6,1,0.015625
qshifter_7,1,0.007813
qshifter_8,1,0.003906
rankfunc10_unsigned_64,1,0.670207
rankfunc11_signed_32,1,0.678722
rankfunc12_unsigned_16,1,0.686772
rankfunc14_signed_64,1,0.668424
rankfunc15_unsigned_32,1,0.664824
rankfunc16_signed_64,1,0.667694
rankfunc17_unsigned_16,1,0.672745
rankfunc18_signed_64,1,0.661723
rankfunc19_unsigned_16,1,0.653274
rankfunc1_signed_32,1,0.677108
rankfunc20_unsigned_32,1,0.664399
rankfunc21_signed_16,1,0.657292
rankfunc22_unsigned_32,1,0.673239
rankfunc23_signed_64,1,0.671271
rankfunc24_unsigned_64,1,0.676773
rankfunc25_signed_64,1,0.671215
rankfunc26_unsigned_32,1,0.678388
rankfunc27_signed_64,1,0.676072
rankfunc28_unsigned_16,1,0.654839
rankfunc29_signed_16,1,0.664663
rankfunc2_unsigned_64,1,0.684142
rankfunc30_signed_64,1,0.650677
rankfunc31_unsigned_16,1,0.64549
rankfunc32_signed_64,1,0.641287
rankfunc33_unsigned_32,1,0.699527
rankfunc34_signed_32,1,0.675914
rankfunc35_unsigned_32,1,0.644235
rankfunc36_signed_64,1,0.673553
rankfunc37_unsigned_32,1,0.642236
rankfunc38_signed_32,1,0.642066
rankfunc39_unsigned_64,1,0.6636
rankfunc3_signed_64,1,0.672715
rankfunc40_unsigned_64,1,0.697229
rankfunc41_signed_32,1,0.667122
rankfunc42_unsigned_16,1,0.673366
rankfunc43_signed_64,1,0.662411
rankfunc44_unsigned_32,1,0.659535
rankfunc45_signed_16,1,0.680519
rankfunc46_unsigned_32,1,0.668097
rankfunc47_signed_64,1,0.654486
rankfunc48_unsigned_16,1,0.665425
rankfunc49_signed_32,1,0.672535
rankfunc4_unsigned_16,1,0.649485
rankfunc50_signed_64,1,0.632429
rankfunc51_signed_32,1,0.690528
rankfunc52_unsigned_32,1,0.692221
rankfunc53_signed_16,1,0.655684
rankfunc54_signed_32,1,0.697522
rankfunc55_unsigned_32,1,0.699646
rankfunc56_signed_16,1,0.677311
rankfunc57_unsigned_64,1,0.701502
rankfunc58_signed_32,1,0.671581
rankfunc59_unsigned_16,1,0.681523
rankfunc5_signed_64,1,0.669295
rankfunc60_unsigned_32,1,0.671354
rankfunc61_signed_32,1,0.678022
rankfunc6_unsigned_16,1,0.669888
rankfunc7_signed_16,1,0.668095
rankfunc8_unsigned_32,1,0.659929
rankfunc9_signed_64,1,0.638468
ring_r4_ser--opt-11_-shuffled,1,0.169698
ring_r6_ser---16_-shuffled,1,0.023831
ring_r6_ser--opt-17_-shuffled,1,0.025177
ring_r7_ser---19_-shuffled,1,0.008157
robots_1_5_2_100.2,1,0.07419
robots_1_5_2_100.4,1,0.07952
robots_1_5_2_100.8,1,0.082545
robots_1_5_2_10.2,1,0.07419
robots_1_5_2_14.2,1,0.07419
robots_1_5_2_21.4,1,0.07952
robots_1_5_2_2.4,1,0.07952
robots_1_5_2_28.2,1,0.07419
robots_1_5_2_31.2,1,0.07419
robots_1_5_2_32.8,1,0.082545
robots_1_5_2_33.2,1,0.07419
robots_1_5_2_3.4,1,0.07952
robots_1_5_2_39.4,1,0.07952
robots_1_5_2_40.8,1,0.082545
robots_1_5_2_45.4,1,0.07952
robots_1_5_2_47.2,1,0.07419
robots_1_5_2_49.2,1,0.07419
robots_1_5_2_54.8,1,0.082545
robots_1_5_2_61.8,1,0.082545
robots_1_5_2_67.8,1,0.082545
robots_1_5_2_75.8,1,0.082545
robots_1_5_2_80.4,1,0.07952
robots_1_5_2_81.2,1,0.07419
robots_1_5_2_82.4,1,0.07952
robots_1_5_2_82.8,1,0.082545
robots_1_5_2_85.2,1,0.07419
robots_1_5_2_85.4,1,0.07952
robots_1_5_2_91.8,1,0.082545
robots_1_5_2_9.8,1,0.082545
robots_1_5_2_99.4,1,0.07952
robots_1_5_3_100.2,1,0.074297
robots_1_5_3_100.4,1,0.079578
robots_1_5_3_100.8,1,0.082575
robots_1_5_3_16.4,1,0.079578
robots_1_5_3_16.8,1,0.082575
robots_1_5_3_20.4,1,0.079578
robots_1_5_3_24.4,1,0.079578
robots_1_5_3_2.4,1,0.079578
robots_1_5_3_25.2,1,0.074297
robots_1_5_3_26.2,1,0.074297
robots_1_5_3_27.8,1,0.082575
robots_1_5_3_30.2,1,0.074297
robots_1_5_3_39.8,1,0.082575
robots_1_5_3_44.4,1,0.079578
robots_1_5_3_44.8,1,0.082575
robots_1_5_3_51.2,1,0.074297
robots_1_5_3_52.2,1,0.074297
robots_1_5_3_52.4,1,0.079578
robots_1_5_3_55.8,1,0.082575
robots_1_5_3_57.4,1,0.079578
robots_1_5_3_62.2,1,0.074297
robots_1_5_3_64.8,1,0.082575
robots_1_5_3_66.4,1,0.079578
robots_1_5_3_70.8,1,0.082575
robots_1_5_3_7.2,1,0.074297
robots_1_5_3_78.4,1,0.079578
robots_1_5_3_80.2,1,0.074297
robots_1_5_3_8.8,1,0.082575
robots_1_5_3_90.8,1,0.082575
robots_1_5_3_91.2,1,0.074297
robots_1_5_4_100.2,1,0.074404
robots_1_5_4_100.4,1,0.079635
robots_1_5_4_100.8,1,0.082605
robots_1_5_4_17.8,1,0.082605
robots_1_5_4_1.8,1,0.082605
robots_1_5_4_22.2,1,0.074404
robots_1_5_4_24.8,1,0.082605
robots_1_5_4_2.4,1,0.079635
robots_1_5_4_30.4,1,0.079635
robots_1_5_4_31.4,1,0.079635
robots_1_5_4_32.2,1,0.074404
robots_1_5_4_44.2,1,0.074404
robots_1_5_4_46.4,1,0.079635
robots_1_5_4_46.8,1,0.082605
robots_1_5_4_50.4,1,0.079635
robots_1_5_4_51.4,1,0.079635
robots_1_5_4_52.2,1,0.074404
robots_1_5_4_56.8,1,0.082605
robots_1_5_4_59.2,1,0.074404
robots_1_5_4_71.2,1,0.074404
robots_1_5_4_73.2,1,0.074404
robots_1_5_4_75.2,1,0.074404
robots_1_5_4_75.8,1,0.082605
robots_1_5_4_81.2,1,0.074404
robots_1_5_4_87.4,1,0.079635
robots_1_5_4_91.4,1,0.079635
robots_1_5_4_91.8,1,0.082605
robots_1_5_4_96.8,1,0.082605
robots_1_5_4_98.4,1,0.079635
robots_1_5_4_99.8,1,0.082605
robots_1_5_5_100.2,1,0.074511
robots_1_5_5_100.4,1,0.079693
robots_1_5_5_100.8,1,0.082635
robots_1_5_5_10.8,1,0.082635
robots_1_5_5_12.4,1,0.079693
robots_1_5_5_12.8,1,0.082635
robots_1_5_5_14.8,1,0.082635
robots_1_5_5_15.2,1,0.074511
robots_1_5_5_24.2,1,0.074511
robots_1_5_5_26.4,1,0.079693
robots_1_5_5_30.4,1,0.079693
robots_1_5_5_31.2,1,0.074511
robots_1_5_5_33.8,1,0.082635
