@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC

@DATA
SAT-Race-2010-CNF/software-verification/nec/hard-11-U-7061.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,0.9761,0.1953,0,0,0,0.9718,0,0,0,0,0,0.9512,1,3.2353,0.5,0.3823
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/400/unif-k3-r4.25-v400-c1700-S1039370030-037.cnf,1,0.9894,0.0587,3845,3845,3951,0,4082,3976.9,4082,3989,4077,0.3855,1,3.2425,0.9116,0.3212
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S451874538-03.cnf,1,0,0,38,46,50,0,113,59.847,77,58,63,0.1507,0.3737,3.0264,0.0128,0.4812
SAT-Race-2010-CNF/software-verification/babic/dspam_dump_vc972.cnf,1,0.9771,0.2318,1219,1219,1219,0.0228,1219,1219,1219,1219,1219,0.1552,1,0.9825,0.4034,0.0093
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-120-3.sat05-2340.reshuffled-07.cnf,1,0,0,2380,2439,2634,0,3367,2806.1,3246,2767,2988,0,0,0,0.3833,0.315
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S471246417-03.cnf,1,0,0,63,71,78,0,193,89.971,107,87,94,0.1432,0.3118,2.9694,0.0101,0.4939
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0.9665,0.2302,30,30,30,0.9636,45,36,45,33,45,0.9015,0.9459,3.111,0.4918,0.4034
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S311671104-045.cnf,1,0.9412,0.2292,3849,3849,3877,0,4158,3932,4158,3879,3979,0.3911,1,3.3547,0.3013,0.3355
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p30-s67876261.cnf,1,0.9772,0.1506,6,6,16,0.9772,1595,268.5,1595,45,399,0.9052,0.5306,3.3837,0.0001,0.8753
SAT-Race-2010-CNF/mixed/diagnosis/UCG-20-10p1.cnf,1,0.8694,1.093,0,0,1,0.515,76,13.25,76,3,13,0.7772,0.84,2.9439,0.092,0.1322
SAT_Competition2007/crafted/spence/medium/s69-100.cnf,1,1,0,3931,3931,4088,0,4545,4220.1,4545,4162,4445,0.0151,0.3333,0.4138,0.3195,0.8497
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd001.sat05-3419.reshuffled-07.cnf,1,0.6375,1.8528,2508,2508,2573,0.4326,4476,3628.2,4476,4162,4422,0.7968,1,3.5316,0.9994,0.3634
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g8.cnf,1,0.9309,0.2772,345,345,467,0.9309,3994,1558.1,3994,840,3666,0.7995,0.3763,2.8885,0,0.7267
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S448238512-10.cnf,1,0.9639,0.1597,5,6,8,0,30,10.464,15,10,12,0.3895,1,3.3709,0.736,0.2348
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S1760652419-100.cnf,1,0.9629,0.1643,19,25,28,0,78,34.5,47,32,37,0.3952,1,3.3594,0.7841,0.2459
SAT_Competition2011/SAT_RACE06/ibm-2002-21r-k95.cnf,1,0.6574,1.643,200,200,821,0.5208,1257,843.67,1257,870,1071,0.6648,0.7297,3.69,0.34,0.0232
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10nid_s.cnf,1,0.4488,1.6383,19,46,49,0.1256,380,135,380,65,198,0.6603,0.9477,2.6279,0.4429,0.0196
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,1,0,0.0083,1077,1137,1280,0,1695,1402.5,1635,1467,1548,0.1106,0.0689,1.3313,0.4961,0.5233
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S2129616968-04.cnf,1,0,0,55,71,76,0,174,88.843,109,86,93,0.148,0.3333,3.0192,0.0115,0.4923
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1813726766-14.SAT.shuffled.cnf,1,0,0,4161,4161,4178,0,4402,4255.9,4402,4274,4367,0.1547,0.25,2.862,0.0072,0.5587
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S308012126-046.cnf,1,0,0,4204,4204,4275,0,4422,4298.8,4422,4297,4375,0.166,0.2586,2.9162,0.0056,0.566
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.0-08.cnf,1,0.9566,0.3747,18,18,18,0.9501,65,41.5,65,65,65,0.9992,1,4.249,1,0.2314
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-19-s.cnf,1,0.9069,1.02,21,21,26,0.5507,74,40.667,74,40,53,0.6262,0.8333,3.0893,0.1967,0.103
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc972.cnf,1,0.9771,0.2318,0,0,0,0.0228,0,0,0,0,0,0.1515,1,0.9825,0.4034,0.0117
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S592344929-16-SAT.cnf,1,0.9255,0.6008,3377,3377,3572,0.0968,3785,3626.7,3785,3665,3701,0.4016,1,3.1805,0.7442,0.2827
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/100/unif-k5-r21.3-v100-c2130-S1629955917-055.cnf,1,0,0,4232,4232,4251,0,4391,4291.8,4391,4272,4343,0.1741,0.215,2.8684,0.0057,0.5665
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S722433227-030.cnf,1,0.9718,0.1284,3850,3850,3910,0,4100,3958.1,4100,3917,4092,0.393,1,3.2562,0.29,0.3363
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1875179522-13.cnf,1,0.9627,0.1655,3,5,6,0,21,9.1748,15,8,12,0.3912,1,3.3786,0.7598,0.2325
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf,1,0.96,0.1741,3686,3686,3727,0,3873,3762.4,3873,3744,3788,0.397,0.7647,3.3421,0.3722,0.3061
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,0.5821,1.3766,919,919,919,0.1619,919,919,919,919,919,0.3523,0.9938,2.7559,0.1811,0.1251
SAT_Competition2007/random/2+p/p0.9/v810/unif2p-p0.9-v810-c2932-S1529420458-04-UNSAT.cnf,1,0.9436,0.5347,3688,3688,3775,0.0944,3878,3814,3878,3818,3875,0.3902,1,3.121,0.4073,0.2817
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S1980187645-03.cnf,1,0.967,0.1504,4,6,7,0,24,10.515,17,9,13,0.3856,1,3.3625,0.732,0.2283
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h32-unknown.cnf,1,0.7509,1.6739,0,0,0,0.6703,0,0,0,0,0,0.8501,0.9909,4.2532,0.5,0.3578
SAT_Competition2011/SAT09/CRAFTED/ramseycube/Q3inK10.cnf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4988,0.9986
SAT_Competition2009/CRAFTED/ramseycube/Q3inK09.cnf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4997,1
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf,1,0,0.824,424,424,1606,0,3416,2300.1,3416,2773,2901,0.013,0.2,0.7043,0.1774,0.2096
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.9979,0.1767,0,0,0,0.9614,0,0,0,0,0,0.9837,0.9941,1.6665,0.5,0.1919
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S1354285755-030.cnf,1,0,0,4376,4376,4376,0,4602,4454.2,4602,4418,4499,0.0598,0.0968,2.1267,0.0001,0.6815
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-12t22.sat05-1151.reshuffled-07.cnf,1,0.7149,0.8029,1312,1312,1356,0.6775,2633,1807.2,2633,1846,1987,0.979,1,3.4218,0.2776,0.4111
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1017667294-044.cnf,1,0,0,4047,4047,4102,0,4436,4216.8,4436,4282,4436,0.0632,0.105,2.0534,0.0002,0.6461
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-09.cnf,1,0.976,0.3943,0,0,0,0.9262,0,0,0,0,0,1,0.9852,4.2466,0.5,0.264
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,1,0.9765,0.1582,82,82,102,0.9765,3538,918,3538,361,507,0.9032,0.5352,3.2677,0.0001,0.9033
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S1091800488-20-SAT.cnf,1,0.9433,0.5323,620,635,715,0.0949,2605,1029.2,1633,821,1284,0.3969,1,3.1669,0.6314,0.2772
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S1798323172-15.cnf,1,0,0,3740,3740,3759,0,4140,3896,4140,3945,4140,0.063,0.128,2.1562,0.0002,0.63
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S659703274-054.UNKNOWN.cnf,1,0.9845,0.0798,3916,3916,3957,0,4069,3983,4069,3996,4037,0.4121,1,3.2783,0.4487,0.3351
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S704699380-099.cnf,1,0,0,29,34,37,0,93,43.43,56,41,47,0.1547,0.3111,3.0074,0.0153,0.4787
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S373048162-052.SATISFIABLE.cnf,1,0.963,0.1582,3678,3678,3764,0,3937,3792.1,3937,3797,3837,0.413,0.7143,3.2831,0.3428,0.3106
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes4.cnf,1,0.9349,0.2642,241,299,367,0.9349,1433,570.35,986,404,777,0.8106,0.3099,2.8472,0,0.751
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/360/unif-k3-r4.25-v360-c1530-S404185236-001.cnf,1,0.9731,0.14,3845,3845,3949,0,4053,3960.4,4053,3964,4022,0.3875,1,3.2898,0.3691,0.3318
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S239039906-021.SATISFIABLE.cnf,1,0,0,4436,4436,4439,0,4588,4493.8,4588,4517,4525,0.0727,0.1056,2.1942,0.0001,0.6905
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,0.962,0.2492,74,74,430,0.962,4430,1412,4430,714,4430,0.8754,0.372,3.1807,0,0.8756
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S603077945-019.cnf,1,0,0,4395,4395,4420,0,4608,4463,4608,4436,4498,0.056,0.0949,1.8829,0.0002,0.679
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq4.cnf,1,0.9316,0.6368,0,0,0,0.897,0,0,0,0,0,0.9793,0.9913,4.1776,0.5,0.2173
SAT_RACE2008/een-tip-sat-vis-eisen.cnf,1,0.6724,1.5599,1668,1668,1668,0.2611,1668,1668,1668,1668,1668,0.3235,0.5,3.028,0.207,0.1314
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S110290755-003.cnf,1,0.9714,0.1324,3810,3810,3839,0,4117,3934.1,4117,3925,4052,0.3789,1,3.2359,0.7102,0.3242
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf,1,0.972,0.1742,316,316,951,0.972,4636,2387.8,4636,3648,4636,0.8904,0.5072,2.9852,0.0012,0.8708
SAT_RACE2006/SAT-Race_TS_1/schup-l2s-s04-abp4.cnf,1,0.8133,1.2677,1038,1038,1416,0.3034,2181,1752.4,2181,1991,2105,0.3672,0.6364,2.8668,0.2415,0.1677
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h34-unknown.cnf,1,0.7317,1.7725,0,0,0,0.6435,0,0,0,0,0,0.8353,0.9909,4.2552,0.5,0.3334
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i8_pp.cnf,1,0.6047,1.3044,395,1016,1019,0.17,1376,1072.7,1278,1116,1207,0.7508,0.9505,3.4148,0.3654,0.0482
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S357555833-073.cnf,1,0,0,4120,4120,4182,0,4350,4220,4350,4218,4339,0.1514,0.2793,2.9569,0.006,0.5541
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-sat-gt-040.sat05-1297.reshuffled-07.cnf,1,0.9993,0.0748,279,1342,1464,0.013,2527,1663.5,2340,1649,1912,0.5024,0.3391,0.0054,0,0.7245
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1,0.9349,0.2616,230,319,354,0.9349,2821,824.62,1527,509,1031,0.8094,0.4058,2.8313,0,0.7549
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1041106011-094.cnf,1,0.9607,0.1764,3873,3873,3940,0,4098,3955.1,4098,3947,3958,0.378,0.7143,3.2439,0.2793,0.3291
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S231612998-061.SATISFIABLE.cnf,1,0,0,4311,4311,4319,0,4522,4392,4522,4334,4474,0.0463,0.0978,2.0077,0.0002,0.6595
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b9.cnf,1,0.976,0.3943,0,0,0,0.9262,0,0,0,0,0,1,0.9852,4.2466,0.5,0.0265
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-016-015.sat05-1230.reshuffled-07.cnf,1,0.9291,0.2678,3790,3790,3997,0.9291,4811,4413,4811,4707,4760,0.8869,0.3023,0,0.0447,0.9975
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,0.918,0.3603,4614,4614,4614,0.013,4674,4648,4674,4656,4674,0.6761,0.8252,3.5634,0,0.6525
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-dp11u10.cnf,1,0.7743,1.3002,2004,2004,2734,0.3324,3267,2702.3,3267,2804,3267,0.4679,0.6364,2.9669,0.1985,0.2244
SAT-Race-2010-CNF/hardware-verification/manolios/g9bidw.cnf,1,0.4689,1.6525,19,249,273,0.1387,427,306.74,388,326,372,0.6353,0.9731,2.8139,0.4635,0.0304
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,1,0,4164,4164,4202,0,4631,4321.5,4631,4248,4472,0,0,0,0.042,0.5613
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,0.9853,0.1222,0,0,0,0.9842,0,0,0,0,0,0.9778,0.9922,3.079,0.5,0.331
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0.9646,0.2598,5,5,5,0.9587,10,6.6667,10,5,10,0.9329,0.9091,1.7881,0.1855,0.468
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,0.8571,0.4101,4897,4897,4904,0.8571,4915,4905.3,4915,4905,4915,0.7234,0.04,0,0.0373,0.8088
SAT_Competition2007/crafted/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,0.2806,0.7664,3933,3933,3933,0.0753,4073,4003,4073,4073,4073,0,0.6,0.8263,0.2511,0.2124
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S109959541-056-UNKNOWN.cnf,1,0.9643,0.1601,1,3,4,0,16,5.7349,9,5,7,0.3835,1,3.3555,0.7596,0.2292
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S2033299325-04.cnf,1,0,0,47,57,62,0,161,73.517,94,71,81,0.154,0.2954,3.0312,0.0188,0.4883
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/440/unif-k3-r4.25-v440-c1870-S332478069-041.cnf,1,0.9656,0.1497,3752,3752,3824,0,4100,3887.1,4100,3846,4052,0.3795,1,3.2845,0.3664,0.3255
SAT_Competition2007/industrial/industrial/grieu/vmpc_27.cnf,1,0.9994,0.6742,1007,1007,1095,0.3922,1602,1224.3,1602,1193,1387,0.692,0.5339,0.0208,0,0.7612
SAT_RACE2008/ibm-2002-04r-k80.cnf,1,0.7264,1.4537,742,742,786,0.5867,1461,963.75,1461,801,1295,0.5473,1,3.3371,0.734,0.0661
SAT_RACE2008/post-cbmc-aes-ee-r2.cnf,1,0.0316,1.0461,230,230,404,0.0087,910,551,910,537,584,0.0534,0.8,2.4662,0.3164,0.0522
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_1_keyfind_1.cnf,1,0.5697,0.9282,0,0,0,0.0364,0,0,0,0,0,0.0175,0.25,1.7135,0.1342,0.4077
SAT_Competition2011/SAT04/handmade/marijn/equilarge-l/equilarge_l4.used-as.sat04-896.cnf,1,0.1709,0.5897,606,690,800,0.0761,2301,1186.6,2245,968,1690,0,0.6364,0.7893,0.2515,0.227
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,0.4874,2.0501,662,972,1090,0.2503,1957,1395.4,1908,1557,1800,0.8111,0.9556,1.5172,0.1545,0.3219
SAT_Competition2007/crafted/spence/medium/s85-100.cnf,1,1,0,4025,4025,4068,0,4628,4237.7,4628,4203,4287,0.0155,0.3333,0.312,0.3226,0.84
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,1,0.7542,1.3179,1278,1469,1730,0.1924,2422,1970,2422,2141,2274,0.682,1,3.1716,1,0.0768
SAT_RACE2006/SAT-Race_TS_2/goldb-heqc-k2mul.cnf,1,0.6936,1.0586,310,310,313,0.2297,1173,548.83,1173,421,695,0.6884,0.6667,1.9969,0.3026,0.1403
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,0.5966,1.4986,1636,1936,2459,0.2953,3043,2517.8,3043,2588,2752,0.2174,0.9667,2.2862,0.4047,0.0932
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S957997002-040.cnf,1,0.9556,0.1845,3727,3727,3808,0,3969,3854,3969,3857,3954,0.3958,1,3.3269,0.3616,0.3206
SAT_Competition2009/CRAFTED/sgi/satsgi-n19himBHm22-p0-q181.cnf,1,0.9779,0.106,0,0,0,0.9779,0,0,0,0,0,0.9258,0.3571,0,0.0716,1
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c8b_i.cnf,1,0.5565,1.6069,428,487,569,0.1282,951,659.68,790,661,784,0.5806,0.957,3.1276,0.4309,0.0784
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-27.cnf,1,0.6876,1.3734,558,627,725,0.312,1678,1012.2,1342,1120,1309,0.3926,0.6667,2.5713,0.2634,0.1386
SAT_Competition2009/CRAFTED/sgi/new-difficult-24-193-22-70.cnf,1,0.9619,0.1952,700,700,1565,0.9619,4623,2866.5,4623,4578,4623,0.8735,0.486,2.9262,0.0001,0.8754
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-04.cnf,1,0.5546,0.8811,125,131,163,0.0615,598,259.14,416,234,283,0.0144,0.6667,1.053,0.2183,0.0277
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,0.9259,0.2824,145,145,334,0.9259,4202,1449.3,4202,1344,2272,0.791,0.3136,2.9039,0,0.8151
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S520696524-059.cnf,1,0.9483,0.2079,95,115,126,0,407,148.01,175,138,155,0.3951,1,3.4287,0.7839,0.275
SAT_Competition2009/CRAFTED/edgematching/all/em_11_3_4_all.cnf,1,0.9479,0.6775,14,21,32,0.7857,183,82.103,159,87,98,0.9875,0.9623,1.3608,0.0589,0.3855
SAT_RACE2008/simon-s03-fifo8-400.cnf,1,0.7081,1.2217,102,473,556,0.2358,766,604.25,759,630,703,0.1824,1,2.8031,0.4804,0.0329
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,1,0.7837,1.2359,0,0,0,0.5361,0,0,0,0,0,0.9116,0.9994,1.7972,0.5,0.5576
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.7638,1.4418,1584,1584,1584,0.2983,1892,1746.7,1892,1764,1892,0.3114,0.7391,2.8812,0.3748,0.32
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1129651135-081.SATISFIABLE.cnf,1,0,0,4323,4323,4406,0,4496,4429.1,4496,4466,4478,0.1598,0.2323,2.8087,0.0081,0.5881
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,0,0,267,280,301,0,2496,563.12,1436,334,450,0.0566,0.1177,2.1299,0.0003,0.6208
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,0.7194,1.5059,603,606,648,0.5811,862,688.08,781,686,701,0.6646,0.7647,3.4699,0.2227,0.1073
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,0.9669,0.237,793,793,873,0.9669,4642,1868,4642,1176,2737,0.8744,0.5958,3.3946,0.0001,0.8681
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,1,0,4388,4388,4437,0,4667,4521,4667,4530,4593,0,0,0,0.042,0.5851
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,0.9458,0.2136,3827,3827,3857,0,4052,3923.1,4052,3920,4021,0.3984,1,3.3103,0.3206,0.3283
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,0.9825,0.1149,10,46,50,0.9825,828,300.9,828,324,483,0.9152,0.6008,3.3761,0.0001,0.922
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,0.7576,1.3009,581,953,1344,0.1844,2485,1639.6,2175,1679,2118,0.6829,1,3.1443,1,0.073
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,0.8372,0.4443,4836,4836,4841,0.8372,4879,4857.8,4879,4863,4874,0.757,0.0769,0,0.2851,0.8836
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S23858409-056.cnf,1,0.9491,0.2172,3744,3744,3791,0,4006,3846.9,4006,3871,3892,0.3807,1,3.3288,0.4564,0.3205
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,0.0205,0.6509,3673,3673,3673,0.0205,3900,3786.5,3900,3900,3900,0.4585,0.0069,0,0.0002,0.8428
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S360859187-040.UNKNOWN.cnf,1,0,0,4232,4232,4244,0,4457,4308.1,4457,4297,4359,0.1947,0.3578,2.9074,0.0094,0.567
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1422217194-16.SAT.shuffled.cnf,1,0.9758,0.1141,3877,3877,3925,0,4020,3956.4,4020,3978,4001,0.4002,1,3.3568,0.3629,0.3403
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,0.9529,0.1965,75,93,99,0,293,116.78,133,108,120,0.383,1,3.3662,0.5126,0.2653
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S374960214-041-UNKNOWN.cnf,1,0.9719,0.1341,76,87,93,0,277,113.1,137,105,117,0.3736,1,3.3074,0.4186,0.2648
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0.8597,1.0802,0,0,0,0.5625,91,58.667,91,85,91,0.7734,0.7895,2.8898,0.095,0.2393
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S1376493471-11.SAT.shuffled.cnf,1,0,0,4138,4138,4170,0,4439,4231,4439,4209,4328,0.1285,0.22,2.8502,0.0074,0.5542
SAT_Competition2011/SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,0.7904,1.3418,75,75,75,0.6204,75,75,75,75,75,0.626,0.907,3.4396,0.3217,0.0716
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g7nidw.cnf,1,0.475,1.699,171,188,237,0.1379,624,295.58,445,271,317,0.6115,0.9699,2.9736,0.4595,0.048
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn009.sat05-3849.reshuffled-07.cnf,1,0.0872,2.1333,1383,1522,1798,0.0706,2256,1904.6,2165,1995,2062,0.7722,1,2.8415,0.9996,0.2328
