@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC

@DATA
normalized-fapp19-0350-9.xml.mzn_AND_NODATA,1,0.81582,0.173119,0.57546,0.42454,16.349168,2.412433,5.25212,1.565646
normalized-fapp19-0350-5.xml.mzn_AND_NODATA,1,0.815302,0.173655,0.574883,0.425117,16.349168,2.413443,5.250822,1.550654
normalized-fapp19-0350-3.xml.mzn_AND_NODATA,1,0.815103,0.173861,0.574662,0.425338,16.349168,2.413829,5.249797,1.544539
normalized-fapp31-0400-5.xml.mzn_AND_NODATA,1,0.809609,0.165753,0.593628,0.406372,16.125913,2.399127,3.615847,1.762985
normalized-fapp20-0420-7.xml.mzn_AND_NODATA,1,0.811209,0.172668,0.578173,0.421827,16.282143,2.368217,6.033513,1.580647
normalized-fapp31-0400-8.xml.mzn_AND_NODATA,1,0.809876,0.165465,0.59394,0.40606,16.125913,2.398527,3.616288,1.770364
normalized-fapp31-0400-9.xml.mzn_AND_NODATA,1,0.809876,0.165465,0.59394,0.40606,16.125913,2.398527,3.616288,1.770364
normalized-fapp31-0400-2.xml.mzn_AND_NODATA,1,0.808848,0.166575,0.592737,0.407263,16.125913,2.400823,3.614582,1.740388
normalized-fapp31-0400-3.xml.mzn_AND_NODATA,1,0.80919,0.166205,0.593138,0.406862,16.125913,2.400063,3.615153,1.750882
normalized-fapp19-0350-6.xml.mzn_AND_NODATA,1,0.815422,0.173532,0.575016,0.424984,16.349168,2.413211,5.251055,1.554219
normalized-ehi-90-315-63_ext.xml.mzn_AND_NODATA,1,0.040755,0.916457,0.125,0.875,2.807355,0.498048,0.498048,5.476345
normalized-ehi-90-315-61_ext.xml.mzn_AND_NODATA,1,0.040424,0.917374,0.125,0.875,2.807355,0.493963,0.493963,5.435046
normalized-ehi-90-315-57_ext.xml.mzn_AND_NODATA,1,0.040359,0.91767,0.125,0.875,2.807355,0.492642,0.492642,5.553318
normalized-ehi-90-315-20_ext.xml.mzn_AND_NODATA,1,0.039142,0.92152,0.125,0.875,2.807355,0.475279,0.475279,5.579421
normalized-fapp07-0600-10.xml.mzn_AND_NODATA,1,0.819038,0.168477,0.581522,0.418478,16.212698,2.350306,8.130271,1.666019
normalized-ehi-90-315-30_ext.xml.mzn_AND_NODATA,1,0.039506,0.920629,0.125,0.875,2.807355,0.479328,0.479328,5.649095
normalized-fapp07-0600-1.xml.mzn_AND_NODATA,1,0.814412,0.173284,0.576368,0.423632,16.212698,2.360437,8.090308,1.552144
normalized-fapp07-0600-9.xml.mzn_AND_NODATA,1,0.816754,0.17085,0.578985,0.421015,16.212698,2.355382,8.110734,1.615557
normalized-fapp07-0600-0.xml.mzn_AND_NODATA,1,0.814412,0.173284,0.576368,0.423632,16.212698,2.360437,8.090308,1.552144
normalized-fapp07-0600-5.xml.mzn_AND_NODATA,1,0.814515,0.173177,0.576484,0.423516,16.212698,2.360217,8.091338,1.555422
normalized-fapp07-0600-7.xml.mzn_AND_NODATA,1,0.814825,0.172854,0.576831,0.423169,16.212698,2.359555,8.093726,1.564868
normalized-fapp07-0600-2.xml.mzn_AND_NODATA,1,0.814412,0.173284,0.576368,0.423632,16.212698,2.360437,8.090308,1.552144
normalized-fapp07-0600-3.xml.mzn_AND_NODATA,1,0.814412,0.173284,0.576368,0.423632,16.212698,2.360437,8.090308,1.552144
normalized-fapp07-0600-4.xml.mzn_AND_NODATA,1,0.814437,0.173257,0.576397,0.423603,16.212698,2.360382,8.09066,1.55297
normalized-fapp07-0600-6.xml.mzn_AND_NODATA,1,0.814722,0.172962,0.576715,0.423285,16.212698,2.359776,8.092857,1.561777
normalized-fapp09-0800-10.xml.mzn_AND_NODATA,1,0.81682,0.166538,0.586489,0.413511,16.209867,2.335978,8.942817,1.725082
normalized-fapp07-0600-8.xml.mzn_AND_NODATA,1,0.815344,0.172315,0.577412,0.422588,16.212698,2.358442,8.099009,1.579626
normalized-fapp09-0800-8.xml.mzn_AND_NODATA,1,0.813456,0.17008,0.582689,0.417311,16.209867,2.343781,8.908827,1.645765
normalized-fapp09-0800-0.xml.mzn_AND_NODATA,1,0.81235,0.171243,0.581433,0.418567,16.209867,2.346275,8.897822,1.613072
normalized-fischer-2-6-fair.xml.mzn_AND_NODATA,1,0.904705,0.095295,0.827469,0.172531,14.287785,1.804095,2.563682,1.626948
normalized-fischer-3-4-fair.xml.mzn_AND_NODATA,1,0.904945,0.095055,0.828283,0.171717,14.287785,1.824863,2.58648,1.61929
normalized-fapp09-0800-7.xml.mzn_AND_NODATA,1,0.812966,0.170595,0.582133,0.417867,16.209867,2.344889,8.90373,1.632005
normalized-fischer-4-3-fair.xml.mzn_AND_NODATA,1,0.90432,0.09568,0.827425,0.172575,14.287785,1.837472,2.601153,1.609148
normalized-fischer-2-7-fair.xml.mzn_AND_NODATA,1,0.905304,0.094696,0.828473,0.171527,14.287785,1.800881,2.556832,1.621731
normalized-fischer-10-2-fair.xml.mzn_AND_NODATA,1,0.905042,0.094958,0.828996,0.171004,14.287785,1.847239,2.600615,1.581831
normalized-fischer-3-5-fair.xml.mzn_AND_NODATA,1,0.906182,0.093818,0.830369,0.169631,14.287785,1.817075,2.572249,1.609341
normalized-fapp09-0800-3.xml.mzn_AND_NODATA,1,0.81235,0.171243,0.581433,0.418567,16.209867,2.346275,8.897822,1.613072
normalized-fapp09-0800-1.xml.mzn_AND_NODATA,1,0.81235,0.171243,0.581433,0.418567,16.209867,2.346275,8.897822,1.613072
normalized-fapp09-0800-2.xml.mzn_AND_NODATA,1,0.81235,0.171243,0.581433,0.418567,16.209867,2.346275,8.897822,1.613072
normalized-fischer-4-4-fair.xml.mzn_AND_NODATA,1,0.906313,0.093687,0.830795,0.169205,14.287785,1.826264,2.580539,1.5947
normalized-fischer-4-5-fair.xml.mzn_AND_NODATA,1,0.907558,0.092442,0.832904,0.167096,14.287785,1.818938,2.566951,1.584789
normalized-fapp09-0800-9.xml.mzn_AND_NODATA,1,0.814517,0.168962,0.583891,0.416109,16.209867,2.341354,8.920032,1.673116
normalized-fischer-3-7-fair.xml.mzn_AND_NODATA,1,0.907644,0.092356,0.832836,0.167164,14.287785,1.807499,2.554603,1.596548
normalized-fischer-5-3-fair.xml.mzn_AND_NODATA,1,0.905314,0.094686,0.829225,0.170775,14.287785,1.837085,2.595147,1.590417
normalized-fischer-6-2-fair.xml.mzn_AND_NODATA,1,0.902452,0.097548,0.824451,0.175549,14.287785,1.853921,2.622141,1.600472
normalized-fischer-5-4-fair.xml.mzn_AND_NODATA,1,0.907305,0.092695,0.832599,0.167401,14.287785,1.826374,2.575267,1.574635
normalized-fischer-3-8-fair.xml.mzn_AND_NODATA,1,0.908111,0.091889,0.833625,0.166375,14.287785,1.805,2.549339,1.592193
normalized-fischer-6-3-fair.xml.mzn_AND_NODATA,1,0.906123,0.093877,0.830676,0.169324,14.287785,1.834513,2.588145,1.575155
normalized-fischer-11-2-fair.xml.mzn_AND_NODATA,1,0.905599,0.094401,0.829966,0.170034,14.287785,1.846505,2.596699,1.571405
normalized-fischer-4-6-fair.xml.mzn_AND_NODATA,1,0.908411,0.091589,0.834347,0.165653,14.287785,1.813108,2.556689,1.577586
normalized-fapp09-0800-6.xml.mzn_AND_NODATA,1,0.812529,0.171055,0.581637,0.418363,16.209867,2.345873,8.89949,1.618827
normalized-fischer-7-2-fair.xml.mzn_AND_NODATA,1,0.90318,0.09682,0.825737,0.174263,14.287785,1.852178,2.616166,1.592793
normalized-fapp33-0650-10.xml.mzn_AND_NODATA,1,0.814733,0.171391,0.579454,0.420546,16.530094,2.467264,5.410445,1.619966
normalized-fischer-5-5-fair.xml.mzn_AND_NODATA,1,0.90855,0.09145,0.834711,0.165289,14.287785,1.819357,2.562127,1.563835
normalized-fischer-4-7-fair.xml.mzn_AND_NODATA,1,0.909031,0.090969,0.835397,0.164603,14.287785,1.807643,2.547981,1.572116
normalized-fapp33-0650-1.xml.mzn_AND_NODATA,1,0.813756,0.172412,0.578353,0.421647,16.530094,2.469044,5.406217,1.591358
normalized-fischer-10-3-fair.xml.mzn_AND_NODATA,1,0.908581,0.091419,0.83502,0.16498,14.287785,1.829578,2.569495,1.558508
normalized-fapp33-0650-2.xml.mzn_AND_NODATA,1,0.813756,0.172412,0.578353,0.421647,16.530094,2.469044,5.406217,1.591358
normalized-fapp33-0650-0.xml.mzn_AND_NODATA,1,0.813752,0.172416,0.578368,0.421632,16.530094,2.468779,5.406014,1.591383
normalized-ehi-90-315-95_ext.xml.mzn_AND_NODATA,1,0.04003,0.918888,0.125,0.875,2.807355,0.48719,0.48719,5.51211
normalized-fapp09-0800-5.xml.mzn_AND_NODATA,1,0.812427,0.171162,0.58152,0.41848,16.209867,2.346103,8.898534,1.615567
normalized-fapp33-0650-3.xml.mzn_AND_NODATA,1,0.813782,0.172384,0.578383,0.421617,16.530094,2.468996,5.40633,1.592207
normalized-fapp09-0800-4.xml.mzn_AND_NODATA,1,0.812401,0.171189,0.581491,0.418509,16.209867,2.34616,8.89825,1.61474
normalized-fischer-6-4-fair.xml.mzn_AND_NODATA,1,0.908104,0.091896,0.834039,0.165961,14.287785,1.824565,2.569209,1.55903
normalized-fpga10-8-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.825569,0.918296
normalized-fpga-10-8.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.825569,0.918296
normalized-fpga11-10-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.96853,1.249639
normalized-fpga-11-10.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.96853,1.249639
normalized-fpga-11-9.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.618908,1.906802
normalized-fpga12-10-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.740384,0.918296
normalized-fischer-8-2-fair.xml.mzn_AND_NODATA,1,0.903842,0.096158,0.826901,0.173099,14.287785,1.850345,2.610537,1.595458
normalized-fpga-12-10.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.740384,0.918296
normalized-fischer-5-6-fair.xml.mzn_AND_NODATA,1,0.909402,0.090598,0.836157,0.163843,14.287785,1.813871,2.552288,1.55599
normalized-fpga13-11-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.566072,1.910255
normalized-fpga-13-11.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.566072,1.910255
normalized-fischer-11-3-fair.xml.mzn_AND_NODATA,1,0.9091,0.0909,0.83593,0.16407,14.287785,1.828944,2.565926,1.547329
normalized-fapp32-0550-1.xml.mzn_AND_NODATA,1,0.815339,0.173899,0.574737,0.425263,17.001995,2.447482,4.808246,1.542426
normalized-fapp32-0550-10.xml.mzn_AND_NODATA,1,0.815624,0.173606,0.575053,0.424947,17.001995,2.447215,4.809096,1.551017
normalized-fischer-4-8-fair.xml.mzn_AND_NODATA,1,0.909502,0.090498,0.836196,0.163804,14.287785,1.805428,2.543054,1.567818
normalized-fpga15-13-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.522131,1.912353
normalized-fapp32-0550-2.xml.mzn_AND_NODATA,1,0.815339,0.173899,0.574737,0.425263,17.001995,2.447482,4.808246,1.542426
normalized-fpga-15-13.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.522131,1.912353
normalized-fischer-6-5-fair.xml.mzn_AND_NODATA,1,0.909344,0.090656,0.836145,0.163855,14.287785,1.818022,2.556645,1.547998
normalized-fpga-15-14.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.805861,1.25056
normalized-fapp32-0550-0.xml.mzn_AND_NODATA,1,0.815339,0.173899,0.574737,0.425263,17.001995,2.447482,4.808246,1.542426
normalized-fpga13-12-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.879034,1.250205
normalized-fpga-13-12.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.879034,1.250205
normalized-fpga-20-18.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.532111,0.918296
normalized-fischer-7-4-fair.xml.mzn_AND_NODATA,1,0.90879,0.09121,0.835266,0.164734,14.287785,1.823855,2.564745,1.552186
normalized-fpga25-23-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.380613,1.916239
normalized-fapp32-0550-3.xml.mzn_AND_NODATA,1,0.815339,0.173899,0.574737,0.425263,17.001995,2.447482,4.808246,1.542426
normalized-fpga25-24-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.576221,1.251244
normalized-fpga-25-24.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.576221,1.251244
normalized-fpga14-12-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.672636,0.918296
normalized-fpga30-28-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.400398,0.918296
normalized-fpga-30-28.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.400398,0.918296
normalized-fpga-25-23.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.380613,1.916239
normalized-fpga-14-12.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.672636,0.918296
normalized-fpga15-14-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.805861,1.25056
normalized-fpga11-9-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.618908,1.906802
normalized-fpga35-34-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.453832,1.251433
normalized-fapp32-0550-4.xml.mzn_AND_NODATA,1,0.815339,0.173899,0.574737,0.425263,17.001995,2.447482,4.808246,1.542426
normalized-fpga35-33-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.303137,1.917263
normalized-fpga-40-38.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.324102,0.918296
normalized-fischer-5-7-fair.xml.mzn_AND_NODATA,1,0.910022,0.089978,0.837209,0.162791,14.287785,1.808434,2.543684,1.550032
normalized-fischer-4-9-fair.xml.mzn_AND_NODATA,1,0.909873,0.090127,0.836823,0.163177,14.287785,1.802315,2.537876,1.564352
normalized-fpga40-38-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.324102,0.918296
normalized-fischer-10-4-fair.xml.mzn_AND_NODATA,1,0.910495,0.089505,0.838282,0.161718,14.287785,1.820426,2.551998,1.543476
normalized-fpsol2-i-1-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928,0,0,4.059666
normalized-fpsol2-i-1-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891,0,0,4.059666
normalized-fpsol2-i-1-20.xml.mzn_AND_NODATA,1,1,0,1,0,4.321928,0,0,4.059666
normalized-fpga20-18-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.532111,0.918296
normalized-fpga-45-43.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.253706,1.917676
normalized-fischer-9-2-fair.xml.mzn_AND_NODATA,1,0.904459,0.095541,0.827979,0.172021,14.287785,1.848455,2.60515,1.592928
normalized-fpsol2-i-1-40.xml.mzn_AND_NODATA,1,1,0,1,0,5.321928,0,0,4.059666
normalized-fpga-35-33.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.303137,1.917263
normalized-fpga-35-34.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.453832,1.251433
normalized-fpga45-44-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.376907,1.25151
normalized-fpga45-43-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.253706,1.917676
normalized-fpsol2-i-1-60.xml.mzn_AND_NODATA,1,1,0,1,0,5.906891,0,0,4.059666
normalized-fpsol2-i-1-62.xml.mzn_AND_NODATA,1,1,0,1,0,5.954196,0,0,4.059666
normalized-fpsol2-i-1-63.xml.mzn_AND_NODATA,1,1,0,1,0,5.97728,0,0,4.059666
normalized-fpsol2-i-1-35.xml.mzn_AND_NODATA,1,1,0,1,0,5.129283,0,0,4.059666
normalized-fischer-8-3-fair.xml.mzn_AND_NODATA,1,0.907453,0.092547,0.833037,0.166963,14.287785,1.831753,2.577976,1.571808
normalized-fpsol2-i-2-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891,0,0,4.605376
normalized-fpsol2-i-2-20.xml.mzn_AND_NODATA,1,1,0,1,0,4.321928,0,0,4.605376
normalized-fpsol2-i-1-64.xml.mzn_AND_NODATA,1,1,0,1,0,6,0,0,4.059666
normalized-fpsol2-i-1-30.xml.mzn_AND_NODATA,1,1,0,1,0,4.906891,0,0,4.059666
normalized-fpsol2-i-2-26.xml.mzn_AND_NODATA,1,1,0,1,0,4.70044,0,0,4.605376
normalized-fischer-6-6-fair.xml.mzn_AND_NODATA,1,0.910192,0.089808,0.837587,0.162413,14.287785,1.812946,2.547275,1.539985
normalized-fpsol2-i-2-28.xml.mzn_AND_NODATA,1,1,0,1,0,4.807355,0,0,4.605376
normalized-fpsol2-i-1-45.xml.mzn_AND_NODATA,1,1,0,1,0,5.491853,0,0,4.059666
normalized-fpsol2-i-3-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928,0,0,4.728394
normalized-fpsol2-i-3-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891,0,0,4.728394
normalized-fapp10-0900-10.xml.mzn_AND_NODATA,1,0.816948,0.168295,0.583378,0.416622,16.226789,2.344853,7.229983,1.689709
normalized-fpsol2-i-2-27.xml.mzn_AND_NODATA,1,1,0,1,0,4.754888,0,0,4.605376
normalized-fischer-11-4-fair.xml.mzn_AND_NODATA,1,0.910996,0.089004,0.839161,0.160839,14.287785,1.819737,2.548522,1.5318
normalized-fpsol2-i-3-25.xml.mzn_AND_NODATA,1,1,0,1,0,4.643856,0,0,4.728394
normalized-fpsol2-i-3-28.xml.mzn_AND_NODATA,1,1,0,1,0,4.807355,0,0,4.728394
normalized-fpsol2-i-3-29.xml.mzn_AND_NODATA,1,1,0,1,0,4.857981,0,0,4.728394
normalized-fpsol2-i-2-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928,0,0,4.605376
normalized-fapp10-0900-0.xml.mzn_AND_NODATA,1,0.81329,0.172123,0.579264,0.420736,16.226789,2.353043,7.205046,1.595657
normalized-fpsol2-i-1-25.xml.mzn_AND_NODATA,1,1,0,1,0,4.643856,0,0,4.059666
normalized-fpsol2-i-2-25.xml.mzn_AND_NODATA,1,1,0,1,0,4.643856,0,0,4.605376
normalized-fpsol2-i-3-27.xml.mzn_AND_NODATA,1,1,0,1,0,4.754888,0,0,4.728394
normalized-fapp33-0650-5.xml.mzn_AND_NODATA,1,0.813836,0.172329,0.578443,0.421557,16.530094,2.468899,5.406327,1.59389
normalized-fpga-45-44.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.376907,1.25151
normalized-fapp10-0900-4.xml.mzn_AND_NODATA,1,0.813351,0.172059,0.579333,0.420667,16.226789,2.35291,7.205417,1.59762
normalized-fpsol2-i-2-29.xml.mzn_AND_NODATA,1,1,0,1,0,4.857981,0,0,4.605376
normalized-fpsol2-i-1-61.xml.mzn_AND_NODATA,1,1,0,1,0,5.930737,0,0,4.059666
normalized-fpsol2-i-1-55.xml.mzn_AND_NODATA,1,1,0,1,0,5.78136,0,0,4.059666
normalized-fapp33-0650-4.xml.mzn_AND_NODATA,1,0.813782,0.172384,0.578383,0.421617,16.530094,2.468996,5.40633,1.592207
normalized-fapp10-0900-2.xml.mzn_AND_NODATA,1,0.81329,0.172123,0.579264,0.420736,16.226789,2.353043,7.205046,1.595657
normalized-fapp10-0900-6.xml.mzn_AND_NODATA,1,0.813575,0.171825,0.579586,0.420414,16.226789,2.352419,7.206916,1.604604
normalized-fapp10-0900-8.xml.mzn_AND_NODATA,1,0.814329,0.171036,0.580437,0.419563,16.226789,2.350754,7.212684,1.626312
normalized-fapp33-0650-6.xml.mzn_AND_NODATA,1,0.813876,0.172287,0.578489,0.421511,16.530094,2.468827,5.406386,1.59514
normalized-ft06x2-54.xml.mzn_AND_NODATA,1,0.923077,0,1,0,5.768124,0.898483,5.003351,0.675864
normalized-ft06x2-55.xml.mzn_AND_NODATA,1,0.923077,0,1,0,5.794357,0.619382,5.028992,0.675864
normalized-fischer-10-5-fair.xml.mzn_AND_NODATA,1,0.911695,0.088305,0.840328,0.159672,14.287785,1.814381,2.540319,1.533123
normalized-ft06x3-54.xml.mzn_AND_NODATA,1,0.947368,0,1,0,5.768124,0.913283,4.962926,0.667474
normalized-ft06x3-55.xml.mzn_AND_NODATA,1,0.947368,0,1,0,5.794357,0.629249,4.987091,0.667474
normalized-ft10x2-837.xml.mzn_AND_NODATA,1,0.952381,0,1,0,9.698653,0.453716,6.752341,0.483031
normalized-ft10x3-838.xml.mzn_AND_NODATA,1,0.967742,0,1,0,9.700389,0.458686,6.673757,0.478403
normalized-frb30-15-2-mgd_ext.xml.mzn_AND_NODATA,1,0.033363,0.965673,0.0625,0.9375,3.906891,0.221985,0.221985,5.669945
normalized-games120-7.xml.mzn_AND_NODATA,1,1,0,1,0,2.807355,0,0,2.262404
normalized-fapp10-0900-1.xml.mzn_AND_NODATA,1,0.81329,0.172123,0.579264,0.420736,16.226789,2.353043,7.205046,1.595657
normalized-games120-8.xml.mzn_AND_NODATA,1,1,0,1,0,3,0,0,2.262404
normalized-frb30-15-4-mgd_ext.xml.mzn_AND_NODATA,1,0.033103,0.966014,0.0625,0.9375,3.906891,0.219908,0.219908,5.667788
normalized-frb30-15-3-mgd_ext.xml.mzn_AND_NODATA,1,0.032472,0.966806,0.0625,0.9375,3.906891,0.21518,0.21518,5.532606
normalized-frb30-15-4_ext.xml.mzn_AND_NODATA,1,0.029611,0.970389,0.0625,0.9375,2.453445,0.192438,0.192438,5.688188
normalized-fapp10-0900-9.xml.mzn_AND_NODATA,1,0.81517,0.170156,0.581383,0.418617,16.226789,2.348881,7.217768,1.648231
normalized-fapp33-0650-8.xml.mzn_AND_NODATA,1,0.81409,0.172063,0.578729,0.421271,16.530094,2.468439,5.407531,1.601653
normalized-fapp10-0900-7.xml.mzn_AND_NODATA,1,0.81388,0.171506,0.579931,0.420069,16.226789,2.351747,7.209193,1.613688
normalized-frb30-15-2_ext.xml.mzn_AND_NODATA,1,0.029524,0.970476,0.0625,0.9375,2.453445,0.191998,0.191998,5.577546
normalized-fapp33-0650-7.xml.mzn_AND_NODATA,1,0.813956,0.172203,0.578579,0.421421,16.530094,2.468682,5.406922,1.597612
normalized-fapp33-0650-9.xml.mzn_AND_NODATA,1,0.814384,0.171756,0.579061,0.420939,16.530094,2.467902,5.408732,1.610245
normalized-frb30-15-3_ext.xml.mzn_AND_NODATA,1,0.029607,0.970393,0.0625,0.9375,2.453445,0.192418,0.192418,5.695728
normalized-fapp10-0900-3.xml.mzn_AND_NODATA,1,0.81331,0.172102,0.579287,0.420713,16.226789,2.352998,7.205118,1.596315
normalized-fapp10-0900-5.xml.mzn_AND_NODATA,1,0.813453,0.171953,0.579448,0.420552,16.226789,2.352687,7.205852,1.600834
normalized-fapp34-0750-1.xml.mzn_AND_NODATA,1,0.812613,0.171374,0.580891,0.419109,16.614552,2.478034,7.11506,1.612543
normalized-fapp27-2550-10.xml.mzn_AND_NODATA,1,0.800514,0.156336,0.617519,0.382481,16.212698,2.369756,3.865772,1.926989
normalized-fapp27-2550-0.xml.mzn_AND_NODATA,1,0.800037,0.156882,0.61692,0.38308,16.212698,2.371034,3.865055,1.91162
normalized-g-125-17.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.019257,3.164873
normalized-fischer-9-3-fair.xml.mzn_AND_NODATA,1,0.908034,0.091966,0.834061,0.165939,14.287785,1.830479,2.573463,1.568813
normalized-fapp27-2550-1.xml.mzn_AND_NODATA,1,0.800037,0.156882,0.61692,0.38308,16.212698,2.371034,3.865055,1.91162
normalized-frb35-17-4-mgd_ext.xml.mzn_AND_NODATA,1,0.028021,0.971272,0.055556,0.944444,4.087463,0.192753,0.192753,6.136167
normalized-fischer-7-5-fair.xml.mzn_AND_NODATA,1,0.910022,0.089978,0.83736,0.16264,14.287785,1.817461,2.552437,1.541237
normalized-fischer-5-8-fair.xml.mzn_AND_NODATA,1,0.910494,0.089506,0.83801,0.16199,14.287785,1.805837,2.538465,1.54535
normalized-frb35-17-1-mgd_ext.xml.mzn_AND_NODATA,1,0.02658,0.973062,0.055556,0.944444,4.087463,0.181535,0.181535,5.923681
normalized-frb35-17-2-mgd_ext.xml.mzn_AND_NODATA,1,0.028147,0.971096,0.055556,0.944444,4.087463,0.19392,0.19392,5.920393
normalized-fapp27-2550-7.xml.mzn_AND_NODATA,1,0.800088,0.156824,0.616984,0.383016,16.212698,2.370899,3.865031,1.913329
normalized-fapp34-0750-0.xml.mzn_AND_NODATA,1,0.812547,0.171444,0.580815,0.419185,16.614552,2.478155,7.114433,1.610383
normalized-g-125-18.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.018332,3.164873
normalized-fischer-8-4-fair.xml.mzn_AND_NODATA,1,0.909404,0.090596,0.836356,0.163644,14.287785,1.822396,2.559969,1.556589
normalized-geom-30a-5-ext.xml.mzn_AND_NODATA,1,0.27027,0.72973,0.166667,0.833333,1.660964,0.841852,0.841852,2.734831
normalized-geom-40-4-ext.xml.mzn_AND_NODATA,1,0.333333,0.666667,0.204082,0.795918,1.5,0.918296,0.918296,2.211223
normalized-geom-40-5-ext.xml.mzn_AND_NODATA,1,0.333333,0.666667,0.170213,0.829787,1.660964,0.918296,0.918296,2.075201
normalized-gp10-01-1092.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.062718,1.107784,1.107784,0.303804
normalized-fapp32-0550-6.xml.mzn_AND_NODATA,1,0.815389,0.173848,0.574792,0.425208,17.001995,2.447384,4.808198,1.543952
normalized-gp10-01-1093.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.063598,1.107784,1.107784,0.303804
normalized-fapp27-2550-6.xml.mzn_AND_NODATA,1,0.800047,0.15687,0.616933,0.383067,16.212698,2.371007,3.864941,1.911964
normalized-gp10-03-1080.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.052101,1.107784,1.107784,0.303804
normalized-gp10-03-1081.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.05299,1.107784,1.107784,0.303804
normalized-gp10-04-1076.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.048535,1.107784,1.107784,0.303804
normalized-fapp34-0750-3.xml.mzn_AND_NODATA,1,0.812627,0.17136,0.580906,0.419094,16.614552,2.478009,7.115155,1.612971
normalized-gp10-04-1077.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.049428,1.107784,1.107784,0.303804
