@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC

@DATA
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,0.4133,0.7507,0.6321,0.4182,0.214
./SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf,1,0.7917,0.962,0.9619,0.7755,0.7504
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,0.9835,0.9945,0.9919,0.9612,0.962
./SAT02/industrial/biere/dinphil/dp04u03.shuffled.cnf,1,0.4123,0.6628,0.5659,0.3808,0.1626
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-30-step11.cnf,1,0.8149,0.8869,0.8383,0.6282,0.3636
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k20.cnf,1,0.0205,0.907,0.8179,0.3097,0
SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,0.626,0.9363,0.8409,0.5441,0.221
./SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,1,0.785,0.9322,0.8881,0.6252,0.3063
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-countbits128-tseitin.cnf,1,0.134,0.7364,0.7265,0.3795,0.1248
./SAT11/application/fuhs/AProVE11/AProVE11-02.cnf,1,0.0739,0.4356,0.3478,0.1633,0.0117
./SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.1765,0.5712,0.3348,0.2421,0.097
./SAT09/APPLICATIONS/crypto/desgen/gss-27-s100.cnf,1,0.8512,0.9253,0.9011,0.7508,0.7476
./SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,0.6916,0.6929,0.6916,0.6918,0.6916
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-3.035-NOTKNOWN.cnf,1,0.9973,1,0.9995,0.9808,0.9864
./SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,0.5241,0.9573,0.607,0.5268,0.4513
./SAT07/industrial/palacios/hard/sortnet-7-ipc5-h15-unsat.cnf,1,0.7886,0.9628,0.91,0.671,0.4466
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug6_q0.used-as.sat04-725.cnf,1,0.9995,1,1,0.8034,0.7648
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,1,1,1,0.9277,0.9965
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf,1,0.4476,0.6505,0.5841,0.43,0.2955
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom21.cnf,1,0.1567,0.5962,0.5611,0.2718,0.0396
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,0.2559,0.5329,0.5252,0.293,0.1465
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.9468,0.9961,0.9859,0.8146,0.6157
./SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf,1,0.3152,0.5092,0.4878,0.2789,0.0908
./SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?,?,?,?
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,0.5377,0.5853,0.5718,0.3957,0.1536
./SAT11/application/manthey/traffic/traffic_pcb_unknown.cnf,1,0.152,0.661,0.411,0.2476,0.0396
./SAT11/application/fuhs/AProVE11/AProVE11-12.cnf,1,0.2066,0.4783,0.4045,0.2488,0.0789
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k80.cnf,1,0.1245,0.9064,0.7805,0.3241,0
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,0.9186,0.9863,0.9641,0.7892,0.5847
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,0.2192,0.5808,0.4731,0.2783,0.0928
./SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?,?,?,?
./SAT11/application/leberre/2dimensionalstrippacking/E00N23.cnf,1,0.9705,0.999,0.9882,0.9225,0.8934
./SAT09/APPLICATIONS/diagnosis/UTI-10-5t1.cnf,1,0.5616,0.8692,0.7816,0.4902,0.1926
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,0.6236,0.7437,0.685,0.578,0.5185
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.3114,0.627,0.4978,0.3349,0.1464
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,0.1567,0.5971,0.5628,0.2723,0.0398
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf,1,0.3083,0.6329,0.5116,0.3363,0.1322
./SAT02/industrial/aloul/Homer/homer16.shuffled.cnf,1,0.8199,0.8301,0.8301,0.8191,0.8082
SAT_RACE08/Q1/SAT_dat.k85.cnf,1,0.626,0.9363,0.8409,0.5441,0.221
./SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,0.1609,0.5459,0.4201,0.2444,0.0415
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,0.5329,0.7856,0.663,0.5156,0.363
./SAT03/industrial/simon/sat02/6pipe_6_ooo.shuffled-as.sat03-413.cnf,1,0.7346,0.9919,0.9394,0.6738,0.4699
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-11.cnf,1,0.0144,0.393,0.1034,0.0983,0.0015
SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0.9496,0.9965,0.985,0.7934,0.7268
SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,0.0044,0.3646,0.0606,0.0751,0.0001
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.035-NOTKNOWN.cnf,1,0.9249,0.9546,0.9448,0.7009,0.3038
SAT_RACE08/cnf/manol-pipe-c6bidw_i.cnf,1,0.6128,0.8503,0.7352,0.5525,0.4103
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,1,0.2335,0.5295,0.4317,0.2643,0.0979
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.9444,0.9952,0.9813,0.8138,0.6155
./SAT02/industrial/biere/dinphil/dp10s10.shuffled.cnf,1,0.4483,0.6805,0.6035,0.4127,0.2135
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,1,0.1187,0.3247,0.2293,0.1562,0.0522
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.0252,0.2242,0.1022,0.0726,0.0027
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin.cnf,1,0.4828,0.6197,0.5867,0.4444,0.3147
./SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.1654,0.4588,0.3812,0.2247,0.0669
./SAT11/application/fuhs/AProVE11/AProVE11-06.cnf,1,0.1557,0.506,0.4367,0.2239,0.0366
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin.cnf,1,0.5357,0.7696,0.747,0.5145,0.3276
SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.0104,0.3671,0.0878,0.082,0.0001
./SAT02/industrial/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf,1,0.5921,0.7373,0.6667,0.5978,0.5268
./SAT07/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,0.6145,0.8473,0.7834,0.5093,0.1969
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,0.9987,1,1,0.9131,0.9749
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t1.cnf,1,0.4122,0.8405,0.7388,0.4265,0.1056
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-eijkbs6669-tseitin.cnf,1,0.1209,0.4649,0.2679,0.1857,0.0447
./SAT11/application/manthey/traffic/traffic_3_uc_sat.cnf,1,0.2868,0.5937,0.4769,0.3098,0.135
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom16.cnf,1,0.1573,0.5934,0.5459,0.267,0.0401
./SAT02/industrial/aloul/Homer/homer14.shuffled.cnf,1,0.7975,0.8016,0.7993,0.7966,0.7939
./SAT03/industrial/li/li-exam/li-exam-61.shuffled-as.sat03-366.cnf,1,0.1253,0.3373,0.2749,0.1683,0.0555
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,0.7383,0.9646,0.9587,0.6381,0.3109
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top28.cnf,1,0.5504,0.5886,0.5697,0.4046,0.155
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,0.2338,0.7509,0.4687,0.3091,0.0917
./SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand128.cnf,1,0.8224,0.8536,0.8364,0.7301,0.7608
./SAT09/APPLICATIONS/diagnosis/ACG-15-5p1.cnf,1,0.4354,0.8736,0.8103,0.4703,0.1386
./SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?
./SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0.1062,0.3909,0.3209,0.1845,0.0794
./SAT11/application/manthey/traffic/traffic_f_unknown.cnf,1,0.1451,0.513,0.4137,0.2324,0.0391
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,1,0.9466,0.9952,0.9848,0.8141,0.6157
SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?,?,?,?
./SAT03/industrial/schuppan/l2s/dme-03-1-k247-unsat.shuffled-as.sat03-407.cnf,1,0.1484,0.4062,0.3045,0.1871,0.0384
./SAT05/industrial/grieu05/vmpc/vmpc_35.renamed-as.sat05-1921.cnf,1,0.6918,0.6918,0.6918,0.6919,0.6918
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.9837,0.9946,0.992,0.9616,0.9619
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?,?,?,?
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_1_keyfind_1.cnf,1,0.0096,0.152,0.0564,0.0495,0.0005
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step21.cnf,1,0.8308,0.9557,0.9521,0.6301,0.2507
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0.9329,0.9824,0.9568,0.8884,0.8855
./SAT11/application/leberre/2dimensionalstrippacking/E04F19.cnf,1,0.8713,0.9548,0.9109,0.8527,0.8235
./SAT11/application/leberre/2dimensionalstrippacking/E04F20.cnf,1,0.9426,0.9916,0.9766,0.8881,0.844
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug6.cnf,1,0.9987,1,1,0.913,0.9748
./SAT05/industrial/maris05/Ferry/ferry5_ks99i.renamed-as.sat05-3994.cnf,1,0.9237,0.9776,0.9676,0.8294,0.7438
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf,1,0.4774,0.6196,0.5864,0.442,0.3146
SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0.9967,1,1,0.8623,0.8727
./SAT11/application/fuhs/AProVE11/AProVE11-09.cnf,1,0.1435,0.4741,0.3326,0.2064,0.0489
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.8792,0.9482,0.9363,0.6305,0.1619
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,0.337,0.7264,0.5433,0.3631,0.1583
./SAT07/industrial/palacios/medium/blocks-4-ipc5-h21-unknown.cnf,1,0.8382,0.9897,0.964,0.6814,0.3999
./SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,0.2003,0.696,0.4472,0.28,0.0613
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_3_keyfind_1.cnf,1,0.0022,0.0906,0.0362,0.0233,0.0001
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN.cnf,1,0.915,0.9428,0.9362,0.6662,0.2846
./SAT09/APPLICATIONS/diagnosis/UR-20-10p0.cnf,1,0.8109,0.9733,0.8885,0.6752,0.4076
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,0.2633,0.5103,0.4871,0.2888,0.1335
./SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,1,0.962,0.9988,0.9838,0.9132,0.8777
./SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,1,0.8535,0.9256,0.9016,0.7551,0.7552
./SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,0.6643,0.8644,0.7606,0.6102,0.5468
./SAT07/industrial/fuhs/hard/AProVE07-03.cnf,1,0.1137,0.5788,0.2715,0.1929,0.0367
./SAT11/application/leberre/2dimensionalstrippacking/E00X23.cnf,1,0.9695,0.9956,0.9854,0.9219,0.8936
./SAT03/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,0.4867,0.7014,0.5854,0.4882,0.3692
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step13.cnf,1,0.9765,0.9998,0.9982,0.7613,0.4989
SAT_RACE08/cnf/manol-pipe-f7nidw.cnf,1,0.6556,0.8747,0.77,0.6065,0.5301
./SAT11/application/leberre/2dimensionalstrippacking/korf-17.cnf,1,0.8227,0.8945,0.8689,0.8426,0.8195
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_10_keyfind_1.cnf,1,0.0027,0.0909,0.0373,0.0247,0.0001
./SAT07/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.7644,0.8866,0.8447,0.5835,0.2751
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,0.3059,0.6351,0.5232,0.3403,0.1195
