@RELATION 'featureValues_ASP_Potassco-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Frac_Body-Body_Equivalences NUMERIC
@ATTRIBUTE Frac_Other_Equivalences NUMERIC
@ATTRIBUTE Tight NUMERIC
@ATTRIBUTE Frac_Atom-Atom_Equivalences NUMERIC

@DATA
FolioSuite/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.12.x.12.r.3.274440616.806497.data_k=4_l=3_unsat.gph.gz,1,0.0221,0.6906,1,0.2873
FolioSuite/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.12.x.12.r.3.274440616.806497.data_k=3_l=4_sat.gph.gz,1,0.0197,0.6877,1,0.2926
FolioSuite/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.12.x.12.r.4.274529373.784913.data_k=4_l=4_sat.gph.gz,1,0.0172,0.6619,1,0.3209
FolioSuite/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.11.x.11.r.3.712566045.949579.data_k=3_l=3_unsat.gph.gz,1,0.0228,0.7029,1,0.2743
FolioSuite/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.10.x.10.r.3.1268203948.99614.data_k=2_l=5_sat.gph.gz,1,0.0165,0.6727,1,0.3108
FolioSuite/ASP-Comp-2009-Lparse/CompKnightTour/knightTour.in3.gz,1,0.0003,0.7629,0,0.2368
FolioSuite/ASP-Comp-2009-Lparse/CompKnightTour/knightTour.in2.gz,1,0,0.7692,0,0.2308
FolioSuite/ASP-Comp-2009-Lparse/CompKnightTour/knightTour.in5.gz,1,0,0.7562,0,0.2438
FolioSuite/ASP-Comp-2009-Lparse/CompKnightTour/knightTour.in4.gz,1,0,0.7595,0,0.2405
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_21_21_16.lp.gz,1,0.0587,0.7066,0,0.2347
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_21_21_15.lp.gz,1,0.0579,0.7068,0,0.2353
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_19_19_14.lp.gz,1,0.0549,0.7322,0,0.213
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_19_19_19.lp.gz,1,0.0537,0.7335,0,0.2128
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_18_18_11.lp.gz,1,0.0597,0.7046,0,0.2357
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_17_17_07.lp.gz,1,0.0602,0.7032,0,0.2366
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_19_19_15.lp.gz,1,0.0536,0.7338,0,0.2127
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_17_17_09.lp.gz,1,0.0656,0.67,0,0.2645
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_22_22_08.lp.gz,1,0.0585,0.7071,0,0.2344
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_21_21_18.lp.gz,1,0.0586,0.7063,0,0.2351
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_20_20_16.lp.gz,1,0.0532,0.7349,0,0.2119
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_19_19_16.lp.gz,1,0.0595,0.705,0,0.2356
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_20_20_04.lp.gz,1,0.0535,0.7342,0,0.2123
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_21_21_19.lp.gz,1,0.0532,0.7345,0,0.2122
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_18_18_04.lp.gz,1,0.0543,0.733,0,0.2127
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_22_22_09.lp.gz,1,0.0513,0.7378,0,0.211
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=16-height=16-density=0.01-run=3.gz,1,0,0.6124,0,0.3876
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=17-height=17-density=0.01-run=1.gz,1,0,0.6138,0,0.3862
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=15-height=15-density=0.01-run=4.gz,1,0.0004,0.5616,0,0.4381
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=12-height=12-density=0.01-run=3.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=17-height=17-density=0.01-run=3.gz,1,0,0.6134,0,0.3866
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=15-height=15-density=0.01-run=5.gz,1,0,0.6091,0,0.3909
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=14-height=14-density=0.01-run=3.gz,1,0,0.6081,0,0.3919
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=10-height=10-density=0.01-run=1.gz,1,0,0.597,0,0.403
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=19-height=19-density=0.01-run=4.gz,1,0,0.5656,0,0.4344
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=21-height=21-density=0.01-run=2.gz,1,0,0.5672,0,0.4328
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=12-height=12-density=0.01-run=1.gz,1,0,0.6031,0,0.3969
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.18.schur.lp.gz,1,0,0.8654,1,0.1346
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.6.schur.lp.gz,1,0,0.8677,1,0.1323
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.10.schur.lp.gz,1,0,0.8662,1,0.1338
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.13.schur.lp.gz,1,0,0.867,1,0.133
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.14.schur.lp.gz,1,0,0.8666,1,0.1334
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.10.schur.lp.gz,1,0,0.8668,1,0.1332
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.1.schur.lp.gz,1,0,0.8665,1,0.1335
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.8.schur.lp.gz,1,0,0.8643,1,0.1357
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.6.schur.lp.gz,1,0,0.8665,1,0.1335
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.20.schur.lp.gz,1,0,0.8658,1,0.1342
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.8.schur.lp.gz,1,0,0.8659,1,0.1341
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.13.schur.lp.gz,1,0,0.8662,1,0.1338
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.2.schur.lp.gz,1,0,0.867,1,0.133
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.1.schur.lp.gz,1,0,0.8668,1,0.1332
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.5.schur.lp.gz,1,0,0.8677,1,0.1323
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.50.steps.10.asp.gz,1,0.0614,0.8933,0,0.0453
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.75.steps.10.asp.gz,1,0.0652,0.8855,0,0.0494
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.73.steps.9.asp.gz,1,0.0642,0.8885,0,0.0473
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.37.steps.10.asp.gz,1,0.0517,0.9138,0,0.0345
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.76.steps.13.asp.gz,1,0.0465,0.9254,0,0.0281
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/dimitri_yorick.57.steps.7.asp.gz,1,0.0407,0.9265,0,0.0328
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.49.steps.13.asp.gz,1,0.0721,0.8771,0,0.0508
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.34.steps.14.asp.gz,1,0.0827,0.8658,0,0.0515
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.70.steps.13.asp.gz,1,0.0787,0.8665,0,0.0548
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.69.steps.14.asp.gz,1,0.0788,0.8719,0,0.0493
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-edge-time=29.gz,1,0.0097,0.9499,1,0.0404
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-edge-time=26.gz,1,0.0108,0.9469,1,0.0423
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-edge-time=27.gz,1,0.0104,0.948,1,0.0416
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-edge-time=28.gz,1,0.01,0.949,1,0.041
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-asymmetric-time=25.gz,1,0.007,0.9501,1,0.0429
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-asymmetric-time=24.gz,1,0.0073,0.949,1,0.0437
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-center-time=28.gz,1,0.0065,0.9529,1,0.0406
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-edge-time=25.gz,1,0.0112,0.9457,1,0.0431
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-asymmetric-time=29.gz,1,0.0061,0.9537,1,0.0402
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-center-time=26.gz,1,0.007,0.951,1,0.0419
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-center-time=27.gz,1,0.0068,0.952,1,0.0413
FolioSuite/ASP-Comp-2009-Lparse/CompSudoku/sudoku.in1.gz,1,0,0.9823,1,0.0177
FolioSuite/ASP-Comp-2009-Lparse/CompSudoku/sudoku.in7.gz,1,0,0.984,1,0.016
FolioSuite/ASP-Comp-2009-Lparse/CompSudoku/sudoku.in6.gz,1,0,0.9779,1,0.0221
FolioSuite/ASP-Comp-2009-Lparse/CompSudoku/sudoku.in10.gz,1,0,0.9849,1,0.0151
FolioSuite/ASP-Comp-2009-Lparse/CompSudoku/sudoku.in4.gz,1,0,0.9839,1,0.0161
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/tsp_rand_70_300_1155482584_5.lp.gz,1,0,0.6205,0,0.3795
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_11.lp.gz,1,0,0.6217,0,0.3783
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/tsp_rand_70_300_1155482584_11.lp.gz,1,0,0.6218,0,0.3782
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_70_300_1155482584_3.lp.gz,1,0,0.6201,0,0.3799
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_70_300_1155482584_7.lp.gz,1,0,0.6197,0,0.3803
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_16.lp.gz,1,0,0.621,0,0.379
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/tsp_rand_70_300_1155482584_9.lp.gz,1,0,0.6201,0,0.3799
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_17.lp.gz,1,0,0.6212,0,0.3788
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_4.lp.gz,1,0,0.621,0,0.379
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_70_300_1155482584_14.lp.gz,1,0,0.6197,0,0.3803
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_18.lp.gz,1,0,0.6209,0,0.3791
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_70_300_1155482584_9.lp.gz,1,0,0.6201,0,0.3799
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_70_300_1155482584_4.lp.gz,1,0,0.6201,0,0.3799
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_13.lp.gz,1,0,0.6217,0,0.3783
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_200_800_1159728969_14.lp.gz,1,0.0005,0.5988,1,0.4008
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_100_400_1159666138_19.lp.gz,1,0,0.6002,1,0.3998
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_200_800_1159728969_9.lp.gz,1,0.0003,0.5979,1,0.4018
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_150_600_1159731678_12.lp.gz,1,0,0.5988,1,0.4012
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_100_400_1159666138_2.lp.gz,1,0,0.5966,1,0.4034
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_150_600_1159731678_5.lp.gz,1,0.0004,0.5946,1,0.405
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_100_400_1159666138_3.lp.gz,1,0,0.5943,1,0.4057
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_200_800_1159728969_6.lp.gz,1,0.0002,0.597,1,0.4028
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_100_400_1159666138_9.lp.gz,1,0,0.5934,1,0.4066
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_100_400_1159666138_7.lp.gz,1,0.0003,0.5988,1,0.4009
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_150_600_1159731678_6.lp.gz,1,0,0.6003,1,0.3997
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_150_600_1159731678_15.lp.gz,1,0.0002,0.5958,1,0.404
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_200_800_1159728969_7.lp.gz,1,0.0003,0.5976,1,0.4021
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_100_400_1159666138_5.lp.gz,1,0,0.5987,1,0.4013
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_150_600_1159731678_17.lp.gz,1,0.0004,0.5952,1,0.4044
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.15.x.15.b.10.a.30_sat.data.gz,1,0.0106,0.9633,0,0.026
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.14.x.14.b.8.a.20_unsat.data.gz,1,0.0229,0.9292,0,0.048
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.14.x.14.b.8.a.40_unsat.data.gz,1,0.0208,0.9293,0,0.0498
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.13.x.13.b.5.a.30_sat.data.gz,1,0.0192,0.9256,0,0.0552
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.16.x.16.b.10.a.20_unsat.data.gz,1,0.0266,0.9302,0,0.0432
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.16.x.16.b.5.a.30_sat.data.gz,1,0.0182,0.94,0,0.0418
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.13.x.13.b.7.a.10_unsat.data.gz,1,0.0156,0.9321,0,0.0524
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.10.x.10.b.5.a.35_sat.data.gz,1,0.0113,0.952,0,0.0368
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.12.x.12.b.5.a.15_unsat.data.gz,1,0.0199,0.9258,0,0.0543
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.15.x.15.b.2.a.25_sat.data.gz,1,0.0158,0.938,0,0.0461
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.13.x.13.b.7.a.15_sat.data.gz,1,0.0185,0.9281,0,0.0533
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.13.x.13.b.7.a.30_sat.data.gz,1,0.019,0.9262,0,0.0547
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.14.x.14.b.8.a.30_unsat.data.gz,1,0.0232,0.9272,0,0.0496
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/12-sokoban_decision-0-0.asp.gz,1,0.0697,0.8768,0,0.0534
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/49-sokoban_decision-0-0.asp.gz,1,0.0644,0.9026,0,0.0331
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/50-sokoban_decision-0-0.asp.gz,1,0.0653,0.8988,0,0.0359
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/16-sokoban_decision-0-0.asp.gz,1,0.0535,0.9016,0,0.0449
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/6-sokoban_decision-0-0.asp.gz,1,0.0627,0.8852,0,0.0521
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/4-sokoban_decision-0-0.asp.gz,1,0.0856,0.8394,0,0.0749
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/01-knight_tour-8-0.asp.gz,1,0.0071,0.6963,0,0.2967
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/06-knight_tour-20-0.asp.gz,1,0.0024,0.7032,0,0.2944
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/09-knight_tour-46-0.asp.gz,1,0.0005,0.7057,0,0.2938
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/08-knight_tour-40-0.asp.gz,1,0.0006,0.7055,0,0.2939
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/02-knight_tour-10-0.asp.gz,1,0.0133,0.6929,0,0.2938
FolioSuite/ASP-Comp-2011-Lparse/13-DisjunctiveScheduling/01-disjunctive_scheduling-1000-0.asp.gz,1,0,0.7883,1,0.2117
FolioSuite/ASP-Comp-2011-Lparse/13-DisjunctiveScheduling/10-disjunctive_scheduling-205-0.asp.gz,1,0,0.795,1,0.205
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/147-labyrinth-18-0.asp.gz,1,0.0557,0.5772,0,0.3671
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/225-labyrinth-22-0.asp.gz,1,0.0471,0.5806,0,0.3723
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/169-labyrinth-19-0.asp.gz,1,0.0529,0.5783,0,0.3688
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/123-labyrinth-17-0.asp.gz,1,0.0581,0.5762,0,0.3657
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/131-labyrinth-17-0.asp.gz,1,0.0579,0.5763,0,0.3657
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/39-multi_context_system_querying-0-0.asp.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/60-multi_context_system_querying-0-0.asp.gz,1,0.0839,0.6513,1,0.2648
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/32-multi_context_system_querying-0-0.asp.gz,1,0.0749,0.6672,1,0.2579
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/64-multi_context_system_querying-0-0.asp.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/00-multi_context_system_querying-0-0.asp.gz,1,0.0857,0.6575,1,0.2568
FolioSuite/ASP-Comp-2011-Lparse/20-Numberlink/2-numberlink-0-0.asp.gz,1,0.2224,0.575,0,0.2026
FolioSuite/ASP-Comp-2011-Lparse/20-Numberlink/87-numberlink-0-0.asp.gz,1,0.2326,0.5777,0,0.1897
FolioSuite/ASP-Comp-2011-Lparse/20-Numberlink/9-numberlink-0-0.asp.gz,1,0.2299,0.5771,0,0.193
FolioSuite/ASP-Comp-2011-Lparse/20-Numberlink/94-numberlink-0-0.asp.gz,1,0.2325,0.5778,0,0.1898
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/56-hanoi_tower-120-0.asp.gz,1,0.0144,0.9671,1,0.0184
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/09-hanoi_tower-28-0.asp.gz,1,0.0149,0.9648,1,0.0203
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/51-hanoi_tower-120-0.asp.gz,1,0.0148,0.9653,1,0.02
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/10-hanoi_tower-29-0.asp.gz,1,0.0149,0.9651,1,0.02
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/57-hanoi_tower-120-0.asp.gz,1,0.0143,0.9676,1,0.0181
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/59-hanoi_tower-120-0.asp.gz,1,0.0143,0.9678,1,0.0179
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/53-graph_colouring-150-0.asp.gz,1,0.0805,0.5805,1,0.339
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/9-graph_colouring-125-0.asp.gz,1,0.0881,0.5882,1,0.3237
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/58-graph_colouring-150-0.asp.gz,1,0.0807,0.5807,1,0.3386
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/59-graph_colouring-150-0.asp.gz,1,0.0811,0.5811,1,0.3378
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/15-solitaire-50-0.asp.gz,1,0.0717,0.8518,1,0.0765
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/3-solitaire-19-0.asp.gz,1,0.094,0.8042,1,0.1017
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/16-solitaire-50-0.asp.gz,1,0.0717,0.852,1,0.0763
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/25-solitaire-50-0.asp.gz,1,0.049,0.8986,1,0.0524
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/1-solitaire-20-0.asp.gz,1,0.0944,0.8035,1,0.1022
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/17-solitaire-50-0.asp.gz,1,0.0716,0.8522,1,0.0762
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/4-solitaire-100-0.asp.gz,1,0.0931,0.8113,1,0.0956
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/14-maze_generation-0-0.asp.gz,1,0.0115,0.6696,0,0.3189
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/41-maze_generation-0-0.asp.gz,1,0.004,0.6261,0,0.3699
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/22-maze_generation-0-0.asp.gz,1,0.0075,0.6392,0,0.3533
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/10-maze_generation-0-0.asp.gz,1,0.0163,0.6986,0,0.2851
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/31-maze_generation-0-0.asp.gz,1,0.0046,0.6232,0,0.3722
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/37-maze_generation-0-0.asp.gz,1,0.0162,0.6788,0,0.3049
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727052928_0.gph.lp.gz,1,0.0175,0.9253,1,0.0572
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700138097_0.gph.lp.gz,1,0.0203,0.8969,1,0.0828
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700167469_0.gph.lp.gz,1,0.0203,0.8968,1,0.0828
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727044175_0.gph.lp.gz,1,0.0174,0.9256,1,0.057
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727047830_0.gph.lp.gz,1,0.0175,0.9252,1,0.0573
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727042043_0.gph.lp.gz,1,0.0174,0.9254,1,0.0572
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700138821_0.gph.lp.gz,1,0.0203,0.8968,1,0.0828
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700167407_0.gph.lp.gz,1,0.0203,0.8969,1,0.0828
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727068712_0.gph.lp.gz,1,0.0174,0.9256,1,0.057
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727040917_0.gph.lp.gz,1,0.0174,0.9256,1,0.057
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727038210_0.gph.lp.gz,1,0.0174,0.9256,1,0.057
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727050284_0.gph.lp.gz,1,0.0175,0.9253,1,0.0572
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700139777_0.gph.lp.gz,1,0.0203,0.8968,1,0.0828
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727040059_0.gph.lp.gz,1,0.0174,0.9256,1,0.057
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700137086_0.gph.lp.gz,1,0.0203,0.8969,1,0.0828
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700163981_0.gph.lp.gz,1,0.0204,0.8964,1,0.0831
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700137959_0.gph.lp.gz,1,0.0204,0.8967,1,0.0829
FolioSuite/CarSequencing/benchmark1_9classes.dlv.dat.lp.lp.gz,1,0.0596,0.8121,1,0.1282
FolioSuite/CarSequencing/benchmark3_15classes.dlv.dat.lp.lp.gz,1,0.0595,0.8106,1,0.1299
FolioSuite/CarSequencing/benchmark2_13classes.dlv.dat.lp.lp.gz,1,0.0603,0.8221,1,0.1175
FolioSuite/CarSequencing/benchmark3_14classes.dlv.dat.lp.lp.gz,1,0.06,0.8131,1,0.1269
FolioSuite/CarSequencing/benchmark3_13classes.dlv.dat.lp.lp.gz,1,0.06,0.815,1,0.125
FolioSuite/CarSequencing/001.benchmark2_12classes.dlv.dat.lp.lp.gz,1,0.0603,0.8241,1,0.1155
FolioSuite/CarSequencing/benchmark1_17classes.dlv.dat.lp.lp.gz,1,0.0602,0.8119,1,0.1279
FolioSuite/CarSequencing/benchmark3_6classes.dlv.dat.lp.lp.gz,1,0.06,0.8133,1,0.1267
FolioSuite/CarSequencing/001.benchmark2_10classes.dlv.dat.lp.lp.gz,1,0.0603,0.825,1,0.1147
FolioSuite/CarSequencing/benchmark3_9classes.dlv.dat.lp.lp.gz,1,0.0599,0.8165,1,0.1236
FolioSuite/CarSequencing/001.benchmark2_8classes.dlv.dat.lp.lp.gz,1,0.0673,0.8012,1,0.1315
FolioSuite/CarSequencing/benchmark1_5classes.dlv.dat.lp.lp.gz,1,0.0598,0.8007,1,0.1395
FolioSuite/CarSequencing/001.benchmark2_16classes.dlv.dat.lp.lp.gz,1,0.0604,0.8184,1,0.1213
FolioSuite/CarSequencing/benchmark2_14classes.dlv.dat.lp.lp.gz,1,0.0603,0.8197,1,0.12
