@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC

@DATA
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,0.3333,0,0,0.5774,0.5,1,0
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd005.sat05-3111.reshuffled-07.cnf,1,0,0.5069,0.0001,0.9186,0.4494,0.7427,0.6661
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0.8947,0.9747,0.8523,0.009,0.9987,0.9747,0.8742
SAT_Competition2007/crafted/Difficult/contest05/others/sgp_6-6-10.sat05-2670.reshuffled-07.cnf,1,0,0.7835,0,0.9618,0.4855,0.8939,0.024
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-016-015.sat05-1230.reshuffled-07.cnf,1,0,0.9291,0.8858,0.9948,0.4916,0.9291,0.8859
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,0,0.1089,0.1024,0.4888,0.403,0.7836,0.4309
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,1,0.013,0.5972,0,1,0.918,0.6311
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,1,0,0.9738,0.8442,1.0026,0.4958,0.9738,0.8761
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen6-4-24-n650-03-S528656311.sat05-477.reshuffled-07.cnf,1,0.3333,0,0.0001,0.5772,0.5058,1,0.0124
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g6.cnf,1,0.6,0.9439,0.7761,0.0185,0.9956,0.9439,0.8116
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-17_279.cnf,1,1,0,0.5916,0,1,0.8938,0.6021
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn002.sat05-3842.reshuffled-07.cnf,1,0,0.075,0,0.8811,0.3074,0.0933,0.626
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,1,0,0,0,0.8022,0.3723,0,0.0006
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf,1,0.8,0.9322,0.7689,0.024,0.9937,0.9322,0.7859
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1,0,0.8333,0.5831,0.8849,0.5302,0.8333,0.5831
SAT_Competition2009/CRAFTED/sgi/new-difficult-21-168-19-90.cnf,1,0.8824,0.9762,0.8488,0.0115,0.9986,0.9762,0.8527
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,0.3333,0,0,0.5774,0.5,1,0
SAT_Competition2009/CRAFTED/Hard/contest05/others/mod2c-rand3bip-sat-220-2.sat05-2489.reshuffled-07.cnf,1,0,0,0,0.7894,0.3785,0,0.0004
SAT_Competition2007/crafted/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,0,0.0753,0,0.8418,0.4083,0.2806,0
SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v400-s553296708.sat05-471.reshuffled-07.cnf,1,0.3333,0,0.0003,0.5769,0.4905,1,0.012
SAT_Competition2011/SAT03/handmade/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf,1,0,0.0101,0.0003,0.7882,0.4245,0.3899,0.0007
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-ukn001.sat05-3841.reshuffled-07.cnf,1,0,0.0724,0,0.8747,0.3131,0.094,0.625
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07.cnf,1,0,0,0,0.9544,0.3643,0,0
SAT_Competition2011/SAT09/CRAFTED/modcircuits/mod4block_2vars_8gates_u2.cnf,1,0,0.0337,0,0.597,0.4323,0.0339,0
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i8_pp_ci_ce.cnf,1,0,0.1774,0,0.6378,0.5269,0.6081,0.07
SAT_Competition2007/crafted/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,0,0.1932,0.0004,0.6854,0.495,0.9916,0.2005
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf,1,0.8824,0.9714,0.8312,0.0101,0.9984,0.9714,0.8592
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i7_pp.cnf,1,0,0.1827,0,0.6436,0.5223,0.5987,0.0809
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,1,0.8478,0.7592,0,1,0.8478,0.7592
SAT_Competition2009/CRAFTED/Hard/contest04/others/Composite-096BitPrimes-0.sat05-507.reshuffled-07.cnf,1,0,0.0996,0,0.7235,0.3999,0.2019,0.1557
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,1,0,0,0,0.8508,0.3645,0,0.0002
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,1,0,0.9798,0.848,1.0105,0.4927,0.9798,0.8817
SAT_Competition2007/crafted/spence/medium/s85-100.cnf,1,1,0,0,0,1,1,0.0006
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d-0.02-s1542454144.sat05-533.reshuffled-07.cnf,1,0.1429,0,0.4481,0.5963,0.48,0.8456,0.5401
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG7a-gensys-ukn005.sat05-3845.reshuffled-07.cnf,1,0,0.074,0,0.8637,0.3198,0.0932,0.6
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl008.sat05-2720.reshuffled-07.cnf,1,0,0.0933,0,0.9112,0.2864,0.1058,0.5015
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,0,0.1112,0.0101,0.4832,0.4311,0.7744,0.4192
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,0,0.2953,0.0002,0.6408,0.5954,0.5966,0.0369
SAT_Competition2011/SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,0.5,0.9049,0.6634,0.0425,0.9867,0.9049,0.7129
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes5.cnf,1,0.7143,0.9349,0.7675,0.0237,0.9939,0.9349,0.7865
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s925928766.sat05-538.reshuffled-07.cnf,1,0.1429,0,0.4544,0.5946,0.4827,0.8449,0.5387
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-050-049.sat05-1238.reshuffled-07.cnf,1,0,0.9792,0.9414,1.0074,0.4939,0.9792,0.9429
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,0,0.0848,0,0.8811,0.314,0.0952,0.6228
SAT_Competition2009/CRAFTED/sgi/satsgi-n19himBHm22-p0-q181.cnf,1,1,0.9779,0.9257,0,1,0.9779,0.9258
SAT_Competition2009/CRAFTED/parity-games/instance_n2_i2_pp.cnf,1,?,?,?,?,?,?,?
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,1,?,?,?,?,?,?,?
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/counting-easier-fphp-014-012.sat05-1215.reshuffled-07.cnf,1,0,0.9044,0.8571,1.0485,0.4626,0.9044,0.8573
SAT_Competition2009/CRAFTED/sgi/new-difficult-24-193-22-70.cnf,1,0.8667,0.9619,0.81,0.0146,0.9974,0.9619,0.8432
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,0.8182,0.9259,0.7465,0.0277,0.9923,0.9259,0.7695
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-log.shuffled-as.sat03-137.cnf,1,0,0,0.0004,0.807,0.2468,0,0.0017
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-135-2.sat05-2354.reshuffled-07.cnf,1,0,0,0,0.867,0.3778,0,0
SAT_Competition2009/CRAFTED/edgematching/all/em_11_3_4_all.cnf,1,0,0.7857,0.0088,0.3185,0.8564,0.9479,0.9404
SAT_Competition2007/crafted/Hard/contest05/others/mod2c-rand3bip-sat-220-1.sat05-2488.reshuffled-07.cnf,1,0,0,0,0.8157,0.3761,0,0.0004
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf,1,0.8824,0.9546,0.1356,0.0126,0.9973,0.9546,0.6876
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,0,0,0,0.7998,0.3648,0,0.0008
SAT_Competition2007/crafted/Hard/contest03/others/hwb-n28-01-S136611085.sat05-491.reshuffled-07.cnf,1,0,0.0101,0,0.7332,0.414,0.3889,0.0001
SAT_Competition2009/CRAFTED/modcircuits/mod3block_3vars_9gates_restr.cnf,1,0,0.0718,0,0.7818,0.4134,0.1657,0.0028
SAT_Competition2011/SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1,0,0.5255,0.0007,0.9202,0.4536,0.7192,0.425
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g2.cnf,1,0.7143,0.94,0.7791,0.0208,0.9948,0.94,0.802
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen8-n320-01-S1432474240.sat05-483.reshuffled-07.cnf,1,0,0.678,0.0077,0.9719,0.4674,0.6828,0.4366
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-13x32.cnf,1,1,0.008,0.2802,0,1,0.008,0.3197
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,1,0,0.9738,0.8437,1.0026,0.4958,0.9738,0.8761
SAT_Competition2007/crafted/spence/medium/s81-100.cnf,1,1,0,0.0001,0,1,1,0.0006
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g10.cnf,1,0.7778,0.935,0.7609,0.0236,0.9939,0.935,0.7868
SAT_Competition2009/CRAFTED/Hard/contest02/ezfact64_3.sat05-450.reshuffled-07.cnf,1,0,0.0502,0,0.8233,0.4076,0.2032,0
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen8-n260-03-S722413478.sat05-482.reshuffled-07.cnf,1,0,0.6848,0.3196,1.0225,0.4466,0.697,0.4499
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-180-100.cnf,1,1,0.8333,0.583,0,1,0.8333,0.5831
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-250-3.sat05-2220.reshuffled-07.cnf,1,0.3333,0,0,0.5774,0.5,1,0
SAT_Competition2009/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,0,0.1112,0.0101,0.4832,0.4311,0.7744,0.4192
SAT_Competition2011/SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,0,0.1019,0,0.9222,0.294,0.1759,0.5112
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2-rand3bip-sat/mod2-rand3bip-sat-270-1.shuffled-as.sat05-2248.cnf,1,0.3333,0,0,0.5774,0.5,1,0
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes8.cnf,1,0.8,0.9258,0.7434,0.0276,0.9924,0.9258,0.7702
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,1,0.8844,0.8147,0,1,0.8844,0.8147
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-12.sat05-2587.reshuffled-07.cnf,1,0,0,0,0.9751,0.3621,0.069,0
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-025.sat05-1306.reshuffled-07.cnf,1,0,0.0212,0.5744,0.5895,0.5048,0.9982,0.5744
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,1,0.8372,0.7569,0,1,0.8372,0.7569
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,1,0.0205,0.4581,0,1,0.0205,0.4584
SAT_Competition2011/SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,0,0.1575,0,0.6201,0.5329,0.6133,0.061
SAT_Competition2009/CRAFTED/parity-games/instance_n4_i4_pp_ci_ce.cnf,1,0,0.235,0,0.7461,0.4608,0.6038,0.0543
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-clqcolor-12-07-08.sat05-1251.reshuffled-07.cnf,1,0,0.063,0.647,0.6522,0.4557,0.8291,0.7226
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00090.sat05-1326.reshuffled-07.cnf,1,0,0.0009,0.015,0.7124,0.3176,0.0048,0.2114
SAT_Competition2009/CRAFTED/Hard/contest03/others/color-18-4.sat05-443.reshuffled-07.cnf,1,0,0.0103,0.0098,0.8831,0.3211,0.0103,0.0134
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf,1,0,0.0069,0,0.9866,0.2575,0.0338,0.0001
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34309.cnf,1,1,0,0,0,1,0,0
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n160-s73223945-unsat.cnf,1,0.3333,0,0.0001,0.5773,0.496,1,0.0014
SAT_Competition2007/crafted/Medium/contest05/others/QG8-gensys-ukn005.sat05-3584.reshuffled-07.cnf,1,0,0.1393,0,0.8393,0.3316,0.1396,0.6667
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v1375c111739g2.cnf,1,0.8571,0.9418,0.7853,0.0187,0.9954,0.9418,0.8103
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes1.cnf,1,0.8333,0.9266,0.7499,0.0275,0.9924,0.9266,0.7714
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,1,0.8571,0.7232,0,1,0.8571,0.7233
SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_8gates_u2_autoenc.cnf,1,0,0.0194,0,0.594,0.4001,0.0198,0.0059
SAT_Competition2007/crafted/Hard/contest04/others/CompositeRSA576.sat05-509.reshuffled-07.cnf,1,0,0.098,0,0.7211,0.3999,0.2013,0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_406.cnf,1,1,0.0031,0.6329,0,1,0.9169,0.6449
SAT_Competition2009/CRAFTED/sgi/new-difficult-22-173-20-80.cnf,1,0.8462,0.97,0.8365,0.0137,0.998,0.97,0.8609
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-fclqcolor-20-13-14.sat05-1278.reshuffled-07.cnf,1,0,0.1258,0.8372,0.6891,0.4769,0.9082,0.8377
SAT_Competition2009/CRAFTED/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,0,0.0753,0,0.8418,0.4083,0.2806,0
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i6_pp_ci_ce.cnf,1,0,0.21,0,0.6934,0.4934,0.5979,0.0592
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-15-15-unsat.cnf,1,1,0.875,0.7473,0,1,0.875,0.7474
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p30-s17570390.cnf,1,0.9286,0.9808,0.4731,0.0056,0.9993,0.9808,0.7563
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-14_186.cnf,1,1,0,0.5364,0,1,0.8735,0.5519
SAT_Competition2007/crafted/Hard/contest05/others/linvrinv6.sat05-565.reshuffled-07.cnf,1,0,0.0344,0.0001,0.7253,0.4444,0.5452,0.0285
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf,1,0,0.0153,0,0.9728,0.2665,0.0724,0.0002
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest02-ezfact64_10.sat05-449.reshuffled-07.cnf,1,0,0.0455,0,0.8418,0.3995,0.2054,0
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-4x8.cnf,1,1,0.125,0.5757,0,1,0.125,0.5757
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_14_7_3_fbc.cnf,1,0,0.3425,0.0356,0.5468,0.5681,0.8544,0.7626
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf,1,0.9429,0.9834,0.1897,0.004,0.9995,0.9834,0.9625
SAT_Competition2009/CRAFTED/sgi/satsgi-n25himBHm29-p0-q290.cnf,1,1,0.9835,0.941,0,1,0.9835,0.9411
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g3.cnf,1,0.75,0.9554,0.5453,0.0129,0.9972,0.9554,0.723
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,1,0,0.0323,0.0002,0.9479,0.2855,0.147,0.0047
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2071.cnf,1,0.2,0,0.0003,0.3454,0.775,0.5344,0.1487
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i5_pp.cnf,1,0,0.1968,0,0.6768,0.5001,0.5908,0.0592
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_32_s.cnf,1,0,0.2516,0.0001,0.6464,0.5628,0.5653,0.0362
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s111845174.sat05-536.reshuffled-07.cnf,1,0.1429,0,0.4544,0.597,0.4793,0.8429,0.5396
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g7.cnf,1,0.6,0.9299,0.745,0.0271,0.9927,0.9299,0.7728
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf,1,0,0.7667,0.7474,1.1471,0.4016,0.7667,0.7475
SAT_Competition2007/crafted/Hard/contest02/ezfact64_3.sat05-450.reshuffled-07.cnf,1,0,0.0502,0,0.8233,0.4076,0.2032,0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_443.cnf,1,1,0.0112,0.6368,0,1,0.9247,0.6595
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-9x13.cnf,1,1,0.0303,0.5015,0,1,0.0303,0.5015
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g10.cnf,1,0.6667,0.9286,0.7339,0.0273,0.9926,0.9286,0.7708
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-ukn003.sat05-2726.reshuffled-07.cnf,1,0,0.083,0,0.8572,0.3063,0.1232,0.5
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4232.cnf,1,0.1429,0,0.0008,0.0474,0.9974,0,0.439
SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_9gates_u2_autoenc.cnf,1,0,0.0189,0.0004,0.6054,0.399,0.0191,0.0058
SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v400-s344840348.sat05-470.reshuffled-07.cnf,1,0.3333,0,0,0.5771,0.4933,1,0.009
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-b-clqcolor-16-11-14.sat05-1261.reshuffled-07.cnf,1,0,0.0519,0.8166,0.6787,0.4545,0.8761,0.832
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-10-unsat.cnf,1,1,0.8182,0.672,0,1,0.8182,0.6721
SAT_Competition2007/crafted/Hard/contest03/others/bqwh.60.1080.sat05-436.reshuffled-07.cnf,1,0,0.9412,0.059,1.0009,0.4902,0.9453,0.6919
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-2.sat05-2264.reshuffled-07.cnf,1,0.3333,0,0,0.5774,0.5,1,0
SAT_Competition2011/SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,1,0,0.0017,0.0001,0.8892,0.3696,0.0112,0.042
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.02-s1099787414.sat05-542.reshuffled-07.cnf,1,0.1429,0,0.4472,0.5956,0.4775,0.8437,0.5468
SAT_Competition2007/crafted/Hard/contest02/ezfact64_4.sat05-451.reshuffled-07.cnf,1,0,0.0468,0,0.8286,0.407,0.2042,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-16-31-sat.cnf,1,1,0.9356,0.8716,0,1,0.9356,0.8716
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hidden-k3-s0-r5-n700-02-S350203913.sat05-486.reshuffled-07.cnf,1,0,0,0.0031,0.5809,0.4981,0.9825,0.0756
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,1,0.913,0.9765,0.8246,0.0079,0.9989,0.9765,0.8773
SAT_Competition2011/SAT03/handmade/gomes/bqwh/bqwh.50.825.shuffled-as.sat03-1648.cnf,1,0,0.9443,0.1221,1.0013,0.4905,0.947,0.7097
SAT_Competition2009/CRAFTED/modcircuits/mod4block_3vars_7gates.cnf,1,0,0.0236,0,0.5631,0.4192,0.0236,0.0001
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_511.cnf,1,1,0,0,0,1,0,0
SAT_Competition2007/crafted/Hard/contest05/counting-php/easier-php-035-029.sat05-1179.reshuffled-07.cnf,1,0,0.9329,0.9175,1.0339,0.4758,0.9329,0.9232
SAT_Competition2009/CRAFTED/parity-games/instance_n3_i3_pp_ci_ce.cnf,1,0,0.2779,0.0004,0.8221,0.4249,0.6459,0.0669
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n200-s39840374-sat.cnf,1,0,0.8333,0.5831,1.0005,0.4675,0.8333,0.5831
SAT_Competition2009/CRAFTED/edgematching/compact/em_7_4_9_cmp.cnf,1,0,0.2355,0.0041,0.6062,0.4596,0.8098,0.3156
SAT_Competition2007/crafted/Hard/contest04/others/Composite-048BitPrimes-1.sat05-504.reshuffled-07.cnf,1,0,0.0992,0,0.7195,0.4037,0.2098,0.16
SAT_Competition2007/crafted/Hard/contest02/hgen3-v400-s344840348.sat05-470.reshuffled-07.cnf,1,0.3333,0,0,0.5771,0.4933,1,0.009
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf,1,0,0,0,0.8453,0.3599,0,0.0002
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_505.cnf,1,1,0.0099,0.647,0,1,0.927,0.668
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/counting-harder-php-014-013.sat05-1187.reshuffled-07.cnf,1,0,0.8487,0.834,1.0194,0.4652,0.8487,0.834
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_19_80_8-log.shuffled-as.sat03-143.cnf,1,0,0,0.0348,0.8114,0.2437,0,0.0375
SAT_Competition2009/CRAFTED/Hard/contest02/hgen3-v500-s1349121860.sat05-473.reshuffled-07.cnf,1,0.3333,0,0.0002,0.5774,0.4998,1,0.0105
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_s.cnf,1,0,0.1883,0.0007,0.7307,0.478,0.4677,0.0369
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl009.sat05-2721.reshuffled-07.cnf,1,0,0.0868,0,0.9046,0.288,0.1029,0.543
SAT_Competition2009/CRAFTED/Hard/contest05/others/linvrinv8.sat05-567.reshuffled-07.cnf,1,0,0.0245,0,0.7024,0.4488,0.5835,0.0088
SAT_Competition2011/SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf,1,0,0.1475,0.002,0.7632,0.3889,0.1487,0.8955
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.04-s1788334438.sat05-543.reshuffled-07.cnf,1,0.1429,0,0.4524,0.597,0.4766,0.8455,0.5386
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes3.cnf,1,0.8947,0.9536,0.5317,0.0131,0.9971,0.9536,0.7175
SAT_Competition2009/CRAFTED/edgematching/explicit/em_12_2_4_exp.cnf,1,0,0.7971,0.0001,0.2973,0.8701,0.9485,0.9576
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-220-100.cnf,1,1,0.8333,0.583,0,1,0.8333,0.5831
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p30-s52376212.cnf,1,0.931,0.9855,0.0942,0.0044,0.9995,0.9855,0.9493
SAT_Competition2009/CRAFTED/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,0,0.1932,0.0004,0.6854,0.495,0.9916,0.2005
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p15-s44266159.cnf,1,0.8571,0.9682,0.7717,0.0127,0.998,0.9682,0.8374
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-61-100.cnf,1,1,0,0.0001,0,1,1,0.0004
SAT_Competition2007/crafted/Hard/contest02/ezfact64_6.sat05-453.reshuffled-07.cnf,1,0,0.0454,0,0.8609,0.3965,0.2061,0
SAT_Competition2007/crafted/Hard/contest03/others/999999000001nw.sat05-447.reshuffled-07.cnf,1,0,0.0138,0,0.6081,0.4912,0.9159,0.0433
