@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE OCCFP_OCCFN NUMERIC
@ATTRIBUTE LITFP_LITFN NUMERIC
@ATTRIBUTE OCCFP_OCCF NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE WOCCEP_WOCCE NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE LITEP_LIT NUMERIC
@ATTRIBUTE LITEN_LITE NUMERIC
@ATTRIBUTE OCCEN_OCCE NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC

@DATA
jnh207-90-shuffled,1,0.451166,0.15606,0.928152,0.928152,0.481369,0.190083,0.245504,0.161548,0.683276,0.602353,0.741144,0.600153,0.225977,0.671789,0.671789,0.624082
jnh218-00-shuffled,1,0.4634,0.145,0.883765,0.883765,0.469148,0.197269,0.256186,0.16096,0.681138,0.609607,0.740917,0.618667,0.236479,0.660615,0.660615,0.62127
jnh218-90-shuffled,1,0.451797,0.153277,0.92285,0.92285,0.479939,0.191005,0.246619,0.161868,0.682997,0.603162,0.7405,0.602534,0.226853,0.670632,0.670632,0.623767
k3_1_2-shuffled,1,0.678771,0.689944,1,1,0.5,0.46743,0.525788,0.074844,0.47733,1.077754,0.844492,0.894311,0.443867,0.477995,0.477995,0.481289
k4_2_2-shuffled,1,0.706545,0.655876,1,1,0.5,0.478232,0.53187,0.06573,0.471454,1.10078,0.861915,0.904806,0.458256,0.472383,0.472383,0.476014
k5_2_2,1,0.730106,0.587459,1,1,0.5,0.475916,0.538249,0.075691,0.466265,1.122443,0.83935,0.891671,0.453154,0.46601,0.46601,0.471155
k5_3_2-shuffled,1,0.719739,0.634606,1,1,0.5,0.485497,0.535475,0.060439,0.467892,1.115346,0.872152,0.912403,0.466826,0.468987,0.468987,0.472736
k_branch_n-20-shuffled,1,0.476193,0.127969,1,1,0.5,0.381939,0.407252,0.046538,0.586184,0.784609,0.916947,0.922969,0.393115,0.56654,0.56654,0.560347
k_branch_n-4-shuffled,1,0.7154,0.221053,1,1,0.5,0.464923,0.491748,0.049093,0.507598,0.979777,0.902807,0.944195,0.4458,0.505664,0.505664,0.505107
k_branch_n-5-shuffled,1,0.690501,0.211151,1,1,0.5,0.454485,0.481715,0.048277,0.516876,0.95267,0.90573,0.940721,0.439603,0.513415,0.513415,0.512119
k_branch_n-6,1,0.667212,0.202543,1,1,0.5,0.445523,0.472494,0.047189,0.525453,0.928832,0.90898,0.938838,0.434363,0.520371,0.520371,0.518449
k_branch_n-7,1,0.645416,0.194868,1,1,0.5,0.437594,0.463981,0.045985,0.533417,0.90759,0.912279,0.93787,0.429793,0.526675,0.526675,0.524222
k_branch_n-8-shuffled,1,0.635663,0.182564,1,1,0.5,0.433333,0.464886,0.054099,0.532145,0.911438,0.896594,0.926212,0.422735,0.525977,0.525977,0.523166
k_branch_p-11-shuffled,1,0.582205,0.165668,1,1,0.5,0.415423,0.444025,0.049854,0.551665,0.862414,0.907152,0.92659,0.413209,0.541028,0.541028,0.536937
k_branch_p-14-shuffled,1,0.536999,0.151981,1,1,0.5,0.401016,0.426815,0.046023,0.568022,0.824034,0.916052,0.928327,0.405741,0.553126,0.553126,0.548236
k_branch_p-16-shuffled,1,0.521902,0.140799,1,1,0.5,0.395859,0.424545,0.05113,0.569559,0.821285,0.906878,0.919659,0.399807,0.554651,0.554651,0.549063
k_branch_p-17-shuffled,1,0.509674,0.137342,1,1,0.5,0.3921,0.419878,0.049907,0.57402,0.811252,0.909607,0.920466,0.397989,0.557882,0.557882,0.552104
k_branch_p-4-shuffled,1,0.715511,0.220966,1,1,0.5,0.464847,0.491643,0.04907,0.507694,0.979487,0.902866,0.944224,0.445748,0.505745,0.505745,0.505181
k_branch_p-6-shuffled,1,0.667272,0.202506,1,1,0.5,0.445492,0.472451,0.047179,0.525493,0.928716,0.909005,0.938852,0.434341,0.520405,0.520405,0.51848
k_branch_p-8-shuffled,1,0.635699,0.182546,1,1,0.5,0.433318,0.464863,0.054093,0.532166,0.911379,0.896609,0.926222,0.422725,0.525995,0.525995,0.523183
k_d4_n-11-shuffled,1,0.660931,0.203949,1,1,0.5,0.459601,0.49025,0.07181,0.508693,0.975248,0.858158,0.935466,0.421924,0.507316,0.507316,0.506266
k_d4_n-14-shuffled,1,0.65904,0.202577,1,1,0.5,0.458894,0.489536,0.071912,0.509335,0.973444,0.858085,0.935249,0.421359,0.507859,0.507859,0.506728
k_d4_n-15-shuffled,1,0.658577,0.20224,1,1,0.5,0.458726,0.48936,0.071937,0.509493,0.973003,0.858068,0.935209,0.421221,0.507991,0.507991,0.506842
k_d4_n-16-shuffled,1,0.658171,0.201946,1,1,0.5,0.458581,0.489206,0.071959,0.509633,0.972617,0.858052,0.935179,0.4211,0.508108,0.508108,0.506941
k_d4_n-17-shuffled,1,0.657813,0.201685,1,1,0.5,0.458455,0.489069,0.071979,0.509756,0.972276,0.858038,0.935157,0.420993,0.50821,0.50821,0.507028
k_d4_n-18-shuffled,1,0.657494,0.201454,1,1,0.5,0.458344,0.488947,0.071996,0.509866,0.971974,0.858026,0.93514,0.420898,0.508302,0.508302,0.507106
k_d4_n-19-shuffled,1,0.657208,0.201247,1,1,0.5,0.458245,0.488837,0.072011,0.509965,0.971703,0.858015,0.935128,0.420813,0.508383,0.508383,0.507176
k_d4_n-20-shuffled,1,0.656951,0.20106,1,1,0.5,0.458158,0.488738,0.072025,0.510054,0.971459,0.858006,0.935119,0.420736,0.508457,0.508457,0.507239
k_d4_n-21-shuffled,1,0.656719,0.200891,1,1,0.5,0.458079,0.488649,0.072038,0.510135,0.971238,0.857997,0.935113,0.420667,0.508523,0.508523,0.507295
k_d4_n-7-shuffled,1,0.665932,0.20758,1,1,0.5,0.461605,0.49211,0.071538,0.507027,0.980054,0.85835,0.936371,0.423425,0.505878,0.505878,0.505037
k_d4_p-10-shuffled,1,0.707709,0.241435,1,1,0.5,0.484216,0.500839,0.057983,0.499233,1.002134,0.88391,0.96695,0.44255,0.499397,0.499397,0.499467
k_d4_p-11-shuffled,1,0.706972,0.240858,1,1,0.5,0.483765,0.50053,0.058024,0.499515,1.001165,0.883883,0.966593,0.442267,0.499671,0.499671,0.499709
k_d4_p-21-shuffled,1,0.703427,0.238083,1,1,0.5,0.481662,0.499058,0.058222,0.500861,0.996527,0.883759,0.964987,0.440909,0.500984,0.500984,0.50087
k_d4_p-6-shuffled,1,0.713028,0.245599,1,1,0.5,0.48758,0.503095,0.057686,0.497175,1.009187,0.884099,0.969682,0.444601,0.497416,0.497416,0.497714
k_d4_p-7-shuffled,1,0.711145,0.244124,1,1,0.5,0.486372,0.502291,0.057791,0.497908,1.006679,0.884032,0.96869,0.443873,0.498118,0.498118,0.498336
k_dum_n-10-shuffled,1,0.742647,0.280147,1,1,0.5,0.513856,0.517327,0.041013,0.483695,1.049444,0.915946,0.995258,0.471049,0.486859,0.486859,0.487937
k_dum_n-21-shuffled,1,0.73895,0.276917,1,1,0.5,0.509905,0.515441,0.041403,0.485476,1.0426,0.915431,0.991023,0.469025,0.488631,0.488631,0.489572
k_dum_p-11-shuffled,1,0.739482,0.275081,1,1,0.5,0.506929,0.512243,0.041005,0.488473,1.036364,0.916498,0.991011,0.467923,0.490274,0.490274,0.491071
k_dum_p-13-shuffled,1,0.740179,0.276361,1,1,0.5,0.508025,0.512755,0.040598,0.487975,1.037335,0.917289,0.992189,0.468565,0.490028,0.490028,0.490837
k_dum_p-16-shuffled,1,0.74018,0.277217,1,1,0.5,0.508403,0.512988,0.040423,0.487748,1.037436,0.917642,0.992487,0.468764,0.490005,0.490005,0.490813
k_dum_p-21-shuffled,1,0.74167,0.2791,1,1,0.5,0.510371,0.513881,0.039723,0.486877,1.039421,0.918987,0.994638,0.469941,0.489501,0.489501,0.490335
ken.flash^10.C-f4-shuffled,1,0.505257,0.33333,1,1,0.5,0.423815,0.426277,0.008611,0.572859,0.750007,0.984931,0.992214,0.419963,0.572678,0.572678,0.571426
ken.flash^14.C-d4-shuffled,1,0.500249,0.333322,1,1,0.5,0.420351,0.423385,0.018691,0.57462,0.750025,0.96729,0.988177,0.409889,0.574194,0.574194,0.57142
ken.oop^1.C-d2,1,0.523135,0.333278,1,1,0.5,0.409102,0.416056,0.034653,0.579619,0.750124,0.939353,0.973169,0.393959,0.576704,0.576704,0.571388
k_grz_n-10-shuffled,1,0.660011,0.200222,1,1,0.5,0.45819,0.471947,0.052721,0.526186,0.950458,0.897169,0.967024,0.434578,0.514197,0.514197,0.5127
k_grz_n-13-shuffled,1,0.641572,0.192235,1,1,0.5,0.448089,0.460497,0.049076,0.537104,0.928073,0.905377,0.968012,0.432271,0.520683,0.520683,0.518653
k_grz_n-14-shuffled,1,0.629705,0.187398,1,1,0.5,0.442159,0.455563,0.048176,0.541734,0.915771,0.907706,0.964852,0.429841,0.524327,0.524327,0.521983
k_grz_n-21-shuffled,1,0.592706,0.168708,1,1,0.5,0.425307,0.438663,0.046862,0.557786,0.88226,0.911794,0.961767,0.421862,0.534511,0.534511,0.531276
k_grz_p-10-shuffled,1,0.679235,0.196961,1,1,0.5,0.468425,0.486544,0.063729,0.51244,0.976516,0.874039,0.960753,0.430331,0.506809,0.506809,0.505941
k_grz_p-17-shuffled,1,0.658406,0.180709,1,1,0.5,0.457364,0.475324,0.061425,0.52296,0.953416,0.880011,0.958753,0.426651,0.513594,0.513594,0.511924
k_grz_p-21-shuffled,1,0.641723,0.173488,1,1,0.5,0.448493,0.466497,0.058282,0.531238,0.934061,0.88728,0.956762,0.424672,0.519296,0.519296,0.517047
k_lin_n-10-shuffled,1,0.350843,0.076268,1,1,0.5,0.347716,0.382012,0.051411,0.606556,0.729284,0.911096,0.883773,0.370315,0.587245,0.587245,0.578274
k_lin_n-13-shuffled,1,0.290156,0.062934,1,1,0.5,0.333501,0.360372,0.042191,0.62846,0.682875,0.928998,0.897618,0.363588,0.602904,0.602904,0.594221
k_lin_n-14-shuffled,1,0.274334,0.059472,1,1,0.5,0.329842,0.354882,0.039809,0.634149,0.671314,0.933467,0.901574,0.36186,0.606838,0.606838,0.598332
k_lin_n-21-shuffled,1,0.207199,0.042483,1,1,0.5,0.313917,0.333016,0.031918,0.656786,0.627087,0.948067,0.914637,0.353487,0.62241,0.62241,0.614595
k_lin_n-9-shuffled,1,0.363989,0.083804,1,1,0.5,0.352069,0.384978,0.049236,0.604379,0.734327,0.914608,0.889915,0.374171,0.584958,0.584958,0.576592
k_lin_p-12-shuffled,1,0.54504,0.132075,1,1,0.5,0.393368,0.438881,0.061708,0.553833,0.841149,0.886387,0.881661,0.395153,0.549213,0.549213,0.543139
k_lin_p-16-shuffled,1,0.489583,0.116422,1,1,0.5,0.380982,0.421429,0.056518,0.570007,0.797968,0.898382,0.886018,0.387298,0.563344,0.563344,0.556184
k_lin_p-21-shuffled,1,0.441336,0.100489,1,1,0.5,0.36864,0.407876,0.054587,0.582259,0.766822,0.903554,0.882461,0.379425,0.574075,0.574075,0.565988
k_lin_p-8-shuffled,1,0.610125,0.155532,1,1,0.5,0.412107,0.457656,0.063542,0.537261,0.889218,0.879956,0.890582,0.407139,0.533588,0.533588,0.529319
k_path_n-10-shuffled,1,0.851943,0.242991,1,1,0.5,0.497996,0.536204,0.074393,0.467937,1.094301,0.844198,0.935973,0.448121,0.473551,0.473551,0.477486
k_path_n-20-shuffled,1,0.853457,0.242485,1,1,0.5,0.500423,0.537723,0.074325,0.466467,1.094533,0.844324,0.937942,0.448242,0.473493,0.473493,0.477433
k_path_n-21-shuffled,1,0.85343,0.242599,1,1,0.5,0.500686,0.53778,0.07428,0.46641,1.094427,0.844427,0.938335,0.448263,0.473524,0.473524,0.477458
k_path_p-10-shuffled,1,0.85027,0.242703,1,1,0.5,0.496807,0.536243,0.075269,0.467983,1.094595,0.842342,0.933818,0.447312,0.473418,0.473418,0.477419
k_path_p-16-shuffled,1,0.852356,0.242535,1,1,0.5,0.499242,0.537301,0.07469,0.466913,1.094527,0.84356,0.93651,0.447875,0.473472,0.473472,0.477435
k_path_p-21-shuffled,1,0.853604,0.242492,1,1,0.5,0.500432,0.537676,0.074251,0.466504,1.094434,0.844486,0.938025,0.448293,0.473524,0.473524,0.477456
k_path_p-9-shuffled,1,0.850719,0.242806,1,1,0.5,0.496455,0.53577,0.074922,0.468399,1.094453,0.843078,0.933887,0.447626,0.473477,0.473477,0.477452
k_ph_n-10-shuffled,1,0.46234,0.0865,1,1,0.5,0.363283,0.417464,0.067424,0.57137,0.796163,0.878895,0.847545,0.375833,0.565587,0.565587,0.556742
k_ph_n-13-shuffled,1,0.337422,0.057715,1,1,0.5,0.336274,0.376699,0.05381,0.60969,0.708045,0.908089,0.861558,0.360725,0.595772,0.595772,0.585465
k_ph_n-14-shuffled,1,0.300673,0.050844,1,1,0.5,0.329054,0.364553,0.048384,0.621916,0.682362,0.918601,0.87032,0.357214,0.604516,0.604516,0.594402
k_ph_n-15-shuffled,1,0.268964,0.045037,1,1,0.5,0.322896,0.354224,0.043604,0.632577,0.660859,0.92758,0.878813,0.354298,0.611852,0.611852,0.602098
k_ph_n-8-shuffled,1,0.564267,0.114916,1,1,0.5,0.388207,0.450702,0.074767,0.542034,0.87308,0.859955,0.847676,0.391353,0.539837,0.539837,0.53388
k_ph_n-9-shuffled,1,0.497062,0.099004,1,1,0.5,0.372716,0.427453,0.067473,0.562791,0.817428,0.877373,0.85249,0.382299,0.558063,0.558063,0.550228
k_ph_p-11-shuffled,1,0.396493,0.072938,1,1,0.5,0.349432,0.394802,0.058486,0.592708,0.745103,0.897937,0.85794,0.368482,0.582706,0.582706,0.573032
k_ph_p-12-shuffled,1,0.364684,0.06296,1,1,0.5,0.341635,0.385918,0.057856,0.600606,0.727656,0.900045,0.855383,0.363325,0.589133,0.589133,0.578819
k_ph_p-8-shuffled,1,0.552012,0.11221,1,1,0.5,0.385088,0.445491,0.072385,0.54671,0.859673,0.865387,0.849541,0.389886,0.544116,0.544116,0.537729
k_ph_p-9-shuffled,1,0.489447,0.097694,1,1,0.5,0.370984,0.423838,0.065249,0.566235,0.808348,0.882006,0.855264,0.38176,0.560944,0.560944,0.552991
k_poly_n-12-shuffled,1,0.769823,0.295877,1,1,0.5,0.515752,0.514671,0.054029,0.48641,1.043077,0.889615,1.00421,0.456514,0.488181,0.488181,0.489458
k_poly_n-13-shuffled,1,0.76989,0.295798,1,1,0.5,0.515693,0.514686,0.054068,0.486396,1.042936,0.889543,1.004067,0.456441,0.488217,0.488217,0.489492
k_poly_n-20-shuffled,1,0.77009,0.29556,1,1,0.5,0.515523,0.514735,0.054186,0.48635,1.042514,0.889325,1.003647,0.456222,0.488328,0.488328,0.489593
k_poly_n-21-shuffled,1,0.770115,0.29553,1,1,0.5,0.515503,0.514742,0.0542,0.486343,1.042461,0.889298,1.003595,0.456194,0.488342,0.488342,0.489605
k_poly_p-19-shuffled,1,0.770069,0.295585,1,1,0.5,0.515541,0.51473,0.054173,0.486355,1.042558,0.889348,1.00369,0.456245,0.488316,0.488316,0.489582
k_poly_p-21-shuffled,1,0.770109,0.295537,1,1,0.5,0.515508,0.51474,0.054197,0.486345,1.042474,0.889305,1.003607,0.456201,0.488338,0.488338,0.489602
k_t4p_n-12-shuffled,1,0.674758,0.229969,1,1,0.5,0.469669,0.493187,0.063681,0.506186,0.978527,0.874005,0.951105,0.430892,0.506219,0.506219,0.505427
k_t4p_n-17-shuffled,1,0.673274,0.229304,1,1,0.5,0.468616,0.492517,0.063529,0.506796,0.976718,0.87442,0.950147,0.430582,0.506746,0.506746,0.505889
k_t4p_n-21-shuffled,1,0.67259,0.228998,1,1,0.5,0.468126,0.492211,0.063459,0.507075,0.975887,0.874612,0.949689,0.430439,0.506989,0.506989,0.506102
k_t4p_n-4-shuffled,1,0.684433,0.234301,1,1,0.5,0.476239,0.497691,0.064678,0.502093,0.990449,0.871262,0.956481,0.432923,0.502756,0.502756,0.502399
k_t4p_p-12-shuffled,1,0.678289,0.23125,1,1,0.5,0.471577,0.494649,0.064332,0.504852,0.982515,0.872461,0.952395,0.431258,0.505061,0.505061,0.50441
k_t4p_p-20-shuffled,1,0.675083,0.229925,1,1,0.5,0.469537,0.493235,0.063896,0.506139,0.978713,0.873569,0.950748,0.430725,0.506167,0.506167,0.505379
k_t4p_p-21-shuffled,1,0.674842,0.229826,1,1,0.5,0.469383,0.49313,0.063863,0.506235,0.978428,0.873652,0.950618,0.430685,0.50625,0.50625,0.505452
k_t4p_p-4-shuffled,1,0.690705,0.236378,1,1,0.5,0.479191,0.50035,0.066032,0.499684,0.997464,0.868104,0.957777,0.433333,0.500732,0.500732,0.500635
k_t4p_p-8-shuffled,1,0.681903,0.232743,1,1,0.5,0.473832,0.496273,0.064825,0.503375,0.986828,0.871204,0.954105,0.43186,0.503809,0.503809,0.503315
lognBWLARGEB1-shuffled,1,0.037863,0.005818,1.313131,1.313131,0.567686,0.031283,0.031319,0.001092,0.967771,0.034371,0.998871,0.970653,0.031795,0.968124,0.968124,0.966771
lut4_2_f2-shuffled,1,0.09417,0.995516,1,1,0.5,0.349504,0.529371,0.177184,0.482547,1.116981,0.624906,0.675433,0.350446,0.457206,0.457206,0.472371
lut4_AND_f1-shuffled,1,0.075556,0.997037,1,1,0.5,0.235998,0.444586,0.232528,0.526278,0.939884,0.548922,0.498179,0.251977,0.528965,0.528965,0.515495
lut4_XOR_fOR-shuffled,1,0.184524,0.940476,1,1,0.5,0.442467,0.541133,0.13191,0.470277,1.078329,0.725849,0.83528,0.386935,0.474403,0.474403,0.481156
mutex-128-s,1,0.737312,0.457886,1.001124,1.001124,0.500281,0.403374,0.43168,0.09654,0.560985,0.801584,0.826074,0.918815,0.348284,0.56832,0.56832,0.555067
mutex-16-s,1,0.737493,0.459809,1.009479,1.009479,0.502358,0.404512,0.432095,0.096457,0.560364,0.804124,0.825979,0.920108,0.348343,0.567905,0.567905,0.554286
mutex-2-s,1,0.740157,0.488189,1.133333,1.133333,0.53125,0.421084,0.438247,0.095238,0.551237,0.842105,0.824561,0.93832,0.349206,0.561753,0.561753,0.542857
mutex-32-s,1,0.737388,0.458686,1.004598,1.004598,0.501147,0.403847,0.431853,0.096506,0.560727,0.802639,0.826035,0.919354,0.348308,0.568147,0.568147,0.554742
mutex-4-s,1,0.738292,0.46832,1.046512,1.046512,0.511364,0.409528,0.433936,0.096089,0.557621,0.815416,0.825558,0.925739,0.348603,0.566064,0.566064,0.550838
mutex-64-s,1,0.737337,0.458149,1.002265,1.002265,0.500566,0.403529,0.431737,0.096529,0.5609,0.80193,0.826061,0.918992,0.348292,0.568263,0.568263,0.55496
mutex-8-s,1,0.737725,0.462275,1.020202,1.020202,0.505,0.40597,0.432628,0.09635,0.559569,0.807388,0.825858,0.921756,0.348418,0.567372,0.567372,0.553285
ncf_16_32_8_d.10,1,0.691259,0.137012,0.888229,0.888229,0.470403,0.318659,0.314679,0.14462,0.657352,0.604159,0.768007,0.929989,0.248165,0.65861,0.65861,0.62338
ncf_16_32_8_d.1,1,0.701591,0.137012,0.940622,0.940622,0.484701,0.313199,0.309287,0.140715,0.657352,0.605164,0.774129,0.914053,0.244651,0.663444,0.663444,0.622989
ncf_16_32_8_d.2,1,0.691895,0.136729,0.893629,0.893629,0.471913,0.317805,0.313965,0.144293,0.657408,0.603974,0.768558,0.927651,0.247604,0.659305,0.659305,0.623451
ncf_16_32_8_d.3,1,0.674007,0.136448,0.81102,0.81102,0.447825,0.326733,0.322915,0.150964,0.657465,0.601993,0.758157,0.953866,0.253343,0.651332,0.651332,0.624223
ncf_16_32_8_d.4,1,0.682239,0.136448,0.849106,0.849106,0.459198,0.322388,0.318621,0.147854,0.657465,0.602791,0.76302,0.941181,0.250544,0.655183,0.655183,0.623912
ncf_16_32_8_d.5,1,0.712803,0.13758,0.995982,0.995982,0.498993,0.308303,0.304201,0.136649,0.657237,0.606756,0.780439,0.899463,0.241528,0.667889,0.667889,0.622372
ncf_16_32_8_d.6,1,0.701809,0.137867,0.93471,0.93471,0.483127,0.314643,0.310328,0.140892,0.657179,0.605934,0.773737,0.917806,0.245617,0.662343,0.662343,0.62269
ncf_16_32_8_d.7,1,0.683752,0.13758,0.847503,0.847503,0.458729,0.323675,0.319369,0.147631,0.657237,0.603926,0.763211,0.944312,0.251412,0.654298,0.654298,0.62347
ncf_16_32_8_d.8,1,0.678935,0.137867,0.822818,0.822818,0.451399,0.326754,0.322273,0.14954,0.657179,0.603707,0.760182,0.953133,0.2534,0.651643,0.651643,0.623555
ncf_16_32_8_d.9,1,0.700761,0.136448,0.940949,0.940949,0.484788,0.312611,0.308959,0.140858,0.657465,0.60459,0.77398,0.912639,0.244248,0.663849,0.663849,0.623212
ncf_16_32_8_edau.10,1,0.691259,0.137012,0.888229,0.888229,0.470403,0.332415,0.314679,0.14462,0.661421,0.604159,0.768007,0.981794,0.248165,0.65861,0.65861,0.62338
ncf_16_32_8_edau.1,1,0.701591,0.137012,0.940622,0.940622,0.484701,0.326719,0.309287,0.140715,0.663023,0.605164,0.774129,0.969557,0.244651,0.663444,0.663444,0.622989
ncf_16_32_8_edau.2,1,0.691895,0.136729,0.893629,0.893629,0.471913,0.331592,0.313965,0.144293,0.66168,0.603974,0.768558,0.980114,0.247604,0.659305,0.659305,0.623451
ncf_16_32_8_edau.3,1,0.674007,0.136448,0.81102,0.81102,0.447825,0.340975,0.322915,0.150964,0.659069,0.601993,0.758157,1.000131,0.253343,0.651332,0.651332,0.624223
ncf_16_32_8_edau.4,1,0.682239,0.136448,0.849106,0.849106,0.459198,0.336441,0.318621,0.147854,0.660344,0.602791,0.76302,0.990535,0.250544,0.655183,0.655183,0.623912
ncf_16_32_8_edau.5,1,0.712803,0.13758,0.995982,0.995982,0.498993,0.321479,0.304201,0.136649,0.66444,0.606756,0.780439,0.958038,0.241528,0.667889,0.667889,0.622372
ncf_16_32_8_edau.6,1,0.701809,0.137867,0.93471,0.93471,0.483127,0.328023,0.310328,0.140892,0.662572,0.605934,0.773737,0.972125,0.245617,0.662343,0.662343,0.62269
ncf_16_32_8_edau.7,1,0.683752,0.13758,0.847503,0.847503,0.458729,0.337509,0.319369,0.147631,0.659933,0.603926,0.763211,0.992476,0.251412,0.654298,0.654298,0.62347
ncf_16_32_8_edau.8,1,0.678935,0.137867,0.822818,0.822818,0.451399,0.340649,0.322273,0.14954,0.659021,0.603707,0.760182,0.999032,0.2534,0.651643,0.651643,0.623555
ncf_16_32_8_edau.9,1,0.700761,0.136448,0.940949,0.940949,0.484788,0.326238,0.308959,0.140858,0.663213,0.60459,0.77398,0.968679,0.244248,0.663849,0.663849,0.623212
ncf_16_32_8_euad.10,1,0.691259,0.137012,0.888229,0.888229,0.470403,0.294308,0.295035,0.14462,0.67117,0.604159,0.768007,0.895014,0.248165,0.65861,0.65861,0.62338
ncf_16_32_8_euad.1,1,0.701591,0.137012,0.940622,0.940622,0.484701,0.291092,0.291812,0.140715,0.669135,0.605164,0.774129,0.879791,0.244651,0.663444,0.663444,0.622989
ncf_16_32_8_euad.2,1,0.691895,0.136729,0.893629,0.893629,0.471913,0.293591,0.294466,0.144293,0.671057,0.603974,0.768558,0.892529,0.247604,0.659305,0.659305,0.623451
ncf_16_32_8_euad.3,1,0.674007,0.136448,0.81102,0.81102,0.447825,0.298638,0.299679,0.150964,0.67459,0.601993,0.758157,0.917727,0.253343,0.651332,0.651332,0.624223
ncf_16_32_8_euad.4,1,0.682239,0.136448,0.849106,0.849106,0.459198,0.296078,0.29711,0.147854,0.67297,0.602791,0.76302,0.905353,0.250544,0.655183,0.655183,0.623912
ncf_16_32_8_euad.5,1,0.712803,0.13758,0.995982,0.995982,0.498993,0.288642,0.289061,0.136649,0.666898,0.606756,0.780439,0.866529,0.241528,0.667889,0.667889,0.622372
ncf_16_32_8_euad.6,1,0.701809,0.137867,0.93471,0.93471,0.483127,0.292592,0.292866,0.140892,0.669051,0.605934,0.773737,0.884099,0.245617,0.662343,0.662343,0.62269
ncf_16_32_8_euad.7,1,0.683752,0.13758,0.847503,0.847503,0.458729,0.297691,0.298123,0.147631,0.672623,0.603926,0.763211,0.909321,0.251412,0.654298,0.654298,0.62347
ncf_16_32_8_euad.8,1,0.678935,0.137867,0.822818,0.822818,0.451399,0.299719,0.3,0.14954,0.67356,0.603707,0.760182,0.918143,0.2534,0.651643,0.651643,0.623555
ncf_16_32_8_euad.9,1,0.700761,0.136448,0.940949,0.940949,0.484788,0.290317,0.291329,0.140858,0.669326,0.60459,0.77398,0.877956,0.244248,0.663849,0.663849,0.623212
ncf_16_32_8_u.10,1,0.691259,0.137012,0.888229,0.888229,0.470403,0.307809,0.295035,0.14462,0.676129,0.604159,0.768007,0.950406,0.248165,0.65861,0.65861,0.62338
ncf_16_32_8_u.1,1,0.701591,0.137012,0.940622,0.940622,0.484701,0.304446,0.291812,0.140715,0.675703,0.605164,0.774129,0.938788,0.244651,0.663444,0.663444,0.622989
ncf_16_32_8_u.2,1,0.691895,0.136729,0.893629,0.893629,0.471913,0.30713,0.294466,0.144293,0.676228,0.603974,0.768558,0.948599,0.247604,0.659305,0.659305,0.623451
ncf_16_32_8_u.3,1,0.674007,0.136448,0.81102,0.81102,0.447825,0.31248,0.299679,0.150964,0.67709,0.601993,0.758157,0.9677,0.253343,0.651332,0.651332,0.624223
ncf_16_32_8_u.4,1,0.682239,0.136448,0.849106,0.849106,0.459198,0.309802,0.29711,0.147854,0.676751,0.602791,0.76302,0.958398,0.250544,0.655183,0.655183,0.623912
ncf_16_32_8_u.5,1,0.712803,0.13758,0.995982,0.995982,0.498993,0.301746,0.289061,0.136649,0.674988,0.606756,0.780439,0.928414,0.241528,0.667889,0.667889,0.622372
ncf_16_32_8_u.6,1,0.701809,0.137867,0.93471,0.93471,0.483127,0.305804,0.292866,0.140892,0.675314,0.605934,0.773737,0.941843,0.245617,0.662343,0.662343,0.62269
ncf_16_32_8_u.7,1,0.683752,0.13758,0.847503,0.847503,0.458729,0.311205,0.298123,0.147631,0.676185,0.603926,0.763211,0.961057,0.251412,0.654298,0.654298,0.62347
ncf_16_32_8_u.8,1,0.678935,0.137867,0.822818,0.822818,0.451399,0.313252,0.3,0.14954,0.676256,0.603707,0.760182,0.967593,0.2534,0.651643,0.651643,0.623555
ncf_16_32_8_u.9,1,0.700761,0.136448,0.940949,0.940949,0.484788,0.303774,0.291329,0.140858,0.675988,0.60459,0.77398,0.93754,0.244248,0.663849,0.663849,0.623212
ncf_8_16_4_d.10,1,0.643515,0.158159,0.860731,0.860731,0.462577,0.344939,0.337785,0.141839,0.640803,0.624408,0.769595,0.960305,0.262306,0.643643,0.643643,0.615609
ncf_8_16_4_d.1,1,0.645296,0.157369,0.874429,0.874429,0.466504,0.342849,0.336043,0.141063,0.641086,0.623954,0.770921,0.955239,0.26087,0.645359,0.645359,0.615781
ncf_8_16_4_d.2,1,0.627175,0.156587,0.790043,0.790043,0.441354,0.350295,0.343648,0.147982,0.641365,0.620135,0.760249,0.976744,0.265855,0.638344,0.638344,0.617233
