@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC

@DATA
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,0.9842,0.0402,0.9778,0.5,0.5,3.079,0.4651,0.9853,0.9987,0.9922,0.1222,0.32,0.9842,0.7626,0.4933,0.8005,3.7149,1,0.5524,0.331,3.5036,0.4657,0.0688,0,0,0.5179,0.2679,0,0,0,0,0,0.9597,0,0,1.0986,0,0,1,0,0,0.1322,0,0,0,0,0,?,0,0,0,?,1.0806,0.0007,0.0178,2.1801,?,0,0,0,5949456,0.0006,2.5235,0.051
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0.9587,0.0718,0.9329,0.8855,0.1855,1.7881,0.7714,0.9645,0.9568,0.9091,0.2598,0.2542,0.9587,0.8884,0.0013,0.8591,1.795,0.9824,0.3249,0.468,1.7626,0.1715,0.7939,10,10,0.6731,0,10,0,0,0,22193.5,0.6835,0,6.6667,0,5,22193.5,0.999,5,0,0.0011,1.4142,0.1304,0.0017,0,5,?,5,0,0,?,0.3946,0.0002,0,0.936,?,0.7928,0,0.3536,2120376,0.0002,1.1736,0
SAT-Race-2010-CNF/cryptography/mizh/md5_47_4.cnf,1,0.0723,0.17,0.0106,0.0001,0.1579,0.9795,0.0874,0.5428,0.0886,0.3333,0.9027,0.0385,0.5294,0.0824,0.0486,1.0062,2.37,0.3672,0.0207,0.0365,2.0686,1.7399,0,814,483,0.4053,0.0407,379,5177.5,5177.5,5158,5173,0.413,5226,288.9167,0.9115,252,4663.2,0.6755,179,0.0053,0.0312,0.3515,0.2227,0,0,148,0,85,5158,0.2994,0.0002,0.4859,0.0002,0.0291,0.6042,0.0005,0.4293,0,0.5091,273506,0.0005,0.5864,0.0473
SAT_Competition2007/industrial/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,0.1619,0.1488,0.3523,0.2132,0.1811,2.7559,0.7911,0.5821,0.4639,0.9938,1.3766,0.1239,0.4853,0.3394,0.1325,1.4412,2.9171,0.5155,0.1577,0.1246,1.7356,0.4656,0.1202,919,919,0.3757,0.0807,919,5043.5,3797.75,5048,5027,0.5479,5131,761,1.6462,919,4541.9,0.9977,603,0.6667,0.0676,0.3518,0.3475,0,0,603,?,603,0,0.6685,?,3.0638,0.0103,0.0744,3.5766,?,1.058,0.0001,0.2076,208728,0.0115,4.5758,0.0998
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/een-tip-sat-texas-tp-5e.cnf,1,0.4053,0.2421,0.5539,0.3679,0.7397,2.7663,0.972,0.8053,0.7332,1,1.2246,0.2119,0.6526,0.5136,0.1797,1.5235,2.4006,0.831,0.26,0.6393,2.2425,0.5169,0.1179,0,0,0.4091,0.0694,0,13,12.9553,16,13,0.9037,16,0,0.7,0,12.9348,1,0,0.1965,0.0736,0.1979,0,0.0037,10,0,0.0316,0,10,0.2476,0.0804,0.3581,0.1105,0.0433,0.3643,0.2053,0.3419,0.0105,0,52128,0.1263,0.3997,0.1148
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc979.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0.0194,0.0089,0.5487,0.1537,0.2159,1.9915,0.8474,0.9482,0.8717,0.8998,0.3482,0.343,0.9482,0.5137,0.0335,0.4864,3.5804,0.9101,0.2315,0.6514,3.6364,0.6888,0.0314,0,0,0.4064,0.0077,0,686,462.667,686,332.5,0.5166,0,0,0,0,332.5,0.9972,0,0.8662,0.0098,1.4142,0,0.0004,0,0,?,0,0,0.5989,?,1.0311,0.0044,0.0002,1.0662,?,0.823,0,0,218530,0.0081,0.7924,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-10p1.cnf,1,0.515,0.1442,0.7772,0.3041,0.092,2.9439,0.6175,0.8694,0.8826,0.84,1.093,0.1483,0.6933,0.6207,0.0476,1.4096,3.0927,0.9354,0.2256,0.1895,2.7397,0.5156,0.1214,0,0,0.4011,0.0351,0,0,0,0,51093,0.9088,51093,0,0,0,51093,1,0,0,0.0191,0,0,0,51093,0,?,0,0,0,?,0.6533,0.0001,0.0094,0.7411,?,0,0,0,1388006,0.0001,0.8457,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/smulo/smulo128.cnf,1,0.3279,0.2308,0.2181,0.0798,0.2259,1.5792,0.0526,0.8624,0.3213,0.9398,0.9799,0.0623,0.5006,0.2119,0.047,1.1698,1.3679,0.5179,0.14,0.0316,1.408,0.7945,0.0167,0,0,0.3449,0.047,0,0,0,0,0,0.8368,0,0,0.1327,0,0,0.9999,0,0,0.034,0,0,0,0,0,?,0,0,0,?,2.9028,0.002,0.0307,2.3165,?,0,0,0,564650,0.0024,2.7014,0.034
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-06.cnf,1,0.2317,0.124,0.3355,0.1092,0.291,3.0833,0.3716,0.4348,0.5536,0.9989,2.1065,0.1756,0.4083,0.3679,0.1221,2.2506,3.1792,0.7807,0.1533,0.0871,2.6008,0.7432,0.0377,1407,1396,0.3437,0.0765,1353,1193,1191.92,1220,1193,0.7891,1226,1227,1.0399,1322,1193.03,0.9996,1103,0.0208,0.053,0.0217,0.2531,0,1160,1075,?,953,1161,0.2508,?,1.0265,0.0069,0.0373,6.3716,?,0.2538,0.0002,0.1181,632886,0.1799,1.0703,0.0967
SAT_Competition2007/industrial/industrial/grieu/vmpc_27.cnf,1,0.3922,0.0075,0.692,0.692,0,0.0208,0.9404,0.9994,0.692,0.5339,0.6742,0.0018,0.9994,0.6921,0,0.676,0.7049,0.6964,0.5246,0.7612,0.7049,0.0026,0.6889,1602,1602,0.5944,0,1387,348,346.923,366,349,0.5482,367,1224.25,0,1193,347.182,0.701,1095,0.0844,0,0.0843,0.0735,0.6859,330,1007,?,1007,332,0.0932,?,0.0821,0.0021,0,0.0048,?,0.0871,0.0035,0.1526,96849,0.0036,0.0049,0
SAT-Race-2010-CNF/software-verification/nec/hard-12-U-7061.cnf,1,0.4172,0.1626,0.9433,0.5285,0.5,3.0545,0.4988,0.8476,0.9979,1,1.2648,0.1789,0.4784,0.7445,0.3043,1.5021,3.1389,1,0.1565,0.16,2.5553,0.447,0.1284,0,0,0.5197,0.2568,0,0,0,0,21398,0.7429,21398,0,0,0,14279.3,1,0,0,0.1269,0.866,0,0,0,0,?,0,0,0,?,2.3827,0.0079,0.0694,2.717,?,1.4276,0,0,1290994,0.0093,1.7805,0
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,0.526,0.2744,0.4862,0.3234,0.2851,2.4104,0.9804,0.8696,0.6312,0.6667,1.0845,0.107,0.598,0.4699,0.0846,1.3585,2.1708,0.7345,0.1438,0.5462,1.8453,0.4467,0.1681,0,0,0.4804,0.0556,0,587,584.097,608,588,0.8706,610,0,0.8293,0,587.411,0.999,0,0.0661,0.0426,0.0303,0,0.0012,565,0,0.0006,0,564,0.2908,0.0015,0.8175,0.0081,0.0331,0.3073,0.0338,0.2412,0.0009,0,10681,0.0034,0.3068,0.0455
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_RACE2008/ibm-2002-04r-k80.cnf,1,0.5867,0.1615,0.5473,0.2418,0.734,3.3371,0.647,0.7264,0.787,1,1.4537,0.1523,0.6251,0.517,0.087,1.7444,3.4336,0.8865,0.166,0.0661,2.8477,0.5764,0.084,1461,1461,0.3431,0.0473,1295,13600,13600,13600,13560,1.1177,13651,963.75,1.3041,801,11894.9,1,786,0,0.0321,0.4041,0.2045,0,0,742,?,742,13600,0,?,0.6814,0.0005,0.0177,0.7639,?,1.1916,0,0.2724,457628,0.0007,0.7294,0.0225
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,0.5987,0.176,0.7406,0.2208,0.1437,2.898,0.7872,0.8754,0.837,0.8,1.0292,0.1634,0.7393,0.5666,0.0309,1.3813,2.5698,0.8796,0.2637,0.2656,2.3488,0.5684,0.0695,179,179,0.3878,0.0255,179,0,0,0,44189,0.9944,44189,179,0.6365,179,44189,0.9453,179,0,0.0159,0,0,0,44189,179,0,179,0,0,0,0.4918,0.0001,0.0163,0.5067,0.0001,0,0,0,1211106,0.0001,0.5009,0.0301
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-03-k70.cnf,1,0.4679,0.1583,0.4387,0.1378,1,3.2012,0.1955,0.7306,0.7636,1,1.511,0.1515,0.6218,0.4556,0.1265,1.723,3.35,0.8745,0.1647,0.0736,2.8925,0.687,0.0495,1264,1264,0.3449,0.0592,1143,7635,5107.33,7635,7618,1.0264,7691,995,3.4594,1050,7073.5,1,831,0.866,0.0428,0.2879,0.1293,0.0001,7506,796,?,703,0,0.8708,?,0.9265,0.0012,0.0225,1.0954,?,1.2678,0,0.1743,286405,0.0016,0.9948,0.2827
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.13.unsat.cnf,1,0.217,0.2415,0.1767,0.0978,0.3217,2.0668,0.9401,0.8857,0.3411,0.5,0.9338,0.0855,0.5031,0.2409,0.0705,1.1822,2.4131,0.5411,0.0767,0.2094,1.9763,0.7982,0.0413,1177,1112,0.3452,0.0558,924,290,289.638,306,291,0.8324,306,727.6842,1.0599,637,290.569,0.8557,550,0.0562,0.0481,0.0414,0.1574,0,276,526,0.0009,473,275,0.2752,0.0029,0.6218,0.0066,0.0462,0.3043,0.0293,0.2698,0.0012,0.2988,6802,0.0047,0.6175,0.0779
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq46_a.cnf,1,0.8567,0.0542,1,0.9582,0.5,3.2107,0.6081,0.9043,1,0.96,0.7892,0.2747,0.9062,0.9305,0.1877,1.1737,3.6972,1,0.3119,0.3026,3.45,0.2056,0.8333,0,0,0.7273,0.0469,0,0,0,0,0,0.5716,0,0,0,0,0,1,0,0,0.0467,0,0,0,0,0,?,0,0,0,?,3.3508,0.0053,0,4.4955,?,0,0,0,4659661,0.0043,3.8472,0
SAT_RACE2008/post-cbmc-aes-ee-r2.cnf,1,0.0087,0.0172,0.0534,0.0196,0.3164,2.4662,0.1645,0.0316,0.169,0.8,1.0461,0.0839,0.059,0.1184,0.1939,1.9494,3.8985,0.3024,0.0627,0.0522,2.9959,1.2769,0.0006,910,910,0.3077,0.12,584,815.5,786.8,846,800.5,0.7276,827,551,1.2817,537,776.125,0.9542,404,0.1909,0.0783,0.1839,0.037,0,777,230,?,230,777,0.3671,?,0.6437,0.0002,0.0502,1.9632,?,1.5207,0,0.391,1575975,0.0172,1.5393,0.0746
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-15-10p1.cnf,1,0.5534,0.1526,0.7867,0.3228,0.0891,2.9748,0.4724,0.8636,0.8645,0.8,1.1015,0.1488,0.7076,0.6085,0.0404,1.4461,3.0684,0.9241,0.2222,0.1667,2.7091,0.5328,0.064,3,3,0.4129,0.0314,3,0,0,0,37726,0.9178,37726,1.25,0.9321,1,37726,1,1,0,0.0169,0,0.8207,0,37726,0,?,0,0,0,?,0.6028,0.0001,0.0082,0.7018,?,0,0,0.8718,1019667,0.0001,0.8388,0.0071
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,0.2989,0.2195,0.2192,0.0928,0.2799,1.7409,0.246,0.8358,0.4731,0.9568,1.1049,0.0857,0.5618,0.2783,0.0533,1.2944,2.1363,0.5808,0.0871,0.0578,1.7779,0.7573,0.0348,993,993,0.429,0.0471,664,0,0,0,12926,0.7544,12926,527.625,1.0117,523,12932.7,1,439,0,0.0362,0.0041,1.4825,0,12883,169,?,169,0,0,?,2.1062,0.0024,0.0334,1.6876,?,0.6696,0,0.4223,538304,0.0038,1.6966,0.1305
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_17_SAT.cnf,1,0.0188,0.0084,0.5962,0.1041,0.2182,2.3006,0.7646,0.9453,0.8748,0.894,0.3616,0.3399,0.9453,0.5013,0.038,0.5894,3.603,0.9175,0.2403,0.6679,3.5395,0.7268,0.0306,104,104,0.4409,0.0047,104,633,426.333,633,652.5,0.5589,653,104,0,104,500.25,0.9969,104,0.8662,0.0093,0.6679,0,0.0001,0,104,?,104,0,0.5926,?,1.0142,0.0041,0.0002,1.1077,?,1.35,0,0,215000,0.0084,0.826,0
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,0.2174,0.2148,0.2338,0.0917,0.5,3.1361,0.8252,0.5776,0.4687,0.9794,1.5694,0.1844,0.5174,0.3091,0.2465,1.8324,3.1318,0.7509,0.1911,0.0703,2.4382,0.8385,0.0392,0,0,0.4474,0.1773,0,3433,3168.08,3448,3419.5,0.809,3466,0,1.3742,0,3346.95,0.9999,0,0.3006,0.1101,0.1585,0,0,3384,0,0.0001,0,3383,0.6618,0.0006,0.8213,0.0028,0.083,0.7375,0.0076,0.6442,0.0001,0,158531,0.0043,0.837,0.1008
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-05r-k90.cnf,1,0.6783,0.1265,0.662,0.3081,0.277,3.5313,0.3443,0.7474,0.8239,0.75,1.3638,0.1632,0.7063,0.5801,0.0634,1.7976,3.7291,0.9292,0.1896,0.0302,3.2327,0.5129,0.1105,1160,1160,0.3914,0.0301,1160,0,0,0,28593,1.0779,28593,644.3333,0.9675,650,19069.3,0.9997,123,0,0.022,0.866,0.1598,0,0,123,?,123,0,0,?,0.9054,0.0004,0.0074,1.0796,?,0.8387,0,0.6571,976191,0.0004,1.0932,0.0093
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,0.2503,0.1012,0.8111,0.8045,0.1545,1.5172,0.7129,0.4874,0.8357,0.9556,2.0501,0.2054,0.92,0.8222,0.0678,1.0412,1.7602,0.8746,0.3748,0.3219,1.6735,0.0526,0.7998,1957,1908,0.6659,0.0162,1800,1711,1593.43,1748,1699,0.6395,1745,1395.4167,0.852,1557,1605.25,0.9795,1090,0.2882,0.0187,0.2673,0.2329,0.1251,1670,972,?,662,1676,0.2473,?,1.109,0.0077,0.0076,2.3027,?,0.4127,0.0002,0.2893,41379,0.0129,2.7757,0.0907
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-26.cnf,1,0.218,0.1836,0.1494,0.0456,0.257,1.9086,0.2,0.6573,0.375,0.6364,1.2537,0.1099,0.5807,0.2413,0.1051,1.4295,2.5474,0.6597,0.0747,0.0462,2.3514,0.9767,0.0172,1406,1256,0.3571,0.0525,1054,2207,1904.29,2241,2220,0.7019,2264,809.2,1.4781,750,2164,0.8876,603,0.4411,0.0435,0.1697,0.3796,0,2172,550,?,497,0,1.0578,?,1.9705,0.0128,0.0325,1.1725,?,1.1865,0.0001,0.323,79766,0.0164,1.9485,0.1312
SAT_Competition2011/SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,0.816,0.087,0.8581,0.727,0.3971,3.8051,0.952,0.8734,0.9304,0.9184,0.8357,0.1983,0.832,0.7976,0.1345,0.9256,3.6566,0.9629,0.5433,0.424,3.077,0.233,0.5489,0,0,0.8901,0.0293,0,57,56.9464,64,57,0.2793,64,0,0.3734,0,56.9696,0.9918,0,0.099,0.0399,0.0988,0,0.0815,50,0,0.0012,0,50,0.1534,0.0226,0.4914,0.0503,0.0126,0.5241,0.245,0.3014,0.003,0,5423,0.0438,0.4105,0.0797
SAT_Competition2007/industrial/industrial/grieu/vmpc_34.cnf,1,0.3937,0.006,0.6917,0.6917,0,0.2903,0.9412,0.9996,0.6917,0.5349,0.6733,0.0013,0.9996,0.6918,0,0.6745,0.6027,0.6917,0.5274,0.808,0.6027,0.0017,0.6917,1852,1852,0.5955,0,1852,554.5,545.21,574,560,0.5473,578,1231.25,0,1506,551.444,0.6984,1319,0.1323,0,0.1173,0.1218,0.6875,529,248,?,248,535,0.0825,?,0.0747,0.0013,0,0.0034,?,0.0934,0.0022,0.4865,194072,0.0023,0.0035,0
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,0.0691,0.043,0.1609,0.0415,0.3589,1.8378,0.5196,0.1927,0.4201,1,0.6269,0.0511,0.1242,0.2444,0.1731,0.4487,4.8793,0.5459,0.0301,0.2271,2.4264,0.9655,0.0135,0,0,0.0551,0.064,0,5075,5075,0,10072,2.8407,10072,0,1.0344,0,10064,1,0,1.4142,0.0432,0.0084,0,0,9976,0,?,0,0,1.1915,?,1.1167,0.0007,0.005,1.5018,?,0.1534,0,0,773506,0.001,2.3847,0.177
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,0.1414,0.1969,0.5528,0.1564,0.2478,2.0429,0.2432,0.8375,0.5657,0.9032,1.1171,0.1846,0.4259,0.4065,0.1749,1.2298,2.0559,0.5916,0.1645,0.073,1.9207,0.5629,0.0266,1656,1656,0.381,0.0825,919,4909,4909,0,9710,0.6614,9762,835.625,0.7369,751,8317.71,0.9868,603,1.4142,0.0855,0.441,0.1637,0,0,585,?,585,0,0.4789,?,1.7792,0.0032,0.0637,2.2135,?,2.0272,0,0.396,323566,0.0032,2.0838,0.0948
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-27.cnf,1,0.3121,0.1818,0.3926,0.1647,0.2634,2.5713,0.9359,0.6876,0.6173,0.6667,1.3734,0.1284,0.6008,0.3976,0.1064,1.5682,2.5751,0.7815,0.1289,0.1386,2.3683,0.6623,0.0379,1678,1342,0.3217,0.0579,1309,746,738.625,774,750,0.8847,774,1012.1667,1.2456,1120,744.241,0.9836,725,0.1162,0.0438,0.0898,0.2283,0.0001,723,627,?,558,722,0.4508,?,2.7875,0.0746,0.0273,3.1498,?,0.7452,0.0004,0.3274,29194,0.1557,4.4282,0.1327
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,0.9679,0.0143,1,0.9965,1,4.2266,0.4532,0.9716,1,1,0.2542,0.2828,0.9716,0.9277,0.2505,0.416,5.2325,1,0.57,0.4532,4.9541,0.2263,0.7873,0,0,0.9392,0.0047,0,0,0,0,0,0.2426,0,0,0,0,0,1,0,0,0.0511,0,0,0,0,0,?,0,0,0,?,4.0607,0.0064,0,6.6361,?,0,0,0,5584003,0.0078,6.4636,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_06_UNSAT.cnf,1,0.0307,0.0114,0.6193,0.3856,0.1135,2.515,0.8291,0.8611,0.6819,0.9481,0.6694,0.2868,0.8611,0.5419,0.0039,0.742,3.9633,0.8782,0.3248,0.4782,4.1422,0.4412,0.2188,4651,4651,0.48,0,4651,202,200.393,225,205,0.571,217,4651,0.8889,4651,201.73,0.9739,4651,0.1471,0.0027,0.1412,0,0.0114,184,4651,?,4651,185,0.2087,?,0.8072,0.0076,0,1.0478,?,0.2543,0.0002,0,47620,0.0252,0.8402,0.1591
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,1,0.1924,0.1159,0.682,0.4968,1,3.1716,0.5881,0.7542,0.7398,1,1.3179,0.1633,0.5524,0.6073,0.1249,1.4271,3.0882,0.8215,0.3584,0.0768,2.8281,0.3406,0.2694,2422,2422,0.4958,0.1112,2274,1653,1616.14,1683,1647.5,0.665,1679,1970,0.7874,2141,1647.79,1,1730,0.1591,0.0614,0.0187,0.1812,0,1602,1469,?,1278,1620,0.1668,?,1.8273,0.0123,0.0507,1.4024,?,0.2422,0,0.1857,144673,0.0043,1.1443,0.1034
SAT_RACE2006/SAT-Race_TS_2/velev-sss-1.0-05.cnf,1,0.8087,0.0912,0.8379,0.672,0.4311,3.6462,0.978,0.863,0.8903,0.7576,0.9875,0.1769,0.8499,0.7454,0.0903,1.4966,3.9018,0.9189,0.2019,0.4058,3.4769,0.2975,0.4218,2135,2135,0.6004,0.0219,2135,430,428.005,448,428,0.7566,448,2135,0.2128,2135,428.016,0.9973,2135,0.0603,0.0289,0.054,0,0,411,2135,?,2135,408,0.1147,?,1.0929,0.0651,0.0044,1.3267,?,0.1728,0.0006,0,12812,0.0597,1.1325,0.0527
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,0.2859,0.1947,0.385,0.2245,0.2229,2.991,0.0978,0.7131,0.5459,0.6,1.3554,0.1074,0.4972,0.3893,0.0829,1.582,3.0819,0.6679,0.1458,0.0263,2.2975,0.5425,0.0928,937,926,0.4964,0.0583,904,4269,4269,0,8514,0.7469,8540,682.5833,0.9297,728,7570.11,0.9957,525,1.4142,0.0397,0.375,0.3003,0,0,377,0,330,0,1.0881,0.0003,0.8975,0.001,0.0337,0.9157,0.002,1.4434,0,0.2949,296405,0.0011,0.9093,0.0477
SAT_RACE2008/manol-pipe-c8nidw.cnf,1,0.1213,0.1274,0.6543,0.5065,0.4632,2.7561,0.0654,0.4631,0.7642,0.9699,1.6294,0.1501,0.4684,0.6006,0.1493,1.7719,2.8551,0.8672,0.1748,0.0203,2.5089,0.4054,0.1756,439,420,0.3736,0.1201,408,11849,11849,11849,11986,0.7075,11997,301.5,0.5273,359,11994,1,204,0,0.077,0.0137,0.1462,0,11801,71,?,42,11849,0,?,1.6079,0.0041,0.0735,1.7579,?,0.2538,0,0.412,799867,0.0065,2.1701,0.0574
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-27r-k95.cnf,1,0.5577,0.1448,0.6062,0.2999,0.3508,3.3709,0.2308,0.7059,0.8217,0.7333,1.6003,0.1394,0.6518,0.5511,0.1081,1.9376,3.4735,0.9038,0.1774,0.0652,3.0403,0.5368,0.0875,796,614,0.4496,0.0653,519,8805,6623.5,8855,8795,0.9089,8885,487.4375,1.7483,476,8254.38,0.9995,414,0.6667,0.0434,0.2668,0.1207,0.0001,8686,398,?,396,0,1.199,?,0.7236,0.0009,0.0238,1.0148,?,1.1587,0,0.2009,302137,0.0009,0.9187,0.0173
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-g10idw.cnf,1,0.1375,0.1309,0.6357,0.4959,0.4582,2.7719,0.1325,0.4593,0.7493,0.9658,1.6432,0.1528,0.4698,0.5841,0.1441,1.8022,3.0084,0.8404,0.1721,0.0287,2.5964,0.4131,0.1372,497,360,0.3743,0.1166,242,7969,7969,7929,7986,0.717,8062,169.85,0.8558,164,6871.57,1,89,0.0071,0.0752,0.441,0.2745,0,0,74,?,54,7929,0.7602,?,1.3212,0.0017,0.071,1.4065,?,2.2285,0,0.6421,516784,0.0025,1.7832,0.0769
