@RELATION 'feature_values_premarshalling_astar_2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE tiers NUMERIC
@ATTRIBUTE overstowing-stack-pct NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE top-good-max NUMERIC
@ATTRIBUTE group-same-mean NUMERIC
@ATTRIBUTE bflb NUMERIC
@ATTRIBUTE top-good-min NUMERIC
@ATTRIBUTE group-same-stdev NUMERIC
@ATTRIBUTE group-same-max NUMERIC
@ATTRIBUTE empty-stack-pct NUMERIC
@ATTRIBUTE stack-tier-ratio NUMERIC
@ATTRIBUTE group-same-min NUMERIC
@ATTRIBUTE overstowage-pct NUMERIC
@ATTRIBUTE top-good-stdev NUMERIC
@ATTRIBUTE top-good-mean NUMERIC

@DATA
BF4_cpmp_16_5_48_20_36_6,1,0.6,5,625,16,19,2.28571,36,2,0.699854,3,0.25,0.3125,0,0.45,5.62494,10.4
BF4_cpmp_16_5_48_20_36_7,1,0.6,5,625,16,16,2.28571,36,2,0.824786,4,375,0.3125,0,0.45,4.32319,7.1
BF4_cpmp_16_5_48_20_36_8,1,0.6,5,0.6875,16,16,2.28571,36,2,0.982846,4,0.25,0.3125,0,0.45,4.58167,7.90909
BF4_cpmp_16_5_48_20_36_9,1,0.6,5,0.5625,16,18,2.28571,36,2,0.764875,4,0.25,0.3125,0,0.45,5.22813,9.66667
BF5_cpmp_16_5_64_13_39_1,1,0.8,5,0.8125,16,10,4.57143,42,2,1.54524,7,0,0.3125,0,0.4875,2.27411,4.46154
BF5_cpmp_16_5_64_13_39_10,1,0.8,5,0.8125,16,13,4.57143,39,3,1.4983,7,0.0625,0.3125,0,0.4875,2.46874,6.53846
BF5_cpmp_16_5_64_13_39_11,1,0.8,5,0.8125,16,10,4.57143,42,2,1.44984,7,0,0.3125,0,0.4875,2.4997,5.46154
BF5_cpmp_16_5_64_13_39_12,1,0.8,5,0.75,16,12,4.57143,41,2,1.63507,7,0,0.3125,0,0.4875,3.4187,6.25
BF5_cpmp_16_5_64_13_39_14,1,0.8,5,875,16,13,4.57143,41,2,1.80136,9,0,0.3125,0,0.4875,3.32661,7.07143
BF5_cpmp_16_5_64_13_39_15,1,0.8,5,0.9375,16,13,4.57143,40,2,1.34771,6,0.0625,0.3125,0,0.4875,3.03754,6.2
BF5_cpmp_16_5_64_13_39_17,1,0.8,5,875,16,12,4.57143,42,2,1.44984,6,0,0.3125,0,0.4875,3.38439,5.78571
BF5_cpmp_16_5_64_13_39_2,1,0.8,5,0.9375,16,13,4.57143,40,2,2.16182,10,0.0625,0.3125,0,0.4875,3.01109,7
BF5_cpmp_16_5_64_13_39_20,1,0.8,5,875,16,13,4.57143,40,2,1.39971,6,0,0.3125,0,0.4875,3.77694,5.85714
BF5_cpmp_16_5_64_13_39_3,1,0.8,5,0.75,16,10,4.57143,40,3,1.4983,6,0,0.3125,0,0.4875,2.25308,5.58333
BF5_cpmp_16_5_64_13_39_4,1,0.8,5,0.8125,16,12,4.57143,40,3,1.44984,6,0,0.3125,0,0.4875,2.57664,6.76923
BF5_cpmp_16_5_64_13_39_5,1,0.8,5,875,16,10,4.57143,41,2,1.54524,7,0.0625,0.3125,0,0.4875,2.79942,5.85714
BF5_cpmp_16_5_64_13_39_8,1,0.8,5,0.75,16,11,4.57143,41,2,1.34771,6,0,0.3125,0,0.4875,2.92855,5.41667
BF5_cpmp_16_5_64_13_39_9,1,0.8,5,875,16,12,4.57143,41,2,1.76126,9,0,0.3125,0,0.4875,3.09047,5.85714
BF6_cpmp_16_5_64_13_48_1,1,0.8,5,0.8125,16,13,4.57143,48,3,1.63507,7,0.1875,0.3125,0,0.6,3.24356,7.30769
BF6_cpmp_16_5_64_13_48_11,1,0.8,5,0.8125,16,11,4.57143,48,2,1.63507,7,0.1875,0.3125,0,0.6,3098,6.30769
BF6_cpmp_16_5_64_13_48_12,1,0.8,5,0.8125,16,11,4.57143,50,2,1.59079,6,0.1875,0.3125,0,0.6,2.64239,5.69231
BF6_cpmp_16_5_64_13_48_13,1,0.8,5,0.8125,16,12,4.57143,50,2,1.63507,7,0.1875,0.3125,0,0.6,2.99901,5.07692
BF6_cpmp_16_5_64_13_48_15,1,0.8,5,0.8125,16,12,4.57143,48,2,1.54524,7,125,0.3125,0,0.6,3.00296,6.53846
BF6_cpmp_16_5_64_13_48_16,1,0.8,5,875,16,10,4.57143,50,3,1.39971,6,125,0.3125,0,0.6,2.02157,6.35714
BF6_cpmp_16_5_64_13_48_17,1,0.8,5,0.8125,16,13,4.57143,49,2,1.4983,7,125,0.3125,0,0.6,3.4981,6.38462
BF6_cpmp_16_5_64_13_48_18,1,0.8,5,0.8125,16,10,4.57143,50,2,1.4983,7,0.0625,0.3125,0,0.6,2.53029,5.53846
BF6_cpmp_16_5_64_13_48_19,1,0.8,5,0.8125,16,12,4.57143,48,2,1.59079,7,0.1875,0.3125,0,0.6,3.50823,7
BF6_cpmp_16_5_64_13_48_2,1,0.8,5,0.8125,16,11,4.57143,48,2,1.39971,6,0.1875,0.3125,0,0.6,2.70437,6.38462
BF6_cpmp_16_5_64_13_48_3,1,0.8,5,0.8125,16,10,4.57143,49,2,1.59079,7,0.1875,0.3125,0,0.6,2.72182,6.76923
BF6_cpmp_16_5_64_13_48_4,1,0.8,5,0.8125,16,13,4.57143,49,2,1.72023,8,125,0.3125,0,0.6,3.47263,5.69231
BF6_cpmp_16_5_64_13_48_6,1,0.8,5,0.8125,16,12,4.57143,48,2,1.63507,8,0.1875,0.3125,0,0.6,3.42804,6.30769
BF6_cpmp_16_5_64_13_48_7,1,0.8,5,0.8125,16,10,4.57143,49,2,1.44984,6,0.1875,0.3125,0,0.6,2.48069,6
BF6_cpmp_16_5_64_13_48_8,1,0.8,5,0.8125,16,13,4.57143,48,2,1.59079,7,0.1875,0.3125,0,0.6,3.09991,7.07692
BF6_cpmp_16_5_64_13_48_9,1,0.8,5,0.8125,16,12,4.57143,48,3,1.76126,8,125,0.3125,0,0.6,3.25449,7.15385
BF7_cpmp_16_5_64_26_39_1,1,0.8,5,0.8125,16,21,2.37037,41,2,0.948611,5,0,0.3125,0,0.4875,6.43952,9.61538
BF7_cpmp_16_5_64_26_39_10,1,0.8,5,875,16,18,2.37037,42,2,1.09369,5,0,0.3125,0,0.4875,5.02646,8.85714
BF7_cpmp_16_5_64_26_39_11,1,0.8,5,0.8125,16,21,2.37037,42,3,0.908729,4,0,0.3125,0,0.4875,5.52563,10.0769
BF7_cpmp_16_5_64_26_39_12,1,0.8,5,0.8125,16,21,2.37037,41,2,1.02372,5,0,0.3125,0,0.4875,6.58131,9.61538
BF7_cpmp_16_5_64_26_39_13,1,0.8,5,875,16,21,2.37037,41,2,1.09369,5,0,0.3125,0,0.4875,5.76584,11.4286
BF7_cpmp_16_5_64_26_39_14,1,0.8,5,875,16,22,2.37037,40,2,0.908729,4,125,0.3125,0,0.4875,6.76765,9.64286
BF7_cpmp_16_5_64_26_39_15,1,0.8,5,875,16,23,2.37037,41,2,0.823189,4,0,0.3125,0,0.4875,6.75859,10.5
BF7_cpmp_16_5_64_26_39_16,1,0.8,5,0.75,16,20,2.37037,41,2,0.908729,4,0,0.3125,0,0.4875,5.44862,9.75
BF7_cpmp_16_5_64_26_39_17,1,0.8,5,0.8125,16,17,2.37037,43,3,1.09369,5,0,0.3125,0,0.4875,4.74685,8.07692
BF7_cpmp_16_5_64_26_39_19,1,0.8,5,0.9375,16,20,2.37037,40,2,0.823189,4,0,0.3125,0,0.4875,4.86712,10.6667
BF7_cpmp_16_5_64_26_39_2,1,0.8,5,0.9375,16,24,2.37037,41,2,0.948611,4,0,0.3125,0,0.4875,7.13863,10.2
BF7_cpmp_16_5_64_26_39_20,1,0.8,5,875,16,19,2.37037,41,3,0.986882,5,0.0625,0.3125,0,0.4875,5.14335,9.21429
BF7_cpmp_16_5_64_26_39_3,1,0.8,5,0.9375,16,24,2.37037,43,3,1.05929,5,0,0.3125,0,0.4875,6.15864,10.2667
BF7_cpmp_16_5_64_26_39_6,1,0.8,5,875,16,21,2.37037,41,2,1.15944,5,0,0.3125,0,0.4875,5.65189,10.3571
BF7_cpmp_16_5_64_26_39_7,1,0.8,5,875,16,19,2.37037,42,2,0.823189,4,0,0.3125,0,0.4875,4.94511,9.21429
BF7_cpmp_16_5_64_26_39_8,1,0.8,5,0.8125,16,21,2.37037,42,3,0.908729,4,0,0.3125,0,0.4875,6.14519,10.9231
BF8_cpmp_16_5_64_26_48_1,1,0.8,5,875,16,21,2.37037,50,2,1.41809,6,125,0.3125,0,0.6,6.24704,13.2143
BF8_cpmp_16_5_64_26_48_11,1,0.8,5,875,16,25,2.37037,48,2,0.948611,5,125,0.3125,0,0.6,7.07287,12.7857
BF8_cpmp_16_5_64_26_48_12,1,0.8,5,0.8125,16,20,2.37037,49,2,0.776895,4,125,0.3125,0,0.6,5.15672,9.15385
BF8_cpmp_16_5_64_26_48_17,1,0.8,5,0.8125,16,25,2.37037,48,2,0.908729,4,125,0.3125,0,0.6,7.02573,12.1538
BF8_cpmp_16_5_64_26_48_20,1,0.8,5,0.8125,16,26,2.37037,48,2,0.823189,4,125,0.3125,0,0.6,7.38862,12.1538
BF8_cpmp_16_5_64_26_48_4,1,0.8,5,0.8125,16,24,2.37037,48,4,0.823189,5,0.1875,0.3125,0,0.6,6.57501,14
BF8_cpmp_16_5_64_26_48_5,1,0.8,5,0.8125,16,24,2.37037,48,2,1.15944,5,125,0.3125,0,0.6,6.84053,13.2308
BF8_cpmp_16_5_64_26_48_6,1,0.8,5,875,16,26,2.37037,49,2,0.823189,4,0.0625,0.3125,0,0.6,6.74764,11.4286
BF8_cpmp_16_5_64_26_48_7,1,0.8,5,0.8125,16,22,2.37037,50,2,1.02372,6,0.0625,0.3125,0,0.6,6.75523,11.5385
BF9_cpmp_16_8_77_16_47_1,1,0.601562,8,0.75,16,12,4.52941,49,2,2.40386,9,0,0.5,0,0.367188,3.6391,6.91667
BF9_cpmp_16_8_77_16_47_10,1,0.601562,8,0.75,16,16,4.52941,48,2,1.33362,6,0,0.5,0,0.367188,4.27119,6.58333
BF9_cpmp_16_8_77_16_47_12,1,0.601562,8,0.75,16,15,4.52941,49,2,1.71902,7,0,0.5,0,0.367188,3.61325,5.66667
BF9_cpmp_16_8_77_16_47_3,1,0.601562,8,875,16,10,4.52941,51,2,1.28876,6,0,0.5,0,0.367188,2.43801,5.64286
BF9_cpmp_16_8_77_16_47_4,1,0.601562,8,0.8125,16,13,4.52941,48,2,1.4191,7,0,0.5,0,0.367188,3.34239,6.46154
BF9_cpmp_16_8_77_16_47_6,1,0.601562,8,875,16,13,4.52941,49,2,1.4191,6,0,0.5,0,0.367188,3.7362,6.42857
BF9_cpmp_16_8_77_16_47_7,1,0.601562,8,875,16,11,4.52941,51,2,1.81878,8,0,0.5,0,0.367188,2.54049,5.78571
BF9_cpmp_16_8_77_16_47_8,1,0.601562,8,0.9375,16,9,4.52941,51,2,1.68445,8,0,0.5,0,0.367188,1.98214,4.73333
LC2a_lc2a_1,1,0.694444,6,0.666667,12,5,4.54545,22,2,3.17271,11,0,0.5,0,0.263889,0.780625,3125
LC2a_lc2a_10,1,0.694444,6,0.666667,12,8,4.54545,21,3,2.46295,9,0,0.5,0,0.263889,1.72753,5625
LC2a_lc2a_2,1,0.694444,6,0.833333,12,6,4.54545,21,2,2.70903,9,0,0.5,0,0.263889,1.22066,4.1
LC2a_lc2a_3,1,0.694444,6,0.75,12,7,4.54545,21,2,2.8079,9,0,0.5,0,0.263889,1.69967,3.66667
LC2a_lc2a_4,1,0.694444,6,0.916667,12,6,4.54545,22,2,2.14746,8,0,0.5,0,0.263889,1.2792,4
LC2a_lc2a_5,1,0.694444,6,0.75,12,5,4.54545,22,2,2.49959,9,0,0.5,0,0.263889,1.06574,3.44444
LC2a_lc2a_7,1,0.694444,6,0.666667,12,7,4.54545,21,2,2.27091,8,0,0.5,0,0.263889,1.58114,3.5
LC2b_lc2b_1,1,0.694444,6,0.833333,12,8,4.54545,37,2,3.4997,14,0,0.5,0,0.486111,1.66132,4.2
LC2b_lc2b_2,1,0.694444,6,0.833333,12,10,4.54545,37,2,2.14746,9,0,0.5,0,0.486111,2.2891,4.4
LC2b_lc2b_3,1,0.694444,6,1,12,8,4.54545,39,2,2.74238,9,0,0.5,0,0.486111,2.11476,4.16667
LC2b_lc2b_4,1,0.694444,6,0.833333,12,8,4.54545,37,3,1.87634,7,0.083333,0.5,0,0.486111,1.74356,5.4
LC2b_lc2b_5,1,0.694444,6,0.833333,12,10,4.54545,38,2,2.34961,8,0.083333,0.5,0,0.486111,2.07123,5.1
LC2b_lc2b_6,1,0.694444,6,0.833333,12,7,4.54545,37,2,2.70903,10,0.083333,0.5,0,0.486111,1.34164,5
LC2b_lc2b_7,1,0.694444,6,0.833333,12,5,4.54545,38,2,1.61604,6,0.083333,0.5,0,0.486111,1.18322,3
LC2b_lc2b_9,1,0.694444,6,0.75,12,9,4.54545,36,2,1.82725,8,0,0.5,0,0.486111,2.66667,5
LC3a_lc3a_1,1,0.75,6,0.583333,12,9,4.90909,21,2,2.31417,9,0,0.5,0,0.277778,2.6573,4.71429
LC3a_lc3a_10,1,0.75,6,0.75,12,7,4.90909,22,3,2.50289,9,0,0.5,0,0.277778,1.24722,4.66667
LC3a_lc3a_3,1,0.75,6,0.666667,12,6,4.90909,22,2,2.31417,9,0,0.5,0,0.277778,1.16592,3875
LC3a_lc3a_4,1,0.75,6,0.75,12,7,4.90909,21,2,2.50289,8,0,0.5,0,0.277778,1.6178,3.77778
LC3a_lc3a_6,1,0.75,6,0.75,12,6,4.90909,22,2,2.02056,8,0,0.5,0,0.277778,1.42292,3.55556
LC3a_lc3a_7,1,0.75,6,0.916667,12,8,4.90909,22,2,2.67835,9,0,0.5,0,0.277778,1.67134,3.54545
LC3a_lc3a_8,1,0.75,6,0.75,12,7,4.90909,22,2,2.50289,9,0,0.5,0,0.277778,1.5476,4.22222
LC3a_lc3a_9,1,0.75,6,0.75,12,8,4.90909,22,2,2.96815,9,0,0.5,0,0.277778,1.82574,3
LC3b_lc3b_1,1,0.75,6,1,12,10,4.90909,40,2,2.23422,9,0,0.5,0,0.513889,2.66015,4.41667
LC3b_lc3b_10,1,0.75,6,0.833333,12,10,4.90909,39,2,3.20382,12,0,0.5,0,0.513889,2.32594,5.3
LC3b_lc3b_4,1,0.75,6,0.916667,12,5,4.90909,40,2,2.74539,11,0.083333,0.5,0,0.513889,1.07565,3.45455
LC3b_lc3b_5,1,0.75,6,0.916667,12,7,4.90909,39,2,2.42916,10,0.083333,0.5,0,0.513889,1.71044,3.72727
LC3b_lc3b_6,1,0.75,6,0.916667,12,8,4.90909,40,2,2.27454,8,0,0.5,0,0.513889,2.17423,5
LC3b_lc3b_8,1,0.75,6,0.916667,12,7,4.90909,39,2,2.27454,8,0.083333,0.5,0,0.513889,1.72966,3.90909
LC3b_lc3b_9,1,0.75,6,0.833333,12,9,4.90909,40,2,2.71208,10,0,0.5,0,0.513889,2.61725,4.5
cv_data5-10-33,1,0.714286,7,1,10,28,1,40,1,0,1,0,0.7,1,0.5,8.61626,14.4
cv_data4-6-1,1,0.666667,6,1,6,14,1,18,1,0,1,0,1,1,0.416667,4.86484,8
cv_data4-4-19,1,0.666667,6,1,4,9,1,13,1,0,1,0,1.5,1,0.416667,3.20156,5.5
cv_data5-4-23,1,0.714286,7,1,4,11,1,11,1,0,1,0,1.75,1,0.321429,3.80789,6
cv_data4-5-2,1,0.666667,6,1,5,12,1,16,1,0,1,0,1.2,1,0.433333,3.92938,7.4
cv_data4-5-26,1,0.666667,6,1,5,10,1,17,1,0,1,0,1.2,1,0.433333,3.00666,4.6
cv_data5-5-12,1,0.714286,7,1,5,15,1,18,1,0,1,0,1.4,1,0.428571,4.91528,7.2
cv_data4-5-9,1,0.666667,6,1,5,14,1,17,2,0,1,0,1.2,1,0.466667,4.30813,8.2
cv_data5-7-19,1,0.714286,7,1,7,14,1,24,2,0,1,0,1,1,0.428571,3.8492,6.57143
cv_data4-6-18,1,0.666667,6,1,6,16,1,21,1,0,1,0,1,1,0.472222,5.15321,7.66667
cv_data4-4-21,1,0.666667,6,1,4,9,1,13,1,0,1,0,1.5,1,0.416667,2.95804,4.5
cv_data4-7-39,1,0.666667,6,0.857143,7,25,1,16,2,0,1,0,0.857143,1,0.357143,8.19383,10.8333
cv_data4-7-27,1,0.666667,6,1,7,26,1,22,1,0,1,0,0.857143,1,0.452381,8.54759,10.2857
cv_data5-7-40,1,0.714286,7,1,7,28,1,29,2,0,1,0,1,1,0.510204,8.31031,10.7143
cv_data5-6-26,1,0.714286,7,1,6,13,1,29,1,0,1,0,1.16667,1,0.547619,3.97562,4.83333
cv_data5-6-6,1,0.714286,7,1,6,21,1,21,1,0,1,0,1.16667,1,0.428571,7.78888,12
cv_data4-5-1,1,0.666667,6,1,5,10,1,16,1,0,1,0,1.2,1,0.4,2.92575,5.2
cv_data5-4-21,1,0.714286,7,1,4,8,1,19,4,0,1,0,1.75,1,0.5,1.47902,6.25
cv_data4-5-22,1,0.666667,6,1,5,10,1,18,1,0,1,0,1.2,1,0.466667,2.92575,5.8
cv_data5-7-13,1,0.714286,7,1,7,14,1,27,1,0,1,0,1,1,0.44898,4,8
cv_data5-8-38,1,0.714286,7,1,8,25,1,31,3,0,1,0,875,1,0.482143,6.76387,12.5
cv_data4-7-38,1,0.666667,6,1,7,23,1,16,1,0,1,0,0.857143,1,0.333333,7.15998,8.85714
cv_data3-8-38,1,0.6,5,1,8,18,1,14,1,0,1,0,625,1,0.3,5.12348,7.5
cv_data4-4-16,1,0.666667,6,1,4,9,1,17,1,0,1,0,1.5,1,0.5,3.16228,5
cv_data4-7-37,1,0.666667,6,1,7,13,1,19,1,0,1,0,0.857143,1,0.380952,3.70328,6
cv_data5-7-15,1,0.714286,7,1,7,18,1,27,1,0,1,0,1,1,0.469388,5.36808,7.42857
cv_data4-7-25,1,0.666667,6,1,7,25,1,18,1,0,1,0,0.857143,1,0.380952,7.81417,8.28571
cv_data5-5-38,1,0.714286,7,0.8,5,15,1,15,2,0,1,0,1.4,1,0.4,5.11737,9.25
cv_data5-8-39,1,0.714286,7,1,8,21,1,30,1,0,1,0,875,1,0.464286,7.39827,9375
cv_data5-5-29,1,0.714286,7,1,5,14,1,21,1,0,1,0,1.4,1,0.485714,5.09902,6
cv_data5-5-25,1,0.714286,7,0.8,5,15,1,17,2,0,1,0,1.4,1,0.428571,4.71036,7.75
cv_data4-7-30,1,0.666667,6,0.857143,7,19,1,17,2,0,1,0,0.857143,1,0.357143,5.14512,9.83333
cv_data5-4-36,1,0.714286,7,1,4,16,1,17,5,0,1,0,1.75,1,0.5,4.03113,10.5
cv_data4-4-15,1,0.666667,6,1,4,11,1,9,2,0,1,0,1.5,1,0.291667,3.53553,5
cv_data5-8-19,1,0.714286,7,1,8,36,1,27,1,0,1,0,875,1,0.446429,11.5081,13.25
cv_data5-10-23,1,0.714286,7,1,10,32,1,35,1,0,1,0,0.7,1,0.457143,11.0639,14.7
cv_data5-5-11,1,0.714286,7,1,5,6,1,17,1,0,1,0,1.4,1,0.4,1.72047,3.8
cv_data4-7-20,1,0.666667,6,1,7,22,1,21,2,0,1,0,0.857143,1,0.428571,6.88091,11.2857
cv_data4-7-35,1,0.666667,6,1,7,11,1,22,1,0,1,0,0.857143,1,0.428571,3.45821,5.42857
cv_data4-6-7,1,0.666667,6,1,6,19,1,19,1,0,1,0,1,1,0.444444,6.59966,8.66667
cv_data4-7-6,1,0.666667,6,1,7,18,1,26,3,0,1,0,0.857143,1,0.5,5.85191,9.42857
cv_data4-5-25,1,0.666667,6,1,5,18,1,17,1,0,1,0,1.2,1,0.466667,6.04649,9.8
cv_data5-8-2,1,0.714286,7,1,8,32,1,27,1,0,1,0,875,1,0.446429,9.09327,15.75
cv_data4-4-33,1,0.666667,6,1,4,7,1,14,1,0,1,0,1.5,1,0.416667,2.38485,4.25
cv_data4-5-5,1,0.666667,6,1,5,9,1,14,1,0,1,0,1.2,1,0.366667,2.82843,4
cv_data3-8-37,1,0.6,5,0.75,8,17,1,10,1,0,1,0,625,1,225,5.82142,7.66667
cv_data4-5-20,1,0.666667,6,1,5,12,1,15,1,0,1,0,1.2,1,0.433333,4.36348,6.6
cv_data5-4-37,1,0.714286,7,1,4,16,1,17,1,0,1,0,1.75,1,0.5,5.76086,10.25
cv_data4-6-5,1,0.666667,6,0.833333,6,20,1,15,1,0,1,0,1,1,0.388889,7.02567,6.8
cv_data4-6-35,1,0.666667,6,1,6,17,1,17,3,0,1,0,1,1,0.416667,4.76095,8
cv_data4-7-1,1,0.666667,6,1,7,14,1,19,2,0,1,0,0.857143,1,0.380952,4.49943,7.57143
cv_data5-5-5,1,0.714286,7,1,5,17,1,20,3,0,1,0,1.4,1,0.485714,4.84149,9.4
cv_data5-5-37,1,0.714286,7,1,5,13,1,16,2,0,1,0,1.4,1,0.4,4.16653,6.2
cv_data4-5-24,1,0.666667,6,0.8,5,8,1,12,2,0,1,0,1.2,1,0.333333,2.27761,4.25
cv_data5-4-15,1,0.714286,7,1,4,16,1,17,5,0,1,0,1.75,1,0.5,4272,10.5
cv_data5-9-21,1,0.714286,7,1,9,28,1,27,1,0,1,0,0.777778,1,0.365079,7.64167,9.22222
cv_data5-4-27,1,0.714286,7,1,4,19,1,17,2,0,1,0,1.75,1,0.5,6.20484,9
cv_data5-6-25,1,0.714286,7,1,6,18,1,23,2,0,1,0,1.16667,1,0.47619,5.41603,7
cv_data5-8-25,1,0.714286,7,1,8,27,1,28,3,0,1,0,875,1,0.446429,9.2997,14375
cv_data4-6-21,1,0.666667,6,1,6,17,1,20,1,0,1,0,1,1,0.444444,5.01387,8.16667
cv_data5-5-16,1,0.714286,7,1,5,16,1,16,1,0,1,0,1.4,1,0.4,5.93296,7
cv_data5-4-4,1,0.714286,7,1,4,17,1,19,4,0,1,0,1.75,1,0.535714,5.11737,9.75
cv_data5-5-39,1,0.714286,7,1,5,13,1,16,2,0,1,0,1.4,1,0.4,3.96989,6.2
cv_data4-7-22,1,0.666667,6,1,7,19,1,20,1,0,1,0,0.857143,1,0.404762,5.52545,8.42857
cv_data5-6-11,1,0.714286,7,1,6,18,1,21,3,0,1,0,1.16667,1,0.428571,5.34634,9.5
cv_data4-6-9,1,0.666667,6,0.833333,6,14,1,15,2,0,1,0,1,1,0.361111,4.97996,7
cv_data3-5-13,1,0.6,5,1,5,7,1,12,1,0,1,0,1,1,0.36,2.31517,3.8
cv_data3-8-2,1,0.6,5,0.75,8,16,1,12,1,0,1,0,625,1,0.25,4.98888,7.33333
cv_data5-6-2,1,0.714286,7,0.833333,6,15,1,18,2,0,1,0,1.16667,1,0.380952,4.75815,7.6
cv_data5-4-17,1,0.714286,7,1,4,13,1,18,1,0,1,0,1.75,1,0.5,5.52268,7
cv_data5-8-6,1,0.714286,7,1,8,18,1,30,1,0,1,0,875,1,0.446429,5.5,7.5
cv_data4-6-20,1,0.666667,6,0.833333,6,16,1,15,1,0,1,0,1,1,0.361111,5.23832,8.6
cv_data5-4-7,1,0.714286,7,1,4,11,1,14,1,0,1,0,1.75,1,0.392857,3.64005,6.5
cv_data4-7-19,1,0.666667,6,1,7,26,1,18,1,0,1,0,0.857143,1,0.380952,7.86882,11.2857
cv_data5-5-33,1,0.714286,7,1,5,14,1,24,3,0,1,0,1.4,1,0.542857,4.53431,8.2
cv_data5-5-27,1,0.714286,7,1,5,14,1,23,2,0,1,0,1.4,1,0.514286,4.53431,9.2
cv_data5-4-31,1,0.714286,7,1,4,13,1,17,2,0,1,0,1.75,1,0.464286,4.02337,8.25
cv_data4-5-30,1,0.666667,6,1,5,8,1,18,1,0,1,0,1.2,1,0.466667,2.31517,4.2
cv_data5-6-8,1,0.714286,7,0.833333,6,12,1,20,6,0,1,0,1.16667,1,0.428571,2.15407,9.4
cv_data5-5-14,1,0.714286,7,1,5,12,1,21,4,0,1,0,1.4,1,0.485714,2.87054,8.6
cv_data4-6-16,1,0.666667,6,0.833333,6,18,1,13,3,0,1,0,1,1,0.333333,6.01997,9.4
cv_data5-5-40,1,0.714286,7,1,5,15,1,20,1,0,1,0,1.4,1,0.457143,4.96387,7.6
cv_data4-7-26,1,0.666667,6,1,7,14,1,18,1,0,1,0,0.857143,1,0.357143,4,7
cv_data5-5-7,1,0.714286,7,1,5,20,1,18,1,0,1,0,1.4,1,0.457143,6.79412,7.2
cv_data3-7-18,1,0.6,5,0.714286,7,13,1,11,6,0,1,0,0.714286,1,0.285714,2.72764,9.6
cv_data5-5-24,1,0.714286,7,1,5,12,1,23,2,0,1,0,1.4,1,0.514286,3.61109,6.4
cv_data5-4-3,1,0.714286,7,1,4,16,1,17,4,0,1,0,1.75,1,0.5,4.60299,8.25
cv_data5-5-23,1,0.714286,7,1,5,12,1,17,1,0,1,0,1.4,1,0.4,4.31741,5.4
cv_data5-5-10,1,0.714286,7,1,5,12,1,19,1,0,1,0,1.4,1,0.428571,3.89872,5
cv_data5-5-18,1,0.714286,7,1,5,9,1,19,2,0,1,0,1.4,1,0.428571,2.44949,6
cv_data4-7-24,1,0.666667,6,1,7,16,1,20,2,0,1,0,0.857143,1,0.404762,4.43548,7.57143
cv_data5-4-13,1,0.714286,7,1,4,17,1,17,1,0,1,0,1.75,1,0.464286,6.37868,6.25
cv_data5-9-38,1,0.714286,7,1,9,25,1,37,2,0,1,0,0.777778,1,0.492063,8.26117,13.4444
cv_data5-5-8,1,0.714286,7,1,5,15,1,16,1,0,1,0,1.4,1,0.4,4.9558,6.2
cv_data4-7-40,1,0.666667,6,1,7,17,1,19,1,0,1,0,0.857143,1,0.380952,5.57692,8.57143
cv_data5-7-33,1,0.714286,7,1,7,30,1,30,1,0,1,0,1,1,0.510204,8.93514,12.1429
cv_data4-4-12,1,0.666667,6,1,4,8,1,13,4,0,1,0,1.5,1,0.416667,1.47902,5.75
cv_data4-6-36,1,0.666667,6,1,6,19,1,17,1,0,1,0,1,1,0.388889,5.8784,6.33333
cv_data5-4-20,1,0.714286,7,1,4,9,1,15,1,0,1,0,1.75,1,0.428571,3.03109,4.75
cv_data4-5-23,1,0.666667,6,1,5,10,1,17,1,0,1,0,1.2,1,0.433333,3.49857,5.6
cv_data4-7-13,1,0.666667,6,1,7,17,1,17,1,0,1,0,0.857143,1,0.333333,5.84144,9.14286
cv_data5-9-32,1,0.714286,7,1,9,31,1,31,3,0,1,0,0.777778,1,0.444444,8.65384,15.3333
cv_data4-7-32,1,0.666667,6,1,7,20,1,19,1,0,1,0,0.857143,1,0.380952,6.09114,8.57143
cv_data5-9-4,1,0.714286,7,1,9,20,1,30,5,0,1,0,0.777778,1,0.412698,4.64545,10.4444
cv_data4-7-23,1,0.666667,6,0.857143,7,23,1,14,1,0,1,0,0.857143,1,0.309524,6.87992,10
cv_data5-5-3,1,0.714286,7,1,5,9,1,21,1,0,1,0,1.4,1,0.485714,3.07246,4.4
cv_data4-5-39,1,0.666667,6,1,5,11,1,15,1,0,1,0,1.2,1,0.4,3.76298,5.8
cv_data5-7-36,1,0.714286,7,1,7,28,1,29,2,0,1,0,1,1,0.489796,9.6574,11.1429
cv_data4-4-3,1,0.666667,6,1,4,13,1,14,3,0,1,0,1.5,1,0.458333,3.90512,6.5
cv_data4-7-36,1,0.666667,6,1,7,23,1,19,1,0,1,0,0.857143,1,0.404762,7.9231,10.2857
