@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC

@DATA
SAT_Competition2009/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,0.6174,1.2398,510,510,510,0.145,1749,953,1749,600,1749,0.7567,0.9642,3.3729,0.3625,0.039,0.831,0.3815,0.6126,0.1373,0.9013,0.0915,0.0556,1.5396,0.8316,3.6152,0.9847,0,0,0.2707,0.035,0.5467
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf,1,0.9802,0.1454,4,4,37,0.9802,766,160,766,46,166,0.9952,0.4761,3.2172,0.5,0.8924,0.9993,0.9812,0.977,0.944,1,0.9539,0.0041,0.0989,0.9802,5.8786,1,0.1187,0.9333,0.0733,0.0062,0.9992
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,1,0.9261,0.2836,242,242,450,0.9261,3781,1553.4,3781,551,2743,0.7914,0.3026,2.8138,0,0.8276,0.8024,0.7805,0.7914,0.9252,0.8109,0.7718,0.0168,0.2697,0.9261,4.5152,0.8412,0.7442,0.8182,0.0416,0,0.9923
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1906075351-024.cnf,1,0,0,4058,4058,4108,0,4443,4222.4,4443,4125,4378,0.0591,0.1317,2.1572,0.0002,0.6474,0.1081,0.0299,0.0712,0.7424,0.1528,0.0128,0.0118,1.0007,0.0653,4.1124,0.2477,0,0.1429,0.0268,0.0001,0.3125
SAT_RACE2008/velev-vliw-sat-4.0-b4.cnf,1,0.9588,0.9339,0,0,0,0.6348,0,0,0,0,0,0.9987,1,4.1231,0.5,0.3152,1,0.9749,0.9129,0.5612,1,0.5,0.0364,1.285,0.9568,4.354,1,0,0,0.2696,0.0012,0.5825
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl001.sat05-2695.reshuffled-07.cnf,1,0.0989,2.5476,177,249,581,0.0905,3067,1294.5,2394,1356,1740,0.748,1,2.8671,1,0.4289,0.7998,0.6646,0.6986,0.8048,0.8331,0.5308,0.2231,2.9418,0.1152,3.3497,1,0,0,0.2063,0.4995,0.289
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,0.9349,0.2605,179,288,433,0.9349,1779,758.08,1499,688,915,0.8088,0.3475,2.9075,0,0.7651,0.8206,0.7982,0.8092,0.9258,0.8289,0.7887,0.0149,0.2431,0.9349,4.8,0.8632,0.7637,0.8,0.0451,0,0.9939
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1517867865-16.cnf,1,0,0,34,39,43,0,99,50.897,66,50,55,0.1447,0.3269,2.9886,0.0152,0.4808,0.2428,0.0704,0.1646,0.6037,0.3368,0.0241,0.05,0.8282,0.1853,3.6803,0.5658,0.0002,0.2,0.0607,0.0023,0.3745
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S748216286-061.cnf,1,0,0,4218,4218,4245,0,4378,4290.4,4378,4281,4360,0.1452,0.2381,2.8219,0.0057,0.5664,0.2418,0.0713,0.1624,0.713,0.3247,0.0388,0.0469,0.84,0.1855,3.4876,0.4285,0.0013,0.2,0.0567,0.0015,0.3767
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.8731,1.0373,0,0,0,0.585,0,0,0,0,0,0.7644,0.8182,2.8426,0.1345,0.3005,0.8447,0.2751,0.5835,0.7175,0.8866,0.0713,0.1733,1.3791,0.732,2.569,0.9626,0,0,0.1638,0.0156,0.3881
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1617626827-069.SATISFIABLE.cnf,1,0.9659,0.1533,3808,3808,3854,0,4060,3902.4,4060,3904,3987,0.4122,1,3.3313,0.3003,0.3284,0.5661,0.2014,0.4044,0.5753,0.7237,0.0958,0.2311,0.7246,0.4748,2.6604,1,0.0027,0,0.1694,0.0794,0.503
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.4828,0.8766,3424,3424,3584,0.0181,4308,3874.8,4308,4146,4157,0.0252,0.25,1.782,0.135,0.2701,0.1022,0.0027,0.0726,0.6582,0.2242,0.0002,0.2042,1.4091,0.4079,2.6635,0.3961,0,0,0.0691,0.0533,0.4628
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S870840347-014.cnf,1,0,0,4093,4093,4128,0,4368,4214.5,4368,4269,4368,0.0625,0.0949,2.0697,0.0003,0.6437,0.0936,0.0328,0.067,0.7582,0.1289,0.0145,0.0118,1.007,0.0624,4.1453,0.1845,0.0004,0.1429,0.0217,0.0001,0.3137
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,0.9978,0.1789,0,0,0,0.9607,0,0,0,0,0,0.9835,0.9938,1.6649,0.5,0.1729,0.9919,0.9619,0.9612,0.3538,0.9945,0.9481,0.0571,0.6491,0.9607,1.7591,0.999,0.0003,0,0.326,0.0142,0.7893
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,0.8754,1.0292,0,0,0,0.5987,0,0,0,0,0,0.7566,0.8,2.898,0.1588,0.2671,0.8425,0.2749,0.5821,0.6851,0.885,0.0707,0.176,1.3813,0.7393,2.5698,0.9626,0,0,0.1634,0.0156,0.3878
SAT_Competition2007/crafted/Hard/contest05/counting-php/easier-fphp-035-029.sat05-1221.reshuffled-07.cnf,1,0.9617,0.1662,14,25,238,0.9617,1558,331.24,615,289,357,0.9109,0.2842,0,0.0044,0.9874,0.911,0.9109,0.9109,0.9888,0.911,0.9109,0.0321,0.8941,0.7357,0,0.9111,0.9108,0,0,0.0044,0.4862
SAT_Competition2007/crafted/Medium/contest05/others/QG7-gensys-icl001.sat05-2926.reshuffled-07.cnf,1,0.4865,1.091,3257,3257,3542,0.3387,4511,3892.5,4511,4260,4511,0.9147,1,2.3702,0.9774,0.5801,0.9234,0.8135,0.8691,0.9712,0.934,0.7446,0.0369,1.3824,0.4329,3.1953,1,0.0003,0,0.1652,0.0345,0.4093
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S321371087-018.cnf,1,0.9604,0.1667,3784,3784,3801,0,4138,3886.8,4138,3864,3952,0.4076,1,3.3399,0.3183,0.3299,0.582,0.2541,0.4183,0.5718,0.7118,0.1225,0.2304,0.7095,0.4943,2.6498,1,0.0019,0,0.1759,0.0827,0.4888
SAT_RACE2008/post-c32s-ss-8.cnf,1,0.8711,1.0619,465,506,558,0.4161,1045,649.59,787,639,693,0.6957,0.9592,1.76,0.217,0.1027,0.7286,0.5636,0.5567,0.3483,0.7511,0,0.2086,1.3213,0.5865,2.1911,0.9901,0,0,0.124,0.0496,0.444
SAT_Competition2007/crafted/Hard/contest02/ezfact64_4.sat05-451.reshuffled-07.cnf,1,0.2042,0.6172,839,839,851,0.0468,1135,962.83,1135,1000,1060,0.0098,0.4,0.7712,0.0933,0.0454,0.1707,0.001,0.1007,0.3308,0.3249,0,0.1605,1.2783,0.3679,1.2776,0.7189,0,0,0.0474,0.0665,0.407
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-pbl-00400.sat05-1322.reshuffled-07.cnf,1,0.0031,1.9367,26,72,151,0.0006,845,242.17,466,213,308,0.6031,1,4.2377,0.4994,0.2912,0.7497,0.3635,0.545,0.6346,0.8612,0.1395,0.0182,2.69,0.0522,5.5859,1,0.0009,0,0.3145,0.4376,0.2918
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-17-s.cnf,1,0.9035,1.021,26,26,39,0.5669,52,41.8,52,42,50,0.6454,0.8182,3.0643,0.2021,0.1134,0.8105,0.2029,0.5245,0.4581,0.8627,0.0513,0.1628,1.3521,0.7373,2.8214,0.9499,0,0,0.1595,0.013,0.3624
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1,0,0,4225,4225,4266,0,4390,4288.4,4390,4276,4366,0.1334,0.2893,2.7469,0.0104,0.5664,0.2109,0.0697,0.1508,0.7124,0.2963,0.0327,0.0469,0.829,0.1962,3.3357,0.4933,0.0019,0.2,0.0568,0.0015,0.3739
SAT_Competition2007/crafted/Medium/contest05/others/QG-gensys-brn008.sat05-2685.reshuffled-07.cnf,1,0.1025,2.5446,374,467,1004,0.0949,2846,1469.6,2609,1360,2019,0.7471,1,2.9375,1,0.4575,0.7998,0.6647,0.6983,0.8333,0.8332,0.5377,0.2217,2.9219,0.1118,3.3595,1,0,0,0.2023,0.4996,0.2822
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_2_keyfind_1.cnf,1,0.5028,0.8921,3946,3946,3991,0.0223,4343,4123.8,4343,4127,4291,0.0253,0.25,1.793,0.135,0.3193,0.0984,0.0028,0.0734,0.7208,0.2234,0.0002,0.2081,1.4436,0.4064,2.6786,0.3962,0,0,0.0707,0.0532,0.4544
SAT-Race-2010-CNF/mixed/jarvisalo/eq.atree.braun.12.unsat.cnf,1,0.8775,0.9511,532,561,607,0.217,1358,758,1263,668,969,0.1759,0.5,2.0475,0.3218,0.2279,0.3456,0.0982,0.2379,0.9878,0.5429,0.0412,0.241,1.1951,0.5004,2.4287,0.8527,0,0,0.0901,0.0455,0.3448
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S1161147107-031.cnf,1,0.9736,0.1316,3693,3693,3797,0,4057,3860,4057,3846,4051,0.3956,0.8333,3.3243,0.3513,0.3179,0.5957,0.1984,0.4,0.5606,0.724,0.0753,0.2315,0.674,0.5057,2.6947,0.9601,0.0009,0,0.1632,0.0788,0.4882
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0.8998,1.0226,75,75,75,0.5776,75,75,75,75,75,0.635,0.8095,3.1127,0.2026,0.1376,0.805,0.2198,0.5268,0.4178,0.8577,0.0552,0.1666,1.3599,0.7403,2.8292,0.9905,0,0,0.1573,0.013,0.3638
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S727005963-093.SATISFIABLE.cnf,1,0.972,0.1275,3700,3700,3772,0,3924,3805.4,3924,3795,3856,0.3987,1,3.3156,0.3683,0.3081,0.5763,0.2159,0.4037,0.5218,0.7005,0.0913,0.2319,0.6969,0.5004,2.694,1,0.0026,0,0.1711,0.0763,0.5031
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1164089919-15.UNSAT.shuffled.cnf,1,0,0,4290,4290,4332,0,4465,4370.6,4465,4379,4444,0.1533,0.1959,2.8057,0.0062,0.5829,0.2662,0.0694,0.1685,0.7187,0.332,0.0311,0.0469,0.8246,0.1784,3.4916,0.3899,0.0003,0.2,0.0591,0.0015,0.3718
SAT-Race-2010-CNF/software-verification/nec/hard-11-U-7061.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,0.9761,0.1953,0,0,0,0.9718,0,0,0,0,0,0.9512,1,3.2353,0.5,0.3823,0.9994,0.3636,0.7285,0.58,1,0.1062,0.0499,0.865,0.9718,3.3715,1,0,0,0.3145,0.0236,0.5283
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/400/unif-k3-r4.25-v400-c1700-S1039370030-037.cnf,1,0.9894,0.0587,3845,3845,3951,0,4082,3976.9,4082,3989,4077,0.3855,1,3.2425,0.9116,0.3212,0.5529,0.1826,0.3818,0.5718,0.708,0.0727,0.2344,0.6258,0.4994,2.714,1,0.0002,0,0.1708,0.0742,0.5018
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S451874538-03.cnf,1,0,0,38,46,50,0,113,59.847,77,58,63,0.1507,0.3737,3.0264,0.0128,0.4812,0.2424,0.0746,0.1691,0.6013,0.3398,0.0285,0.05,0.838,0.194,3.6732,0.619,0.0003,0.2,0.0606,0.0023,0.3776
SAT-Race-2010-CNF/software-verification/babic/dspam_dump_vc972.cnf,1,0.9771,0.2318,1219,1219,1219,0.0228,1219,1219,1219,1219,1219,0.1552,1,0.9825,0.4034,0.0093,0.1922,0.1482,0.174,0.0401,0.1923,0.1482,0.2225,0.6449,0.3023,1.0642,1,0,0,0.0289,0.0547,0.4308
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-120-3.sat05-2340.reshuffled-07.cnf,1,0,0,2380,2439,2634,0,3367,2806.1,3246,2767,2988,0,0,0,0.3833,0.315,0,0,0,0.8446,0,0,0.25,0.9882,0.2922,0,0,0,0,0,0.3831,0.3656
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S471246417-03.cnf,1,0,0,63,71,78,0,193,89.971,107,87,94,0.1432,0.3118,2.9694,0.0101,0.4939,0.2384,0.0715,0.1622,0.6192,0.3263,0.0317,0.05,0.8214,0.1839,3.6464,0.5403,0.001,0.2,0.0584,0.0023,0.3718
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0.9665,0.2302,30,30,30,0.9636,45,36,45,33,45,0.9015,0.9459,3.111,0.4918,0.4034,0.9624,0.3693,0.6803,0.7489,0.9749,0.0342,0.0606,0.8961,0.9636,3.2813,1,0,0,0.3087,0,0.5334
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S311671104-045.cnf,1,0.9412,0.2292,3849,3849,3877,0,4158,3932,4158,3879,3979,0.3911,1,3.3547,0.3013,0.3355,0.5986,0.2045,0.4002,0.5737,0.7247,0.0816,0.2278,0.7746,0.5014,2.7102,1,0.0003,0,0.1749,0.0792,0.4993
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p30-s67876261.cnf,1,0.9772,0.1506,6,6,16,0.9772,1595,268.5,1595,45,399,0.9052,0.5306,3.3837,0.0001,0.8753,0.9241,0.8835,0.9003,0.9573,0.9377,0.8561,0.0075,0.1065,0.9772,5.7095,0.9702,0.766,0.9231,0.0818,0,0.999
SAT-Race-2010-CNF/mixed/diagnosis/UCG-20-10p1.cnf,1,0.8694,1.093,0,0,1,0.515,76,13.25,76,3,13,0.7772,0.84,2.9439,0.092,0.1322,0.8826,0.3041,0.6207,0.4044,0.9354,0.1214,0.1442,1.4096,0.6933,3.0927,1,0,0,0.1483,0.0094,0.4011
SAT_Competition2007/crafted/spence/medium/s69-100.cnf,1,1,0,3931,3931,4088,0,4545,4220.1,4545,4162,4445,0.0151,0.3333,0.4138,0.3195,0.8497,0.0697,0.0036,0.0541,0.9561,0.2072,0.0007,0.4662,0,0.5,0.4138,0.2178,0,1,0.1173,0.3132,1
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd001.sat05-3419.reshuffled-07.cnf,1,0.6375,1.8528,2508,2508,2573,0.4326,4476,3628.2,4476,4162,4422,0.7968,1,3.5316,0.9994,0.3634,0.8436,0.7197,0.7544,0.5882,0.8583,0.599,0.1227,2.0719,0.4253,3.6675,1,0,0,0.1878,0.4841,0.4322
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g8.cnf,1,0.9309,0.2772,345,345,467,0.9309,3994,1558.1,3994,840,3666,0.7995,0.3763,2.8885,0,0.7267,0.814,0.787,0.7995,0.913,0.8243,0.7755,0.0169,0.261,0.9309,4.8523,0.8519,0.733,0.6,0.0447,0,0.9928
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S448238512-10.cnf,1,0.9639,0.1597,5,6,8,0,30,10.464,15,10,12,0.3895,1,3.3709,0.736,0.2348,0.5676,0.2074,0.3941,0.2818,0.7043,0.0881,0.2335,0.712,0.4913,2.7155,1,0.0001,0,0.168,0.0785,0.4957
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S1760652419-100.cnf,1,0.9629,0.1643,19,25,28,0,78,34.5,47,32,37,0.3952,1,3.3594,0.7841,0.2459,0.572,0.2067,0.3975,0.3247,0.7086,0.0899,0.2336,0.7218,0.494,2.7159,1,0.0003,0,0.1719,0.0819,0.4945
SAT_Competition2011/SAT_RACE06/ibm-2002-21r-k95.cnf,1,0.6574,1.643,200,200,821,0.5208,1257,843.67,1257,870,1071,0.6648,0.7297,3.69,0.34,0.0232,0.8312,0.4,0.5955,0.098,0.9177,0.1304,0.1352,1.9733,0.5996,3.6679,0.9956,0.0002,0,0.164,0.0157,0.3724
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10nid_s.cnf,1,0.4488,1.6383,19,46,49,0.1256,380,135,380,65,198,0.6603,0.9477,2.6279,0.4429,0.0196,0.8234,0.576,0.6292,0.0498,0.9072,0.1873,0.1249,1.7943,0.4657,2.7076,1,0,0,0.1488,0.0793,0.3788
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,1,0,0.0083,1077,1137,1280,0,1695,1402.5,1635,1467,1548,0.1106,0.0689,1.3313,0.4961,0.5233,0.1236,0.0972,0.095,0.6571,0.1354,0.0064,0.0026,1.3541,0.0104,2.0084,0.1355,0.0052,0,0.0229,0.4941,0.2464
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S2129616968-04.cnf,1,0,0,55,71,76,0,174,88.843,109,86,93,0.148,0.3333,3.0192,0.0115,0.4923,0.2367,0.0797,0.1691,0.6196,0.3358,0.0335,0.05,0.8339,0.1923,3.6377,0.5823,0.0002,0.2,0.0612,0.0023,0.3759
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1813726766-14.SAT.shuffled.cnf,1,0,0,4161,4161,4178,0,4402,4255.9,4402,4274,4367,0.1547,0.25,2.862,0.0072,0.5587,0.2311,0.077,0.1664,0.6889,0.3069,0.0443,0.0469,0.8489,0.1908,3.5231,0.4542,0.0022,0.2,0.0546,0.0014,0.381
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S308012126-046.cnf,1,0,0,4204,4204,4275,0,4422,4298.8,4422,4297,4375,0.166,0.2586,2.9162,0.0056,0.566,0.236,0.0882,0.1692,0.7076,0.3047,0.0425,0.0469,0.8487,0.1925,3.4624,0.4662,0.0007,0.2,0.0549,0.0016,0.3816
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.0-08.cnf,1,0.9566,0.3747,18,18,18,0.9501,65,41.5,65,65,65,0.9992,1,4.249,1,0.2314,1,0.9776,0.8972,0.5476,1,0.5447,0.0233,0.6014,0.9564,4.8945,1,0,0,0.2785,0.001,0.9028
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-19-s.cnf,1,0.9069,1.02,21,21,26,0.5507,74,40.667,74,40,53,0.6262,0.8333,3.0893,0.1967,0.103,0.8116,0.1908,0.5208,0.3928,0.8626,0.0478,0.1577,1.3408,0.7309,2.8707,0.978,0,0,0.1592,0.0149,0.3597
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc972.cnf,1,0.9771,0.2318,0,0,0,0.0228,0,0,0,0,0,0.1515,1,0.9825,0.4034,0.0117,0.195,0.1452,0.173,0.1051,0.195,0.1452,0.2225,0.6449,0.3023,1.0642,1,0,0,0.0289,0.0568,0.4308
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S592344929-16-SAT.cnf,1,0.9255,0.6008,3377,3377,3572,0.0968,3785,3626.7,3785,3665,3701,0.4016,1,3.1805,0.7442,0.2827,0.6032,0.2046,0.4102,0.6059,0.7448,0.0847,0.2675,0.986,0.5199,2.6981,1,0.0007,0,0.1967,0.1166,0.4864
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/100/unif-k5-r21.3-v100-c2130-S1629955917-055.cnf,1,0,0,4232,4232,4251,0,4391,4291.8,4391,4272,4343,0.1741,0.215,2.8684,0.0057,0.5665,0.2529,0.0966,0.1763,0.7033,0.3254,0.0493,0.0469,0.8338,0.1925,3.2739,0.4075,0.0064,0.2,0.0535,0.0015,0.3745
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S722433227-030.cnf,1,0.9718,0.1284,3850,3850,3910,0,4100,3958.1,4100,3917,4092,0.393,1,3.2562,0.29,0.3363,0.5668,0.1955,0.3927,0.5965,0.7062,0.0997,0.2315,0.6824,0.4984,2.6493,1,0.0073,0,0.1715,0.0719,0.4959
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1875179522-13.cnf,1,0.9627,0.1655,3,5,6,0,21,9.1748,15,8,12,0.3912,1,3.3786,0.7598,0.2325,0.5738,0.2092,0.3979,0.2663,0.7118,0.0888,0.2334,0.7199,0.4908,2.727,1,0,0,0.1712,0.0806,0.4942
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf,1,0.96,0.1741,3686,3686,3727,0,3873,3762.4,3873,3744,3788,0.397,0.7647,3.3421,0.3722,0.3061,0.5708,0.2187,0.3999,0.5203,0.688,0.0868,0.2296,0.7187,0.4884,2.7282,0.9121,0.001,0,0.1631,0.0768,0.5001
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,0.5821,1.3766,919,919,919,0.1619,919,919,919,919,919,0.3523,0.9938,2.7559,0.1811,0.1251,0.4639,0.2132,0.3394,0.6974,0.5155,0.1202,0.1488,1.4412,0.4854,2.9171,0.9977,0,0,0.1239,0.0744,0.3757
SAT_Competition2007/random/2+p/p0.9/v810/unif2p-p0.9-v810-c2932-S1529420458-04-UNSAT.cnf,1,0.9436,0.5347,3688,3688,3775,0.0944,3878,3814,3878,3818,3875,0.3902,1,3.121,0.4073,0.2817,0.5578,0.1989,0.3934,0.5129,0.7039,0.0854,0.2662,0.9349,0.5066,2.577,1,0.0003,0,0.1745,0.0992,0.4915
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S1980187645-03.cnf,1,0.967,0.1504,4,6,7,0,24,10.515,17,9,13,0.3856,1,3.3625,0.732,0.2283,0.5669,0.2068,0.3938,0.271,0.7038,0.088,0.2338,0.7041,0.4923,2.7202,1,0.0001,0,0.1717,0.079,0.4949
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h32-unknown.cnf,1,0.7509,1.6739,0,0,0,0.6703,0,0,0,0,0,0.8501,0.9909,4.2532,0.5,0.3578,0.9503,0.432,0.6874,0.8323,0.9789,0.132,0.0247,1.5662,0.7969,5.71,1,0,0,0.3096,0.0652,0.2325
SAT_Competition2011/SAT09/CRAFTED/ramseycube/Q3inK10.cnf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4988,0.9986,0,0,0,0.9993,0,0,0.0006,0,0.5,0,0,0,1,0,0.4988,1
SAT_Competition2009/CRAFTED/ramseycube/Q3inK09.cnf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4997,1,0,0,0,1,0,0,0.0024,0,0.5,0,0,0,1,0,0.4997,1
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf,1,0,0.824,424,424,1606,0,3416,2300.1,3416,2773,2901,0.013,0.2,0.7043,0.1774,0.2096,0.0339,0.0074,0.0401,0.5004,0.1684,0.0008,0.1403,1.6469,0.2583,1.2578,0.3255,0,0,0.0454,0.1009,0.3716
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.9979,0.1767,0,0,0,0.9614,0,0,0,0,0,0.9837,0.9941,1.6665,0.5,0.1919,0.992,0.9619,0.9616,0.34,0.9946,0.9484,0.0563,0.6433,0.9614,1.7974,0.9998,0.0001,0,0.3269,0.0141,0.7923
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S1354285755-030.cnf,1,0,0,4376,4376,4376,0,4602,4454.2,4602,4418,4499,0.0598,0.0968,2.1267,0.0001,0.6815,0.1146,0.0238,0.0708,0.7584,0.1526,0.0109,0.0112,1.0027,0.0589,3.8017,0.1864,0.0034,0.1429,0.0268,0.0001,0.3126
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-12t22.sat05-1151.reshuffled-07.cnf,1,0.7149,0.8029,1312,1312,1356,0.6775,2633,1807.2,2633,1846,1987,0.979,1,3.4218,0.2776,0.4111,0.9959,0.9183,0.8995,0.85,0.9966,0.6461,0.0367,1.1561,0.6207,3.7505,1,0.0035,0,0.3132,0.0003,0.4609
