@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC
@ATTRIBUTE stats_literal_tightness_100 NUMERIC
@ATTRIBUTE normalised_SAC_literals NUMERIC
@ATTRIBUTE stats_table_proportion NUMERIC
@ATTRIBUTE stats_sums_proportion NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_coeff_of_variation NUMERIC
@ATTRIBUTE stats_or_atleastk_count NUMERIC
@ATTRIBUTE stats_lex_proportion NUMERIC
@ATTRIBUTE median_degree NUMERIC
@ATTRIBUTE maximum_degree NUMERIC
@ATTRIBUTE stats_dom_75 NUMERIC
@ATTRIBUTE stats_dom_100 NUMERIC
@ATTRIBUTE width_of_graph NUMERIC
@ATTRIBUTE minimum_degree NUMERIC
@ATTRIBUTE width_of_ordering NUMERIC
@ATTRIBUTE stats_lex_count NUMERIC
@ATTRIBUTE stats_alldiff_count NUMERIC
@ATTRIBUTE standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_dom_not2_2_ratio NUMERIC
@ATTRIBUTE stats_binary_proportion NUMERIC
@ATTRIBUTE stats_multi_shared_vars NUMERIC
@ATTRIBUTE stats_dom_mean NUMERIC
@ATTRIBUTE stats_tightness_mean_normalised NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_alldiff_proportion NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC
@ATTRIBUTE stats_arity_75 NUMERIC
@ATTRIBUTE stats_literal_tightness_75 NUMERIC
@ATTRIBUTE stats_arity_mean NUMERIC
@ATTRIBUTE stats_arity_50 NUMERIC
@ATTRIBUTE stats_arity_25 NUMERIC
@ATTRIBUTE stats_arity_0 NUMERIC
@ATTRIBUTE stats_arity_100 NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_or_atleastk_proportion NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_literal_tightness_25 NUMERIC
@ATTRIBUTE stats_unary_count NUMERIC
@ATTRIBUTE stats_var_bool NUMERIC
@ATTRIBUTE SAC_literals NUMERIC
@ATTRIBUTE stats_sums_count NUMERIC
@ATTRIBUTE stats_literal_tightness_50 NUMERIC

@DATA
BlackHole-4-7-e-0_ext.xml.minion.converted.minion.gz,1,868,0.198221,0.432617,0.5,53,0.482143,0.202703,0.200893,0.133929,106.211737,0,53,22.508929,0.258929,27,39,1,94.551724,0,0.999207,0,0.01785,0.01785,1260,22.5,1.302723,0,0,15,56,28,28,29,0,54,0,0,22.200788,0,0,0,18.767857,0.084228,1261,14,0,7,2,84,1.999207,2,2,1,2,112,112,0,112,3.803571,1,0,0,0,5.103448
BlackHole-4-7-e-1_ext.xml.minion.converted.minion.gz,1,868,0.198221,0.432617,0.5,53,0.482143,0.202703,0.200893,0.133929,106.211737,0,53,22.508929,0.258929,27,39,1,94.551724,0,0.999207,0,0.01785,0.01785,1260,22.5,1.302723,0,0,15,56,28,28,29,0,54,0,0,22.200788,0,0,0,18.767857,0.084228,1261,14,0,7,2,84,1.999207,2,2,1,2,112,112,0,112,3.803571,1,0,0,0,5.103448
BlackHole-4-7-e-2_ext.xml.minion.converted.minion.gz,1,868,0.198221,0.432617,0.5,53,0.482143,0.202703,0.200893,0.133929,106.211737,0,53,22.508929,0.258929,27,39,1,94.551724,0,0.999207,0,0.01785,0.01785,1260,22.5,1.302723,0,0,15,56,28,28,29,0,54,0,0,22.200788,0,0,0,18.767857,0.084228,1261,14,0,7,2,84,1.999207,2,2,1,2,112,112,0,112,3.803571,1,0,0,0,5.103448
BlackHole-4-7-e-3_ext.xml.minion.converted.minion.gz,1,868,0.198221,0.432617,0.5,53,0.482143,0.202703,0.200893,0.133929,106.211737,0,53,22.508929,0.258929,27,39,1,94.551724,0,0.999207,0,0.01785,0.01785,1260,22.5,1.302723,0,0,15,56,28,28,29,0,54,0,0,22.200788,0,0,0,18.767857,0.084228,1261,14,0,7,2,84,1.999207,2,2,1,2,112,112,0,112,3.803571,1,0,0,0,5.103448
BlackHole-4-7-e-4_ext.xml.minion.converted.minion.gz,1,868,0.198221,0.432617,0.5,53,0.482143,0.202703,0.200893,0.133929,106.211737,0,53,22.508929,0.258929,27,39,1,94.551724,0,0.999207,0,0.01785,0.01785,1260,22.5,1.302723,0,0,15,56,28,28,29,0,54,0,0,22.200788,0,0,0,18.767857,0.084228,1261,14,0,7,2,84,1.999207,2,2,1,2,112,112,0,112,3.803571,1,0,0,0,5.103448
BlackHole-4-7-e-5_ext.xml.minion.converted.minion.gz,1,868,0.198221,0.432617,0.5,53,0.482143,0.202703,0.200893,0.133929,106.211737,0,53,22.508929,0.258929,27,39,1,94.551724,0,0.999207,0,0.01785,0.01785,1260,22.5,1.302723,0,0,15,56,28,28,29,0,54,0,0,22.200788,0,0,0,18.767857,0.084228,1261,14,0,7,2,84,1.999207,2,2,1,2,112,112,0,112,3.803571,1,0,0,0,5.103448
BlackHole-4-7-e-6_ext.xml.minion.converted.minion.gz,1,868,0.198221,0.432617,0.5,53,0.482143,0.202703,0.200893,0.133929,106.211737,0,53,22.508929,0.258929,27,39,1,94.551724,0,0.999207,0,0.01785,0.01785,1260,22.5,1.302723,0,0,15,56,28,28,29,0,54,0,0,22.200788,0,0,0,18.767857,0.084228,1261,14,0,7,2,84,1.999207,2,2,1,2,112,112,0,112,3.803571,1,0,0,0,5.103448
BlackHole-4-7-e-7_ext.xml.minion.converted.minion.gz,1,868,0.198221,0.432617,0.5,53,0.482143,0.202703,0.200893,0.133929,106.211737,0,53,22.508929,0.258929,27,39,1,94.551724,0,0.999207,0,0.01785,0.01785,1260,22.5,1.302723,0,0,15,56,28,28,29,0,54,0,0,22.200788,0,0,0,18.767857,0.084228,1261,14,0,7,2,84,1.999207,2,2,1,2,112,112,0,112,3.803571,1,0,0,0,5.103448
BlackHole-4-7-e-8_ext.xml.minion.converted.minion.gz,1,868,0.198221,0.432617,0.5,53,0.482143,0.202703,0.200893,0.133929,106.211737,0,53,22.508929,0.258929,27,39,1,94.551724,0,0.999207,0,0.01785,0.01785,1260,22.5,1.302723,0,0,15,56,28,28,29,0,54,0,0,22.200788,0,0,0,18.767857,0.084228,1261,14,0,7,2,84,1.999207,2,2,1,2,112,112,0,112,3.803571,1,0,0,0,5.103448
BlackHole-4-7-e-9_ext.xml.minion.converted.minion.gz,1,868,0.198221,0.432617,0.5,53,0.482143,0.202703,0.200893,0.133929,106.211737,0,53,22.508929,0.258929,27,39,1,94.551724,0,0.999207,0,0.01785,0.01785,1260,22.5,1.302723,0,0,15,56,28,28,29,0,54,0,0,22.200788,0,0,0,18.767857,0.084228,1261,14,0,7,2,84,1.999207,2,2,1,2,112,112,0,112,3.803571,1,0,0,0,5.103448
BlackHole-4-7-h-0_ext.xml.minion.converted.minion.gz,1,868,0.198221,0.432617,0.5,53,0.482143,0.202703,0.200893,0.133929,106.211737,0,53,22.508929,0.258929,27,39,1,94.551724,0,0.999207,0,0.01785,0.01785,1260,22.5,1.302723,0,0,15,56,28,28,29,0,54,0,0,22.200788,0,0,0,18.767857,0.084228,1261,14,0,7,2,84,1.999207,2,2,1,2,112,112,0,112,3.803571,1,0,0,0,5.103448
BlackHole-4-7-h-1_ext.xml.minion.converted.minion.gz,1,868,0.198221,0.432617,0.5,53,0.482143,0.202703,0.200893,0.133929,106.211737,0,53,22.508929,0.258929,27,39,1,94.551724,0,0.999207,0,0.01785,0.01785,1260,22.5,1.302723,0,0,15,56,28,28,29,0,54,0,0,22.200788,0,0,0,18.767857,0.084228,1261,14,0,7,2,84,1.999207,2,2,1,2,112,112,0,112,3.803571,1,0,0,0,5.103448
BlackHole-4-7-h-2_ext.xml.minion.converted.minion.gz,1,868,0.198221,0.432617,0.5,53,0.482143,0.202703,0.200893,0.133929,106.211737,0,53,22.508929,0.258929,27,39,1,94.551724,0,0.999207,0,0.01785,0.01785,1260,22.5,1.302723,0,0,15,56,28,28,29,0,54,0,0,22.200788,0,0,0,18.767857,0.084228,1261,14,0,7,2,84,1.999207,2,2,1,2,112,112,0,112,3.803571,1,0,0,0,5.103448
BlackHole-4-7-h-3_ext.xml.minion.converted.minion.gz,1,868,0.198221,0.432617,0.5,53,0.482143,0.202703,0.200893,0.133929,106.211737,0,53,22.508929,0.258929,27,39,1,94.551724,0,0.999207,0,0.01785,0.01785,1260,22.5,1.302723,0,0,15,56,28,28,29,0,54,0,0,22.200788,0,0,0,18.767857,0.084228,1261,14,0,7,2,84,1.999207,2,2,1,2,112,112,0,112,3.803571,1,0,0,0,5.103448
BlackHole-4-7-h-4_ext.xml.minion.converted.minion.gz,1,868,0.198221,0.432617,0.5,53,0.482143,0.202703,0.200893,0.133929,106.211737,0,53,22.508929,0.258929,27,39,1,94.551724,0,0.999207,0,0.01785,0.01785,1260,22.5,1.302723,0,0,15,56,28,28,29,0,54,0,0,22.200788,0,0,0,18.767857,0.084228,1261,14,0,7,2,84,1.999207,2,2,1,2,112,112,0,112,3.803571,1,0,0,0,5.103448
BlackHole-4-7-h-5_ext.xml.minion.converted.minion.gz,1,868,0.198221,0.432617,0.5,53,0.482143,0.202703,0.200893,0.133929,106.211737,0,53,22.508929,0.258929,27,39,1,94.551724,0,0.999207,0,0.01785,0.01785,1260,22.5,1.302723,0,0,15,56,28,28,29,0,54,0,0,22.200788,0,0,0,18.767857,0.084228,1261,14,0,7,2,84,1.999207,2,2,1,2,112,112,0,112,3.803571,1,0,0,0,5.103448
BlackHole-4-7-h-6_ext.xml.minion.converted.minion.gz,1,868,0.198221,0.432617,0.5,53,0.482143,0.202703,0.200893,0.133929,106.211737,0,53,22.508929,0.258929,27,39,1,94.551724,0,0.999207,0,0.01785,0.01785,1260,22.5,1.302723,0,0,15,56,28,28,29,0,54,0,0,22.200788,0,0,0,18.767857,0.084228,1261,14,0,7,2,84,1.999207,2,2,1,2,112,112,0,112,3.803571,1,0,0,0,5.103448
BlackHole-4-7-h-7_ext.xml.minion.converted.minion.gz,1,868,0.198221,0.432617,0.5,53,0.482143,0.202703,0.200893,0.133929,106.211737,0,53,22.508929,0.258929,27,39,1,94.551724,0,0.999207,0,0.01785,0.01785,1260,22.5,1.302723,0,0,15,56,28,28,29,0,54,0,0,22.200788,0,0,0,18.767857,0.084228,1261,14,0,7,2,84,1.999207,2,2,1,2,112,112,0,112,3.803571,1,0,0,0,5.103448
BlackHole-4-7-h-8_ext.xml.minion.converted.minion.gz,1,868,0.198221,0.432617,0.5,53,0.482143,0.202703,0.200893,0.133929,106.211737,0,53,22.508929,0.258929,27,39,1,94.551724,0,0.999207,0,0.01785,0.01785,1260,22.5,1.302723,0,0,15,56,28,28,29,0,54,0,0,22.200788,0,0,0,18.767857,0.084228,1261,14,0,7,2,84,1.999207,2,2,1,2,112,112,0,112,3.803571,1,0,0,0,5.103448
BlackHole-4-7-h-9_ext.xml.minion.converted.minion.gz,1,868,0.198221,0.432617,0.5,53,0.482143,0.202703,0.200893,0.133929,106.211737,0,53,22.508929,0.258929,27,39,1,94.551724,0,0.999207,0,0.01785,0.01785,1260,22.5,1.302723,0,0,15,56,28,28,29,0,54,0,0,22.200788,0,0,0,18.767857,0.084228,1261,14,0,7,2,84,1.999207,2,2,1,2,112,112,0,112,3.803571,1,0,0,0,5.103448
bqwh-15-106-0_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,95.666667,?,?,?,?,?,?,?,0.374802,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31,?,?,?,?,?,?,?,?,?,20.875,?,?,?,?,25.454545
bqwh-15-106-10_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,92.666667,?,?,?,?,?,?,?,0.408764,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,26.7,?,?,?,?,?,?,?,?,?,19.222222,?,?,?,?,23.333333
bqwh-15-106-11_ext.xml.minion.converted.minion.gz,1,335,0.012019,0.431746,0.132075,105,0.113208,0.108895,0.107868,0.113208,71.660813,0.066038,65,15.924528,0.084906,2,30,2,12.785714,0.01043,0.560074,0,0.014718,0.014718,606,11.433962,0.325072,0,0,12,14,10,15,9,7,12,0,0,1.273969,52,0,0,8.235849,0.06623,1082,8,0,6,2,6.666667,1.560074,2,1,1,2,106,106,0,106,5,476,0,8,0,5.882353
bqwh-15-106-11_glb.xml.minion.conv.minion,1,993,0.003617,0.455535,0.132075,145,0.113208,0.115723,0.114632,0.113208,160.278656,0.113208,106,6.490566,0.113208,57,88,2,100,0.016949,0,0,0.012827,0.012827,0,12.150943,0.447577,0,0,12,14,10,15,12,12,12,0,30,0.383442,52,0.940711,0,8.235849,0.316756,506,8,0.059289,6,1,46,1.359684,1,1,1,8,106,106,0,106,26,0,0,13,0,32.222222
bqwh-15-106-13_ext.xml.minion.converted.minion.gz,1,913,0.014989,0.415549,0.122642,96,0.113208,0.103324,0.10235,0.103774,68.234416,0.04717,69,16.169811,0.075472,2,24,1,12.5,0.272727,0.504829,0,0.014196,0.014196,575,10.849057,0.368904,0,0,11,13,12,14,8,5,12,0,0,1.588832,105,0,0,8.783019,0.059907,1139,9,0,7,2,6.25,1.504829,2,1,1,2,106,106,0,106,4.545455,564,0,225,0,5.05
bqwh-15-106-13_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,99,?,?,?,?,?,?,?,0.462257,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,36.875,?,?,?,?,?,?,?,?,?,22.75,?,?,?,?,27.3
bqwh-15-106-14_glb.xml.minion.conv.minion,1,991,0.004576,0.456206,0.122642,135,0.122642,0.115903,0.11481,0.113208,147.649635,0.103774,98,6.886792,0.103774,57,78,3,96.666667,0,0,0,0.012567,0.012567,0,12.169811,0.457605,0,0,12,13,10,15,11,11,13,0,30,0.485093,0,0.945255,0,8.858491,0.269434,548,9,0.054745,6,1,40.857143,1.332117,1,1,1,8,106,106,0,106,23,0,0,0,0,30.777778
bqwh-15-106-15_ext.xml.minion.converted.minion.gz,1,335,0.01145,0.418575,0.122642,88,0.113208,0.10602,0.10502,0.113208,62.3593,0.066038,68,17.433962,0.075472,2,21,2,11.714286,0.006417,0.468998,0,0.013858,0.013858,590,11.132075,0.331758,0,0,12,13,12,15,8,7,12,0,0,1.213722,52,0,0,9.820755,0.04957,1258,11,0,8,2,5.555556,1.468998,1,1,1,2,106,106,0,106,4.2,668,0,6,0,5
bqwh-15-106-15_glb.xml.minion.conv.minion,1,951,0.003617,0.455535,0.132075,104,0.113208,0.115723,0.114632,0.113208,128.534384,0.113208,90,8.301887,0.113208,57,75,2,96,0,0,0,0.011894,0.011894,0,12.150943,0.452053,0,0,12,14,12,15,12,12,12,0,30,0.383442,52,0.95702,0,9.820755,0.184147,698,11,0.04298,8,1,31.333333,1.260745,1,1,1,8,106,106,0,106,20.538462,0,0,0,0,25.666667
bqwh-15-106-17_ext.xml.minion.converted.minion.gz,1,335,0.016119,0.427939,0.132075,83,0.122642,0.106739,0.105732,0.113208,61.327817,0.037736,68,17.575472,0.075472,2,22,1,17.555556,0.004154,0.468085,0,0.01385,0.01385,594,11.207547,0.348415,0,0,12,14,13,15,8,4,13,0,0,1.708563,34.333333,0,0,10.084906,0.048328,1269,12,0,8,2,5.263158,1.468085,1,1,1,2,106,106,0,106,4.347826,675,0,4,0,4.761905
bqwh-15-106-18_glb.xml.minion.conv.minion,1,980,0.003617,0.455535,0.132075,116,0.113208,0.115723,0.114632,0.113208,142.58794,0.113208,96,7.349057,0.113208,58,80,2,98.666667,0.100473,0,0,0.01231,0.01231,0,12.150943,0.467981,0,0,12,14,12,14,12,12,12,0,30,0.383442,52,0.949749,0,8.981132,0.238841,597,9,0.050251,6,1,36.857143,1.304858,1,1,1,8,106,106,0,106,22.833333,0,0,85,0,27.5
bqwh-15-106-19_ext.xml.minion.converted.minion.gz,1,913,0.014827,0.416137,0.122642,87,0.103774,0.104403,0.103418,0.103774,60.783931,0.037736,68,17.575472,0.075472,2,20,1,11.764706,0.00925,0.453198,0,0.013709,0.013709,581,10.962264,0.339188,0,0,11,13,13,15,8,4,11,0,0,1.571711,34.333333,0,0,10.179245,0.047413,1282,11,0,9,2,5.555556,1.453198,1,1,1,2,106,106,0,106,4,701,0,9,0,4.761905
bqwh-15-106-19_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,95,?,?,?,?,?,?,?,0.439825,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30.666667,?,?,?,?,?,?,?,?,?,21.083333,?,?,?,?,24.363636
bqwh-15-106-1_ext.xml.minion.converted.minion.gz,1,335,0.015675,0.416096,0.132075,89,0.113208,0.103684,0.102706,0.103774,61.340392,0.037736,67,17.471698,0.075472,1,20,1,12.5,0.006148,0.452549,0,0.013703,0.013703,577,10.886792,0.339362,0,0,11,14,13,15,8,4,12,0,0,1.661556,52,0,0,10.207547,0.04811,1275,11,0,8,2,5.555556,1.452549,1,1,1,2,106,106,0,106,3.8,698,0,6,0,5
bqwh-15-106-1_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,95.666667,?,?,?,?,?,?,?,0.374802,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31,?,?,?,?,?,?,?,?,?,20.875,?,?,?,?,25.454545
bqwh-15-106-20_glb.xml.minion.conv.minion,1,969,0.003377,0.455601,0.122642,109,0.113208,0.115723,0.114632,0.113208,132.758519,0.113208,92,8.084906,0.113208,57,78,2,96,0.141612,0,0,0.011978,0.011978,0,12.150943,0.416625,0,0,12,13,12,15,12,12,12,0,30,0.357994,34.333333,0.955556,0,9.660377,0.196679,675,10,0.044444,8,1,34.5,1.26963,1,1,1,8,106,106,0,106,21.384615,0,0,130,0,26.7
bqwh-15-106-21_ext.xml.minion.converted.minion.gz,1,243,0.018709,0.410245,0.122642,98,0.103774,0.101168,0.100214,0.103774,65.333904,0.009434,68,16.330189,0.075472,3,22,1,11.923077,0.016148,0.482021,0,0.013981,0.013981,563,10.622642,0.330461,0,0,11,13,11,15,8,1,11,0,0,1.983197,105,0,0,9.179245,0.055937,1168,10,0,7,2,6.071429,1.482021,1,1,1,2,106,106,0,106,4.347826,605,0,14,0,5.263158
bqwh-15-106-21_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,97,?,?,?,?,?,?,?,0.462026,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,34.625,?,?,?,?,?,?,?,?,?,21.5,?,?,?,?,27.3
bqwh-15-106-22_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,98.5,?,?,?,?,?,?,?,0.459713,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,36.5,?,?,?,?,?,?,?,?,?,22.75,?,?,?,?,27.8
bqwh-15-106-23_ext.xml.minion.converted.minion.gz,1,243,0.015899,0.4176,0.122642,96,0.113208,0.103863,0.102884,0.103774,64.461088,0.037736,67,16.726415,0.075472,1,22,1,14.454545,0.005631,0.483682,0,0.013997,0.013997,578,10.90566,0.327755,0,0,11,13,12,15,8,4,12,0,0,1.685276,105,0,0,9.377358,0.053942,1195,10,0,7,2,5.823529,1.483682,1,1,1,2,106,106,0,106,4.347826,617,0,5,0,5.047619
bqwh-15-106-23_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,96.333333,?,?,?,?,?,?,?,0.45151,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,35.125,?,?,?,?,?,?,?,?,?,21.875,?,?,?,?,26.714286
bqwh-15-106-24_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,97.333333,?,?,?,?,?,?,?,0.467346,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,32,?,?,?,?,?,?,?,?,?,20,?,?,?,?,24.272727
bqwh-15-106-25_ext.xml.minion.converted.minion.gz,1,243,0.012977,0.423463,0.132075,88,0.132075,0.106918,0.10591,0.108491,62.927994,0.037736,67,17.273585,0.084906,2,21,1,11.230769,0,0.481392,0,0.013975,0.013975,595,11.226415,0.324616,0,0,11.5,14,12,15,9,4,14,0,0,1.375548,105,0,0,9.688679,0.050913,1236,10,0,7,2,5.555556,1.481392,1,1,1,2,106,106,0,106,4.347826,641,0,0,0,5
bqwh-15-106-25_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,96.333333,?,?,?,?,?,?,?,0.446989,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,34,?,?,?,?,?,?,?,?,?,21.166667,?,?,?,?,25.428571
bqwh-15-106-26_glb.xml.minion.conv.minion,1,963,0.003617,0.455535,0.132075,106,0.122642,0.115723,0.114632,0.113208,129.616034,0.113208,92,8.424528,0.113208,57,77,2,96,0.101571,0,0,0.011849,0.011849,0,12.150943,0.399155,0,0,12,14,12,15,12,12,13,0,30,0.383442,105,0.957806,0,10.009434,0.182301,711,10,0.042194,8,1,33.75,1.255977,1,1,1,8,106,106,0,106,21.222222,0,0,97,0,25.636364
bqwh-15-106-27_ext.xml.minion.converted.minion.gz,1,883,0.014573,0.412876,0.122642,90,0.113208,0.103145,0.102172,0.103774,63.557724,0.04717,68,17.018868,0.075472,2,19,1,22.222222,0.004348,0.466667,0,0.013836,0.013836,574,10.830189,0.408215,0,0,11,13,13,15,8,5,12,0,0,1.544752,34.333333,0,0,9.679245,0.051673,1230,10,0,7,2,5.555556,1.466667,1,1,1,2,106,106,0,106,4.222222,656,0,4,0,4.761905
bqwh-15-106-28_glb.xml.minion.conv.minion,1,960,0.003617,0.455535,0.132075,105,0.113208,0.115723,0.114632,0.113208,128.962428,0.113208,90,8.245283,0.113208,57,77,2,95.5,0.02763,0,0,0.011915,0.011915,0,12.150943,0.431814,0,0,12,14,12,15,12,12,12,0,30,0.383442,34.333333,0.956647,0,9.877358,0.186362,692,11,0.043353,8,1,32.444444,1.263006,1,1,1,8,106,106,0,106,21.666667,0,0,26,0,25.857143
bqwh-15-106-29_ext.xml.minion.converted.minion.gz,1,882,0.016536,0.42709,0.132075,96,0.113208,0.105301,0.104308,0.113208,66.438941,0.018868,68,16.575472,0.075472,2,24,1,14.833333,0.011696,0.500427,0,0.014155,0.014155,586,11.056604,0.362561,0,0,12,14,12,15,8,2,12,0,0,1.752789,105,0,0,9.066038,0.056737,1171,10,0,6,2,5.882353,1.500427,2,1,1,2,106,106,0,106,4.545455,585,0,10,0,5.263158
bqwh-15-106-29_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,96.333333,?,?,?,?,?,?,?,0.44858,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,34.625,?,?,?,?,?,?,?,?,?,21.666667,?,?,?,?,28.5
bqwh-15-106-2_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,91,?,?,?,?,?,?,?,0.336824,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,28.555556,?,?,?,?,?,?,?,?,?,19.555556,?,?,?,?,23.909091
bqwh-15-106-30_glb.xml.minion.conv.minion,1,977,0.003377,0.455601,0.122642,97,0.122642,0.115723,0.114632,0.113208,117.002558,0.113208,80,9.09434,0.113208,57,69,2,94.666667,0.047481,0,0,0.01163,0.01163,0,12.150943,0.47001,0,0,12,13,14,15,12,12,13,0,30,0.357994,105,0.961637,0,10.735849,0.14962,782,12,0.038363,8,1,29.222222,1.232737,1,1,1,8,106,106,0,106,19,0,0,49,0,22.5
bqwh-15-106-31_ext.xml.minion.converted.minion.gz,1,793,0.0121,0.430103,0.132075,88,0.122642,0.108176,0.107156,0.113208,65.488066,0.056604,67,17.141509,0.075472,3,25,1,15.909091,0.007804,0.495473,0,0.014108,0.014108,602,11.358491,0.381897,0,0,12,14,12,15,8,6,13,0,0,1.282603,105,0,0,9.462264,0.0539,1215,10,0,7,2,5.882353,1.495473,1,1,1,2,106,106,0,106,4.545455,613,0,7,0,5
bqwh-15-106-31_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,98.5,?,?,?,?,?,?,?,0.478948,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,36.375,?,?,?,?,?,?,?,?,?,20.846154,?,?,?,?,26.9
bqwh-15-106-32_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,98.333333,?,?,?,?,?,?,?,0.407148,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,36.6,?,?,?,?,?,?,?,?,?,22.833333,?,?,?,?,29.833333
bqwh-15-106-33_ext.xml.minion.converted.minion.gz,1,904,0.015967,0.421113,0.122642,96,0.113208,0.104223,0.10324,0.103774,65.994902,0.028302,70,16.575472,0.075472,1,23,1,12.125,0,0.492778,0,0.014083,0.014083,580,10.943396,0.348247,0,0,11,13,11,15,8,3,12,0,0,1.692549,52,0,0,9.254717,0.05607,1177,10,0,8,2,5.882353,1.492778,1,1,1,2,106,106,0,106,4.545455,597,0,0,0,5.263158
bqwh-15-106-33_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,97,?,?,?,?,?,?,?,0.438279,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,34.5,?,?,?,?,?,?,?,?,?,22.428571,?,?,?,?,27.8
