@RELATION 'featureValues_ASP_Potassco-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Frac_Body-Body_Equivalences NUMERIC
@ATTRIBUTE Frac_Other_Equivalences NUMERIC
@ATTRIBUTE Tight NUMERIC
@ATTRIBUTE Frac_Atom-Atom_Equivalences NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Ternary_Rules NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-2 NUMERIC
@ATTRIBUTE Other_Constraints NUMERIC

@DATA
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=130-density=0.1-instance=7.gz,1,0,0.5879,1,0.4121,1091,0.631,2193,260
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=145-density=0.1-instance=10.gz,1,0,0.5815,1,0.4185,1184,0.638,1913,290
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=125-density=0.1-instance=2.gz,1,0,0.5953,1,0.4047,1258,0.6228,2446,250
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=130-density=0.1-instance=2.gz,1,0,0.5928,1,0.4072,1320,0.6256,2161,260
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=140-density=0.1-instance=2.gz,1,0,0.5814,1,0.4186,898,0.638,1793,280
FolioSuite/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_30_300_1235855358_0_k=6_v=6_e=30_sat.gph.gz,1,0.0053,0.5489,0,0.4457,934,0.8865,2045,435
FolioSuite/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_20_100_1235851242_0_k=3_v=10_e=20_unsat.gph.gz,1,0.003,0.5764,0,0.4207,496,0.6865,1357,163
FolioSuite/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_25_300_1235843609_0_k=3_v=8_e=15_unsat.gph.gz,1,0.0011,0.5348,0,0.464,421,0.722,920,203
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.8.lp.gz,1,0,0.7961,0,0.2039,187,0.173,380,833
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.46.lp.gz,1,0,0.8007,0,0.1993,463,0.1004,659,1125
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/random.5.lp.gz,1,0,0.7923,0,0.2077,1610,0.0194,3354,1337
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.22.lp.gz,1,0,0.7975,0,0.2025,175,0.1474,563,945
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.32.lp.gz,1,0,0.7984,0,0.2016,272,0.1351,503,940
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.44.lp.gz,1,0,0.8003,0,0.1997,291,0.1914,546,933
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.30.lp.gz,1,0,0.7997,0,0.2003,295,0.1413,525,1045
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.23.lp.gz,1,0,0.8009,0,0.1991,449,0.1303,695,1049
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.48.lp.gz,1,0,0.8012,0,0.1988,336,0.0783,564,1173
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.37.lp.gz,1,0,0.8006,0,0.1994,289,0.1553,455,1052
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.18.lp.gz,1,0,0.8073,0,0.1927,238,0.16,476,1061
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.12.lp.gz,1,0,0.7859,0,0.2141,153,0.1802,401,689
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.6.lp.gz,1,0,0.8048,0,0.1952,209,0.2143,462,873
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.16.lp.gz,1,0,0.7952,0,0.2048,213,0.1821,355,781
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/random.2.lp.gz,1,0,0.7888,0,0.2112,3308,0.0315,4687,1290
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.97_7.gz,1,0.0491,0.9183,1,0.0326,106,0.6124,326,6178
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.113_7.gz,1,0.0859,0.8579,1,0.0562,122,0.6128,333,7230
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.93_7.gz,1,0.063,0.8952,1,0.0418,202,0.6124,314,5930
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.80_7.gz,1,0.041,0.9314,1,0.0276,183,0.6118,297,5063
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.83_7.gz,1,0.0413,0.9309,1,0.0277,156,0.6118,464,5226
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.90_7.gz,1,0.0626,0.8957,1,0.0417,286,0.6124,442,5739
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.70_7.gz,1,0.0628,0.8945,1,0.0427,286,0.6113,471,4434
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.77_7.gz,1,0.0861,0.8561,1,0.0578,270,0.6117,444,4903
FolioSuite/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.12.x.12.r.3.274440616.806497.data_k=4_l=3_unsat.gph.gz,1,0.0221,0.6906,1,0.2873,259,0.5769,384,299
FolioSuite/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.12.x.12.r.3.274440616.806497.data_k=3_l=4_sat.gph.gz,1,0.0197,0.6877,1,0.2926,278,0.5129,545,826
FolioSuite/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.12.x.12.r.4.274529373.784913.data_k=4_l=4_sat.gph.gz,1,0.0172,0.6619,1,0.3209,484,0.5149,1054,1071
FolioSuite/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.11.x.11.r.3.712566045.949579.data_k=3_l=3_unsat.gph.gz,1,0.0228,0.7029,1,0.2743,186,0.528,295,197
FolioSuite/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.10.x.10.r.3.1268203948.99614.data_k=2_l=5_sat.gph.gz,1,0.0165,0.6727,1,0.3108,343,0.4499,629,790
FolioSuite/ASP-Comp-2009-Lparse/CompKnightTour/knightTour.in3.gz,1,0.0003,0.7629,0,0.2368,325,0.2699,839,684
FolioSuite/ASP-Comp-2009-Lparse/CompKnightTour/knightTour.in2.gz,1,0,0.7692,0,0.2308,756,0.2664,1213,464
FolioSuite/ASP-Comp-2009-Lparse/CompKnightTour/knightTour.in5.gz,1,0,0.7562,0,0.2438,328,0.2757,700,1249
FolioSuite/ASP-Comp-2009-Lparse/CompKnightTour/knightTour.in4.gz,1,0,0.7595,0,0.2405,354,0.2733,962,948
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_21_21_16.lp.gz,1,0.0587,0.7066,0,0.2347,407,0.6705,39611,84219
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_21_21_15.lp.gz,1,0.0579,0.7068,0,0.2353,6486,0.6704,6704,87995
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_19_19_14.lp.gz,1,0.0549,0.7322,0,0.213,360,0.6694,564,65412
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_19_19_19.lp.gz,1,0.0537,0.7335,0,0.2128,?,0.6693,?,65466
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_18_18_11.lp.gz,1,0.0597,0.7046,0,0.2357,284,0.6687,640,55856
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_17_17_07.lp.gz,1,0.0602,0.7032,0,0.2366,10755,0.6681,11583,46727
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_19_19_15.lp.gz,1,0.0536,0.7338,0,0.2127,390,0.6693,1588,63956
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_17_17_09.lp.gz,1,0.0656,0.67,0,0.2645,277,0.6688,15827,44269
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_22_22_08.lp.gz,1,0.0585,0.7071,0,0.2344,451,0.6713,584,102832
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_21_21_18.lp.gz,1,0.0586,0.7063,0,0.2351,4005,0.6705,4253,87065
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_20_20_16.lp.gz,1,0.0532,0.7349,0,0.2119,10862,0.6703,11084,76810
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_19_19_16.lp.gz,1,0.0595,0.705,0,0.2356,399,0.6698,635,65504
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_20_20_04.lp.gz,1,0.0535,0.7342,0,0.2123,4624,0.6698,7830,76499
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_21_21_19.lp.gz,1,0.0532,0.7345,0,0.2122,376,0.6703,3403,88232
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_18_18_04.lp.gz,1,0.0543,0.733,0,0.2127,355,0.6693,1188,54847
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_22_22_09.lp.gz,1,0.0513,0.7378,0,0.211,12725,0.6715,12846,102588
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=16-height=16-density=0.01-run=3.gz,1,0,0.6124,0,0.3876,206,0.3006,375,1008
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=17-height=17-density=0.01-run=1.gz,1,0,0.6138,0,0.3862,117,0.3015,210,1140
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=15-height=15-density=0.01-run=4.gz,1,0.0004,0.5616,0,0.4381,235,0.2991,563,850
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=12-height=12-density=0.01-run=3.gz,1,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=17-height=17-density=0.01-run=3.gz,1,0,0.6134,0,0.3866,223,0.3018,387,1146
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=15-height=15-density=0.01-run=5.gz,1,0,0.6091,0,0.3909,260,0.2989,438,813
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=14-height=14-density=0.01-run=3.gz,1,0,0.6081,0,0.3919,437,0.2976,870,690
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=10-height=10-density=0.01-run=1.gz,1,0,0.597,0,0.403,139,0.2868,449,282
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=19-height=19-density=0.01-run=4.gz,1,0,0.5656,0,0.4344,94,0.3035,762,1479
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=21-height=21-density=0.01-run=2.gz,1,0,0.5672,0,0.4328,127,0.3039,246,1903
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=12-height=12-density=0.01-run=1.gz,1,0,0.6031,0,0.3969,149,0.294,333,478
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.18.schur.lp.gz,1,0,0.8654,1,0.1346,761,0.1189,1185,220
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.6.schur.lp.gz,1,0,0.8677,1,0.1323,750,0.1204,1141,220
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.10.schur.lp.gz,1,0,0.8662,1,0.1338,599,0.0957,1125,230
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.13.schur.lp.gz,1,0,0.867,1,0.133,424,0.1202,902,220
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.14.schur.lp.gz,1,0,0.8666,1,0.1334,465,0.12,936,220
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.10.schur.lp.gz,1,0,0.8668,1,0.1332,413,0.1198,805,220
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.1.schur.lp.gz,1,0,0.8665,1,0.1335,640,0.096,1248,230
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.8.schur.lp.gz,1,0,0.8643,1,0.1357,495,0.0935,1086,230
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.6.schur.lp.gz,1,0,0.8665,1,0.1335,818,0.0959,1428,230
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.20.schur.lp.gz,1,0,0.8658,1,0.1342,501,0.096,1084,230
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.8.schur.lp.gz,1,0,0.8659,1,0.1341,606,0.1185,1255,220
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.13.schur.lp.gz,1,0,0.8662,1,0.1338,510,0.096,1111,230
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.2.schur.lp.gz,1,0,0.867,1,0.133,475,0.12,930,220
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.1.schur.lp.gz,1,0,0.8668,1,0.1332,455,0.1198,943,220
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.5.schur.lp.gz,1,0,0.8677,1,0.1323,564,0.1195,1143,220
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.50.steps.10.asp.gz,1,0.0614,0.8933,0,0.0453,432,0.6226,1091,434
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.75.steps.10.asp.gz,1,0.0652,0.8855,0,0.0494,557,0.6124,785,467
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.73.steps.9.asp.gz,1,0.0642,0.8885,0,0.0473,175,0.6191,357,397
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.37.steps.10.asp.gz,1,0.0517,0.9138,0,0.0345,361,0.6029,762,398
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.76.steps.13.asp.gz,1,0.0465,0.9254,0,0.0281,169,0.6215,472,709
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/dimitri_yorick.57.steps.7.asp.gz,1,0.0407,0.9265,0,0.0328,193,0.6249,1314,561
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.49.steps.13.asp.gz,1,0.0721,0.8771,0,0.0508,364,0.6015,907,421
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.34.steps.14.asp.gz,1,0.0827,0.8658,0,0.0515,422,0.5949,619,392
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.70.steps.13.asp.gz,1,0.0787,0.8665,0,0.0548,447,0.5937,888,409
FolioSuite/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.69.steps.14.asp.gz,1,0.0788,0.8719,0,0.0493,449,0.6119,742,401
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-edge-time=29.gz,1,0.0097,0.9499,1,0.0404,3484,0.4611,3901,1938
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-edge-time=26.gz,1,0.0108,0.9469,1,0.0423,4184,0.4593,4588,1716
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-edge-time=27.gz,1,0.0104,0.948,1,0.0416,2678,0.4599,2876,1790
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-edge-time=28.gz,1,0.01,0.949,1,0.041,2802,0.4605,3195,1864
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-asymmetric-time=25.gz,1,0.007,0.9501,1,0.0429,?,0.4585,?,1708
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-asymmetric-time=24.gz,1,0.0073,0.949,1,0.0437,?,0.4578,?,1634
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-center-time=28.gz,1,0.0065,0.9529,1,0.0406,3288,0.4605,3625,1929
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-edge-time=25.gz,1,0.0112,0.9457,1,0.0431,?,0.4586,?,1642
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-asymmetric-time=29.gz,1,0.0061,0.9537,1,0.0402,2736,0.461,3007,2004
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-center-time=26.gz,1,0.007,0.951,1,0.0419,3288,0.4592,3625,1781
FolioSuite/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-center-time=27.gz,1,0.0068,0.952,1,0.0413,3288,0.4599,3625,1855
FolioSuite/ASP-Comp-2009-Lparse/CompSudoku/sudoku.in1.gz,1,0,0.9823,1,0.0177,?,0,?,648
FolioSuite/ASP-Comp-2009-Lparse/CompSudoku/sudoku.in7.gz,1,0,0.984,1,0.016,?,0,?,5000
FolioSuite/ASP-Comp-2009-Lparse/CompSudoku/sudoku.in6.gz,1,0,0.9779,1,0.0221,?,0,?,5000
FolioSuite/ASP-Comp-2009-Lparse/CompSudoku/sudoku.in10.gz,1,0,0.9849,1,0.0151,71,0,198,5000
FolioSuite/ASP-Comp-2009-Lparse/CompSudoku/sudoku.in4.gz,1,0,0.9839,1,0.0161,?,0,?,5000
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/tsp_rand_70_300_1155482584_5.lp.gz,1,0,0.6205,0,0.3795,2355,0.2078,?,348
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_11.lp.gz,1,0,0.6217,0,0.3783,?,0.2137,?,398
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/tsp_rand_70_300_1155482584_11.lp.gz,1,0,0.6218,0,0.3782,2470,0.2251,?,345
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_70_300_1155482584_3.lp.gz,1,0,0.6201,0,0.3799,?,0.2049,?,349
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_70_300_1155482584_7.lp.gz,1,0,0.6197,0,0.3803,?,0.2037,?,349
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_16.lp.gz,1,0,0.621,0,0.379,?,0.2069,?,397
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/tsp_rand_70_300_1155482584_9.lp.gz,1,0,0.6201,0,0.3799,1278,0.2069,?,345
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_17.lp.gz,1,0,0.6212,0,0.3788,1331,0.2082,?,398
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_4.lp.gz,1,0,0.621,0,0.379,?,0.2057,?,400
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_70_300_1155482584_14.lp.gz,1,0,0.6197,0,0.3803,?,0.2037,?,349
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_18.lp.gz,1,0,0.6209,0,0.3791,?,0.207,?,396
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_70_300_1155482584_9.lp.gz,1,0,0.6201,0,0.3799,?,0.2069,?,345
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_70_300_1155482584_4.lp.gz,1,0,0.6201,0,0.3799,?,0.2049,?,349
FolioSuite/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_13.lp.gz,1,0,0.6217,0,0.3783,?,0.2137,?,398
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_200_800_1159728969_14.lp.gz,1,0.0005,0.5988,1,0.4008,2621,0.0634,5417,309
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_100_400_1159666138_19.lp.gz,1,0,0.6002,1,0.3998,1201,0.0632,2645,155
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_200_800_1159728969_9.lp.gz,1,0.0003,0.5979,1,0.4018,2584,0.0634,5348,303
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_150_600_1159731678_12.lp.gz,1,0,0.5988,1,0.4012,1856,0.0647,3802,227
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_100_400_1159666138_2.lp.gz,1,0,0.5966,1,0.4034,1409,0.0639,2864,148
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_150_600_1159731678_5.lp.gz,1,0.0004,0.5946,1,0.405,1884,0.0615,3723,217
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_100_400_1159666138_3.lp.gz,1,0,0.5943,1,0.4057,1412,0.0611,2937,150
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_200_800_1159728969_6.lp.gz,1,0.0002,0.597,1,0.4028,2504,0.0639,5260,301
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_100_400_1159666138_9.lp.gz,1,0,0.5934,1,0.4066,1330,0.0653,2712,143
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_100_400_1159666138_7.lp.gz,1,0.0003,0.5988,1,0.4009,1166,0.0617,2594,152
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_150_600_1159731678_6.lp.gz,1,0,0.6003,1,0.3997,1929,0.0647,4055,233
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_150_600_1159731678_15.lp.gz,1,0.0002,0.5958,1,0.404,1773,0.0621,3695,220
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_200_800_1159728969_7.lp.gz,1,0.0003,0.5976,1,0.4021,2411,0.0604,4922,307
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_100_400_1159666138_5.lp.gz,1,0,0.5987,1,0.4013,1246,0.062,2681,156
FolioSuite/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_150_600_1159731678_17.lp.gz,1,0.0004,0.5952,1,0.4044,1761,0.0561,3647,229
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.15.x.15.b.10.a.30_sat.data.gz,1,0.0106,0.9633,0,0.026,666,0.5838,986,3654
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.14.x.14.b.8.a.20_unsat.data.gz,1,0.0229,0.9292,0,0.048,1102,0.5884,1609,3349
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.14.x.14.b.8.a.40_unsat.data.gz,1,0.0208,0.9293,0,0.0498,296,0.5752,855,3384
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.13.x.13.b.5.a.30_sat.data.gz,1,0.0192,0.9256,0,0.0552,568,0.5404,912,2631
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.16.x.16.b.10.a.20_unsat.data.gz,1,0.0266,0.9302,0,0.0432,241,0.6252,572,4655
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.16.x.16.b.5.a.30_sat.data.gz,1,0.0182,0.94,0,0.0418,377,0.6122,613,5578
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.13.x.13.b.7.a.10_unsat.data.gz,1,0.0156,0.9321,0,0.0524,822,0.5549,1262,2510
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.10.x.10.b.5.a.35_sat.data.gz,1,0.0113,0.952,0,0.0368,377,0.4894,865,1249
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.12.x.12.b.5.a.15_unsat.data.gz,1,0.0199,0.9258,0,0.0543,324,0.5503,576,2202
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.15.x.15.b.2.a.25_sat.data.gz,1,0.0158,0.938,0,0.0461,1290,0.5827,1685,4373
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.13.x.13.b.7.a.15_sat.data.gz,1,0.0185,0.9281,0,0.0533,419,0.5541,1191,2459
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.13.x.13.b.7.a.30_sat.data.gz,1,0.019,0.9262,0,0.0547,819,0.54,1413,2603
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.14.x.14.b.8.a.30_unsat.data.gz,1,0.0232,0.9272,0,0.0496,492,0.5808,1161,3355
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/12-sokoban_decision-0-0.asp.gz,1,0.0697,0.8768,0,0.0534,2206,0.9533,2836,1676
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/49-sokoban_decision-0-0.asp.gz,1,0.0644,0.9026,0,0.0331,668,0.9753,847,4789
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/50-sokoban_decision-0-0.asp.gz,1,0.0653,0.8988,0,0.0359,580,0.975,759,3653
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/16-sokoban_decision-0-0.asp.gz,1,0.0535,0.9016,0,0.0449,3695,0.9498,3801,1769
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/6-sokoban_decision-0-0.asp.gz,1,0.0627,0.8852,0,0.0521,2076,0.9536,2718,1369
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/4-sokoban_decision-0-0.asp.gz,1,0.0856,0.8394,0,0.0749,795,0.9549,1806,1538
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/01-knight_tour-8-0.asp.gz,1,0.0071,0.6963,0,0.2967,119,0.8782,261,275
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/06-knight_tour-20-0.asp.gz,1,0.0024,0.7032,0,0.2944,91,0.908,190,1952
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/09-knight_tour-46-0.asp.gz,1,0.0005,0.7057,0,0.2938,96,0.9161,200,10532
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/08-knight_tour-40-0.asp.gz,1,0.0006,0.7055,0,0.2939,96,0.9153,190,7952
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/02-knight_tour-10-0.asp.gz,1,0.0133,0.6929,0,0.2938,112,0.8804,258,451
FolioSuite/ASP-Comp-2011-Lparse/13-DisjunctiveScheduling/01-disjunctive_scheduling-1000-0.asp.gz,1,0,0.7883,1,0.2117,?,0.9969,?,32
FolioSuite/ASP-Comp-2011-Lparse/13-DisjunctiveScheduling/10-disjunctive_scheduling-205-0.asp.gz,1,0,0.795,1,0.205,?,0.9929,?,410
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/147-labyrinth-18-0.asp.gz,1,0.0557,0.5772,0,0.3671,27115,0.6941,28431,50039
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/225-labyrinth-22-0.asp.gz,1,0.0471,0.5806,0,0.3723,?,0.6988,?,94898
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/169-labyrinth-19-0.asp.gz,1,0.0529,0.5783,0,0.3688,6849,0.6956,7168,59517
