@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE OCCFP_OCCFN NUMERIC
@ATTRIBUTE LITFP_LITFN NUMERIC
@ATTRIBUTE OCCFP_OCCF NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE WOCCEP_WOCCE NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE LITEP_LIT NUMERIC
@ATTRIBUTE LITEN_LITE NUMERIC
@ATTRIBUTE OCCEN_OCCE NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCE_OCC NUMERIC
@ATTRIBUTE OCCEN_OCC NUMERIC
@ATTRIBUTE OCCEN_OCCN NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_SET NUMERIC
@ATTRIBUTE TOTAL_SET NUMERIC
@ATTRIBUTE FORALL_SET NUMERIC
@ATTRIBUTE FORALL_NEG_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE FORALL_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE FORALL_VARS NUMERIC
@ATTRIBUTE W_OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE LITERALS NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE CLAUSES NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC

@DATA
ev-pr-4x4-11-3-0-0-1-s-shuffled,1,0.299842,0.877038,1,1,0.5,0.538518,0.567126,0.053893,0.438312,0.940351,0.895428,0.958749,0.430736,0.517228,0.517228,0.515371,0.921897,0.47683,0.925218,2.937107,0.177412,6,11,5,0.177412,0.354825,240,133.931983,222663,59322,67639,1202.333333
ev-pr-4x4-13-3-0-0-1-s-shuffled,1,0.304408,0.895667,1,1,0.5,0.547976,0.576721,0.054288,0.429459,0.966192,0.89326,0.96045,0.437115,0.509645,0.509645,0.508597,0.921204,0.469487,0.923101,2.965486,0.180598,7,13,6,0.180598,0.361196,288,160.26535,265253,71416,79735,1231.571429
ev-pr-4x4-15-3-0-0-1-s-shuffled,1,0.307772,0.909388,1,1,0.5,0.554805,0.583625,0.054573,0.423082,0.985315,0.891655,0.961669,0.441728,0.504151,0.504151,0.503698,0.920703,0.464174,0.921531,2.986388,0.182945,8,15,7,0.182945,0.36589,336,186.568603,307843,83510,91831,1253.5
ev-pr-4x4-17-3-0-0-1-lg-shuffled,1,0.521307,0.93206,1,1,0.5,0.611002,0.640012,0.039818,0.368455,1.424066,0.903479,0.967472,0.547652,0.404962,0.404962,0.41253,0.935199,0.37872,0.918042,3.512462,0.15196,9,17,8,0.15196,0.30392,48,187.867812,75946,18548,19900,330.888889
ev-pr-4x4-17-3-0-0-1-s-shuffled,1,0.310352,0.919915,1,1,0.5,0.559965,0.588829,0.054789,0.41827,1.00004,0.890419,0.962586,0.445221,0.499989,0.499989,0.49999,0.920323,0.460151,0.92032,3.002425,0.184745,9,17,8,0.184745,0.36949,384,212.852864,350433,95604,103927,1270.555556
ev-pr-4x4-5-3-0-0-1-lg-shuffled,1,0.518028,0.778366,1,1,0.5,0.55433,0.582026,0.035526,0.422923,1.221294,0.921086,0.960583,0.514286,0.446378,0.446378,0.450188,0.941558,0.420291,0.933589,3.2696,0.125041,3,5,2,0.125041,0.250083,12,48.415179,21280,4706,6046,294.666667
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,0.265,0.734905,1,1,0.5,0.458753,0.484964,0.050583,0.513781,0.74773,0.911594,0.943512,0.377246,0.580294,0.580294,0.572171,0.927663,0.538317,0.940833,2.720583,0.153105,3,5,2,0.153105,0.30621,96,54.325672,94893,23040,31351,997.666667
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,0.283081,0.808663,1,1,0.5,0.501876,0.529636,0.05237,0.472808,0.846698,0.903288,0.951978,0.406123,0.546363,0.546363,0.541507,0.924559,0.505145,0.93285,2.832946,0.165719,4,7,3,0.165719,0.331438,144,81.059199,137483,35134,43447,1100
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,0.520068,0.873968,1,1,0.5,0.590443,0.619265,0.038277,0.387985,1.347118,0.91016,0.964754,0.535669,0.419924,0.419924,0.426054,0.937456,0.393661,0.923968,3.420668,0.141785,5,9,4,0.141785,0.283571,24,94.784558,39502,9320,10664,316.4
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,0.293286,0.850296,1,1,0.5,0.524553,0.552896,0.053312,0.451422,0.9035,0.898521,0.956205,0.42134,0.528373,0.528373,0.525348,0.922915,0.487644,0.928229,2.896369,0.172839,5,9,4,0.172839,0.345678,192,107.546591,180073,47228,55543,1161.4
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,0.480449,0.889918,1,1,0.5,0.585998,0.610653,0.029708,0.394606,1.262563,0.932783,0.967961,0.528315,0.438311,0.438311,0.441977,0.947643,0.415363,0.939784,3.683286,0.116337,6,11,5,0.116337,0.232674,35,144.63112,149621,34002,38208,777.166667
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,0.480988,0.906322,1,1,0.5,0.591455,0.616333,0.030111,0.389208,1.280974,0.931318,0.968341,0.53148,0.434462,0.434462,0.438409,0.946952,0.411415,0.938427,3.706077,0.118744,7,13,6,0.118744,0.237489,42,172.709416,177145,40712,44920,786
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,0.481388,0.918461,1,1,0.5,0.595449,0.620481,0.030405,0.385266,1.294624,0.930232,0.968629,0.533794,0.431644,0.431644,0.435801,0.946447,0.408529,0.93742,3.722943,0.120526,8,15,7,0.120526,0.241052,49,200.803912,204669,47422,51632,792.625
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,0.476428,0.767596,1,1,0.5,0.543295,0.565679,0.026518,0.437329,1.126514,0.943609,0.965565,0.503229,0.468587,0.468587,0.470253,0.953142,0.44663,0.949765,3.513336,0.098384,3,5,2,0.098384,0.196768,14,60.683796,67049,13872,18072,715.333333
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,0.220066,0.725699,1,1,0.5,0.435351,0.464572,0.046314,0.532713,0.67339,0.922498,0.931656,0.356097,0.607552,0.607552,0.597589,0.92086,0.55947,0.936212,2.700891,0.137859,3,5,2,0.137859,0.275718,240,65.385413,632205,154132,212391,5381.666667
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,0.237795,0.801194,1,1,0.5,0.478782,0.510579,0.048179,0.490227,0.766475,0.914894,0.939206,0.385722,0.573148,0.573148,0.566099,0.917204,0.525693,0.928624,2.810964,0.149869,4,7,3,0.149869,0.299739,360,96.61693,911607,234794,293055,5997
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,0.47596,0.889402,1,1,0.5,0.576796,0.605798,0.032459,0.399723,1.240451,0.927276,0.960882,0.521202,0.442613,0.442613,0.446339,0.939333,0.415761,0.931493,3.720847,0.129161,6,11,5,0.129161,0.258323,40,159.325789,314239,70237,78971,1466.166667
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,0.476476,0.905905,1,1,0.5,0.582212,0.611528,0.032903,0.394307,1.258428,0.92569,0.961233,0.524311,0.438756,0.438756,0.442786,0.938513,0.411778,0.92997,3.743101,0.131837,7,13,6,0.131837,0.263674,48,190.214786,371997,84106,92842,1483
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,0.477386,0.934982,1,1,0.5,0.5916,0.621418,0.033671,0.384956,1.290198,0.922886,0.961882,0.529685,0.432069,0.432069,0.436643,0.937095,0.404889,0.927277,3.782314,0.136551,10,19,9,0.136551,0.273103,72,282.965998,545271,125713,134455,1513.3
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,0.472108,0.766369,1,1,0.5,0.534544,0.560568,0.028943,0.442471,1.107636,0.938998,0.958775,0.496591,0.472896,0.472896,0.474465,0.94584,0.447284,0.942712,3.554928,0.109214,3,5,2,0.109214,0.218427,16,66.974144,140965,28630,37358,1348.333333
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,0.474087,0.829589,1,1,0.5,0.556651,0.584344,0.030797,0.419994,1.175617,0.932998,0.959733,0.509564,0.456991,0.456991,0.45964,0.942408,0.430672,0.936976,3.640184,0.119464,4,7,3,0.119464,0.238927,24,97.661065,198723,42499,51229,1407.25
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,0.475223,0.865868,1,1,0.5,0.568964,0.597484,0.031815,0.40758,1.214881,0.929533,0.960406,0.516693,0.448195,0.448195,0.451492,0.940524,0.421538,0.933657,3.689109,0.125346,5,9,4,0.125346,0.250691,32,128.466253,256481,56368,65100,1442.6
f600-00-shuffled,1,0.523087,0.212619,0.866094,0.866094,0.464121,0.265804,0.31839,0.148885,0.642788,0.678006,0.75017,0.744107,0.275106,0.619054,0.619054,0.595945,0.821821,0.508752,0.853689,1.787298,0.319137,2,3,1,0.368478,0.687615,600,4.471504,29694,2551,11998,2174
ii32c1-00,1,0.798108,0.016057,3.190033,3.190033,0.761338,0.160133,0.202288,0.071354,0.635491,0.615255,0.884745,0.439311,0.153281,0.781347,0.781347,0.619097,0.781787,0.610847,0.986674,1.840428,0.597585,2,3,1,0.187329,0.784914,225,7.274105,21092,129,8034,976.5
ii32c1-50-shuffled,1,0.803578,0.016725,3.434192,3.434192,0.77448,0.153559,0.192979,0.068721,0.635229,0.610689,0.889311,0.420974,0.143145,0.794118,0.794118,0.620852,0.785234,0.623568,1.004374,1.833787,0.622456,2,3,1,0.181252,0.803708,225,7.794297,20343,129,7713,869.5
ii32e1-00-shuffled,1,0.805541,0.016726,3.421953,3.421953,0.773856,0.153866,0.193941,0.067843,0.636934,0.609589,0.8908,0.423798,0.146567,0.790619,0.790619,0.621277,0.784,0.619845,0.997696,1.848315,0.612998,2,3,1,0.179137,0.792135,222,7.455116,20680,131,7832,925
ii32e1-50-shuffled,1,0.811766,0.017476,3.718823,3.718823,0.788083,0.14658,0.183545,0.064887,0.636708,0.604516,0.895887,0.403477,0.135454,0.804767,0.804767,0.623241,0.788534,0.634586,1.018204,1.841515,0.640475,2,3,1,0.172225,0.8127,222,8.055736,19896,131,7496,813
ii8a1-00-shuffled,1,0.655048,0.022837,0.876364,0.876364,0.467054,0.307396,0.348311,0.138052,0.622302,0.717241,0.762931,0.813869,0.296687,0.599593,0.599593,0.582329,0.868984,0.521037,0.894746,1.774038,0.289663,2,3,1,0.330529,0.620192,66,3.515625,1992,19,832,191
ii8a1-90-shuffled,1,0.65184,0.029141,1.12093,1.12093,0.528509,0.298127,0.327957,0.136768,0.617117,0.708696,0.766304,0.778638,0.26145,0.63172,0.63172,0.585242,0.888759,0.561447,0.959343,1.711656,0.369632,2,3,1,0.329755,0.699387,66,3.887195,1572,19,652,131
ii8a3-90,1,0.682878,0.026939,1.410649,1.410649,0.585174,0.255196,0.308941,0.121406,0.61459,0.697654,0.793895,0.662142,0.239691,0.661134,0.661134,0.589048,0.807945,0.534161,0.90682,1.721208,0.416742,2,3,1,0.295426,0.712168,264,5.173585,13459,149,5531,928
ii8c1-90-shuffled,1,0.664625,0.016845,1.165577,1.165577,0.538229,0.272305,0.329048,0.133896,0.613774,0.711911,0.770782,0.70504,0.259791,0.634116,0.634116,0.584143,0.808628,0.512764,0.877806,1.707408,0.375287,2,3,1,0.321975,0.697263,510,4.921587,25124,176,10448,1836.5
ii8d1-00-shuffled,1,0.660599,0.012956,0.975616,0.975616,0.493829,0.28422,0.345027,0.137963,0.616525,0.720064,0.762695,0.741168,0.284027,0.609551,0.609551,0.581374,0.808011,0.492524,0.847173,1.737679,0.321525,2,3,1,0.329561,0.651087,530,4.434243,29131,158,12195,2392.5
impl18-shuffled,1,0.506849,0.986301,1,1,0.5,0.44255,0.50009,0.165517,0.49994,1.004608,0.668203,0.884993,0.335632,0.498282,0.498282,0.498851,0.88399,0.440476,0.882982,1.993151,0.493151,19,37,18,0.493151,0.986301,18,55.972973,435,144,146,2.947368
irst.dme4.B-d4-shuffled,1,0.560229,0.333197,1,1,0.5,0.430313,0.42165,0.022055,0.575899,0.750306,0.961397,1.014647,0.406616,0.57462,0.57462,0.571329,1.007041,0.578666,1.012843,2.22989,0.05145,2,3,1,0.05145,0.102899,48,7.228571,5713,816,2449,448.5
irst.dme5.B-d4-shuffled,1,0.559827,0.333237,1,1,0.5,0.427222,0.421009,0.024034,0.576285,0.750217,0.957936,1.008277,0.404609,0.574961,0.574961,0.571358,1.000246,0.575103,1.006554,2.220809,0.056069,2,3,1,0.056069,0.112139,64,7.243774,8072,1153,3460,630.5
jnh1-50-shuffled,1,0.46949,0.14571,1.004507,1.004507,0.501124,0.183988,0.24011,0.153969,0.68164,0.600622,0.753554,0.577925,0.22058,0.680951,0.680951,0.624757,0.756592,0.515202,0.824644,1.842456,0.412167,2,3,1,0.410318,0.822485,100,8.143966,14412,788,5408,530
jnh207-90-shuffled,1,0.451166,0.15606,0.928152,0.928152,0.481369,0.190083,0.245504,0.161548,0.683276,0.602353,0.741144,0.600153,0.225977,0.671789,0.671789,0.624082,0.763677,0.51303,0.822055,1.831548,0.398866,2,3,1,0.429742,0.828607,100,8.145669,12665,743,4761,458
jnh218-00-shuffled,1,0.4634,0.145,0.883765,0.883765,0.469148,0.197269,0.256186,0.16096,0.681138,0.609607,0.740917,0.618667,0.236479,0.660615,0.660615,0.62127,0.760306,0.50227,0.808457,1.8398,0.3756,2,3,1,0.425,0.8006,100,7.246449,13202,725,5000,548.5
jnh218-90-shuffled,1,0.451797,0.153277,0.92285,0.92285,0.479939,0.191005,0.246619,0.161868,0.682997,0.603162,0.7405,0.602534,0.226853,0.670632,0.670632,0.623767,0.763862,0.51227,0.821252,1.830655,0.39704,2,3,1,0.430233,0.827273,100,8.086529,12572,725,4730,458.5
k3_1_2-shuffled,1,0.678771,0.689944,1,1,0.5,0.46743,0.525788,0.074844,0.47733,1.077754,0.844492,0.894311,0.443867,0.477995,0.477995,0.481289,0.859902,0.411029,0.854017,2.284916,0.201117,2,3,1,0.201117,0.402235,3,4.628253,962,247,358,133
k4_2_2-shuffled,1,0.706545,0.655876,1,1,0.5,0.478232,0.53187,0.06573,0.471454,1.10078,0.861915,0.904806,0.458256,0.472383,0.472383,0.476014,0.871887,0.411865,0.865237,2.306122,0.174525,2,3,1,0.174525,0.34905,4,4.824376,3773,932,1421,519
k5_2_2,1,0.730106,0.587459,1,1,0.5,0.475916,0.538249,0.075691,0.466265,1.122443,0.83935,0.891671,0.453154,0.46601,0.46601,0.471155,0.850757,0.396461,0.841465,2.195453,0.19582,2,3,1,0.19582,0.391639,5,4.856209,7055,1602,2727,992
k5_3_2-shuffled,1,0.719739,0.634606,1,1,0.5,0.485497,0.535475,0.060439,0.467892,1.115346,0.872152,0.912403,0.466826,0.468987,0.468987,0.472736,0.880647,0.413012,0.873664,2.315922,0.159216,2,3,1,0.159216,0.318433,5,4.921772,10490,2527,3982,1442
k_branch_n-20-shuffled,1,0.476193,0.127969,1,1,0.5,0.381939,0.407252,0.046538,0.586184,0.784609,0.916947,0.922969,0.393115,0.56654,0.56654,0.560347,0.915334,0.518574,0.925451,2.488632,0.127703,23,45,22,0.127703,0.255405,127,204.69691,216639,10103,78949,595.391304
k_branch_n-4-shuffled,1,0.7154,0.221053,1,1,0.5,0.464923,0.491748,0.049093,0.507598,0.979777,0.902807,0.944195,0.4458,0.505664,0.505664,0.505107,0.926032,0.468261,0.927051,2.306043,0.125536,7,13,6,0.125536,0.251072,21,39.666252,6559,567,2565,111.714286
k_branch_n-5-shuffled,1,0.690501,0.211151,1,1,0.5,0.454485,0.481715,0.048277,0.516876,0.95267,0.90573,0.940721,0.439603,0.513415,0.513415,0.512119,0.92354,0.474159,0.925876,2.328343,0.124419,8,15,7,0.124419,0.248838,25,47.18973,9984,818,3874,140.5
k_branch_n-6,1,0.667212,0.202543,1,1,0.5,0.445523,0.472494,0.047189,0.525453,0.928832,0.90898,0.938838,0.434363,0.520371,0.520371,0.518449,0.92281,0.480204,0.926232,2.349682,0.122434,9,17,8,0.122434,0.244868,29,54.909441,14283,1115,5505,169.777778
k_branch_n-7,1,0.645416,0.194868,1,1,0.5,0.437594,0.463981,0.045985,0.533417,0.90759,0.912279,0.93787,0.429793,0.526675,0.526675,0.524222,0.923057,0.486151,0.927377,2.369955,0.120021,10,19,9,0.120021,0.240043,33,62.848051,19528,1458,7482,199.4
k_branch_n-8-shuffled,1,0.635663,0.182564,1,1,0.5,0.433333,0.464886,0.054099,0.532145,0.911438,0.896594,0.926212,0.422735,0.525977,0.525977,0.523166,0.908069,0.477623,0.912947,2.34961,0.142532,11,21,10,0.142532,0.285065,46,74.470405,26655,1847,10117,229.272727
k_branch_p-11-shuffled,1,0.582205,0.165668,1,1,0.5,0.415423,0.444025,0.049854,0.551665,0.862414,0.907152,0.92659,0.413209,0.541028,0.541028,0.536937,0.912556,0.493719,0.919509,2.402488,0.133038,14,27,13,0.133038,0.266076,61,101.619299,52995,3290,19859,319.857143
k_branch_p-14-shuffled,1,0.536999,0.151981,1,1,0.5,0.401016,0.426815,0.046023,0.568022,0.824034,0.916052,0.928327,0.405741,0.553126,0.553126,0.548236,0.917823,0.507671,0.926009,2.447824,0.124077,17,33,16,0.124077,0.248154,76,130.997878,91302,5147,33866,411.294118
k_branch_p-16-shuffled,1,0.521902,0.140799,1,1,0.5,0.395859,0.424545,0.05113,0.569559,0.821285,0.906878,0.919659,0.399807,0.554651,0.554651,0.549063,0.90804,0.503645,0.917282,2.440381,0.138989,19,37,18,0.138989,0.277979,103,158.393459,127714,6615,46982,472.526316
k_branch_p-17-shuffled,1,0.509674,0.137342,1,1,0.5,0.3921,0.419878,0.049907,0.57402,0.811252,0.909607,0.920466,0.397989,0.557882,0.557882,0.552104,0.909936,0.507637,0.919458,2.45326,0.136009,20,39,19,0.136009,0.272019,109,169.587142,147195,7418,54011,503.2
k_branch_p-4-shuffled,1,0.715511,0.220966,1,1,0.5,0.464847,0.491643,0.04907,0.507694,0.979487,0.902866,0.944224,0.445748,0.505745,0.505745,0.505181,0.926078,0.468359,0.927112,2.306313,0.125487,7,13,6,0.125487,0.250974,21,39.67995,6562,567,2566,111.714286
k_branch_p-6-shuffled,1,0.667272,0.202506,1,1,0.5,0.445492,0.472451,0.047179,0.525493,0.928716,0.909005,0.938852,0.434341,0.520405,0.520405,0.51848,0.92283,0.480245,0.926257,2.3498,0.122412,9,17,8,0.122412,0.244824,29,54.919075,14286,1115,5506,169.777778
k_branch_p-8-shuffled,1,0.635699,0.182546,1,1,0.5,0.433318,0.464863,0.054093,0.532166,0.911379,0.896609,0.926222,0.422725,0.525995,0.525995,0.523183,0.908081,0.477646,0.912962,2.349674,0.142518,11,21,10,0.142518,0.285037,46,74.477804,26658,1847,10118,229.272727
k_d4_n-11-shuffled,1,0.660931,0.203949,1,1,0.5,0.459601,0.49025,0.07181,0.508693,0.975248,0.858158,0.935466,0.421924,0.507316,0.507316,0.506266,0.900412,0.456794,0.902281,2.216925,0.185896,16,31,15,0.185896,0.371791,49,98.732535,9177,723,3545,59.5625
k_d4_n-14-shuffled,1,0.65904,0.202577,1,1,0.5,0.458894,0.489536,0.071912,0.509335,0.973444,0.858085,0.935249,0.421359,0.507859,0.507859,0.506728,0.899625,0.456883,0.901632,2.218792,0.186362,19,37,18,0.186362,0.372723,61,118.172605,11667,912,4502,63.263158
k_d4_n-15-shuffled,1,0.658577,0.20224,1,1,0.5,0.458726,0.48936,0.071937,0.509493,0.973003,0.858068,0.935209,0.421221,0.507991,0.507991,0.506842,0.899431,0.456903,0.901472,2.219249,0.186476,20,39,19,0.186476,0.372952,65,124.635556,12497,975,4821,64.25
k_d4_n-16-shuffled,1,0.658171,0.201946,1,1,0.5,0.458581,0.489206,0.071959,0.509633,0.972617,0.858052,0.935179,0.4211,0.508108,0.508108,0.506941,0.899261,0.456921,0.901331,2.21965,0.186576,21,41,20,0.186576,0.373152,69,131.092554,13327,1038,5140,65.142857
k_d4_n-17-shuffled,1,0.657813,0.201685,1,1,0.5,0.458455,0.489069,0.071979,0.509756,0.972276,0.858038,0.935157,0.420993,0.50821,0.50821,0.507028,0.899111,0.456937,0.901206,2.220004,0.186664,22,43,21,0.186664,0.373328,73,137.544619,14157,1101,5459,65.954545
k_d4_n-18-shuffled,1,0.657494,0.201454,1,1,0.5,0.458344,0.488947,0.071996,0.509866,0.971974,0.858026,0.93514,0.420898,0.508302,0.508302,0.507106,0.898976,0.456951,0.901095,2.220318,0.186743,23,45,22,0.186743,0.373486,77,143.992551,14987,1164,5778,66.695652
k_d4_n-19-shuffled,1,0.657208,0.201247,1,1,0.5,0.458245,0.488837,0.072011,0.509965,0.971703,0.858015,0.935128,0.420813,0.508383,0.508383,0.507176,0.898856,0.456963,0.900996,2.2206,0.186813,24,47,23,0.186813,0.373626,81,150.436985,15817,1227,6097,67.375
k_d4_n-20-shuffled,1,0.656951,0.20106,1,1,0.5,0.458158,0.488738,0.072025,0.510054,0.971459,0.858006,0.935119,0.420736,0.508457,0.508457,0.507239,0.898748,0.456974,0.900906,2.220854,0.186877,25,49,24,0.186877,0.373753,85,156.878431,16647,1290,6416,68
k_d4_n-21-shuffled,1,0.656719,0.200891,1,1,0.5,0.458079,0.488649,0.072038,0.510135,0.971238,0.857997,0.935113,0.420667,0.508523,0.508523,0.507295,0.898649,0.456984,0.900825,2.221084,0.186934,26,51,25,0.186934,0.373868,89,163.317308,17477,1353,6735,68.576923
k_d4_n-7-shuffled,1,0.665932,0.20758,1,1,0.5,0.461605,0.49211,0.071538,0.507027,0.980054,0.85835,0.936371,0.423425,0.505878,0.505878,0.505037,0.90246,0.456535,0.903963,2.211988,0.184663,12,23,11,0.184663,0.369326,33,72.565749,5857,471,2269,51.75
k_d4_p-10-shuffled,1,0.707709,0.241435,1,1,0.5,0.484216,0.500839,0.057983,0.499233,1.002134,0.88391,0.96695,0.44255,0.499397,0.499397,0.499467,0.935602,0.467237,0.935471,2.220021,0.14561,15,29,14,0.14561,0.291221,35,75.615748,4691,451,1868,40
k_d4_p-11-shuffled,1,0.706972,0.240858,1,1,0.5,0.483765,0.50053,0.058024,0.499515,1.001165,0.883883,0.966593,0.442267,0.499671,0.499671,0.499709,0.935078,0.467231,0.935006,2.220868,0.145783,16,31,15,0.145783,0.291565,38,81.002878,5153,494,2051,41.0625
k_d4_p-21-shuffled,1,0.703427,0.238083,1,1,0.5,0.481662,0.499058,0.058222,0.500861,0.996527,0.883759,0.964987,0.440909,0.500984,0.500984,0.50087,0.932523,0.46718,0.932737,2.224942,0.146612,26,51,25,0.146612,0.293223,68,134.515058,9773,924,3881,47.192308
k_d4_p-6-shuffled,1,0.713028,0.245599,1,1,0.5,0.48758,0.503095,0.057686,0.497175,1.009187,0.884099,0.969682,0.444601,0.497416,0.497416,0.497714,0.939324,0.467234,0.938761,2.213908,0.144366,11,21,10,0.144366,0.288732,23,53.853165,2843,279,1136,33.818182
k_d4_p-7-shuffled,1,0.711145,0.244124,1,1,0.5,0.486372,0.502291,0.057791,0.497908,1.006679,0.884032,0.96869,0.443873,0.498118,0.498118,0.498336,0.938019,0.467244,0.937609,2.216073,0.144807,12,23,11,0.144807,0.289613,26,59.342857,3305,322,1319,35.75
k_dum_n-10-shuffled,1,0.742647,0.280147,1,1,0.5,0.513856,0.517327,0.041013,0.483695,1.049444,0.915946,0.995258,0.471049,0.486859,0.486859,0.487937,0.968972,0.471753,0.966831,2.238235,0.1,16,31,15,0.1,0.2,28,69.759398,3316,381,1360,31.5
k_dum_n-21-shuffled,1,0.73895,0.276917,1,1,0.5,0.509905,0.515441,0.041403,0.485476,1.0426,0.915431,0.991023,0.469025,0.488631,0.488631,0.489572,0.964668,0.471366,0.962813,2.242917,0.101247,27,53,26,0.101247,0.202493,50,121.011811,6473,733,2647,35.777778
k_dum_p-11-shuffled,1,0.739482,0.275081,1,1,0.5,0.506929,0.512243,0.041005,0.488473,1.036364,0.916498,0.991011,0.467923,0.490274,0.490274,0.491071,0.964909,0.47307,0.963342,2.245955,0.100324,13,25,12,0.100324,0.200647,23,59.012685,3024,340,1236,34.615385
k_dum_p-13-shuffled,1,0.740179,0.276361,1,1,0.5,0.508025,0.512755,0.040598,0.487975,1.037335,0.917289,0.992189,0.468565,0.490028,0.490028,0.490837,0.965612,0.473176,0.964019,2.246037,0.099242,15,29,14,0.099242,0.198484,27,67.694794,3547,401,1451,35.333333
k_dum_p-16-shuffled,1,0.74018,0.277217,1,1,0.5,0.508403,0.512988,0.040423,0.487748,1.037436,0.917642,0.992487,0.468764,0.490005,0.490005,0.490813,0.965676,0.473186,0.964087,2.245791,0.098765,18,35,17,0.098765,0.197531,33,81.058394,4354,494,1782,36.222222
k_dum_p-21-shuffled,1,0.74167,0.2791,1,1,0.5,0.510371,0.513881,0.039723,0.486877,1.039421,0.918987,0.994638,0.469941,0.489501,0.489501,0.490335,0.967122,0.473407,0.965477,2.246214,0.096928,23,45,22,0.096928,0.193855,43,102.528555,5639,645,2311,36.956522
ken.flash^10.C-f4-shuffled,1,0.505257,0.33333,1,1,0.5,0.423815,0.426277,0.008611,0.572859,0.750007,0.984931,0.992214,0.419963,0.572678,0.572678,0.571426,0.988681,0.566196,0.990846,2.293138,0.020092,2,3,1,0.020092,0.040184,226,8.6749,261416,37345,112036,18815
ken.flash^14.C-d4-shuffled,1,0.500249,0.333322,1,1,0.5,0.420351,0.423385,0.018691,0.57462,0.750025,0.96729,0.988177,0.409889,0.574194,0.574194,0.57142,0.981269,0.563439,0.986032,2.246066,0.043611,2,3,1,0.043611,0.087223,199,8.182617,70141,10020,30061,5135.5
ken.oop^1.C-d2,1,0.523135,0.333278,1,1,0.5,0.409102,0.416056,0.034653,0.579619,0.750124,0.939353,0.973169,0.393959,0.576704,0.576704,0.571388,0.96486,0.556439,0.973836,2.171414,0.08085,2,3,1,0.08085,0.161699,79,7.181533,14169,2024,6073,1076
k_grz_n-10-shuffled,1,0.660011,0.200222,1,1,0.5,0.45819,0.471947,0.052721,0.526186,0.950458,0.897169,0.967024,0.434578,0.514197,0.514197,0.5127,0.930411,0.478415,0.933128,2.324459,0.136994,9,17,8,0.136994,0.273988,20,44.712909,4685,361,1803,55.444444
k_grz_n-13-shuffled,1,0.641572,0.192235,1,1,0.5,0.448089,0.460497,0.049076,0.537104,0.928073,0.905377,0.968012,0.432271,0.520683,0.520683,0.518653,0.934288,0.486467,0.937945,2.357955,0.128314,9,17,8,0.128314,0.256629,20,45.678819,5522,406,2112,61.777778
k_grz_n-14-shuffled,1,0.629705,0.187398,1,1,0.5,0.442159,0.455563,0.048176,0.541734,0.915771,0.907706,0.964852,0.429841,0.524327,0.524327,0.521983,0.933866,0.489651,0.938059,2.371522,0.126432,9,17,8,0.126432,0.252864,21,47.22188,6414,458,2444,69.777778
k_grz_n-21-shuffled,1,0.592706,0.168708,1,1,0.5,0.425307,0.438663,0.046862,0.557786,0.88226,0.911794,0.961767,0.421862,0.534511,0.534511,0.531276,0.932673,0.498523,0.938351,2.412027,0.124722,9,17,8,0.124722,0.249443,24,51.347877,9560,606,3592,91.555556
