@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE dy_props NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC

@DATA
normalized-fpga15-13-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.522131,1.912353,1,1.8194,8715977,0,0.919429,0.666164,0,0.77702
normalized-fapp32-0550-2.xml.mzn_AND_NODATA,1,0.815339,0.173899,0.574737,0.425263,17.001995,2.447482,4.808246,1.542426,10.080304,-1,72780,2.755803,3.363344,-1,-1,1.656596
normalized-fpga-15-13.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.522131,1.912353,1,1.8194,8846854,0,0.919429,0.666164,0,0.77702
normalized-fischer-6-5-fair.xml.mzn_AND_NODATA,1,0.909344,0.090656,0.836145,0.163855,14.287785,1.818022,2.556645,1.547998,4.772034,-1,5199709,9.925653,1.732209,-1,-1,1.068564
normalized-fpga-15-14.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.805861,1.25056,1,0.9822,8757284,0.62357,0.918296,0.657614,0,0.808122
normalized-fapp32-0550-0.xml.mzn_AND_NODATA,1,0.815339,0.173899,0.574737,0.425263,17.001995,2.447482,4.808246,1.542426,10.080304,-1,73038,2.755803,3.363344,-1,-1,1.656596
normalized-fpga13-12-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.879034,1.250205,1,1.070863,9159557,0.619382,0.918296,0.705035,0,0.744323
normalized-fpga-13-12.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.879034,1.250205,1,1.070863,8939072,0.619382,0.918296,0.705035,0,0.744323
normalized-fpga-20-18.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.532111,0.918296,1,0.783077,7483166,0,0.918296,0.569961,0,0.905097
normalized-fischer-7-4-fair.xml.mzn_AND_NODATA,1,0.90879,0.09121,0.835266,0.164734,14.287785,1.823855,2.564745,1.552186,4.784524,-1,7712928,9.905414,1.733603,-1,-1,1.114521
normalized-fpga25-23-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.380613,1.916239,1,1.59833,6325208,0,0.918682,0.499636,0,0.989433
normalized-fapp32-0550-3.xml.mzn_AND_NODATA,1,0.815339,0.173899,0.574737,0.425263,17.001995,2.447482,4.808246,1.542426,10.080304,-1,72637,2.755803,3.363344,-1,-1,1.656596
normalized-fpga25-24-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.576221,1.251244,1,0.702834,6345501,0.63431,0.918296,0.495282,0,1.003635
normalized-fpga-25-24.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.576221,1.251244,1,0.702834,6324752,0.63431,0.918296,0.495282,0,1.003635
normalized-fpga14-12-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.672636,0.918296,1,0.981397,8818301,0,0.918296,0.68975,0,0.744323
normalized-fpga30-28-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.400398,0.918296,1,0.593114,5418055,0,0.918296,0.445986,0,1.050559
normalized-fpga-30-28.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.400398,0.918296,1,0.593114,5447644,0,0.918296,0.445986,0,1.050559
normalized-fpga-25-23.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.380613,1.916239,1,1.59833,6385599,0,0.918682,0.499636,0,0.989433
normalized-fpga-14-12.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.672636,0.918296,1,0.981397,8816799,0,0.918296,0.68975,0,0.744323
normalized-fpga15-14-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.805861,1.25056,1,0.9822,8736644,0.62357,0.918296,0.657614,0,0.808122
normalized-fpga11-9-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.618908,1.906802,1,1.968047,9155913,0,0.920517,0.771971,0,0.617934
normalized-fpga35-34-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.453832,1.251433,1,0.553521,4700889,0.638847,0.918296,0.400979,0,1.103776
normalized-fapp32-0550-4.xml.mzn_AND_NODATA,1,0.815339,0.173899,0.574737,0.425263,17.001995,2.447482,4.808246,1.542426,10.080304,-1,73209,2.755803,3.363344,-1,-1,1.656596
normalized-fpga35-33-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.303137,1.917263,1,1.476345,4634816,0,0.918488,0.403636,0,1.095684
normalized-fpga-40-38.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.324102,0.918296,1,0.481642,4100309,0,0.918296,0.369291,0,1.131371
normalized-fischer-5-7-fair.xml.mzn_AND_NODATA,1,0.910022,0.089978,0.837209,0.162791,14.287785,1.808434,2.543684,1.550032,4.753815,-1,3107830,9.765908,1.728208,-1,-1,1.020404
normalized-fischer-4-9-fair.xml.mzn_AND_NODATA,1,0.909873,0.090127,0.836823,0.163177,14.287785,1.802315,2.537876,1.564352,4.73706,-1,2513211,10.058916,1.727767,-1,-1,0.965277
normalized-fpga40-38-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.324102,0.918296,1,0.481642,4094588,0,0.918296,0.369291,0,1.131371
normalized-fischer-10-4-fair.xml.mzn_AND_NODATA,1,0.910495,0.089505,0.838282,0.161718,14.287785,1.820426,2.551998,1.543476,4.801279,-1,7174575,9.258539,1.727105,-1,-1,1.25883
normalized-fpsol2-i-1-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928,0,0,4.059666,3.321928,-1,872392,1.179221,4.57673,-1,-1,1.342832
normalized-fpsol2-i-1-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891,0,0,4.059666,3.906891,-1,1591559,1.179221,4.831723,-1,-1,1.342832
normalized-fpsol2-i-1-20.xml.mzn_AND_NODATA,1,1,0,1,0,4.321928,0,0,4.059666,4.321928,-1,956134,1.179221,4.844246,-1,-1,1.342832
normalized-fpga20-18-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.532111,0.918296,1,0.783077,7593939,0,0.918296,0.569961,0,0.905097
normalized-fpga-45-43.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.253706,1.917676,1,1.398367,3594414,0,0.918411,-1,-1,1.159427
normalized-fischer-9-2-fair.xml.mzn_AND_NODATA,1,0.904459,0.095541,0.827979,0.172021,14.287785,1.848455,2.60515,1.592928,4.821071,4.01064,21379218,-1,1.746817,0.913741,0,1.178999
normalized-fpsol2-i-1-40.xml.mzn_AND_NODATA,1,1,0,1,0,5.321928,0,0,4.059666,5.321928,-1,5763177,1.179221,5.139382,-1,-1,1.342832
normalized-fpga-35-33.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.303137,1.917263,1,1.476345,4623845,0,0.918488,0.403636,0,1.095684
normalized-fpga-35-34.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.453832,1.251433,1,0.553521,4702545,0.638847,0.918296,0.400979,0,1.103776
normalized-fpga45-44-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.376907,1.25151,1,0.459603,3624227,0.641351,0.918296,-1,-1,1.164646
normalized-fpga45-43-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.253706,1.917676,1,1.398367,3612600,0,0.918411,-1,-1,1.159427
normalized-fpsol2-i-1-60.xml.mzn_AND_NODATA,1,1,0,1,0,5.906891,0,0,4.059666,5.906891,-1,3269238,1.179221,5.185349,-1,-1,1.342832
normalized-fpsol2-i-1-62.xml.mzn_AND_NODATA,1,1,0,1,0,5.954196,0,0,4.059666,5.954196,-1,1793254,1.179221,5.196179,-1,-1,1.342832
normalized-fpsol2-i-1-63.xml.mzn_AND_NODATA,1,1,0,1,0,5.97728,0,0,4.059666,5.97728,-1,1363693,1.179221,5.201429,-1,-1,1.342832
normalized-fpsol2-i-1-35.xml.mzn_AND_NODATA,1,1,0,1,0,5.129283,0,0,4.059666,5.129283,-1,5043839,1.179221,5.05295,-1,-1,1.342832
normalized-fischer-8-3-fair.xml.mzn_AND_NODATA,1,0.907453,0.092547,0.833037,0.166963,14.287785,1.831753,2.577976,1.571808,4.797357,-1,13302432,9.729093,1.737982,-1,-1,1.153317
normalized-fpsol2-i-2-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891,0,0,4.605376,3.906891,7.116105,1497471,1.526375,2.718031,-1,-1,1.637695
normalized-fpsol2-i-2-20.xml.mzn_AND_NODATA,1,1,0,1,0,4.321928,0,0,4.605376,4.321928,7.116105,1288445,1.526375,2.498196,-1,-1,1.637695
normalized-fpsol2-i-1-64.xml.mzn_AND_NODATA,1,1,0,1,0,6,0,0,4.059666,6,-1,953969,1.179221,5.201429,-1,-1,1.342832
normalized-fpsol2-i-1-30.xml.mzn_AND_NODATA,1,1,0,1,0,4.906891,0,0,4.059666,4.906891,-1,2797029,1.179221,5.118933,-1,-1,1.342832
normalized-fpsol2-i-2-26.xml.mzn_AND_NODATA,1,1,0,1,0,4.70044,0,0,4.605376,4.70044,7.116105,1022819,1.526375,2.455169,-1,-1,1.637695
normalized-fischer-6-6-fair.xml.mzn_AND_NODATA,1,0.910192,0.089808,0.837587,0.162413,14.287785,1.812946,2.547275,1.539985,4.767777,-1,4091614,10.179191,1.728464,-1,-1,1.073002
normalized-fpsol2-i-2-28.xml.mzn_AND_NODATA,1,1,0,1,0,4.807355,0,0,4.605376,4.807355,7.116105,202106,1.526375,2.437896,-1,-1,1.637695
normalized-fpsol2-i-1-45.xml.mzn_AND_NODATA,1,1,0,1,0,5.491853,0,0,4.059666,5.491853,-1,6443847,1.179221,5.257691,-1,-1,1.342832
normalized-fpsol2-i-3-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928,0,0,4.728394,3.321928,7.114075,1263399,1.463567,1.57181,-1,-1,1.572157
normalized-fpsol2-i-3-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891,0,0,4.728394,3.906891,7.114075,1512552,1.463567,2.254716,-1,-1,1.572157
normalized-fapp10-0900-10.xml.mzn_AND_NODATA,1,0.816948,0.168295,0.583378,0.416622,16.226789,2.344853,7.229983,1.689709,9.758778,-1,105764,2.83204,4.953525,-1,-1,1.35751
normalized-fpsol2-i-2-27.xml.mzn_AND_NODATA,1,1,0,1,0,4.754888,0,0,4.605376,4.754888,7.116105,607276,1.526375,2.449483,-1,-1,1.637695
normalized-fischer-11-4-fair.xml.mzn_AND_NODATA,1,0.910996,0.089004,0.839161,0.160839,14.287785,1.819737,2.548522,1.5318,4.807104,-1,6974629,9.438741,1.72505,-1,-1,1.303364
normalized-fpsol2-i-3-25.xml.mzn_AND_NODATA,1,1,0,1,0,4.643856,0,0,4.728394,4.643856,7.114075,1071934,1.463567,1.992154,-1,-1,1.572157
normalized-fpsol2-i-3-28.xml.mzn_AND_NODATA,1,1,0,1,0,4.807355,0,0,4.728394,4.807355,7.114075,203717,1.463567,1.961981,-1,-1,1.572157
normalized-fpsol2-i-3-29.xml.mzn_AND_NODATA,1,1,0,1,0,4.857981,0,0,4.728394,4.857981,7.114075,858889,1.463567,2.022147,-1,-1,1.572157
normalized-fpsol2-i-2-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928,0,0,4.605376,3.321928,7.116105,1261841,1.526375,2.070218,-1,-1,1.637695
normalized-fapp10-0900-0.xml.mzn_AND_NODATA,1,0.81329,0.172123,0.579264,0.420736,16.226789,2.353043,7.205046,1.595657,9.689106,-1,82817,2.912987,4.872684,-1,-1,1.346792
normalized-fpsol2-i-1-25.xml.mzn_AND_NODATA,1,1,0,1,0,4.643856,0,0,4.059666,4.643856,-1,811659,1.179221,4.97305,-1,-1,1.342832
normalized-fpsol2-i-2-25.xml.mzn_AND_NODATA,1,1,0,1,0,4.643856,0,0,4.605376,4.643856,7.116105,1067543,1.526375,2.466329,-1,-1,1.637695
normalized-fpsol2-i-3-27.xml.mzn_AND_NODATA,1,1,0,1,0,4.754888,0,0,4.728394,4.754888,7.114075,595215,1.463567,1.974278,-1,-1,1.572157
normalized-fapp33-0650-5.xml.mzn_AND_NODATA,1,0.813836,0.172329,0.578443,0.421557,16.530094,2.468899,5.406327,1.59389,9.859513,-1,85488,2.874547,3.779405,-1,-1,1.4485
normalized-fpga-45-44.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.376907,1.25151,1,0.459603,3618813,0.641351,0.918296,-1,-1,1.164646
normalized-fapp10-0900-4.xml.mzn_AND_NODATA,1,0.813351,0.172059,0.579333,0.420667,16.226789,2.35291,7.205417,1.59762,9.690267,-1,80757,2.913751,4.874755,-1,-1,1.346971
normalized-fpsol2-i-2-29.xml.mzn_AND_NODATA,1,1,0,1,0,4.857981,0,0,4.605376,4.857981,7.116105,834819,1.526375,2.494594,-1,-1,1.637695
normalized-fpsol2-i-1-61.xml.mzn_AND_NODATA,1,1,0,1,0,5.930737,0,0,4.059666,5.930737,-1,1740158,1.179221,5.185349,-1,-1,1.342832
normalized-fpsol2-i-1-55.xml.mzn_AND_NODATA,1,1,0,1,0,5.78136,0,0,4.059666,5.78136,-1,1805755,1.179221,5.203606,-1,-1,1.342832
normalized-fapp33-0650-4.xml.mzn_AND_NODATA,1,0.813782,0.172384,0.578383,0.421617,16.530094,2.468996,5.40633,1.592207,9.858476,-1,90756,2.874301,3.777845,-1,-1,1.448335
normalized-fapp10-0900-2.xml.mzn_AND_NODATA,1,0.81329,0.172123,0.579264,0.420736,16.226789,2.353043,7.205046,1.595657,9.689106,-1,82126,2.912987,4.872684,-1,-1,1.346792
normalized-fapp10-0900-6.xml.mzn_AND_NODATA,1,0.813575,0.171825,0.579586,0.420414,16.226789,2.352419,7.206916,1.604604,9.694532,-1,93607,2.911681,4.88108,-1,-1,1.347628
normalized-fapp10-0900-8.xml.mzn_AND_NODATA,1,0.814329,0.171036,0.580437,0.419563,16.226789,2.350754,7.212684,1.626312,9.70891,-1,93070,2.897958,4.89943,-1,-1,1.349844
normalized-fapp33-0650-6.xml.mzn_AND_NODATA,1,0.813876,0.172287,0.578489,0.421511,16.530094,2.468827,5.406386,1.59514,9.860294,-1,87041,2.874664,3.780496,-1,-1,1.448624
normalized-ft06x2-54.xml.mzn_AND_NODATA,1,0.923077,0,1,0,5.768124,0.898483,5.003351,0.675864,5.204807,1.617232,586444,1.897213,2.113909,0.619382,0,0.381207
normalized-ft06x2-55.xml.mzn_AND_NODATA,1,0.923077,0,1,0,5.794357,0.619382,5.028992,0.675864,5.231326,1.617232,435843,1.897213,2.32928,0.619382,0,0.381207
normalized-fischer-10-5-fair.xml.mzn_AND_NODATA,1,0.911695,0.088305,0.840328,0.159672,14.287785,1.814381,2.540319,1.533123,4.796524,-1,4523466,11.217456,1.722698,-1,-1,1.266257
normalized-ft06x3-54.xml.mzn_AND_NODATA,1,0.947368,0,1,0,5.768124,0.913283,4.962926,0.667474,5.193104,1.531558,360167,1.947183,2.093977,0.629249,0,0.502224
normalized-ft06x3-55.xml.mzn_AND_NODATA,1,0.947368,0,1,0,5.794357,0.629249,4.987091,0.667474,5.21957,1.531558,378622,1.947183,2.310335,0.629249,0,0.502224
normalized-ft10x2-837.xml.mzn_AND_NODATA,1,0.952381,0,1,0,9.698653,0.453716,6.752341,0.483031,9.164926,1.209307,289544,2.863286,4.659814,0.453716,0,0.415331
normalized-ft10x3-838.xml.mzn_AND_NODATA,1,0.967742,0,1,0,9.700389,0.458686,6.673757,0.478403,9.159208,1.135096,198262,2.854478,4.751424,0.458686,0,0.531072
normalized-frb30-15-2-mgd_ext.xml.mzn_AND_NODATA,1,0.033363,0.965673,0.0625,0.9375,3.906891,0.221985,0.221985,5.669945,1.051293,-1,22031517,4.22245,0.33729,-1,-1,0.286101
normalized-games120-7.xml.mzn_AND_NODATA,1,1,0,1,0,2.807355,0,0,2.262404,2.807355,2.914526,2351634,4.224962,0,0.97346,0,0.112547
normalized-fapp10-0900-1.xml.mzn_AND_NODATA,1,0.81329,0.172123,0.579264,0.420736,16.226789,2.353043,7.205046,1.595657,9.689106,-1,82101,2.912987,4.872684,-1,-1,1.346792
normalized-games120-8.xml.mzn_AND_NODATA,1,1,0,1,0,3,0,0,2.262404,3,2.914526,2095148,4.224962,0,0.97346,0,0.112547
normalized-frb30-15-4-mgd_ext.xml.mzn_AND_NODATA,1,0.033103,0.966014,0.0625,0.9375,3.906891,0.219908,0.219908,5.667788,1.050679,-1,21870623,4.499048,0.33729,-1,-1,0.287342
normalized-frb30-15-3-mgd_ext.xml.mzn_AND_NODATA,1,0.032472,0.966806,0.0625,0.9375,3.906891,0.21518,0.21518,5.532606,1.049294,-1,22210874,4.394773,0.33729,-1,-1,0.271437
normalized-frb30-15-4_ext.xml.mzn_AND_NODATA,1,0.029611,0.970389,0.0625,0.9375,2.453445,0.192438,0.192438,5.688188,1.043038,-1,22763336,3.233912,0.33729,-1,-1,0.289004
normalized-fapp10-0900-9.xml.mzn_AND_NODATA,1,0.81517,0.170156,0.581383,0.418617,16.226789,2.348881,7.217768,1.648231,9.724919,-1,92721,2.872445,4.917868,-1,-1,1.352308
normalized-fapp33-0650-8.xml.mzn_AND_NODATA,1,0.81409,0.172063,0.578729,0.421271,16.530094,2.468439,5.407531,1.601653,9.864437,-1,85714,2.863618,3.78579,-1,-1,1.449285
normalized-fapp10-0900-7.xml.mzn_AND_NODATA,1,0.81388,0.171506,0.579931,0.420069,16.226789,2.351747,7.209193,1.613688,9.700359,-1,92870,2.910081,4.888797,-1,-1,1.348525
normalized-frb30-15-2_ext.xml.mzn_AND_NODATA,1,0.029524,0.970476,0.0625,0.9375,2.453445,0.191998,0.191998,5.577546,1.042911,-1,22941380,3.308601,0.33729,-1,-1,0.276118
normalized-fapp33-0650-7.xml.mzn_AND_NODATA,1,0.813956,0.172203,0.578579,0.421421,16.530094,2.468682,5.406922,1.597612,9.861846,-1,84247,2.872538,3.782532,-1,-1,1.448872
normalized-fapp33-0650-9.xml.mzn_AND_NODATA,1,0.814384,0.171756,0.579061,0.420939,16.530094,2.467902,5.408732,1.610245,9.870147,-1,86853,2.850138,3.792459,-1,-1,1.450195
normalized-frb30-15-3_ext.xml.mzn_AND_NODATA,1,0.029607,0.970393,0.0625,0.9375,2.453445,0.192418,0.192418,5.695728,1.043032,-1,22836344,3.011772,0.33729,-1,-1,0.295707
normalized-fapp10-0900-3.xml.mzn_AND_NODATA,1,0.81331,0.172102,0.579287,0.420713,16.226789,2.352998,7.205118,1.596315,9.689493,-1,82124,2.912607,4.87345,-1,-1,1.346851
normalized-fapp10-0900-5.xml.mzn_AND_NODATA,1,0.813453,0.171953,0.579448,0.420552,16.226789,2.352687,7.205852,1.600834,9.692208,-1,81202,2.913269,4.87775,-1,-1,1.347269
normalized-fapp34-0750-1.xml.mzn_AND_NODATA,1,0.812613,0.171374,0.580891,0.419109,16.614552,2.478034,7.11506,1.612543,9.833914,-1,56423,2.809779,4.926386,-1,-1,1.276334
normalized-fapp27-2550-10.xml.mzn_AND_NODATA,1,0.800514,0.156336,0.617519,0.382481,16.212698,2.369756,3.865772,1.926989,9.892082,-1,54390,3.158537,3.049665,-1,-1,0.77808
normalized-fapp27-2550-0.xml.mzn_AND_NODATA,1,0.800037,0.156882,0.61692,0.38308,16.212698,2.371034,3.865055,1.91162,9.882285,-1,56269,3.143747,3.038478,-1,-1,0.776961
normalized-g-125-17.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.019257,3.164873,1,-1,11226458,6.283745,1,-1,-1,0.945657
normalized-fischer-9-3-fair.xml.mzn_AND_NODATA,1,0.908034,0.091966,0.834061,0.165939,14.287785,1.830479,2.573463,1.568813,4.802927,-1,13230527,9.649213,1.735052,-1,-1,1.200994
normalized-fapp27-2550-1.xml.mzn_AND_NODATA,1,0.800037,0.156882,0.61692,0.38308,16.212698,2.371034,3.865055,1.91162,9.882285,-1,56210,3.143747,3.038478,-1,-1,0.776961
normalized-frb35-17-4-mgd_ext.xml.mzn_AND_NODATA,1,0.028021,0.971272,0.055556,0.944444,4.087463,0.192753,0.192753,6.136167,1.045438,-1,21534922,4.98326,0.309543,-1,-1,0.317189
normalized-fischer-7-5-fair.xml.mzn_AND_NODATA,1,0.910022,0.089978,0.83736,0.16264,14.287785,1.817461,2.552437,1.541237,4.77963,-1,5057742,10.015436,1.728965,-1,-1,1.121294
normalized-fischer-5-8-fair.xml.mzn_AND_NODATA,1,0.910494,0.089506,0.83801,0.16199,14.287785,1.805837,2.538465,1.54535,4.752171,-1,2727462,9.663343,1.726157,-1,-1,1.022739
normalized-frb35-17-1-mgd_ext.xml.mzn_AND_NODATA,1,0.02658,0.973062,0.055556,0.944444,4.087463,0.181535,0.181535,5.923681,1.042136,-1,21819226,4.011842,0.309543,-1,-1,0.283399
normalized-frb35-17-2-mgd_ext.xml.mzn_AND_NODATA,1,0.028147,0.971096,0.055556,0.944444,4.087463,0.19392,0.19392,5.920393,1.045788,-1,21261837,4.375035,0.309543,-1,-1,0.284734
normalized-fapp27-2550-7.xml.mzn_AND_NODATA,1,0.800088,0.156824,0.616984,0.383016,16.212698,2.370899,3.865031,1.913329,9.883331,-1,58269,3.145321,3.039873,-1,-1,0.77708
normalized-fapp34-0750-0.xml.mzn_AND_NODATA,1,0.812547,0.171444,0.580815,0.419185,16.614552,2.478155,7.114433,1.610383,9.832595,-1,56418,2.811701,4.924085,-1,-1,1.276144
normalized-g-125-18.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.018332,3.164873,1,-1,11049116,6.286827,1,-1,-1,0.945657
normalized-fischer-8-4-fair.xml.mzn_AND_NODATA,1,0.909404,0.090596,0.836356,0.163644,14.287785,1.822396,2.559969,1.556589,4.789923,-1,7454949,10.092145,1.731367,-1,-1,1.164627
normalized-geom-30a-5-ext.xml.mzn_AND_NODATA,1,0.27027,0.72973,0.166667,0.833333,1.660964,0.841852,0.841852,2.734831,1.178639,3.717172,21734687,4.222761,0.918296,0.899214,0,0.327685
normalized-geom-40-4-ext.xml.mzn_AND_NODATA,1,0.333333,0.666667,0.204082,0.795918,1.5,0.918296,0.918296,2.211223,1.166667,2.828924,9804879,4.210097,1.032751,0.999947,0,0.259982
normalized-geom-40-5-ext.xml.mzn_AND_NODATA,1,0.333333,0.666667,0.170213,0.829787,1.660964,0.918296,0.918296,2.075201,1.220321,2.662679,14197856,4.658554,1.018319,0.997416,0,0.239774
normalized-gp10-01-1092.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.062718,1.107784,1.107784,0.303804,5.041999,1.107784,5954968,0.299547,0.303804,0,1,2.085569
normalized-fapp32-0550-6.xml.mzn_AND_NODATA,1,0.815389,0.173848,0.574792,0.425208,17.001995,2.447384,4.808198,1.543952,10.081282,-1,70102,2.755132,3.364889,-1,-1,1.656763
normalized-gp10-01-1093.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.063598,1.107784,1.107784,0.303804,5.042588,1.107784,5979812,0.299547,0.303804,0,1,2.085569
normalized-fapp27-2550-6.xml.mzn_AND_NODATA,1,0.800047,0.15687,0.616933,0.383067,16.212698,2.371007,3.864941,1.911964,9.882499,-1,56390,3.14409,3.038745,-1,-1,0.776985
normalized-gp10-03-1080.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.052101,1.107784,1.107784,0.303804,5.034889,1.107784,19381255,0.299547,0.303804,0,1,2.085569
normalized-gp10-03-1081.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.05299,1.107784,1.107784,0.303804,5.035484,1.107784,19200648,0.299547,0.303804,0,1,2.085569
normalized-gp10-04-1076.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.048535,1.107784,1.107784,0.303804,5.032501,1.107784,18478709,0.299547,0.303804,0,1,2.085569
normalized-fapp34-0750-3.xml.mzn_AND_NODATA,1,0.812627,0.17136,0.580906,0.419094,16.614552,2.478009,7.115155,1.612971,9.834166,-1,63392,2.811199,4.926816,-1,-1,1.276372
normalized-gp10-04-1077.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.049428,1.107784,1.107784,0.303804,5.033099,1.107784,18242052,0.299547,0.303804,0,1,2.085569
normalized-gp10-05-1070.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.043162,1.107784,1.107784,0.303804,5.028903,1.107784,5575957,0.299547,0.303804,0,1,2.085569
normalized-gp10-05-1071.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.044059,1.107784,1.107784,0.303804,5.029504,1.107784,5566432,0.299547,0.303804,0,1,2.085569
normalized-gp10-06-1070.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.043162,1.107784,1.107784,0.303804,5.028903,1.107784,8069004,0.299547,0.303804,0,1,2.085569
normalized-gp10-02-1096.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.066232,1.107784,1.107784,0.303804,5.044352,1.107784,21432830,0.299547,0.303804,0,1,2.085569
normalized-fischer-6-7-fair.xml.mzn_AND_NODATA,1,0.91081,0.08919,0.838637,0.161363,14.287785,1.807659,2.538873,1.533901,4.761796,-1,3249276,8.971959,1.724739,-1,-1,1.076215
normalized-gp10-06-1071.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.044059,1.107784,1.107784,0.303804,5.029504,1.107784,8463259,0.299547,0.303804,0,1,2.085569
normalized-frb35-17-1_ext.xml.mzn_AND_NODATA,1,0.025013,0.974987,0.055556,0.944444,2.543731,0.168728,0.168728,5.997252,1.038613,-1,21923990,3.350339,0.309543,-1,-1,0.299837
normalized-fapp27-2550-2.xml.mzn_AND_NODATA,1,0.800037,0.156882,0.61692,0.38308,16.212698,2.371034,3.865055,1.91162,9.882285,-1,56148,3.143747,3.038478,-1,-1,0.776961
normalized-gp10-07-1078.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.050319,1.107784,1.107784,0.303804,5.033696,1.107784,3098656,0.299547,0.303804,0,1,2.085569
normalized-gp10-07-1079.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.05121,1.107784,1.107784,0.303804,5.034293,1.107784,3196086,0.299547,0.303804,0,1,2.085569
normalized-frb35-17-4_ext.xml.mzn_AND_NODATA,1,0.025033,0.974967,0.055556,0.944444,2.543731,0.168833,0.168833,6.156652,1.038644,-1,22026190,3.076345,0.309543,-1,-1,0.321684
