@RELATION 'featureValues_ASP_Potassco-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Frac_Body-Body_Equivalences NUMERIC
@ATTRIBUTE Frac_Other_Equivalences NUMERIC
@ATTRIBUTE Tight NUMERIC
@ATTRIBUTE Frac_Atom-Atom_Equivalences NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Ternary_Rules NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-2 NUMERIC
@ATTRIBUTE Other_Constraints NUMERIC
@ATTRIBUTE Frac_Integrity_Rules NUMERIC
@ATTRIBUTE Conflicts/Choices-4 NUMERIC
@ATTRIBUTE Frac_Literals_in_Loop_Nogoods-3 NUMERIC
@ATTRIBUTE Frac_Literals_in_Conflict_Nogoods-3 NUMERIC
@ATTRIBUTE Frac_Literals_in_Loop_Nogoods-4 NUMERIC
@ATTRIBUTE Frac_Literals_in_Conflict_Nogoods-4 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Conflict-3 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Loop-3 NUMERIC

@DATA
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.14.x.14.b.8.a.20_unsat.data.gz,1,0.0229,0.9292,0,0.048,1102,0.5884,1609,3349,0.5851,0.3571,0.891,0.109,0.895,0.105,0.0912,0.9088
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.14.x.14.b.8.a.40_unsat.data.gz,1,0.0208,0.9293,0,0.0498,296,0.5752,855,3384,0.5731,0.3009,0.874,0.126,0.8621,0.1379,0.1678,0.8322
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.13.x.13.b.5.a.30_sat.data.gz,1,0.0192,0.9256,0,0.0552,568,0.5404,912,2631,0.5395,0.2118,0.7613,0.2387,0.8001,0.1999,0.2845,0.7155
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.16.x.16.b.10.a.20_unsat.data.gz,1,0.0266,0.9302,0,0.0432,241,0.6252,572,4655,0.6194,0.2316,0.8664,0.1336,0.86,0.14,0.2853,0.7147
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.16.x.16.b.5.a.30_sat.data.gz,1,0.0182,0.94,0,0.0418,377,0.6122,613,5578,0.6135,0.2633,0.7105,0.2895,0.8448,0.1552,0.3674,0.6326
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.13.x.13.b.7.a.10_unsat.data.gz,1,0.0156,0.9321,0,0.0524,822,0.5549,1262,2510,0.5506,0.3299,0.831,0.169,0.8091,0.1909,0.1647,0.8353
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.10.x.10.b.5.a.35_sat.data.gz,1,0.0113,0.952,0,0.0368,377,0.4894,865,1249,0.487,0.3088,0.7164,0.2836,0.7059,0.2941,0.2682,0.7318
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.12.x.12.b.5.a.15_unsat.data.gz,1,0.0199,0.9258,0,0.0543,324,0.5503,576,2202,0.5476,0.3422,0.7548,0.2452,0.7075,0.2925,0.3322,0.6678
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.15.x.15.b.2.a.25_sat.data.gz,1,0.0158,0.938,0,0.0461,1290,0.5827,1685,4373,0.5828,0.1929,0.8221,0.1779,0.8067,0.1933,0.1747,0.8253
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.13.x.13.b.7.a.15_sat.data.gz,1,0.0185,0.9281,0,0.0533,419,0.5541,1191,2459,0.5475,0.325,0.839,0.161,0.8105,0.1895,0.194,0.806
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.13.x.13.b.7.a.30_sat.data.gz,1,0.019,0.9262,0,0.0547,819,0.54,1413,2603,0.5388,0.1878,0.8358,0.1642,0.8641,0.1359,0.2004,0.7996
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.14.x.14.b.8.a.30_unsat.data.gz,1,0.0232,0.9272,0,0.0496,492,0.5808,1161,3355,0.5798,0.2998,0.8734,0.1266,0.8437,0.1563,0.1408,0.8592
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/12-sokoban_decision-0-0.asp.gz,1,0.0697,0.8768,0,0.0534,2206,0.9533,2836,1676,0.7467,0.3432,0.1908,0.8092,0.3118,0.6882,0.6906,0.3094
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/49-sokoban_decision-0-0.asp.gz,1,0.0644,0.9026,0,0.0331,668,0.9753,847,4789,0.8068,0.2675,0.1146,0.8854,0.2226,0.7774,0.8435,0.1565
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/50-sokoban_decision-0-0.asp.gz,1,0.0653,0.8988,0,0.0359,580,0.975,759,3653,0.8069,0.2882,0.1235,0.8765,0.2321,0.7679,0.8435,0.1565
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/16-sokoban_decision-0-0.asp.gz,1,0.0535,0.9016,0,0.0449,3695,0.9498,3801,1769,0.7325,0.2745,0.3365,0.6635,0.4199,0.5801,0.5818,0.4182
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/6-sokoban_decision-0-0.asp.gz,1,0.0627,0.8852,0,0.0521,2076,0.9536,2718,1369,0.7467,0.4095,0.0724,0.9276,0.2155,0.7845,0.8083,0.1917
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/4-sokoban_decision-0-0.asp.gz,1,0.0856,0.8394,0,0.0749,795,0.9549,1806,1538,0.7242,0.4452,0.1251,0.8749,0.0825,0.9175,0.7903,0.2097
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/01-knight_tour-8-0.asp.gz,1,0.0071,0.6963,0,0.2967,119,0.8782,261,275,0.0232,0.0415,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/06-knight_tour-20-0.asp.gz,1,0.0024,0.7032,0,0.2944,91,0.908,190,1952,0.0151,0.0047,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/09-knight_tour-46-0.asp.gz,1,0.0005,0.7057,0,0.2938,96,0.9161,200,10532,0.0132,0.0014,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/08-knight_tour-40-0.asp.gz,1,0.0006,0.7055,0,0.2939,96,0.9153,190,7952,0.0134,0.0014,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/02-knight_tour-10-0.asp.gz,1,0.0133,0.6929,0,0.2938,112,0.8804,258,451,0.0199,0.0234,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/13-DisjunctiveScheduling/01-disjunctive_scheduling-1000-0.asp.gz,1,0,0.7883,1,0.2117,?,0.9969,?,32,0.2837,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/13-DisjunctiveScheduling/10-disjunctive_scheduling-205-0.asp.gz,1,0,0.795,1,0.205,?,0.9929,?,410,0.1161,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/147-labyrinth-18-0.asp.gz,1,0.0557,0.5772,0,0.3671,27115,0.6941,28431,50039,0,0.0182,0.9951,0.0049,0.995,0.005,0.0169,0.9831
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/225-labyrinth-22-0.asp.gz,1,0.0471,0.5806,0,0.3723,?,0.6988,?,94898,0,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/169-labyrinth-19-0.asp.gz,1,0.0529,0.5783,0,0.3688,6849,0.6956,7168,59517,0,0.0132,0.9602,0.0398,0.9603,0.0397,0.0377,0.9623
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/123-labyrinth-17-0.asp.gz,1,0.0581,0.5762,0,0.3657,11315,0.6926,12593,41672,0,0.015,0.9903,0.0097,0.9902,0.0098,0.0269,0.9731
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/131-labyrinth-17-0.asp.gz,1,0.0579,0.5763,0,0.3657,302,0.6928,961,41627,0,0.0375,0.9996,0.0004,0.9986,0.0014,0.0232,0.9768
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/39-multi_context_system_querying-0-0.asp.gz,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/60-multi_context_system_querying-0-0.asp.gz,1,0.0839,0.6513,1,0.2648,83,0.1887,139,5858,0.0518,0.0044,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/32-multi_context_system_querying-0-0.asp.gz,1,0.0749,0.6672,1,0.2579,?,0.1835,?,2282,0.061,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/64-multi_context_system_querying-0-0.asp.gz,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/00-multi_context_system_querying-0-0.asp.gz,1,0.0857,0.6575,1,0.2568,?,0.2006,?,2602,0.0517,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/20-Numberlink/2-numberlink-0-0.asp.gz,1,0.2224,0.575,0,0.2026,416,0.8985,779,202,0.6924,0.5179,0.7369,0.2631,0.7064,0.2936,0.229,0.771
FolioSuite/ASP-Comp-2011-Lparse/20-Numberlink/87-numberlink-0-0.asp.gz,1,0.2326,0.5777,0,0.1897,1370,0.9428,2407,1321,0.8117,0.2922,0.9337,0.0663,0.9228,0.0772,0.0429,0.9571
FolioSuite/ASP-Comp-2011-Lparse/20-Numberlink/9-numberlink-0-0.asp.gz,1,0.2299,0.5771,0,0.193,543,0.9315,1044,483,0.7807,0.5059,0.8467,0.1533,0.8266,0.1734,0.1161,0.8839
FolioSuite/ASP-Comp-2011-Lparse/20-Numberlink/94-numberlink-0-0.asp.gz,1,0.2325,0.5778,0,0.1898,998,0.9419,1738,894,0.8097,0.487,0.8504,0.1496,0.8421,0.1579,0.1142,0.8858
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/56-hanoi_tower-120-0.asp.gz,1,0.0144,0.9671,1,0.0184,417,0.9023,1292,76,0.5703,0.3488,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/09-hanoi_tower-28-0.asp.gz,1,0.0149,0.9648,1,0.0203,526,0.9005,1027,55,0.5703,0.3162,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/51-hanoi_tower-120-0.asp.gz,1,0.0148,0.9653,1,0.02,633,0.9007,1462,58,0.5703,0.2783,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/10-hanoi_tower-29-0.asp.gz,1,0.0149,0.9651,1,0.02,316,0.9007,873,57,0.5703,0.2829,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/57-hanoi_tower-120-0.asp.gz,1,0.0143,0.9676,1,0.0181,344,0.9026,655,82,0.5703,0.2185,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/59-hanoi_tower-120-0.asp.gz,1,0.0143,0.9678,1,0.0179,613,0.9029,1766,86,0.5703,0.1939,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/53-graph_colouring-150-0.asp.gz,1,0.0805,0.5805,1,0.339,866,0.714,1830,150,0.619,0.6878,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/9-graph_colouring-125-0.asp.gz,1,0.0881,0.5882,1,0.3237,1421,0.714,2391,125,0.6083,0.5845,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/58-graph_colouring-150-0.asp.gz,1,0.0807,0.5807,1,0.3386,1279,0.714,2471,150,0.6187,0.6517,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/59-graph_colouring-150-0.asp.gz,1,0.0811,0.5811,1,0.3378,998,0.714,2347,150,0.6182,0.6823,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/15-solitaire-50-0.asp.gz,1,0.0717,0.8518,1,0.0765,3961,0.9625,4313,2974,0.9471,0.2025,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/3-solitaire-19-0.asp.gz,1,0.094,0.8042,1,0.1017,4277,0.9623,4474,1963,0.9469,0.3154,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/16-solitaire-50-0.asp.gz,1,0.0717,0.852,1,0.0763,3961,0.9625,4313,3085,0.9471,0.2025,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/25-solitaire-50-0.asp.gz,1,0.049,0.8986,1,0.0524,3251,0.9625,3590,2971,0.9469,0.1349,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/1-solitaire-20-0.asp.gz,1,0.0944,0.8035,1,0.1022,6327,0.9619,6428,2022,0.9463,0.2873,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/17-solitaire-50-0.asp.gz,1,0.0716,0.8522,1,0.0762,3961,0.9626,4313,3196,0.9471,0.2025,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/4-solitaire-100-0.asp.gz,1,0.0931,0.8113,1,0.0956,2170,0.9632,2432,10939,0.948,0.2421,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/14-maze_generation-0-0.asp.gz,1,0.0115,0.6696,0,0.3189,70,0.1874,140,508,0.1048,0.0132,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/41-maze_generation-0-0.asp.gz,1,0.004,0.6261,0,0.3699,?,0.0447,?,62,0.0637,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/22-maze_generation-0-0.asp.gz,1,0.0075,0.6392,0,0.3533,56,0.0916,?,146,0.0754,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/10-maze_generation-0-0.asp.gz,1,0.0163,0.6986,0,0.2851,93,0.4056,211,3572,0.1977,0.0433,0,1,0,1,1,0
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/31-maze_generation-0-0.asp.gz,1,0.0046,0.6232,0,0.3722,?,0.0478,?,59,0.0625,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/37-maze_generation-0-0.asp.gz,1,0.0162,0.6788,0,0.3049,82,0.309,182,3885,0.152,0.0311,0,1,0,1,1,0
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727052928_0.gph.lp.gz,1,0.0175,0.9253,1,0.0572,555,0.0181,980,291,0.9756,0.0445,0,1,0,1,1,0
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700138097_0.gph.lp.gz,1,0.0203,0.8969,1,0.0828,459,0.0166,1412,241,0.9748,0.0464,0,1,0,1,1,0
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700167469_0.gph.lp.gz,1,0.0203,0.8968,1,0.0828,562,0.016,1691,241,0.9749,0.0485,0,1,0,1,1,0
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727044175_0.gph.lp.gz,1,0.0174,0.9256,1,0.057,350,0.0171,1114,301,0.9756,0.0319,0,1,0,1,1,0
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727047830_0.gph.lp.gz,1,0.0175,0.9252,1,0.0573,651,0.0166,1750,291,0.9759,?,0,1,?,?,1,0
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727042043_0.gph.lp.gz,1,0.0174,0.9254,1,0.0572,32,0.0161,64,305,0.9759,0.0969,0,1,0,1,1,0
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700138821_0.gph.lp.gz,1,0.0203,0.8968,1,0.0828,490,0.016,?,244,0.9749,?,?,?,?,?,?,?
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700167407_0.gph.lp.gz,1,0.0203,0.8969,1,0.0828,481,0.016,1657,243,0.9748,0.0493,0,1,0,1,1,0
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727068712_0.gph.lp.gz,1,0.0174,0.9256,1,0.057,556,0.0186,1546,293,0.9756,0.0408,0,1,0,1,1,0
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727040917_0.gph.lp.gz,1,0.0174,0.9256,1,0.057,560,0.0166,1230,303,0.9756,0.043,0,1,0,1,1,0
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727038210_0.gph.lp.gz,1,0.0174,0.9256,1,0.057,608,0.0171,1213,301,0.9756,0.0433,0,1,0,1,1,0
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727050284_0.gph.lp.gz,1,0.0175,0.9253,1,0.0572,457,0.0176,1258,293,0.9756,0.0226,0,1,0,1,1,0
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700139777_0.gph.lp.gz,1,0.0203,0.8968,1,0.0828,545,0.016,1057,243,0.9749,0.0395,0,1,0,1,1,0
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727040059_0.gph.lp.gz,1,0.0174,0.9256,1,0.057,364,0.0161,1003,305,0.9757,0.0631,0,1,0,1,1,0
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700137086_0.gph.lp.gz,1,0.0203,0.8969,1,0.0828,493,0.016,1968,245,0.9748,0.0483,0,1,0,1,1,0
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700163981_0.gph.lp.gz,1,0.0204,0.8964,1,0.0831,566,0.016,1467,238,0.9749,0.0389,0,1,0,1,1,0
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700137959_0.gph.lp.gz,1,0.0204,0.8967,1,0.0829,463,0.016,1873,242,0.9749,0.0471,0,1,0,1,1,0
FolioSuite/CarSequencing/benchmark1_9classes.dlv.dat.lp.lp.gz,1,0.0596,0.8121,1,0.1282,2308,0,5057,372,0.3998,0.2012,0,1,0,1,1,0
FolioSuite/CarSequencing/benchmark3_15classes.dlv.dat.lp.lp.gz,1,0.0595,0.8106,1,0.1299,824,0,1345,546,0.3977,0.1082,0,1,0,1,1,0
FolioSuite/CarSequencing/benchmark2_13classes.dlv.dat.lp.lp.gz,1,0.0603,0.8221,1,0.1175,737,0.0007,1229,613,0.4053,0.1693,0,1,0,1,1,0
FolioSuite/CarSequencing/benchmark3_14classes.dlv.dat.lp.lp.gz,1,0.06,0.8131,1,0.1269,824,0,1345,546,0.3994,0.1082,0,1,0,1,1,0
FolioSuite/CarSequencing/benchmark3_13classes.dlv.dat.lp.lp.gz,1,0.06,0.815,1,0.125,746,0.0008,1422,529,0.4006,0.1145,0,1,0,1,1,0
FolioSuite/CarSequencing/001.benchmark2_12classes.dlv.dat.lp.lp.gz,1,0.0603,0.8241,1,0.1155,569,0.0007,875,597,0.4065,0.1103,0,1,0,1,1,0
FolioSuite/CarSequencing/benchmark1_17classes.dlv.dat.lp.lp.gz,1,0.0602,0.8119,1,0.1279,819,0,1565,636,0.3987,0.094,0,1,0,1,1,0
FolioSuite/CarSequencing/benchmark3_6classes.dlv.dat.lp.lp.gz,1,0.06,0.8133,1,0.1267,?,0,?,279,0.4043,?,?,?,?,?,?,?
FolioSuite/CarSequencing/001.benchmark2_10classes.dlv.dat.lp.lp.gz,1,0.0603,0.825,1,0.1147,1500,0.0008,2223,522,0.4075,0.1642,0,1,0,1,1,0
FolioSuite/CarSequencing/benchmark3_9classes.dlv.dat.lp.lp.gz,1,0.0599,0.8165,1,0.1236,?,0,?,400,0.4026,?,?,?,?,?,?,?
FolioSuite/CarSequencing/001.benchmark2_8classes.dlv.dat.lp.lp.gz,1,0.0673,0.8012,1,0.1315,?,0,?,354,0.4309,?,?,?,?,?,?,?
FolioSuite/CarSequencing/benchmark1_5classes.dlv.dat.lp.lp.gz,1,0.0598,0.8007,1,0.1395,?,0,?,197,0.4,?,?,?,?,?,?,?
FolioSuite/CarSequencing/001.benchmark2_16classes.dlv.dat.lp.lp.gz,1,0.0604,0.8184,1,0.1213,777,0,1473,683,0.4029,0.1223,0,1,0,1,1,0
FolioSuite/CarSequencing/benchmark2_14classes.dlv.dat.lp.lp.gz,1,0.0603,0.8197,1,0.12,473,0,958,623,0.4038,0.1405,0,1,0,1,1,0
FolioSuite/CarSequencing/benchmark1_14classes.dlv.dat.lp.lp.gz,1,0.0599,0.8088,1,0.1314,716,0,1490,504,0.3965,0.1367,0,1,0,1,1,0
FolioSuite/CarSequencing/001.benchmark2_11classes.dlv.dat.lp.lp.gz,1,0.0604,0.826,1,0.1135,1674,0.0007,2383,580,0.4081,0.1373,0,1,0,1,1,0
FolioSuite/CarSequencing/benchmark2_9classes.dlv.dat.lp.lp.gz,1,0.0602,0.8202,1,0.1195,1701,0,?,432,0.4056,?,?,?,?,?,?,?
FolioSuite/CarSequencing/benchmark1_8classes.dlv.dat.lp.lp.gz,1,0.0599,0.8151,1,0.125,?,0,?,354,0.4025,?,?,?,?,?,?,?
FolioSuite/CarSequencing/benchmark2_18classes..dlv.dat.lp.lp.gz,1,0.0603,0.8148,1,0.1249,655,0,1233,708,0.4007,0.0833,0,1,0,1,1,0
FolioSuite/EqTest/qeq.12.lp.gz,1,0.4595,0.5024,1,0.0382,6904,0.691,8175,578,0.0002,0.7901,0,1,0,1,1,0
FolioSuite/EqTest/qeq.13.lp.gz,1,0.4625,0.502,1,0.0355,4159,0.6918,14194,678,0.0001,0.6845,0,1,0,1,1,0
FolioSuite/EqTest/qeq.06.lp.gz,1,0.422,0.5087,1,0.0694,460,0.6777,820,146,0.0014,?,0,1,?,?,1,0
FolioSuite/EqTest/qeq.09.lp.gz,1,0.4466,0.5041,1,0.0493,5215,0.6871,8406,326,0.0004,0.9085,0,1,0,1,1,0
FolioSuite/EqTest/qeq.10.lp.gz,1,0.4517,0.5034,1,0.0449,2341,0.6887,6154,402,0.0003,0.8366,0,1,0,1,1,0
FolioSuite/Factoring/fact.grnd.sat.15.lp.gz,1,0.0238,0.9328,1,0.0433,1117,0.7132,?,13,0.056,?,?,?,?,?,?,?
FolioSuite/Factoring/fact.grnd.unsat.15.lp.gz,1,0.0241,0.9328,1,0.0432,1297,0.7132,2172,13,0.056,0.5752,0,1,0,1,1,0
FolioSuite/Factoring/fact.grnd.sat.20.lp.gz,1,0.0228,0.9335,1,0.0438,1630,0.7274,4668,12,0.0538,0.7158,0,1,0,1,1,0
FolioSuite/Factoring/fact.grnd.unsat.20.lp.gz,1,0.0227,0.9336,1,0.0437,1780,0.7274,4652,13,0.0538,0.7706,0,1,0,1,1,0
FolioSuite/Fastfood/a4.7.10.sm.gz,1,0.0907,0.5206,1,0.3887,?,0.2818,?,78,0.0016,?,?,?,?,?,?,?
FolioSuite/Fastfood/a2.9.22.sm.gz,1,0.0868,0.5306,1,0.3826,?,0.2831,?,122,0.0012,?,?,?,?,?,?,?
FolioSuite/Fastfood/a8.7.0.sm.gz,1,0.0637,0.5838,1,0.3525,?,0.2829,?,135,0.0015,?,?,?,?,?,?,?
FolioSuite/Fastfood/a3.3.3.sm.gz,1,0.0935,0.5199,1,0.3866,?,0.2893,?,290,0.0005,?,?,?,?,?,?,?
FolioSuite/Fastfood/a5.10.10.sm.gz,1,0.0812,0.542,1,0.3768,?,0.2823,?,139,0.0011,?,?,?,?,?,?,?
FolioSuite/Fastfood/a7.3.5.sm.gz,1,0.0985,0.505,1,0.3965,?,0.2878,?,300,0.0004,?,?,?,?,?,?,?
FolioSuite/Fastfood/a9.8.61.sm.gz,1,0.0884,0.5264,1,0.3852,?,0.2869,?,75,0.0018,?,?,?,?,?,?,?
FolioSuite/HamiltonClumpy/08/clumpy-08x08_03.sm.gz,1,0,0.7479,0,0.2521,?,0.215,?,219,0.2,?,?,?,?,?,?,?
FolioSuite/HamiltonClumpy/08/clumpy-08x08_10.sm.gz,1,0,0.7502,0,0.2498,?,0.2061,?,224,0.2016,?,?,?,?,?,?,?
FolioSuite/HamiltonClumpy/08/clumpy-08x08_09.sm.gz,1,0,0.7381,0,0.2619,165,0.2161,?,237,0.1875,?,?,?,?,?,?,?
FolioSuite/HamiltonClumpy/08/clumpy-08x08_01.sm.gz,1,0,0.7506,0,0.2494,?,0.2122,?,209,0.2036,?,?,?,?,?,?,?
FolioSuite/HamiltonClumpy/08/clumpy-08x08_05.sm.gz,1,0,0.7436,0,0.2564,204,0.2041,388,234,0.1939,?,?,?,?,?,?,?
FolioSuite/HamiltonClumpy/18/clumpy-18x18_08.sm.gz,1,0,0.7314,0,0.2686,185,0.2253,477,1136,0.1795,0.1942,0,1,0,1,1,0
FolioSuite/HamiltonClumpy/18/clumpy-18x18_01.sm.gz,1,0,0.7286,0,0.2714,312,0.2251,852,1157,0.1758,0.1944,0,1,0,1,1,0
FolioSuite/HamiltonClumpy/18/clumpy-18x18_02.sm.gz,1,0,0.7311,0,0.2689,257,0.2235,548,1130,0.1802,0.1914,0,1,0,1,1,0
FolioSuite/HamiltonClumpy/18/clumpy-18x18_07.sm.gz,1,0,0.731,0,0.269,259,0.2211,647,1156,0.1788,0.1935,0,1,0,1,1,0
FolioSuite/HamiltonClumpy/18/clumpy-18x18_10.sm.gz,1,0,0.7321,0,0.2679,178,0.2211,488,1147,0.1796,0.1525,0,1,0,1,1,0
FolioSuite/HamiltonClumpy/20/clumpy-20x20_09.sm.gz,1,0,0.7373,0,0.2627,138,0.2254,500,1324,0.1864,0.2213,0,1,0,1,1,0
FolioSuite/HamiltonClumpy/20/clumpy-20x20_04.sm.gz,1,0,0.728,0,0.272,531,0.2229,879,1420,0.1761,0.219,0,1,0,1,1,0
FolioSuite/HamiltonClumpy/20/clumpy-20x20_05.sm.gz,1,0,0.7253,0,0.2747,322,0.2285,723,1423,0.1728,0.2104,0,1,0,1,1,0
FolioSuite/HamiltonClumpy/21/clumpy-21x21_08.sm.gz,1,0,0.7276,0,0.2724,272,0.2256,690,1565,0.1749,0.1351,0,1,0,1,1,0
FolioSuite/HamiltonClumpy/21/clumpy-21x21_03.sm.gz,1,0,0.7221,0,0.2779,432,0.23,712,1554,0.1687,0.1608,0,1,0,1,1,0
FolioSuite/HamiltonClumpy/21/clumpy-21x21_06.sm.gz,1,0,0.7221,0,0.2779,418,0.2281,757,1585,0.1689,0.1471,0,1,0,1,1,0
FolioSuite/HamiltonClumpy/21/clumpy-21x21_07.sm.gz,1,0,0.7342,0,0.2658,293,0.2247,622,1492,0.1831,0.4643,0,1,0,1,1,0
FolioSuite/HamiltonClumpy/21/clumpy-21x21_01.sm.gz,1,0,0.7279,0,0.2721,332,0.2268,585,1549,0.1755,0.2112,0,1,0,1,1,0
FolioSuite/HamiltonClumpy/21/clumpy-21x21_02.sm.gz,1,0,0.7293,0,0.2707,237,0.2234,595,1553,0.1769,0.143,0,1,0,1,1,0
FolioSuite/HamiltonClumpy/22/clumpy-22x22_06.sm.gz,1,0,0.7213,0,0.2787,247,0.2276,636,1745,0.1685,0.1402,0,1,0,1,1,0
FolioSuite/HamiltonClumpy/22/clumpy-22x22_02.sm.gz,1,0,0.7265,0,0.2735,412,0.2243,757,1729,0.1737,0.1094,0,1,0,1,1,0
