@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE OCCFP_OCCFN NUMERIC
@ATTRIBUTE LITFP_LITFN NUMERIC
@ATTRIBUTE OCCFP_OCCF NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE WOCCEP_WOCCE NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC

@DATA
c6_BMC_p1_k256-shuffled,1,0.722999,0.316645,1,1,0.5,0.452236,0.485416,0.048838
c6_BMC_p2_k128-shuffled,1,0.684392,0.356642,1,1,0.5,0.42558,0.48591,0.085307
c6_BMC_p2_k2048-shuffled,1,0.760738,0.277549,1,1,0.5,0.48041,0.484955,0.006992
c6_BMC_p2_k64-shuffled,1,0.618828,0.424566,1,1,0.5,0.384673,0.486803,0.136135
C880.blif_0.10_0.20_0_0_inp_exact,1,0.58888,0.248109,1,1,0.5,0.452059,0.447658,0.00445
C880.blif_0.10_0.20_0_0_out_exact,1,0.572866,0.256844,1,1,0.5,0.444799,0.440903,0.00384
C880.blif_0.10_0.20_0_1_inp_exact,1,0.589259,0.248109,1,1,0.5,0.452228,0.447825,0.00445
C880.blif_0.10_0.20_0_1_out_exact,1,0.572866,0.256844,1,1,0.5,0.444799,0.440903,0.00384
C880.blif_0.10_1.00_0_0_inp_exact,1,0.58046,0.254789,1,1,0.5,0.449913,0.446588,0.003995
C880.blif_0.10_1.00_0_0_out_exact,1,0.571821,0.259419,1,1,0.5,0.443339,0.440198,0.004082
C880.blif_0.10_1.00_0_1_out_exact-shuffled,1,0.572214,0.259419,1,1,0.5,0.443531,0.440388,0.004082
CHAIN23v.24-shuffled,1,0.380257,0.107613,1,1,0.5,0.248035,0.247021,0.002113
cmu.dme1.B-f2,1,0.533359,0.333203,1,1,0.5,0.408522,0.40912,0.068741
cmu.dme1.B-f3,1,0.523128,0.33326,1,1,0.5,0.421636,0.413836,0.048999
cmu.dme1.B-f4-shuffled,1,0.517799,0.333284,1,1,0.5,0.42625,0.415817,0.03986
cmu.dme2.B-f2,1,0.513449,0.333234,1,1,0.5,0.409602,0.412366,0.060338
cmu.periodic.N-d2-shuffled,1,0.448053,0.33331,1,1,0.5,0.395382,0.41403,0.037817
cmu.periodic.N-d4-shuffled,1,0.446944,0.333323,1,1,0.5,0.388957,0.413511,0.046584
cmu.periodic.N-f4-shuffled,1,0.447843,0.333324,1,1,0.5,0.388304,0.413364,0.046912
comp.blif_0.10_0.20_0_0_inp_exact-shuffled,1,0.677497,0.269555,1,1,0.5,0.486865,0.483588,0.004613
comp.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.665083,0.275534,1,1,0.5,0.484097,0.48284,0.000504
connect_5x4_3_R-shuffled,1,0.772453,0.981203,1.400794,1.400794,0.583471,0.616051,0.623956,0.00907
connect_5x4_4_W-shuffled,1,0.777199,0.97723,1.401186,1.401186,0.583539,0.608113,0.616716,0.011153
connect_6x5_4_D-shuffled,1,0.786262,0.985032,1.416667,1.416667,0.586207,0.608212,0.616697,0.009137
connect_6x5_5_R-shuffled,1,0.783869,0.981946,1.416667,1.416667,0.586207,0.603459,0.614345,0.011159
connect_7x6_4_R-shuffled,1,0.791489,0.989133,1.428157,1.428157,0.588165,0.609348,0.617114,0.008059
connect_7x6_6_W-shuffled,1,0.788304,0.985066,1.428019,1.428019,0.588142,0.602315,0.613164,0.011308
connect_8x7_3_D-shuffled,1,0.77845,0.992032,1.4375,1.4375,0.589744,0.623125,0.630432,0.006929
connect_8x7_7_D-shuffled,1,0.791676,0.987274,1.4375,1.4375,0.589744,0.599543,0.61171,0.011307
connect_9x8_3_R-shuffled,1,0.779291,0.993396,1.443912,1.443912,0.59082,0.623928,0.631212,0.006632
connect_9x8_6_D-shuffled,1,0.810841,0.991929,1.443912,1.443912,0.59082,0.596504,0.60478,0.008106
connect_9x8_8_D-shuffled,1,0.794156,0.988921,1.443912,1.443912,0.59082,0.597994,0.610643,0.011381
Core1108_tbm_02.tex.moduleQ3.2S.000007,1,0.285054,0.719164,1.325991,1.325991,0.570076,0.31317,0.31725,0.078125
Core1108_tbm_02.tex.moduleQ3.2S.000015,1,0.283615,0.720612,1.317181,1.317181,0.568441,0.311389,0.316582,0.07826
Core1108_tbm_02.tex.moduleQ3.2S.000026,1,0.290753,0.713432,1.330435,1.330435,0.570896,0.315338,0.319896,0.078616
Core1108_tbm_02.tex.moduleQ3.2S.000056,1,0.284335,0.719887,1.311404,1.311404,0.567362,0.312112,0.317017,0.07855
Core1108_tbm_02.tex.moduleQ3.2S.000077,1,0.285054,0.719164,1.325991,1.325991,0.570076,0.31317,0.31725,0.078125
Core1108_tbm_02.tex.moduleQ3.2S.000095,1,0.287915,0.716287,1.323144,1.323144,0.569549,0.313513,0.318578,0.078543
Core1108_tbm_02.tex.moduleQ3.2S.000098,1,0.289337,0.714856,1.331878,1.331878,0.571161,0.314958,0.319238,0.078409
Core1108_tbm_02.tex.moduleQ3.2S.000099,1,0.287202,0.717004,1.318777,1.318777,0.568738,0.313634,0.318348,0.078624
Core1108_tbm_02.tex.moduleQ3.2S.000108,1,0.287202,0.717004,1.318777,1.318777,0.568738,0.313634,0.318348,0.078624
Core1108_tbm_03.tex.module.000003,1,0.443893,0.562066,1.483333,1.483333,0.597315,0.399152,0.387171,0.105932
Core1108_tbm_03.tex.module.000019,1,0.433371,0.573348,1.256198,1.256198,0.556777,0.419981,0.397541,0.12004
Core1108_tbm_03.tex.module.000021,1,0.43178,0.574958,1.305085,1.305085,0.566176,0.418768,0.396377,0.117296
Core1108_tbm_03.tex.module.000023,1,0.433371,0.573348,1.313559,1.313559,0.567766,0.419588,0.397541,0.117063
Core1108_tbm_03.tex.module.000031,1,0.439646,0.566999,1.308333,1.308333,0.566787,0.420562,0.40062,0.117878
Core1108_tbm_03.tex.module.000034,1,0.438724,0.567991,1.283333,1.283333,0.562044,0.42099,0.400241,0.119095
Core1108_tbm_03.tex.module.000037,1,0.435838,0.571098,1.293103,1.293103,0.56391,0.421739,0.399301,0.118804
Core1108_tbm_03.tex.module.000038,1,0.434833,0.57218,1.307018,1.307018,0.56654,0.421263,0.397627,0.118012
Core1108_tbm_03.tex.module.000039,1,0.434833,0.57218,1.307018,1.307018,0.56654,0.421263,0.397627,0.118012
Core1108_tbm_03.tex.module.000048,1,0.433806,0.573286,1.280702,1.280702,0.561538,0.423398,0.399237,0.119297
Core1108_tbm_03.tex.module.000056,1,0.429455,0.57797,1.210526,1.210526,0.547619,0.428677,0.402856,0.124726
Core1108_tbm_03.tex.module.000057,1,0.428303,0.579211,1.20354,1.20354,0.546185,0.429913,0.403547,0.125055
Core1108_tbm_03.tex.module.000058,1,0.427123,0.580482,1.185841,1.185841,0.54251,0.434348,0.404815,0.126511
Core1108_tbm_03.tex.module.000064,1,0.425914,0.581783,1.168142,1.168142,0.538776,0.43691,0.406118,0.128002
Core1108_tbm_03.tex.module.000065,1,0.424675,0.583117,1.150442,1.150442,0.534979,0.436054,0.40746,0.129528
Core1108_tbm_03.tex.module.000090,1,0.419399,0.588798,1.157407,1.157407,0.536481,0.436082,0.405365,0.129995
Core1108_tbm_03.tex.module.000092,1,0.417993,0.590311,1.138889,1.138889,0.532468,0.438333,0.40404,0.131643
Core1108_tbm_03.tex.moduleQ3.2S.000002,1,0.289812,0.714777,1.308458,1.308458,0.56681,0.341682,0.341877,0.078546
Core1108_tbm_03.tex.moduleQ3.2S.000003,1,0.291438,0.713141,1.318408,1.318408,0.56867,0.342996,0.342579,0.078393
Core1108_tbm_03.tex.moduleQ3.2S.000009,1,0.293056,0.711512,1.316832,1.316832,0.568376,0.343224,0.343278,0.07863
Core1108_tbm_03.tex.moduleQ3.2S.000011,1,0.290626,0.713958,1.30198,1.30198,0.565591,0.342257,0.342352,0.078875
Core1108_tbm_03.tex.moduleQ3.2S.000018,1,0.289812,0.714777,1.308458,1.308458,0.56681,0.341682,0.341877,0.078546
Core1108_tbm_03.tex.moduleQ3.2S.000048,1,0.293056,0.711512,1.316832,1.316832,0.568376,0.343224,0.343278,0.07863
Core1108_tbm_09.tex.module.000008,1,0.47707,0.526392,1.976048,1.976048,0.663984,0.342411,0.359179,0.086708
Core1108_tbm_09.tex.module.000009,1,0.47707,0.526392,1.976048,1.976048,0.663984,0.34257,0.359179,0.086708
Core1108_tbm_09.tex.module.000010,1,0.47707,0.526392,1.976048,1.976048,0.663984,0.342411,0.359179,0.086708
Core1108_tbm_09.tex.module.000028,1,0.466197,0.538028,1.692308,1.692308,0.628571,0.361577,0.36758,0.09856
Core1108_tbm_09.tex.module.000033,1,0.462345,0.542151,1.618421,1.618421,0.61809,0.3683,0.370329,0.102068
Core1108_tbm_09.tex.moduleQ3.10S.000001,1,0.25654,0.746193,1.504505,1.504505,0.600719,0.282977,0.291641,0.054929
Core1108_tbm_09.tex.moduleQ3.2S.000003,1,0.255086,0.747653,1.5,1.5,0.6,0.282193,0.290983,0.054854
Core1108_tbm_09.tex.moduleQ3.2S.000005,1,0.25654,0.746193,1.504505,1.504505,0.600719,0.282977,0.291641,0.054929
Core1108_tbm_09.tex.moduleQ3.2S.000007,1,0.25654,0.746193,1.482143,1.482143,0.597122,0.282847,0.291811,0.055442
Core1108_tbm_09.tex.moduleQ3.2S.000010,1,0.258711,0.744014,1.507463,1.507463,0.60119,0.283924,0.292623,0.055122
Core1108_tbm_09.tex.moduleQ3.2S.000011,1,0.25654,0.746193,1.504505,1.504505,0.600719,0.282977,0.291641,0.054929
Core1108_tbm_09.tex.moduleQ3.9S.000001,1,0.25654,0.746193,1.504505,1.504505,0.600719,0.282977,0.291641,0.054929
Core1108_tbm_21.tex.module.000008,1,0.445703,0.559962,1.572581,1.572581,0.611285,0.374435,0.36936,0.104412
Core1108_tbm_21.tex.module.000009,1,0.445703,0.559962,1.572581,1.572581,0.611285,0.374142,0.36936,0.104412
Core1108_tbm_21.tex.module.000010,1,0.445703,0.559962,1.572581,1.572581,0.611285,0.374728,0.36936,0.104412
Core1108_tbm_21.tex.module.000014,1,0.438624,0.56754,1.46281,1.46281,0.59396,0.385365,0.373762,0.110603
Core1108_tbm_21.tex.module.000017,1,0.438624,0.56754,1.46281,1.46281,0.59396,0.386585,0.375683,0.110603
Core1108_tbm_21.tex.module.000023,1,0.43018,0.576577,1.358974,1.358974,0.576087,0.397162,0.378655,0.116953
Core1108_tbm_21.tex.module.000026,1,0.43018,0.576577,1.421053,1.421053,0.586957,0.394981,0.378655,0.113954
Core1108_tbm_21.tex.module.000027,1,0.43018,0.576577,1.421053,1.421053,0.586957,0.397162,0.378655,0.113954
Core1108_tbm_21.tex.module.000030,1,0.436526,0.570156,1.413793,1.413793,0.585714,0.398421,0.381985,0.114806
Core1108_tbm_21.tex.module.000091,1,0.400624,0.60873,1.128713,1.128713,0.530233,0.433641,0.392226,0.138432
Core1108_tbm_21.tex.moduleQ3.2S.000002,1,0.30284,0.701583,1.383085,1.383085,0.580376,0.31912,0.322425,0.080762
Core1108_tbm_21.tex.moduleQ3.2S.000007,1,0.296288,0.708177,1.378788,1.378788,0.579618,0.316763,0.319325,0.080201
Core1108_tbm_21.tex.moduleQ3.2S.000011,1,0.297937,0.706517,1.376884,1.376884,0.579281,0.317084,0.320105,0.080443
Core1108_tbm_21.tex.moduleQ3.2S.000014,1,0.301213,0.70322,1.385,1.385,0.580713,0.318808,0.321655,0.080522
Core1108_tbm_21.tex.moduleQ3.2S.000015,1,0.297937,0.706517,1.376884,1.376884,0.579281,0.317084,0.320105,0.080443
Core1108_tbm_21.tex.moduleQ3.2S.000019,1,0.297937,0.706517,1.376884,1.376884,0.579281,0.317084,0.320105,0.080443
Core1108_tbm_21.tex.moduleQ3.2S.000024,1,0.297937,0.706517,1.376884,1.376884,0.579281,0.317084,0.320105,0.080443
Core1108_tbm_21.tex.moduleQ3.2S.000027,1,0.296288,0.708177,1.378788,1.378788,0.579618,0.316763,0.319325,0.080201
Core1108_tbm_28.tex.moduleQ2.2S.000003,1,0.278547,0.726156,1.362694,1.362694,0.576754,0.33016,0.331269,0.068337
counter_16,1,0.509657,0.980459,1,1,0.5,0.344354,0.496904,0.161234
counter_32-shuffled,1,0.504855,0.990231,1,1,0.5,0.339111,0.498265,0.163847
counter_8-shuffled,1,0.519116,0.960918,1,1,0.5,0.35354,0.495024,0.156547
counter_e_16,1,0.50296,0.981583,1,1,0.5,0.345446,0.494112,0.159519
counter_e_8-shuffled,1,0.507558,0.964996,1,1,0.5,0.354878,0.490839,0.153805
counter_r_16,1,0.507591,0.977998,1,1,0.5,0.348225,0.500052,0.160271
counter_r_8-shuffled,1,0.514812,0.958367,1,1,0.5,0.359366,0.50018,0.155131
counter_re_16,1,0.501169,0.978746,1,1,0.5,0.351861,0.500237,0.158293
cube_c11_par---13_-shuffled,1,0.079489,0.938092,1.205634,1.205634,0.546616,0.028679,0.181806,0.401116
cube_c3_ser--opt-6_-shuffled,1,0.418129,0.628655,1.25,1.25,0.555556,0.294737,0.413115,0.155306
cube_c5_ser---14_-shuffled,1,0.348752,0.701152,1.039627,1.039627,0.509714,0.194465,0.380792,0.271073
cube_c7_ser---23_-shuffled,1,0.286996,0.758639,1.246725,1.246725,0.554908,0.12502,0.345094,0.310228
cube_c9_par--opt-11_-shuffled,1,0.113125,0.912498,1.189847,1.189847,0.543347,0.042864,0.225297,0.391729
eijk.S1238.S-d3-shuffled,1,0.590004,0.333198,1,1,0.5,0.395204,0.415747,0.055217
eijk.S1423.S-d4-shuffled,1,0.56478,0.333302,1,1,0.5,0.422072,0.424839,0.01362
eijk.S208o.S-d4-shuffled,1,0.577358,0.332075,1,1,0.5,0.426221,0.42426,0.019449
eijk.S208o.S-f4-shuffled,1,0.57766,0.333256,1,1,0.5,0.421459,0.420885,0.024137
eijk.S298.S-f2-shuffled,1,0.570985,0.333204,1,1,0.5,0.408843,0.415429,0.0429
eijk.S298.S-f4,1,0.565034,0.333279,1,1,0.5,0.418304,0.421319,0.021827
eijk.S344.S-f3,1,0.55032,0.333276,1,1,0.5,0.423081,0.421478,0.021531
eijk.S349.S-f3,1,0.547335,0.333275,1,1,0.5,0.423697,0.421609,0.02104
eijk.S382.S-f4-shuffled,1,0.556936,0.333288,1,1,0.5,0.419012,0.421233,0.021594
eijk.S386.S-f2,1,0.582242,0.333265,1,1,0.5,0.41373,0.418486,0.032182
eijk.S420.S-f2,1,0.600245,0.333265,1,1,0.5,0.416482,0.417827,0.034444
eijk.S526.S-f4-shuffled,1,0.571192,0.333303,1,1,0.5,0.417074,0.420947,0.022495
eijk.S641.S-f2,1,0.587594,0.333277,1,1,0.5,0.420863,0.419479,0.02788
eijk.S713.S-f2,1,0.587863,0.333278,1,1,0.5,0.420931,0.419535,0.027726
emptyroom_e3_ser---19_-shuffled,1,0.462394,0.627428,1,1,0.5,0.30429,0.406231,0.150633
emptyroom_e3_ser--opt-20_-shuffled,1,0.466115,0.624244,1,1,0.5,0.308722,0.407439,0.145661
emptyroom_e4_par---21_-shuffled,1,0.327981,0.74168,1,1,0.5,0.149933,0.343447,0.314153
emptyroom_e4_ser--opt-44_-shuffled,1,0.415254,0.666256,1,1,0.5,0.224877,0.383703,0.237198
ev-pr-4x4-11-3-0-0-1-s-shuffled,1,0.299842,0.877038,1,1,0.5,0.538518,0.567126,0.053893
ev-pr-4x4-13-3-0-0-1-s-shuffled,1,0.304408,0.895667,1,1,0.5,0.547976,0.576721,0.054288
ev-pr-4x4-15-3-0-0-1-s-shuffled,1,0.307772,0.909388,1,1,0.5,0.554805,0.583625,0.054573
ev-pr-4x4-17-3-0-0-1-lg-shuffled,1,0.521307,0.93206,1,1,0.5,0.611002,0.640012,0.039818
ev-pr-4x4-17-3-0-0-1-s-shuffled,1,0.310352,0.919915,1,1,0.5,0.559965,0.588829,0.054789
ev-pr-4x4-5-3-0-0-1-lg-shuffled,1,0.518028,0.778366,1,1,0.5,0.55433,0.582026,0.035526
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,0.265,0.734905,1,1,0.5,0.458753,0.484964,0.050583
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,0.283081,0.808663,1,1,0.5,0.501876,0.529636,0.05237
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,0.520068,0.873968,1,1,0.5,0.590443,0.619265,0.038277
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,0.293286,0.850296,1,1,0.5,0.524553,0.552896,0.053312
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,0.480449,0.889918,1,1,0.5,0.585998,0.610653,0.029708
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,0.480988,0.906322,1,1,0.5,0.591455,0.616333,0.030111
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,0.481388,0.918461,1,1,0.5,0.595449,0.620481,0.030405
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,0.476428,0.767596,1,1,0.5,0.543295,0.565679,0.026518
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,0.220066,0.725699,1,1,0.5,0.435351,0.464572,0.046314
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,0.237795,0.801194,1,1,0.5,0.478782,0.510579,0.048179
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,0.47596,0.889402,1,1,0.5,0.576796,0.605798,0.032459
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,0.476476,0.905905,1,1,0.5,0.582212,0.611528,0.032903
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,0.477386,0.934982,1,1,0.5,0.5916,0.621418,0.033671
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,0.472108,0.766369,1,1,0.5,0.534544,0.560568,0.028943
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,0.474087,0.829589,1,1,0.5,0.556651,0.584344,0.030797
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,0.475223,0.865868,1,1,0.5,0.568964,0.597484,0.031815
f600-00-shuffled,1,0.523087,0.212619,0.866094,0.866094,0.464121,0.265804,0.31839,0.148885
ii32c1-00,1,0.798108,0.016057,3.190033,3.190033,0.761338,0.160133,0.202288,0.071354
ii32c1-50-shuffled,1,0.803578,0.016725,3.434192,3.434192,0.77448,0.153559,0.192979,0.068721
ii32e1-00-shuffled,1,0.805541,0.016726,3.421953,3.421953,0.773856,0.153866,0.193941,0.067843
ii32e1-50-shuffled,1,0.811766,0.017476,3.718823,3.718823,0.788083,0.14658,0.183545,0.064887
ii8a1-00-shuffled,1,0.655048,0.022837,0.876364,0.876364,0.467054,0.307396,0.348311,0.138052
ii8a1-90-shuffled,1,0.65184,0.029141,1.12093,1.12093,0.528509,0.298127,0.327957,0.136768
ii8a3-90,1,0.682878,0.026939,1.410649,1.410649,0.585174,0.255196,0.308941,0.121406
ii8c1-90-shuffled,1,0.664625,0.016845,1.165577,1.165577,0.538229,0.272305,0.329048,0.133896
ii8d1-00-shuffled,1,0.660599,0.012956,0.975616,0.975616,0.493829,0.28422,0.345027,0.137963
impl18-shuffled,1,0.506849,0.986301,1,1,0.5,0.44255,0.50009,0.165517
irst.dme4.B-d4-shuffled,1,0.560229,0.333197,1,1,0.5,0.430313,0.42165,0.022055
irst.dme5.B-d4-shuffled,1,0.559827,0.333237,1,1,0.5,0.427222,0.421009,0.024034
jnh1-50-shuffled,1,0.46949,0.14571,1.004507,1.004507,0.501124,0.183988,0.24011,0.153969
jnh207-90-shuffled,1,0.451166,0.15606,0.928152,0.928152,0.481369,0.190083,0.245504,0.161548
jnh218-00-shuffled,1,0.4634,0.145,0.883765,0.883765,0.469148,0.197269,0.256186,0.16096
jnh218-90-shuffled,1,0.451797,0.153277,0.92285,0.92285,0.479939,0.191005,0.246619,0.161868
k3_1_2-shuffled,1,0.678771,0.689944,1,1,0.5,0.46743,0.525788,0.074844
k4_2_2-shuffled,1,0.706545,0.655876,1,1,0.5,0.478232,0.53187,0.06573
k5_2_2,1,0.730106,0.587459,1,1,0.5,0.475916,0.538249,0.075691
k5_3_2-shuffled,1,0.719739,0.634606,1,1,0.5,0.485497,0.535475,0.060439
k_branch_n-20-shuffled,1,0.476193,0.127969,1,1,0.5,0.381939,0.407252,0.046538
k_branch_n-4-shuffled,1,0.7154,0.221053,1,1,0.5,0.464923,0.491748,0.049093
k_branch_n-5-shuffled,1,0.690501,0.211151,1,1,0.5,0.454485,0.481715,0.048277
k_branch_n-6,1,0.667212,0.202543,1,1,0.5,0.445523,0.472494,0.047189
k_branch_n-7,1,0.645416,0.194868,1,1,0.5,0.437594,0.463981,0.045985
k_branch_n-8-shuffled,1,0.635663,0.182564,1,1,0.5,0.433333,0.464886,0.054099
k_branch_p-11-shuffled,1,0.582205,0.165668,1,1,0.5,0.415423,0.444025,0.049854
k_branch_p-14-shuffled,1,0.536999,0.151981,1,1,0.5,0.401016,0.426815,0.046023
k_branch_p-16-shuffled,1,0.521902,0.140799,1,1,0.5,0.395859,0.424545,0.05113
k_branch_p-17-shuffled,1,0.509674,0.137342,1,1,0.5,0.3921,0.419878,0.049907
k_branch_p-4-shuffled,1,0.715511,0.220966,1,1,0.5,0.464847,0.491643,0.04907
k_branch_p-6-shuffled,1,0.667272,0.202506,1,1,0.5,0.445492,0.472451,0.047179
k_branch_p-8-shuffled,1,0.635699,0.182546,1,1,0.5,0.433318,0.464863,0.054093
k_d4_n-11-shuffled,1,0.660931,0.203949,1,1,0.5,0.459601,0.49025,0.07181
k_d4_n-14-shuffled,1,0.65904,0.202577,1,1,0.5,0.458894,0.489536,0.071912
k_d4_n-15-shuffled,1,0.658577,0.20224,1,1,0.5,0.458726,0.48936,0.071937
k_d4_n-16-shuffled,1,0.658171,0.201946,1,1,0.5,0.458581,0.489206,0.071959
k_d4_n-17-shuffled,1,0.657813,0.201685,1,1,0.5,0.458455,0.489069,0.071979
k_d4_n-18-shuffled,1,0.657494,0.201454,1,1,0.5,0.458344,0.488947,0.071996
k_d4_n-19-shuffled,1,0.657208,0.201247,1,1,0.5,0.458245,0.488837,0.072011
k_d4_n-20-shuffled,1,0.656951,0.20106,1,1,0.5,0.458158,0.488738,0.072025
k_d4_n-21-shuffled,1,0.656719,0.200891,1,1,0.5,0.458079,0.488649,0.072038
k_d4_n-7-shuffled,1,0.665932,0.20758,1,1,0.5,0.461605,0.49211,0.071538
k_d4_p-10-shuffled,1,0.707709,0.241435,1,1,0.5,0.484216,0.500839,0.057983
k_d4_p-11-shuffled,1,0.706972,0.240858,1,1,0.5,0.483765,0.50053,0.058024
k_d4_p-21-shuffled,1,0.703427,0.238083,1,1,0.5,0.481662,0.499058,0.058222
k_d4_p-6-shuffled,1,0.713028,0.245599,1,1,0.5,0.48758,0.503095,0.057686
k_d4_p-7-shuffled,1,0.711145,0.244124,1,1,0.5,0.486372,0.502291,0.057791
k_dum_n-10-shuffled,1,0.742647,0.280147,1,1,0.5,0.513856,0.517327,0.041013
k_dum_n-21-shuffled,1,0.73895,0.276917,1,1,0.5,0.509905,0.515441,0.041403
k_dum_p-11-shuffled,1,0.739482,0.275081,1,1,0.5,0.506929,0.512243,0.041005
k_dum_p-13-shuffled,1,0.740179,0.276361,1,1,0.5,0.508025,0.512755,0.040598
k_dum_p-16-shuffled,1,0.74018,0.277217,1,1,0.5,0.508403,0.512988,0.040423
k_dum_p-21-shuffled,1,0.74167,0.2791,1,1,0.5,0.510371,0.513881,0.039723
ken.flash^10.C-f4-shuffled,1,0.505257,0.33333,1,1,0.5,0.423815,0.426277,0.008611
ken.flash^14.C-d4-shuffled,1,0.500249,0.333322,1,1,0.5,0.420351,0.423385,0.018691
ken.oop^1.C-d2,1,0.523135,0.333278,1,1,0.5,0.409102,0.416056,0.034653
k_grz_n-10-shuffled,1,0.660011,0.200222,1,1,0.5,0.45819,0.471947,0.052721
k_grz_n-13-shuffled,1,0.641572,0.192235,1,1,0.5,0.448089,0.460497,0.049076
k_grz_n-14-shuffled,1,0.629705,0.187398,1,1,0.5,0.442159,0.455563,0.048176
k_grz_n-21-shuffled,1,0.592706,0.168708,1,1,0.5,0.425307,0.438663,0.046862
k_grz_p-10-shuffled,1,0.679235,0.196961,1,1,0.5,0.468425,0.486544,0.063729
k_grz_p-17-shuffled,1,0.658406,0.180709,1,1,0.5,0.457364,0.475324,0.061425
k_grz_p-21-shuffled,1,0.641723,0.173488,1,1,0.5,0.448493,0.466497,0.058282
k_lin_n-10-shuffled,1,0.350843,0.076268,1,1,0.5,0.347716,0.382012,0.051411
k_lin_n-13-shuffled,1,0.290156,0.062934,1,1,0.5,0.333501,0.360372,0.042191
k_lin_n-14-shuffled,1,0.274334,0.059472,1,1,0.5,0.329842,0.354882,0.039809
k_lin_n-21-shuffled,1,0.207199,0.042483,1,1,0.5,0.313917,0.333016,0.031918
k_lin_n-9-shuffled,1,0.363989,0.083804,1,1,0.5,0.352069,0.384978,0.049236
k_lin_p-12-shuffled,1,0.54504,0.132075,1,1,0.5,0.393368,0.438881,0.061708
k_lin_p-16-shuffled,1,0.489583,0.116422,1,1,0.5,0.380982,0.421429,0.056518
k_lin_p-21-shuffled,1,0.441336,0.100489,1,1,0.5,0.36864,0.407876,0.054587
k_lin_p-8-shuffled,1,0.610125,0.155532,1,1,0.5,0.412107,0.457656,0.063542
k_path_n-10-shuffled,1,0.851943,0.242991,1,1,0.5,0.497996,0.536204,0.074393
k_path_n-20-shuffled,1,0.853457,0.242485,1,1,0.5,0.500423,0.537723,0.074325
k_path_n-21-shuffled,1,0.85343,0.242599,1,1,0.5,0.500686,0.53778,0.07428
k_path_p-10-shuffled,1,0.85027,0.242703,1,1,0.5,0.496807,0.536243,0.075269
k_path_p-16-shuffled,1,0.852356,0.242535,1,1,0.5,0.499242,0.537301,0.07469
k_path_p-21-shuffled,1,0.853604,0.242492,1,1,0.5,0.500432,0.537676,0.074251
k_path_p-9-shuffled,1,0.850719,0.242806,1,1,0.5,0.496455,0.53577,0.074922
k_ph_n-10-shuffled,1,0.46234,0.0865,1,1,0.5,0.363283,0.417464,0.067424
k_ph_n-13-shuffled,1,0.337422,0.057715,1,1,0.5,0.336274,0.376699,0.05381
k_ph_n-14-shuffled,1,0.300673,0.050844,1,1,0.5,0.329054,0.364553,0.048384
k_ph_n-15-shuffled,1,0.268964,0.045037,1,1,0.5,0.322896,0.354224,0.043604
k_ph_n-8-shuffled,1,0.564267,0.114916,1,1,0.5,0.388207,0.450702,0.074767
k_ph_n-9-shuffled,1,0.497062,0.099004,1,1,0.5,0.372716,0.427453,0.067473
k_ph_p-11-shuffled,1,0.396493,0.072938,1,1,0.5,0.349432,0.394802,0.058486
k_ph_p-12-shuffled,1,0.364684,0.06296,1,1,0.5,0.341635,0.385918,0.057856
k_ph_p-8-shuffled,1,0.552012,0.11221,1,1,0.5,0.385088,0.445491,0.072385
k_ph_p-9-shuffled,1,0.489447,0.097694,1,1,0.5,0.370984,0.423838,0.065249
k_poly_n-12-shuffled,1,0.769823,0.295877,1,1,0.5,0.515752,0.514671,0.054029
k_poly_n-13-shuffled,1,0.76989,0.295798,1,1,0.5,0.515693,0.514686,0.054068
k_poly_n-20-shuffled,1,0.77009,0.29556,1,1,0.5,0.515523,0.514735,0.054186
k_poly_n-21-shuffled,1,0.770115,0.29553,1,1,0.5,0.515503,0.514742,0.0542
k_poly_p-19-shuffled,1,0.770069,0.295585,1,1,0.5,0.515541,0.51473,0.054173
