@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC

@DATA
SAT_RACE2008/ibm-2002-30r-k85.cnf,1,0.6204,0.1296
SAT_Competition2011/SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,0.7749,0.1905
SAT_Competition2011/SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,0.9262,0.0121
SAT_Competition2011/SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,0.1886,0.1841
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/schup-l2s-motst-2-k315.cnf,1,0.1924,0.1847
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c6n.cnf,1,0.133,0.134
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-dp11u10.cnf,1,0.3324,0.2051
SAT_RACE2008/cmu-bmc-longmult13.cnf,1,0.1253,0.174
SAT_RACE2008/mizh-md5-47-3.cnf,1,0.0722,0.1699
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-09.cnf,1,0.8296,0.0178
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-12.cnf,1,0.5614,0.1391
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_08_UNSAT.cnf,1,0.0256,0.0103
SAT_Competition2011/SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,0.3327,0.2089
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l40_lambda.cnf,1,0.1941,0.1163
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-term1mul.cnf,1,0.2298,0.1571
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq4.cnf,1,0.897,0.0538
SAT-Race-2010-CNF/hardware-verification/manolios/g9bidw.cnf,1,0.1387,0.1317
SAT_RACE2008/mizh-md5-48-5.cnf,1,0.072,0.1696
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-27.cnf,1,0.3922,0.0075
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,0.1734,0.067
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxand/maxand064.cnf,1,0.3838,0.1111
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,0.9842,0.0402
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0.9587,0.0718
SAT-Race-2010-CNF/cryptography/mizh/md5_47_4.cnf,1,0.0723,0.17
SAT_Competition2007/industrial/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,0.1619,0.1488
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/een-tip-sat-texas-tp-5e.cnf,1,0.4053,0.2421
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc979.cnf,1,?,?
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0.0194,0.0089
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-10p1.cnf,1,0.515,0.1442
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/smulo/smulo128.cnf,1,0.3279,0.2308
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-06.cnf,1,0.2317,0.124
SAT_Competition2007/industrial/industrial/grieu/vmpc_27.cnf,1,0.3922,0.0075
SAT-Race-2010-CNF/software-verification/nec/hard-12-U-7061.cnf,1,0.4172,0.1626
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,0.526,0.2744
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?
SAT_RACE2008/ibm-2002-04r-k80.cnf,1,0.5867,0.1615
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,0.5987,0.176
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-03-k70.cnf,1,0.4679,0.1583
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.13.unsat.cnf,1,0.217,0.2415
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq46_a.cnf,1,0.8567,0.0542
SAT_RACE2008/post-cbmc-aes-ee-r2.cnf,1,0.0087,0.0172
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-15-10p1.cnf,1,0.5534,0.1526
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,0.2989,0.2195
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_17_SAT.cnf,1,0.0188,0.0084
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,0.2174,0.2148
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-05r-k90.cnf,1,0.6783,0.1265
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,0.2503,0.1012
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-26.cnf,1,0.218,0.1836
SAT_Competition2011/SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,0.816,0.087
SAT_Competition2007/industrial/industrial/grieu/vmpc_34.cnf,1,0.3937,0.006
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,0.0691,0.043
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,0.1414,0.1969
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-27.cnf,1,0.3121,0.1818
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,0.9679,0.0143
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_06_UNSAT.cnf,1,0.0307,0.0114
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,1,0.1924,0.1159
SAT_RACE2006/SAT-Race_TS_2/velev-sss-1.0-05.cnf,1,0.8087,0.0912
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,0.2859,0.1947
SAT_RACE2008/manol-pipe-c8nidw.cnf,1,0.1213,0.1274
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-27r-k95.cnf,1,0.5577,0.1448
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-g10idw.cnf,1,0.1375,0.1309
SAT_RACE2008/anbul-dated-5-15-u.cnf,1,0.5939,0.1704
SAT_Competition2011/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,0.401,0.0718
SAT_RACE2006/SAT-Race_TS_1/velev-vliw-uns-2.0-02.cnf,1,0.88,0.0633
SAT_Competition2011/SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.2182,0.2408
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,0.1646,0.1524
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,0.4233,0.1619
SAT_RACE2008/cmu-bmc-barrel6.cnf,1,0.1614,0.1325
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,0.1104,0.1892
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxor/minxor128.cnf,1,0.3615,0.0869
SAT_RACE2008/ibm-2002-22r-k80.cnf,1,0.541,0.1378
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,0.2671,0.214
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,0.5038,0.1247
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c8b_i.cnf,1,0.1282,0.1428
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-11.cnf,1,0.4719,0.1567
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04.cnf,1,0.7405,0.0811
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_14_UNSAT.cnf,1,0.0152,0.0063
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,0.8664,0.0503
SAT_RACE2006/SAT-Race-Benchmarks/maris-s03-gripper11.cnf,1,0.9164,0.1185
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,0.5497,0.1536
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-47-5.cnf,1,0.0724,0.17
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,0.9876,0.1467
SAT-Race-2010-CNF/mixed/diagnosis/UTI-20-10p0.cnf,1,0.5243,0.1468
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p0.cnf,1,0.5236,0.1469
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-o-uns-1.0-7.cnf,1,0.8385,0.0302
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,1,0.5361,0.2059
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_07_UNSAT.cnf,1,0.0265,0.0102
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.2182,0.2408
SAT_RACE2008/velev-engi-uns-1.0-4nd.cnf,1,0.7426,0.0808
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.2983,0.2105
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,0.6147,0.1804
SAT_RACE2008/velev-fvp-sat-3.0-b18.cnf,1,0.4972,0.0308
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_33.cnf,1,0.3935,0.0061
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,0.1962,0.1714
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,0.5147,0.1437
SAT_Competition2007/industrial/industrial/grieu/vmpc_33.cnf,1,0.3935,0.0061
SAT_RACE2006/SAT-Race-Benchmarks/hoons-vbmc-lucky7.cnf,1,0.4138,0.1742
SAT-Race-2010-CNF/mixed/palacios/safe-30-h30-sat.cnf,1,0.381,0.0422
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-17-s100.cnf,1,0.6627,0.2406
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,0.5811,0.1487
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9.cnf,1,0.1605,0.1489
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c10ni_s.cnf,1,0.1144,0.1259
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,0.9588,0.0716
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,0.2645,0.2139
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0.5776,0.1666
SAT_RACE2006/SAT-Race-Benchmarks/velev-npe-1.0-9dlx-b71.cnf,1,0.8762,0.0604
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,0.1253,0.1805
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0.3399,0.2468
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.1-b7.cnf,1,0.8293,0.0178
SAT_RACE2008/simon-s02b-r4b1k1.1.cnf,1,0.7751,0.1484
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h13-unsat.cnf,1,0.1643,0.1522
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-08.cnf,1,0.9263,0.0121
SAT_Competition2011/SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.0807,0.171
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-03.cnf,1,0.8795,0.0584
SAT_Competition2011/SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.585,0.1733
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,0.401,0.0718
SAT-Race-2010-CNF/mixed/grieu/vmpc_27.cnf,1,0.3922,0.0075
SAT_Competition2011/SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,0.1291,0.1264
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor032.cnf,1,0.2904,0.2016
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw.cnf,1,0.1248,0.1314
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,0.2993,0.2009
SAT_Competition2009/APPLICATION/SAT_RACE06/goldb-heqc-term1mul.cnf,1,0.2298,0.1571
SAT-Race-2010-CNF/software-verification/bitverif/countbitsrotate128.cnf,1,0.3196,0.2434
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_11_UNKNOWN.cnf,1,0.0229,0.0096
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-col400-16.cnf,1,0.4007,0.2383
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,0.0244,0.0101
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-g10nid.cnf,1,0.1381,0.1291
SAT-Race-2010-CNF/cryptography/mizh/md5_48_1.cnf,1,0.0718,0.1696
SAT_RACE2008/mizh-sha0-35-4.cnf,1,0.0826,0.172
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-live-uns-2.0-ebuf.cnf,1,0.7671,0.0747
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,0.6349,0.1832
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-2.cnf,1,0.0718,0.1696
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-dp11u10.cnf,1,0.3324,0.2051
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1138.cnf,1,0.093,0.2103
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-g7nidw.cnf,1,0.1379,0.1345
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,1,0.9607,0.0573
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,0.8536,0.1112
SAT_RACE2006/SAT-Race_TS_1/grieu-vmpc-s05-24s.cnf,1,0.3914,0.0085
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,0.3927,0.007
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,0.1544,0.1827
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c7idw_s.cnf,1,0.1217,0.1378
SAT_Competition2007/industrial/industrial/palacios/medium/sortnet-7-ipc5-h16-sat.cnf,1,0.4291,0.08
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,0.9608,0.057
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,0.2605,0.2003
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p1.cnf,1,0.5133,0.1451
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-20-s100.cnf,1,0.6615,0.2411
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-5-17-u.cnf,1,0.5753,0.1656
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0.5625,0.155
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-16.cnf,1,0.1674,0.1786
SAT_Competition2009/APPLICATION/SAT07/industrial/narain/clauses-8.cnf,1,0.5361,0.2059
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-r4b1k1.1.cnf,1,0.7715,0.1476
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand032.cnf,1,0.3015,0.1873
SAT_RACE2008/marijn-philips.cnf,1,0.1856,0.2233
SAT_Competition2011/SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,0.6204,0.1296
SAT-Race-2010-CNF/software-verification/nec/hard-10-U-9007.cnf,1,0.3897,0.1467
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g7nidw.cnf,1,0.1379,0.1345
SAT_Competition2007/industrial/industrial/grieu/vmpc_26.cnf,1,0.392,0.0078
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1,0.6431,0.1944
SAT_Competition2009/APPLICATION/SAT_RACE06/mizh-sha0-36-2.cnf,1,0.0805,0.1709
SAT_RACE2006/SAT-Race_TS_1/velev-npe-1.0-03.cnf,1,0.8151,0.0673
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-22.cnf,1,0.1583,0.1805
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,1,0.6848,0.0242
SAT_Competition2009/APPLICATION/SAT07/industrial/babic/xinetd/xinetd_vc56703.cnf,1,?,?
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04a.cnf,1,0.7426,0.0808
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.1-07.cnf,1,0.8955,0.0332
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,0.6352,0.0363
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.120-NOTKNOWN.cnf,1,0.961,0.0569
SAT_RACE2008/manol-pipe-c6bidw_i.cnf,1,0.1273,0.1341
SAT_Competition2011/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0.8385,0.0302
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,0.8645,0.051
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k80.cnf,1,0.5118,0.1559
SAT_RACE2006/SAT-Race-Benchmarks/een-pico-prop01-75.cnf,1,0.2775,0.1868
SAT_Competition2011/SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?
SAT_RACE2006/SAT-Race-Benchmarks/vange-col-inithx.i.1-cn-54.cnf,1,0.0026,0.1733
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf,1,0.5979,0.1643
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,0.8645,0.051
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_28.cnf,1,0.3925,0.0073
SAT_RACE2006/SAT-Race-Benchmarks/aloul-chnl11-13.cnf,1,0.9091,0.1515
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-dalumul.cnf,1,0.2303,0.1565
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02-w08-18.cnf,1,0.5844,0.1767
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,1,0.2829,0.1935
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L200_coli.sat.cnf,1,0.0694,0.0977
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-25.cnf,1,0.243,0.1736
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/mizh-md5-47-3.cnf,1,0.0722,0.1699
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/medium/AProVE07-09.cnf,1,0.6521,0.1648
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-13-u.cnf,1,0.6234,0.1828
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-02.cnf,1,0.2203,0.1769
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f9n.cnf,1,0.1428,0.1301
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.9898,0.1447
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,1,0.3052,0.1997
SAT_Competition2007/industrial/industrial/narain/clauses-10.cnf,1,0.5394,0.2054
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,1,0.1794,0.1378
SAT_Competition2007/industrial/industrial/palacios/hard/safe-50-h50-sat.cnf,1,0.3773,0.0267
SAT-Race-2010-CNF/hardware-verification/manolios/c9idw.cnf,1,0.1238,0.1343
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10bi_s.cnf,1,0.114,0.133
SAT_RACE2006/SAT-Race_TS_2/goldb-heqc-k2mul.cnf,1,0.2297,0.1555
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/safe-30-h29-unsat.cnf,1,0.3842,0.0422
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-27.cnf,1,0.3121,0.1818
SAT_Competition2007/industrial/industrial/narain/clauses-6.cnf,1,0.5336,0.2057
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,0.1805,0.1374
SAT_RACE2008/manol-pipe-c9n_i.cnf,1,0.1212,0.141
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_r_sat.cnf,1,0.0403,0.029
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-16.cnf,1,0.1674,0.1786
SAT-Race-2010-CNF/hardware-verification/velev/9dlx_vliw_at_b_iq9.cnf,1,0.9227,0.0418
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-k2f-gr-rcs-w8.cnf,1,0.7657,0.0322
SAT_Competition2011/SAT03/industrial/li/li-test4/li-test4-100.shuffled-as.sat03-370.cnf,1,0.1001,0.2369
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-24-s100.cnf,1,0.6564,0.2404
SAT_Competition2011/SAT_RACE08/cnf/ibm-2004-23-k100.cnf,1,0.5298,0.1364
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f9n.cnf,1,0.1428,0.1301
SAT-Race-2010-CNF/cryptography/desgen/gss-20-s100.cnf,1,0.6615,0.2411
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-19-k90.cnf,1,0.503,0.1397
SAT_Competition2011/SAT02/industrial/aloul/Homer/homer17.shuffled.cnf,1,0.8293,0.1515
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,1,0.2604,0.2004
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,0.512,0.1447
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-10.cnf,1,0.2727,0.1739
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,0.5114,0.1561
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-uns-1.0-8.cnf,1,0.9501,0.0233
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12072.cnf,1,?,?
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,0.3179,0.1963
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g6bi.cnf,1,0.1486,0.145
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,0.0266,0.0111
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-rotmul.cnf,1,0.2259,0.1634
SAT_RACE2006/SAT-Race-Benchmarks/simon-s03-fifo8-300.cnf,1,0.2361,0.2155
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq1.cnf,1,0.8694,0.0692
SAT_Competition2011/SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf,1,0.9227,0.1096
SAT_RACE2008/een-tip-sat-nusmv-t5.B.cnf,1,0.3105,0.2017
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand128.cnf,1,0.3719,0.0774
SAT_RACE2008/een-pico-prop00-75.cnf,1,0.3778,0.1994
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug8.cnf,1,0.6355,0.0364
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b7.cnf,1,0.9264,0.0121
SAT_Competition2011/SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf,1,0.282,0.2853
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-g10nid.cnf,1,0.1381,0.1291
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc950.cnf,1,?,?
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-25-10.shuffled.cnf,1,0.4984,0.266
SAT_Competition2007/industrial/industrial/crypto/mizh-sha0-36-2.cnf,1,0.0805,0.1709
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-24.cnf,1,0.1576,0.2152
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/korf-18.cnf,1,0.0943,0.0371
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl016.cnf,1,0.3237,0.1991
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-13.cnf,1,0.1302,0.1918
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-11r1-k45.cnf,1,0.5033,0.1487
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g10id.cnf,1,0.142,0.1309
