@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE s_indomain_min NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC

@DATA
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_10.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_3.dzn,1,0.808052,0,0,0,0,1,0.198887,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_3.dzn,1,1.073454,0,0,0,0,1,0.136917,1
benchmarks/bacp/bacp-21.mzn_AND_NODATA,1,0.403436,0,1,0,0.484447,0.515553,0.645619,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_4.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/bacp/bacp-20.mzn_AND_NODATA,1,0.403603,0,1,0,0.484447,0.515553,0.645674,1
benchmarks/bacp/bacp-22.mzn_AND_NODATA,1,0.403933,0,1,0,0.484447,0.515553,0.645692,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_7.dzn,1,1.073336,0,0,0,0,1,0.136719,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_3.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_1.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/bacp/bacp-26.mzn_AND_NODATA,1,0.403737,0,1,0,0.484447,0.515553,0.645639,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_7.dzn,1,0.805006,0,0,0,0,1,0.214492,1
benchmarks/bacp/bacp-25.mzn_AND_NODATA,1,0.404335,0,1,0,0.484447,0.515553,0.645711,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_8.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/bacp/bacp-2.mzn_AND_NODATA,1,0.40404,0,1,0,0.484447,0.515553,0.645648,1
benchmarks/bacp/bacp-23.mzn_AND_NODATA,1,0.403752,0,1,0,0.484447,0.515553,0.645685,1
benchmarks/bacp/bacp-18.mzn_AND_NODATA,1,0.404286,0,1,0,0.484447,0.515553,0.645676,1
benchmarks/bacp/bacp-4.mzn_AND_NODATA,1,0.404593,0,1,0,0.484447,0.515553,0.645583,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_6.dzn,1,1.055613,0,0,0,0,1,0.138297,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_6.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_9.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_7.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_10.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/bacp/bacp-19.mzn_AND_NODATA,1,0.403708,0,1,0,0.484447,0.515553,0.645671,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_3.dzn,1,0.805006,0,0,0,0,1,0.214492,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_8.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_4.dzn,1,0.805006,0,0,0,0,1,0.214492,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_7.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_6.dzn,1,1.048653,0,0,0,0,1,0.139232,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_6.dzn,1,0.805006,0,0,0,0,1,0.214492,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_7.dzn,1,0.805006,0,0,0,0,1,0.214492,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_8.dzn,1,0.805006,0,0,0,0,1,0.214492,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_8.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_8.dzn,1,0.805006,0,0,0,0,1,0.214492,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_9.dzn,1,0.805006,0,0,0,0,1,0.214492,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_9.dzn,1,0.805006,0,0,0,0,1,0.214492,1
benchmarks/bacp/bacp-17.mzn_AND_NODATA,1,0.404094,0,1,0,0.484447,0.515553,0.645686,1
benchmarks/bacp/bacp-24.mzn_AND_NODATA,1,0.403838,0,1,0,0.484447,0.515553,0.645617,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_10.dzn,1,0.805006,0,0,0,0,1,0.214492,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_100_4.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_1.dzn,1,0.805006,0,0,0,0,1,0.214492,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_1.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/bacp/bacp-14.mzn_AND_NODATA,1,0.403904,0,1,0,0.484447,0.515553,0.645668,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_3.dzn,1,0.805006,0,0,0,0,1,0.214492,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_1.dzn,1,1.005598,0,0,0,0,1,0.132876,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_5.dzn,1,0.805006,0,0,0,0,1,0.214492,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_6.dzn,1,0.805006,0,0,0,0,1,0.214492,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_2.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/bacp/bacp-28.mzn_AND_NODATA,1,0.403271,0,1,0,0.484447,0.515553,0.645635,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_7.dzn,1,0.805006,0,0,0,0,1,0.214492,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_4.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_8.dzn,1,0.805006,0,0,0,0,1,0.214492,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_6.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_5.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_7.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_9.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_9.dzn,1,0.805006,0,0,0,0,1,0.214492,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_3.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/bacp/bacp-15.mzn_AND_NODATA,1,0.403374,0,1,0,0.484447,0.515553,0.64559,1
benchmarks/bacp/bacp-11.mzn_AND_NODATA,1,0.40394,0,1,0,0.484447,0.515553,0.64559,1
benchmarks/bacp/bacp-1.mzn_AND_NODATA,1,0.403924,0,1,0,0.484447,0.515553,0.645677,1
benchmarks/bacp/bacp-27.mzn_AND_NODATA,1,0.403767,0,1,0,0.484447,0.515553,0.645666,1
benchmarks/bacp/bacp-5.mzn_AND_NODATA,1,0.403831,0,1,0,0.484447,0.515553,0.645565,1
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.11.dzn,1,0.369397,0,1,0,0.133333,0.866667,0.577853,1
benchmarks/bacp/bacp-9.mzn_AND_NODATA,1,0.403935,0,1,0,0.484447,0.515553,0.645565,1
benchmarks/bacp/bacp-6.mzn_AND_NODATA,1,0.40401,0,1,0,0.484447,0.515553,0.645675,1
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.02.dzn,1,0.380643,0,1,0,0.153846,0.846154,0.584292,1
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.03.dzn,1,0.379116,0,1,0,0.25,0.75,0.623464,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_10.dzn,1,0.805006,0,0,0,0,1,0.214492,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_4.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_100_9.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_2.dzn,1,0.805006,0,0,0,0,1,0.214492,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_4.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/bacp/bacp-10.mzn_AND_NODATA,1,0.40374,0,1,0,0.484447,0.515553,0.64558,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_10.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_3.dzn,1,1.054783,0,0,0,0,1,0.137858,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_6.dzn,1,1.07531,0,0,0,0,1,0.135735,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_9.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_6.dzn,1,1.055069,0,0,0,0,1,0.137444,1
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.08.dzn,1,0.369673,0,1,0,0.307527,0.692473,0.637873,1
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.09.dzn,1,0.379908,0,1,0,0.327394,0.672606,0.631591,1
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.10.dzn,1,0.374142,0,1,0,0.226744,0.773256,0.63644,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_8.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.12.dzn,1,0.370382,0,1,0,0.137405,0.862595,0.591832,1
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.13.dzn,1,0.383178,0,1,0,0.34188,0.65812,0.623702,1
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.16.dzn,1,0.377298,0,1,0,0.214286,0.785714,0.623614,1
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.19.dzn,1,0.383599,0,1,0,0.166154,0.833846,0.622997,1
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.04.dzn,1,0.374113,0,1,0,0.349442,0.650558,0.623615,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_2.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.20.dzn,1,0.381389,0,1,0,0.192982,0.807018,0.628441,1
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST1.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.06.dzn,1,0.358183,0,1,0,0.183607,0.816393,0.63101,1
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST5.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/bacp/bacp-3.mzn_AND_NODATA,1,0.403524,0,1,0,0.484447,0.515553,0.645646,1
benchmarks/bus_scheduling/bus_scheduling.mzn_AND_benchmarks/bus_scheduling/r2.dzn,1,0.076665,1,0,1,0,1,0.647929,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST8.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.01.dzn,1,0.369049,0,1,0,0.135593,0.864407,0.589553,1
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST9.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/bus_scheduling/bus_scheduling.mzn_AND_benchmarks/bus_scheduling/r4.dzn,1,0.129189,1,0,1,0,1,0.398383,0
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.17.dzn,1,0.373659,0,1,0,0.397149,0.602851,0.639403,1
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.15.dzn,1,0.374806,0,1,0,0.284133,0.715867,0.632784,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_10.dzn,1,1.028988,0,0,0,0,1,0.140933,1
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST10.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST4.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST2.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_4.dzn,1,0.805006,0,0,0,0,1,0.214492,1
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST10.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST6.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST8.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST4.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST1.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST3.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST4.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST5.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/bacp/bacp-8.mzn_AND_NODATA,1,0.404218,0,1,0,0.484447,0.515553,0.645624,1
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.14.dzn,1,0.393091,0,1,0,0.387755,0.612245,0.630633,1
benchmarks/bus_scheduling/bus_scheduling.mzn_AND_benchmarks/bus_scheduling/r1.dzn,1,0.059296,1,0,1,0,1,0.691062,0
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.18.dzn,1,0.379557,0,1,0,0.363445,0.636555,0.632462,1
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST10.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST3.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/bus_scheduling/bus_scheduling.mzn_AND_benchmarks/bus_scheduling/c1.dzn,1,0.122683,1,0,1,0,1,0.447564,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST7.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST2.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST10.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST10.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST3.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST8.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_3.dzn,1,1.074077,0,0,0,0,1,0.136261,1
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST4.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_2.dzn,1,0.805006,0,0,0,0,1,0.214492,1
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_5.dzn,1,1.052371,0,0,0,0,1,0.138619,1
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST3.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST5.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST6.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST7.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST8.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST7.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST9.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/bus_scheduling/bus_scheduling.mzn_AND_benchmarks/bus_scheduling/t2.dzn,1,0.103526,1,0,1,0,1,0.512827,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST9.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST5.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST4.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST9.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST7.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/bus_scheduling/bus_scheduling.mzn_AND_benchmarks/bus_scheduling/r1a.dzn,1,0.059113,1,0,1,0,1,0.691439,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST6.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type09_TEST10.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST2.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST1.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type08_TEST2.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST9.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST1.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type03_TEST6.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type09_TEST6.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type09_TEST7.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST8.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type08_TEST1.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type09_TEST9.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type07_TEST2.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type09_TEST2.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type09_TEST3.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.07.dzn,1,0.380687,0,1,0,0.273927,0.726073,0.628964,1
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST1.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type09_TEST1.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_40_1.dzn,1,1.026454,0,0,0,0,1,0.131122,1
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type08_TEST4.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type08_TEST3.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type13_TEST2.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type08_TEST9.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/depot-placement/depot_placement.mzn_AND_benchmarks/depot-placement/att48_4.dzn,1,0.478463,0,0,1,0.811321,0.188679,0.684325,1
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type13_TEST4.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type13_TEST3.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type13_TEST5.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type13_TEST6.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/depot-placement/depot_placement.mzn_AND_benchmarks/depot-placement/rat99_6.dzn,1,0.433168,0,0,1,0.850575,0.149425,0.731091,1
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type13_TEST8.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type13_TEST9.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/depot-placement/depot_placement.mzn_AND_benchmarks/depot-placement/rat99_5.dzn,1,0.454128,0,0,1,0.833333,0.166667,0.709551,1
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST7.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/depot-placement/depot_placement.mzn_AND_benchmarks/depot-placement/st70_5.dzn,1,0.454128,0,0,1,0.833333,0.166667,0.709551,1
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type08_TEST7.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type02_TEST3.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type08_TEST8.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type04_TEST5.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type13_TEST10.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type13_TEST1.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/bus_scheduling/bus_scheduling.mzn_AND_benchmarks/bus_scheduling/r5.dzn,1,0.110638,1,0,1,0,1,0.468182,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type10_TEST5.dzn,1,-1,0,0,0,0,1,0,0
benchmarks/bacp/bacp-7.mzn_AND_NODATA,1,0.403975,0,1,0,0.484447,0.515553,0.645671,1
