@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC

@DATA
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_390.cnf,1,0.0032,0.9127,1,0.6107,3.3218,4.9956,0.0873,0,0.6841,4669,0.814,4669,1,0.6301,4669,0.6708,0.6422,4692,0.6932,4690,4.7081,4709,1.0699,0.7091,0.7652,4709,0.0095,4709,0.803,0.9782,0,0,0,0,0,0,0.1446,0.1547,0.0035,0.1275,0.2531,0,0.3202,0.1026,24.563,0,0,21.9479,0.252,39.8879,0.0022,36.6908,36.6908,36.6908,2.3978,0.0606,0.2479,42.5313,42.5313,?,0.0094,0.0093,42.5313,0.3579
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf,1,0,0,0,0,0.9674,1.4343,0.2504,0.8453,0.2067,727,0.2,727,0.3599,0.0002,1708,0.0134,0.0025,2168,0.0391,2205.7778,1.8659,3495,0.1608,0.057,0.0907,3495,0.1364,2978,0.4878,0.3002,0.0997,0.0845,0.1055,0.0901,1.6919,0.0812,0.0649,0.0454,0.4441,0,0.0261,0.1791,0.9205,0.0169,0.9852,0.1353,0.1154,1.572,0.1453,28.9103,0.1144,26.0462,11.8748,11.8748,0.2011,0.308,0.3459,42.1051,42.1051,0.3262,0.0034,0.0027,33.6687,0.2024
./SAT11/crafted/skvortsov/battleship/battleship-16-16-unsat.cnf,1,0.8824,0.8824,1,0.7575,0,0,0.8824,0,0.8331,4872,0.0323,4872,1,0.7576,4872,0.7579,0.7577,4887,0.7578,4891.6667,0,4916,1.2368,0.758,0.758,4916,0.1176,4916,0.8745,0.7581,0.0275,0.0274,0.0275,0.0274,0,0.0274,0,0,0.0037,0.0323,0.0323,0.0277,0.3622,0.0625,2.9757,0.0276,0.0276,3.5387,0.1419,80.3554,0,78.9748,78.9748,78.9748,0.0023,0.0124,0,81.2825,81.2825,0.0083,0.085,0.085,81.2825,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_506.cnf,1,0.0024,0.9231,1,0.6532,3.3188,5.2676,0.0769,0,0.7105,1496,0.8382,1496,1,0.6664,1496,0.7016,0.6777,3224,0.7191,3046,4.9542,4418,1.1742,0.7359,0.7866,4418,0.0074,4418,0.8383,0.9836,0,0,0,0,0,0,0.1401,0.1569,0.3938,0.1281,0.2522,0,0.2903,0.0909,31.1432,0,0,27.3461,6.3842,58.792,0.0017,52.4617,52.4617,52.4617,2.5317,0.0894,0.2499,65.3275,65.3275,?,0.0073,0.0073,65.3275,0.3603
./SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1,0.8333,0.8333,0,0.5831,0,0,0.6484,0.8849,0.6879,4527,0.3333,4527,0.5302,0.5831,4593,0.5832,0.5832,4595,0.5832,4590.1667,1.4333,4626,0.4472,0.5832,0.5832,4626,0.4167,4606,0.8353,0.5833,0.2295,0.2295,0.2295,0.2295,1.108,0.2294,0.0819,0,0.0066,0.3333,0.3333,0.2295,0.4506,0.0313,0.6404,0.2295,0.2295,1.1568,0.2577,30.3632,0.0252,29.3702,29.0705,29.0705,0.0001,0.0443,0,33.1963,33.1963,0.0952,0.031,0.0286,30.3993,0.3902
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_100_s.cnf,1,0.0371,0.1398,0,0.0001,1.0023,1.3674,0.2945,0.9523,0.2282,723,0.6667,438,0.2847,0.0047,858,0.0374,0.0153,1050,0.1128,1193.0645,0.62,3837,0.1226,0.1855,0.2319,1680,0.3177,1202,0.6422,0.8133,0.3853,0.157,0.3335,0.3418,1.0749,0.0212,0.1864,0.099,0.5465,0,0.0611,0.3907,0.4854,0.0065,0.1286,0.3904,0.3887,0.33,0.4112,15.0866,0.3976,10.3493,9.5839,8.6826,0.2819,0.8199,0.9092,70.0881,17.0097,0.25,0.0061,0.0031,13.3077,0.8985
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_42_s.cnf,1,0.2481,0.5538,0,0.0001,2.2265,2.0783,0.5668,0.6874,0.0758,1382,0.9667,1173,0.5454,0.0339,1477,0.1899,0.0814,1806,0.2458,1867.4167,1.5016,3635,0.3607,0.3228,0.5144,2229,0.1619,2061,0.2912,0.9747,0.3186,0.1898,0.293,0.2893,1.6908,0,0.1344,0.2127,0.3276,0,0.2689,0.4048,1.5412,0.0034,0.2982,0.3534,0.3395,1.4237,0.8017,17.3156,1.9867,15.0051,11.9613,11.132,0.2901,0.2384,4.5721,27.5365,20.4465,?,0.0015,0.0004,19.393,6.0436
./SAT05/crafted/sabharwal05/ordering/gt-ordering/sat/gt-030.shuffled-as.sat05-1295.cnf,1,0.0175,0.9988,0,0.5186,0.0252,0.023,0.5096,0.5877,0.7089,2452,0.3412,1380,0.4986,0.5267,2527,0.5268,0.5267,2614,0.5268,2670.4,3.1476,3411,0.3031,0.5268,0.5268,3411,0.035,3156,0.9146,0.5465,0,0,0,0,0.6221,0,0,0.0007,0.2007,0.3176,0.3256,0,0.0975,0.0333,9.087,0,0,11.0015,21.1475,39.7944,0.0004,33.3194,32.1439,30.8127,0.0142,0.1768,0.0007,56.8522,56.8522,0.0347,0.0046,0.0045,41.8503,0.1774
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes2.cnf,1,0.9494,0.9494,0.8333,0.7356,2.7378,5.2316,0.9494,0.0157,0.7862,85,0.3043,26,0.9964,0.7825,190,0.8351,0.8085,214,0.8314,194.625,4.72,344,1.7337,0.8559,0.8718,282,0.0104,232,0.8976,0.9154,0,0,0,0,0.2012,0,0,0.0381,0.3682,0.0753,0.174,0,0.2129,0.0302,48.0292,0,0,40.4446,6.2059,58.2835,0.1919,54.3318,51,50.0085,6.3213,0.1677,0.1671,93.5385,64.8169,?,0.0022,0.0011,59.8145,0.1589
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_505.cnf,1,0.0099,0.927,1,0.647,3.5293,5.2217,0.073,0,0.6685,4262,0.8722,4262,1,0.668,4262,0.702,0.6803,4700,0.7216,4481,4.9709,4700,1.1668,0.7364,0.7905,4700,0.0074,4700,0.7873,0.9876,0,0,0,0,0,0,0.177,0.1569,0.0489,0.1275,0.2778,0,0.321,0.0909,30.593,0,0,27.3145,0.2364,44.5029,0.0018,43.3438,43.3438,43.3438,2.4589,0.026,0.2415,45.6619,45.6619,?,0.0074,0.0073,45.6619,0.3562
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-17_279.cnf,1,0,0.8938,1,0.5916,2.8893,4.5749,0.1062,0,0.6938,1292,0.7821,1292,1,0.6021,1615,0.6206,0.6083,2008,0.6592,2508.8333,4.1941,4550,0.9613,0.6718,0.7747,4550,0.0129,3852,0.81,0.9714,0,0,0,0,0,0,0.02,0.1571,0.4908,0.1225,0.2296,0.0001,0.3384,0.0609,16.5202,0,0,15.8477,0.2327,51.8289,0.0716,48.9495,47.9128,47.9128,2.2495,0.0643,0.2615,58.0339,58.0339,?,0.011,0.0099,52.9108,0.3704
./SAT11/crafted/mosoi/289/289-sat-6x20.cnf,1,0.0306,0.0306,1,0.5026,0,0,0.7577,0,0.9528,3840,0.0104,3840,1,0.5027,3840,0.5028,0.5027,3840,0.5028,3840,0,3840,0.592,0.5028,0.5029,3840,0.0306,3840,0.9962,0.503,0.0046,0.0046,0.0046,0.0046,0,0.0046,0,0,0,0.0104,0.0104,0.0046,0.682,0.0333,6.7749,0.0046,0.0046,6.8911,45.8912,29.2469,0,29.2469,29.2469,29.2469,0.0003,0,0,29.2469,29.2469,?,0.0305,0.0305,29.2469,0
./SAT05/crafted/sorge05/QG7a/gensys-ukn004.shuffled-as.sat05-3844.cnf,1,0.0794,0.0985,0,0,2.8275,3.3564,0.14,0.8845,0.2363,1318,1,747,0.3079,0.6063,1615,0.7762,0.6662,1818,0.735,1686.1429,1.6937,1903,0.386,0.8269,0.8542,1895,0.1642,1874,0.5014,1,0.4958,0.12,0.4419,0.4742,2.5766,0,0.0767,0.1557,0.1801,0,0.6011,0.9999,2.1248,0.0049,0.0912,0.4997,0.499,0.7141,0.1991,16.0678,1.3525,15.6307,14.8156,12.0295,0.3457,0.0893,1.2844,18.4147,17.4026,?,0.003,0.0001,16.976,2.4499
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_388.cnf,1,0,0.9085,1,0.6326,2.9878,5.1607,0.0915,0,0.7082,276,0.8122,271,1,0.6427,304,0.6564,0.6469,344,0.6903,373.6316,4.4052,593,1.0759,0.7044,0.7642,565,0.0094,426,0.8318,0.9784,0,0,0,0,0,0,0.0239,0.1594,0.2483,0.1254,0.2314,0,0.3059,0.0515,23.8546,0,0,21.2435,0.1884,52.1581,0.0714,49.3248,48.7235,47.9868,2.4221,0.0668,0.2615,63.6138,56.8655,?,0.0081,0.0073,53.6056,0.3715
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf,1,0.9546,0.9546,0.8824,0.1356,2.571,5.4652,0.9546,0.0126,0.8414,37,0.2985,31,0.9973,0.6876,57,0.8962,0.8496,106,0.8489,115.1818,4.9135,220,1.9116,0.934,0.9523,194,0.0085,166,0.9271,0.9986,0,0,0,0,0.1846,0,0,0.0321,0.5245,0.0624,0.1451,0.0117,0.1933,0.0246,55.1258,0,0,51.0022,4.2196,84.4247,0.1846,74.9182,70.4737,67.9664,9.358,0.1472,0.1671,109.3784,104.8772,?,0.0017,0.0009,88.0722,0.1589
./SAT05/crafted/sabharwal05/pebbling/grid-pebbling/unsat/grid-pbl-0250.shuffled-as.sat05-1349.shuffled-as.sat05-1349.cnf,1,0.0018,0.0031,0,0,0.3978,0.3976,0.3109,0.8866,0.2989,141,0.5,102,0.375,0,193,0,0,322,0.0519,577.3804,1.7982,2507,0.0275,0.0012,0.4414,1531,0.5132,609,0.6806,0.6039,0.4604,0.4587,0.4604,0.4604,1.0083,0.3839,0.0927,0.1052,1.0715,0,0.0375,0.4684,0.0472,0.0044,0.1313,0.4621,0.4604,0.5364,0.2916,9.4616,0.1375,6.8758,6.2137,5.1273,0.011,0.3907,0.0825,25.5895,14.5433,0.1176,0.0055,0.0022,10.9715,0.6651
./SAT11/crafted/skvortsov/battleship/battleship-9-17-sat.cnf,1,0.8831,0.8831,1,0.8006,0,0,0.8831,0,0.9026,0,0.0588,0,1,0.8006,0,0.8006,0.8006,0,0.8006,0,0,0,1.284,0.8006,0.8006,0,0.2208,0,0.9273,0.8006,0.2577,0.2577,0.2577,0.2577,0,0.2577,0,0,0,0.0588,0.0588,0.2577,0.3607,0.1111,1.7426,0.2577,0.2577,2.2866,0.4184,0,0.0242,0,0,0,0,0,0,0,0,0.0146,0.1759,0.1732,0,0
./SAT04/handmade/connamacher/connm-d-0.02/connm-ue-csp-sat-n1200-d-0.02-s405595518.used-as.sat04-950.cnf,1,0,0.8448,0.3333,0.4265,2.6708,3.3715,0.8448,0.4686,0.2713,2187,0.5,2187,0.6621,0.5395,2799,0.6289,0.5808,2861,0.6283,2786,2.3014,3161,0.2498,0.6735,0.7238,3161,0.0648,2922,0.7147,0.8178,0.0012,0.0001,0.0044,0.0005,0.9999,0,0.0768,0.0591,0.1162,0.2,0.3456,0.0172,0.4835,0.0083,2.9724,0.0109,0.0088,3.1008,0.1512,45.6649,0.3179,45.1105,41.6621,41.6621,1.0254,0.048,0.349,47.561,47.561,0.0403,0.0015,0.0009,47.5355,0.3555
./SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,0.8372,0.8372,1,0.7569,0,0,0.8372,0,0.8838,4836,0.0769,4836,1,0.7569,4841,0.7569,0.7569,4854,0.757,4854.6,0,4879,1.0176,0.757,0.757,4879,0.2791,4863,0.9116,0.757,0.2851,0.2851,0.2851,0.2851,0,0.2851,0.1323,0,0.0032,0.0769,0.0769,0.2851,0.4443,0.1429,1.4979,0.2851,0.2851,1.9216,0.3367,35.7445,0.0287,35.2235,33.9456,33.9456,0,0.0312,0,37.273,37.273,0.0274,0.2591,0.2558,36.3196,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p15-s44266159.cnf,1,0.9682,0.9682,0.8571,0.7717,3.2079,4.75,0.9682,0.0127,0.8665,125,0.5058,125,0.998,0.8374,716,0.8796,0.8619,751,0.8751,753.25,4.6597,1362,1.7983,0.8944,0.903,1362,0.0115,911,0.957,0.9289,0,0,0,0,0.1561,0,0.0863,0.0748,0.4195,0.1359,0.35,0.0001,0.2214,0.0787,39.9038,0,0,37.763,11.1013,58.1833,0.1865,52.0458,49.2151,49.2151,15.7362,0.1561,0.1289,74.1814,74.1814,?,0.0103,0.0028,71.232,0.1754
./SAT03/handmade/anton/UNSAT/SGI_30_70_26_40_6-dir.shuffled-as.sat03-163.cnf,1,0.9756,0.9756,0,0.8382,3.1332,4.5707,0.7118,1.0161,0.8664,347,0.5629,111,0.4897,0.8685,400,0.8994,0.8879,493,0.8977,581.8667,4.6273,2179,1.9114,0.9115,0.9197,723,0.0114,539,0.9522,0.9397,0,0,0,0,0.8223,0,0,0.0811,0.7694,0.1948,0.3938,0.0001,0.1369,0.0769,40.138,0,0,39.5103,0.1977,64.1928,0,59.4153,57.779,57.499,3.1726,0.1006,0.199,82.4975,72.0557,?,0.0114,0.0114,67.8378,0.4367
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,0.9669,0.9669,0.8667,0.7183,3.3946,4.4421,0.9669,0.0159,0.8681,793,0.5959,793,0.9973,0.8245,873,0.8744,0.854,1176,0.8682,1868,4.3437,4642,1.5366,0.8901,0.9008,4642,0.015,2737,0.9466,0.9327,0,0,0,0,0.1769,0,0.0722,0.0888,0.7524,0.1231,0.4225,0.0001,0.237,0.0971,28.6553,0,0,30.9983,0.0896,59.571,0.1401,54.9899,52.37,52.37,4.5829,0.1184,0.139,73.9372,73.9372,?,0.0104,0.0078,60.5019,0.1988
./SAT04/handmade/connamacher/connm-d0.04/connm-ue-csp-sat-n800-d0.04-s1788334438.used-as.sat04-976.cnf,1,0,0.8432,0.3333,0.4494,2.7486,3.4902,0.8432,0.4676,0.3025,4501,0.5,4501,0.6627,0.5258,4501,0.6142,0.5674,4509,0.6203,4534.6667,2.4379,4594,0.2489,0.6664,0.7224,4594,0.0603,4594,0.6844,0.8177,0.0008,0,0.0036,0.0001,1.0025,0,0.0641,0.0579,0.0093,0.2,0.3468,0.0165,0.4846,0.0122,3.3594,0.0099,0.0075,3.4495,0.6504,30.1261,0.3481,28.5177,28.5177,28.5177,1.1816,0.0584,0.3889,32.5755,32.5755,0.0435,0.0021,0.0012,32.5755,0.3921
./SAT11/crafted/skvortsov/battleship/battleship-5-8-unsat.cnf,1,0.7619,0.7619,1,0.6799,0,0,0.7619,0,0.8885,0,0.1111,0,1,0.6799,0,0.6799,0.6799,0,0.6799,0,0,0,0.7454,0.6799,0.6799,0,0.381,0,0.9249,0.6799,0.3148,0.3148,0.3148,0.3148,0,0.3148,0.1592,0,0,0.1111,0.1111,0.3149,0.5489,0.2,1.3375,0.3149,0.3148,1.5092,0.3624,0,0.0481,0,0,0,0.0001,0,0,0,0,0.0606,0.3429,0.3333,0,0
./SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1,0.5255,0.7192,0,0.0007,3.1098,2.9994,0.5443,0.9202,0.2832,0,1,0,0.4536,0.425,0,0.8126,0.6636,0,0.7766,0,2.3061,0,0.7449,1,1,0,0.2238,0,0.8422,1,0.4894,0.0094,0.4897,0.0261,1.8513,0.0016,0.1062,0.3265,0,0,0.6209,0.9981,1.6365,0.0443,1.0838,0.9848,0.9381,2.6775,0.2501,0,0.9584,0,0,0,0.7789,0,1.0218,0,0,0.0315,0.0091,0.0004,0,1.4145
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes3.cnf,1,0.9536,0.9536,0.8947,0.1467,2.651,5.3855,0.9536,0.0131,0.8653,28,0.2686,28,0.9971,0.6709,58,0.8967,0.8497,105,0.8473,92.6429,4.8095,137,1.8783,0.9363,0.9532,125,0.0088,122,0.9403,0.9992,0,0,0.0001,0,0.1879,0,0,0.0351,0.3819,0.0681,0.1494,0.008,0.197,0.0258,56.4269,0.0001,0,50.2069,4.2994,79.3154,0.1842,70.3905,67.626,67.2117,6.4195,0.1449,0.1541,113.6071,91.0714,?,0.0019,0.0009,81.4519,0.1454
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g4.cnf,1,0.9822,0.9822,1,0.9302,0,0,0.9822,0,1,0,0.3421,0,1,0.9303,0,0.9305,0.9304,0,0.9305,0,0,0,2.3509,0.9306,0.9307,0,0.0385,0,1,0.9308,0.0312,0.0308,0.0312,0.031,0,0.0306,0,0,0,0.3421,0.3421,0.0319,0.0895,0.0769,13.5515,0.0316,0.0314,13.5107,33.1361,0,0,0,0,0,0.0094,0,0,0,0,0.001,0.0385,0.0385,0,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-12_135.cnf,1,0,0.8549,1,0.4959,2.7087,3.8051,0.1451,0,0.6727,4645,0.6962,4645,1,0.5092,4655,0.5383,0.5185,4678,0.5916,4684.8,3.5045,4725,0.7362,0.6277,0.7986,4725,0.0257,4721,0.8003,0.9448,0,0,0.0002,0,0,0,0.0288,0.1497,0.007,0.1212,0.224,0.0017,0.4141,0.0889,8.015,0.0007,0.0002,8.702,0.2778,27.6296,0.0695,27.384,26.6204,26.6204,1.8631,0.0266,0.2615,28.8626,28.8626,0.0014,0.022,0.0198,27.8709,0.367
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-15_218.cnf,1,0,0.881,1,0.5548,2.9328,4.4783,0.119,0,0.682,4506,0.7561,4506,1,0.5694,4506,0.5926,0.5764,4590,0.6338,4564,3.9401,4596,0.8775,0.6531,0.7815,4596,0.0163,4596,0.8151,0.9644,0,0,0,0,0,0,0.0226,0.1548,0.009,0.118,0.2276,0.0002,0.3649,0.0688,13.0056,0.0001,0,12.7827,0.2346,43.4275,0.0707,39.446,39.446,39.446,2.1374,0.0699,0.2614,46.8134,46.8134,?,0.014,0.0126,46.8134,0.3691
./SAT03/handmade/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf,1,0.0101,0.3899,0,0.0003,0.3503,1.6908,0.3456,0.7882,0.4858,4121,0.7436,4121,0.4245,0.0007,4137,0.0054,0.0015,4209,0.0316,4242.4286,1.9569,4439,0.2894,0.0227,0.0725,4439,0.1658,4312,0.9373,0.371,0.03,0.0157,0.0484,0.0247,1.6601,0.012,0.1145,0.0926,0.0247,0,0.0163,0.2733,1.1397,0.0534,0.9764,0.0698,0.0485,1.2794,0.4479,25.778,0.6964,24.6417,24.4369,24.4369,1.0462,0.0573,0.4774,28.9743,28.9743,0.246,0.0148,0.0076,26.5243,0.3093
./SAT05/crafted/sorge05/QG7a/gensys-icl005.shuffled-as.sat05-3826.cnf,1,0.0801,0.1014,0,0,2.6471,3.2128,0.1458,0.8781,0.2363,1671,1,1605,0.3124,0.6251,1836,0.7777,0.6664,1920,0.7356,1922.2308,1.7374,2219,0.3885,0.8286,0.8543,2094,0.158,2061,0.5283,1,0.4956,0.1048,0.4359,0.4737,2.5725,0,0.0878,0.1499,0.0889,0,0.6019,0.9999,2.1398,0.005,0.0812,0.4997,0.499,0.7022,0.1934,18.8034,1.4789,17.1527,16.4056,15.8453,0.3399,0.1102,1.2286,22.7067,21.3884,?,0.0032,0.0001,20.6433,2.4977
./SAT11/crafted/spence/sgen/sgen3-n140-s20078956-unsat.cnf,1,0,1,0.3333,0.0001,0.256,0.256,0.5034,0.5767,0.8046,3652,0.3333,3652,0.4886,0.0007,3820,0.0113,0.003,3895,0.0326,3987,1.6295,4604,0,0.0202,0.0759,4604,0.4829,4018,0.9605,0.2167,0.3229,0.3138,0.3175,0.3166,0.5427,0.2644,0,0.0856,0.0719,0,0.0236,0.3255,0,0.0213,0.4445,0.3247,0.3242,0.746,0.5425,20.2516,0.0423,18.8597,18.0832,18.0832,0.0473,0.1197,0.124,26.0189,26.0189,0.1538,0.0208,0.0205,19.9514,0.4708
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_70_1-dir.shuffled-as.sat03-146.cnf,1,0.9694,0.9694,0,0.8328,3.0694,4.1117,0.7058,1.0222,0.9219,103,0.4982,103,0.4862,0.8568,103,0.8938,0.8742,3530,0.8885,1816.5,4.7716,3530,1.7616,0.9034,0.9111,3530,0.0125,3530,0.9674,0.9251,0,0,0,0,0.8367,0,0.0138,0.09,0.9433,0.1386,0.3519,0.0001,0.1486,0.1,33.8019,0,0,36.7272,15.5556,96.4415,0.1884,79.1165,79.1165,79.1165,3.706,0.1796,0.1589,113.7666,113.7666,?,0.0079,0.0043,113.7666,0.4245
./SAT11/crafted/skvortsov/battleship/battleship-14-27-sat.cnf,1,0.9261,0.9261,1,0.8577,0,0,0.9261,0,0.9182,4836,0.037,4836,1,0.8577,4836,0.8577,0.8577,4904,0.8577,4870,0,4904,1.6999,0.8577,0.8577,4904,0.1425,4904,0.9355,0.8577,0.2046,0.2046,0.2046,0.2046,0,0.2046,0,0,0.007,0.037,0.037,0.2046,0.2636,0.0714,2.4353,0.2046,0.2046,3.109,0.4158,130.7841,0.0166,127.303,127.303,127.303,0.0001,0.0266,0,134.2651,134.2651,0.0057,0.0982,0.0965,134.2651,0
./SAT03/handmade/anton/UNSAT/SGI_30_70_22_70_7-dir.shuffled-as.sat03-154.cnf,1,0.9718,0.9718,0,0.8256,2.9916,4.2935,0.7131,1.0131,0.9163,215,0.59,215,0.4902,0.8584,447,0.8941,0.8749,510,0.8896,1175.3333,4.6571,4718,1.8073,0.905,0.9126,4718,0.0114,676,0.9665,0.9408,0,0,0,0,0.8433,0,0.0828,0.0939,1.3529,0.1359,0.3685,0.0001,0.1452,0.0909,40.984,0,0,41.3467,2.0854,70.0733,0.1915,62.9431,59.0658,59.0658,3.9908,0.1562,0.1706,91.7825,91.7825,?,0.0091,0.0046,75.2944,0.4319
./SAT02/handmade/chu-min-li/urquhart/urquhart3_25bis.shuffled.cnf,1,0,0.1818,0,0,0,0.6931,0.3636,0.8418,0.9922,2841,0,2706,0.3939,0,2891,0,0,3089,0,3147.3,1.5208,3848,0.101,0,0,3848,0.2727,3117,0.9986,0,0.3409,0.3046,0.3361,0.3112,1.289,0.2945,0.0705,0,0.1135,0,0,0.3732,0.4741,0.0556,1.0672,0.3661,0.3623,1.3984,0.6409,18.1338,0.0909,17.4347,17.052,16.976,0.0783,0.0677,0.1429,20.5128,20.5128,0.4,0.0208,0.0189,18.0992,0.3979
./SAT03/handmade/bevan/cnf/marg3x3add8.shuffled-as.sat03-1449.cnf,1,0,0,0,0,0,1.0511,0.2545,0.6736,0.9909,2536,0,2536,0.3839,0,2623,0,0,2776,0,3040.625,1.6738,4471,0.0958,0,0,4471,0.183,3895,0.9976,0,0.4241,0.4001,0.4309,0.4211,1.3935,0.4001,0.1096,0,0.2239,0,0,0.4557,0.5983,0.122,1.6657,0.4557,0.453,1.6543,0.4637,13.1164,0.1038,12.8536,12.3008,12.3008,0.0476,0.0425,0.2328,13.9705,13.9705,0.3871,0.0322,0.0268,13.9117,0.3999
