@RELATION 'featureValues_ASP_Potassco-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Frac_Body-Body_Equivalences NUMERIC
@ATTRIBUTE Frac_Other_Equivalences NUMERIC
@ATTRIBUTE Tight NUMERIC
@ATTRIBUTE Frac_Atom-Atom_Equivalences NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Ternary_Rules NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-2 NUMERIC
@ATTRIBUTE Other_Constraints NUMERIC
@ATTRIBUTE Frac_Integrity_Rules NUMERIC
@ATTRIBUTE Conflicts/Choices-4 NUMERIC
@ATTRIBUTE Frac_Literals_in_Loop_Nogoods-3 NUMERIC
@ATTRIBUTE Frac_Literals_in_Conflict_Nogoods-3 NUMERIC
@ATTRIBUTE Frac_Literals_in_Loop_Nogoods-4 NUMERIC
@ATTRIBUTE Frac_Literals_in_Conflict_Nogoods-4 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Conflict-3 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Loop-3 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Loop-2 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Conflict-2 NUMERIC
@ATTRIBUTE Frac_Choice_Rules NUMERIC
@ATTRIBUTE Frac_Literals_in_Loop_Nogoods-2 NUMERIC
@ATTRIBUTE Frac_Literals_in_Conflict_Nogoods-2 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Loop-4 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Conflict-4 NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-3 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Conflict-1 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Loop-1 NUMERIC
@ATTRIBUTE Conflicts/Choices-3 NUMERIC
@ATTRIBUTE Frac_Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Literals_in_Loop_Nogoods-1 NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-4 NUMERIC
@ATTRIBUTE Frac_Binary_Rules NUMERIC
@ATTRIBUTE Frac_Learnt_Others-1 NUMERIC
@ATTRIBUTE Frac_Binary_Constraints NUMERIC
@ATTRIBUTE Frac_Normal_Rules NUMERIC
@ATTRIBUTE Constraints/Vars NUMERIC
@ATTRIBUTE Frac_Pos_Body NUMERIC
@ATTRIBUTE Conflicts/Choices-2 NUMERIC
@ATTRIBUTE Frac_Ternary_Constraints NUMERIC
@ATTRIBUTE Frac_Learnt_Others-4 NUMERIC
@ATTRIBUTE Frac_Learnt_Others-3 NUMERIC
@ATTRIBUTE Frac_Learnt_Others-2 NUMERIC
@ATTRIBUTE Frac_Neg_Body NUMERIC
@ATTRIBUTE Frac_Learnt_Ternary-1 NUMERIC
@ATTRIBUTE Created_Bodies NUMERIC
@ATTRIBUTE Frac_Unary_Rules NUMERIC
@ATTRIBUTE Conflicts/Choices-1 NUMERIC
@ATTRIBUTE Binary_Constraints NUMERIC
@ATTRIBUTE Frac_Other_Constraints NUMERIC
@ATTRIBUTE Frac_Learnt_Ternary-4 NUMERIC
@ATTRIBUTE Frac_Learnt_Ternary-2 NUMERIC
@ATTRIBUTE Constraints NUMERIC
@ATTRIBUTE Frac_Learnt_Ternary-3 NUMERIC
@ATTRIBUTE Frac_Learnt_Binary-1 NUMERIC
@ATTRIBUTE Normal_Rules NUMERIC
@ATTRIBUTE Rules NUMERIC
@ATTRIBUTE Running_Avg_LBD-4 NUMERIC
@ATTRIBUTE Running_Avg_Conflictlevel-2 NUMERIC
@ATTRIBUTE Avg_Conflict_Levels-2 NUMERIC
@ATTRIBUTE Frac_Cardinality_Rules NUMERIC
@ATTRIBUTE Learnt_Others-1 NUMERIC
@ATTRIBUTE Running_Avg_Conflictlevel-3 NUMERIC
@ATTRIBUTE Avg_Conflict_Levels-3 NUMERIC
@ATTRIBUTE Frac_Learnt_Binary-3 NUMERIC
@ATTRIBUTE Learnt_from_Loop-1 NUMERIC

@DATA
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_21_21_15.lp.gz,1,0.0579,0.7068,0,0.2353,6486,0.6704,6704,87995,0.0442,0.0075,0.9442,0.0558,0.9655,0.0345,0.0208,0.9792,0.9844,0.0156,0.0215,0.9416,0.0584,0.9769,0.0231,9390,0.0084,0.9916,0.0118,0.0602,0.9398,17213,0.0998,0.9513,0.7098,0.9354,3.4391,0.9117,0.0133,0.2031,0.9542,0.9456,0.9412,0.0359,0.0463,367056,0.0133,0.2963,717224,0.0871,0.0404,0.0529,1010413,0.0484,0.0024,382926,409389,8,225.03,351.6094,0.0431,3615,330.37,344.1354,0.0061,3768
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_19_19_14.lp.gz,1,0.0549,0.7322,0,0.213,360,0.6694,564,65412,0.044,0.0186,0.9932,0.0068,0.9924,0.0076,0.0243,0.9757,0.9823,0.0177,0.0214,0.9953,0.0047,0.9681,0.0319,1127,0.0098,0.9902,0.015,0.0041,0.9959,1259,0.1006,0.9709,0.7098,0.9357,3.4382,0.9119,0.0182,0.2029,0.9519,0.9556,0.9558,0.0372,0.0291,271636,0.0146,0.0675,531811,0.0873,0.0376,0.0384,749260,0.0375,0,283836,303333,2.91,180.16,281.5,0.0429,3168,247.16,257.4583,0.0068,3231
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_19_19_19.lp.gz,1,0.0537,0.7335,0,0.2128,?,0.6693,?,65466,0.044,?,?,?,?,?,?,?,?,?,0.0214,?,?,?,?,?,?,?,?,?,?,?,0.1007,?,0.7098,0.9357,3.4382,0.9119,?,0.2028,?,?,?,0.0372,?,271631,0.0146,?,531866,0.0874,?,?,749332,?,?,283838,303335,?,?,?,0.0429,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_18_18_11.lp.gz,1,0.0597,0.7046,0,0.2357,284,0.6687,640,55856,0.044,0.0157,0.9661,0.0339,0.966,0.034,0.0287,0.9713,0.9733,0.0267,0.0214,0.9886,0.0114,0.9625,0.0375,17479,0.0144,0.9856,0.0135,0.0053,0.9947,17570,0.1012,0.9825,0.7099,0.9359,3.439,0.9121,0.0102,0.2025,0.9678,0.9745,0.9674,0.038,0.0144,230834,0.0154,0.0879,452523,0.0876,0.0128,0.0159,637489,0.0112,0.0031,241459,257986,5.53,179.46,280.4062,0.0427,2187,254.03,261.8866,0.0142,2194
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_17_17_07.lp.gz,1,0.0602,0.7032,0,0.2366,10755,0.6681,11583,46727,0.0439,0.0365,0.8537,0.1463,0.852,0.148,0.0472,0.9528,0.9656,0.0344,0.0213,0.8607,0.1393,0.9385,0.0615,13635,0.019,0.981,0.0355,0.144,0.856,13826,0.1017,0.9911,0.7095,0.9362,3.4344,0.9123,0.043,0.2029,0.9714,0.983,0.9815,0.0388,0.0053,194369,0.0162,0.4507,378769,0.0875,0.0105,0.0063,533830,0.0058,0.0036,203512,217387,4.22,133.4,205.2308,0.0426,1668,199.09,205.2474,0.0112,1651
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_19_19_15.lp.gz,1,0.0536,0.7338,0,0.2127,390,0.6693,1588,63956,0.044,0.0214,0.9605,0.0395,0.9573,0.0427,0.0231,0.9769,0.9824,0.0176,0.0214,0.9888,0.0112,0.9717,0.0283,10662,0.0107,0.9893,0.0291,0.005,0.995,12158,0.1007,0.9983,0.7093,0.9357,3.4299,0.9119,0.03,0.204,0.9951,0.9964,0.9964,0.0372,0.0013,271626,0.0146,0.125,522708,0.0868,0.0024,0.0022,736970,0.0024,0.0003,283840,303337,8.54,208.62,325.9688,0.0429,2982,396.7,413.2292,0.0012,2955
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_17_17_09.lp.gz,1,0.0656,0.67,0,0.2645,277,0.6688,15827,44269,0.0439,0.014,0.9851,0.0149,0.9765,0.0235,0.0174,0.9826,0.9876,0.0124,0.0213,0.989,0.011,0.9781,0.0219,21443,0.0101,0.9899,0.0131,0.0096,0.9904,34349,0.1011,0.7678,0.7085,0.9362,3.4156,0.9122,0.0596,0.2052,0.8269,0.8239,0.8587,0.0386,0.1574,194499,0.016,0.106,363434,0.0863,0.092,0.0959,512973,0.0905,0.0748,203460,217335,9.19,82.25,126.5385,0.0426,2434,285.74,294.5773,0.0856,3138
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_22_22_08.lp.gz,1,0.0585,0.7071,0,0.2344,451,0.6713,584,102832,0.0442,0.01,0.9935,0.0065,0.9904,0.0096,0.0276,0.9724,0.9813,0.0187,0.0216,0.9948,0.0052,0.9641,0.0359,727,0.0097,0.9903,0.0117,0.0045,0.9955,1082,0.0991,0.9933,0.7103,0.9352,3.4458,0.9115,0.0189,0.2023,0.9787,0.9802,0.9854,0.0352,0.0049,422374,0.0125,0.1339,835175,0.0875,0.0084,0.0067,1175831,0.0078,0.0018,440043,470538,3.93,203.09,317.3281,0.0432,3270,328.26,341.9375,0.0121,3260
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_21_21_18.lp.gz,1,0.0586,0.7063,0,0.2351,4005,0.6705,4253,87065,0.0442,0.0279,0.9509,0.0491,0.9483,0.0517,0.0545,0.9455,0.9622,0.0378,0.0215,0.958,0.042,0.9475,0.0525,5081,0.0234,0.9766,0.0252,0.0408,0.9592,5949,0.0998,0.9876,0.7096,0.9354,3.4352,0.9117,0.0256,0.2036,0.9836,0.9841,0.9847,0.0359,0.0073,367086,0.0132,0.041,711659,0.0868,0.0066,0.0083,1002922,0.0079,0.0051,382914,409377,5.5,107.53,168.0156,0.0431,1353,214.8,223.75,0.0079,1338
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_20_20_16.lp.gz,1,0.0532,0.7349,0,0.2119,10862,0.6703,11084,76810,0.0441,0.0184,0.977,0.023,0.977,0.023,0.0287,0.9713,0.9691,0.0309,0.0215,0.8537,0.1463,0.9687,0.0313,12187,0.0173,0.9827,0.0165,0.1466,0.8534,12364,0.0999,0.9899,0.71,0.9355,3.4416,0.9118,0.0262,0.2025,0.8727,0.8613,0.9832,0.0364,0.0063,317070,0.0138,0.2384,623197,0.0875,0.0171,0.01,877740,0.0083,0.0038,330867,353670,4.54,485.98,714.6765,0.043,2057,653.26,653.26,0.1303,2042
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_19_19_16.lp.gz,1,0.0595,0.705,0,0.2356,399,0.6698,635,65504,0.044,0.0168,0.9858,0.0142,0.9846,0.0154,0.0212,0.9788,0.9819,0.0181,0.0214,0.9922,0.0078,0.9737,0.0263,2861,0.0097,0.9903,0.0155,0.005,0.995,3214,0.1003,0.9101,0.7098,0.9357,3.439,0.9119,0.0228,0.2028,0.9148,0.913,0.9049,0.0371,0.0733,271741,0.0144,0.1236,532078,0.0874,0.0671,0.0748,749587,0.07,0.0166,283794,303291,3.93,195.15,304.9219,0.0429,3015,328.73,342.4271,0.017,3281
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_20_20_04.lp.gz,1,0.0535,0.7342,0,0.2123,4624,0.6698,7830,76499,0.0441,0.0145,0.9555,0.0445,0.9742,0.0258,0.0251,0.9749,0.9829,0.0171,0.0215,0.9567,0.0433,0.9711,0.0289,8118,0.0101,0.9899,0.0137,0.043,0.957,10402,0.1003,0.9509,0.7099,0.9355,3.4403,0.9118,0.01,0.2027,0.9553,0.9497,0.9517,0.0365,0.0019,316925,0.0139,0.2388,621629,0.0874,0.0047,0.0043,875633,0.0055,0.0472,330925,353728,5.35,184.24,287.875,0.043,3020,205.63,214.1979,0.0448,3144
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_21_21_19.lp.gz,1,0.0532,0.7345,0,0.2122,376,0.6703,3403,88232,0.0442,0.0121,0.9888,0.0112,0.9885,0.0115,0.0155,0.9845,0.9875,0.0125,0.0215,0.9919,0.0081,0.9799,0.0201,4825,0.0063,0.9937,0.0174,0.0009,0.9991,5052,0.0999,0.8491,0.7099,0.9354,3.44,0.9117,0.018,0.2029,0.8411,0.8377,0.8502,0.0359,0.1043,367026,0.0133,0.0741,718734,0.0871,0.0837,0.1036,1012437,0.0859,0.0466,382938,409401,4.48,367.87,574.7969,0.0431,4299,390.36,406.625,0.0764,5031
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_18_18_04.lp.gz,1,0.0543,0.733,0,0.2127,355,0.6693,1188,54847,0.044,0.0199,0.9927,0.0073,0.9922,0.0078,0.0179,0.9821,0.9834,0.0166,0.0214,0.9973,0.0027,0.9772,0.0228,4020,0.01,0.99,0.04,0.0081,0.9919,4365,0.1007,0.9984,0.7094,0.9359,3.4326,0.9121,0.0513,0.2033,0.8921,0.8891,0.9955,0.0378,0.0006,230954,0.0152,0.0764,445854,0.0873,0.0649,0.0023,628451,0.0672,0.0009,241411,257938,4.13,80.7,122.2727,0.0427,3184,110.73,112.9898,0.0437,3157
FolioSuite/ASP-Comp-2009-Lparse/CompLabyrinth/laby_22_22_09.lp.gz,1,0.0513,0.7378,0,0.211,12725,0.6715,12846,102588,0.0442,0.0082,0.9564,0.0436,0.9527,0.0473,0.0243,0.9757,0.9828,0.0172,0.0216,0.9498,0.0502,0.9741,0.0259,13098,0.0087,0.9913,0.0086,0.0498,0.9502,15785,0.0989,0.9861,0.7102,0.9352,3.4448,0.9115,0.0073,0.2024,0.8696,0.9719,0.9767,0.0351,0.0109,422449,0.0125,0.2581,833664,0.0874,0.1196,0.0118,1173832,0.0149,0.003,440013,470508,4.89,183.73,287.0781,0.0432,3623,659.56,687.0417,0.0131,3642
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=16-height=16-density=0.01-run=3.gz,1,0,0.6124,0,0.3876,206,0.3006,375,1008,0.3128,0.1293,0.1521,0.8479,0.0892,0.9108,0.9697,0.0303,0.0448,0.9552,0.0003,0.2089,0.7911,0.0229,0.9771,552,0.9412,0.0588,0.1206,0.7203,0.2797,1011,0.0595,0.2941,0.5826,0.9997,1.8982,0.5574,0.1228,0.1749,0.4656,0.3636,0.3731,0.4583,0.5,2056,0.4003,0.1328,2422,0.2425,0.313,0.3881,4157,0.3535,0.2059,3429,3430,4.57,27.2,42.5,0,10,40.7,42.3958,0.2828,2
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=17-height=17-density=0.01-run=1.gz,1,0,0.6138,0,0.3862,117,0.3015,210,1140,0.3151,0.1922,0,1,0.0199,0.9801,1,0,0,1,0.0003,0,1,0.0078,0.9922,355,1,0,0.2101,1,0,542,0.0598,0.2812,0.5822,0.9997,1.8938,0.5543,0.223,0.1774,0.2946,0.2604,0.2344,0.4547,0.5312,2351,0.3965,0.2667,2761,0.2404,0.4496,0.5,4742,0.4896,0.1875,3896,3897,3.59,16.85,26.3281,0,9,29.96,31.2083,0.25,0
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=15-height=15-density=0.01-run=4.gz,1,0.0004,0.5616,0,0.4381,235,0.2991,563,850,0.3088,0.1866,0.1468,0.8532,0.1275,0.8725,0.9697,0.0303,0.0448,0.9552,0.0003,0.1708,0.8292,0.0229,0.9771,674,0.9412,0.0588,0.2119,0.763,0.237,794,0.0584,0.5588,0.5842,0.9997,1.8903,0.5626,0.2286,0.1763,0.4351,0.4747,0.5075,0.4649,0.2941,1764,0.4075,0.3232,2074,0.2394,0.313,0.3134,3550,0.3333,0.1471,2978,2979,3.81,16.73,26.1406,0,19,22.14,23.0625,0.1919,2
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=12-height=12-density=0.01-run=3.gz,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=17-height=17-density=0.01-run=3.gz,1,0,0.6134,0,0.3866,223,0.3018,387,1146,0.3144,0.127,0,1,0,1,1,0,0,1,0.0003,0,1,0,1,1339,1,0,0.1245,1,0,1522,0.0593,0.3438,0.5823,0.9997,1.9005,0.5543,0.0991,0.1767,0.3594,0.4062,0.3281,0.4552,0.4688,2347,0.3969,0.1275,2769,0.241,0.3672,0.4062,4755,0.3438,0.1875,3892,3893,6.26,30.79,48.1094,0,11,43.93,45.7604,0.25,0
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=15-height=15-density=0.01-run=5.gz,1,0,0.6091,0,0.3909,260,0.2989,438,813,0.3034,0.1378,0,1,0,1,1,0,0,1,0.0003,0,1,0,1,1184,1,0,0.1326,1,0,1416,0.0594,0.2812,0.5843,0.9997,1.8897,0.564,0.1131,0.1808,0.3516,0.3542,0.2969,0.47,0.5312,1731,0.4123,0.227,2023,0.2348,0.3828,0.4531,3462,0.3854,0.1875,2946,2947,5.75,33.4,52.1875,0,9,44.26,46.1042,0.2604,0
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=14-height=14-density=0.01-run=3.gz,1,0,0.6081,0,0.3919,437,0.2976,870,690,0.3007,0.1371,0.2548,0.7452,0.2108,0.7892,0.9245,0.0755,0.1081,0.8919,0.0004,0.3006,0.6994,0.0647,0.9353,1094,0.8,0.2,0.1286,0.5388,0.4612,1542,0.0597,0.5,0.5869,0.9996,1.882,0.5677,0.1121,0.1793,0.5971,0.5472,0.4324,0.4743,0.275,1484,0.417,0.1147,1732,0.2338,0.223,0.2973,2951,0.2453,0.225,2546,2547,6.02,24.88,37.697,0,20,43.31,44.1939,0.2075,8
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=10-height=10-density=0.01-run=1.gz,1,0,0.597,0,0.403,139,0.2868,449,282,0.2719,0.2975,0,1,0,1,1,0,0,1,0.0008,0,1,0,1,722,1,0,0.3464,1,0,912,0.0595,0.4375,0.597,0.9992,1.8555,0.5983,0.3743,0.1789,0.6462,0.6289,0.5625,0.5157,0.4062,652,0.4603,0.4267,751,0.2242,0.2615,0.2812,1258,0.2577,0.1562,1209,1210,5.08,11.48,17.9375,0,14,18.9,19.4845,0.1134,0
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=19-height=19-density=0.01-run=4.gz,1,0,0.5656,0,0.4344,94,0.3035,762,1479,0.3204,0.1717,0.008,0.992,0.0067,0.9933,0.9901,0.0099,0.0154,0.9846,0.0002,0.0091,0.9909,0.0075,0.9925,865,0.9697,0.0303,0.1916,0.9307,0.0693,1045,0.0592,0.2121,0.5808,0.9998,1.8992,0.5485,0.2078,0.1777,0.3158,0.3069,0.3385,0.4472,0.4545,3016,0.3887,0.1905,3556,0.2415,0.4286,0.4615,6123,0.4158,0.3333,4934,4935,5.21,18.11,28.2969,0,7,25.57,25.57,0.2772,1
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=21-height=21-density=0.01-run=2.gz,1,0,0.5672,0,0.4328,127,0.3039,246,1903,0.3281,0.137,0,1,0,1,1,0,0,1,0.0002,0,1,0,1,461,1,0,0.1635,1,0,623,0.0597,0.3125,0.5787,0.9998,1.8966,0.5437,0.1488,0.1761,0.4219,0.3854,0.3438,0.4383,0.4688,3814,0.3794,0.1455,4490,0.2453,0.3672,0.4062,7759,0.4167,0.2188,6146,6147,3.9,23.47,36.6719,0,10,39.74,41.3958,0.1979,0
FolioSuite/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=12-height=12-density=0.01-run=1.gz,1,0,0.6031,0,0.3969,149,0.294,333,478,0.2896,0.2808,0,1,0,1,1,0,0,1,0.0005,0,1,0,1,522,1,0,0.263,1,0,757,0.0588,0.25,0.5908,0.9995,1.8876,0.5797,0.257,0.1758,0.4692,0.4375,0.3594,0.4901,0.5625,1030,0.4335,0.3137,1210,0.2334,0.3846,0.4531,2048,0.3854,0.1875,1819,1820,4.28,13.65,21.3281,0,8,19.49,20.3021,0.1771,0
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.18.schur.lp.gz,1,0,0.8654,1,0.1346,761,0.1189,1185,220,0.976,0.5804,0,1,0,1,1,0,0,1,0.0059,0,1,0,1,1602,1,0,0.6062,1,0,2116,0.0158,1,0.2046,0.9831,0.4689,0.995,0.6311,0.7739,0.9923,0.9897,0.9846,0.018,0,21561,0.0071,0.6531,2100,0.0214,0.0077,0.0154,10262,0.0103,0,21520,21890,7.42,8.17,12.5692,0.011,32,12.05,12.4227,0,0
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.6.schur.lp.gz,1,0,0.8677,1,0.1323,750,0.1204,1141,220,0.976,0.5917,0,1,0,1,1,0,0,1,0.0059,0,1,0,1,1567,1,0,0.6139,1,0,2097,0.0151,1,0.207,0.9831,0.4697,0.995,0.5752,0.7716,0.9922,1,1,0.018,0,21580,0.0071,0.75,2129,0.0214,0.0078,0,10283,0,0,21520,21890,6.04,6.04,9.2923,0.011,33,8.55,8.8144,0,0
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.10.schur.lp.gz,1,0,0.8662,1,0.1338,599,0.0957,1125,230,0.976,0.5223,0,1,0,1,1,0,0,1,0.0059,0,1,0,1,1747,1,0,0.5215,1,0,2442,0.0138,1,0.1407,0.9829,0.5848,0.9947,0.5289,0.8413,1,1,1,0.018,0,21600,0.0069,0.5714,1806,0.0179,0,0,12833,0,0,21520,21895,11.04,10.76,16.8125,0.0112,32,18.98,19.567,0,0
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.13.schur.lp.gz,1,0,0.867,1,0.133,424,0.1202,902,220,0.976,0.6238,0,1,0,1,1,0,0,1,0.0059,0,1,0,1,1281,1,0,0.6049,1,0,1707,0.0152,0.9697,0.206,0.9831,0.4685,0.995,0.6535,0.7726,0.9618,0.949,0.9848,0.018,0.0303,21579,0.0071,0.66,2113,0.0214,0.0305,0.0152,10258,0.0408,0,21520,21890,6,5.7,8.6364,0.011,32,9.87,10.0714,0.0102,0
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.14.schur.lp.gz,1,0,0.8666,1,0.1334,465,0.12,936,220,0.976,0.5837,0,1,0,1,1,0,0,1,0.0059,0,1,0,1,1271,1,0,0.5543,1,0,1862,0.0153,0.9688,0.2033,0.9831,0.4791,0.995,0.5556,0.7757,0.9845,0.9794,0.9846,0.018,0.0312,21572,0.0071,0.5714,2132,0.021,0.0155,0.0154,10488,0.0206,0,21520,21890,6.48,6.98,10.7385,0.011,31,10.22,10.5361,0,0
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.10.schur.lp.gz,1,0,0.8668,1,0.1332,413,0.1198,805,220,0.976,0.6436,0,1,0,1,1,0,0,1,0.0059,0,1,0,1,1327,1,0,0.6853,1,0,1702,0.0153,1,0.209,0.9831,0.4604,0.995,0.6408,0.7692,0.9846,0.9898,0.9848,0.018,0,21575,0.0071,0.6531,2106,0.0218,0.0154,0.0152,10078,0.0102,0,21520,21890,5.23,4.8,7.2727,0.011,32,7.54,7.6939,0,0
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.1.schur.lp.gz,1,0,0.8665,1,0.1335,640,0.096,1248,230,0.976,0.5259,0,1,0,1,1,0,0,1,0.0059,0,1,0,1,1814,1,0,0.5537,1,0,2466,0.0137,1,0.1417,0.9829,0.5801,0.9947,0.6111,0.8403,0.9924,1,1,0.018,0,21599,0.0069,0.7021,1803,0.0181,0,0,12727,0,0,21520,21895,9.93,9.69,14.6818,0.0112,33,16.78,17.1224,0,0
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.8.schur.lp.gz,1,0,0.8643,1,0.1357,495,0.0935,1086,230,0.976,0.4444,0,1,0,1,1,0,0,1,0.0059,0,1,0,1,1680,1,0,0.4404,1,0,2186,0.0149,0.9688,0.1391,0.9829,0.586,0.9947,0.4923,0.8429,0.9922,0.9896,0.9844,0.018,0.0312,21564,0.0069,0.5333,1787,0.0179,0.0078,0.0156,12843,0.0104,0,21520,21895,9.38,10.72,16.75,0.0112,31,19.3,20.1042,0,0
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.6.schur.lp.gz,1,0,0.8665,1,0.1335,818,0.0959,1428,230,0.976,0.5119,0,1,0,1,1,0,0,1,0.0059,0,1,0,1,1990,1,0,0.5243,1,0,2578,0.0137,1,0.1405,0.9829,0.5853,0.9947,0.5818,0.8415,1,1,1,0.018,0,21602,0.0069,0.64,1805,0.0179,0,0,12843,0,0,21520,21895,9.96,10.4,16.25,0.0112,32,16.22,16.7216,0,0
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.20.schur.lp.gz,1,0,0.8658,1,0.1342,501,0.096,1084,230,0.976,0.5609,0,1,0,1,1,0,0,1,0.0059,0,1,0,1,1784,1,0,0.5393,1,0,2387,0.0137,1,0.1425,0.9829,0.5756,0.9947,0.5818,0.8393,1,1,1,0.018,0,21600,0.0069,0.7619,1800,0.0182,0,0,12632,0,0,21520,21895,9.6,8.59,13.4219,0.0112,32,15.02,15.6458,0,0
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.8.schur.lp.gz,1,0,0.8659,1,0.1341,606,0.1185,1255,220,0.976,0.6291,0,1,0,1,1,0,0,1,0.0059,0,1,0,1,1680,1,0,0.6196,1,0,2152,0.016,1,0.2086,0.9831,0.4602,0.995,0.5965,0.7696,0.9925,0.9901,1,0.018,0,21555,0.0071,0.5965,2100,0.0219,0.0075,0,10068,0.0099,0,21520,21890,7.61,9.8,14.4118,0.011,34,13.76,13.7624,0,0
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/15.13.schur.lp.gz,1,0,0.8662,1,0.1338,510,0.096,1111,230,0.976,0.5609,0,1,0,1,1,0,0,1,0.0059,0,1,0,1,1790,1,0,0.5749,1,0,2462,0.0137,0.9688,0.1416,0.9829,0.5803,0.9947,0.5517,0.8404,0.9922,0.9896,0.9844,0.018,0.0312,21604,0.0069,0.4923,1803,0.0181,0.0078,0.0156,12736,0.0104,0,21520,21895,9.64,9.65,15.0781,0.0112,31,15.5,16.1458,0,0
FolioSuite/ASP-Comp-2009-Lparse/CompSchurNumbers/20.2.schur.lp.gz,1,0,0.867,1,0.133,475,0.12,930,220,0.976,0.5746,0,1,0,1,1,0,0,1,0.0059,0,1,0,1,1386,1,0,0.5511,1,0,1895,0.0153,0.9688,0.2082,0.9831,0.4658,0.995,0.5039,0.7702,0.9924,0.9897,0.9846,0.018,0.0312,21574,0.0071,0.4444,2123,0.0216,0.0076,0.0154,10197,0.0103,0,21520,21890,6.92,6.82,10.4923,0.011,31,10.01,10.3196,0,0
