@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC

@DATA
bqwh-18-141-55_ext.xml.minion.converted.minion.gz,1,335,0.013517
bqwh-18-141-57_ext.xml.minion.converted.minion.gz,1,870,0.014934
bqwh-18-141-59_ext.xml.minion.converted.minion.gz,1,335,0.013761
bqwh-18-141-5_ext.xml.minion.converted.minion.gz,1,694,0.015725
bqwh-18-141-61_ext.xml.minion.converted.minion.gz,1,335,0.011131
bqwh-18-141-63_ext.xml.minion.converted.minion.gz,1,335,0.011697
bqwh-18-141-65_ext.xml.minion.converted.minion.gz,1,945,0.013714
bqwh-18-141-67_ext.xml.minion.converted.minion.gz,1,492,0.014116
bqwh-18-141-69_ext.xml.minion.converted.minion.gz,1,360,0.01247
bqwh-18-141-71_ext.xml.minion.converted.minion.gz,1,931,0.013281
bqwh-18-141-73_ext.xml.minion.converted.minion.gz,1,335,0.009442
bqwh-18-141-75_ext.xml.minion.converted.minion.gz,1,853,0.011156
bqwh-18-141-77_ext.xml.minion.converted.minion.gz,1,914,0.008692
bqwh-18-141-79_ext.xml.minion.converted.minion.gz,1,335,0.013698
bqwh-18-141-7_ext.xml.minion.converted.minion.gz,1,335,0.012779
bqwh-18-141-81_ext.xml.minion.converted.minion.gz,1,243,0.013377
bqwh-18-141-83_ext.xml.minion.converted.minion.gz,1,911,0.015272
bqwh-18-141-85_ext.xml.minion.converted.minion.gz,1,940,0.009997
bqwh-18-141-87_ext.xml.minion.converted.minion.gz,1,243,0.011353
bqwh-18-141-89_ext.xml.minion.converted.minion.gz,1,243,0.011825
bqwh-18-141-91_ext.xml.minion.converted.minion.gz,1,335,0.011324
bqwh-18-141-93_ext.xml.minion.converted.minion.gz,1,335,0.013326
bqwh-18-141-95_ext.xml.minion.converted.minion.gz,1,335,0.011529
bqwh-18-141-97_ext.xml.minion.converted.minion.gz,1,992,0.012404
bqwh-18-141-99_ext.xml.minion.converted.minion.gz,1,335,0.010835
bqwh-18-141-9_ext.xml.minion.converted.minion.gz,1,335,0.01291
composed-25-10-20-0_ext.xml.minion.gz,1,528,0.067932
composed-25-10-20-1_ext.xml.minion.gz,1,542,0.068489
composed-25-10-20-2_ext.xml.minion.gz,1,537,0.068439
composed-25-10-20-3_ext.xml.minion.gz,1,534,0.068059
composed-25-10-20-4_ext.xml.minion.gz,1,538,0.070159
composed-25-10-20-5_ext.xml.minion.gz,1,536,0.068942
composed-25-10-20-6_ext.xml.minion.gz,1,543,0.067511
composed-25-10-20-7_ext.xml.minion.gz,1,532,0.068552
composed-25-10-20-8_ext.xml.minion.gz,1,539,0.068287
composed-25-10-20-9_ext.xml.minion.gz,1,538,0.06854
composed-25-1-2-0_ext.xml.minion.gz,1,677,0.14214
composed-25-1-2-1_ext.xml.minion.gz,1,674,0.149207
composed-25-1-2-2_ext.xml.minion.gz,1,669,0.147896
composed-25-1-2-3_ext.xml.minion.gz,1,675,0.143697
composed-25-1-2-4_ext.xml.minion.gz,1,675,0.147708
composed-25-1-25-0_ext.xml.minion.gz,1,677,0.125162
composed-25-1-25-1_ext.xml.minion.gz,1,674,0.136437
composed-25-1-25-2_ext.xml.minion.gz,1,669,0.134175
composed-25-1-25-3_ext.xml.minion.gz,1,675,0.124269
composed-25-1-25-4_ext.xml.minion.gz,1,675,0.129747
composed-25-1-25-5_ext.xml.minion.gz,1,673,0.128019
composed-25-1-25-6_ext.xml.minion.gz,1,670,0.12867
composed-25-1-25-7_ext.xml.minion.gz,1,676,0.128237
composed-25-1-25-8_ext.xml.minion.gz,1,666,0.135824
composed-25-1-25-9_ext.xml.minion.gz,1,680,0.133343
composed-25-1-2-5_ext.xml.minion.gz,1,673,0.146952
composed-25-1-2-6_ext.xml.minion.gz,1,670,0.147331
composed-25-1-2-7_ext.xml.minion.gz,1,676,0.145047
composed-25-1-2-8_ext.xml.minion.gz,1,666,0.147519
composed-25-1-2-9_ext.xml.minion.gz,1,680,0.149952
composed-25-1-40-0_ext.xml.minion.gz,1,677,0.115994
composed-25-1-40-1_ext.xml.minion.gz,1,674,0.131297
composed-25-1-40-2_ext.xml.minion.gz,1,669,0.127207
composed-25-1-40-3_ext.xml.minion.gz,1,675,0.114058
composed-25-1-40-4_ext.xml.minion.gz,1,675,0.118838
composed-25-1-40-5_ext.xml.minion.gz,1,673,0.118368
composed-25-1-40-6_ext.xml.minion.gz,1,670,0.118133
composed-25-1-40-7_ext.xml.minion.gz,1,676,0.120696
composed-25-1-40-8_ext.xml.minion.gz,1,666,0.126768
composed-25-1-40-9_ext.xml.minion.gz,1,680,0.122527
composed-25-1-80-0_ext.xml.minion.gz,1,677,0.089361
composed-25-1-80-1_ext.xml.minion.gz,1,674,0.11736
composed-25-1-80-2_ext.xml.minion.gz,1,669,0.101052
composed-25-1-80-3_ext.xml.minion.gz,1,675,0.090598
composed-25-1-80-4_ext.xml.minion.gz,1,675,0.099665
composed-25-1-80-5_ext.xml.minion.gz,1,673,0.09826
composed-25-1-80-6_ext.xml.minion.gz,1,670,0.095386
composed-25-1-80-7_ext.xml.minion.gz,1,676,0.09121
composed-25-1-80-8_ext.xml.minion.gz,1,666,0.095386
composed-25-1-80-9_ext.xml.minion.gz,1,680,0.092121
composed-75-1-2-0_ext.xml.minion.gz,1,668,0.052681
composed-75-1-2-1_ext.xml.minion.gz,1,668,0.058978
composed-75-1-2-2_ext.xml.minion.gz,1,671,0.052348
composed-75-1-2-3_ext.xml.minion.gz,1,679,0.052979
composed-75-1-2-4_ext.xml.minion.gz,1,684,0.055368
composed-75-1-25-0_ext.xml.minion.gz,1,668,0.049057
composed-75-1-25-1_ext.xml.minion.gz,1,668,0.05385
composed-75-1-25-2_ext.xml.minion.gz,1,671,0.047426
composed-75-1-25-3_ext.xml.minion.gz,1,679,0.048807
composed-75-1-25-4_ext.xml.minion.gz,1,684,0.05098
composed-75-1-25-5_ext.xml.minion.gz,1,686,0.054624
composed-75-1-25-6_ext.xml.minion.gz,1,681,0.051152
composed-75-1-25-7_ext.xml.minion.gz,1,687,0.052368
composed-75-1-25-8_ext.xml.minion.gz,1,666,0.051865
composed-75-1-25-9_ext.xml.minion.gz,1,678,0.054463
composed-75-1-2-5_ext.xml.minion.gz,1,686,0.05787
composed-75-1-2-6_ext.xml.minion.gz,1,681,0.054637
composed-75-1-2-7_ext.xml.minion.gz,1,687,0.057446
composed-75-1-2-8_ext.xml.minion.gz,1,666,0.055746
composed-75-1-2-9_ext.xml.minion.gz,1,678,0.057385
composed-75-1-40-0_ext.xml.minion.gz,1,668,0.046377
composed-75-1-40-1_ext.xml.minion.gz,1,668,0.050941
composed-75-1-40-2_ext.xml.minion.gz,1,671,0.04527
composed-75-1-40-3_ext.xml.minion.gz,1,679,0.045655
composed-75-1-40-4_ext.xml.minion.gz,1,684,0.048659
composed-75-1-40-5_ext.xml.minion.gz,1,686,0.052096
composed-75-1-40-6_ext.xml.minion.gz,1,681,0.048117
composed-75-1-40-7_ext.xml.minion.gz,1,687,0.050111
composed-75-1-40-8_ext.xml.minion.gz,1,666,0.050111
composed-75-1-40-9_ext.xml.minion.gz,1,678,0.052696
composed-75-1-80-0_ext.xml.minion.gz,1,668,0.041661
composed-75-1-80-1_ext.xml.minion.gz,1,668,0.049701
composed-75-1-80-2_ext.xml.minion.gz,1,671,0.044738
composed-75-1-80-3_ext.xml.minion.gz,1,679,0.042244
composed-75-1-80-4_ext.xml.minion.gz,1,684,0.044777
composed-75-1-80-5_ext.xml.minion.gz,1,686,0.047763
composed-75-1-80-6_ext.xml.minion.gz,1,681,0.045088
composed-75-1-80-7_ext.xml.minion.gz,1,687,0.047543
composed-75-1-80-8_ext.xml.minion.gz,1,666,0.046988
composed-75-1-80-9_ext.xml.minion.gz,1,678,0.046614
costasArray-10.xml.minion.convert.minion,1,999,0.082224
costasArray-11.xml.minion.convert.minion,1,1000,0.075065
costasArray-12.xml.minion.convert.minion,1,1000,0.068818
costasArray-13.xml.minion.convert.minion,1,1000,0.063359
costasArray-14.xml.minion.convert.minion,1,1000,0.058574
costasArray-15.xml.minion.convert.minion,1,1000,0.054362
costasArray-16.xml.minion.convert.minion,1,1000,0.050636
costasArray-17.xml.minion.convert.minion,1,1000,0.047325
costasArray-18.xml.minion.convert.minion,1,1000,0.044369
costasArray-19.xml.minion.convert.minion,1,1000,0.041719
costasArray-20.xml.minion.convert.minion,1,1000,0.039332
cril-0_ext.xml.minion.converted.minion,1,966,0.064984
cril-0_ext.xml.minion.converted.minion.gz,1,966,0.064984
cril-2_ext.xml.minion.converted.minion,1,665,0.0245
cril-3_ext.xml.minion.converted.minion,1,674,0.023195
cril-4_ext.xml.minion.converted.minion,1,989,0
cril-5_ext.xml.minion.converted.minion,1,931,0
cril-6_ext.xml.minion.converted.minion,1,984,0
cril-6_ext.xml.minion.converted.minion.gz,1,984,0
cril-7.ext.xml.minion.converted.minion,1,976,0
cril-7.ext.xml.minion.converted.minion.gz,1,976,0
crossword-m1-uk-23-10.xml.minion.WOR.minion.gz,1,1000,0.141162
crossword-m1-words-15-01.xml.minion.WOR.minion.gz,1,1000,0.094767
crossword-m1-words-15-06.xml.minion.WOR.minion.gz,1,1000,0.186192
crossword-m1-words-15-10.xml.minion.WOR.minion.gz,1,1000,0.17313
crossword-m1-words-19-03.xml.minion.WOR.minion.gz,1,1000,0.155686
crossword-m1-words-19-04.xml.minion.WOR.minion.gz,1,1000,0.146779
crossword-m1-words-21-01.xml.minion.WOR.minion.gz,1,1000,0.195385
crossword-m1-words-21-06.xml.minion.WOR.minion.gz,1,1000,0.173286
crossword-m1-words-21-10.xml.minion.WOR.minion.gz,1,1000,0.175303
crossword-m1-words-23-02.xml.minion.WOR.minion.gz,1,1000,0.177828
crossword-m1-words-23-03.xml.minion.WOR.minion.gz,1,1000,0.167334
crossword-m1-words-23-05.xml.minion.WOR.minion.gz,1,1000,0.19955
driverlogw-01c-sat_ext.xml.minion.converted.minion.gz,1,546,0.031851
driverlogw-02c-sat_ext.xml.minion.converted.minion.gz,1,710,0.048551
driverlogw-04c-sat_ext.xml.minion.converted.minion.gz,1,759,0.062421
driverlogw-05c-sat_ext.xml.minion.converted.minion.gz,1,759,0.059147
driverlogw-08cc-sat_ext.xml.minion.converted.minion.gz,1,759,0.07049
driverlogw-08c-sat_ext.xml.minion.converted.minion.gz,1,759,0.07049
driverlogw-09-sat_ext.xml.minion.converted.minion.gz,1,806,0.051434
dsjc-125-1-4-ext.xml.minion.converted.minion.gz,1,263,0.026269
dsjc-125-1-5-ext.xml.minion.converted.minion.gz,1,184,0.026269
dubois-100_ext.xml.minion.converted.minion.gz,1,501,0.000382
dubois-20_ext.xml.minion.converted.minion.gz,1,501,0.004157
dubois-21_ext.xml.minion.converted.minion.gz,1,501,0.003871
dubois-22_ext.xml.minion.converted.minion.gz,1,501,0.003615
dubois-23_ext.xml.minion.converted.minion.gz,1,501,0.003387
dubois-24_ext.xml.minion.converted.minion.gz,1,501,0.003181
dubois-25_ext.xml.minion.converted.minion.gz,1,501,0.002996
dubois-26_ext.xml.minion.converted.minion.gz,1,501,0.002828
dubois-27_ext.xml.minion.converted.minion.gz,1,501,0.002675
dubois-28_ext.xml.minion.converted.minion.gz,1,501,0.002535
dubois-29_ext.xml.minion.converted.minion.gz,1,501,0.002407
dubois-30_ext.xml.minion.converted.minion.gz,1,501,0.00229
dubois-50_ext.xml.minion.converted.minion.gz,1,501,0.001074
ehi-85-297-0_ext.xml.minion.gz,1,886,0.0047
ehi-85-297-10_ext.xml.minion.gz,1,875,0.004979
ehi-85-297-11_ext.xml.minion.gz,1,879,0.004852
ehi-85-297-12_ext.xml.minion.gz,1,896,0.00462
ehi-85-297-13_ext.xml.minion.gz,1,891,0.004672
ehi-85-297-14_ext.xml.minion.gz,1,880,0.00469
ehi-85-297-15_ext.xml.minion.gz,1,880,0.004279
ehi-85-297-16_ext.xml.minion.gz,1,875,0.004108
ehi-85-297-17_ext.xml.minion.gz,1,886,0.004895
ehi-85-297-18_ext.xml.minion.gz,1,885,0.004397
ehi-85-297-19_ext.xml.minion.gz,1,885,0.004192
ehi-85-297-1_ext.xml.minion.gz,1,777,0.004269
ehi-85-297-20_ext.xml.minion.gz,1,777,0.004704
ehi-85-297-21_ext.xml.minion.gz,1,870,0.004513
ehi-85-297-22_ext.xml.minion.gz,1,879,0.00466
ehi-85-297-23_ext.xml.minion.gz,1,868,0.004118
ehi-85-297-24_ext.xml.minion.gz,1,777,0.004558
ehi-85-297-25_ext.xml.minion.gz,1,880,0.004656
ehi-85-297-26_ext.xml.minion.gz,1,885,0.005392
ehi-85-297-27_ext.xml.minion.gz,1,883,0.0055
ehi-85-297-28_ext.xml.minion.gz,1,885,0.004756
ehi-85-297-29_ext.xml.minion.gz,1,885,0.004876
ehi-85-297-2_ext.xml.minion.gz,1,885,0.005052
ehi-85-297-30_ext.xml.minion.gz,1,875,0.004376
ehi-85-297-31_ext.xml.minion.gz,1,875,0.005296
ehi-85-297-32_ext.xml.minion.gz,1,777,0.004265
ehi-85-297-33_ext.xml.minion.gz,1,880,0.004717
ehi-85-297-34_ext.xml.minion.gz,1,891,0.004755
ehi-85-297-35_ext.xml.minion.gz,1,875,0.004636
ehi-85-297-36_ext.xml.minion.gz,1,886,0.004659
ehi-85-297-37_ext.xml.minion.gz,1,873,0.005079
ehi-85-297-38_ext.xml.minion.gz,1,777,0.004371
ehi-85-297-39_ext.xml.minion.gz,1,877,0.004186
ehi-85-297-3_ext.xml.minion.gz,1,881,0.004918
ehi-85-297-40_ext.xml.minion.gz,1,877,0.004298
ehi-85-297-41_ext.xml.minion.gz,1,777,0.004762
ehi-85-297-42_ext.xml.minion.gz,1,896,0.004413
ehi-85-297-43_ext.xml.minion.gz,1,885,0.004482
ehi-85-297-44_ext.xml.minion.gz,1,885,0.004504
ehi-85-297-45_ext.xml.minion.gz,1,886,0.005221
ehi-85-297-46_ext.xml.minion.gz,1,777,0.00475
ehi-85-297-47_ext.xml.minion.gz,1,868,0.004678
ehi-85-297-48_ext.xml.minion.gz,1,872,0.004871
ehi-85-297-49_ext.xml.minion.gz,1,886,0.005148
ehi-85-297-4_ext.xml.minion.gz,1,875,0.004703
ehi-85-297-50_ext.xml.minion.gz,1,885,0.004477
ehi-85-297-51_ext.xml.minion.gz,1,896,0.00519
ehi-85-297-52_ext.xml.minion.gz,1,880,0.004572
ehi-85-297-53_ext.xml.minion.gz,1,876,0.004886
ehi-85-297-54_ext.xml.minion.gz,1,875,0.004712
ehi-85-297-55_ext.xml.minion.gz,1,866,0.00463
ehi-85-297-56_ext.xml.minion.gz,1,777,0.004745
ehi-85-297-57_ext.xml.minion.gz,1,891,0.004443
ehi-85-297-58_ext.xml.minion.gz,1,878,0.004538
ehi-85-297-59_ext.xml.minion.gz,1,873,0.004979
ehi-85-297-5_ext.xml.minion.gz,1,880,0.004695
ehi-85-297-60_ext.xml.minion.gz,1,873,0.004487
ehi-85-297-61_ext.xml.minion.gz,1,777,0.004626
ehi-85-297-62_ext.xml.minion.gz,1,777,0.004554
ehi-85-297-63_ext.xml.minion.gz,1,777,0.004318
ehi-85-297-64_ext.xml.minion.gz,1,882,0.004319
ehi-85-297-65_ext.xml.minion.gz,1,878,0.004566
ehi-85-297-66_ext.xml.minion.gz,1,873,0.004832
ehi-85-297-67_ext.xml.minion.gz,1,891,0.004795
ehi-85-297-68_ext.xml.minion.gz,1,777,0.004209
ehi-85-297-69_ext.xml.minion.gz,1,891,0.004607
ehi-85-297-6_ext.xml.minion.gz,1,886,0.005408
ehi-85-297-70_ext.xml.minion.gz,1,877,0.004894
ehi-85-297-71_ext.xml.minion.gz,1,877,0.005543
ehi-85-297-72_ext.xml.minion.gz,1,868,0.004582
ehi-85-297-73_ext.xml.minion.gz,1,891,0.005185
ehi-85-297-74_ext.xml.minion.gz,1,881,0.00449
ehi-85-297-75_ext.xml.minion.gz,1,878,0.005066
ehi-85-297-76_ext.xml.minion.gz,1,892,0.004852
ehi-85-297-77_ext.xml.minion.gz,1,871,0.004409
ehi-85-297-78_ext.xml.minion.gz,1,886,0.004196
ehi-85-297-79_ext.xml.minion.gz,1,885,0.005091
ehi-85-297-7_ext.xml.minion.gz,1,777,0.00552
ehi-85-297-80_ext.xml.minion.gz,1,881,0.004222
ehi-85-297-81_ext.xml.minion.gz,1,873,0.005121
ehi-85-297-82_ext.xml.minion.gz,1,871,0.004361
ehi-85-297-83_ext.xml.minion.gz,1,880,0.005054
ehi-85-297-84_ext.xml.minion.gz,1,777,0.004352
ehi-85-297-85_ext.xml.minion.gz,1,885,0.005039
ehi-85-297-86_ext.xml.minion.gz,1,885,0.005489
ehi-85-297-87_ext.xml.minion.gz,1,880,0.004403
ehi-85-297-88_ext.xml.minion.gz,1,891,0.004555
ehi-85-297-89_ext.xml.minion.gz,1,876,0.004853
ehi-85-297-8_ext.xml.minion.gz,1,878,0.004892
ehi-85-297-90_ext.xml.minion.gz,1,872,0.004875
ehi-85-297-91_ext.xml.minion.gz,1,882,0.004828
ehi-85-297-92_ext.xml.minion.gz,1,878,0.00476
ehi-85-297-93_ext.xml.minion.gz,1,777,0.004943
ehi-85-297-94_ext.xml.minion.gz,1,877,0.005011
ehi-85-297-95_ext.xml.minion.gz,1,879,0.004581
ehi-85-297-96_ext.xml.minion.gz,1,877,0.004058
ehi-85-297-97_ext.xml.minion.gz,1,880,0.005164
ehi-85-297-98_ext.xml.minion.gz,1,891,0.004609
ehi-85-297-99_ext.xml.minion.gz,1,777,0.004528
ehi-85-297-9_ext.xml.minion.gz,1,878,0.005134
ehi-90-315-0_ext.xml.minion.gz,1,886,0.00523
ehi-90-315-10_ext.xml.minion.gz,1,875,0.004724
ehi-90-315-11_ext.xml.minion.gz,1,879,0.005068
ehi-90-315-12_ext.xml.minion.gz,1,896,0.005561
ehi-90-315-13_ext.xml.minion.gz,1,891,0.004544
ehi-90-315-14_ext.xml.minion.gz,1,880,0.004497
ehi-90-315-15_ext.xml.minion.gz,1,880,0.003965
ehi-90-315-16_ext.xml.minion.gz,1,777,0.004243
ehi-90-315-17_ext.xml.minion.gz,1,886,0.004216
ehi-90-315-18_ext.xml.minion.gz,1,885,0.003962
ehi-90-315-19_ext.xml.minion.gz,1,885,0.003746
ehi-90-315-1_ext.xml.minion.gz,1,777,0.00376
ehi-90-315-20_ext.xml.minion.gz,1,872,0.00427
ehi-90-315-21_ext.xml.minion.gz,1,870,0.004468
ehi-90-315-22_ext.xml.minion.gz,1,885,0.004864
ehi-90-315-23_ext.xml.minion.gz,1,868,0.00383
ehi-90-315-24_ext.xml.minion.gz,1,777,0.004259
ehi-90-315-25_ext.xml.minion.gz,1,880,0.00392
ehi-90-315-26_ext.xml.minion.gz,1,777,0.004366
ehi-90-315-27_ext.xml.minion.gz,1,883,0.004261
ehi-90-315-28_ext.xml.minion.gz,1,885,0.004848
ehi-90-315-29_ext.xml.minion.gz,1,885,0.004504
ehi-90-315-2_ext.xml.minion.gz,1,896,0.004447
ehi-90-315-30_ext.xml.minion.gz,1,882,0.004238
ehi-90-315-31_ext.xml.minion.gz,1,875,0.004205
ehi-90-315-32_ext.xml.minion.gz,1,777,0.004405
ehi-90-315-33_ext.xml.minion.gz,1,777,0.004172
ehi-90-315-34_ext.xml.minion.gz,1,891,0.004067
ehi-90-315-35_ext.xml.minion.gz,1,875,0.004238
ehi-90-315-36_ext.xml.minion.gz,1,879,0.004743
ehi-90-315-37_ext.xml.minion.gz,1,873,0.004452
ehi-90-315-38_ext.xml.minion.gz,1,777,0.004008
ehi-90-315-39_ext.xml.minion.gz,1,877,0.003685
ehi-90-315-3_ext.xml.minion.gz,1,861,0.004335
ehi-90-315-40_ext.xml.minion.gz,1,877,0.00426
ehi-90-315-41_ext.xml.minion.gz,1,777,0.004241
ehi-90-315-42_ext.xml.minion.gz,1,896,0.004434
ehi-90-315-43_ext.xml.minion.gz,1,885,0.004899
ehi-90-315-44_ext.xml.minion.gz,1,885,0.00397
ehi-90-315-45_ext.xml.minion.gz,1,886,0.004034
ehi-90-315-46_ext.xml.minion.gz,1,777,0.004247
ehi-90-315-47_ext.xml.minion.gz,1,868,0.004317
ehi-90-315-48_ext.xml.minion.gz,1,872,0.003946
ehi-90-315-49_ext.xml.minion.gz,1,886,0.004612
ehi-90-315-4_ext.xml.minion.gz,1,777,0.004271
ehi-90-315-50_ext.xml.minion.gz,1,885,0.004256
ehi-90-315-51_ext.xml.minion.gz,1,896,0.005
ehi-90-315-52_ext.xml.minion.gz,1,880,0.00494
ehi-90-315-53_ext.xml.minion.gz,1,876,0.004077
ehi-90-315-54_ext.xml.minion.gz,1,875,0.004795
ehi-90-315-55_ext.xml.minion.gz,1,777,0.004169
ehi-90-315-56_ext.xml.minion.gz,1,878,0.00448
ehi-90-315-57_ext.xml.minion.gz,1,868,0.004352
ehi-90-315-58_ext.xml.minion.gz,1,878,0.003789
ehi-90-315-59_ext.xml.minion.gz,1,873,0.004694
ehi-90-315-5_ext.xml.minion.gz,1,880,0.004771
ehi-90-315-60_ext.xml.minion.gz,1,873,0.004548
ehi-90-315-61_ext.xml.minion.gz,1,873,0.004084
ehi-90-315-62_ext.xml.minion.gz,1,777,0.004257
ehi-90-315-63_ext.xml.minion.gz,1,885,0.004628
ehi-90-315-64_ext.xml.minion.gz,1,866,0.004646
ehi-90-315-65_ext.xml.minion.gz,1,881,0.004364
ehi-90-315-66_ext.xml.minion.gz,1,873,0.004224
ehi-90-315-67_ext.xml.minion.gz,1,891,0.005224
ehi-90-315-68_ext.xml.minion.gz,1,777,0.003606
ehi-90-315-69_ext.xml.minion.gz,1,777,0.004113
ehi-90-315-6_ext.xml.minion.gz,1,872,0.004958
ehi-90-315-70_ext.xml.minion.gz,1,877,0.003919
ehi-90-315-71_ext.xml.minion.gz,1,877,0.004862
ehi-90-315-72_ext.xml.minion.gz,1,868,0.00455
ehi-90-315-73_ext.xml.minion.gz,1,891,0.004462
ehi-90-315-74_ext.xml.minion.gz,1,881,0.004469
ehi-90-315-75_ext.xml.minion.gz,1,878,0.005017
ehi-90-315-76_ext.xml.minion.gz,1,878,0.004785
ehi-90-315-77_ext.xml.minion.gz,1,871,0.003973
ehi-90-315-78_ext.xml.minion.gz,1,886,0.003817
ehi-90-315-79_ext.xml.minion.gz,1,885,0.004423
ehi-90-315-7_ext.xml.minion.gz,1,777,0.004505
ehi-90-315-80_ext.xml.minion.gz,1,881,0.003869
ehi-90-315-81_ext.xml.minion.gz,1,873,0.004215
ehi-90-315-82_ext.xml.minion.gz,1,871,0.004821
ehi-90-315-83_ext.xml.minion.gz,1,880,0.004216
ehi-90-315-84_ext.xml.minion.gz,1,776,0.004418
ehi-90-315-85_ext.xml.minion.gz,1,885,0.004649
ehi-90-315-86_ext.xml.minion.gz,1,885,0.004838
ehi-90-315-87_ext.xml.minion.gz,1,880,0.003917
ehi-90-315-88_ext.xml.minion.gz,1,891,0.004126
ehi-90-315-89_ext.xml.minion.gz,1,876,0.004053
ehi-90-315-8_ext.xml.minion.gz,1,878,0.004432
ehi-90-315-90_ext.xml.minion.gz,1,872,0.004111
ehi-90-315-91_ext.xml.minion.gz,1,882,0.004561
ehi-90-315-92_ext.xml.minion.gz,1,878,0.004614
ehi-90-315-93_ext.xml.minion.gz,1,777,0.004519
ehi-90-315-94_ext.xml.minion.gz,1,877,0.004182
ehi-90-315-95_ext.xml.minion.gz,1,892,0.004622
ehi-90-315-96_ext.xml.minion.gz,1,877,0.004063
ehi-90-315-97_ext.xml.minion.gz,1,777,0.004877
ehi-90-315-98_ext.xml.minion.gz,1,891,0.004946
ehi-90-315-99_ext.xml.minion.gz,1,777,0.004287
ehi-90-315-9_ext.xml.minion.gz,1,878,0.004366
frb30-15-1-mgd_ext.xml.minion.gz,1,641,0.080154
frb30-15-2-mgd_ext.xml.minion.gz,1,696,0.081982
frb30-15-3-mgd_ext.xml.minion.gz,1,680,0.084503
frb30-15-4-mgd_ext.xml.minion.gz,1,777,0.078756
frb30-15-5-mgd_ext.xml.minion.gz,1,689,0.084765
frb35-17-1-mgd_ext.xml.minion.gz,1,758,0.080083
frb35-17-2-mgd_ext.xml.minion.gz,1,592,0.078512
frb35-17-3-mgd_ext.xml.minion.gz,1,700,0.098691
frb35-17-4-mgd_ext.xml.minion.gz,1,661,0.095737
frb35-17-5-mgd_ext.xml.minion.gz,1,666,0.088841
frb40-19-1-mgd_ext.xml.minion.gz,1,712,0.096655
frb40-19-2-mgd_ext.xml.minion.gz,1,672,0.078651
frb40-19-3-mgd_ext.xml.minion.gz,1,717,0.062199
frb40-19-4-mgd_ext.xml.minion.gz,1,630,0.07293
frb40-19-5-mgd_ext.xml.minion.gz,1,592,0.070312
frb45-21-1-mgd_ext.xml.minion.gz,1,610,0.067342
frb45-21-2-mgd_ext.xml.minion.gz,1,745,0.059115
frb45-21-3-mgd_ext.xml.minion.gz,1,781,0.067468
frb45-21-4-mgd_ext.xml.minion.gz,1,699,0.07678
frb45-21-5-mgd_ext.xml.minion.gz,1,704,0.065922
frb50-23-1-mgd_ext.xml.minion.gz,1,707,0.064746
frb50-23-2-mgd_ext.xml.minion.gz,1,605,0.063875
frb50-23-3-mgd_ext.xml.minion.gz,1,677,0.054635
frb50-23-4-mgd_ext.xml.minion.gz,1,708,0.058515
frb50-23-5-mgd_ext.xml.minion.gz,1,716,0.060879
frb53-24-1-mgd_ext.xml.minion.gz,1,644,0.063995
frb53-24-2-mgd_ext.xml.minion.gz,1,696,0.0537
frb53-24-3-mgd_ext.xml.minion.gz,1,608,0.057854
frb53-24-4-mgd_ext.xml.minion.gz,1,620,0.06027
frb53-24-5-mgd_ext.xml.minion.gz,1,702,0.054236
frb56-25-1-mgd_ext.xml.minion.gz,1,702,0.062588
frb56-25-2-mgd_ext.xml.minion.gz,1,692,0.067261
frb56-25-3-mgd_ext.xml.minion.gz,1,638,0.057494
frb56-25-4-mgd_ext.xml.minion.gz,1,687,0.059441
frb56-25-5-mgd_ext.xml.minion.gz,1,592,0.059198
frb59-26-1-mgd_ext.xml.minion.gz,1,749,0.062163
frb59-26-2-mgd_ext.xml.minion.gz,1,688,0.058798
frb59-26-3-mgd_ext.xml.minion.gz,1,659,0.056025
frb59-26-4-mgd_ext.xml.minion.gz,1,610,0.062988
frb59-26-5-mgd_ext.xml.minion.gz,1,685,0.05778
geo50-20-d4-75-100_ext.xml.minion.gz,1,310,0.085514
geo50-20-d4-75-10_ext.xml.minion.gz,1,334,0.107313
geo50-20-d4-75-11_ext.xml.minion.gz,1,314,0.125498
geo50-20-d4-75-12_ext.xml.minion.gz,1,322,0.134521
geo50-20-d4-75-13_ext.xml.minion.gz,1,326,0.108491
geo50-20-d4-75-14_ext.xml.minion.gz,1,331,0.14398
geo50-20-d4-75-15_ext.xml.minion.gz,1,333,0.121999
geo50-20-d4-75-16_ext.xml.minion.gz,1,319,0.117055
geo50-20-d4-75-17_ext.xml.minion.gz,1,308,0.117983
geo50-20-d4-75-18_ext.xml.minion.gz,1,322,0.123389
geo50-20-d4-75-19_ext.xml.minion.gz,1,326,0.123861
geo50-20-d4-75-1_ext.xml.minion.gz,1,339,0.126088
geo50-20-d4-75-20_ext.xml.minion.gz,1,329,0.122261
geo50-20-d4-75-21_ext.xml.minion.gz,1,318,0.086315
geo50-20-d4-75-22_ext.xml.minion.gz,1,321,0.113982
geo50-20-d4-75-23_ext.xml.minion.gz,1,336,0.101616
