@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC

@DATA
./SAT05/industrial/grieu05/vmpc/vmpc_36.renamed-as.sat05-1922.cnf,1,0.6919,0.6919,0.6919,0.692,0.6919,0.394,0.0012,0.0056,0.9997,?,0.9997,?,0.2756,?,0.6982,0.0015,0.5792,0.6732,0.6742,0,0.5351,0,0.528,?,0.5792,0.9219,0.5957,0.5471,0,0.6919,0,0.1334
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom12.cnf,1,0.1588,0.5947,0.5183,0.2651,0.0464,0.1608,0.2404,0.1834,0.7304,0.0001,0.3889,0.0031,2.4469,0.039,0.9847,0.8811,2.6127,1.392,1.5404,0.2401,0.875,0.2404,0.1963,0.0085,2.4074,0.4416,0.4436,0.685,0.6936,0.0065,0.164,0.2327
./SAT07/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf,1,0.6706,0.8596,0.8056,0.5492,0.2641,0.6356,0.1552,0.1843,0.8874,0,0.7631,0.0001,3.0944,0.0004,0.9902,0.5442,2.6926,1.006,1.3814,0.0323,0.7333,0.2037,0.2522,0.027,2.4032,0.7053,0.3767,1.0463,0.6772,0.067,0.0262,0.847
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,1,0.916,0.943,0.9364,0.6673,0.2878,0.9709,0.1659,0.1547,0.9795,0,0.9674,0.0002,2.5225,0.0043,1,0.5392,2.5168,0.2144,0.8415,0.2491,1,0.5198,0.1895,0.0053,2.3717,0.706,0.3787,1.2703,0.7041,0.0678,0.218,1.3864
SAT-Race-2010-CNF/software-verification/nec/hard-18-U-10652.cnf,1,0.9971,1,1,0.8194,0.8424,0.4402,0.2239,0.1458,0.7758,?,0.4577,?,3.2103,?,1,0.3898,3.376,1.4866,1.7401,0.3072,0.9899,0.5,0.229,?,2.6864,0.2719,0.5,0.7687,0,0.1733,0.1563,0
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step20.cnf,1,0.8311,0.9554,0.9521,0.629,0.2482,0.8938,0.2925,0.1515,0.9602,0,0.9006,0.0001,3.041,0.0036,1,0.5769,2.6931,0.4736,1.0807,0.3138,1,0.4859,0.3847,0.01,2.7185,0.6058,0.4909,0.9718,1.1096,0.0439,0.0708,1.2891
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor032.cnf,1,0.2604,0.5187,0.4857,0.2886,0.1224,0.2537,0.1758,0.2151,0.8059,0.0002,0.5052,0.0024,2.5111,0.0784,0.8419,0.6913,2.3734,1.2936,1.4512,0.1355,0.7333,0.4432,0.1658,0.0021,2.0225,0.9094,0.4464,0.7644,0.9808,0.0201,0.0956,0.2801
./SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray04_32.cnf,1,0.1223,0.2174,0.1392,0.1151,0.0374,0.3405,0.0713,0.2233,0.6835,0.0003,0.4905,0.0008,1.7047,0.0076,1,0.8492,1.7734,1.1261,1.3549,0.0441,0.8,0.286,0.0623,0.0349,1.4332,0.5681,0.3615,0.9075,2.3484,0.0008,0.0387,0.206
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsmhdlc2-tseitin.cnf,1,0.3101,0.6612,0.4969,0.3332,0.1248,0.2386,0.1198,0.2023,0.7257,0.0001,0.4885,0.0005,2.6337,0.0057,1,0.7097,3.0454,1.2788,1.4844,0.1227,0.7978,0.3296,0.1039,0.0174,2.4085,0.1933,0.4266,0.7917,1.0651,0.045,0.0647,0.3459
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,0.9333,0.9827,0.9569,0.889,0.8861,0.9588,0.2545,0.0716,0.9646,?,0.9588,?,1.7572,?,0.999,0.171,1.7597,0.2585,0.8577,0.0013,0.9091,0.1855,0.3251,?,1.7247,0.7263,0.6736,0.6828,0.6077,0.7944,0,0.8026
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,0.7791,0.9512,0.8842,0.6413,0.3533,0.512,0.1485,0.1447,0.8693,0,0.6907,0,2.9701,0.0002,1,0.4771,3.1295,1.1011,1.4155,0.0463,0.8462,0.0811,0.2267,0.0131,2.7642,0.3648,0.4003,0.9082,0.727,0.1594,0.0352,0
./SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-23.cnf,1,0.0632,0.7081,0.2249,0.1967,0.0198,0.0741,0.1052,0.1442,0.543,0,0.3972,0.0011,1.6474,0.0022,0.9845,1.3437,2.6988,1.1991,1.5502,0.084,0.9403,0.2556,0.0609,0.0185,1.9082,0.6665,0.3964,0.5895,2.37,0.0068,0.0403,0.187
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp3-tseitin.cnf,1,0.2085,0.9574,0.4694,0.3496,0.1546,0.1894,0.137,0.2173,0.7606,?,0.6102,?,2.9157,?,1,0.8587,2.9191,1.3986,1.5832,0.3159,1,0.9999,0.1877,?,2.4957,0.4055,0.4198,0.7532,0.7391,0.0574,0.243,0.3393
./SAT09/APPLICATIONS/crypto/desgen/gss-21-s100.cnf,1,0.8522,0.9253,0.9011,0.7523,0.7505,0.6596,0.1525,0.2408,0.9391,0.0001,0.8917,0.0004,2.3597,0.0034,0.9718,0.34,2.4649,0.9862,1.1386,0.0561,0.7778,0.1731,0.1821,0.0193,1.8764,0.6783,0.1914,1.5427,0.7022,0.2382,0.0425,0.2267
./SAT02/industrial/goldberg/rand_net/rand_net60-25-10.shuffled.cnf,1,0.4975,0.7604,0.639,0.4793,0.3233,0.4984,0.1238,0.266,0.8412,0.0006,0.582,0.0021,2.5807,0.0354,0.9963,0.4649,2.3792,1.1908,1.4349,0.0945,0.6667,0.2921,0.1515,0.0353,1.9923,0.9933,0.4762,0.8668,0.6316,0.1461,0.062,0.3464
./SAT02/industrial/dellacherie/comb/comb1.shuffled.cnf,1,0.2704,0.6082,0.4494,0.2971,0.1008,0.3049,0.0928,0.2013,0.7774,0.0007,0.5288,0.0026,2.544,0.0329,1,0.7362,2.8824,1.1596,1.4047,0.0543,0.8065,0.3276,0.0909,0.027,2.2852,0.567,0.4833,0.7882,0.8911,0.0387,0.0373,0.2612
./SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate032.cnf,1,0.0917,0.3212,0.1392,0.1355,0.0717,0.316,0.0676,0.243,0.8666,0.0004,0.4947,0.0014,1.47,0.0106,0.7477,0.7626,1.5153,0.9636,1.1679,0.0466,0.6,0.2787,0.0877,0.0101,1.3071,0.5105,0.3653,0.8011,0.8985,0.0567,0.0466,0.3078
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w8.shuffled.cnf,1,0.4921,0.6926,0.6023,0.4926,0.3765,0.7657,0.0352,0.0322,0.7657,?,0.5948,?,0.0896,?,1,0.3017,4.8554,0.6022,1.2198,0.0148,1,1,0.0023,?,4.5933,0.3324,0.4471,1.0326,0.803,0.2921,0.0002,0.7217
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,0.1584,0.5945,0.5279,0.2662,0.0452,0.1544,0.2397,0.1827,0.7291,0.0001,0.3871,0.0029,2.3887,0.0364,0.9779,0.886,2.5827,1.3838,1.5391,0.2402,0.875,0.2404,0.1952,0.0076,2.3827,0.4252,0.4407,0.6827,0.7111,0.0054,0.168,0.2379
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom15.cnf,1,0.1577,0.5937,0.5418,0.267,0.0409,0.1424,0.2415,0.1817,0.7261,?,0.3838,?,2.3483,?,0.9848,0.8897,2.5211,1.37,1.532,0.2402,0.8904,0.2404,0.1974,?,2.3559,0.3379,0.4362,0.6797,0.7334,0.0037,0.17,0.2244
./SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,0.8581,0.9629,0.9304,0.7976,0.727,0.816,0.1983,0.087,0.8734,0.0012,0.832,0.0226,3.8051,0.245,0.9918,0.233,3.6566,0.8357,0.9256,0.1345,0.9184,0.3971,0.5433,0.0101,3.077,0.9506,0.8901,0.2793,0.3734,0.5489,0.0293,0.2974
./SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,0.7047,0.7546,0.7378,0.6848,0.6004,0.8536,0.1777,0.1112,0.8564,0,0.8536,0.0096,1.9147,0.0875,1,0.1449,2.8547,0.5787,0.3247,0.088,1,0.1168,0.2959,0,2.9305,0.875,0.9634,0.1301,0.3662,0.5707,0.0419,0.4873
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step16.cnf,1,0.9504,1,0.999,0.7306,0.3718,0.9717,0.3148,0.0498,0.976,?,0.9717,?,3.2216,?,1,0.4804,3.3578,0.1952,0.8648,0.4977,1,0.5,0.4943,?,3.1963,0.7,0.5285,0.9348,1.8867,0.103,0.4147,0.4758
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step16.cnf,1,0.9018,0.9748,0.9623,0.6805,0.3695,0.9636,0.309,0.0605,0.9663,?,0.9636,?,3.0942,?,1,0.5287,3.2654,0.23,0.896,0.4295,0.9459,0.4918,0.436,?,3.087,0.7199,0.5336,0.9218,2.0685,0.0342,0.0369,0.965
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_5_keyfind_1.cnf,1,0.0252,0.2247,0.1024,0.0719,0.0027,0.0149,0.0678,0.2012,0.4674,0.0024,0.4053,0.0074,1.7617,0.0136,0.3961,1.3328,2.6242,0.863,1.383,0.1317,0.25,0.135,0.0496,0.1679,1.9276,0.5187,0.4671,0.5919,1.1867,0,0.1115,0.351
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,0.9512,1,0.9994,0.7285,0.3636,0.9718,0.3145,0.0499,0.9761,?,0.9718,?,3.2353,?,1,0.483,3.3715,0.1953,0.865,0.4978,1,0.5,0.4943,?,3.2084,0.7457,0.5283,0.9351,1.9073,0.1062,0.4214,0.4943
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,1,0.4565,0.6831,0.5553,0.4251,0.2868,0.2783,0.1405,0.1738,0.6662,?,0.4486,?,2.8674,?,0.9788,0.4502,2.8481,1.5374,1.7997,0.1467,0.7538,0.2115,0.1478,?,2.2597,0.2035,0.5141,0.7079,1.6497,0.132,0.0834,1.2943
./SAT11/application/leberre/2dimensionalstrippacking/E05F20.cnf,1,0.9504,0.9943,0.9756,0.8989,0.8557,0.0489,0.2294,0.019,0.094,?,0.9632,?,1.2135,?,1,0.1422,1.6473,2.3423,0.3595,0.2478,0.9973,0.5,0.3746,?,1.6176,0.513,0.9314,0.252,0,0.7606,0.1586,0
./SAT04/industrial/hoonsang/vis-bmc/all.used-as.sat04-986.cnf,1,0.1864,0.6423,0.3142,0.2662,0.1524,0.1409,0.3252,0.1906,0.7097,0.0002,0.5882,0.0051,3.2571,0.0429,1,0.8637,3.2335,1.3882,1.749,0.2403,0.9091,0.2721,0.3894,0.0245,2.5499,0.5344,0.4795,0.6574,0.7323,0.0837,0.2401,0.2373
SAT_RACE08/Q1/SAT_dat.k80_04.cnf,1,0.5462,0.8864,0.7874,0.5169,0.2419,0.5867,0.1523,0.1615,0.7264,0,0.6251,0.0002,3.3371,0.0012,1,0.576,3.4336,1.4537,1.7444,0.0872,1,0.7341,0.166,0.0241,2.8477,0.6272,0.3431,1.1177,1.3044,0.085,0.0477,0.1243
SAT_RACE06/velev-npe-1.0-9dlx-b71.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,1,0.5885,0.7854,0.7162,0.5105,0.3165,0.1794,0.1227,0.1378,0.5677,?,0.4962,?,2.5871,?,1,0.4979,3.0252,1.5797,1.7862,0.115,0.9,0.2089,0.1193,?,2.537,0.8105,0.5453,0.6381,0.973,0.1098,0.0835,0.2438
./SAT11/application/leberre/2dimensionalstrippacking/E07N15.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,1,0.3073,0.6048,0.5679,0.3356,0.0986,0.2829,0.1872,0.1935,0.7788,?,0.5362,?,2.2935,?,1,0.7146,2.2866,1.3851,1.477,0.1301,0.9769,0.4681,0.1619,?,1.9755,0.5939,0.4959,0.7192,0.6929,0.0675,0.1021,0
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_2_keyfind_1.cnf,1,0.0099,0.1518,0.0573,0.0484,0,0.0623,0.0542,0.173,0.4083,0.0019,0.2608,0.0103,1.3517,0.0175,0.4241,1.5697,2.5928,1.164,1.6866,0.1402,0.25,0.1449,0.0285,0.1812,2.0727,0.5918,0.4086,0.7394,0.6517,0,0.1343,0.3625
./SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,0.4862,0.7345,0.6312,0.4699,0.3234,0.526,0.107,0.2744,0.8696,0.0006,0.598,0.0015,2.4104,0.0338,0.999,0.4467,2.1708,1.0845,1.3585,0.0846,0.6667,0.2851,0.1438,0.0465,1.8453,0.9726,0.4804,0.8706,0.8293,0.1681,0.0556,0.2539
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,0.385,0.6679,0.5459,0.3893,0.2245,0.2859,0.1074,0.1947,0.7131,0,0.4972,0.0003,2.991,0.002,0.9957,0.5425,3.0819,1.3554,1.582,0.0829,0.6,0.2229,0.1458,0.0201,2.2975,0.1122,0.4964,0.7469,0.9518,0.0928,0.0583,0.5693
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_4_keyfind_1.cnf,1,0.0252,0.2247,0.1023,0.0721,0.0027,0.0161,0.0683,0.2023,0.4731,0.003,0.4036,0.0093,1.7705,0.0171,0.3961,1.3317,2.6419,0.8682,1.3961,0.1317,0.25,0.135,0.0501,0.1679,1.9881,0.581,0.4648,0.6051,1.0381,0.0001,0.1112,0.3585
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top21.cnf,1,0.5318,0.586,0.5719,0.3949,0.1536,0.1582,0.1801,0.196,0.8331,?,0.4236,?,2.1233,?,0.9924,0.5833,2.1745,1.1555,1.2752,0.1751,0.8925,0.2397,0.1568,?,1.9891,0.4789,0.3944,0.6702,0.7184,0.0306,0.0784,1.0714
SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,0.6558,0.91,0.8231,0.6217,0.5549,0.1239,0.1472,0.1255,0.4583,?,0.4692,?,2.6359,?,1,0.4157,2.727,1.6331,1.7856,0.1477,0.9531,0.4428,0.171,?,2.3933,0.0543,0.3773,0.7011,0.5623,0.1619,0.1204,0.7819
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_08_UNSAT.cnf,1,0.5447,0.9394,0.592,0.5441,0.4761,0.028,0.2792,0.0114,0.8911,?,0.8911,?,2.6677,?,0.9638,0.4329,4.1294,0.5773,0.6857,0.0232,0.9284,0.1719,0.2882,?,4.0078,0.7899,0.4564,0.5657,0.6389,0.1419,0.0003,0.3441
./SAT05/industrial/maris05/DriverLog/driverlog1_ks99i.renamed-as.sat05-3951.cnf,1,?,?,?,?,?,?,?,?,?,0,?,0,?,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?
./SAT05/industrial/grieu05/vmpc/vmpc_34.renamed-as.sat05-1926.cnf,1,0.6917,0.6917,0.6917,0.6918,0.6917,0.3937,0.0013,0.006,0.9996,?,0.9996,?,0.2903,?,0.6984,0.0017,0.6027,0.6733,0.6745,0,0.5349,0,0.5274,?,0.6027,0.932,0.5955,0.5473,0,0.6917,0,0.1156
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0.9015,0.9749,0.9624,0.6803,0.3693,0.9636,0.3087,0.0606,0.9665,?,0.9636,?,3.111,?,1,0.5291,3.2813,0.2302,0.8961,0.4295,0.9459,0.4918,0.436,?,3.1002,0.8342,0.5334,0.9221,1.972,0.0342,0.0373,0.7424
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,0.0144,0.3927,0.1034,0.0981,0.0015,0.0613,0.0429,0.1745,0.5555,0,0.5125,0.0002,1.0549,0.0009,0.7455,1.5924,2.3497,0.8806,1.057,0.0566,0.6667,0.2404,0.025,0.0872,2.0382,0.0952,0.4092,0.4535,1.6987,0,0.0398,0.6362
./SAT02/industrial/goldberg/rand_net/rand_net60-40-10.shuffled.cnf,1,0.5113,0.747,0.6529,0.4864,0.333,0.5295,0.1128,0.2678,0.8528,0.0004,0.5972,0.0012,2.502,0.0236,0.9853,0.4461,2.2961,1.1485,1.4245,0.0881,0.6667,0.2866,0.1511,0.0416,1.9148,0.9778,0.4756,0.8781,0.4106,0.1599,0.0586,0.2354
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.9451,0.9961,0.982,0.8145,0.6155,0.9909,0.2287,0.1425,0.9911,?,0.9909,?,1.2974,?,1,0.3021,1.3173,0.0684,0.7353,0.4052,1,0.6587,0.3406,?,1.2974,0.5561,0.4067,1.205,0,0.5199,0.3129,0
./SAT05/industrial/grieu05/vmpc/vmpc_32.renamed-as.sat05-1919.cnf,1,0.6916,0.6916,0.6916,0.6917,0.6916,0.3933,0.0014,0.0063,0.9996,?,0.9996,?,0.2999,?,0.6988,0.0019,0.6298,0.6735,0.6748,0,0.5347,0,0.5267,?,0.6298,0.9231,0.5952,0.5475,0,0.6916,0,0.1143
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom14.cnf,1,0.1579,0.5941,0.5371,0.2669,0.043,0.1483,0.2407,0.1822,0.7275,0.0001,0.3855,0.0027,2.3742,0.0342,0.9757,0.8887,2.5486,1.377,1.5356,0.2402,0.875,0.2404,0.1964,0.0069,2.3667,0.3355,0.4383,0.6813,0.7207,0.0045,0.1696,0.2637
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k100.cnf,1,0.1553,0.9056,0.7797,0.3276,0,0.3526,0.1631,0.1437,0.5175,?,0.5969,?,1.8473,?,0.9948,1.1372,3.0229,1.421,1.6361,0.1411,0.72,0.2916,0.1148,?,2.6686,0.5122,0.4059,0.8031,1.2226,0,0.1374,0.1472
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0.5487,0.9101,0.8717,0.5137,0.1537,0.0194,0.343,0.0089,0.9482,?,0.9482,?,1.9915,?,0.9972,0.6888,3.5804,0.3482,0.4864,0.0335,0.8998,0.2159,0.2315,?,3.6364,0.8349,0.4064,0.5166,0,0.0314,0.0077,1.1221
./SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_19_UNKNOWN.cnf,1,0.6105,0.9754,0.9304,0.5566,0.1773,0.0132,0.326,0.0056,0.9503,?,0.9503,?,2.3509,?,1,0.6584,3.9791,0.3182,0.5335,0.3128,0.9037,0.5,0.2365,?,3.8026,0.7863,0.4301,0.5472,0,0.0676,0.1853,0
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,1,1,1,0.9389,0.9701,0.8645,0.278,0.051,0.9094,?,0.9126,?,3.0266,?,1,0.1898,3.5571,0.7485,1.125,0.1667,0.9672,0.5,0.3087,?,3.3303,0.1589,0.7417,0.5516,0,0.8593,0.0367,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom26.cnf,1,0.1568,0.6029,0.5573,0.2762,0.0403,0.1155,0.2463,0.1804,0.7202,?,0.3816,?,2.1792,?,0.9839,0.8906,2.3307,1.3301,1.5162,0.2402,0.8889,0.2404,0.2087,?,2.2531,0.1619,0.4194,0.6777,0.5202,0.0003,0.1712,0.8714
SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.0044,0.3649,0.061,0.0753,0.0001,0.0807,0.0382,0.171,0.5286,0,0.5289,0.0003,0.8221,0.0007,0.7618,1.9015,2.5577,0.9174,1.0359,0.0447,0.4,0.2106,0.0189,0.0887,2.3058,0.1053,0.4093,0.4341,0.6379,0,0.0415,0.2719
./SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,0.58,0.9108,0.8412,0.5299,0.2039,0.5114,0.1636,0.1561,0.7261,?,0.6031,?,3.2519,?,0.9909,0.6003,3.1989,1.5013,1.7963,0.1261,0.9111,0.2645,0.2092,?,2.8216,0.231,0.3633,1.0305,3.0445,0.069,0.0671,1.0052
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,0.7926,0.9504,0.8883,0.6475,0.3512,0.5243,0.1493,0.1468,0.8684,0,0.6977,0,2.9027,0.0002,1,0.4739,3.068,1.092,1.4142,0.0461,0.8333,0.0861,0.2236,0.0136,2.7578,0.417,0.4012,0.9157,0.7732,0.1663,0.0342,0
./SAT11/application/manthey/traffic/traffic_3b_unknown.cnf,1,0.2169,0.4457,0.3697,0.2283,0.0458,0.0913,0.0473,0.0685,0.2123,?,0.1457,?,1.5295,?,1,0.8356,4.146,0.6749,0.436,0.1892,1,0.3572,0.0231,?,1.8681,0.4901,0.0525,2.8765,1.0819,0.013,0.1157,1.7815
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf,1,0.9995,1,1,0.804,0.7681,0.8292,0.3273,0.0178,0.9405,?,0.9403,?,4.0386,?,1,0.4209,5.2302,0.74,0.895,0.3616,0.9849,0.5,0.5132,?,5.065,0.2326,0.8349,0.385,0,0.048,0.2075,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom17.cnf,1,0.1572,0.5938,0.5503,0.268,0.0392,0.134,0.2432,0.1811,0.7237,?,0.382,?,2.2983,?,0.9902,0.8928,2.4727,1.3593,1.5266,0.2402,0.875,0.2404,0.2,?,2.3327,0.409,0.4323,0.6785,0.7552,0.002,0.1703,2.2802
./SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,0.831,0.9146,0.8787,0.8468,0.8238,0.1734,0.2116,0.067,0.3276,?,0.9519,?,1.4774,?,0.9791,0.0626,1.8377,2.1862,0.8407,0.0371,0.9688,0.1642,0.4032,?,1.9837,0.6518,0.7688,0.4955,1.1651,0.8121,0.0061,0.8463
./SAT09/APPLICATIONS/diagnosis/UCG-15-5p0.cnf,1,0.7127,0.8863,0.8426,0.553,0.2217,0.555,0.1447,0.1567,0.8542,0,0.7034,0.0001,2.9386,0.0003,0.9998,0.5985,2.9889,1.0922,1.4347,0.0517,0.7895,0.1509,0.2339,0.0137,2.6095,0.6704,0.4142,0.9167,0.4113,0.0479,0.0377,0.768
./SAT02/industrial/goldberg/rand_net/rand_net70-60-10.shuffled.cnf,1,0.5075,0.7484,0.6455,0.4842,0.3395,0.5332,0.1084,0.2724,0.8745,0.0003,0.6047,0.0006,2.4188,0.014,0.9782,0.4421,2.2089,1.101,1.3832,0.0809,0.7,0.2921,0.148,0.0255,1.893,0.98,0.4819,0.868,0.4553,0.1672,0.0556,0.2737
./SAT11/application/leberre/2dimensionalstrippacking/E02F17.cnf,1,0.8251,0.8979,0.8626,0.839,0.8201,0.2109,0.207,0.083,0.3812,?,0.9406,?,1.471,?,0.9787,0.0546,1.8012,2.0685,0.9247,0.0471,0.9432,0.1496,0.3877,?,1.8687,0.6488,0.7273,0.557,1.0456,0.8061,0.0077,0.2674
./SAT04/industrial/hoonsang/vis-bmc/dekker.used-as.sat04-989.cnf,1,0.1937,0.6904,0.354,0.2838,0.1073,0.1653,0.3005,0.1984,0.7937,?,0.6074,?,3.1594,?,1,0.8903,3.1772,1.2998,1.6661,0.2403,0.9429,0.2537,0.511,?,1.7502,0.6818,0.4526,0.6983,0.3995,0.0804,0.2402,0.2511
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_3_keyfind_1.cnf,1,0.0099,0.1518,0.0577,0.048,0,0.0526,0.0537,0.1714,0.4137,0.0013,0.2519,0.0068,1.3434,0.0116,0.4241,1.5673,2.5736,1.1463,1.68,0.1405,0.25,0.1448,0.0283,0.1812,2.0499,0.4727,0.41,0.7311,0.6567,0,0.1358,0.3155
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,0.9468,0.9971,0.9833,0.8162,0.6155,0.9903,0.2279,0.1424,0.9906,?,0.9904,?,1.3576,?,1,0.3019,1.3857,0.0741,0.7405,0.4075,1,0.6587,0.3406,?,1.3635,0.5621,0.4079,1.2016,0.3488,0.5074,0.3138,1.0279
./SAT11/application/manthey/traffic/traffic_kkb_unknown.cnf,1,0.1663,0.5533,0.4163,0.2471,0.043,0.0716,0.0506,0.0454,0.1929,?,0.1254,?,1.8364,?,1,0.9661,4.8535,0.627,0.4423,0.1562,0.5556,0.3768,0.0314,?,2.3594,0.5731,0.0543,2.8746,1.3664,0.0137,0.066,0.5618
