@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC

@DATA
./SAT02/handmade/chu-min-li/urquhart/urquhart3_25bis.shuffled.cnf,1,0,0.1818,0,0,0,0.6931,0.3636,0.8418,0.9922,2841,0,2706,0.3939,0,2891,0,0,3089,0,3147.3,1.5208,3848,0.101,0,0,3848,0.2727,3117,0.9986,0,0.3409,0.3046
./SAT03/handmade/bevan/cnf/marg3x3add8.shuffled-as.sat03-1449.cnf,1,0,0,0,0,0,1.0511,0.2545,0.6736,0.9909,2536,0,2536,0.3839,0,2623,0,0,2776,0,3040.625,1.6738,4471,0.0958,0,0,4471,0.183,3895,0.9976,0,0.4241,0.4001
./SAT05/crafted/sorge05/QG7a/gensys-ukn003.shuffled-as.sat05-3843.cnf,1,0.07,0.0891,0,0,2.8294,3.4583,0.1264,0.8703,0.2322,1695,1,925,0.309,0.6068,1858,0.7731,0.6665,2095,0.7349,1945.75,1.6754,2233,0.3783,0.8264,0.8546,2203,0.173,2181,0.5297,1,0.4959,0.1511
./SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,0.8571,0.8571,1,0.7232,0,0,0.8571,0,0.8087,4897,0.04,4897,1,0.7233,4897,0.7234,0.7233,4905,0.7234,4905.6667,0,4915,1.0778,0.7234,0.7235,4915,0.1429,4915,0.849,0.7236,0.0372,0.0371
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2072.cnf,1,0,0.5344,0.2,0.0003,3.9749,6.0071,0.1004,0.3454,0.3934,422,0.9825,404,0.775,0.1484,480,0.6016,0.3464,505,0.5751,619.25,4.8996,1535,0.518,0.794,0.9912,939,0.0148,610,0.4943,0.9994,0,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p30-s48700942.cnf,1,0.9713,0.9713,0.875,0.821,3.2793,5.1203,0.9713,0.01,0.8475,110,0.5447,110,0.9984,0.8626,133,0.8919,0.8762,583,0.8892,618.8,4.7226,1590,1.9806,0.9032,0.9121,1590,0.0099,678,0.9517,0.9403,0,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_464.cnf,1,0.0027,0.92,1,0.6427,3.3542,5.0918,0.08,0,0.6915,4061,0.8275,4061,1,0.6542,4061,0.6928,0.6667,4103,0.7112,4082,4.8262,4103,1.1402,0.7247,0.7824,4103,0.008,4103,0.8052,0.9814,0,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p30-s19690873.cnf,1,0.979,0.979,0.9167,0.7573,3.1954,5.7931,0.979,0.0066,0.8265,22,0.5797,22,0.9991,0.8507,27,0.91,0.8845,47,0.9031,109.3333,5.5454,440,2.2519,0.9285,0.9438,440,0.0064,89,0.9153,0.9771,0,0
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_60_10-dir.shuffled-as.sat03-144.cnf,1,0.9697,0.9697,0,0.8478,2.8961,4.2017,0.7195,1.0163,0.9096,151,0.422,151,0.4885,0.8699,698,0.8899,0.8797,2361,0.8886,1986.25,4.3551,4735,1.8913,0.8993,0.9051,4735,0.0128,4735,0.9583,0.9147,0,0
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,1,0.0323,0.147,0,0.0002,1.0783,1.4364,0.2961,0.9479,0.2088,692,0.6667,582,0.2855,0.0047,915,0.0374,0.0153,1299,0.115,1349.0357,0.6288,3690,0.1205,0.1856,0.2257,1979,0.3191,1515,0.5971,0.7732,0.3851,0.157
./SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,1,0.0017,0.0112,0,0.0001,3.137,3.125,0.3081,0.8892,0.117,155,0.5714,155,0.3696,0.042,402,0.2198,0.1122,3047,0.2353,1987.25,2.7428,3691,0.0323,0.3514,0.4498,3691,0.1396,3683,0.2724,0.737,0.0534,0.0077
./SAT04/handmade/anton/l5k3/lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,1,0.0049,0.8865,0,0.001,3.4019,3.0176,0.4563,0.6136,0.1234,2653,1,2653,0.4802,0.0861,3654,0.379,0.2029,3808,0.3938,3608,2.4312,3937,0.1261,0.562,0.7112,3937,0.241,3829,0.4112,1,0.106,0.0281
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p15-s2076598.cnf,1,0.9871,0.9871,0.8462,0.7885,3.108,4.4672,0.9871,0.0048,0.9234,502,0.8506,268,0.9998,0.8666,626,0.9057,0.8899,696,0.9025,1133.0833,4.3907,4634,1.6828,0.9226,0.9288,2236,0.0178,944,0.9647,0.986,0,0
./SAT02/handmade/simon/satex-challenges/c6288.shuffled.cnf,1,0.2396,0.8762,0,0,1.2453,1.2303,0.5419,0.7424,0.1566,530,0.5556,477,0.4775,0.0074,683,0.0975,0.0083,697,0.1154,996.8462,1.9041,2412,0.571,0.159,0.1946,1640,0.2273,1414,0.4333,0.8471,0.0297,0.0206
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-18_312.cnf,1,0,0.8993,1,0.6057,2.9611,4.9432,0.1007,0,0.7052,471,0.7919,471,1,0.6173,619,0.633,0.6225,870,0.6706,1252,4.2648,4316,1.0008,0.6863,0.7599,4316,0.0116,1156,0.8053,0.9739,0,0
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf,1,0.9349,0.9349,0.75,0.76,2.8313,4.9117,0.9349,0.0236,0.7565,319,0.4058,230,0.9939,0.7881,322,0.8094,0.7983,614,0.8093,839.4,4.4389,2821,1.4666,0.8192,0.8295,2821,0.0149,1031,0.9073,0.875,0,0
./SAT05/crafted/roussel05/visbmc-PHNF/phnf-size10-exclusive-philo.used-as.sat04-988.shuffled-as.sat05-4195.cnf,1,0.8588,0.8591,0,0,4.2441,5.5809,0.6449,1.0213,0.0273,0,0.967,0,0.467,0.4955,0,0.931,0.791,0,0.8356,0,5.0413,0,0.8257,0.9863,0.9987,0,0.0192,0,0.0871,1,0.0568,0.0001
./SAT04/handmade/kexu/frb-0.8/frb45-21-1.used-as.sat04-883.cnf,1,0.9348,0.9348,0.8182,0.7632,2.8156,4.9521,0.9348,0.0236,0.7478,288,0.323,287,0.9939,0.7876,299,0.8082,0.7971,393,0.8085,781.9091,4.4267,2022,1.4682,0.8195,0.8291,1677,0.0148,1464,0.9059,0.8559,0,0
./SAT11/crafted/skvortsov/battleship/battleship-11-21-sat.cnf,1,0.9052,0.9052,1,0.8287,0,0,0.9052,0,0.9074,4821,0.0476,4821,1,0.8287,4821,0.8288,0.8288,4832,0.8288,4834.6667,0,4851,1.4642,0.8288,0.8288,4851,0.181,4851,0.9245,0.8288,0.233,0.233
./SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,0.0801,0.0909,0,0,2.7621,3.192,0.1178,0.8806,0.2475,1169,1,785,0.311,0.6447,1376,0.7496,0.6662,1832,0.7366,1690.9333,1.7158,2197,0.3821,0.8242,0.854,2052,0.1674,1979,0.572,1,0.496,0.1679
./SAT04/handmade/kexu/frb-0.8/frb59-26-2.used-as.sat04-892.cnf,1,0.9463,0.9463,0.7778,0.7816,2.8117,5.2853,0.9463,0.0174,0.726,222,0.3722,89,0.9959,0.8122,228,0.8367,0.824,277,0.8362,378.6667,4.7382,1654,1.6619,0.8497,0.8581,423,0.0113,355,0.9286,0.8957,0,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes2.cnf,1,0.9552,0.9552,0.75,0.5503,2.697,5.5209,0.9552,0.013,0.8016,50,0.3028,41,0.9972,0.7334,138,0.86,0.7988,158,0.8382,142.1538,4.9595,195,1.8716,0.8874,0.9096,182,0.0088,179,0.9243,0.9328,0,0
./SAT11/crafted/spence/sgen/sgen3-n260-s62321009-sat.cnf,1,0.8333,0.8333,0,0.5831,0,0,0.6298,0.8947,0.6511,4351,0.3333,4351,0.5237,0.5831,4430,0.5832,0.5832,4454,0.5832,4432.3333,1.4287,4466,0.4472,0.5832,0.5832,4466,0.4167,4459,0.8229,0.5833,0.2295,0.2295
./SAT11/crafted/mosoi/289/289-sat-6x19.cnf,1,0.0323,0.0323,1,0.5088,0,0,0.7581,0,0.9662,3322,0.011,3322,1,0.509,3322,0.509,0.509,3771,0.509,3546.5,0,3771,0.5928,0.509,0.5091,3771,0.0323,3771,0.9973,0.5091,0.0064,0.0064
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_u.cnf,1,0.272,0.5824,0,0.001,2.1674,2.0374,0.6326,0.6266,0.1085,2045,1,2045,0.5839,0.0409,2546,0.2272,0.0979,2974,0.3044,2743.6667,1.6262,3069,1.0135,0.4433,0.7024,3069,0.165,3009,0.5299,1,0.3064,0.0865
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,1,0,0.0003,0,0.0005,1.0364,1.2942,0.1925,0.6696,0.5555,3901,0.0488,3901,0.3779,0.0036,3993,0.0191,0.0077,4077,0.0249,4075.5714,2.5089,4277,0.0467,0.034,0.0522,4277,0.0581,4158,0.7388,0.1322,0.0034,0.0029
./SAT11/crafted/skvortsov/battleship/battleship-16-31-sat.cnf,1,0.9356,0.9356,1,0.8716,0,0,0.9356,0,0.9239,4872,0.0323,4872,1,0.8716,4872,0.8716,0.8716,4872,0.8716,4872,0,4872,1.8405,0.8716,0.8717,4872,0.1247,4872,0.9393,0.8717,0.1897,0.1897
./SAT11/crafted/mosoi/289/289-unsat-9x32.cnf,1,0.012,0.012,1,0.3978,0,0,0.753,0,0.7197,456,0.004,452,1,0.3984,486,0.3987,0.3985,540,0.3987,1090.9231,0,4143,0.5831,0.3989,0.399,3568,0.012,658,0.813,0.4008,0,0
./SAT11/crafted/skvortsov/battleship/battleship-15-29-sat.cnf,1,0.9312,0.9312,1,0.865,0,0,0.9312,0,0.9209,4834,0.0345,4834,1,0.865,4834,0.865,0.865,4887,0.865,4860.5,0,4887,1.7716,0.8651,0.8651,4887,0.133,4887,0.9367,0.8651,0.1968,0.1968
./SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf,1,0.8333,0.8333,0,0.5831,0,0,0.6756,0.9534,0.6989,4581,0.3333,4581,0.494,0.5831,4586,0.5832,0.5831,4608,0.5832,4622,1.2016,4668,0.4472,0.5832,0.5832,4668,0.4167,4667,0.8357,0.5833,0.2295,0.2295
./SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf,1,0.8333,0.8333,0,0.5831,0,0,0.6117,0.9821,0.6645,4435,0.3333,4435,0.478,0.5831,4442,0.5832,0.5832,4466,0.5832,4477.5,1.5657,4551,0.4472,0.5832,0.5832,4551,0.4167,4516,0.8368,0.5833,0.2295,0.2295
./SAT11/crafted/mosoi/289/289-sat-6x9.cnf,1,0.0698,0.0698,1,0.619,0,0,0.7674,0,0.9992,4272,0.0244,4272,1,0.619,4272,0.619,0.619,4272,0.619,4272,0,4272,0.6106,0.6191,0.6191,4272,0.0698,4272,0.9999,0.6191,0.3429,0.3429
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p15-s1351253.cnf,1,0.9798,0.9798,0.9286,0.0111,3.4131,6.3406,0.9798,0.005,0.879,3,0.4527,3,0.9993,0.9684,8,0.9965,0.9857,23,0.9812,16.3333,6.1267,26,2.6652,0.9998,1,26,0.003,24,0.9283,1,0.0049,0
./SAT11/crafted/mosoi/289/289-unsat-17x27.cnf,1,0.0072,0.0072,1,0.0044,0,0,0.7518,0,0.6172,411,0.0024,354,1,0.318,459,0.3569,0.3304,607,0.3519,1044.1667,0,3761,0.5808,0.3837,0.4021,3402,0.0072,766,0.6698,0.4705,0,0
./SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,0.1019,0.1759,0,0,2.6907,3.0496,0.1419,0.9222,0.4355,641,1,256,0.294,0.5112,1323,0.7482,0.6105,1711,0.685,1802.75,1.287,2997,0.4536,0.7998,0.8331,2822,0.2118,2653,0.8731,1,0.4997,0.0443
./SAT11/crafted/skvortsov/battleship/battleship-10-18-sat.cnf,1,0.8901,0.8901,1,0.8154,0,0,0.8901,0,0.8977,4792,0.0526,4792,1,0.8154,4824,0.8154,0.8154,4833,0.8154,4840.5,0,4913,1.3315,0.8155,0.8155,4913,0.1978,4913,0.9216,0.8155,0.2435,0.2435
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1150c84314gyes1.cnf,1,0.9349,0.9349,0.8,0.7637,2.9075,4.8,0.9349,0.0236,0.7691,288,0.3475,179,0.9939,0.7887,433,0.8088,0.7982,688,0.8092,696.3333,4.3346,1779,1.4631,0.8206,0.8289,1097,0.015,915,0.9403,0.8632,0,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_508.cnf,1,0.0025,0.923,1,0.6559,3.343,5.2336,0.077,0,0.7047,1592,0.84,1592,1,0.6664,2214,0.7006,0.6772,2390,0.7189,2522,4.9551,3892,1.1742,0.7323,0.7864,3892,0.0073,3892,0.8067,0.9837,0,0
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf,1,0.7667,0.7667,0,0.7474,0,0,0.5667,1.1471,0.8549,4697,0,4697,0.4016,0.7475,4818,0.7787,0.7767,4845,0.7754,4809.75,1.6874,4879,0.8056,0.7886,0.7904,4879,0.1944,4879,0.8887,0.7905,0.1954,0.1872
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,0.0088,0.9293,1,0.6535,3.5107,5.3432,0.0707,0,0.6764,3945,0.8497,3945,1,0.6777,3945,0.7083,0.6877,4538,0.7269,4241.5,5.1021,4538,1.2004,0.7404,0.7937,4538,0.0066,4538,0.799,0.9843,0,0
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1,0.9519,0.9519,0.8333,0.59,2.7203,5.4935,0.9519,0.0143,0.7614,79,0.3068,70,0.9968,0.7188,143,0.8511,0.7968,202,0.8302,193.4167,4.9264,308,1.8071,0.8802,0.902,290,0.0096,261,0.9161,0.9236,0,0
./SAT11/crafted/mosoi/289/289-sat-4x35.cnf,1,0.0286,0.0286,1,0.4947,0,0,0.7571,0,0.9854,0,0.0097,0,1,0.4948,0,0.4948,0.4948,0,0.4948,0,0,0,0.591,0.4948,0.4948,0,0.0286,0,0.9992,0.4951,0.003,0.003
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p15-s54275047.cnf,1,0.9757,0.9757,0.9091,0.3773,3.2939,5.5258,0.9757,0.0074,0.8734,8,0.6061,5,0.9989,0.6901,15,0.9182,0.853,22,0.8717,205.2727,5.3021,758,2.2071,0.9469,0.9597,565,0.0057,507,0.9316,0.9996,0,0
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-045-035.shuffled-as.sat05-1181.cnf,1,0.9438,0.9438,0,0.9352,0,0,0.6999,1.0205,0.9385,4873,0,4873,0.4836,0.9375,4873,0.9394,0.9385,4873,0.9392,4873,2.6417,4873,2.0058,0.9403,0.9404,4873,0.0442,4873,0.9499,0.9406,0.0899,0.0884
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g3.cnf,1,0.9523,0.9523,0.8571,0.5791,2.7466,5.5834,0.9523,0.0142,0.7575,66,0.3161,62,0.9969,0.7212,153,0.8529,0.7914,170,0.8308,154.9231,5.0572,200,1.8073,0.8837,0.9037,199,0.0096,180,0.923,0.9263,0,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_445.cnf,1,0.0112,0.9247,1,0.6377,3.5633,5.0081,0.0753,0,0.668,4480,0.8347,4480,1,0.6592,4480,0.6973,0.6759,4599,0.7167,4571.6667,4.7717,4636,1.1319,0.7333,0.7865,4636,0.0084,4636,0.806,0.9823,0,0
./SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,0.8333,0.8333,0,0.5831,0,0,0.6361,0.9873,0.6433,3919,0.3333,3919,0.4778,0.5831,4038,0.5832,0.5832,4370,0.5832,4273.7143,1.4065,4432,0.4472,0.5832,0.5832,4432,0.4167,4428,0.8281,0.5834,0.2295,0.2295
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_060.shuffled.cnf,1,0,0.0075,0,0.0044,1.3482,1.7283,0.2105,0.7008,0.6115,4438,0.0556,4438,0.3719,0.0082,4448,0.0397,0.0172,4455,0.0445,4460.1667,2.5943,4510,0.082,0.059,0.0859,4510,0.0641,4459,0.7622,0.1849,0.0042,0.0029
./SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1,0.798,0.9008,0,0,1.6517,1.7012,0.6758,0.9623,0.2452,46,0.9388,37,0.4876,0.0136,56,0.3443,0.0477,212,0.459,159.4167,2.9268,294,0.5805,0.9662,0.967,290,0.0409,229,0.5435,0.9795,0.0269,0.0045
./SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,0.1575,0.6133,0,0,3.4537,3.6494,0.8164,0.6201,0.0977,913,0.9437,913,0.5329,0.061,1099,0.738,0.3463,1285,0.6012,1193.75,3.4229,1478,0.3452,0.8533,0.9228,1478,0.0636,1478,0.4477,0.9831,0.0279,0
./SAT04/handmade/connamacher/connm-d0.02/connm-ue-csp-sat-n800-d0.02-s111845174.used-as.sat04-958.cnf,1,0,0.8423,0.3333,0.4603,2.7132,3.4805,0.8423,0.4669,0.2941,4396,0.5,4396,0.6631,0.5231,4396,0.6213,0.5709,4673,0.6228,4534.5,2.3799,4673,0.2484,0.6666,0.7253,4673,0.0615,4673,0.7239,0.8209,0.001,0
./SAT04/handmade/kexu/frb-0.8/frb59-26-1.used-as.sat04-891.cnf,1,0.9463,0.9463,0.7778,0.7751,2.7629,5.206,0.9463,0.0174,0.759,171,0.2981,104,0.9959,0.813,252,0.8374,0.8242,333,0.8361,332.7692,4.6945,702,1.6617,0.849,0.8567,442,0.0113,378,0.9022,0.8732,0,0
./SAT09/CRAFTED/edgematching/fbcolors/em_8_4_5_fbc.cnf,1,0.4286,0.8446,0,0.0184,2.7836,2.7982,0.7631,0.5509,0.3103,283,0.8621,264,0.6035,0.326,323,0.9566,0.8262,533,0.8053,621.5,2.5553,2123,0.6689,0.9642,0.9644,1336,0.072,637,0.8095,0.9652,0.0005,0.0001
./SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf,1,0.0727,0.0891,0,0,2.7434,3.4024,0.1384,0.878,0.2353,791,1,31,0.3077,0.6176,1061,0.7768,0.6668,1830,0.7354,1510.3125,1.6555,2050,0.3791,0.827,0.8525,2013,0.1736,1975,0.4971,1,0.496,0.1415
./SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf,1,0.7895,0.7895,1,0.7155,0,0,0.7895,0,0.8619,4751,0.0909,4751,1,0.7155,4769,0.7156,0.7156,4803,0.7156,4782.25,0,4806,0.8215,0.7156,0.7156,4806,0.3158,4806,0.9023,0.7157,0.2859,0.2858
./SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf,1,0.0153,0.0724,0,0,0.696,0.9802,0.2739,0.9728,0.1071,272,0.8095,141,0.2665,0.0002,398,0.0042,0.0014,517,0.0461,682.2917,0.3774,2554,0.085,0.0333,0.14,1151,0.2865,845,0.2927,0.8666,0.3375,0.1885
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g6.cnf,1,0.0337,0.0339,0,0,2.2503,3.9971,0.4111,0.597,0.2957,1416,1,1416,0.4323,0,2147,0.0499,0.0003,2646,0.3485,2373.5556,3.656,2770,0.3801,0.7525,0.9413,2770,0.0082,2676,0.6972,1,0.0024,0
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-220-3.shuffled-as.sat05-2490.cnf,1,0,0,0,0,0.6084,1.2409,0.2555,0.8294,0.219,398,0.2,398,0.368,0.0007,1218,0.0135,0.0062,2753,0.0403,2344.8889,1.8528,3860,0.1227,0.0277,0.1761,3860,0.1419,3190,0.5213,0.3035,0.1022,0.0854
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-030-029.shuffled-as.sat05-1234.cnf,1,0.9646,0.9646,0,0.923,0,0,0.729,1.0211,0.9993,27,0.3176,12,0.4855,0.9233,276,0.9236,0.9234,285,0.9236,286.4706,2.6553,993,1.7386,0.9238,0.9241,353,0.0351,306,0.9996,0.9246,0.0139,0.0135
./SAT02/handmade/pehoushek/twentyvars/7cnf20_90000_90000_7.shuffled.cnf,1,0,0,0.1429,0.0022,1.9831,2.7616,0.0685,0.6873,0.8122,0,0.0811,0,0.3193,0.0078,0,0.0214,0.0095,0,0.0262,0,2.432,0,0,0.0423,0.0634,0,0.0131,0,0.8521,0.0686,0.4237,0.4213
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf,1,0.9545,0.9545,0.8947,0.1503,2.6088,5.4566,0.9545,0.0126,0.8452,37,0.2716,33,0.9973,0.6826,44,0.8996,0.854,96,0.8501,89.4615,4.8773,150,1.913,0.9354,0.9531,138,0.0085,113,0.9026,0.9991,0,0
./SAT03/handmade/anton/UNSAT/SGI_30_70_29_50_3-dir.shuffled-as.sat03-179.cnf,1,0.9662,0.9662,0,0.8232,3.0575,4.4708,0.6839,1.0092,0.8676,264,0.4774,78,0.4914,0.8557,406,0.8791,0.8667,468,0.8785,446.0769,4.835,681,1.8499,0.8927,0.9004,660,0.0116,480,0.9407,0.9168,0,0
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes2.cnf,1,0.9534,0.9534,0.8947,0.1573,2.6106,5.3869,0.9534,0.0132,0.8443,40,0.2756,35,0.9971,0.6855,55,0.8948,0.8507,103,0.8472,91.1429,4.7936,148,1.8787,0.9352,0.9526,122,0.0088,110,0.9244,0.9994,0,0
./SAT03/handmade/stanion/hwb/hwb-n28-01-S136611085.shuffled-as.sat03-1627.cnf,1,0.0101,0.3864,0,0.0001,0.4636,1.7267,0.3472,0.7724,0.4716,4176,0.7436,4176,0.43,0.0005,4217,0.0042,0.0019,4315,0.0355,4272.5,2.0302,4330,0.2758,0.0229,0.0872,4330,0.1667,4327,0.9305,0.4252,0.03,0.015
./SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,0.9049,0.9049,0.5,0.6634,3.1687,4.6661,0.9049,0.0425,0.6055,592,0.425,563,0.9867,0.7129,648,0.7529,0.7297,902,0.7531,963.0833,4.0906,2185,1.1406,0.7746,0.798,1779,0.0248,966,0.8301,0.8534,0,0
./SAT11/crafted/skvortsov/battleship/battleship-10-19-sat.cnf,1,0.8953,0.8953,1,0.8159,0,0,0.8953,0,0.9062,4814,0.0526,4814,1,0.8159,4814,0.8159,0.8159,4903,0.8159,4858.5,0,4903,1.377,0.8159,0.8159,4903,0.199,4903,0.9304,0.8159,0.2446,0.2446
./SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf,1,0.0069,0.0338,0,0,0.4093,0.5973,0.2615,0.9866,0.0486,894,0.9024,894,0.2575,0.0001,894,0.0002,0.0001,2455,0.0194,1674.5,0.2135,2455,0.0581,0.0069,0.1214,2455,0.2677,2455,0.1086,0.9257,0.3325,0.3284
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes1.cnf,1,0.933,0.933,0.8462,0.7668,2.9364,4.8047,0.933,0.0239,0.8273,140,0.3737,140,0.9937,0.7867,295,0.8057,0.7959,555,0.8062,1070.5,4.2225,2685,1.4728,0.8161,0.8266,2685,0.0149,2446,0.9285,0.8572,0,0
./SAT11/crafted/spence/sgen/sgen3-n240-s78945233-sat.cnf,1,0.8333,0.8333,0,0.5831,0,0,0.6406,0.9852,0.6564,4422,0.3333,4422,0.4764,0.5831,4427,0.5832,0.5832,4514,0.5832,4487.1667,1.4902,4557,0.4472,0.5832,0.5832,4557,0.4167,4536,0.8159,0.5833,0.2295,0.2295
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4231.cnf,1,0,0,0.1429,0.0008,3.2331,4.5576,0.0997,0.0509,0.3247,156,1,104,0.997,0.4369,168,0.6234,0.5467,183,0.593,194.0566,2.9257,420,0.0844,0.6752,0.7133,224,0.0421,202,0.4046,1,0.0047,0.0004
./SAT07/crafted/spence/hard/s113-100.cnf,1,0,1,1,0.0001,0.2557,0.3057,0.5,0,0.8203,3915,0.3333,3915,1,0.0011,3980,0.0143,0.0033,4019,0.0398,4096.8889,0.1812,4576,0,0.0685,0.0878,4576,0.4788,4039,0.9596,0.2624,0.3217,0.3114
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4232.cnf,1,0,0,0.1429,0.0008,3.2291,4.5555,0.0997,0.0474,0.3279,162,1,102,0.9974,0.439,181,0.6231,0.547,197,0.5931,209.46,2.9257,612,0.083,0.6749,0.7131,263,0.0421,216,0.3802,1,0.0047,0.0004
./SAT11/crafted/mosoi/289/289-unsat-6x34.cnf,1,0.0179,0.0179,1,0.443,0,0,0.7545,0,0.8153,412,0.006,367,1,0.4431,434,0.4431,0.4431,512,0.4431,942.3571,0,3701,0.5859,0.4432,0.4433,3178,0.0179,641,0.8942,0.4435,0.0001,0.0001
