@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 128'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE dy_props NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE o_de_di NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE dy_tot_time NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE dy_fzn_time NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE o_di_de NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE gr_max_deg_cg NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE gc_bool_lin NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE gr_min_clust_cg NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE o_deg_cons NUMERIC
@ATTRIBUTE o_dom_avg NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE o_di NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE d_ratio_bool_cons NUMERIC
@ATTRIBUTE dy_nodes NUMERIC
@ATTRIBUTE dy_fails NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE dy_static_time NUMERIC
@ATTRIBUTE gr_max_deg_vg NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE gr_avg_deg_cg NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE dy_depth NUMERIC
@ATTRIBUTE dy_ratio_props NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_sum_ari_cons NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE c_domain NUMERIC
@ATTRIBUTE dy_peak NUMERIC
@ATTRIBUTE gr_min_deg_cg NUMERIC
@ATTRIBUTE gc_global_cons NUMERIC
@ATTRIBUTE o_deg NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE gr_min_diam_vg NUMERIC
@ATTRIBUTE gc_table NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE o_dom NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE v_sum_deg_vars NUMERIC
@ATTRIBUTE d_bool_cons NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE c_logprod_dom_cons NUMERIC
@ATTRIBUTE v_num_aliases NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE dy_ratio_nodes NUMERIC
@ATTRIBUTE gc_all_diff NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE gc_cumulative NUMERIC
@ATTRIBUTE o_de NUMERIC
@ATTRIBUTE v_min_deg_vars NUMERIC
@ATTRIBUTE o_dom_deg NUMERIC
@ATTRIBUTE c_sum_dom_cons NUMERIC
@ATTRIBUTE c_min_deg_cons NUMERIC
@ATTRIBUTE c_sum_domdeg_cons NUMERIC
@ATTRIBUTE gr_min_deg_vg NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE gc_regular NUMERIC
@ATTRIBUTE gc_inverse NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE gc_count NUMERIC
@ATTRIBUTE gc_disjoint NUMERIC
@ATTRIBUTE v_min_dom_vars NUMERIC
@ATTRIBUTE d_set_vars NUMERIC
@ATTRIBUTE d_ratio_set_vars NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE s_input_order NUMERIC
@ATTRIBUTE s_other_val NUMERIC
@ATTRIBUTE gc_diffn NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE gc_global_card NUMERIC
@ATTRIBUTE gc_array_set NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE c_bounds_d NUMERIC
@ATTRIBUTE gc_link_set NUMERIC
@ATTRIBUTE s_set_search NUMERIC
@ATTRIBUTE c_bounds_r NUMERIC
@ATTRIBUTE c_bounds_z NUMERIC

@DATA
normalized-squares-24-24.xml.mzn_AND_NODATA,1,0.999196,0,0.510638,0.489362,5.843267,1.004423,5.039835,1.13259,2.438647,1.588707,25181215,1.829908,0.010267,0.990903,0,2.197115,1.005197,0,1,0.246102,4.29,1.935018,3.202128,2474.681012,71,0.234134,0.093661,0.660075,2.584176,0.046243,1.510638,0.91,1104,48,1.400365,1.117413,1152,2256,553,1104,1104,0.000804,0,1,1.097807,0,0,0,1,0,2488.476806,0,1,0.153866,0.335333,0.902232,7224,0,7209,3523,2267.723404,0,1.32,70,1152,42.246884,3415.968526,0.907117,0,2487,296,10125.1,2.958333,8566,1.102394,0,11992,2,2,1,4.894504,13,9,0,140.238403,0,2485,6674,0,11.136968,5718.944264,0,0,0.488695,0,24,2,0,2,0,17607.579804,2,6064.915854,3,2.683554,7.079847,0.5,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-ss97-6.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.346385,0.929305,1,1.346385,4343840,0.929305,0.036753,0.991076,0,0.0625,0.498054,0,1,0.036753,2.11,0.088849,1.996109,512,2,0.431951,0.329063,0,0.031189,0.0625,0.5,0.06,0,4,1.346385,0.386142,257,257,89,0,0,0,0,1,1.606372,0,0,0,1,0,256,0,1,0.036753,1.747557,1.747557,513,0,293663,146794,128,0,0.02,46,257,12.377778,320.963165,1.427778,0,180,87,24132.4,3.984436,540,0.700389,0,552,5,0,1,43.953307,7,0,0,44,0,180,1024,0,5.727626,320.963165,0,0,0.499872,0,44,0,0,0,0,1024,2,180,0,5.688889,5.688889,0.5,0,0,2,0,0,1,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-ssa-2670-130_ext.xml.mzn_AND_NODATA,1,0.464646,0.336476,0.396325,0.603675,1,0,0.859471,2.561252,0.999327,3.200537,5918954,4.904585,0.552272,0.971473,1,0.591231,0.815176,1499,1,0.013048,5.48,0.533815,1.998833,4798.814438,2,0.446718,0.623848,0.018349,0.017077,0.384321,2,1.4,2070,30,0.845069,0.462307,1359,3429,32,2070,2070,0.198878,0,0.5,0.834776,24,0,0,1,0,3425,0.006999,1,1.979085,0.23996,0.240927,6854,0,19799,9856,2795.239139,0,1.99,30,1359,6.184961,5011.736362,0.769697,0,4455,98,1415,2.895888,10980,1.299213,0,4809,1,886,1,3.645378,56,2,886,5,0,2070,9930,0,15.193642,5005.736362,0,0,0.497803,0,5,0,0,0,0,9924,2,4452,1,2.228956,2.227609,0.066667,0,0,1,0,0,1,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-squaresUnsat-24-24.xml.mzn_AND_NODATA,1,0.999196,0,0.510638,0.489362,5.819734,1.004423,5.024753,1.13259,2.431664,1.588707,23281374,1.829908,0,0.990903,0,2.197115,1.004763,0,1,0.246102,4.27,1.935018,3.181738,2474.681012,70,0.234134,0.093661,0.658748,2.556757,0.043772,1.489362,0.91,1104,48,1.400365,1.117413,1152,2256,553,1104,1104,0.000804,0,1,1.097807,0,0,0,1,0,2487.347237,0,1,0.153866,0.335333,0.901005,7178,0,8026,3854,2266.744681,0,1.29,70,1152,42.246884,3415.968526,0.907117,0,2487,360,9361.23,2.958333,8566,1.102394,0,15841,2,2,1,4.894504,13,9,0,139.673618,0,2485,6674,0,11.136968,5713.02413,0,0,0.480189,0,24,2,0,2,0,17554.49005,2,6047.548727,3,2.683554,7.0585,0.5,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-squares-34-34.xml.mzn_AND_NODATA,1,0.999604,0,0.507463,0.492537,6.629624,1.139144,5.478435,1.099842,2.670151,1.542449,33739689,1.711535,0.066537,-1,-1,2.654398,1.007406,0,1,0.187842,10.31,2.353723,3.466637,4900.536812,118,-1,0.087085,0.699592,3.470741,0.064715,1.761194,3.42,2244,68,1.396598,-1,2312,4556,1123,2244,2244,0.000396,0,1,1.121891,0,-1,0,1,0,4938.814418,0,1,0.114767,0.340647,0.946182,15794,0,2803,1262,4589.742318,0,4.79,100,2312,60.017419,6933.830777,0.901821,0,5052,354,6678.48,2.970588,17401,1.108867,0,27616,2,2,1,4.925812,13,9,0,225.407209,0,5050,13534,0,11.13345,11987.189418,0,0,0.450232,0,34,2,0,2,0,39191.418558,2,13489.602716,3,2.678939,7.757605,0.632353,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-squares-35-35.xml.mzn_AND_NODATA,1,0.999627,0,0.507246,0.492754,6.693207,1.135909,5.508636,1.097506,2.688895,1.539102,29239872,1.701828,0.069173,-1,-1,2.695885,1.007504,0,1,0.183623,10.64,2.391594,3.489027,5187.638229,123,-1,0.086586,0.702501,3.552684,0.066134,1.782609,3.64,2380,70,1.396375,-1,2450,4830,1191,2380,2380,0.000373,0,1,1.123539,0,-1,0,1,0,5228.524495,0,1,0.111998,0.341013,0.949386,16852,0,2334,955,4866.242236,0,4.89,103,2450,61.7947,7353.469318,0.901456,0,5358,456,5457.24,2.971429,18455,1.109317,0,32229,2,2,1,4.92795,13,9,0,234.262248,0,5356,14352,0,11.132712,12743.193657,0,0,0.409169,0,35,2,0,2,0,41859.173881,2,14407.10016,3,2.678611,7.812462,0.642857,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-super-jobShop-e0ddr1-10.xml.mzn_AND_NODATA,1,0.692483,0.307517,0.068966,0.931034,6.930737,1.2403,4.708941,0.497979,3.833529,2.743245,15273498,0.362051,0.476631,0.131345,1,1.931351,1.21627,675,1,0.577357,2.9,1.894132,9.627586,1834.642689,122,0.688502,0.086453,0.510176,2.916228,0.7163,6.1,0.22,1350,41,0.961474,0.303056,100,1450,80,1350,1350,0,0,1,0.659142,0,0,0,1,0,2031.270682,0,1,0.497979,0.186073,0.542065,13960,0,47722,23843,1763.590977,0,0.62,59,100,45.735763,2984.699376,0.660592,0,2195,182,6958.31,3.958621,7210,1.513793,0,2380,2,0,1,5.82069,3,2,0,14.849601,0,1520,5740,0,2.931034,6540.573047,0,0,0.499623,0,3,0,0,2,0,23410.628744,2,8414.596301,3,2.615034,10.665435,1,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-ssa-7552-038_ext.xml.mzn_AND_NODATA,1,0.410985,0.340909,0.463701,0.536299,1,0,0.914175,2.7874,0.999171,3.647067,7200817,4.866262,1.045361,0.976644,1,1.141177,0.901251,1440,1,0.013719,5.49,0.987159,1.998764,4312.638336,2,0.481746,0.659895,0.020354,0.017576,0.527265,2,1.44,1736,136,0.897053,0.499828,1501,3237,137,1736,1736,0.248106,0,0.5,2.154916,26,0,0,1,0,3233,0.008032,1,2.298513,0.233134,0.234357,6470,0,8286,4103,2917.349558,0,1.98,136,1501,12.58286,4813.207922,0.766335,0,4224,84,1790.36,2.936361,10184,1.304912,0,5512,1,1048,1,3.623726,53,2,1048,6,0,1736,9505,0,14.039234,4806.207922,0,0,0.495173,0,6,0,0,0,0,9498,2,4220.5,1,2.250237,2.24858,0.014706,0,0,1,0,0,1,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-squaresUnsat-33-33.xml.mzn_AND_NODATA,1,0.999579,0,0.507692,0.492308,6.547499,1.142545,5.437055,1.102305,2.645909,1.545971,28627717,1.718772,0.060122,-1,-1,2.612255,1.007046,0,1,0.192282,10.03,2.315237,3.427506,4621.520328,112,-1,0.087549,0.695789,3.366384,0.061433,1.723077,3.22,2112,66,1.396839,-1,2178,4290,1057,2112,2112,0.000421,0,1,1.120142,0,-1,0,1,0,4656.134949,0,1,0.117689,0.340259,0.942119,14704,0,3285,1406,4320.227506,0,4.71,97,2178,58.240168,6526.52959,0.902208,0,4755,521,6020.55,2.969697,16378,1.108392,0,33900,2,2,1,4.923543,13,9,0,216.067475,0,4753,12740,0,11.131702,11247.648238,0,0,0.428006,0,33,2,0,2,0,36547.415543,2,12581.295839,3,2.679285,7.686102,0.606061,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-squaresUnsat-34-34.xml.mzn_AND_NODATA,1,0.999604,0,0.507463,0.492537,6.614706,1.139144,5.47972,1.099842,2.665721,1.542449,29837158,1.711535,0.063458,-1,-1,2.654398,1.007183,0,1,0.187842,10.25,2.353723,3.451712,4900.536812,117,-1,0.087085,0.698916,3.450965,0.063074,1.746269,3.36,2244,68,1.396598,-1,2312,4556,1123,2244,2244,0.000396,0,1,1.121891,0,-1,0,1,0,4937.800019,0,1,0.114767,0.340647,0.945556,15726,0,3169,1340,4588.727831,0,4.79,100,2312,60.017419,6933.830777,0.901821,0,5052,536,5906.01,2.970588,17401,1.108867,0,37677,2,2,1,4.925812,13,9,0,224.90001,0,5050,13534,0,11.13345,11980.359699,0,0,0.422846,0,34,2,0,2,0,39123.385937,2,13467.222157,3,2.678939,7.744138,0.617647,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-ssa-0432-003_ext.xml.mzn_AND_NODATA,1,0.475653,0.335921,0.392245,0.607755,1,0,0.830662,2.489402,0.99753,2.831704,7693407,4.567583,0.585511,0.896189,1,0.479339,0.813236,476,1,0.034464,2.48,0.500537,1.996393,1540.029677,2,0.42024,0.560392,0.035143,0.030028,0.373798,2,0.21,674,23,0.786954,0.404686,435,1109,26,674,674,0.188426,0,0.5,0.73338,22,0,0,1,0,1105,0.019838,1,1.845552,0.232826,0.236403,2214,0,64963,32474,901.87902,0,0.22,23,435,5.278758,1576.205269,0.782639,0,1417,30,7390.4,2.818756,3508,1.277728,0,1413,1,267,1,3.522092,37,2,267,5,0,674,3126,0,12.05771,1569.205269,0,0,0.499885,0,5,0,0,0,0,3119,2,1413.5,1,2.206069,2.201129,0.086957,0,0,1,0,0,1,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-rand-2-50-23-587-230-21_ext.xml.mzn_AND_NODATA,1,0.0179,0.981867,0.041667,0.958333,4.523562,0.132627,0.132627,6.517697,1.032358,-1,20395712,4.269574,0.249882,-1,-1,0.266996,0.058828,63082,1,0.249882,652.69,0.266996,2.875,7998.27224,23,-1,0.194328,0.232094,1.459601,3.251392,1,645.64,1150,186,0,-1,50,1200,-1,1150,1150,0.000233,0,1,-1,6866,-1,0,1,0,1376.178098,5.721667,1,-66.406399,0,0.232094,3450,0,13923,6955,70.593733,0,4.72,186,50,-1,64247,0.018678,0,64247,34,317.458,107.078333,129644,53.539167,0,7429,-1,15,1,107.078333,43,7,15,9.047124,0,1150,128494,0,26.223333,65965.100637,0,0,0.499533,0,2,0,0,0,0,132651.803108,2,66325.901554,23,2,2.064716,0.010753,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-socialGolfer-6-4-8.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.2287,0.925225,1,-1,1852417,5.070917,0,-1,-1,0.662336,0.167204,0,1,0,20.52,0.609123,2,17181.886172,2,-1,0.326555,0,0,0.458017,0.222222,9.07,0,33,0.2287,-1,4512,4512,-1,0,0,0,0,1,-1,0,-1,0,1,0,4512,0,1,0.925225,0.44778,0.44778,9024,0,17109,8279,754.424242,0,9.19,69,4512,-1,39832.928618,0.183833,0,24544,618,75.4733,17.170213,73632,5.439716,0,98675,-1,0,1,37.340426,130,18,0,32,0,24544,77472,0,60.263076,39832.928618,0,0,0.483897,0,32,0,0,9,0,77472,3,24544,21,3.156454,3.156454,0.060606,0,0,3,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-ssa-2670-130.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.813677,2.916165,0.998671,3.799912,2049075,4.984301,1.167467,0.948043,1,0.661753,0.59935,0,1,0.251129,6.19,0.567613,1.958057,4635.725135,2,0.474204,0.781152,0.020885,0.102376,0.396724,2,1.92,0,32,0.82472,0.401533,2718,2718,60,0,0,0,0,0.666667,0.75259,0,0,0,1,0,2604,0,1,2.383553,0.235589,0.234636,5322,0,17712,8827,1629.032919,0,2.19,32,2718,9.047101,4947.809922,0.615489,0,4416,69,464.012,3.607064,13248,1.624724,0,6151,0,0,1,4.552612,77,0,0,5,0,4416,9804,0,13.869389,4937.543631,0,0,0.498363,0,5,0,0,0,0,9786,2,4410.133333,0,2.220109,2.216033,0.0625,0,0,2,0,0,1,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-super-jobShop-e0ddr1-6.xml.mzn_AND_NODATA,1,0.692483,0.307517,0.068966,0.931034,6.906891,1.2403,4.131885,0.497979,3.823771,2.748759,24436329,0.362051,0.487372,0.131345,1,1.931351,1.21247,675,1,0.544564,2.91,1.894132,9.524138,1834.642689,120,0.688509,0.086453,0.509746,2.909094,0.706877,6,0.23,1350,41,0.961474,0.303047,100,1450,80,1350,1350,0,0,1,0.659116,0,0,0,1,0,2029.268859,0,1,0.497979,0.186073,0.541768,13810,0,37361,18651,1758.081328,0,0.62,59,100,45.735763,2984.699376,0.660592,0,2195,160,11132.7,3.958621,7210,1.513793,0,1995,2,0,1,5.82069,3,2,0,14.777255,0,1520,5740,0,2.931034,6534.488174,0,0,0.49921,0,3,0,0,2,0,23349.773308,2,8393.176789,3,2.615034,10.63771,1,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-rand-2-50-23-587-230-5_ext.xml.mzn_AND_NODATA,1,0.018254,0.981444,0.041667,0.958333,4.523562,0.135476,0.135476,6.5021,1.033222,-1,20228427,4.734186,0.249882,-1,-1,0.268884,0.058877,61831,1,0.249882,600.58,0.268884,2.875,7967.173951,23,-1,0.278972,0.235683,1.459601,3.227936,1,593.54,1150,178,0,-1,50,1200,-1,1150,1150,0.000302,0,1,-1,9144,-1,0,1,0,1376.178098,7.62,1,-93.766505,0,0.235683,3450,0,16431,8211,70.652651,0,4.72,178,50,-1,63000,0.019048,0,63000,34,321.086,105,127150,52.5,0,6981,-1,19,1,105,46,9,19,9.047124,0,1150,126000,0,25.63,64726.810474,0,0,0.499726,0,2,0,0,0,0,130185.991604,2,65092.995802,23,2,2.066444,0.011236,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-rand-2-50-23-587-230-46_ext.xml.mzn_AND_NODATA,1,0.018305,0.981393,0.041667,0.958333,4.523562,0.135778,0.135778,6.38127,1.033315,-1,20352969,4.631448,0.249882,-1,-1,0.255676,0.058905,61656,1,0.249882,598.77,0.255676,2.875,7965.100205,23,-1,0.219159,0.235984,1.459601,3.226028,1,591.69,1150,163,0,-1,50,1200,-1,1150,1150,0.000302,0,1,-1,9110,-1,0,1,0,1376.178098,7.591667,1,-93.473709,0,0.235984,3450,0,11929,5960,70.686456,0,4.76,163,50,-1,62825,0.019101,0,62825,31,323.963,104.708333,126800,52.354167,0,7429,-1,19,1,104.708333,49,5,19,9.047124,0,1150,125650,0,30.630833,64551.810474,0,0,0.499623,0,2,0,0,0,0,129835.991604,2,64917.995802,23,2,2.066629,0.01227,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-super-jobShop-e0ddr1-7.xml.mzn_AND_NODATA,1,0.692483,0.307517,0.068966,0.931034,6.954196,1.2403,4.45824,0.497979,3.839601,2.744905,8589563,0.362051,0.476631,0.131345,1,1.931351,1.218803,675,1,0.563564,2.9,1.894132,9.696552,1834.642689,124,0.688503,0.086453,0.510472,2.922275,0.723077,6.2,0.22,1350,41,0.961474,0.303055,100,1450,80,1350,1350,0,0,1,0.659137,0,0,0,1,0,2032.516362,0,1,0.497979,0.186073,0.542275,14060,0,96943,48443,1767.264076,0,0.63,59,100,45.735763,2984.699376,0.660592,0,2195,114,3913.24,3.958621,7210,1.513793,0,2121,2,0,1,5.82069,3,2,0,14.861087,0,1520,5740,0,2.931034,6544.32644,0,0,0.499706,0,3,0,0,2,0,23448.497405,2,8427.925073,3,2.615034,10.682687,1,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-super-jobShop-e0ddr1-9.xml.mzn_AND_NODATA,1,0.692483,0.307517,0.068966,0.931034,6.918863,1.2403,4.422405,0.497979,3.804529,2.749032,27113023,0.362051,0.472722,0.131345,1,1.931351,1.204617,675,1,0.563564,2.9,1.894132,9.310345,1834.642689,121,0.68851,0.086453,0.508777,2.888813,0.685341,6.05,0.22,1350,41,0.961474,0.303046,100,1450,80,1350,1350,0,0,1,0.65911,0,0,0,1,0,2025.321663,0,1,0.497979,0.186073,0.541079,13500,0,23979,11966,1746.69472,0,0.63,59,100,45.735763,2984.699376,0.660592,0,2195,188,12352.2,3.958621,7210,1.513793,0,1738,2,0,1,5.82069,3,2,0,14.726218,0,1520,5740,0,2.931034,6522.534465,0,0,0.49902,0,3,0,0,2,0,23229.778554,2,8350.941794,3,2.615034,10.583043,1,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-rand-2-50-23-587-230-3_ext.xml.mzn_AND_NODATA,1,0.017973,0.981793,0.041667,0.958333,4.523562,0.13306,0.13306,6.370203,1.03249,-1,20334805,4.73219,0.249882,-1,-1,0.249801,0.058693,62821,1,0.249882,615.26,0.249801,2.875,8000.089205,23,-1,0.292491,0.232528,1.459601,3.259081,1,608.17,1150,181,0,-1,50,1200,-1,1150,1150,0.000234,0,1,-1,7048,-1,0,1,0,1376.178098,5.873333,1,-68.708607,0,0.232528,3450,0,16690,8339,70.432152,0,4.76,181,50,-1,63986,0.018754,0,63986,33,317.801,106.643333,129122,53.321667,0,7557,-1,15,1,106.643333,49,7,15,9.047124,0,1150,127972,0,23.311667,65704.100637,0,0,0.499641,0,2,0,0,0,0,132129.803108,2,66064.901554,23,2,2.06498,0.01105,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-rand-2-50-23-587-230-48_ext.xml.mzn_AND_NODATA,1,0.018213,0.981533,0.041667,0.958333,4.523562,0.134673,0.134673,6.494884,1.032981,-1,21021710,4.658498,0.249882,-1,-1,0.268025,0.0591,61975,1,0.249882,599.46,0.268025,2.875,7968.752766,23,-1,0.24007,0.234325,1.459601,3.230936,1,592.42,1150,166,0,-1,50,1200,-1,1150,1150,0.000253,0,1,-1,7130,-1,0,1,0,1376.178098,5.941667,1,-69.556585,0,0.234325,3450,0,12026,6007,70.920304,0,4.71,166,50,-1,63141,0.019005,0,63141,31,332.933,105.235,127432,52.6175,0,7813,-1,16,1,105.235,56,4,16,9.047124,0,1150,126282,0,27.399167,64861.278096,0,0,0.499501,0,2,0,0,0,0,130446.850232,2,65223.425116,23,2,2.065961,0.012048,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-super-jobShop-e0ddr2-1.xml.mzn_AND_NODATA,1,0.692483,0.307517,0.068966,0.931034,7,1.2403,4.406345,0.497979,3.88647,2.715377,10530816,0.362051,0.442308,0.131345,1,1.931351,1.238308,675,1,0.558357,2.91,1.894132,10.227586,1834.642689,128,0.688491,0.086453,0.51258,2.958283,0.771272,6.4,0.22,1350,41,0.961474,0.303069,100,1450,80,1350,1350,0,0,1,0.65919,0,0,0,1,0,2042.130908,0,1,0.497979,0.186073,0.543744,14830,0,55439,27701,1795.54694,0,0.63,59,100,45.735763,2984.699376,0.660592,0,2195,55,4797.64,3.958621,7210,1.513793,0,1734,2,0,1,5.82069,3,2,0,14.988685,0,1520,5740,0,2.931034,6573.203092,0,0,0.499666,0,3,0,0,2,0,23740.779589,2,8530.80071,3,2.615034,10.815845,1,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-super-jobShop-e0ddr2-4.xml.mzn_AND_NODATA,1,0.692483,0.307517,0.068966,0.931034,7.055282,1.2403,3.887107,0.497979,3.902262,2.695152,25176806,0.362051,0.439372,0.131345,1,1.931351,1.245148,675,1,0.530771,2.91,1.894132,10.413793,1834.642689,133,0.688486,0.086453,0.513274,2.969743,0.787715,6.65,0.23,1350,41,0.961474,0.303075,100,1450,80,1350,1350,0,0,1,0.659211,0,0,0,1,0,2045.370592,0,1,0.497979,0.186073,0.544228,15100,0,23837,11898,1805.464308,0,0.62,59,100,45.735763,2984.699376,0.660592,0,2195,91,11470.1,3.958621,7210,1.513793,0,1735,2,0,1,5.82069,3,2,0,15.032562,0,1520,5740,0,2.931034,6582.851789,0,0,0.49914,0,3,0,0,2,0,23839.266009,2,8565.465339,3,2.615034,10.860713,1,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
