@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE directorder_CG-entropy NUMERIC
@ATTRIBUTE support_CG-entropy NUMERIC
@ATTRIBUTE directorder_cluster-coeff-mean NUMERIC
@ATTRIBUTE support_cluster-coeff-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE directorder_cluster-coeff-max NUMERIC
@ATTRIBUTE directorder_cluster-coeff-min NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_CG-min NUMERIC
@ATTRIBUTE direct_CG-entropy NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE directorder_CG-mean NUMERIC
@ATTRIBUTE support_cluster-coeff-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE support_cluster-coeff-min NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE direct_cluster-coeff-mean NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE support_CG-min NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE support_CG-mean NUMERIC
@ATTRIBUTE direct_cluster-coeff-max NUMERIC
@ATTRIBUTE csp_log_bits NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE direct_cluster-coeff-min NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE direct_CG-min NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE support_VCG-VAR-mean NUMERIC
@ATTRIBUTE support_VG-mean NUMERIC
@ATTRIBUTE directorder_cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE direct_CG-mean NUMERIC
@ATTRIBUTE directorder_CG-max NUMERIC
@ATTRIBUTE directorder_VG-max NUMERIC
@ATTRIBUTE support_VG-max NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE direct_CG-max NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE csp_log_booleans NUMERIC
@ATTRIBUTE direct_HORNY-VAR-mean NUMERIC
@ATTRIBUTE direct_VG-max NUMERIC
@ATTRIBUTE directorder_VG-mean NUMERIC
@ATTRIBUTE support_VG-min NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-max NUMERIC
@ATTRIBUTE direct_VG-mean NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE direct_HORNY-VAR-max NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-min NUMERIC
@ATTRIBUTE support_CG-max NUMERIC

@DATA
bool/aim/aim-50-2-0-2.xml,1,?,0,0,0.25,?,0,0.25,0.077706,0.091083,2.067301,2.067301,0.352144,0.352144,0.113636,0.545455,0.19697,0.25,0.052632,2.067301,0,0.108587,0.545455,0.499298,0.19697,0.091083,0.352144,0.113636,0.052632,?,0.108587,0.545455,?,0,?,0.077706,0.162911,0.077706,0.091083,0.19697,0.651022,0.052632,0.113636,0.070335,0.070335,0.10622,0.18789,0.108587,0.189474,0.157895,0.157895,0.651022,0.189474,0.499298,?,0.0311,0.157895,0.10622,0.073684,0.073684,0.10622,0.651022,0.073684,0.045455,0.189474
bool/aim/aim-100-3-4-3.xml,1,?,0,0,0.333333,?,0,0.333333,0.074,0.086479,1.928526,1.928526,0.213981,0.213981,0.030303,0.4,0.132353,0.333333,0.016502,1.928526,0,0.042697,0.4,0.526953,0.132353,0.086479,0.213981,0.030303,0.016502,?,0.042697,0.4,?,0,?,0.074,0.106184,0.074,0.086479,0.132353,0.63337,0.016502,0.030303,0.029236,0.029236,0.045071,0.210545,0.042697,0.052805,0.062706,0.062706,0.63337,0.052805,0.526953,?,0.013701,0.062706,0.045071,0.023102,0.026403,0.045071,0.63337,0.026403,0.020202,0.052805
bool/aim/aim-100-3-4-2.xml,1,?,0,0,0.25,?,0,0.25,0.061294,0.080344,1.970692,1.970692,0.209062,0.209062,0.030303,0.345455,0.132353,0.25,0.022801,1.970692,0,0.042313,0.345455,0.513572,0.132353,0.080344,0.209062,0.030303,0.022801,?,0.042313,0.345455,?,0,?,0.061294,0.110125,0.061294,0.080344,0.132353,0.631084,0.022801,0.030303,0.029151,0.029151,0.045142,0.180018,0.042313,0.052117,0.061889,0.061889,0.631084,0.052117,0.513572,?,0.014806,0.061889,0.045142,0.026059,0.026059,0.045142,0.631084,0.026059,0.020202,0.052117
bool/aim/aim-50-2-0-3.xml,1,?,0,0,0.25,?,0,0.25,0.071894,0.084704,1.741332,1.741332,0.341802,0.341802,0.086957,0.488889,0.2,0.25,0.052632,1.741332,0,0.09928,0.488889,0.466667,0.2,0.084704,0.341802,0.086957,0.052632,?,0.09928,0.488889,?,0,?,0.071894,0.12543,0.071894,0.084704,0.2,0.618807,0.052632,0.086957,0.066133,0.066133,0.100229,0.179667,0.09928,0.136842,0.147368,0.147368,0.618807,0.136842,0.466667,?,0.029977,0.147368,0.100229,0.063158,0.052632,0.100229,0.618807,0.052632,0.043478,0.136842
bool/aim/aim-100-1-6-4.xml,1,?,0,0,0.5,?,0,0.5,0.152772,0.13859,2.239435,2.239435,0.317757,0.317757,0.070423,0.516484,0.179487,0.5,0.027397,2.239435,0,0.075436,0.516484,0.442237,0.179487,0.13859,0.317757,0.070423,0.027397,?,0.075436,0.516484,?,0,?,0.152772,0.175656,0.152772,0.13859,0.179487,0.643714,0.027397,0.070423,0.046691,0.046691,0.07486,0.220865,0.075436,0.116438,0.123288,0.123288,0.643714,0.116438,0.442237,?,0.016496,0.123288,0.07486,0.034247,0.034247,0.07486,0.643714,0.034247,0.028169,0.116438
bool/aim/aim-200-3-4-1.xml,1,77.045455,0,0,0.428571,-1,0,0.428571,0.058744,0.083087,1.857067,1.857067,0.194293,0.194293,0.015075,0.346154,0.125,0.428571,0.009419,1.857067,0,0.021446,0.346154,0.506541,0.125,0.083087,0.194293,0.015075,0.009419,13.772727,0.021446,0.346154,-1,0,27.704545,0.058744,0.094689,0.058744,0.083087,0.125,0.616456,0.009419,0.015075,0.014657,0.014657,0.023082,0.200647,0.021446,0.026688,0.032967,0.032967,0.616456,0.026688,0.506541,8.643856,0.007431,0.032967,0.023082,0.012559,0.014129,0.023082,0.616456,0.014129,0.01005,0.026688
bool/aim/aim-200-2-0-2.xml,1,66.5,0,0,0.333333,-1,0,0.333333,0.075489,0.089593,1.847696,1.847696,0.309562,0.309562,0.022222,0.611111,0.166667,0.333333,0.013298,1.847696,0,0.026214,0.611111,0.479167,0.166667,0.089593,0.309562,0.022222,0.013298,20.1,0.026214,0.611111,-1,0,26.65,0.075489,0.131188,0.075489,0.089593,0.166667,0.660325,0.013298,0.022222,0.017066,0.017066,0.027748,0.223878,0.026214,0.042553,0.045213,0.045213,0.660325,0.042553,0.479167,8.643856,0.007846,0.045213,0.027748,0.015957,0.015957,0.027748,0.660325,0.015957,0.011111,0.042553
bool/aim/aim-50-3-4-4.xml,1,?,0,0,0.428571,?,0,0.428571,0.066326,0.097994,2.04587,2.04587,0.250341,0.250341,0.06,0.348485,0.142857,0.428571,0.044872,2.04587,0,0.080703,0.348485,0.510684,0.142857,0.097994,0.250341,0.06,0.044872,?,0.080703,0.348485,?,0,?,0.066326,0.124288,0.066326,0.097994,0.142857,0.637564,0.044872,0.06,0.057051,0.057051,0.079487,0.175495,0.080703,0.108974,0.108974,0.108974,0.637564,0.108974,0.510684,?,0.029103,0.108974,0.079487,0.044872,0.044872,0.079487,0.637564,0.044872,0.04,0.108974
bool/aim/aim-50-1-6-2.xml,1,?,0,0,1,?,0,1,0.270122,0.22601,2.518033,2.518033,0.403973,0.403973,0.206897,1,0.230769,1,0.032258,2.518033,0,0.19667,1,0.487097,0.230769,0.22601,0.403973,0.206897,0.032258,?,0.19667,1,?,0,?,0.270122,0.255293,0.270122,0.22601,0.230769,0.681823,0.032258,0.206897,0.12069,0.12069,0.177976,0.262656,0.19667,0.33871,0.241935,0.241935,0.681823,0.33871,0.487097,?,0.033927,0.241935,0.177976,0.096774,0.064516,0.177976,0.681823,0.064516,0.068966,0.33871
bool/aim/aim-200-3-4-4.xml,1,77.045455,0,0,0.333333,-1,0,0.333333,0.050232,0.069262,1.779125,1.779125,0.198232,0.198232,0.015075,0.327273,0.124183,0.333333,0.010989,1.779125,0,0.021865,0.327273,0.492412,0.124183,0.069262,0.198232,0.015075,0.010989,13.772727,0.021865,0.327273,-1,0,27.704545,0.050232,0.08055,0.050232,0.069262,0.124183,0.606257,0.010989,0.015075,0.014776,0.014776,0.023256,0.18816,0.021865,0.028257,0.032967,0.032967,0.606257,0.028257,0.492412,8.643856,0.007163,0.032967,0.023256,0.012559,0.012559,0.023256,0.606257,0.012559,0.01005,0.028257
bool/aim/aim-100-6-0-4.xml,1,?,0,0,0.230769,?,0,0.230769,0.058414,0.057897,2.319371,2.319371,0.139447,0.139447,0.030612,0.264069,0.079772,0.230769,0.021978,2.319371,0,0.041675,0.264069,0.496947,0.079772,0.057897,0.139447,0.030612,0.021978,?,0.041675,0.264069,?,0,?,0.058414,0.118735,0.058414,0.057897,0.079772,0.64983,0.021978,0.030612,0.029248,0.029248,0.040592,0.194113,0.041675,0.049451,0.053114,0.053114,0.64983,0.049451,0.496947,?,0.015063,0.053114,0.040592,0.029304,0.021978,0.040592,0.64983,0.021978,0.020408,0.049451
bool/aim/aim-200-1-6-1.xml,1,?,0,0,0.555556,?,0,0.555556,0.192288,0.136627,2.146718,2.146718,0.330175,0.330175,0.032895,0.52381,0.171429,0.555556,0.019934,2.146718,0,0.033907,0.52381,0.457475,0.171429,0.136627,0.330175,0.032895,0.019934,?,0.033907,0.52381,?,0,?,0.192288,0.15598,0.192288,0.136627,0.171429,0.667676,0.019934,0.032895,0.021442,0.021442,0.035102,0.218858,0.033907,0.056478,0.069767,0.069767,0.667676,0.056478,0.457475,?,0.006666,0.069767,0.035102,0.023256,0.019934,0.035102,0.667676,0.019934,0.013158,0.056478
bool/aim/aim-50-1-6-4.xml,1,?,0,0,0.666667,?,0,0.666667,0.185624,0.164438,2.189401,2.189401,0.381976,0.381976,0.142857,0.619048,0.227273,0.666667,0.072464,2.189401,0,0.144087,0.619048,0.530435,0.227273,0.164438,0.381976,0.142857,0.072464,?,0.144087,0.619048,?,0,?,0.185624,0.193682,0.185624,0.164438,0.227273,0.612339,0.072464,0.142857,0.093582,0.093582,0.141615,0.207904,0.144087,0.231884,0.26087,0.26087,0.612339,0.231884,0.530435,?,0.032712,0.26087,0.141615,0.086957,0.057971,0.141615,0.612339,0.057971,0.057143,0.231884
bool/aim/aim-100-3-4-1.xml,1,?,0,0,0.333333,?,0,0.333333,0.046916,0.070555,1.845921,1.845921,0.20737,0.20737,0.03,0.342857,0.125,0.333333,0.021944,1.845921,0,0.04202,0.342857,0.490073,0.125,0.070555,0.20737,0.03,0.021944,?,0.04202,0.342857,?,0,?,0.046916,0.103603,0.046916,0.070555,0.125,0.634349,0.021944,0.03,0.028997,0.028997,0.044389,0.202687,0.04202,0.053292,0.059561,0.059561,0.634349,0.053292,0.490073,?,0.013856,0.059561,0.044389,0.028213,0.025078,0.044389,0.634349,0.025078,0.02,0.053292
bool/aim/aim-200-2-0-3.xml,1,66.5,0,0,0.333333,-1,0,0.333333,0.06644,0.093351,1.753081,1.753081,0.312488,0.312488,0.021978,0.611111,0.141667,0.333333,0.013021,1.753081,0,0.025743,0.611111,0.451389,0.141667,0.093351,0.312488,0.021978,0.013021,20.1,0.025743,0.611111,-1,0,26.65,0.06644,0.118814,0.06644,0.093351,0.141667,0.644871,0.013021,0.021978,0.01687,0.01687,0.026957,0.241434,0.025743,0.039063,0.049479,0.049479,0.644871,0.039063,0.451389,8.643856,0.00807,0.049479,0.026957,0.015625,0.015625,0.026957,0.644871,0.015625,0.010989,0.039063
bool/aim/aim-50-6-0-3.xml,1,?,0,0,0.4,?,0,0.4,0.070439,0.075156,2.501036,2.501036,0.169382,0.169382,0.06,0.316017,0.112319,0.4,0.03937,2.501036,0,0.077004,0.316017,0.513123,0.112319,0.075156,0.169382,0.06,0.03937,?,0.077004,0.316017,?,0,?,0.070439,0.147975,0.070439,0.075156,0.112319,0.676068,0.03937,0.06,0.055669,0.055669,0.074016,0.183015,0.077004,0.102362,0.094488,0.094488,0.676068,0.102362,0.513123,?,0.028268,0.094488,0.074016,0.043307,0.047244,0.074016,0.676068,0.047244,0.04,0.102362
bool/aim/aim-50-6-0-1.xml,1,?,0,0,0.230769,?,0,0.230769,0.052158,0.056436,2.372387,2.372387,0.165961,0.165961,0.0625,0.26087,0.092308,0.230769,0.034483,2.372387,0,0.083029,0.26087,0.515964,0.092308,0.056436,0.165961,0.0625,0.034483,?,0.083029,0.26087,?,0,?,0.052158,0.133591,0.052158,0.056436,0.092308,0.657876,0.034483,0.0625,0.058908,0.058908,0.076948,0.174407,0.083029,0.103448,0.099617,0.099617,0.657876,0.103448,0.515964,?,0.031849,0.099617,0.076948,0.049808,0.05364,0.076948,0.657876,0.05364,0.041667,0.103448
bool/aim/aim-50-6-0-4.xml,1,?,0,0,0.230769,?,0,0.230769,0.061986,0.061847,2.429219,2.429219,0.169529,0.169529,0.06,0.257576,0.108262,0.230769,0.041825,2.429219,0,0.079111,0.257576,0.533587,0.108262,0.061847,0.169529,0.06,0.041825,?,0.079111,0.257576,?,0,?,0.061986,0.137095,0.061986,0.061847,0.108262,0.631883,0.041825,0.06,0.05635,0.05635,0.07346,0.163213,0.079111,0.102662,0.095057,0.095057,0.631883,0.102662,0.533587,?,0.027529,0.095057,0.07346,0.04943,0.04943,0.07346,0.631883,0.04943,0.04,0.102662
bool/aim/aim-50-6-0-2.xml,1,?,0,0,0.285714,?,0,0.285714,0.069442,0.07234,2.445781,2.445781,0.16116,0.16116,0.06,0.268775,0.1,0.285714,0.044776,2.445781,0,0.081895,0.268775,0.508706,0.1,0.07234,0.16116,0.06,0.044776,?,0.081895,0.268775,?,0,?,0.069442,0.115839,0.069442,0.07234,0.1,0.643933,0.044776,0.06,0.057463,0.057463,0.074328,0.187279,0.081895,0.100746,0.093284,0.093284,0.643933,0.100746,0.508706,?,0.031119,0.093284,0.074328,0.048507,0.044776,0.074328,0.643933,0.044776,0.04,0.100746
bool/radar/radar-10-10-4.5-0.95-100.xml,1,?,0,0,0.733333,?,0,0.870968,0.320244,0.191179,3.043802,3.161903,0.291801,0.274852,0.002516,0.7,0.023034,0.870968,0.000212,3.161903,0,0.000793,0.7,0.563911,0.02421,0.207591,0.274852,0.002516,0.000188,?,0.000768,0.7,?,0,?,0.384158,0.26659,0.384158,0.207591,0.02421,0.669904,0.000188,0.003005,0.000728,0.000728,0.00094,0.556686,0.000768,0.007213,0.002687,0.002254,0.492704,0.008077,0.698005,?,0.000586,0.002254,0.00101,0.000313,0.001202,0.00094,0.492704,0.001878,0.000559,0.008077
bool/radar/radar-30-30-4.5-0.95-98.xml,1,?,0,0,0.809524,?,0,0.906977,0.3359,0.196924,3.0394,3.270941,0.268672,0.242262,0.000307,0.755556,0.013736,0.906977,0.000015,3.270941,0,0.000056,0.7,0.532323,0.011553,0.203591,0.242262,0.000307,0.000012,?,0.000054,0.7,?,0,?,0.425715,0.278939,0.425715,0.203591,0.011553,0.699262,0.000012,0.000319,0.000052,0.000052,0.00007,0.597443,0.000054,0.000828,0.000242,0.000191,0.478657,0.001028,0.708551,?,0.000045,0.000191,0.000079,0.00002,0.000111,0.00007,0.478657,0.000167,0.000041,0.001028
bool/radar/radar-10-20-4.5-0.95-100.xml,1,?,0,0,0.789474,?,0,0.897436,0.329392,0.194337,3.03617,3.217443,0.278132,0.255785,0.001446,0.7,0.015872,0.897436,0.000081,3.217443,0,0.000308,0.7,0.543848,0.014352,0.204885,0.255785,0.001446,0.000069,?,0.000296,0.7,?,0,?,0.409911,0.273568,0.409911,0.204885,0.014352,0.68917,0.000069,0.00156,0.000287,0.000287,0.000378,0.580125,0.000296,0.003999,0.001243,0.001009,0.484413,0.004838,0.703912,?,0.000239,0.001009,0.000418,0.000115,0.000567,0.000378,0.484413,0.000871,0.000222,0.004838
bool/radar/radar-10-20-4.5-0.5-100.xml,1,?,0,0,0.789474,?,0,0.897436,0.333272,0.195824,3.043212,3.258641,0.275004,0.248485,0.001861,0.7,0.015872,0.897436,0.000103,3.258641,0,0.000398,0.7,0.538677,0.014352,0.206544,0.248485,0.001861,0.000085,?,0.000381,0.7,?,0,?,0.415753,0.278713,0.415753,0.206544,0.014352,0.692807,0.000085,0.002,0.000368,0.000368,0.000486,0.585443,0.000381,0.005062,0.001573,0.001248,0.480832,0.005984,0.707088,?,0.000308,0.001248,0.000546,0.000142,0.000718,0.000486,0.480832,0.001078,0.000286,0.005984
bool/radar/radar-10-20-4.5-0.95-98.xml,1,?,0,0,0.764706,?,0,0.885714,0.329825,0.194578,3.025477,3.197958,0.279884,0.256814,0.001305,0.7,0.018794,0.885714,0.000087,3.197958,0,0.000329,0.7,0.547833,0.018315,0.206914,0.256814,0.001305,0.000074,?,0.000317,0.7,?,0,?,0.405451,0.27166,0.405451,0.206914,0.018315,0.684914,0.000074,0.001462,0.000306,0.000306,0.000403,0.579765,0.000317,0.003624,0.001217,0.000989,0.485634,0.004153,0.703475,?,0.000254,0.000989,0.000443,0.000124,0.000551,0.000403,0.485634,0.00084,0.000237,0.004153
bool/radar/radar-30-70-4.5-0.95-100.xml,1,?,0,0,0.826087,?,0,0.914894,0.335884,0.196024,3.027848,3.252158,0.26901,0.243337,0.000141,0.7,0.012107,0.914894,0.000006,3.252158,0,0.000023,0.7,0.532228,0.0095,0.201482,0.243337,0.000141,0.000005,?,0.000022,0.7,?,0,?,0.427189,0.277572,0.427189,0.201482,0.0095,0.700008,0.000005,0.000144,0.000021,0.000021,0.000028,0.596433,0.000022,0.000382,0.000106,0.000085,0.478815,0.000503,0.70826,?,0.000018,0.000085,0.000032,0.000008,0.000049,0.000028,0.478815,0.000075,0.000017,0.000503
bool/radar/radar-10-10-4.5-0.5-100.xml,1,?,0,0,0.764706,?,0,0.885714,0.326467,0.192988,3.03416,3.193077,0.284018,0.262665,0.00358,0.7,0.018794,0.885714,0.000241,3.193077,0,0.000911,0.7,0.550193,0.018315,0.205622,0.262665,0.00358,0.000207,?,0.000877,0.7,?,0,?,0.400914,0.27215,0.400914,0.205622,0.018315,0.682836,0.000207,0.004025,0.000843,0.000843,0.0011,0.567603,0.000877,0.010028,0.003369,0.002755,0.487523,0.011573,0.701419,?,0.000691,0.002755,0.001207,0.000344,0.001524,0.0011,0.487523,0.002342,0.000651,0.011573
bool/radar/radar-10-10-4.5-0.95-98.xml,1,?,0,0,0.733333,?,0,0.870968,0.320456,0.189297,3.011053,3.120648,0.297101,0.279308,0.002646,0.755556,0.023034,0.870968,0.000227,3.120648,0,0.000829,0.733333,0.567426,0.02421,0.204617,0.279308,0.002646,0.000203,?,0.000804,0.733333,?,0,?,0.384078,0.263217,0.384078,0.204617,0.02421,0.66665,0.000203,0.003169,0.000764,0.000764,0.000985,0.550218,0.000804,0.007727,0.002879,0.002434,0.492387,0.008723,0.698677,?,0.000616,0.002434,0.001049,0.000338,0.001288,0.000985,0.492387,0.002029,0.000588,0.008723
bool/radar/radar-30-70-4.5-0.95-98.xml,1,?,0,0,1,?,0,1,0.337026,0.19742,3.040508,3.284309,0.266487,0.239623,0.000141,0.7,0.010833,1,0.000004,3.284309,0,0.000023,0.7,0.529393,0.009137,0.202435,0.239623,0.000141,0.000003,?,0.000022,0.7,?,0,?,0.42998,0.280159,0.42998,0.202435,0.009137,0.701882,0.000003,0.000158,0.000021,0.000021,0.000028,0.601207,0.000022,0.00041,0.000109,0.000086,0.477233,0.000522,0.709554,?,0.000018,0.000086,0.000032,0.000008,0.000049,0.000028,0.477233,0.000077,0.000017,0.000522
bool/radar/radar-30-30-4.5-0.5-100.xml,1,?,0,0,0.826087,?,0,0.924528,0.344714,0.204321,3.074347,3.39378,0.252236,0.219418,0.000326,0.7,0.009167,0.924528,0.000013,3.39378,0,0.000052,0.8,0.511797,0.008476,0.204225,0.219418,0.000326,0.00001,?,0.000049,0.8,?,0,?,0.451232,0.293133,0.451232,0.204225,0.008476,0.715232,0.00001,0.000391,0.000049,0.000049,0.000066,0.627486,0.000049,0.00104,0.000256,0.00019,0.468741,0.001192,0.717232,?,0.000043,0.00019,0.000078,0.000016,0.000107,0.000066,0.468741,0.000171,0.000038,0.001192
bool/radar/radar-30-70-4.5-0.5-100.xml,1,?,0,0,0.826087,?,0,0.934426,0.344547,0.203673,3.07535,3.400121,0.253714,0.220913,0.000135,0.7,0.007029,0.934426,0.000005,3.400121,0,0.000022,0.712121,0.513935,0.007382,0.204513,0.220913,0.000135,0.000004,?,0.00002,0.712121,?,0,?,0.448623,0.291543,0.448623,0.204513,0.007382,0.71317,0.000004,0.000189,0.00002,0.00002,0.000027,0.626903,0.00002,0.00055,0.00012,0.00009,0.469491,0.000596,0.716552,?,0.000018,0.00009,0.000032,0.000007,0.00005,0.000027,0.469491,0.000082,0.000016,0.000596
bool/radar/radar-30-30-4.5-0.95-100.xml,1,?,0,0,0.809524,?,0,0.911111,0.336808,0.197627,3.045916,3.291686,0.268128,0.240957,0.000323,0.7,0.01261,0.911111,0.000014,3.291686,0,0.000055,0.775,0.532373,0.010451,0.204863,0.240957,0.000323,0.000012,?,0.000053,0.775,?,0,?,0.425841,0.279596,0.425841,0.204863,0.010451,0.698576,0.000012,0.00035,0.000052,0.000052,0.000069,0.600759,0.000053,0.000865,0.000247,0.000195,0.478105,0.001103,0.709145,?,0.000044,0.000195,0.000078,0.000019,0.000114,0.000069,0.478105,0.000171,0.00004,0.001103
bool/chnl/chnl-35-40.xml,1,100,0,0,0.866667,-1,0,0.943662,0.366421,0.233445,3.309783,3.664354,0.201989,0.167728,0.000721,0.7,0.004546,0.943662,0.000015,3.664354,0,0.000078,0.7,0.548925,0.002766,0.223263,0.167728,0.000721,0.00001,0,0.000069,0.7,-1,0,0,0.511635,0.353234,0.511635,0.223263,0.002766,0.669181,0.00001,0.000755,0.00007,0.00007,0.000094,0.753422,0.000069,0.002333,0.000369,0.000241,0.408977,0.002354,0.77275,11.451211,0.000065,0.000241,0.000122,0.000023,0.000179,0.000094,0.408977,0.000228,0.000058,0.002354
bool/chnl/chnl-35-45.xml,1,100,0,0,0.885714,-1,0,0.943662,0.365329,0.236924,3.422987,3.78959,0.195445,0.16203,0.000761,0.7,0.003775,0.943662,0.000012,3.78959,0,0.00007,0.7,0.548967,0.002121,0.225196,0.16203,0.000761,0.000008,0,0.000061,0.7,-1,0,0,0.513214,0.359462,0.513214,0.225196,0.002121,0.666586,0.000008,0.000663,0.000061,0.000061,0.000083,0.778102,0.000061,0.002396,0.000314,0.000204,0.409127,0.002594,0.772625,11.621136,0.000057,0.000204,0.000108,0.000019,0.000174,0.000083,0.409127,0.000193,0.000051,0.002594
bool/chnl/chnl-40-45.xml,1,100,0,0,0.885714,-1,0,0.950617,0.36647,0.238579,3.446461,3.787051,0.190423,0.155373,0.00065,0.7,0.003775,0.950617,0.00001,3.787051,0,0.00006,0.7,0.539228,0.002121,0.224289,0.155373,0.00065,0.000007,0,0.000052,0.7,-1,0,0,0.519671,0.363611,0.519671,0.224289,0.002121,0.67432,0.000007,0.000669,0.000052,0.000052,0.000071,0.790875,0.000052,0.002007,0.000298,0.000188,0.40716,0.002104,0.774617,11.813781,0.000049,0.000188,0.000095,0.000016,0.000145,0.000071,0.40716,0.000179,0.000043,0.002104
bool/chnl/chnl-15-16.xml,1,100,0,0,0.75,-1,0,0.870968,0.341231,0.201907,2.771918,2.944778,0.275979,0.249204,0.001979,0.7,0.023354,0.870968,0.000153,2.944778,0,0.000555,0.7,0.593249,0.017391,0.211607,0.249204,0.001979,0.000127,29.032258,0.00052,0.7,-1,0,154.83871,0.442331,0.29044,0.442331,0.211607,0.017391,0.636838,0.000127,0.00228,0.00055,0.00055,0.00072,0.586274,0.00052,0.004941,0.001834,0.001439,0.426387,0.005121,0.754529,8.906891,0.000471,0.001439,0.000796,0.000296,0.000866,0.00072,0.426387,0.00127,0.00044,0.005121
bool/chnl/chnl-15-20.xml,1,100,0,0,0.777778,-1,0,0.870968,0.340928,0.207417,2.867536,3.11808,0.266607,0.240276,0.002189,0.7,0.016026,0.870968,0.000112,3.11808,0,0.000423,0.7,0.590012,0.010363,0.214866,0.240276,0.002189,0.000091,25.714286,0.000389,0.7,-1,0,171.428571,0.453755,0.306446,0.453755,0.214866,0.010363,0.641345,0.000091,0.001873,0.000419,0.000419,0.00055,0.599647,0.000389,0.005356,0.001348,0.001036,0.421924,0.00585,0.759293,9.228819,0.000363,0.001036,0.000617,0.000213,0.000787,0.00055,0.421924,0.000914,0.000337,0.00585
bool/chnl/chnl-50-51.xml,1,100,0,0,0.897436,-1,0,0.960396,0.371136,0.24372,3.610127,3.931486,0.175554,0.140465,0.000486,0.7,0.002942,0.960396,0.000007,3.931486,0,0.000043,0.7,0.530983,0.001686,0.224077,0.140465,0.000486,0.000004,0,0.000037,0.7,-1,0,0,0.529486,0.370355,0.529486,0.224077,0.001686,0.675389,0.000004,0.000569,0.000035,0.000035,0.000048,0.846299,0.000037,0.001599,0.00023,0.000139,0.404755,0.001611,0.777089,12.316282,0.000033,0.000139,0.000067,0.000009,0.000098,0.000048,0.404755,0.000134,0.000029,0.001611
bool/chnl/chnl-50-55.xml,1,100,0,0,0.897436,-1,0,0.960396,0.372678,0.244288,3.633361,3.938773,0.173131,0.139443,0.000447,0.7,0.002466,0.960396,0.000006,3.938773,0,0.00004,0.7,0.536937,0.001517,0.224472,0.139443,0.000447,0.000004,0,0.000033,0.7,-1,0,0,0.531467,0.371628,0.531467,0.224472,0.001517,0.670889,0.000004,0.000523,0.000032,0.000032,0.000044,0.852676,0.000033,0.001704,0.000208,0.000126,0.402418,0.001597,0.779483,12.425216,0.000031,0.000126,0.000061,0.000008,0.000088,0.000044,0.402418,0.000121,0.000027,0.001597
