@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC

@DATA
composed-25-1-40-3_ext.xml.minion.gz,1,675
composed-25-1-40-4_ext.xml.minion.gz,1,675
composed-25-1-40-5_ext.xml.minion.gz,1,673
composed-25-1-40-6_ext.xml.minion.gz,1,670
composed-25-1-40-7_ext.xml.minion.gz,1,676
composed-25-1-40-8_ext.xml.minion.gz,1,666
composed-25-1-40-9_ext.xml.minion.gz,1,680
composed-25-1-80-0_ext.xml.minion.gz,1,677
composed-25-1-80-1_ext.xml.minion.gz,1,674
composed-25-1-80-2_ext.xml.minion.gz,1,669
composed-25-1-80-3_ext.xml.minion.gz,1,675
composed-25-1-80-4_ext.xml.minion.gz,1,675
composed-25-1-80-5_ext.xml.minion.gz,1,673
composed-25-1-80-6_ext.xml.minion.gz,1,670
composed-25-1-80-7_ext.xml.minion.gz,1,676
composed-25-1-80-8_ext.xml.minion.gz,1,666
composed-25-1-80-9_ext.xml.minion.gz,1,680
composed-75-1-2-0_ext.xml.minion.gz,1,668
composed-75-1-2-1_ext.xml.minion.gz,1,668
composed-75-1-2-2_ext.xml.minion.gz,1,671
composed-75-1-2-3_ext.xml.minion.gz,1,679
composed-75-1-2-4_ext.xml.minion.gz,1,684
composed-75-1-25-0_ext.xml.minion.gz,1,668
composed-75-1-25-1_ext.xml.minion.gz,1,668
composed-75-1-25-2_ext.xml.minion.gz,1,671
composed-75-1-25-3_ext.xml.minion.gz,1,679
composed-75-1-25-4_ext.xml.minion.gz,1,684
composed-75-1-25-5_ext.xml.minion.gz,1,686
composed-75-1-25-6_ext.xml.minion.gz,1,681
composed-75-1-25-7_ext.xml.minion.gz,1,687
composed-75-1-25-8_ext.xml.minion.gz,1,666
composed-75-1-25-9_ext.xml.minion.gz,1,678
composed-75-1-2-5_ext.xml.minion.gz,1,686
composed-75-1-2-6_ext.xml.minion.gz,1,681
composed-75-1-2-7_ext.xml.minion.gz,1,687
composed-75-1-2-8_ext.xml.minion.gz,1,666
composed-75-1-2-9_ext.xml.minion.gz,1,678
composed-75-1-40-0_ext.xml.minion.gz,1,668
composed-75-1-40-1_ext.xml.minion.gz,1,668
composed-75-1-40-2_ext.xml.minion.gz,1,671
composed-75-1-40-3_ext.xml.minion.gz,1,679
composed-75-1-40-4_ext.xml.minion.gz,1,684
composed-75-1-40-5_ext.xml.minion.gz,1,686
composed-75-1-40-6_ext.xml.minion.gz,1,681
composed-75-1-40-7_ext.xml.minion.gz,1,687
composed-75-1-40-8_ext.xml.minion.gz,1,666
composed-75-1-40-9_ext.xml.minion.gz,1,678
composed-75-1-80-0_ext.xml.minion.gz,1,668
composed-75-1-80-1_ext.xml.minion.gz,1,668
composed-75-1-80-2_ext.xml.minion.gz,1,671
composed-75-1-80-3_ext.xml.minion.gz,1,679
composed-75-1-80-4_ext.xml.minion.gz,1,684
composed-75-1-80-5_ext.xml.minion.gz,1,686
composed-75-1-80-6_ext.xml.minion.gz,1,681
composed-75-1-80-7_ext.xml.minion.gz,1,687
composed-75-1-80-8_ext.xml.minion.gz,1,666
composed-75-1-80-9_ext.xml.minion.gz,1,678
costasArray-10.xml.minion.convert.minion,1,999
costasArray-11.xml.minion.convert.minion,1,1000
costasArray-12.xml.minion.convert.minion,1,1000
costasArray-13.xml.minion.convert.minion,1,1000
costasArray-14.xml.minion.convert.minion,1,1000
costasArray-15.xml.minion.convert.minion,1,1000
costasArray-16.xml.minion.convert.minion,1,1000
costasArray-17.xml.minion.convert.minion,1,1000
costasArray-18.xml.minion.convert.minion,1,1000
costasArray-19.xml.minion.convert.minion,1,1000
costasArray-20.xml.minion.convert.minion,1,1000
cril-0_ext.xml.minion.converted.minion,1,966
cril-0_ext.xml.minion.converted.minion.gz,1,966
cril-2_ext.xml.minion.converted.minion,1,665
cril-3_ext.xml.minion.converted.minion,1,674
cril-4_ext.xml.minion.converted.minion,1,989
cril-5_ext.xml.minion.converted.minion,1,931
cril-6_ext.xml.minion.converted.minion,1,984
cril-6_ext.xml.minion.converted.minion.gz,1,984
cril-7.ext.xml.minion.converted.minion,1,976
cril-7.ext.xml.minion.converted.minion.gz,1,976
crossword-m1-uk-23-10.xml.minion.WOR.minion.gz,1,1000
crossword-m1-words-15-01.xml.minion.WOR.minion.gz,1,1000
crossword-m1-words-15-06.xml.minion.WOR.minion.gz,1,1000
crossword-m1-words-15-10.xml.minion.WOR.minion.gz,1,1000
crossword-m1-words-19-03.xml.minion.WOR.minion.gz,1,1000
crossword-m1-words-19-04.xml.minion.WOR.minion.gz,1,1000
crossword-m1-words-21-01.xml.minion.WOR.minion.gz,1,1000
crossword-m1-words-21-06.xml.minion.WOR.minion.gz,1,1000
crossword-m1-words-21-10.xml.minion.WOR.minion.gz,1,1000
crossword-m1-words-23-02.xml.minion.WOR.minion.gz,1,1000
crossword-m1-words-23-03.xml.minion.WOR.minion.gz,1,1000
crossword-m1-words-23-05.xml.minion.WOR.minion.gz,1,1000
driverlogw-01c-sat_ext.xml.minion.converted.minion.gz,1,546
driverlogw-02c-sat_ext.xml.minion.converted.minion.gz,1,710
driverlogw-04c-sat_ext.xml.minion.converted.minion.gz,1,759
driverlogw-05c-sat_ext.xml.minion.converted.minion.gz,1,759
driverlogw-08cc-sat_ext.xml.minion.converted.minion.gz,1,759
driverlogw-08c-sat_ext.xml.minion.converted.minion.gz,1,759
driverlogw-09-sat_ext.xml.minion.converted.minion.gz,1,806
dsjc-125-1-4-ext.xml.minion.converted.minion.gz,1,263
dsjc-125-1-5-ext.xml.minion.converted.minion.gz,1,184
dubois-100_ext.xml.minion.converted.minion.gz,1,501
dubois-20_ext.xml.minion.converted.minion.gz,1,501
dubois-21_ext.xml.minion.converted.minion.gz,1,501
dubois-22_ext.xml.minion.converted.minion.gz,1,501
dubois-23_ext.xml.minion.converted.minion.gz,1,501
dubois-24_ext.xml.minion.converted.minion.gz,1,501
dubois-25_ext.xml.minion.converted.minion.gz,1,501
dubois-26_ext.xml.minion.converted.minion.gz,1,501
dubois-27_ext.xml.minion.converted.minion.gz,1,501
dubois-28_ext.xml.minion.converted.minion.gz,1,501
dubois-29_ext.xml.minion.converted.minion.gz,1,501
dubois-30_ext.xml.minion.converted.minion.gz,1,501
dubois-50_ext.xml.minion.converted.minion.gz,1,501
ehi-85-297-0_ext.xml.minion.gz,1,886
ehi-85-297-10_ext.xml.minion.gz,1,875
ehi-85-297-11_ext.xml.minion.gz,1,879
ehi-85-297-12_ext.xml.minion.gz,1,896
ehi-85-297-13_ext.xml.minion.gz,1,891
ehi-85-297-14_ext.xml.minion.gz,1,880
ehi-85-297-15_ext.xml.minion.gz,1,880
ehi-85-297-16_ext.xml.minion.gz,1,875
ehi-85-297-17_ext.xml.minion.gz,1,886
ehi-85-297-18_ext.xml.minion.gz,1,885
ehi-85-297-19_ext.xml.minion.gz,1,885
ehi-85-297-1_ext.xml.minion.gz,1,777
ehi-85-297-20_ext.xml.minion.gz,1,777
ehi-85-297-21_ext.xml.minion.gz,1,870
ehi-85-297-22_ext.xml.minion.gz,1,879
ehi-85-297-23_ext.xml.minion.gz,1,868
ehi-85-297-24_ext.xml.minion.gz,1,777
ehi-85-297-25_ext.xml.minion.gz,1,880
ehi-85-297-26_ext.xml.minion.gz,1,885
ehi-85-297-27_ext.xml.minion.gz,1,883
ehi-85-297-28_ext.xml.minion.gz,1,885
ehi-85-297-29_ext.xml.minion.gz,1,885
ehi-85-297-2_ext.xml.minion.gz,1,885
ehi-85-297-30_ext.xml.minion.gz,1,875
ehi-85-297-31_ext.xml.minion.gz,1,875
ehi-85-297-32_ext.xml.minion.gz,1,777
ehi-85-297-33_ext.xml.minion.gz,1,880
ehi-85-297-34_ext.xml.minion.gz,1,891
ehi-85-297-35_ext.xml.minion.gz,1,875
ehi-85-297-36_ext.xml.minion.gz,1,886
ehi-85-297-37_ext.xml.minion.gz,1,873
ehi-85-297-38_ext.xml.minion.gz,1,777
ehi-85-297-39_ext.xml.minion.gz,1,877
ehi-85-297-3_ext.xml.minion.gz,1,881
ehi-85-297-40_ext.xml.minion.gz,1,877
ehi-85-297-41_ext.xml.minion.gz,1,777
ehi-85-297-42_ext.xml.minion.gz,1,896
ehi-85-297-43_ext.xml.minion.gz,1,885
ehi-85-297-44_ext.xml.minion.gz,1,885
ehi-85-297-45_ext.xml.minion.gz,1,886
ehi-85-297-46_ext.xml.minion.gz,1,777
ehi-85-297-47_ext.xml.minion.gz,1,868
ehi-85-297-48_ext.xml.minion.gz,1,872
ehi-85-297-49_ext.xml.minion.gz,1,886
ehi-85-297-4_ext.xml.minion.gz,1,875
ehi-85-297-50_ext.xml.minion.gz,1,885
ehi-85-297-51_ext.xml.minion.gz,1,896
ehi-85-297-52_ext.xml.minion.gz,1,880
ehi-85-297-53_ext.xml.minion.gz,1,876
ehi-85-297-54_ext.xml.minion.gz,1,875
ehi-85-297-55_ext.xml.minion.gz,1,866
ehi-85-297-56_ext.xml.minion.gz,1,777
ehi-85-297-57_ext.xml.minion.gz,1,891
ehi-85-297-58_ext.xml.minion.gz,1,878
ehi-85-297-59_ext.xml.minion.gz,1,873
ehi-85-297-5_ext.xml.minion.gz,1,880
ehi-85-297-60_ext.xml.minion.gz,1,873
ehi-85-297-61_ext.xml.minion.gz,1,777
ehi-85-297-62_ext.xml.minion.gz,1,777
ehi-85-297-63_ext.xml.minion.gz,1,777
ehi-85-297-64_ext.xml.minion.gz,1,882
ehi-85-297-65_ext.xml.minion.gz,1,878
ehi-85-297-66_ext.xml.minion.gz,1,873
ehi-85-297-67_ext.xml.minion.gz,1,891
ehi-85-297-68_ext.xml.minion.gz,1,777
ehi-85-297-69_ext.xml.minion.gz,1,891
ehi-85-297-6_ext.xml.minion.gz,1,886
ehi-85-297-70_ext.xml.minion.gz,1,877
ehi-85-297-71_ext.xml.minion.gz,1,877
ehi-85-297-72_ext.xml.minion.gz,1,868
ehi-85-297-73_ext.xml.minion.gz,1,891
ehi-85-297-74_ext.xml.minion.gz,1,881
ehi-85-297-75_ext.xml.minion.gz,1,878
ehi-85-297-76_ext.xml.minion.gz,1,892
ehi-85-297-77_ext.xml.minion.gz,1,871
ehi-85-297-78_ext.xml.minion.gz,1,886
ehi-85-297-79_ext.xml.minion.gz,1,885
ehi-85-297-7_ext.xml.minion.gz,1,777
ehi-85-297-80_ext.xml.minion.gz,1,881
ehi-85-297-81_ext.xml.minion.gz,1,873
ehi-85-297-82_ext.xml.minion.gz,1,871
ehi-85-297-83_ext.xml.minion.gz,1,880
ehi-85-297-84_ext.xml.minion.gz,1,777
ehi-85-297-85_ext.xml.minion.gz,1,885
ehi-85-297-86_ext.xml.minion.gz,1,885
ehi-85-297-87_ext.xml.minion.gz,1,880
ehi-85-297-88_ext.xml.minion.gz,1,891
ehi-85-297-89_ext.xml.minion.gz,1,876
ehi-85-297-8_ext.xml.minion.gz,1,878
ehi-85-297-90_ext.xml.minion.gz,1,872
ehi-85-297-91_ext.xml.minion.gz,1,882
ehi-85-297-92_ext.xml.minion.gz,1,878
ehi-85-297-93_ext.xml.minion.gz,1,777
ehi-85-297-94_ext.xml.minion.gz,1,877
ehi-85-297-95_ext.xml.minion.gz,1,879
ehi-85-297-96_ext.xml.minion.gz,1,877
ehi-85-297-97_ext.xml.minion.gz,1,880
ehi-85-297-98_ext.xml.minion.gz,1,891
ehi-85-297-99_ext.xml.minion.gz,1,777
ehi-85-297-9_ext.xml.minion.gz,1,878
ehi-90-315-0_ext.xml.minion.gz,1,886
ehi-90-315-10_ext.xml.minion.gz,1,875
ehi-90-315-11_ext.xml.minion.gz,1,879
ehi-90-315-12_ext.xml.minion.gz,1,896
ehi-90-315-13_ext.xml.minion.gz,1,891
ehi-90-315-14_ext.xml.minion.gz,1,880
ehi-90-315-15_ext.xml.minion.gz,1,880
ehi-90-315-16_ext.xml.minion.gz,1,777
ehi-90-315-17_ext.xml.minion.gz,1,886
ehi-90-315-18_ext.xml.minion.gz,1,885
ehi-90-315-19_ext.xml.minion.gz,1,885
ehi-90-315-1_ext.xml.minion.gz,1,777
ehi-90-315-20_ext.xml.minion.gz,1,872
ehi-90-315-21_ext.xml.minion.gz,1,870
ehi-90-315-22_ext.xml.minion.gz,1,885
ehi-90-315-23_ext.xml.minion.gz,1,868
ehi-90-315-24_ext.xml.minion.gz,1,777
ehi-90-315-25_ext.xml.minion.gz,1,880
ehi-90-315-26_ext.xml.minion.gz,1,777
ehi-90-315-27_ext.xml.minion.gz,1,883
ehi-90-315-28_ext.xml.minion.gz,1,885
ehi-90-315-29_ext.xml.minion.gz,1,885
ehi-90-315-2_ext.xml.minion.gz,1,896
ehi-90-315-30_ext.xml.minion.gz,1,882
ehi-90-315-31_ext.xml.minion.gz,1,875
ehi-90-315-32_ext.xml.minion.gz,1,777
ehi-90-315-33_ext.xml.minion.gz,1,777
ehi-90-315-34_ext.xml.minion.gz,1,891
ehi-90-315-35_ext.xml.minion.gz,1,875
ehi-90-315-36_ext.xml.minion.gz,1,879
ehi-90-315-37_ext.xml.minion.gz,1,873
ehi-90-315-38_ext.xml.minion.gz,1,777
ehi-90-315-39_ext.xml.minion.gz,1,877
ehi-90-315-3_ext.xml.minion.gz,1,861
ehi-90-315-40_ext.xml.minion.gz,1,877
ehi-90-315-41_ext.xml.minion.gz,1,777
ehi-90-315-42_ext.xml.minion.gz,1,896
ehi-90-315-43_ext.xml.minion.gz,1,885
ehi-90-315-44_ext.xml.minion.gz,1,885
ehi-90-315-45_ext.xml.minion.gz,1,886
ehi-90-315-46_ext.xml.minion.gz,1,777
ehi-90-315-47_ext.xml.minion.gz,1,868
ehi-90-315-48_ext.xml.minion.gz,1,872
ehi-90-315-49_ext.xml.minion.gz,1,886
ehi-90-315-4_ext.xml.minion.gz,1,777
ehi-90-315-50_ext.xml.minion.gz,1,885
ehi-90-315-51_ext.xml.minion.gz,1,896
ehi-90-315-52_ext.xml.minion.gz,1,880
ehi-90-315-53_ext.xml.minion.gz,1,876
ehi-90-315-54_ext.xml.minion.gz,1,875
ehi-90-315-55_ext.xml.minion.gz,1,777
ehi-90-315-56_ext.xml.minion.gz,1,878
ehi-90-315-57_ext.xml.minion.gz,1,868
ehi-90-315-58_ext.xml.minion.gz,1,878
ehi-90-315-59_ext.xml.minion.gz,1,873
ehi-90-315-5_ext.xml.minion.gz,1,880
ehi-90-315-60_ext.xml.minion.gz,1,873
ehi-90-315-61_ext.xml.minion.gz,1,873
ehi-90-315-62_ext.xml.minion.gz,1,777
ehi-90-315-63_ext.xml.minion.gz,1,885
ehi-90-315-64_ext.xml.minion.gz,1,866
ehi-90-315-65_ext.xml.minion.gz,1,881
ehi-90-315-66_ext.xml.minion.gz,1,873
ehi-90-315-67_ext.xml.minion.gz,1,891
ehi-90-315-68_ext.xml.minion.gz,1,777
ehi-90-315-69_ext.xml.minion.gz,1,777
ehi-90-315-6_ext.xml.minion.gz,1,872
ehi-90-315-70_ext.xml.minion.gz,1,877
ehi-90-315-71_ext.xml.minion.gz,1,877
ehi-90-315-72_ext.xml.minion.gz,1,868
ehi-90-315-73_ext.xml.minion.gz,1,891
ehi-90-315-74_ext.xml.minion.gz,1,881
ehi-90-315-75_ext.xml.minion.gz,1,878
ehi-90-315-76_ext.xml.minion.gz,1,878
ehi-90-315-77_ext.xml.minion.gz,1,871
ehi-90-315-78_ext.xml.minion.gz,1,886
ehi-90-315-79_ext.xml.minion.gz,1,885
ehi-90-315-7_ext.xml.minion.gz,1,777
ehi-90-315-80_ext.xml.minion.gz,1,881
ehi-90-315-81_ext.xml.minion.gz,1,873
ehi-90-315-82_ext.xml.minion.gz,1,871
ehi-90-315-83_ext.xml.minion.gz,1,880
ehi-90-315-84_ext.xml.minion.gz,1,776
ehi-90-315-85_ext.xml.minion.gz,1,885
ehi-90-315-86_ext.xml.minion.gz,1,885
ehi-90-315-87_ext.xml.minion.gz,1,880
ehi-90-315-88_ext.xml.minion.gz,1,891
ehi-90-315-89_ext.xml.minion.gz,1,876
ehi-90-315-8_ext.xml.minion.gz,1,878
ehi-90-315-90_ext.xml.minion.gz,1,872
ehi-90-315-91_ext.xml.minion.gz,1,882
ehi-90-315-92_ext.xml.minion.gz,1,878
ehi-90-315-93_ext.xml.minion.gz,1,777
ehi-90-315-94_ext.xml.minion.gz,1,877
ehi-90-315-95_ext.xml.minion.gz,1,892
ehi-90-315-96_ext.xml.minion.gz,1,877
ehi-90-315-97_ext.xml.minion.gz,1,777
ehi-90-315-98_ext.xml.minion.gz,1,891
ehi-90-315-99_ext.xml.minion.gz,1,777
ehi-90-315-9_ext.xml.minion.gz,1,878
frb30-15-1-mgd_ext.xml.minion.gz,1,641
frb30-15-2-mgd_ext.xml.minion.gz,1,696
frb30-15-3-mgd_ext.xml.minion.gz,1,680
frb30-15-4-mgd_ext.xml.minion.gz,1,777
frb30-15-5-mgd_ext.xml.minion.gz,1,689
frb35-17-1-mgd_ext.xml.minion.gz,1,758
frb35-17-2-mgd_ext.xml.minion.gz,1,592
frb35-17-3-mgd_ext.xml.minion.gz,1,700
frb35-17-4-mgd_ext.xml.minion.gz,1,661
frb35-17-5-mgd_ext.xml.minion.gz,1,666
frb40-19-1-mgd_ext.xml.minion.gz,1,712
frb40-19-2-mgd_ext.xml.minion.gz,1,672
frb40-19-3-mgd_ext.xml.minion.gz,1,717
frb40-19-4-mgd_ext.xml.minion.gz,1,630
frb40-19-5-mgd_ext.xml.minion.gz,1,592
frb45-21-1-mgd_ext.xml.minion.gz,1,610
frb45-21-2-mgd_ext.xml.minion.gz,1,745
frb45-21-3-mgd_ext.xml.minion.gz,1,781
frb45-21-4-mgd_ext.xml.minion.gz,1,699
frb45-21-5-mgd_ext.xml.minion.gz,1,704
frb50-23-1-mgd_ext.xml.minion.gz,1,707
frb50-23-2-mgd_ext.xml.minion.gz,1,605
frb50-23-3-mgd_ext.xml.minion.gz,1,677
frb50-23-4-mgd_ext.xml.minion.gz,1,708
frb50-23-5-mgd_ext.xml.minion.gz,1,716
frb53-24-1-mgd_ext.xml.minion.gz,1,644
frb53-24-2-mgd_ext.xml.minion.gz,1,696
frb53-24-3-mgd_ext.xml.minion.gz,1,608
frb53-24-4-mgd_ext.xml.minion.gz,1,620
frb53-24-5-mgd_ext.xml.minion.gz,1,702
frb56-25-1-mgd_ext.xml.minion.gz,1,702
frb56-25-2-mgd_ext.xml.minion.gz,1,692
frb56-25-3-mgd_ext.xml.minion.gz,1,638
frb56-25-4-mgd_ext.xml.minion.gz,1,687
frb56-25-5-mgd_ext.xml.minion.gz,1,592
frb59-26-1-mgd_ext.xml.minion.gz,1,749
frb59-26-2-mgd_ext.xml.minion.gz,1,688
frb59-26-3-mgd_ext.xml.minion.gz,1,659
frb59-26-4-mgd_ext.xml.minion.gz,1,610
frb59-26-5-mgd_ext.xml.minion.gz,1,685
geo50-20-d4-75-100_ext.xml.minion.gz,1,310
geo50-20-d4-75-10_ext.xml.minion.gz,1,334
geo50-20-d4-75-11_ext.xml.minion.gz,1,314
geo50-20-d4-75-12_ext.xml.minion.gz,1,322
geo50-20-d4-75-13_ext.xml.minion.gz,1,326
geo50-20-d4-75-14_ext.xml.minion.gz,1,331
geo50-20-d4-75-15_ext.xml.minion.gz,1,333
geo50-20-d4-75-16_ext.xml.minion.gz,1,319
geo50-20-d4-75-17_ext.xml.minion.gz,1,308
geo50-20-d4-75-18_ext.xml.minion.gz,1,322
geo50-20-d4-75-19_ext.xml.minion.gz,1,326
geo50-20-d4-75-1_ext.xml.minion.gz,1,339
geo50-20-d4-75-20_ext.xml.minion.gz,1,329
geo50-20-d4-75-21_ext.xml.minion.gz,1,318
geo50-20-d4-75-22_ext.xml.minion.gz,1,321
geo50-20-d4-75-23_ext.xml.minion.gz,1,336
geo50-20-d4-75-24_ext.xml.minion.gz,1,322
geo50-20-d4-75-25_ext.xml.minion.gz,1,335
geo50-20-d4-75-26_ext.xml.minion.gz,1,346
geo50-20-d4-75-27_ext.xml.minion.gz,1,334
geo50-20-d4-75-28_ext.xml.minion.gz,1,331
geo50-20-d4-75-29_ext.xml.minion.gz,1,311
geo50-20-d4-75-2_ext.xml.minion.gz,1,328
geo50-20-d4-75-30_ext.xml.minion.gz,1,344
geo50-20-d4-75-31_ext.xml.minion.gz,1,333
geo50-20-d4-75-32_ext.xml.minion.gz,1,325
geo50-20-d4-75-33_ext.xml.minion.gz,1,329
geo50-20-d4-75-34_ext.xml.minion.gz,1,322
geo50-20-d4-75-35_ext.xml.minion.gz,1,330
geo50-20-d4-75-36_ext.xml.minion.gz,1,322
geo50-20-d4-75-37_ext.xml.minion.gz,1,335
geo50-20-d4-75-38_ext.xml.minion.gz,1,319
geo50-20-d4-75-39_ext.xml.minion.gz,1,333
geo50-20-d4-75-3_ext.xml.minion.gz,1,319
geo50-20-d4-75-40_ext.xml.minion.gz,1,322
geo50-20-d4-75-41_ext.xml.minion.gz,1,332
geo50-20-d4-75-42_ext.xml.minion.gz,1,336
geo50-20-d4-75-43_ext.xml.minion.gz,1,326
geo50-20-d4-75-44_ext.xml.minion.gz,1,349
geo50-20-d4-75-45_ext.xml.minion.gz,1,322
geo50-20-d4-75-46_ext.xml.minion.gz,1,321
geo50-20-d4-75-47_ext.xml.minion.gz,1,324
geo50-20-d4-75-48_ext.xml.minion.gz,1,322
geo50-20-d4-75-49_ext.xml.minion.gz,1,333
geo50-20-d4-75-4_ext.xml.minion.gz,1,316
geo50-20-d4-75-50_ext.xml.minion.gz,1,332
geo50-20-d4-75-51_ext.xml.minion.gz,1,334
geo50-20-d4-75-52_ext.xml.minion.gz,1,328
geo50-20-d4-75-53_ext.xml.minion.gz,1,318
geo50-20-d4-75-54_ext.xml.minion.gz,1,319
geo50-20-d4-75-55_ext.xml.minion.gz,1,324
geo50-20-d4-75-56_ext.xml.minion.gz,1,341
geo50-20-d4-75-57_ext.xml.minion.gz,1,331
geo50-20-d4-75-58_ext.xml.minion.gz,1,329
geo50-20-d4-75-59_ext.xml.minion.gz,1,329
geo50-20-d4-75-5_ext.xml.minion.gz,1,333
geo50-20-d4-75-60_ext.xml.minion.gz,1,322
geo50-20-d4-75-61_ext.xml.minion.gz,1,318
geo50-20-d4-75-62_ext.xml.minion.gz,1,347
geo50-20-d4-75-63_ext.xml.minion.gz,1,322
geo50-20-d4-75-64_ext.xml.minion.gz,1,330
geo50-20-d4-75-65_ext.xml.minion.gz,1,324
geo50-20-d4-75-66_ext.xml.minion.gz,1,312
geo50-20-d4-75-67_ext.xml.minion.gz,1,321
geo50-20-d4-75-68_ext.xml.minion.gz,1,320
geo50-20-d4-75-69_ext.xml.minion.gz,1,321
geo50-20-d4-75-6_ext.xml.minion.gz,1,330
geo50-20-d4-75-70_ext.xml.minion.gz,1,325
geo50-20-d4-75-71_ext.xml.minion.gz,1,334
geo50-20-d4-75-72_ext.xml.minion.gz,1,317
geo50-20-d4-75-73_ext.xml.minion.gz,1,318
geo50-20-d4-75-74_ext.xml.minion.gz,1,323
geo50-20-d4-75-75_ext.xml.minion.gz,1,313
geo50-20-d4-75-76_ext.xml.minion.gz,1,328
geo50-20-d4-75-77_ext.xml.minion.gz,1,335
geo50-20-d4-75-78_ext.xml.minion.gz,1,336
geo50-20-d4-75-79_ext.xml.minion.gz,1,326
geo50-20-d4-75-7_ext.xml.minion.gz,1,329
geo50-20-d4-75-80_ext.xml.minion.gz,1,327
geo50-20-d4-75-81_ext.xml.minion.gz,1,332
geo50-20-d4-75-82_ext.xml.minion.gz,1,320
geo50-20-d4-75-83_ext.xml.minion.gz,1,326
geo50-20-d4-75-84_ext.xml.minion.gz,1,328
geo50-20-d4-75-85_ext.xml.minion.gz,1,332
geo50-20-d4-75-86_ext.xml.minion.gz,1,330
geo50-20-d4-75-87_ext.xml.minion.gz,1,349
geo50-20-d4-75-88_ext.xml.minion.gz,1,318
geo50-20-d4-75-89_ext.xml.minion.gz,1,338
geo50-20-d4-75-8_ext.xml.minion.gz,1,339
geo50-20-d4-75-90_ext.xml.minion.gz,1,345
geo50-20-d4-75-91_ext.xml.minion.gz,1,312
geo50-20-d4-75-92_ext.xml.minion.gz,1,330
geo50-20-d4-75-93_ext.xml.minion.gz,1,323
geo50-20-d4-75-94_ext.xml.minion.gz,1,319
geo50-20-d4-75-95_ext.xml.minion.gz,1,320
geo50-20-d4-75-96_ext.xml.minion.gz,1,321
geo50-20-d4-75-97_ext.xml.minion.gz,1,315
geo50-20-d4-75-98_ext.xml.minion.gz,1,316
geo50-20-d4-75-99_ext.xml.minion.gz,1,337
geo50-20-d4-75-9_ext.xml.minion.gz,1,319
geom-30a-3-ext.xml.minion.converted.minion.gz,1,324
geom-30a-4-ext.xml.minion.converted.minion.gz,1,263
geom-30a-5-ext.xml.minion.converted.minion.gz,1,184
geom-30a-6-ext.xml.minion.converted.minion.gz,1,169
geom-40-2-ext.xml.minion.converted.minion.gz,1,513
geom-40-3-ext.xml.minion.converted.minion.gz,1,324
geom-40-4-ext.xml.minion.converted.minion.gz,1,263
geom-40-5-ext.xml.minion.converted.minion.gz,1,184
geom-40-6-ext.xml.minion.converted.minion.gz,1,169
hanoi-3_ext.xml.minion.converted.minion.gz,1,900
hanoi-4_ext.xml.minion.converted.minion.gz,1,968
hanoi-5_ext.xml.minion.converted.minion.gz,1,986
hanoi-6_ext.xml.minion.converted.minion.gz,1,998
hanoi-7_ext.xml.minion.converted.minion.gz,1,1000
hole-06_ext.xml.minion.converted.minion.gz,1,260
hole-07_ext.xml.minion.converted.minion.gz,1,260
hole-08_ext.xml.minion.converted.minion.gz,1,260
hole-09_ext.xml.minion.converted.minion.gz,1,260
hole-10_ext.xml.minion.converted.minion.gz,1,260
jnh01_ext.xml.minion.converted.minion.gz,1,260
jnh02_ext.xml.minion.converted.minion.gz,1,510
jnh03_ext.xml.minion.converted.minion.gz,1,510
jnh04_ext.xml.minion.converted.minion.gz,1,260
jnh05_ext.xml.minion.converted.minion.gz,1,513
jnh06_ext.xml.minion.converted.minion.gz,1,260
jnh07_ext.xml.minion.converted.minion.gz,1,510
jnh08_ext.xml.minion.converted.minion.gz,1,497
jnh09_ext.xml.minion.converted.minion.gz,1,513
jnh10_ext.xml.minion.converted.minion.gz,1,510
jnh11_ext.xml.minion.converted.minion.gz,1,513
jnh12_ext.xml.minion.converted.minion.gz,1,510
jnh13_ext.xml.minion.converted.minion.gz,1,497
jnh14_ext.xml.minion.converted.minion.gz,1,513
jnh15_ext.xml.minion.converted.minion.gz,1,510
jnh16_ext.xml.minion.converted.minion.gz,1,513
jnh17_ext.xml.minion.converted.minion.gz,1,510
jnh18_ext.xml.minion.converted.minion.gz,1,497
jnh19_ext.xml.minion.converted.minion.gz,1,260
jnh201_ext.xml.minion.converted.minion.gz,1,260
jnh202_ext.xml.minion.converted.minion.gz,1,510
jnh203_ext.xml.minion.converted.minion.gz,1,510
jnh204_ext.xml.minion.converted.minion.gz,1,260
jnh205_ext.xml.minion.converted.minion.gz,1,513
jnh206_ext.xml.minion.converted.minion.gz,1,497
jnh207_ext.xml.minion.converted.minion.gz,1,260
jnh208_ext.xml.minion.converted.minion.gz,1,510
jnh209_ext.xml.minion.converted.minion.gz,1,260
jnh20_ext.xml.minion.converted.minion.gz,1,513
jnh210_ext.xml.minion.converted.minion.gz,1,510
jnh211_ext.xml.minion.converted.minion.gz,1,510
jnh212_ext.xml.minion.converted.minion.gz,1,260
jnh213_ext.xml.minion.converted.minion.gz,1,510
jnh214_ext.xml.minion.converted.minion.gz,1,497
