@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC
@ATTRIBUTE stats_literal_tightness_100 NUMERIC
@ATTRIBUTE normalised_SAC_literals NUMERIC
@ATTRIBUTE stats_table_proportion NUMERIC
@ATTRIBUTE stats_sums_proportion NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_coeff_of_variation NUMERIC
@ATTRIBUTE stats_or_atleastk_count NUMERIC
@ATTRIBUTE stats_lex_proportion NUMERIC
@ATTRIBUTE median_degree NUMERIC
@ATTRIBUTE maximum_degree NUMERIC
@ATTRIBUTE stats_dom_75 NUMERIC
@ATTRIBUTE stats_dom_100 NUMERIC

@DATA
bqwh-15-106-13_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,99,?,?,?,?,?,?,?,0.462257,?,?,?,?,?,?
bqwh-15-106-14_glb.xml.minion.conv.minion,1,991,0.004576,0.456206,0.122642,135,0.122642,0.115903,0.11481,0.113208,147.649635,0.103774,98,6.886792,0.103774,57,78,3,96.666667,0,0,0,0.012567,0.012567,0,12.169811,0.457605,0,0,12,13,10,15
bqwh-15-106-15_ext.xml.minion.converted.minion.gz,1,335,0.01145,0.418575,0.122642,88,0.113208,0.10602,0.10502,0.113208,62.3593,0.066038,68,17.433962,0.075472,2,21,2,11.714286,0.006417,0.468998,0,0.013858,0.013858,590,11.132075,0.331758,0,0,12,13,12,15
bqwh-15-106-15_glb.xml.minion.conv.minion,1,951,0.003617,0.455535,0.132075,104,0.113208,0.115723,0.114632,0.113208,128.534384,0.113208,90,8.301887,0.113208,57,75,2,96,0,0,0,0.011894,0.011894,0,12.150943,0.452053,0,0,12,14,12,15
bqwh-15-106-17_ext.xml.minion.converted.minion.gz,1,335,0.016119,0.427939,0.132075,83,0.122642,0.106739,0.105732,0.113208,61.327817,0.037736,68,17.575472,0.075472,2,22,1,17.555556,0.004154,0.468085,0,0.01385,0.01385,594,11.207547,0.348415,0,0,12,14,13,15
bqwh-15-106-18_glb.xml.minion.conv.minion,1,980,0.003617,0.455535,0.132075,116,0.113208,0.115723,0.114632,0.113208,142.58794,0.113208,96,7.349057,0.113208,58,80,2,98.666667,0.100473,0,0,0.01231,0.01231,0,12.150943,0.467981,0,0,12,14,12,14
bqwh-15-106-19_ext.xml.minion.converted.minion.gz,1,913,0.014827,0.416137,0.122642,87,0.103774,0.104403,0.103418,0.103774,60.783931,0.037736,68,17.575472,0.075472,2,20,1,11.764706,0.00925,0.453198,0,0.013709,0.013709,581,10.962264,0.339188,0,0,11,13,13,15
bqwh-15-106-19_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,95,?,?,?,?,?,?,?,0.439825,?,?,?,?,?,?
bqwh-15-106-1_ext.xml.minion.converted.minion.gz,1,335,0.015675,0.416096,0.132075,89,0.113208,0.103684,0.102706,0.103774,61.340392,0.037736,67,17.471698,0.075472,1,20,1,12.5,0.006148,0.452549,0,0.013703,0.013703,577,10.886792,0.339362,0,0,11,14,13,15
bqwh-15-106-1_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,95.666667,?,?,?,?,?,?,?,0.374802,?,?,?,?,?,?
bqwh-15-106-20_glb.xml.minion.conv.minion,1,969,0.003377,0.455601,0.122642,109,0.113208,0.115723,0.114632,0.113208,132.758519,0.113208,92,8.084906,0.113208,57,78,2,96,0.141612,0,0,0.011978,0.011978,0,12.150943,0.416625,0,0,12,13,12,15
bqwh-15-106-21_ext.xml.minion.converted.minion.gz,1,243,0.018709,0.410245,0.122642,98,0.103774,0.101168,0.100214,0.103774,65.333904,0.009434,68,16.330189,0.075472,3,22,1,11.923077,0.016148,0.482021,0,0.013981,0.013981,563,10.622642,0.330461,0,0,11,13,11,15
bqwh-15-106-21_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,97,?,?,?,?,?,?,?,0.462026,?,?,?,?,?,?
bqwh-15-106-22_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,98.5,?,?,?,?,?,?,?,0.459713,?,?,?,?,?,?
bqwh-15-106-23_ext.xml.minion.converted.minion.gz,1,243,0.015899,0.4176,0.122642,96,0.113208,0.103863,0.102884,0.103774,64.461088,0.037736,67,16.726415,0.075472,1,22,1,14.454545,0.005631,0.483682,0,0.013997,0.013997,578,10.90566,0.327755,0,0,11,13,12,15
bqwh-15-106-23_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,96.333333,?,?,?,?,?,?,?,0.45151,?,?,?,?,?,?
bqwh-15-106-24_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,97.333333,?,?,?,?,?,?,?,0.467346,?,?,?,?,?,?
bqwh-15-106-25_ext.xml.minion.converted.minion.gz,1,243,0.012977,0.423463,0.132075,88,0.132075,0.106918,0.10591,0.108491,62.927994,0.037736,67,17.273585,0.084906,2,21,1,11.230769,0,0.481392,0,0.013975,0.013975,595,11.226415,0.324616,0,0,11.5,14,12,15
bqwh-15-106-25_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,96.333333,?,?,?,?,?,?,?,0.446989,?,?,?,?,?,?
bqwh-15-106-26_glb.xml.minion.conv.minion,1,963,0.003617,0.455535,0.132075,106,0.122642,0.115723,0.114632,0.113208,129.616034,0.113208,92,8.424528,0.113208,57,77,2,96,0.101571,0,0,0.011849,0.011849,0,12.150943,0.399155,0,0,12,14,12,15
bqwh-15-106-27_ext.xml.minion.converted.minion.gz,1,883,0.014573,0.412876,0.122642,90,0.113208,0.103145,0.102172,0.103774,63.557724,0.04717,68,17.018868,0.075472,2,19,1,22.222222,0.004348,0.466667,0,0.013836,0.013836,574,10.830189,0.408215,0,0,11,13,13,15
bqwh-15-106-28_glb.xml.minion.conv.minion,1,960,0.003617,0.455535,0.132075,105,0.113208,0.115723,0.114632,0.113208,128.962428,0.113208,90,8.245283,0.113208,57,77,2,95.5,0.02763,0,0,0.011915,0.011915,0,12.150943,0.431814,0,0,12,14,12,15
bqwh-15-106-29_ext.xml.minion.converted.minion.gz,1,882,0.016536,0.42709,0.132075,96,0.113208,0.105301,0.104308,0.113208,66.438941,0.018868,68,16.575472,0.075472,2,24,1,14.833333,0.011696,0.500427,0,0.014155,0.014155,586,11.056604,0.362561,0,0,12,14,12,15
bqwh-15-106-29_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,96.333333,?,?,?,?,?,?,?,0.44858,?,?,?,?,?,?
bqwh-15-106-2_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,91,?,?,?,?,?,?,?,0.336824,?,?,?,?,?,?
bqwh-15-106-30_glb.xml.minion.conv.minion,1,977,0.003377,0.455601,0.122642,97,0.122642,0.115723,0.114632,0.113208,117.002558,0.113208,80,9.09434,0.113208,57,69,2,94.666667,0.047481,0,0,0.01163,0.01163,0,12.150943,0.47001,0,0,12,13,14,15
bqwh-15-106-31_ext.xml.minion.converted.minion.gz,1,793,0.0121,0.430103,0.132075,88,0.122642,0.108176,0.107156,0.113208,65.488066,0.056604,67,17.141509,0.075472,3,25,1,15.909091,0.007804,0.495473,0,0.014108,0.014108,602,11.358491,0.381897,0,0,12,14,12,15
bqwh-15-106-31_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,98.5,?,?,?,?,?,?,?,0.478948,?,?,?,?,?,?
bqwh-15-106-32_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,98.333333,?,?,?,?,?,?,?,0.407148,?,?,?,?,?,?
bqwh-15-106-33_ext.xml.minion.converted.minion.gz,1,904,0.015967,0.421113,0.122642,96,0.113208,0.104223,0.10324,0.103774,65.994902,0.028302,70,16.575472,0.075472,1,23,1,12.125,0,0.492778,0,0.014083,0.014083,580,10.943396,0.348247,0,0,11,13,11,15
bqwh-15-106-33_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,97,?,?,?,?,?,?,?,0.438279,?,?,?,?,?,?
bqwh-15-106-34_glb.xml.minion.conv.minion,1,962,0.003617,0.455535,0.132075,105,0.113208,0.115723,0.114632,0.113208,128.292929,0.113208,88,8.254717,0.113208,57,72,2,98,0.020106,0,0,0.011912,0.011912,0,12.150943,0.468497,0,0,12,14,13,15
bqwh-15-106-35_ext.xml.minion.converted.minion.gz,1,335,0.009893,0.444315,0.122642,82,0.122642,0.112129,0.111072,0.113208,56.435699,0.056604,67,19.311321,0.084906,3,19,1,12.5,0.004488,0.43851,0,0.013571,0.013571,624,11.773585,0.323016,0,0,12,13,14,15
bqwh-15-106-35_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,91.333333,?,?,?,?,?,?,?,0.342768,?,?,?,?,?,?
bqwh-15-106-36_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,99.5,?,?,?,?,?,?,?,0.473645,?,?,?,?,?,?
bqwh-15-106-37_ext.xml.minion.converted.minion.gz,1,335,0.01737,0.405607,0.122642,98,0.103774,0.100988,0.100036,0.103774,65.90396,0.037736,69,16.5,0.075472,2,21,1,13.75,0.028409,0.473463,0,0.013901,0.013901,562,10.603774,0.341633,0,0,11,13,12,15
bqwh-15-106-37_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,93.666667,?,?,?,?,?,?,?,0.381228,?,?,?,?,?,?
bqwh-15-106-38_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,89.5,?,?,?,?,?,?,?,0.411356,?,?,?,?,?,?
bqwh-15-106-39_ext.xml.minion.converted.minion.gz,1,243,0.012104,0.436741,0.122642,86,0.113208,0.109434,0.108402,0.113208,59.732129,0.037736,65,18.283019,0.084906,1,18,2,11.214286,0,0.458239,0,0.013757,0.013757,609,11.490566,0.329878,0,0,12,13,14,15
bqwh-15-106-39_glb.xml.minion.conv.minion,1,982,0.003617,0.455535,0.132075,105,0.113208,0.115723,0.114632,0.113208,121.081333,0.113208,82,8.792453,0.113208,57,68,2,93.5,0.015968,0,0,0.011723,0.011723,0,12.150943,0.466887,0,0,12,14,14,15
bqwh-15-106-3_ext.xml.minion.converted.minion.gz,1,335,0.012547,0.428388,0.122642,89,0.113208,0.107457,0.106444,0.113208,63.354369,0.056604,65,17.301887,0.075472,1,24,2,10.454545,0.003226,0.483819,0,0.013998,0.013998,598,11.283019,0.30673,0,0,12,13,12,15
bqwh-15-106-3_glb.xml.minion.conv.minion,1,972,0.003377,0.455601,0.122642,108,0.113208,0.115723,0.114632,0.113208,132.255988,0.113208,92,8.018868,0.113208,57,78,2,95.5,0.02043,0,0,0.012004,0.012004,0,12.150943,0.435082,0,0,12,13,12,15
bqwh-15-106-40_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,96.666667,?,?,?,?,?,?,?,0.423597,?,?,?,?,?,?
bqwh-15-106-41_ext.xml.minion.converted.minion.gz,1,335,0.014877,0.409754,0.132075,88,0.113208,0.103324,0.10235,0.103774,63.652245,0.056604,67,16.981132,0.075472,3,22,2,12.5,0.002172,0.469388,0,0.013862,0.013862,575,10.849057,0.34753,0,0,11,14,13,15
bqwh-15-106-41_glb.xml.minion.conv.minion,1,975,0.003617,0.455535,0.132075,108,0.113208,0.115723,0.114632,0.113208,132.211765,0.113208,90,8.132075,0.113208,57,72,2,96.333333,0.232356,0,0,0.011959,0.011959,0,12.150943,0.439149,0,0,12,14,13,15
bqwh-15-106-42_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,91.333333,?,?,?,?,?,?,?,0.418546,?,?,?,?,?,?
bqwh-15-106-43_ext.xml.minion.converted.minion.gz,1,870,0.015047,0.419717,0.122642,89,0.113208,0.105301,0.104308,0.103774,64.313629,0.037736,69,17.018868,0.075472,2,23,1,15.384615,0.279912,0.481117,0,0.013973,0.013973,586,11.056604,0.36997,0,0,11,13,12,14
bqwh-15-106-43_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,95.5,?,?,?,?,?,?,?,0.429548,?,?,?,?,?,?
bqwh-15-106-44_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,97,?,?,?,?,?,?,?,0.437585,?,?,?,?,?,?
bqwh-15-106-45_ext.xml.minion.converted.minion.gz,1,335,0.013592,0.445996,0.122642,87,0.113208,0.110153,0.109114,0.113208,60.005283,0.018868,68,18.283019,0.09434,2,22,1,14.285714,0.002976,0.462642,0,0.013799,0.013799,613,11.566038,0.329084,0,0,12,13,13,15
bqwh-15-106-45_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,95.666667,?,?,?,?,?,?,?,0.437512,?,?,?,?,?,?
bqwh-15-106-46_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,96.666667,?,?,?,?,?,?,?,0.420541,?,?,?,?,?,?
bqwh-15-106-47_ext.xml.minion.converted.minion.gz,1,335,0.01571,0.42258,0.132075,96,0.113208,0.104942,0.103952,0.103774,66.33988,0.04717,68,16.556604,0.075472,3,25,1,12.5,0.003501,0.498719,0,0.014139,0.014139,584,11.018868,0.328325,0,0,11,14,12,15
bqwh-15-106-47_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,96.666667,?,?,?,?,?,?,?,0.449739,?,?,?,?,?,?
bqwh-15-106-48_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,97,?,?,?,?,?,?,?,0.426783,?,?,?,?,?,?
bqwh-15-106-49_ext.xml.minion.converted.minion.gz,1,962,0.014242,0.425322,0.122642,88,0.113208,0.106199,0.105198,0.113208,64.196629,0.04717,68,17.330189,0.084906,1,21,1,20,0.037513,0.474318,0,0.013909,0.013909,591,11.150943,0.448461,0,0,12,13,13,15
bqwh-15-106-49_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,96,?,?,?,?,?,?,?,0.444512,?,?,?,?,?,?
bqwh-15-106-4_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,96.5,?,?,?,?,?,?,?,0.422126,?,?,?,?,?,?
bqwh-15-106-50_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,95.666667,?,?,?,?,?,?,?,0.426327,?,?,?,?,?,?
bqwh-15-106-51_ext.xml.minion.converted.minion.gz,1,243,0.014128,0.435756,0.122642,87,0.122642,0.108715,0.10769,0.113208,61.92393,0.037736,68,17.613208,0.084906,2,22,1,16.692308,0.004269,0.479398,0,0.013957,0.013957,605,11.415094,0.376599,0,0,12,13,13,15
bqwh-15-106-51_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,96.333333,?,?,?,?,?,?,?,0.440311,?,?,?,?,?,?
bqwh-15-106-53_ext.xml.minion.converted.minion.gz,1,243,0.012349,0.428081,0.122642,90,0.113208,0.107098,0.106088,0.113208,66.484899,0.066038,69,16.867925,0.084906,2,24,4,12.692308,0.018328,0.5,0,0.014151,0.014151,596,11.245283,0.347768,0,0,12,13,12,14
bqwh-15-106-53_glb.xml.minion.conv.minion,1,992,0.003617,0.455535,0.132075,112,0.113208,0.115723,0.114632,0.113208,140.988818,0.113208,93,7.622642,0.113208,58,81,4,99.666667,0.020619,0,0,0.012177,0.012177,0,12.150943,0.433614,0,0,12,14,12,14
bqwh-15-106-54_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,94.666667,?,?,?,?,?,?,?,0.405765,?,?,?,?,?,?
bqwh-15-106-55_ext.xml.minion.converted.minion.gz,1,335,0.010997,0.430498,0.122642,86,0.113208,0.108895,0.107868,0.113208,61.070478,0.066038,65,17.764151,0.084906,2,20,2,12.222222,0.007322,0.47455,0,0.013911,0.013911,606,11.433962,0.319183,0,0,12,13,13,15
bqwh-15-106-55_glb.xml.minion.conv.minion,1,982,0.003617,0.455535,0.132075,104,0.113208,0.115723,0.114632,0.113208,127.155492,0.113208,88,8.330189,0.113208,57,72,2,98.666667,0.019874,0,0,0.011883,0.011883,0,12.150943,0.453421,0,0,12,14,13,15
bqwh-15-106-56_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,97.5,?,?,?,?,?,?,?,0.481493,?,?,?,?,?,?
bqwh-15-106-57_ext.xml.minion.converted.minion.gz,1,811,0.015359,0.42915,0.132075,83,0.122642,0.106379,0.105376,0.113208,58.313754,0.028302,65,18.754717,0.084906,1,18,1,18.181818,0.00551,0.424069,0,0.013435,0.013435,592,11.169811,0.377599,0,0,12,14,14,15
bqwh-15-106-57_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,93,?,?,?,?,?,?,?,0.425188,?,?,?,?,?,?
bqwh-15-106-58_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,97,?,?,?,?,?,?,?,0.429008,?,?,?,?,?,?
bqwh-15-106-59_ext.xml.minion.converted.minion.gz,1,243,0.011073,0.430434,0.132075,87,0.113208,0.108895,0.107868,0.113208,60.006065,0.075472,67,18.160377,0.084906,0,21,2,13.615385,0,0.459439,0,0.013768,0.013768,606,11.433962,0.335248,0,0,12,14,13,15
bqwh-15-106-59_glb.xml.minion.conv.minion,1,978,0.003617,0.455535,0.132075,98,0.113208,0.115723,0.114632,0.113208,122.05249,0.113208,86,8.726415,0.113208,57,72,2,96.5,0.005964,0,0,0.011745,0.011745,0,12.150943,0.45078,0,0,12,14,13,15
bqwh-15-106-5_ext.xml.minion.converted.minion.gz,1,987,0.017128,0.431513,0.132075,84,0.122642,0.105481,0.104486,0.113208,61.76132,0.009434,67,17.830189,0.084906,3,20,1,13.333333,0.020263,0.450499,0,0.013684,0.013684,587,11.075472,0.397832,0,0,12,14,13,15
bqwh-15-106-5_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,98.333333,?,?,?,?,?,?,?,0.464666,?,?,?,?,?,?
bqwh-15-106-60_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,96.333333,?,?,?,?,?,?,?,0.465203,?,?,?,?,?,?
bqwh-15-106-61_ext.xml.minion.converted.minion.gz,1,853,0.016623,0.429157,0.122642,82,0.113208,0.107817,0.1068,0.113208,57.674157,0.009434,65,19.09434,0.084906,1,18,1,33.333333,0.001815,0.421348,0,0.013409,0.013409,600,11.320755,0.502264,0,0,12,13,14,15
bqwh-15-106-61_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,91,?,?,?,?,?,?,?,0.408139,?,?,?,?,?,?
bqwh-15-106-62_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,98,?,?,?,?,?,?,?,0.429852,?,?,?,?,?,?
bqwh-15-106-63_ext.xml.minion.converted.minion.gz,1,876,0.014586,0.421897,0.122642,89,0.103774,0.105481,0.104486,0.113208,64.626312,0.037736,65,17.226415,0.075472,2,21,1,14.866667,0.008677,0.473769,0,0.013903,0.013903,587,11.075472,0.395685,0,0,12,13,12,15
bqwh-15-106-63_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,96.666667,?,?,?,?,?,?,?,0.441967,?,?,?,?,?,?
bqwh-15-106-65_ext.xml.minion.converted.minion.gz,1,513,0.016746,0.43177,0.132075,89,0.113208,0.104762,0.103774,0.103774,64.436275,0.018868,68,17.04717,0.075472,0,22,1,23.333333,0.013043,0.476307,0,0.013927,0.013927,583,11,0.436892,0,0,11,14,13,15
bqwh-15-106-65_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,99.5,?,?,?,?,?,?,?,0.502258,?,?,?,?,?,?
bqwh-15-106-66_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,97.666667,?,?,?,?,?,?,?,0.435387,?,?,?,?,?,?
bqwh-15-106-67_ext.xml.minion.converted.minion.gz,1,335,0.013709,0.414869,0.132075,98,0.113208,0.105121,0.10413,0.113208,65.522936,0.066038,64,16.830189,0.075472,1,22,2,10,0,0.487907,0,0.014037,0.014037,585,11.037736,0.329289,0,0,12,14,11,15
bqwh-15-106-67_glb.xml.minion.conv.minion,1,979,0.003617,0.455535,0.132075,121,0.113208,0.115723,0.114632,0.113208,139.931677,0.113208,97,7.792453,0.113208,57,78,2,96.666667,0.164009,0,0,0.0121,0.0121,0,12.150943,0.410983,0,0,12,14,11,15
bqwh-15-106-68_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,98.666667,?,?,?,?,?,?,?,0.523953,?,?,?,?,?,?
bqwh-15-106-69_ext.xml.minion.converted.minion.gz,1,223,0.010384,0.432962,0.122642,87,0.113208,0.109254,0.108224,0.113208,58.970588,0.037736,65,18.566038,0.09434,2,18,1,11.769231,0.000967,0.447059,0,0.013651,0.013651,608,11.471698,0.339658,0,0,12,13,13,15
bqwh-15-106-69_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,94,?,?,?,?,?,?,?,0.403303,?,?,?,?,?,?
bqwh-15-106-6_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,94.333333,?,?,?,?,?,?,?,0.43147,?,?,?,?,?,?
bqwh-15-106-70_glb.xml.minion.conv.minion,1,954,0.003617,0.455535,0.132075,108,0.122642,0.115723,0.114632,0.113208,137.696203,0.113208,92,7.679245,0.113208,57,80,2,95.333333,0.004515,0,0,0.012151,0.012151,0,12.150943,0.44154,0,0,12,14,12,15
bqwh-15-106-71_ext.xml.minion.converted.minion.gz,1,324,0.009534,0.433252,0.122642,98,0.113208,0.109973,0.108936,0.113208,65.413765,0.075472,68,17.150943,0.084906,2,22,2,14.666667,0,0.507463,0,0.014221,0.014221,612,11.54717,0.370909,0,0,12,13,12,14
bqwh-15-106-71_glb.xml.minion.conv.minion,1,981,0.003377,0.455601,0.122642,109,0.113208,0.115723,0.114632,0.113208,137.113782,0.113208,95,7.603774,0.113208,58,80,2,98,0.037162,0,0,0.012186,0.012186,0,12.150943,0.470717,0,0,12,13,12,14
bqwh-15-106-72_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,96.333333,?,?,?,?,?,?,?,0.488962,?,?,?,?,?,?
bqwh-15-106-73_ext.xml.minion.converted.minion.gz,1,335,0.013901,0.411261,0.122642,89,0.103774,0.103504,0.102528,0.103774,63.563473,0.066038,68,16.95283,0.075472,3,21,1,12.5,0.013216,0.471744,0,0.013884,0.013884,576,10.867925,0.325637,0,0,11,13,13,15
bqwh-15-106-73_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,95.333333,?,?,?,?,?,?,?,0.444994,?,?,?,?,?,?
bqwh-15-106-74_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,98.5,?,?,?,?,?,?,?,0.416341,?,?,?,?,?,?
bqwh-15-106-75_ext.xml.minion.converted.minion.gz,1,335,0.010403,0.438657,0.132075,84,0.113208,0.110692,0.109648,0.113208,59.77468,0.066038,67,18.330189,0.084906,1,22,2,10.090909,0.005935,0.464205,0,0.013813,0.013813,616,11.622642,0.30752,0,0,12,14,13,15
bqwh-15-106-75_glb.xml.minion.conv.minion,1,961,0.003617,0.455535,0.132075,102,0.113208,0.115723,0.114632,0.113208,122.022942,0.113208,86,8.707547,0.113208,57,72,2,92.666667,0.008902,0,0,0.011751,0.011751,0,12.150943,0.404759,0,0,12,14,13,15
bqwh-15-106-76_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,95.5,?,?,?,?,?,?,?,0.396721,?,?,?,?,?,?
bqwh-15-106-77_ext.xml.minion.converted.minion.gz,1,694,0.013474,0.421499,0.132075,106,0.122642,0.106559,0.105554,0.113208,72.496262,0.066038,63,15.688679,0.075472,4,27,1,20.083333,0.056452,0.554206,0,0.014662,0.014662,593,11.188679,0.405439,0,0,12,14,10,14
bqwh-15-106-77_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,98.333333,?,?,?,?,?,?,?,0.41932,?,?,?,?,?,?
bqwh-15-106-78_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,96.666667,?,?,?,?,?,?,?,0.406999,?,?,?,?,?,?
bqwh-15-106-79_ext.xml.minion.converted.minion.gz,1,940,0.015185,0.423599,0.132075,89,0.113208,0.10584,0.104842,0.113208,65.546645,0.037736,68,17.084906,0.075472,3,21,1,16.666667,0.035915,0.481997,0,0.013981,0.013981,589,11.113208,0.414655,0,0,12,14,12,15
bqwh-15-106-79_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,95.333333,?,?,?,?,?,?,?,0.442842,?,?,?,?,?,?
bqwh-15-106-7_ext.xml.minion.converted.minion.gz,1,243,0.015167,0.419787,0.122642,96,0.103774,0.104582,0.103596,0.103774,64.8442,0.028302,65,16.632075,0.075472,0,23,1,12.5,0.005721,0.492803,0,0.014083,0.014083,582,10.981132,0.303915,0,0,11,13,12,15
bqwh-15-106-7_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,97,?,?,?,?,?,?,?,0.435496,?,?,?,?,?,?
