@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC

@DATA
SAT_Competition2007/industrial/industrial/grieu/vmpc_34.cnf,1,0.3937,0.006,0.6917,0.6917,0,0.2903,0.9412,0.9996,0.6917,0.5349,0.6733,0.0013,0.9996,0.6918,0,0.6745
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,0.0691,0.043,0.1609,0.0415,0.3589,1.8378,0.5196,0.1927,0.4201,1,0.6269,0.0511,0.1242,0.2444,0.1731,0.4487
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,0.1414,0.1969,0.5528,0.1564,0.2478,2.0429,0.2432,0.8375,0.5657,0.9032,1.1171,0.1846,0.4259,0.4065,0.1749,1.2298
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-27.cnf,1,0.3121,0.1818,0.3926,0.1647,0.2634,2.5713,0.9359,0.6876,0.6173,0.6667,1.3734,0.1284,0.6008,0.3976,0.1064,1.5682
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,0.9679,0.0143,1,0.9965,1,4.2266,0.4532,0.9716,1,1,0.2542,0.2828,0.9716,0.9277,0.2505,0.416
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_06_UNSAT.cnf,1,0.0307,0.0114,0.6193,0.3856,0.1135,2.515,0.8291,0.8611,0.6819,0.9481,0.6694,0.2868,0.8611,0.5419,0.0039,0.742
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,1,0.1924,0.1159,0.682,0.4968,1,3.1716,0.5881,0.7542,0.7398,1,1.3179,0.1633,0.5524,0.6073,0.1249,1.4271
SAT_RACE2006/SAT-Race_TS_2/velev-sss-1.0-05.cnf,1,0.8087,0.0912,0.8379,0.672,0.4311,3.6462,0.978,0.863,0.8903,0.7576,0.9875,0.1769,0.8499,0.7454,0.0903,1.4966
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,0.2859,0.1947,0.385,0.2245,0.2229,2.991,0.0978,0.7131,0.5459,0.6,1.3554,0.1074,0.4972,0.3893,0.0829,1.582
SAT_RACE2008/manol-pipe-c8nidw.cnf,1,0.1213,0.1274,0.6543,0.5065,0.4632,2.7561,0.0654,0.4631,0.7642,0.9699,1.6294,0.1501,0.4684,0.6006,0.1493,1.7719
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-27r-k95.cnf,1,0.5577,0.1448,0.6062,0.2999,0.3508,3.3709,0.2308,0.7059,0.8217,0.7333,1.6003,0.1394,0.6518,0.5511,0.1081,1.9376
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-g10idw.cnf,1,0.1375,0.1309,0.6357,0.4959,0.4582,2.7719,0.1325,0.4593,0.7493,0.9658,1.6432,0.1528,0.4698,0.5841,0.1441,1.8022
SAT_RACE2008/anbul-dated-5-15-u.cnf,1,0.5939,0.1704,0.6355,0.2234,0.2023,3.1086,0.6685,0.9031,0.8014,0.7895,1.0111,0.1578,0.7491,0.5278,0.0319,1.3593
SAT_Competition2011/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,0.401,0.0718,0.7812,0.3948,0.3646,3.7986,0.5203,0.5813,0.8867,0.9487,1.9839,0.249,0.6514,0.6507,0.1091,1.9957
SAT_RACE2006/SAT-Race_TS_1/velev-vliw-uns-2.0-02.cnf,1,0.88,0.0633,0.9346,0.7543,0.4806,4.0364,0.6582,0.923,0.9681,0.9862,0.7058,0.2563,0.9118,0.7909,0.2332,1.1305
SAT_Competition2011/SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.2182,0.2408,0.1765,0.097,0.3216,2.1014,0.9885,0.8797,0.3348,0.5,0.9578,0.0924,0.5005,0.2421,0.0724,1.1962
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,0.1646,0.1524,0.4495,0.1652,0.3151,3.001,0.3234,0.5858,0.5997,0.9989,1.4231,0.1209,0.4893,0.3962,0.1556,1.4746
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,0.4233,0.1619,0.7375,0.3665,0.4958,3.0313,0.7313,0.8494,0.9333,1,1.2545,0.1727,0.4774,0.6418,0.1291,1.4959
SAT_RACE2008/cmu-bmc-barrel6.cnf,1,0.1614,0.1325,0.1699,0.0077,0.3335,1.4903,0.9802,0.5641,0.8923,0.8783,1.2493,0.2281,0.5529,0.4146,0.205,1.7604
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,0.1104,0.1892,0.0484,0.0134,0.2705,1.2747,0.0924,0.6279,0.3532,0.6667,0.9672,0.056,0.5247,0.1721,0.0869,1.1452
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxor/minxor128.cnf,1,0.3615,0.0869,0.8151,0.4325,0.4697,2.0088,0.4032,0.4887,0.8283,0.9375,1.8766,0.2432,0.416,0.6221,0.2035,2.0364
SAT_RACE2008/ibm-2002-22r-k80.cnf,1,0.541,0.1378,0.6564,0.3583,0.4742,3.6848,0.1377,0.6817,0.8337,1,1.6016,0.1665,0.6074,0.5856,0.1085,1.9393
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,0.2671,0.214,0.2573,0.1464,0.4592,2.2843,0.5725,0.826,0.5153,0.8483,1.221,0.1814,0.5216,0.2938,0.1325,1.3966
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,0.5038,0.1247,0.3994,0.1047,0.2529,3.2097,0.4364,0.9377,0.738,1,0.9574,0.1632,0.7152,0.4245,0.036,1.2685
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c8b_i.cnf,1,0.1282,0.1428,0.5806,0.2779,0.4309,3.1276,0.4102,0.5565,0.785,0.957,1.6069,0.1606,0.52,0.5393,0.1525,1.7195
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-11.cnf,1,0.4719,0.1567,0.5865,0.2238,0.305,2.7545,0.5978,0.7833,0.9158,0.8889,1.27,0.2412,0.7037,0.564,0.0867,1.4569
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04.cnf,1,0.7405,0.0811,0.8739,0.7109,0.2072,3.988,0.9817,0.8402,0.9415,0.8857,1.155,0.2225,0.8224,0.7685,0.071,1.6003
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_14_UNSAT.cnf,1,0.0152,0.0063,0.4888,0.3329,0.1938,2.5069,0.7818,0.9337,0.7568,0.922,0.3918,0.2967,0.9337,0.5227,0.035,0.6025
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,0.8664,0.0503,1,0.9702,0.5,2.9827,0.1167,0.9106,1,0.9688,0.7386,0.2785,0.9141,0.9393,0.1777,1.1132
SAT_RACE2006/SAT-Race-Benchmarks/maris-s03-gripper11.cnf,1,0.9164,0.1185,0.7916,0.7337,0.3144,1.7838,0.5471,0.9225,0.9571,0.9216,0.3357,0.2615,0.9164,0.7714,0.1007,0.9092
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,0.5497,0.1536,0.7472,0.2511,0.0912,2.8965,0.6263,0.863,0.863,0.8,1.0832,0.1478,0.7052,0.5737,0.0499,1.4231
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-47-5.cnf,1,0.0724,0.17,0.0107,0.0001,0.1579,0.9786,0.075,0.5427,0.0889,0.3333,0.9028,0.0385,0.5294,0.0823,0.0483,1.0064
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,0.9876,0.1467,0.9186,0.5847,0.5906,1.3643,0.381,0.988,0.9641,1,0.0857,0.2358,0.9876,0.7892,0.4215,0.7456
SAT-Race-2010-CNF/mixed/diagnosis/UTI-20-10p0.cnf,1,0.5243,0.1468,0.7926,0.3512,0.0861,2.9027,0.5939,0.8684,0.8883,0.8333,1.092,0.1493,0.6977,0.6475,0.0461,1.4142
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p0.cnf,1,0.5236,0.1469,0.7802,0.3056,0.0812,2.8561,0.4749,0.8661,0.8861,0.8333,1.0934,0.148,0.6966,0.6212,0.0472,1.4149
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-o-uns-1.0-7.cnf,1,0.8385,0.0302,0.9967,0.8727,0.5,4.2533,0.5936,0.9559,1,0.9716,0.7001,0.2722,0.955,0.8623,0.3483,1.0469
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,1,0.5361,0.2059,0.9116,0.8251,0.5,1.7972,0.6435,0.7837,0.9751,0.9994,1.2359,0.1574,0.8946,0.8709,0.2967,1.2799
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_07_UNSAT.cnf,1,0.0265,0.0102,0.5672,0.4329,0.114,2.6432,0.8724,0.8779,0.6128,0.9398,0.6203,0.2785,0.8779,0.5421,0.0068,0.7803
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.2182,0.2408,0.1765,0.097,0.3216,2.1014,0.988,0.8797,0.3348,0.5,0.9578,0.0924,0.5005,0.2421,0.0724,1.1962
SAT_RACE2008/velev-engi-uns-1.0-4nd.cnf,1,0.7426,0.0808,0.8718,0.7081,0.2146,4.0084,0.9266,0.841,0.9416,0.8841,1.1497,0.2222,0.8232,0.7678,0.0692,1.5953
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.2983,0.2105,0.3114,0.1464,0.3748,2.8812,0.9919,0.7638,0.4978,0.7391,1.4418,0.1826,0.5498,0.3349,0.1333,1.5923
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,0.6147,0.1804,0.7371,0.2365,0.1348,2.8874,0.7374,0.872,0.833,0.7778,1.0227,0.1619,0.7454,0.572,0.032,1.3852
SAT_RACE2008/velev-fvp-sat-3.0-b18.cnf,1,0.4972,0.0308,0.808,0.5941,0.5,3.9795,0.491,0.9744,0.9971,0.9394,0.8854,0.2971,0.9764,0.7708,0.4959,1.0885
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_33.cnf,1,0.3935,0.0061,0.6916,0.6916,0,0.2896,0.912,0.9996,0.6916,0.5348,0.6734,0.0013,0.9996,0.6917,0,0.6747
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,0.1962,0.1714,0.1741,0.0496,0.2424,2.7463,0.5617,0.5657,0.4805,0.8333,1.4537,0.1553,0.509,0.271,0.1321,1.6477
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,0.5147,0.1437,0.7756,0.3367,0.0818,2.9565,0.6016,0.8696,0.8763,0.84,1.1035,0.1492,0.6924,0.6313,0.0406,1.4213
SAT_Competition2007/industrial/industrial/grieu/vmpc_33.cnf,1,0.3935,0.0061,0.6916,0.6916,0,0.2896,0.9172,0.9996,0.6916,0.5348,0.6734,0.0013,0.9996,0.6917,0,0.6747
SAT_RACE2006/SAT-Race-Benchmarks/hoons-vbmc-lucky7.cnf,1,0.4138,0.1742,0.4539,0.2666,0.1473,2.5999,0.6803,0.6448,0.6842,0.6667,1.6131,0.1054,0.5305,0.4711,0.0481,1.8563
SAT-Race-2010-CNF/mixed/palacios/safe-30-h30-sat.cnf,1,0.381,0.0422,0.667,0.3745,0.2877,4.1022,0.847,0.6394,0.9035,0.9063,2.2077,0.2886,0.6603,0.6236,0.1625,2.129
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-17-s100.cnf,1,0.6627,0.2406,0.8525,0.7551,0.1711,2.3715,0.7094,0.9394,0.901,0.7778,0.9825,0.1527,0.8954,0.7565,0.0559,1.1314
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,0.5811,0.1487,0.6646,0.3267,0.2227,3.4699,0.365,0.7194,0.8233,0.7647,1.5059,0.1577,0.6716,0.5802,0.0837,1.8072
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9.cnf,1,0.1605,0.1489,0.5839,0.3185,0.434,3.3994,0.643,0.5778,0.7856,0.95,1.6868,0.1665,0.546,0.539,0.1511,1.8041
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c10ni_s.cnf,1,0.1144,0.1259,0.6315,0.4656,0.4606,2.794,0.1246,0.4652,0.7439,0.9699,1.6807,0.1482,0.4647,0.5838,0.143,1.845
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,0.9588,0.0716,0.9333,0.8861,0.1855,1.7572,0.738,0.9646,0.9569,0.9091,0.2585,0.2545,0.9588,0.889,0.0013,0.8577
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,0.2645,0.2139,0.2559,0.1465,0.4589,2.2615,0.7353,0.8274,0.5252,0.8483,1.2161,0.1816,0.5192,0.293,0.1327,1.3947
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0.5776,0.1666,0.6352,0.2205,0.2025,3.1127,0.661,0.8998,0.805,0.8095,1.0226,0.1573,0.7403,0.527,0.032,1.3599
SAT_RACE2006/SAT-Race-Benchmarks/velev-npe-1.0-9dlx-b71.cnf,1,0.8762,0.0604,0.9961,0.9904,0.5,3.7126,0.8041,0.9399,0.9987,1,0.6635,0.2114,0.9408,0.9772,0.0318,1.2151
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,0.1253,0.1805,0.1568,0.0396,0.2404,2.258,0.2614,0.7219,0.5606,0.875,1.3466,0.2443,0.3808,0.2712,0.2402,1.5225
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0.3399,0.2468,0.1062,0.0794,0.2792,1.8815,0.5565,0.8689,0.3209,0.6364,0.9998,0.0733,0.5256,0.1845,0.0488,1.2126
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.1-b7.cnf,1,0.8293,0.0178,0.9995,0.7693,0.5,4.0372,0.2209,0.9406,1,0.9848,0.7405,0.3273,0.9403,0.8043,0.3607,0.8957
SAT_RACE2008/simon-s02b-r4b1k1.1.cnf,1,0.7751,0.1484,0.8851,0.8106,0.0827,2.4435,0.9041,0.8234,0.9142,0.7273,0.9445,0.1231,0.6226,0.7969,0.0259,1.3864
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h13-unsat.cnf,1,0.1643,0.1522,0.4477,0.1656,0.2865,3.0197,0.6541,0.586,0.5965,0.9989,1.4215,0.122,0.4882,0.3937,0.1546,1.4773
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-08.cnf,1,0.9263,0.0121,1,0.9978,0.5,4.2548,0.0691,0.9762,1,0.9853,0.3939,0.278,0.9761,0.9261,0.232,0.5291
SAT_Competition2011/SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.0807,0.171,0.0044,0.0001,0.2106,0.8221,0.1129,0.5286,0.061,0.4,0.9174,0.0382,0.5289,0.0753,0.0447,1.0359
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-03.cnf,1,0.8795,0.0584,0.9936,0.9584,0.5,3.9568,0.3654,0.9299,0.9992,0.9918,0.688,0.2553,0.9366,0.9416,0.1897,1.1937
SAT_Competition2011/SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.585,0.1733,0.7644,0.2751,0.1345,2.8426,0.7175,0.8731,0.8447,0.8182,1.0373,0.1638,0.732,0.5835,0.0292,1.3791
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,0.401,0.0718,0.7812,0.3948,0.3646,3.7986,0.5482,0.5813,0.8867,0.9487,1.9839,0.249,0.6514,0.6507,0.1091,1.9957
SAT-Race-2010-CNF/mixed/grieu/vmpc_27.cnf,1,0.3922,0.0075,0.692,0.692,0,0.0208,0.9405,0.9994,0.692,0.5339,0.6742,0.0018,0.9994,0.6921,0,0.676
SAT_Competition2011/SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,0.1291,0.1264,0.6619,0.5458,0.4548,2.7419,0.1213,0.4442,0.7547,0.9385,1.6713,0.1566,0.4753,0.605,0.1489,1.8279
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor032.cnf,1,0.2904,0.2016,0.3069,0.1418,0.4094,2.6553,0.9103,0.7714,0.4951,0.9118,1.4217,0.1884,0.543,0.3261,0.1293,1.5426
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw.cnf,1,0.1248,0.1314,0.6297,0.4463,0.4708,2.8815,0.1005,0.4689,0.7527,0.9597,1.6274,0.152,0.4618,0.5755,0.1484,1.7626
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,0.2993,0.2009,0.337,0.1583,0.3296,2.9811,0.2261,0.6497,0.5433,0.6667,1.414,0.1211,0.5144,0.3631,0.1526,1.5753
SAT_Competition2009/APPLICATION/SAT_RACE06/goldb-heqc-term1mul.cnf,1,0.2298,0.1571,0.6866,0.5426,0.312,2.0588,0.5659,0.6918,0.7393,0.6667,1.0664,0.0714,0.2505,0.618,0.0836,1.2781
SAT-Race-2010-CNF/software-verification/bitverif/countbitsrotate128.cnf,1,0.3196,0.2434,0.0917,0.0715,0.2788,1.3426,0.1381,0.8801,0.1248,0.8667,0.9439,0.0613,0.4988,0.1346,0.0466,1.1433
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_11_UNKNOWN.cnf,1,0.0229,0.0096,0.5366,0.3694,0.2033,2.5209,0.8129,0.9179,0.7159,0.9027,0.481,0.2952,0.9179,0.5245,0.0251,0.6948
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-col400-16.cnf,1,0.4007,0.2383,0.4935,0.1048,0.2314,2.0674,0.3611,0.8401,0.7,0.8286,1.048,0.1058,0.5747,0.4145,0.0877,1.2616
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,0.0244,0.0101,0.5248,0.4513,0.1681,2.3619,0.8561,0.9015,0.6118,0.921,0.5424,0.2908,0.9015,0.5267,0.0218,0.7395
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-g10nid.cnf,1,0.1381,0.1291,0.6562,0.5147,0.4629,2.7281,0.0817,0.4528,0.7746,0.9732,1.641,0.151,0.4708,0.6075,0.1498,1.7916
SAT-Race-2010-CNF/cryptography/mizh/md5_48_1.cnf,1,0.0718,0.1696,0.0104,0.0001,0.1579,0.971,0.0907,0.5408,0.0878,0.3333,0.9017,0.0385,0.5294,0.082,0.0485,1.0047
SAT_RACE2008/mizh-sha0-35-4.cnf,1,0.0826,0.172,0.006,0.0002,0.2106,0.8469,0.1059,0.5337,0.0666,0.2727,0.921,0.0385,0.5303,0.0776,0.0447,1.0397
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-live-uns-2.0-ebuf.cnf,1,0.7671,0.0747,0.9003,0.734,0.4734,4.0345,0.6542,0.8811,0.9529,1,1.0423,0.215,0.8747,0.7974,0.0557,1.5002
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,0.6349,0.1832,0.6811,0.2634,0.2008,3.0656,0.6764,0.8875,0.8135,0.7333,1.0074,0.1564,0.7637,0.5535,0.0321,1.3816
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-2.cnf,1,0.0718,0.1696,0.0103,0.0001,0.1579,0.9713,0.0809,0.5407,0.0878,0.3333,0.9018,0.0385,0.5293,0.0819,0.0485,1.0045
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-dp11u10.cnf,1,0.3324,0.2051,0.4679,0.2337,0.1985,2.9669,0.7052,0.7743,0.6241,0.6364,1.3002,0.1062,0.5223,0.4298,0.0906,1.5074
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1138.cnf,1,0.093,0.2103,0.156,0.1488,1,1.7663,0.431,0.8329,0.1919,1,1.0117,0.0959,0.3574,0.1953,0.1241,1.2332
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-g7nidw.cnf,1,0.1379,0.1345,0.6115,0.3843,0.4595,2.9736,0.1617,0.475,0.7349,0.9699,1.699,0.1583,0.4771,0.5454,0.1495,1.854
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,1,0.9607,0.0573,0.9834,0.9619,0.5,1.6815,0.4021,0.9978,0.9918,0.9938,0.1793,0.3258,0.9607,0.961,0.0734,0.65
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,0.8536,0.1112,0.7047,0.6004,0.1168,1.9147,0.9316,0.8564,0.7378,1,0.5787,0.1777,0.8536,0.6848,0.088,0.3247
SAT_RACE2006/SAT-Race_TS_1/grieu-vmpc-s05-24s.cnf,1,0.3914,0.0085,0.6934,0.6934,0,0.3614,0.9396,0.9993,0.6934,0.5333,0.6749,0.0021,0.5968,0.6935,0,1.0494
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,0.3927,0.007,0.6916,0.6916,0,0,0.9287,0.9995,0.6916,0.5297,0.6739,0.0016,0.9995,0.6918,0,0.6754
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,0.1544,0.1827,0.1584,0.0452,0.2404,2.3887,0.3592,0.7291,0.5279,0.875,1.3838,0.2397,0.3871,0.2662,0.2402,1.5391
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c7idw_s.cnf,1,0.1217,0.1378,0.6214,0.4357,0.4587,2.94,0.1571,0.4629,0.7524,0.9677,1.6029,0.1539,0.4521,0.5708,0.1492,1.7512
SAT_Competition2007/industrial/industrial/palacios/medium/sortnet-7-ipc5-h16-sat.cnf,1,0.4291,0.08,0.7862,0.4445,0.3243,3.8206,0.6961,0.6036,0.9087,0.9216,1.8884,0.2312,0.6681,0.6695,0.0892,1.9296
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,0.9608,0.057,0.9835,0.962,0.5,1.6503,0.2498,0.9978,0.9919,0.9938,0.1785,0.3261,0.9608,0.9613,0.0731,0.6483
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,0.2605,0.2003,0.3059,0.1196,0.4996,2.1336,0.2788,0.7861,0.523,0.9365,1.3418,0.1515,0.579,0.3405,0.1219,1.4861
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p1.cnf,1,0.5133,0.1451,0.7735,0.3183,0.0822,2.9245,0.3142,0.87,0.8816,0.84,1.0813,0.1477,0.691,0.6217,0.0444,1.3971
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-20-s100.cnf,1,0.6615,0.2411,0.8533,0.7532,0.1715,2.3252,0.6519,0.9409,0.9016,0.7778,0.9765,0.1504,0.8942,0.7539,0.0555,1.1286
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-5-17-u.cnf,1,0.5753,0.1656,0.6486,0.2039,0.2021,3.0708,0.536,0.9015,0.8112,0.8095,1.0211,0.1596,0.7406,0.5266,0.0317,1.3577
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0.5625,0.155,0.7734,0.2554,0.095,2.8898,0.6177,0.8596,0.8723,0.7895,1.0802,0.1493,0.7119,0.5813,0.0516,1.4285
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-16.cnf,1,0.1674,0.1786,0.1194,0.0573,0.2371,1.3141,0.5928,0.5703,0.3617,0.625,1.0929,0.065,0.6044,0.2064,0.047,1.1494
SAT_Competition2009/APPLICATION/SAT07/industrial/narain/clauses-8.cnf,1,0.5361,0.2059,0.9116,0.8251,0.5,1.7972,0.6609,0.7837,0.9751,0.9994,1.2359,0.1574,0.8946,0.8709,0.2967,1.2799
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-r4b1k1.1.cnf,1,0.7715,0.1476,0.8832,0.8029,0.0951,2.5823,0.8739,0.8199,0.914,0.7037,0.9648,0.1272,0.6126,0.7941,0.0257,1.3915
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand032.cnf,1,0.3015,0.1873,0.2953,0.1295,0.3944,2.5396,0.7711,0.743,0.4885,0.7895,1.5097,0.1824,0.5009,0.3259,0.1134,1.6233
SAT_RACE2008/marijn-philips.cnf,1,0.1856,0.2233,0.2595,0.1789,0.3251,1.8379,0.9888,0.7674,0.3335,0.5,1.0154,0.0898,0.5046,0.25,0.0646,1.3062
SAT_Competition2011/SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,0.6204,0.1296,0.626,0.221,0.3217,3.4396,0.1918,0.7904,0.8409,0.907,1.3418,0.2054,0.7078,0.5441,0.1211,1.5838
SAT-Race-2010-CNF/software-verification/nec/hard-10-U-9007.cnf,1,0.3897,0.1467,0.7588,0.3297,0.5,3.3433,0.2302,0.6828,1,0.9951,1.757,0.207,0.4437,0.6516,0.3982,1.9041
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g7nidw.cnf,1,0.1379,0.1345,0.6115,0.3843,0.4595,2.9736,0.1871,0.475,0.7349,0.9699,1.699,0.1583,0.4771,0.5454,0.1495,1.854
