@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC

@DATA
composed-25-1-25-5_ext.xml.minion.gz,1,673,0.128019,0.566704,0.636364,160,0.545455,0.467803,0.453627,0.484848,184.740891,0.212121,151,14.969697,0.363636,36,142
composed-25-1-25-6_ext.xml.minion.gz,1,670,0.12867,0.575202,0.636364,160,0.515152,0.467803,0.453627,0.484848,185.161943,0.181818,151,14.969697,0.363636,35,143
composed-25-1-25-7_ext.xml.minion.gz,1,676,0.128237,0.56709,0.636364,160,0.515152,0.467803,0.453627,0.484848,185.242915,0.181818,149,14.969697,0.393939,40,140
composed-25-1-25-8_ext.xml.minion.gz,1,666,0.135824,0.574442,0.666667,160,0.575758,0.467803,0.453627,0.484848,184.356275,0.212121,151,14.969697,0.363636,40,141
composed-25-1-25-9_ext.xml.minion.gz,1,680,0.133343,0.56931,0.636364,158,0.545455,0.467803,0.453627,0.515152,184.692308,0.212121,150,14.969697,0.393939,40,141
composed-25-1-2-5_ext.xml.minion.gz,1,673,0.146952,0.670412,0.636364,161,0.545455,0.424242,0.411387,0.454545,198.607143,0.151515,152,13.575758,0.363636,50,144
composed-25-1-2-6_ext.xml.minion.gz,1,670,0.147331,0.672753,0.606061,161,0.515152,0.424242,0.411387,0.454545,199.098214,0.090909,152,13.575758,0.363636,38,146
composed-25-1-2-7_ext.xml.minion.gz,1,676,0.145047,0.661122,0.575758,161,0.515152,0.424242,0.411387,0.484848,198.90625,0.151515,152,13.575758,0.393939,47,144
composed-25-1-2-8_ext.xml.minion.gz,1,666,0.147519,0.67409,0.606061,161,0.575758,0.424242,0.411387,0.484848,198.1875,0.121212,153,13.575758,0.363636,51,144
composed-25-1-2-9_ext.xml.minion.gz,1,680,0.149952,0.667431,0.606061,159,0.545455,0.424242,0.411387,0.484848,198.473214,0.151515,152,13.575758,0.393939,46,145
composed-25-1-40-0_ext.xml.minion.gz,1,677,0.115994,0.555803,0.666667,159,0.484848,0.496212,0.481175,0.515152,176.133588,0.212121,147,15.878788,0.424242,37,139
composed-25-1-40-1_ext.xml.minion.gz,1,674,0.131297,0.568,0.727273,158,0.545455,0.496212,0.481175,0.484848,176.965649,0.181818,149,15.878788,0.393939,39,138
composed-25-1-40-2_ext.xml.minion.gz,1,669,0.127207,0.558631,0.757576,158,0.575758,0.496212,0.481175,0.484848,176.541985,0.212121,148,15.878788,0.363636,39,137
composed-25-1-40-3_ext.xml.minion.gz,1,675,0.114058,0.550562,0.636364,159,0.545455,0.496212,0.481175,0.515152,176.816794,0.242424,148,15.878788,0.393939,40,140
composed-25-1-40-4_ext.xml.minion.gz,1,675,0.118838,0.54616,0.666667,159,0.515152,0.496212,0.481175,0.515152,177.557252,0.242424,149,15.878788,0.363636,37,140
composed-25-1-40-5_ext.xml.minion.gz,1,673,0.118368,0.55894,0.666667,159,0.545455,0.496212,0.481175,0.484848,177.125954,0.272727,149,15.878788,0.363636,36,140
composed-25-1-40-6_ext.xml.minion.gz,1,670,0.118133,0.566287,0.666667,159,0.515152,0.496212,0.481175,0.515152,177.301527,0.242424,150,15.878788,0.363636,35,140
composed-25-1-40-7_ext.xml.minion.gz,1,676,0.120696,0.569049,0.666667,159,0.515152,0.496212,0.481175,0.515152,177.458015,0.181818,148,15.878788,0.393939,40,138
composed-25-1-40-8_ext.xml.minion.gz,1,666,0.126768,0.560348,0.69697,159,0.575758,0.496212,0.481175,0.515152,176.553435,0.242424,150,15.878788,0.363636,40,138
composed-25-1-40-9_ext.xml.minion.gz,1,680,0.122527,0.557759,0.69697,157,0.545455,0.496212,0.481175,0.515152,176.977099,0.242424,149,15.878788,0.393939,39,139
composed-25-1-80-0_ext.xml.minion.gz,1,677,0.089361,0.581501,0.727273,157,0.575758,0.57197,0.554637,0.575758,159.291391,0.363636,145,18.30303,0.424242,35,58
composed-25-1-80-1_ext.xml.minion.gz,1,674,0.11736,0.608253,0.787879,156,0.575758,0.57197,0.554637,0.545455,160.122517,0.333333,146,18.30303,0.424242,37,60
composed-25-1-80-2_ext.xml.minion.gz,1,669,0.101052,0.588095,0.787879,156,0.575758,0.57197,0.554637,0.575758,159.731788,0.363636,145,18.30303,0.424242,28,61
composed-25-1-80-3_ext.xml.minion.gz,1,675,0.090598,0.596033,0.727273,156,0.575758,0.57197,0.554637,0.575758,160.07947,0.30303,146,18.30303,0.454545,37,60
composed-25-1-80-4_ext.xml.minion.gz,1,675,0.099665,0.585685,0.787879,157,0.515152,0.57197,0.554637,0.545455,160.725166,0.363636,147,18.30303,0.393939,37,62
composed-25-1-80-5_ext.xml.minion.gz,1,673,0.09826,0.586212,0.757576,157,0.545455,0.57197,0.554637,0.545455,159.990066,0.333333,146,18.30303,0.393939,31,60
composed-25-1-80-6_ext.xml.minion.gz,1,670,0.095386,0.586212,0.787879,157,0.515152,0.57197,0.554637,0.545455,160.764901,0.363636,148,18.30303,0.424242,35,61
composed-25-1-80-7_ext.xml.minion.gz,1,676,0.09121,0.588976,0.727273,158,0.515152,0.57197,0.554637,0.575758,160.480132,0.363636,146,18.30303,0.424242,39,61
composed-25-1-80-8_ext.xml.minion.gz,1,666,0.095386,0.576743,0.69697,157,0.575758,0.57197,0.554637,0.575758,159.857616,0.363636,146,18.30303,0.393939,37,59
composed-25-1-80-9_ext.xml.minion.gz,1,680,0.092121,0.582989,0.727273,155,0.545455,0.57197,0.554637,0.575758,160.086093,0.333333,147,18.30303,0.393939,39,60
composed-75-1-2-0_ext.xml.minion.gz,1,668,0.052681,0.262333,0.289157,158,0.228916,0.183368,0.181158,0.180723,166.641026,0.048193,150,15.036145,0.13253,48,142
composed-75-1-2-1_ext.xml.minion.gz,1,668,0.058978,0.269018,0.301205,159,0.289157,0.183368,0.181158,0.180723,167.740385,0.048193,152,15.036145,0.13253,37,144
composed-75-1-2-2_ext.xml.minion.gz,1,671,0.052348,0.268823,0.277108,158,0.277108,0.183368,0.181158,0.192771,167.009615,0.048193,150,15.036145,0.13253,48,142
composed-75-1-2-3_ext.xml.minion.gz,1,679,0.052979,0.254974,0.277108,158,0.253012,0.183368,0.181158,0.192771,167.424679,0.048193,150,15.036145,0.144578,49,144
composed-75-1-2-4_ext.xml.minion.gz,1,684,0.055368,0.261224,0.325301,158,0.228916,0.183368,0.181158,0.180723,167.706731,0.060241,150,15.036145,0.144578,55,143
composed-75-1-25-0_ext.xml.minion.gz,1,668,0.049057,0.224882,0.301205,158,0.228916,0.190126,0.187836,0.180723,162.530139,0.072289,149,15.590361,0.13253,37,142
composed-75-1-25-1_ext.xml.minion.gz,1,668,0.05385,0.226102,0.301205,158,0.289157,0.190126,0.187836,0.192771,163.496136,0.084337,151,15.590361,0.13253,32,142
composed-75-1-25-2_ext.xml.minion.gz,1,671,0.047426,0.231866,0.277108,157,0.277108,0.190126,0.187836,0.192771,162.882535,0.048193,150,15.590361,0.13253,41,141
composed-75-1-25-3_ext.xml.minion.gz,1,679,0.048807,0.217754,0.289157,158,0.253012,0.190126,0.187836,0.192771,163.309119,0.072289,149,15.590361,0.144578,42,143
composed-75-1-25-4_ext.xml.minion.gz,1,684,0.05098,0.224724,0.337349,158,0.228916,0.190126,0.187836,0.192771,163.551777,0.072289,150,15.590361,0.144578,43,143
composed-75-1-25-5_ext.xml.minion.gz,1,686,0.054624,0.230807,0.313253,158,0.26506,0.190126,0.187836,0.192771,164.139104,0.072289,151,15.590361,0.13253,32,144
composed-75-1-25-6_ext.xml.minion.gz,1,681,0.051152,0.244278,0.313253,159,0.240964,0.190126,0.187836,0.192771,164.114374,0.072289,151,15.590361,0.13253,39,144
composed-75-1-25-7_ext.xml.minion.gz,1,687,0.052368,0.228724,0.301205,158,0.216867,0.190126,0.187836,0.192771,163.35085,0.072289,150,15.590361,0.13253,35,142
composed-75-1-25-8_ext.xml.minion.gz,1,666,0.051865,0.236119,0.337349,158,0.289157,0.190126,0.187836,0.180723,163.162287,0.072289,150,15.590361,0.13253,41,142
composed-75-1-25-9_ext.xml.minion.gz,1,678,0.054463,0.234371,0.349398,157,0.26506,0.190126,0.187836,0.192771,162.976816,0.060241,150,15.590361,0.13253,37,142
composed-75-1-2-5_ext.xml.minion.gz,1,686,0.05787,0.269393,0.301205,158,0.26506,0.183368,0.181158,0.192771,168.439103,0.060241,151,15.036145,0.13253,46,145
composed-75-1-2-6_ext.xml.minion.gz,1,681,0.054637,0.278807,0.289157,159,0.240964,0.183368,0.181158,0.192771,168.258013,0.036145,151,15.036145,0.13253,50,144
composed-75-1-2-7_ext.xml.minion.gz,1,687,0.057446,0.264417,0.301205,158,0.216867,0.183368,0.181158,0.192771,167.490385,0.048193,150,15.036145,0.13253,35,143
composed-75-1-2-8_ext.xml.minion.gz,1,666,0.055746,0.277364,0.337349,158,0.289157,0.183368,0.181158,0.180723,167.375,0.048193,151,15.036145,0.13253,46,143
composed-75-1-2-9_ext.xml.minion.gz,1,678,0.057385,0.263939,0.337349,157,0.26506,0.183368,0.181158,0.192771,167.161859,0.060241,150,15.036145,0.13253,50,143
composed-75-1-40-0_ext.xml.minion.gz,1,668,0.046377,0.212898,0.313253,157,0.228916,0.194534,0.19219,0.192771,160.024169,0.108434,149,15.951807,0.13253,37,141
composed-75-1-40-1_ext.xml.minion.gz,1,668,0.050941,0.215697,0.313253,158,0.289157,0.194534,0.19219,0.192771,160.91994,0.096386,151,15.951807,0.13253,32,142
composed-75-1-40-2_ext.xml.minion.gz,1,671,0.04527,0.224195,0.289157,157,0.277108,0.194534,0.19219,0.192771,160.332326,0.048193,149,15.951807,0.13253,41,141
composed-75-1-40-3_ext.xml.minion.gz,1,679,0.045655,0.209122,0.289157,157,0.253012,0.194534,0.19219,0.192771,160.723565,0.084337,149,15.951807,0.144578,42,142
composed-75-1-40-4_ext.xml.minion.gz,1,684,0.048659,0.213297,0.337349,158,0.228916,0.194534,0.19219,0.192771,160.944109,0.084337,149,15.951807,0.144578,42,141
composed-75-1-40-5_ext.xml.minion.gz,1,686,0.052096,0.220757,0.313253,157,0.26506,0.194534,0.19219,0.192771,161.626888,0.096386,151,15.951807,0.13253,32,143
composed-75-1-40-6_ext.xml.minion.gz,1,681,0.048117,0.23043,0.325301,158,0.240964,0.194534,0.19219,0.192771,161.55136,0.096386,150,15.951807,0.13253,39,143
composed-75-1-40-7_ext.xml.minion.gz,1,687,0.050111,0.217124,0.325301,158,0.216867,0.194534,0.19219,0.192771,160.702417,0.084337,149,15.951807,0.13253,35,141
composed-75-1-40-8_ext.xml.minion.gz,1,666,0.050111,0.230956,0.337349,157,0.289157,0.194534,0.19219,0.192771,160.57855,0.096386,150,15.951807,0.13253,39,142
composed-75-1-40-9_ext.xml.minion.gz,1,678,0.052696,0.227325,0.349398,157,0.26506,0.194534,0.19219,0.192771,160.432024,0.060241,149,15.951807,0.13253,35,142
composed-75-1-80-0_ext.xml.minion.gz,1,668,0.041661,0.204861,0.313253,157,0.228916,0.206289,0.203803,0.204819,153.69943,0.120482,147,16.915663,0.144578,36,139
composed-75-1-80-1_ext.xml.minion.gz,1,668,0.049701,0.213763,0.313253,157,0.289157,0.206289,0.203803,0.204819,154.625356,0.108434,150,16.915663,0.13253,32,140
composed-75-1-80-2_ext.xml.minion.gz,1,671,0.044738,0.221543,0.289157,157,0.289157,0.206289,0.203803,0.204819,154.122507,0.072289,148,16.915663,0.144578,41,139
composed-75-1-80-3_ext.xml.minion.gz,1,679,0.042244,0.207188,0.301205,157,0.253012,0.206289,0.203803,0.204819,154.324786,0.084337,148,16.915663,0.144578,35,140
composed-75-1-80-4_ext.xml.minion.gz,1,684,0.044777,0.211376,0.337349,157,0.228916,0.206289,0.203803,0.204819,154.62963,0.120482,149,16.915663,0.144578,37,140
composed-75-1-80-5_ext.xml.minion.gz,1,686,0.047763,0.215537,0.313253,157,0.26506,0.206289,0.203803,0.204819,155.324786,0.096386,150,16.915663,0.13253,32,141
composed-75-1-80-6_ext.xml.minion.gz,1,681,0.045088,0.224287,0.337349,158,0.240964,0.206289,0.203803,0.192771,155.202279,0.096386,150,16.915663,0.144578,31,141
composed-75-1-80-7_ext.xml.minion.gz,1,687,0.047543,0.214484,0.325301,157,0.216867,0.206289,0.203803,0.204819,154.403134,0.108434,148,16.915663,0.144578,33,140
composed-75-1-80-8_ext.xml.minion.gz,1,666,0.046988,0.224434,0.349398,157,0.289157,0.206289,0.203803,0.204819,154.324786,0.108434,149,16.915663,0.144578,34,140
composed-75-1-80-9_ext.xml.minion.gz,1,678,0.046614,0.215048,0.349398,156,0.26506,0.206289,0.203803,0.204819,154.126781,0.108434,148,16.915663,0.144578,33,140
costasArray-10.xml.minion.convert.minion,1,999,0.082224,0.513473,0.333333,475,0.185185,0.176799,0.173525,0.157407,353.884892,0.055556,475,6.666667,0.185185,56,58
costasArray-11.xml.minion.convert.minion,1,1000,0.075065,0.534663,0.307692,484,0.169231,0.157692,0.155266,0.138462,357.735294,0.046154,484,6.784615,0.169231,44,56
costasArray-12.xml.minion.convert.minion,1,1000,0.068818,0.553993,0.285714,436,0.155844,0.142174,0.140327,0.12987,321.970588,0.038961,436,6.883117,0.155844,43,43
costasArray-13.xml.minion.convert.minion,1,1000,0.063359,0.572873,0.266667,469,0.144444,0.129338,0.127901,0.122222,340.298755,0.033333,469,6.966667,0.144444,37,37
costasArray-14.xml.minion.convert.minion,1,1000,0.058574,0.590109,0.25,499,0.134615,0.118559,0.117419,0.105769,361.576512,0.028846,499,7.038462,0.134615,35,45
costasArray-15.xml.minion.convert.minion,1,1000,0.054362,0.606573,0.235294,466,0.12605,0.109386,0.108467,0.10084,338.407407,0.02521,466,7.10084,0.12605,32,41
costasArray-16.xml.minion.convert.minion,1,1000,0.050636,0.621673,0.222222,490,0.118519,0.101493,0.100741,0.096296,352.405405,0.022222,490,7.155556,0.118519,30,38
costasArray-17.xml.minion.convert.minion,1,1000,0.047325,0.635974,0.210526,502,0.111842,0.094632,0.09401,0.085526,356.236277,0.019737,502,7.203947,0.111842,27,27
costasArray-18.xml.minion.convert.minion,1,1000,0.044369,0.649163,0.2,482,0.105882,0.088618,0.088097,0.082353,342.036093,0.017647,482,7.247059,0.105882,25,25
costasArray-19.xml.minion.convert.minion,1,1000,0.041719,0.661621,0.190476,489,0.100529,0.083305,0.082864,0.079365,345.31749,0.015873,489,7.285714,0.100529,22,22
costasArray-20.xml.minion.convert.minion,1,1000,0.039332,0.67317,0.181818,471,0.095694,0.078579,0.078203,0.076555,332.133562,0.014354,471,7.320574,0.095694,19,19
cril-0_ext.xml.minion.converted.minion,1,966,0.064984,0.523506,0.203704,873,0.185185,0.086362,0.085562,0.083333,758.702703,0,765,1.981481,0.092593,311,654
cril-0_ext.xml.minion.converted.minion.gz,1,966,0.064984,0.523506,0.203704,873,0.185185,0.086362,0.085562,0.083333,758.702703,0,765,1.981481,0.092593,311,654
cril-2_ext.xml.minion.converted.minion,1,665,0.0245,0.120583,0.168269,165,0.144231,0.094389,0.093935,0.096154,161.174213,0.019231,156,19.538462,0.067308,56,148
cril-3_ext.xml.minion.converted.minion,1,674,0.023195,0.116815,0.153846,165,0.134615,0.094389,0.093935,0.096154,161.223425,0.024038,156,19.538462,0.067308,50,148
cril-4_ext.xml.minion.converted.minion,1,989,0,1,0.977778,69,0.977778,1,0.977778,0.977778,52.512121,0.977778,56,44,0.977778,0,35
cril-5_ext.xml.minion.converted.minion,1,931,0,1,0.97619,10,0.97619,1,0.97619,0.97619,53.436702,0.97619,7,41,0.97619,6,7
cril-6_ext.xml.minion.converted.minion,1,984,0,0.563636,0.305556,96,0.305556,0.314286,0.305556,0.305556,147.03268,0.305556,96,9,0.305556,96,96
cril-6_ext.xml.minion.converted.minion.gz,1,984,0,0.563636,0.305556,96,0.305556,0.314286,0.305556,0.305556,147.03268,0.305556,96,9,0.305556,96,96
cril-7.ext.xml.minion.converted.minion,1,976,0,0.563636,0.305556,96,0.305556,0.314286,0.305556,0.305556,146.745098,0.305556,96,9,0.305556,96,96
cril-7.ext.xml.minion.converted.minion.gz,1,976,0,0.563636,0.305556,96,0.305556,0.314286,0.305556,0.305556,146.745098,0.305556,96,9,0.305556,96,96
crossword-m1-uk-23-10.xml.minion.WOR.minion.gz,1,1000,0.141162,0.750563,0.686147,0,0.668831,0.49145,0.490386,0.512987,73.938639,0.106061,0,48.38961,0.469697,0,0
crossword-m1-words-15-01.xml.minion.WOR.minion.gz,1,1000,0.094767,0.775067,0.671958,0,0.656085,0.476528,0.474007,0.481481,113.362702,0.21164,0,29.259259,0.375661,0,0
crossword-m1-words-15-06.xml.minion.WOR.minion.gz,1,1000,0.186192,0.846985,0.841026,0,0.805128,0.565847,0.562945,0.646154,126.137566,0.107692,0,28.307692,0.605128,0,0
crossword-m1-words-15-10.xml.minion.WOR.minion.gz,1,1000,0.17313,0.857354,0.868421,0,0.831579,0.71462,0.710859,0.773684,74.294606,0.142105,0,42.842105,0.668421,0,0
crossword-m1-words-19-03.xml.minion.WOR.minion.gz,1,1000,0.155686,0.817292,0.771987,0,0.7557,0.52707,0.525353,0.52443,81.986004,0.052117,0,45.127036,0.472313,0,0
crossword-m1-words-19-04.xml.minion.WOR.minion.gz,1,1000,0.146779,0.798746,0.753378,0,0.702703,0.548145,0.546293,0.550676,56.152118,0.158784,0,56.27027,0.483108,0,0
crossword-m1-words-21-01.xml.minion.WOR.minion.gz,1,1000,0.195385,0.806651,0.80429,0,0.788204,0.549742,0.548268,0.589812,59.596179,0.104558,0,56.49866,0.58445,0,0
crossword-m1-words-21-06.xml.minion.WOR.minion.gz,1,1000,0.173286,0.84144,0.836461,0,0.820375,0.534435,0.533002,0.579088,54.877034,0.136729,0,64.820375,0.579088,0,0
crossword-m1-words-21-10.xml.minion.WOR.minion.gz,1,1000,0.175303,0.807163,0.809399,0,0.796345,0.575301,0.573799,0.600522,71.182451,0.159269,0,53.968668,0.600522,0,0
crossword-m1-words-23-02.xml.minion.WOR.minion.gz,1,1000,0.177828,0.840542,0.862069,0,0.850575,0.557752,0.55647,0.535632,40.68925,0.098851,0,83.544828,0.535632,0,0
crossword-m1-words-23-03.xml.minion.WOR.minion.gz,1,1000,0.167334,0.791326,0.806818,0,0.793182,0.565252,0.563967,0.584091,51.572496,0.079545,0,65.409091,0.479545,0,0
crossword-m1-words-23-05.xml.minion.WOR.minion.gz,1,1000,0.19955,0.867889,0.869663,0,0.85618,0.633283,0.63186,0.680899,38.075906,0.114607,0,97.739326,0.680899,0,0
driverlogw-01c-sat_ext.xml.minion.converted.minion.gz,1,546,0.031851,0.417952,0.140845,260,0.098592,0.087324,0.086094,0.084507,223.156682,0.014085,169,6.112676,0.070423,62,91
driverlogw-02c-sat_ext.xml.minion.converted.minion.gz,1,710,0.048551,0.526019,0.212625,309,0.152824,0.089812,0.089513,0.083056,224.224414,0.003322,182,26.943522,0.083056,21,81
driverlogw-04c-sat_ext.xml.minion.converted.minion.gz,1,759,0.062421,0.530598,0.275735,302,0.194853,0.105166,0.104779,0.091912,221.995356,0.003676,178,28.5,0.095588,4,93
driverlogw-05c-sat_ext.xml.minion.converted.minion.gz,1,759,0.059147,0.563739,0.273504,341,0.202279,0.100497,0.10021,0.091168,227.91641,0.002849,189,35.173789,0.105413,4,90
driverlogw-08cc-sat_ext.xml.minion.converted.minion.gz,1,759,0.07049,0.589244,0.286765,342,0.205882,0.112263,0.111988,0.10049,239.019526,0.002451,197,45.691176,0.129902,11,100
driverlogw-08c-sat_ext.xml.minion.converted.minion.gz,1,759,0.07049,0.589244,0.286765,342,0.205882,0.112263,0.111988,0.10049,238.755713,0.002451,197,45.691176,0.129902,11,100
driverlogw-09-sat_ext.xml.minion.converted.minion.gz,1,806,0.051434,0.588281,0.212308,349,0.146154,0.082717,0.082589,0.072308,241.366883,0.001538,189,53.683077,0.084615,5,92
dsjc-125-1-4-ext.xml.minion.converted.minion.gz,1,263,0.026269,0.099674,0.184,263,0.136,0.094968,0.094208,0.096,263,0.04,263,11.776,0.064,263,263
dsjc-125-1-5-ext.xml.minion.converted.minion.gz,1,184,0.026269,0.099674,0.184,184,0.136,0.094968,0.094208,0.096,184,0.04,184,11.776,0.064,184,184
dubois-100_ext.xml.minion.converted.minion.gz,1,501,0.000382,0.337778,0.013333,501,0.013333,0.013333,0.013289,0.013333,500.99,0.01,501,2,0.01,499,501
dubois-20_ext.xml.minion.converted.minion.gz,1,501,0.004157,0.355556,0.066667,501,0.066667,0.066667,0.065556,0.066667,500.95,0.05,501,2,0.05,499,501
dubois-21_ext.xml.minion.converted.minion.gz,1,501,0.003871,0.354497,0.063492,501,0.063492,0.063492,0.062484,0.063492,500.952381,0.047619,501,2,0.047619,499,501
dubois-22_ext.xml.minion.converted.minion.gz,1,501,0.003615,0.353535,0.060606,501,0.060606,0.060606,0.059688,0.060606,500.954545,0.045455,501,2,0.045455,499,501
dubois-23_ext.xml.minion.converted.minion.gz,1,501,0.003387,0.352657,0.057971,501,0.057971,0.057971,0.057131,0.057971,500.956522,0.043478,501,2,0.043478,499,501
dubois-24_ext.xml.minion.converted.minion.gz,1,501,0.003181,0.351852,0.055556,501,0.055556,0.055556,0.054784,0.055556,500.958333,0.041667,501,2,0.041667,499,501
dubois-25_ext.xml.minion.converted.minion.gz,1,501,0.002996,0.351111,0.053333,501,0.053333,0.053333,0.052622,0.053333,500.96,0.04,501,2,0.04,499,501
dubois-26_ext.xml.minion.converted.minion.gz,1,501,0.002828,0.350427,0.051282,501,0.051282,0.051282,0.050625,0.051282,500.961538,0.038462,501,2,0.038462,499,501
dubois-27_ext.xml.minion.converted.minion.gz,1,501,0.002675,0.349794,0.049383,501,0.049383,0.049383,0.048773,0.049383,500.962963,0.037037,501,2,0.037037,499,501
dubois-28_ext.xml.minion.converted.minion.gz,1,501,0.002535,0.349206,0.047619,501,0.047619,0.047619,0.047052,0.047619,500.964286,0.035714,501,2,0.035714,499,501
dubois-29_ext.xml.minion.converted.minion.gz,1,501,0.002407,0.348659,0.045977,501,0.045977,0.045977,0.045449,0.045977,500.965517,0.034483,501,2,0.034483,499,501
dubois-30_ext.xml.minion.converted.minion.gz,1,501,0.00229,0.348148,0.044444,501,0.044444,0.044444,0.043951,0.044444,500.966667,0.033333,501,2,0.033333,499,501
dubois-50_ext.xml.minion.converted.minion.gz,1,501,0.001074,0.342222,0.026667,501,0.026667,0.026667,0.026489,0.026667,500.98,0.02,501,2,0.02,499,501
ehi-85-297-0_ext.xml.minion.gz,1,886,0.0047,0.3692,0.10101,515,0.097643,0.093139,0.092825,0.094276,508.325598,0.077441,501,27.569024,0.077441,464,485
ehi-85-297-10_ext.xml.minion.gz,1,875,0.004979,0.366267,0.10101,515,0.10101,0.09323,0.092916,0.094276,508.254758,0.074074,501,27.59596,0.074074,464,485
ehi-85-297-11_ext.xml.minion.gz,1,879,0.004852,0.364352,0.10101,515,0.10101,0.093275,0.092961,0.094276,508.336098,0.070707,501,27.609428,0.070707,464,485
ehi-85-297-12_ext.xml.minion.gz,1,896,0.00462,0.367008,0.10101,515,0.097643,0.093252,0.092938,0.094276,508.496463,0.077441,501,27.602694,0.077441,464,485
ehi-85-297-13_ext.xml.minion.gz,1,891,0.004672,0.367219,0.10101,515,0.097643,0.093321,0.093006,0.094276,508.506826,0.070707,501,27.622896,0.070707,464,485
ehi-85-297-14_ext.xml.minion.gz,1,880,0.00469,0.364807,0.10101,515,0.10101,0.093525,0.09321,0.094276,507.680126,0.074074,501,27.683502,0.074074,464,485
ehi-85-297-15_ext.xml.minion.gz,1,880,0.004279,0.359789,0.10101,515,0.097643,0.094026,0.093709,0.094276,505.544883,0.077441,499,27.83165,0.077441,464,485
ehi-85-297-16_ext.xml.minion.gz,1,875,0.004108,0.361876,0.10101,515,0.10101,0.093389,0.093074,0.094276,507.866748,0.080808,501,27.643098,0.080808,464,485
ehi-85-297-17_ext.xml.minion.gz,1,886,0.004895,0.364956,0.10101,515,0.097643,0.093321,0.093006,0.094276,507.86982,0.077441,501,27.622896,0.077441,464,485
ehi-85-297-18_ext.xml.minion.gz,1,885,0.004397,0.360326,0.10101,515,0.10101,0.09373,0.093415,0.094276,506.698544,0.077441,501,27.744108,0.077441,464,485
ehi-85-297-19_ext.xml.minion.gz,1,885,0.004192,0.359699,0.10101,515,0.10101,0.093685,0.093369,0.094276,507.163672,0.080808,501,27.73064,0.080808,464,485
ehi-85-297-1_ext.xml.minion.gz,1,777,0.004269,0.361811,0.10101,515,0.10101,0.093548,0.093233,0.094276,508.037938,0.080808,501,27.690236,0.080808,464,485
ehi-85-297-20_ext.xml.minion.gz,1,777,0.004704,0.36371,0.10101,515,0.10101,0.093412,0.093097,0.094276,507.918656,0.074074,501,27.649832,0.074074,464,485
ehi-85-297-21_ext.xml.minion.gz,1,870,0.004513,0.364791,0.10101,515,0.10101,0.09323,0.092916,0.094276,508.800634,0.077441,501,27.59596,0.077441,464,485
ehi-85-297-22_ext.xml.minion.gz,1,879,0.00466,0.365139,0.10101,515,0.10101,0.093434,0.09312,0.094276,507.996104,0.077441,501,27.656566,0.077441,464,485
ehi-85-297-23_ext.xml.minion.gz,1,868,0.004118,0.358785,0.10101,515,0.10101,0.093867,0.093551,0.094276,506.802957,0.077441,501,27.784512,0.077441,464,485
ehi-85-297-24_ext.xml.minion.gz,1,777,0.004558,0.360952,0.10101,515,0.097643,0.093389,0.093074,0.094276,507.849939,0.074074,501,27.643098,0.074074,464,485
ehi-85-297-25_ext.xml.minion.gz,1,880,0.004656,0.366501,0.10101,515,0.097643,0.093207,0.092893,0.094276,508.378326,0.074074,501,27.589226,0.074074,464,485
ehi-85-297-26_ext.xml.minion.gz,1,885,0.005392,0.363809,0.10101,515,0.097643,0.093321,0.093006,0.094276,508.265968,0.070707,501,27.622896,0.070707,464,485
ehi-85-297-27_ext.xml.minion.gz,1,883,0.0055,0.365374,0.10101,515,0.10101,0.09373,0.093415,0.094276,507.396602,0.070707,501,27.744108,0.070707,464,485
ehi-85-297-28_ext.xml.minion.gz,1,885,0.004756,0.365323,0.10101,515,0.097643,0.093275,0.092961,0.094276,508.008537,0.070707,501,27.609428,0.070707,464,485
ehi-85-297-29_ext.xml.minion.gz,1,885,0.004876,0.36105,0.10101,515,0.10101,0.093503,0.093188,0.094276,508.00219,0.074074,501,27.676768,0.074074,464,485
ehi-85-297-2_ext.xml.minion.gz,1,885,0.005052,0.361218,0.10101,515,0.10101,0.09373,0.093415,0.094276,506.698301,0.070707,501,27.744108,0.070707,464,485
ehi-85-297-30_ext.xml.minion.gz,1,875,0.004376,0.359064,0.10101,515,0.10101,0.093753,0.093437,0.094276,507.026935,0.080808,501,27.750842,0.080808,464,485
