@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC

@DATA
bqwh-15-106-6_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-70_glb.xml.minion.conv.minion,1,954,0.003617,0.455535,0.132075
bqwh-15-106-71_ext.xml.minion.converted.minion.gz,1,324,0.009534,0.433252,0.122642
bqwh-15-106-71_glb.xml.minion.conv.minion,1,981,0.003377,0.455601,0.122642
bqwh-15-106-72_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-73_ext.xml.minion.converted.minion.gz,1,335,0.013901,0.411261,0.122642
bqwh-15-106-73_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-74_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-75_ext.xml.minion.converted.minion.gz,1,335,0.010403,0.438657,0.132075
bqwh-15-106-75_glb.xml.minion.conv.minion,1,961,0.003617,0.455535,0.132075
bqwh-15-106-76_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-77_ext.xml.minion.converted.minion.gz,1,694,0.013474,0.421499,0.132075
bqwh-15-106-77_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-78_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-79_ext.xml.minion.converted.minion.gz,1,940,0.015185,0.423599,0.132075
bqwh-15-106-79_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-7_ext.xml.minion.converted.minion.gz,1,243,0.015167,0.419787,0.122642
bqwh-15-106-7_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-80_glb.xml.minion.conv.minion,1,959,0.003617,0.455535,0.132075
bqwh-15-106-81_ext.xml.minion.converted.minion.gz,1,767,0.011862,0.420299,0.132075
bqwh-15-106-81_glb.xml.minion.conv.minion,1,978,0.003617,0.455535,0.132075
bqwh-15-106-83_ext.xml.minion.converted.minion.gz,1,243,0.013495,0.428577,0.132075
bqwh-15-106-83_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-84_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-85_ext.xml.minion.converted.minion.gz,1,335,0.013092,0.418286,0.132075
bqwh-15-106-85_glb.xml.minion.conv.minion,1,965,0.003617,0.455535,0.132075
bqwh-15-106-86_glb.xml.minion.conv.minion,1,968,0.003617,0.455535,0.132075
bqwh-15-106-87_ext.xml.minion.converted.minion.gz,1,335,0.01504,0.416355,0.132075
bqwh-15-106-87_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-88_glb.xml.minion.conv.minion,1,949,0.003617,0.455535,0.132075
bqwh-15-106-89_ext.xml.minion.converted.minion.gz,1,335,0.012399,0.428707,0.122642
bqwh-15-106-89_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-8_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-90_glb.xml.minion.conv.minion,1,978,0.003617,0.455535,0.132075
bqwh-15-106-91_ext.xml.minion.converted.minion.gz,1,335,0.010214,0.434757,0.132075
bqwh-15-106-92_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-93_ext.xml.minion.converted.minion.gz,1,243,0.012187,0.430809,0.132075
bqwh-15-106-93_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-94_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-95_ext.xml.minion.converted.minion.gz,1,793,0.014062,0.426205,0.132075
bqwh-15-106-95_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-96_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-97_ext.xml.minion.converted.minion.gz,1,882,0.013016,0.430533,0.132075
bqwh-15-106-97_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-98_glb.xml.minion.conv.minion,1,975,0.003617,0.455535,0.132075
bqwh-15-106-99_ext.xml.minion.converted.minion.gz,1,249,0.008176,0.442925,0.122642
bqwh-15-106-99_glb.xml.minion.conv.minion,1,966,0.003377,0.455601,0.122642
bqwh-15-106-9_ext.xml.minion.converted.minion.gz,1,335,0.013197,0.430063,0.122642
bqwh-15-106-9_glb.xml.minion.conv.minion,1,972,0.003617,0.455535,0.132075
bqwh-18-141-11_ext.xml.minion.converted.minion.gz,1,876,0.013146,0.425965,0.099291
bqwh-18-141-13_ext.xml.minion.converted.minion.gz,1,970,0.014105,0.418347,0.099291
bqwh-18-141-15_ext.xml.minion.converted.minion.gz,1,335,0.010469,0.426967,0.099291
bqwh-18-141-17_ext.xml.minion.converted.minion.gz,1,868,0.013448,0.416239,0.099291
bqwh-18-141-19_ext.xml.minion.converted.minion.gz,1,335,0.011555,0.430005,0.099291
bqwh-18-141-1_ext.xml.minion.converted.minion.gz,1,335,0.011568,0.42562,0.099291
bqwh-18-141-21_ext.xml.minion.converted.minion.gz,1,335,0.010661,0.4299,0.099291
bqwh-18-141-23_ext.xml.minion.converted.minion.gz,1,988,0.009878,0.426948,0.099291
bqwh-18-141-25_ext.xml.minion.converted.minion.gz,1,335,0.010316,0.426047,0.099291
bqwh-18-141-27_ext.xml.minion.converted.minion.gz,1,868,0.015455,0.420402,0.099291
bqwh-18-141-29_ext.xml.minion.converted.minion.gz,1,335,0.012123,0.431651,0.099291
bqwh-18-141-31_ext.xml.minion.converted.minion.gz,1,243,0.009749,0.440725,0.099291
bqwh-18-141-33_ext.xml.minion.converted.minion.gz,1,870,0.014282,0.423479,0.099291
bqwh-18-141-35_ext.xml.minion.converted.minion.gz,1,240,0.01202,0.420448,0.099291
bqwh-18-141-37_ext.xml.minion.converted.minion.gz,1,335,0.012315,0.429845,0.099291
bqwh-18-141-39_ext.xml.minion.converted.minion.gz,1,335,0.01178,0.424615,0.099291
bqwh-18-141-3_ext.xml.minion.converted.minion.gz,1,335,0.011962,0.427065,0.099291
bqwh-18-141-41_ext.xml.minion.converted.minion.gz,1,243,0.012162,0.422733,0.099291
bqwh-18-141-43_ext.xml.minion.converted.minion.gz,1,243,0.010218,0.445089,0.099291
bqwh-18-141-45_ext.xml.minion.converted.minion.gz,1,243,0.012369,0.429756,0.099291
bqwh-18-141-47_ext.xml.minion.converted.minion.gz,1,335,0.010134,0.430533,0.099291
bqwh-18-141-49_ext.xml.minion.converted.minion.gz,1,335,0.01402,0.430053,0.099291
bqwh-18-141-51_ext.xml.minion.converted.minion.gz,1,243,0.010428,0.442073,0.099291
bqwh-18-141-53_ext.xml.minion.converted.minion.gz,1,243,0.010048,0.435255,0.099291
bqwh-18-141-55_ext.xml.minion.converted.minion.gz,1,335,0.013517,0.415783,0.099291
bqwh-18-141-57_ext.xml.minion.converted.minion.gz,1,870,0.014934,0.409586,0.099291
bqwh-18-141-59_ext.xml.minion.converted.minion.gz,1,335,0.013761,0.419658,0.099291
bqwh-18-141-5_ext.xml.minion.converted.minion.gz,1,694,0.015725,0.425918,0.099291
bqwh-18-141-61_ext.xml.minion.converted.minion.gz,1,335,0.011131,0.441875,0.099291
bqwh-18-141-63_ext.xml.minion.converted.minion.gz,1,335,0.011697,0.431658,0.099291
bqwh-18-141-65_ext.xml.minion.converted.minion.gz,1,945,0.013714,0.408668,0.099291
bqwh-18-141-67_ext.xml.minion.converted.minion.gz,1,492,0.014116,0.424668,0.099291
bqwh-18-141-69_ext.xml.minion.converted.minion.gz,1,360,0.01247,0.411038,0.099291
bqwh-18-141-71_ext.xml.minion.converted.minion.gz,1,931,0.013281,0.427557,0.099291
bqwh-18-141-73_ext.xml.minion.converted.minion.gz,1,335,0.009442,0.427853,0.099291
bqwh-18-141-75_ext.xml.minion.converted.minion.gz,1,853,0.011156,0.429539,0.099291
bqwh-18-141-77_ext.xml.minion.converted.minion.gz,1,914,0.008692,0.437859,0.099291
bqwh-18-141-79_ext.xml.minion.converted.minion.gz,1,335,0.013698,0.411394,0.099291
bqwh-18-141-7_ext.xml.minion.converted.minion.gz,1,335,0.012779,0.419672,0.099291
bqwh-18-141-81_ext.xml.minion.converted.minion.gz,1,243,0.013377,0.421001,0.099291
bqwh-18-141-83_ext.xml.minion.converted.minion.gz,1,911,0.015272,0.40696,0.099291
bqwh-18-141-85_ext.xml.minion.converted.minion.gz,1,940,0.009997,0.421904,0.099291
bqwh-18-141-87_ext.xml.minion.converted.minion.gz,1,243,0.011353,0.433874,0.099291
bqwh-18-141-89_ext.xml.minion.converted.minion.gz,1,243,0.011825,0.428229,0.099291
bqwh-18-141-91_ext.xml.minion.converted.minion.gz,1,335,0.011324,0.420024,0.099291
bqwh-18-141-93_ext.xml.minion.converted.minion.gz,1,335,0.013326,0.423683,0.099291
bqwh-18-141-95_ext.xml.minion.converted.minion.gz,1,335,0.011529,0.438501,0.099291
bqwh-18-141-97_ext.xml.minion.converted.minion.gz,1,992,0.012404,0.423219,0.099291
bqwh-18-141-99_ext.xml.minion.converted.minion.gz,1,335,0.010835,0.431985,0.099291
bqwh-18-141-9_ext.xml.minion.converted.minion.gz,1,335,0.01291,0.42922,0.099291
composed-25-10-20-0_ext.xml.minion.gz,1,528,0.067932,0.427803,0.295238
composed-25-10-20-1_ext.xml.minion.gz,1,542,0.068489,0.44064,0.314286
composed-25-10-20-2_ext.xml.minion.gz,1,537,0.068439,0.466889,0.295238
composed-25-10-20-3_ext.xml.minion.gz,1,534,0.068059,0.440817,0.295238
composed-25-10-20-4_ext.xml.minion.gz,1,538,0.070159,0.455311,0.314286
composed-25-10-20-5_ext.xml.minion.gz,1,536,0.068942,0.448695,0.304762
composed-25-10-20-6_ext.xml.minion.gz,1,543,0.067511,0.430059,0.285714
composed-25-10-20-7_ext.xml.minion.gz,1,532,0.068552,0.454307,0.304762
composed-25-10-20-8_ext.xml.minion.gz,1,539,0.068287,0.452605,0.285714
composed-25-10-20-9_ext.xml.minion.gz,1,538,0.06854,0.455749,0.295238
composed-25-1-2-0_ext.xml.minion.gz,1,677,0.14214,0.664398,0.575758
composed-25-1-2-1_ext.xml.minion.gz,1,674,0.149207,0.683885,0.606061
composed-25-1-2-2_ext.xml.minion.gz,1,669,0.147896,0.673324,0.636364
composed-25-1-2-3_ext.xml.minion.gz,1,675,0.143697,0.663741,0.606061
composed-25-1-2-4_ext.xml.minion.gz,1,675,0.147708,0.662739,0.636364
composed-25-1-25-0_ext.xml.minion.gz,1,677,0.125162,0.581515,0.636364
composed-25-1-25-1_ext.xml.minion.gz,1,674,0.136437,0.574522,0.666667
composed-25-1-25-2_ext.xml.minion.gz,1,669,0.134175,0.567024,0.69697
composed-25-1-25-3_ext.xml.minion.gz,1,675,0.124269,0.562902,0.606061
composed-25-1-25-4_ext.xml.minion.gz,1,675,0.129747,0.564386,0.666667
composed-25-1-25-5_ext.xml.minion.gz,1,673,0.128019,0.566704,0.636364
composed-25-1-25-6_ext.xml.minion.gz,1,670,0.12867,0.575202,0.636364
composed-25-1-25-7_ext.xml.minion.gz,1,676,0.128237,0.56709,0.636364
composed-25-1-25-8_ext.xml.minion.gz,1,666,0.135824,0.574442,0.666667
composed-25-1-25-9_ext.xml.minion.gz,1,680,0.133343,0.56931,0.636364
composed-25-1-2-5_ext.xml.minion.gz,1,673,0.146952,0.670412,0.636364
composed-25-1-2-6_ext.xml.minion.gz,1,670,0.147331,0.672753,0.606061
composed-25-1-2-7_ext.xml.minion.gz,1,676,0.145047,0.661122,0.575758
composed-25-1-2-8_ext.xml.minion.gz,1,666,0.147519,0.67409,0.606061
composed-25-1-2-9_ext.xml.minion.gz,1,680,0.149952,0.667431,0.606061
composed-25-1-40-0_ext.xml.minion.gz,1,677,0.115994,0.555803,0.666667
composed-25-1-40-1_ext.xml.minion.gz,1,674,0.131297,0.568,0.727273
composed-25-1-40-2_ext.xml.minion.gz,1,669,0.127207,0.558631,0.757576
composed-25-1-40-3_ext.xml.minion.gz,1,675,0.114058,0.550562,0.636364
composed-25-1-40-4_ext.xml.minion.gz,1,675,0.118838,0.54616,0.666667
composed-25-1-40-5_ext.xml.minion.gz,1,673,0.118368,0.55894,0.666667
composed-25-1-40-6_ext.xml.minion.gz,1,670,0.118133,0.566287,0.666667
composed-25-1-40-7_ext.xml.minion.gz,1,676,0.120696,0.569049,0.666667
composed-25-1-40-8_ext.xml.minion.gz,1,666,0.126768,0.560348,0.69697
composed-25-1-40-9_ext.xml.minion.gz,1,680,0.122527,0.557759,0.69697
composed-25-1-80-0_ext.xml.minion.gz,1,677,0.089361,0.581501,0.727273
composed-25-1-80-1_ext.xml.minion.gz,1,674,0.11736,0.608253,0.787879
composed-25-1-80-2_ext.xml.minion.gz,1,669,0.101052,0.588095,0.787879
composed-25-1-80-3_ext.xml.minion.gz,1,675,0.090598,0.596033,0.727273
composed-25-1-80-4_ext.xml.minion.gz,1,675,0.099665,0.585685,0.787879
composed-25-1-80-5_ext.xml.minion.gz,1,673,0.09826,0.586212,0.757576
composed-25-1-80-6_ext.xml.minion.gz,1,670,0.095386,0.586212,0.787879
composed-25-1-80-7_ext.xml.minion.gz,1,676,0.09121,0.588976,0.727273
composed-25-1-80-8_ext.xml.minion.gz,1,666,0.095386,0.576743,0.69697
composed-25-1-80-9_ext.xml.minion.gz,1,680,0.092121,0.582989,0.727273
composed-75-1-2-0_ext.xml.minion.gz,1,668,0.052681,0.262333,0.289157
composed-75-1-2-1_ext.xml.minion.gz,1,668,0.058978,0.269018,0.301205
composed-75-1-2-2_ext.xml.minion.gz,1,671,0.052348,0.268823,0.277108
composed-75-1-2-3_ext.xml.minion.gz,1,679,0.052979,0.254974,0.277108
composed-75-1-2-4_ext.xml.minion.gz,1,684,0.055368,0.261224,0.325301
composed-75-1-25-0_ext.xml.minion.gz,1,668,0.049057,0.224882,0.301205
composed-75-1-25-1_ext.xml.minion.gz,1,668,0.05385,0.226102,0.301205
composed-75-1-25-2_ext.xml.minion.gz,1,671,0.047426,0.231866,0.277108
composed-75-1-25-3_ext.xml.minion.gz,1,679,0.048807,0.217754,0.289157
composed-75-1-25-4_ext.xml.minion.gz,1,684,0.05098,0.224724,0.337349
composed-75-1-25-5_ext.xml.minion.gz,1,686,0.054624,0.230807,0.313253
composed-75-1-25-6_ext.xml.minion.gz,1,681,0.051152,0.244278,0.313253
composed-75-1-25-7_ext.xml.minion.gz,1,687,0.052368,0.228724,0.301205
composed-75-1-25-8_ext.xml.minion.gz,1,666,0.051865,0.236119,0.337349
composed-75-1-25-9_ext.xml.minion.gz,1,678,0.054463,0.234371,0.349398
composed-75-1-2-5_ext.xml.minion.gz,1,686,0.05787,0.269393,0.301205
composed-75-1-2-6_ext.xml.minion.gz,1,681,0.054637,0.278807,0.289157
composed-75-1-2-7_ext.xml.minion.gz,1,687,0.057446,0.264417,0.301205
composed-75-1-2-8_ext.xml.minion.gz,1,666,0.055746,0.277364,0.337349
composed-75-1-2-9_ext.xml.minion.gz,1,678,0.057385,0.263939,0.337349
composed-75-1-40-0_ext.xml.minion.gz,1,668,0.046377,0.212898,0.313253
composed-75-1-40-1_ext.xml.minion.gz,1,668,0.050941,0.215697,0.313253
composed-75-1-40-2_ext.xml.minion.gz,1,671,0.04527,0.224195,0.289157
composed-75-1-40-3_ext.xml.minion.gz,1,679,0.045655,0.209122,0.289157
composed-75-1-40-4_ext.xml.minion.gz,1,684,0.048659,0.213297,0.337349
composed-75-1-40-5_ext.xml.minion.gz,1,686,0.052096,0.220757,0.313253
composed-75-1-40-6_ext.xml.minion.gz,1,681,0.048117,0.23043,0.325301
composed-75-1-40-7_ext.xml.minion.gz,1,687,0.050111,0.217124,0.325301
composed-75-1-40-8_ext.xml.minion.gz,1,666,0.050111,0.230956,0.337349
composed-75-1-40-9_ext.xml.minion.gz,1,678,0.052696,0.227325,0.349398
composed-75-1-80-0_ext.xml.minion.gz,1,668,0.041661,0.204861,0.313253
composed-75-1-80-1_ext.xml.minion.gz,1,668,0.049701,0.213763,0.313253
composed-75-1-80-2_ext.xml.minion.gz,1,671,0.044738,0.221543,0.289157
composed-75-1-80-3_ext.xml.minion.gz,1,679,0.042244,0.207188,0.301205
composed-75-1-80-4_ext.xml.minion.gz,1,684,0.044777,0.211376,0.337349
composed-75-1-80-5_ext.xml.minion.gz,1,686,0.047763,0.215537,0.313253
composed-75-1-80-6_ext.xml.minion.gz,1,681,0.045088,0.224287,0.337349
composed-75-1-80-7_ext.xml.minion.gz,1,687,0.047543,0.214484,0.325301
composed-75-1-80-8_ext.xml.minion.gz,1,666,0.046988,0.224434,0.349398
composed-75-1-80-9_ext.xml.minion.gz,1,678,0.046614,0.215048,0.349398
costasArray-10.xml.minion.convert.minion,1,999,0.082224,0.513473,0.333333
costasArray-11.xml.minion.convert.minion,1,1000,0.075065,0.534663,0.307692
costasArray-12.xml.minion.convert.minion,1,1000,0.068818,0.553993,0.285714
costasArray-13.xml.minion.convert.minion,1,1000,0.063359,0.572873,0.266667
costasArray-14.xml.minion.convert.minion,1,1000,0.058574,0.590109,0.25
costasArray-15.xml.minion.convert.minion,1,1000,0.054362,0.606573,0.235294
costasArray-16.xml.minion.convert.minion,1,1000,0.050636,0.621673,0.222222
costasArray-17.xml.minion.convert.minion,1,1000,0.047325,0.635974,0.210526
costasArray-18.xml.minion.convert.minion,1,1000,0.044369,0.649163,0.2
costasArray-19.xml.minion.convert.minion,1,1000,0.041719,0.661621,0.190476
costasArray-20.xml.minion.convert.minion,1,1000,0.039332,0.67317,0.181818
cril-0_ext.xml.minion.converted.minion,1,966,0.064984,0.523506,0.203704
cril-0_ext.xml.minion.converted.minion.gz,1,966,0.064984,0.523506,0.203704
cril-2_ext.xml.minion.converted.minion,1,665,0.0245,0.120583,0.168269
cril-3_ext.xml.minion.converted.minion,1,674,0.023195,0.116815,0.153846
cril-4_ext.xml.minion.converted.minion,1,989,0,1,0.977778
cril-5_ext.xml.minion.converted.minion,1,931,0,1,0.97619
cril-6_ext.xml.minion.converted.minion,1,984,0,0.563636,0.305556
cril-6_ext.xml.minion.converted.minion.gz,1,984,0,0.563636,0.305556
cril-7.ext.xml.minion.converted.minion,1,976,0,0.563636,0.305556
cril-7.ext.xml.minion.converted.minion.gz,1,976,0,0.563636,0.305556
crossword-m1-uk-23-10.xml.minion.WOR.minion.gz,1,1000,0.141162,0.750563,0.686147
crossword-m1-words-15-01.xml.minion.WOR.minion.gz,1,1000,0.094767,0.775067,0.671958
crossword-m1-words-15-06.xml.minion.WOR.minion.gz,1,1000,0.186192,0.846985,0.841026
crossword-m1-words-15-10.xml.minion.WOR.minion.gz,1,1000,0.17313,0.857354,0.868421
crossword-m1-words-19-03.xml.minion.WOR.minion.gz,1,1000,0.155686,0.817292,0.771987
crossword-m1-words-19-04.xml.minion.WOR.minion.gz,1,1000,0.146779,0.798746,0.753378
crossword-m1-words-21-01.xml.minion.WOR.minion.gz,1,1000,0.195385,0.806651,0.80429
crossword-m1-words-21-06.xml.minion.WOR.minion.gz,1,1000,0.173286,0.84144,0.836461
crossword-m1-words-21-10.xml.minion.WOR.minion.gz,1,1000,0.175303,0.807163,0.809399
crossword-m1-words-23-02.xml.minion.WOR.minion.gz,1,1000,0.177828,0.840542,0.862069
crossword-m1-words-23-03.xml.minion.WOR.minion.gz,1,1000,0.167334,0.791326,0.806818
crossword-m1-words-23-05.xml.minion.WOR.minion.gz,1,1000,0.19955,0.867889,0.869663
driverlogw-01c-sat_ext.xml.minion.converted.minion.gz,1,546,0.031851,0.417952,0.140845
driverlogw-02c-sat_ext.xml.minion.converted.minion.gz,1,710,0.048551,0.526019,0.212625
driverlogw-04c-sat_ext.xml.minion.converted.minion.gz,1,759,0.062421,0.530598,0.275735
driverlogw-05c-sat_ext.xml.minion.converted.minion.gz,1,759,0.059147,0.563739,0.273504
driverlogw-08cc-sat_ext.xml.minion.converted.minion.gz,1,759,0.07049,0.589244,0.286765
driverlogw-08c-sat_ext.xml.minion.converted.minion.gz,1,759,0.07049,0.589244,0.286765
driverlogw-09-sat_ext.xml.minion.converted.minion.gz,1,806,0.051434,0.588281,0.212308
dsjc-125-1-4-ext.xml.minion.converted.minion.gz,1,263,0.026269,0.099674,0.184
dsjc-125-1-5-ext.xml.minion.converted.minion.gz,1,184,0.026269,0.099674,0.184
dubois-100_ext.xml.minion.converted.minion.gz,1,501,0.000382,0.337778,0.013333
dubois-20_ext.xml.minion.converted.minion.gz,1,501,0.004157,0.355556,0.066667
dubois-21_ext.xml.minion.converted.minion.gz,1,501,0.003871,0.354497,0.063492
dubois-22_ext.xml.minion.converted.minion.gz,1,501,0.003615,0.353535,0.060606
dubois-23_ext.xml.minion.converted.minion.gz,1,501,0.003387,0.352657,0.057971
dubois-24_ext.xml.minion.converted.minion.gz,1,501,0.003181,0.351852,0.055556
dubois-25_ext.xml.minion.converted.minion.gz,1,501,0.002996,0.351111,0.053333
dubois-26_ext.xml.minion.converted.minion.gz,1,501,0.002828,0.350427,0.051282
dubois-27_ext.xml.minion.converted.minion.gz,1,501,0.002675,0.349794,0.049383
dubois-28_ext.xml.minion.converted.minion.gz,1,501,0.002535,0.349206,0.047619
dubois-29_ext.xml.minion.converted.minion.gz,1,501,0.002407,0.348659,0.045977
dubois-30_ext.xml.minion.converted.minion.gz,1,501,0.00229,0.348148,0.044444
dubois-50_ext.xml.minion.converted.minion.gz,1,501,0.001074,0.342222,0.026667
ehi-85-297-0_ext.xml.minion.gz,1,886,0.0047,0.3692,0.10101
ehi-85-297-10_ext.xml.minion.gz,1,875,0.004979,0.366267,0.10101
ehi-85-297-11_ext.xml.minion.gz,1,879,0.004852,0.364352,0.10101
ehi-85-297-12_ext.xml.minion.gz,1,896,0.00462,0.367008,0.10101
ehi-85-297-13_ext.xml.minion.gz,1,891,0.004672,0.367219,0.10101
ehi-85-297-14_ext.xml.minion.gz,1,880,0.00469,0.364807,0.10101
ehi-85-297-15_ext.xml.minion.gz,1,880,0.004279,0.359789,0.10101
ehi-85-297-16_ext.xml.minion.gz,1,875,0.004108,0.361876,0.10101
ehi-85-297-17_ext.xml.minion.gz,1,886,0.004895,0.364956,0.10101
ehi-85-297-18_ext.xml.minion.gz,1,885,0.004397,0.360326,0.10101
ehi-85-297-19_ext.xml.minion.gz,1,885,0.004192,0.359699,0.10101
ehi-85-297-1_ext.xml.minion.gz,1,777,0.004269,0.361811,0.10101
ehi-85-297-20_ext.xml.minion.gz,1,777,0.004704,0.36371,0.10101
ehi-85-297-21_ext.xml.minion.gz,1,870,0.004513,0.364791,0.10101
ehi-85-297-22_ext.xml.minion.gz,1,879,0.00466,0.365139,0.10101
ehi-85-297-23_ext.xml.minion.gz,1,868,0.004118,0.358785,0.10101
ehi-85-297-24_ext.xml.minion.gz,1,777,0.004558,0.360952,0.10101
ehi-85-297-25_ext.xml.minion.gz,1,880,0.004656,0.366501,0.10101
ehi-85-297-26_ext.xml.minion.gz,1,885,0.005392,0.363809,0.10101
ehi-85-297-27_ext.xml.minion.gz,1,883,0.0055,0.365374,0.10101
ehi-85-297-28_ext.xml.minion.gz,1,885,0.004756,0.365323,0.10101
ehi-85-297-29_ext.xml.minion.gz,1,885,0.004876,0.36105,0.10101
ehi-85-297-2_ext.xml.minion.gz,1,885,0.005052,0.361218,0.10101
ehi-85-297-30_ext.xml.minion.gz,1,875,0.004376,0.359064,0.10101
ehi-85-297-31_ext.xml.minion.gz,1,875,0.005296,0.366094,0.10101
ehi-85-297-32_ext.xml.minion.gz,1,777,0.004265,0.362369,0.10101
ehi-85-297-33_ext.xml.minion.gz,1,880,0.004717,0.366952,0.10101
ehi-85-297-34_ext.xml.minion.gz,1,891,0.004755,0.363439,0.10101
ehi-85-297-35_ext.xml.minion.gz,1,875,0.004636,0.363903,0.10101
ehi-85-297-36_ext.xml.minion.gz,1,886,0.004659,0.364509,0.10101
ehi-85-297-37_ext.xml.minion.gz,1,873,0.005079,0.364532,0.10101
ehi-85-297-38_ext.xml.minion.gz,1,777,0.004371,0.359998,0.10101
ehi-85-297-39_ext.xml.minion.gz,1,877,0.004186,0.358864,0.10101
ehi-85-297-3_ext.xml.minion.gz,1,881,0.004918,0.361629,0.10101
ehi-85-297-40_ext.xml.minion.gz,1,877,0.004298,0.35821,0.10101
ehi-85-297-41_ext.xml.minion.gz,1,777,0.004762,0.365826,0.10101
ehi-85-297-42_ext.xml.minion.gz,1,896,0.004413,0.357575,0.10101
ehi-85-297-43_ext.xml.minion.gz,1,885,0.004482,0.362484,0.10101
ehi-85-297-44_ext.xml.minion.gz,1,885,0.004504,0.357736,0.10101
ehi-85-297-45_ext.xml.minion.gz,1,886,0.005221,0.366767,0.10101
ehi-85-297-46_ext.xml.minion.gz,1,777,0.00475,0.364164,0.10101
ehi-85-297-47_ext.xml.minion.gz,1,868,0.004678,0.362021,0.10101
ehi-85-297-48_ext.xml.minion.gz,1,872,0.004871,0.362577,0.10101
ehi-85-297-49_ext.xml.minion.gz,1,886,0.005148,0.363635,0.10101
ehi-85-297-4_ext.xml.minion.gz,1,875,0.004703,0.360006,0.10101
ehi-85-297-50_ext.xml.minion.gz,1,885,0.004477,0.362436,0.10101
ehi-85-297-51_ext.xml.minion.gz,1,896,0.00519,0.36995,0.10101
ehi-85-297-52_ext.xml.minion.gz,1,880,0.004572,0.365528,0.10101
ehi-85-297-53_ext.xml.minion.gz,1,876,0.004886,0.360718,0.10101
ehi-85-297-54_ext.xml.minion.gz,1,875,0.004712,0.363642,0.10101
ehi-85-297-55_ext.xml.minion.gz,1,866,0.00463,0.36381,0.10101
ehi-85-297-56_ext.xml.minion.gz,1,777,0.004745,0.36245,0.10101
ehi-85-297-57_ext.xml.minion.gz,1,891,0.004443,0.362419,0.10101
ehi-85-297-58_ext.xml.minion.gz,1,878,0.004538,0.358664,0.10101
ehi-85-297-59_ext.xml.minion.gz,1,873,0.004979,0.36227,0.10101
ehi-85-297-5_ext.xml.minion.gz,1,880,0.004695,0.366758,0.10101
ehi-85-297-60_ext.xml.minion.gz,1,873,0.004487,0.362854,0.10101
ehi-85-297-61_ext.xml.minion.gz,1,777,0.004626,0.363234,0.10101
ehi-85-297-62_ext.xml.minion.gz,1,777,0.004554,0.363925,0.10101
ehi-85-297-63_ext.xml.minion.gz,1,777,0.004318,0.360557,0.10101
ehi-85-297-64_ext.xml.minion.gz,1,882,0.004319,0.361993,0.10101
ehi-85-297-65_ext.xml.minion.gz,1,878,0.004566,0.362004,0.10101
ehi-85-297-66_ext.xml.minion.gz,1,873,0.004832,0.36559,0.10101
ehi-85-297-67_ext.xml.minion.gz,1,891,0.004795,0.364784,0.10101
ehi-85-297-68_ext.xml.minion.gz,1,777,0.004209,0.358314,0.10101
ehi-85-297-69_ext.xml.minion.gz,1,891,0.004607,0.360982,0.10101
ehi-85-297-6_ext.xml.minion.gz,1,886,0.005408,0.372653,0.10101
ehi-85-297-70_ext.xml.minion.gz,1,877,0.004894,0.366812,0.10101
ehi-85-297-71_ext.xml.minion.gz,1,877,0.005543,0.364726,0.10101
ehi-85-297-72_ext.xml.minion.gz,1,868,0.004582,0.360177,0.10101
ehi-85-297-73_ext.xml.minion.gz,1,891,0.005185,0.365221,0.10101
ehi-85-297-74_ext.xml.minion.gz,1,881,0.00449,0.362517,0.10101
ehi-85-297-75_ext.xml.minion.gz,1,878,0.005066,0.361403,0.10101
ehi-85-297-76_ext.xml.minion.gz,1,892,0.004852,0.366011,0.10101
ehi-85-297-77_ext.xml.minion.gz,1,871,0.004409,0.35985,0.10101
