@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC

@DATA
normalized-fapp34-0750-2.xml.mzn_AND_NODATA,1,0.812627,0.17136
normalized-graph12.xml.mzn_AND_NODATA,1,0.921965,0
normalized-gp10-09-1112.xml.mzn_AND_NODATA,1,0.678571,0.321429
normalized-frb35-17-3_ext.xml.mzn_AND_NODATA,1,0.024926,0.975074
normalized-graph6.xml.mzn_AND_NODATA,1,0.915612,0
normalized-graph4.xml.mzn_AND_NODATA,1,0.918167,0
normalized-graph7.xml.mzn_AND_NODATA,1,0.915612,0
normalized-fapp34-0750-6.xml.mzn_AND_NODATA,1,0.81272,0.171262
normalized-fapp34-0750-10.xml.mzn_AND_NODATA,1,0.812894,0.171079
normalized-haystacks-05.xml.mzn_AND_NODATA,1,1,0
normalized-haystacks-06.xml.mzn_AND_NODATA,1,1,0
normalized-frb35-17-2_ext.xml.mzn_AND_NODATA,1,0.025014,0.974986
normalized-haystacks-08.xml.mzn_AND_NODATA,1,1,0
normalized-graph5.xml.mzn_AND_NODATA,1,0.918963,0
normalized-haystacks-10.xml.mzn_AND_NODATA,1,1,0
normalized-fapp27-2550-5.xml.mzn_AND_NODATA,1,0.800037,0.156882
normalized-graph8-f11.xml.mzn_AND_NODATA,1,0.917012,0
normalized-graph14-f27.xml.mzn_AND_NODATA,1,0.910126,0
normalized-haystacks-12.xml.mzn_AND_NODATA,1,1,0
normalized-hanoi4.xml.mzn_AND_NODATA,1,1,0
normalized-graph14-f28.xml.mzn_AND_NODATA,1,0.910126,0
normalized-haystacks-13.xml.mzn_AND_NODATA,1,1,0
normalized-haystacks-07.xml.mzn_AND_NODATA,1,1,0
normalized-frb35-17-5_ext.xml.mzn_AND_NODATA,1,0.024734,0.975266
normalized-graph13.xml.mzn_AND_NODATA,1,0.920084,0
normalized-fapp32-0550-5.xml.mzn_AND_NODATA,1,0.815364,0.173874
normalized-haystacks-09.xml.mzn_AND_NODATA,1,1,0
normalized-haystacks-11.xml.mzn_AND_NODATA,1,1,0
normalized-haystacks-16.xml.mzn_AND_NODATA,1,1,0
normalized-graph9-f10.xml.mzn_AND_NODATA,1,0.919705,0
normalized-haystacks-18.xml.mzn_AND_NODATA,1,1,0
normalized-haystacks-17.xml.mzn_AND_NODATA,1,1,0
normalized-haystacks-14.xml.mzn_AND_NODATA,1,1,0
normalized-graph9.xml.mzn_AND_NODATA,1,0.919705,0
normalized-graph8-f10.xml.mzn_AND_NODATA,1,0.917012,0
normalized-graph9-f9.xml.mzn_AND_NODATA,1,0.919705,0
normalized-hanoi5.xml.mzn_AND_NODATA,1,1,0
normalized-haystacks-20.xml.mzn_AND_NODATA,1,1,0
normalized-haystacks-15.xml.mzn_AND_NODATA,1,1,0
normalized-haystacks-19.xml.mzn_AND_NODATA,1,1,0
normalized-fischer-7-6-fair.xml.mzn_AND_NODATA,1,0.910865,0.089135
normalized-haystacks-22.xml.mzn_AND_NODATA,1,1,0
normalized-fapp34-0750-5.xml.mzn_AND_NODATA,1,0.812707,0.171276
normalized-haystacks-23.xml.mzn_AND_NODATA,1,1,0
normalized-haystacks-24.xml.mzn_AND_NODATA,1,1,0
normalized-fischer-9-4-fair.xml.mzn_AND_NODATA,1,0.909968,0.090032
normalized-haystacks-25.xml.mzn_AND_NODATA,1,1,0
normalized-fischer-5-10-fair.xml.mzn_AND_NODATA,1,0.911163,0.088837
normalized-haystacks-26.xml.mzn_AND_NODATA,1,1,0
normalized-haystacks-27.xml.mzn_AND_NODATA,1,1,0
normalized-fischer-8-5-fair.xml.mzn_AND_NODATA,1,0.910626,0.089374
normalized-haystacks-28.xml.mzn_AND_NODATA,1,1,0
normalized-frb40-19-1-mgd_ext.xml.mzn_AND_NODATA,1,0.024462,0.974894
normalized-fapp32-0550-7.xml.mzn_AND_NODATA,1,0.815426,0.17381
normalized-hole-08_ext.xml.mzn_AND_NODATA,1,0.326531,0.673469
normalized-frb40-19-2-mgd_ext.xml.mzn_AND_NODATA,1,0.023959,0.975505
normalized-hole-09_ext.xml.mzn_AND_NODATA,1,0.302521,0.697479
normalized-hole-10_ext.xml.mzn_AND_NODATA,1,0.28169,0.71831
normalized-fischer-6-8-fair.xml.mzn_AND_NODATA,1,0.91128,0.08872
normalized-homer-10.xml.mzn_AND_NODATA,1,1,0
normalized-fapp34-0750-8.xml.mzn_AND_NODATA,1,0.81272,0.171262
normalized-homer-11.xml.mzn_AND_NODATA,1,1,0
normalized-frb40-19-3-mgd_ext.xml.mzn_AND_NODATA,1,0.023395,0.976235
normalized-homer-12.xml.mzn_AND_NODATA,1,1,0
normalized-huck-10.xml.mzn_AND_NODATA,1,1,0
normalized-haystacks-29.xml.mzn_AND_NODATA,1,1,0
normalized-huck-9.xml.mzn_AND_NODATA,1,1,0
normalized-homer-8.xml.mzn_AND_NODATA,1,1,0
normalized-huck-8.xml.mzn_AND_NODATA,1,1,0
normalized-fischer-9-5-fair.xml.mzn_AND_NODATA,1,0.911179,0.088821
normalized-fapp34-0750-7.xml.mzn_AND_NODATA,1,0.81272,0.171262
normalized-fischer-8-6-fair.xml.mzn_AND_NODATA,1,0.911463,0.088537
normalized-fapp32-0550-9.xml.mzn_AND_NODATA,1,0.815525,0.173708
normalized-haystacks-30.xml.mzn_AND_NODATA,1,1,0
normalized-ii-16b2.xml.mzn_AND_NODATA,1,1,0
normalized-frb40-19-4-mgd_ext.xml.mzn_AND_NODATA,1,0.022496,0.977238
normalized-ii-32b2.xml.mzn_AND_NODATA,1,1,0
normalized-ii-16a1.xml.mzn_AND_NODATA,1,1,0
normalized-fischer-7-7-fair.xml.mzn_AND_NODATA,1,0.911479,0.088521
normalized-fischer-10-6-fair.xml.mzn_AND_NODATA,1,0.912517,0.087483
normalized-ii-16c1.xml.mzn_AND_NODATA,1,1,0
normalized-ii-16a2.xml.mzn_AND_NODATA,1,1,0
normalized-ii-16d2.xml.mzn_AND_NODATA,1,1,0
normalized-frb40-19-5-mgd_ext.xml.mzn_AND_NODATA,1,0.022208,0.977588
normalized-ii-32c3.xml.mzn_AND_NODATA,1,1,0
normalized-ii-32d1.xml.mzn_AND_NODATA,1,1,0
normalized-fapp34-0750-9.xml.mzn_AND_NODATA,1,0.812774,0.171206
normalized-fischer-11-5-fair.xml.mzn_AND_NODATA,1,0.912184,0.087816
normalized-ii-16e2.xml.mzn_AND_NODATA,1,1,0
normalized-ii-32b3.xml.mzn_AND_NODATA,1,1,0
normalized-ii-32d2.xml.mzn_AND_NODATA,1,1,0
normalized-ii-32b4.xml.mzn_AND_NODATA,1,1,0
normalized-fischer-6-9-fair.xml.mzn_AND_NODATA,1,0.911649,0.088351
normalized-ii-8a3.xml.mzn_AND_NODATA,1,1,0
normalized-ii-16b1.xml.mzn_AND_NODATA,1,1,0
normalized-ii-8a4.xml.mzn_AND_NODATA,1,1,0
normalized-ii-32a1.xml.mzn_AND_NODATA,1,1,0
normalized-ii-16c2.xml.mzn_AND_NODATA,1,1,0
normalized-frb40-19-3_ext.xml.mzn_AND_NODATA,1,0.02166,0.97834
normalized-ii-8b2.xml.mzn_AND_NODATA,1,1,0
normalized-frb40-19-1_ext.xml.mzn_AND_NODATA,1,0.02151,0.97849
normalized-frb40-19-2_ext.xml.mzn_AND_NODATA,1,0.021537,0.978463
normalized-ii-8d1.xml.mzn_AND_NODATA,1,1,0
normalized-ii-32e4.xml.mzn_AND_NODATA,1,1,0
normalized-ii-8e1.xml.mzn_AND_NODATA,1,1,0
normalized-ii-16d1.xml.mzn_AND_NODATA,1,1,0
normalized-ii-32e3.xml.mzn_AND_NODATA,1,1,0
normalized-ii-32e5.xml.mzn_AND_NODATA,1,1,0
normalized-ii-8b4.xml.mzn_AND_NODATA,1,1,0
normalized-ii-8b3.xml.mzn_AND_NODATA,1,1,0
normalized-ii-32c4.xml.mzn_AND_NODATA,1,1,0
normalized-haystacks-31.xml.mzn_AND_NODATA,1,1,0
normalized-ii-32d3.xml.mzn_AND_NODATA,1,1,0
normalized-inithx-i-1-10.xml.mzn_AND_NODATA,1,1,0
normalized-ii-16e1.xml.mzn_AND_NODATA,1,1,0
normalized-frb40-19-4_ext.xml.mzn_AND_NODATA,1,0.021321,0.978679
normalized-ii-8e2.xml.mzn_AND_NODATA,1,1,0
normalized-inithx-i-1-15.xml.mzn_AND_NODATA,1,1,0
normalized-inithx-i-1-20.xml.mzn_AND_NODATA,1,1,0
normalized-frb40-19-5_ext.xml.mzn_AND_NODATA,1,0.021313,0.978687
normalized-fapp32-0550-8.xml.mzn_AND_NODATA,1,0.815475,0.173759
normalized-inithx-i-1-25.xml.mzn_AND_NODATA,1,1,0
normalized-inithx-i-1-35.xml.mzn_AND_NODATA,1,1,0
normalized-inithx-i-1-40.xml.mzn_AND_NODATA,1,1,0
normalized-ii-8d2.xml.mzn_AND_NODATA,1,1,0
normalized-inithx-i-1-45.xml.mzn_AND_NODATA,1,1,0
normalized-fischer-7-8-fair.xml.mzn_AND_NODATA,1,0.911946,0.088054
normalized-inithx-i-1-50.xml.mzn_AND_NODATA,1,1,0
normalized-ii-8c2.xml.mzn_AND_NODATA,1,1,0
normalized-inithx-i-1-53.xml.mzn_AND_NODATA,1,1,0
normalized-fischer-8-7-fair.xml.mzn_AND_NODATA,1,0.912072,0.087928
normalized-inithx-i-2-15.xml.mzn_AND_NODATA,1,1,0
normalized-jean-7.xml.mzn_AND_NODATA,1,1,0
normalized-jean-8.xml.mzn_AND_NODATA,1,1,0
normalized-jean-9.xml.mzn_AND_NODATA,1,1,0
normalized-inithx-i-2-20.xml.mzn_AND_NODATA,1,1,0
normalized-fischer-6-10-fair.xml.mzn_AND_NODATA,1,0.911947,0.088053
normalized-inithx-i-1-30.xml.mzn_AND_NODATA,1,1,0
normalized-jnh16_ext.xml.mzn_AND_NODATA,1,0.190658,0.808389
normalized-fischer-9-6-fair.xml.mzn_AND_NODATA,1,0.912009,0.087991
normalized-inithx-i-3-10.xml.mzn_AND_NODATA,1,1,0
normalized-inithx-i-3-15.xml.mzn_AND_NODATA,1,1,0
normalized-jnh-201.xml.mzn_AND_NODATA,1,1,0
normalized-jnh-205.xml.mzn_AND_NODATA,1,1,0
normalized-inithx-i-2-30.xml.mzn_AND_NODATA,1,1,0
normalized-inithx-i-3-20.xml.mzn_AND_NODATA,1,1,0
normalized-inithx-i-1-52.xml.mzn_AND_NODATA,1,1,0
normalized-jnh-220.xml.mzn_AND_NODATA,1,1,0
normalized-inithx-i-3-30.xml.mzn_AND_NODATA,1,1,0
normalized-inithx-i-2-25.xml.mzn_AND_NODATA,1,1,0
normalized-jnh-209.xml.mzn_AND_NODATA,1,1,0
normalized-jnh-301.xml.mzn_AND_NODATA,1,1,0
normalized-inithx-i-3-28.xml.mzn_AND_NODATA,1,1,0
normalized-jnh301_ext.xml.mzn_AND_NODATA,1,0.181818,0.818182
normalized-inithx-i-1-51.xml.mzn_AND_NODATA,1,1,0
normalized-jnh-204.xml.mzn_AND_NODATA,1,1,0
normalized-jnh-1.xml.mzn_AND_NODATA,1,1,0
normalized-inithx-i-2-29.xml.mzn_AND_NODATA,1,1,0
normalized-js-taillard-15-100-0.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-js-taillard-15-100-2.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-js-taillard-15-100-3.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-haystacks-32.xml.mzn_AND_NODATA,1,1,0
normalized-js-taillard-15-100-5.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-inithx-i-3-25.xml.mzn_AND_NODATA,1,1,0
normalized-js-taillard-15-100-6.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-js-taillard-15-100-7.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-js-taillard-15-100-8.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-inithx-i-2-28.xml.mzn_AND_NODATA,1,1,0
normalized-js-taillard-15-105-0.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-js-taillard-15-105-1.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-js-taillard-15-105-2.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-fischer-7-9-fair.xml.mzn_AND_NODATA,1,0.912313,0.087687
normalized-js-taillard-15-105-3.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-js-taillard-15-105-6.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-js-taillard-15-100-4.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-js-taillard-15-105-8.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-js-taillard-15-95-1.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-js-taillard-15-105-4.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-js-taillard-15-105-9.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-js-taillard-15-95-2.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-js-taillard-15-95-4.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-js-taillard-15-95-3.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-jnh-212.xml.mzn_AND_NODATA,1,1,0
normalized-js-taillard-15-100-9.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-js-taillard-15-95-9.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-js-taillard-15-105-7.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-js-taillard-15-95-0.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-js-taillard-15-100-1.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-jnh-217.xml.mzn_AND_NODATA,1,1,0
normalized-js-taillard-15-95-5.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-js-taillard-15-95-6.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-fischer-9-7-fair.xml.mzn_AND_NODATA,1,0.912613,0.087387
normalized-js-taillard-15-105-5.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-js-taillard-15-95-8.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-haystacks-33.xml.mzn_AND_NODATA,1,1,0
normalized-fischer-6-11-fair.xml.mzn_AND_NODATA,1,0.912192,0.087808
normalized-js-taillard-20-100-0.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-js-taillard-20-100-1.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-js-taillard-20-100-4.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-js-taillard-20-100-2.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-fischer-8-8-fair.xml.mzn_AND_NODATA,1,0.912535,0.087465
normalized-fischer-11-6-fair.xml.mzn_AND_NODATA,1,0.912998,0.087002
normalized-fischer-10-7-fair.xml.mzn_AND_NODATA,1,0.913116,0.086884
normalized-js-taillard-20-100-7.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-frb45-21-3-mgd_ext.xml.mzn_AND_NODATA,1,0.02064,0.97901
normalized-js-taillard-20-105-0.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-frb45-21-4-mgd_ext.xml.mzn_AND_NODATA,1,0.020522,0.979131
normalized-js-taillard-20-100-8.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-js-taillard-20-105-1.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-js-taillard-20-15-100-0.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-js-taillard-20-100-9.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-js-taillard-20-15-100-2.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-geo50-20-d4-75-33_ext.xml.mzn_AND_NODATA,1,0.023628,0.976372
normalized-frb45-21-5-mgd_ext.xml.mzn_AND_NODATA,1,0.020383,0.979294
normalized-geo50-20-d4-75-11_ext.xml.mzn_AND_NODATA,1,0.022758,0.977242
normalized-js-taillard-20-100-3.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-js-taillard-20-105-2.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-js-taillard-20-105-4.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-js-taillard-20-15-100-7.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-js-taillard-20-105-5.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-js-taillard-20-15-100-9.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-js-taillard-20-15-105-1.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-js-taillard-20-15-105-3.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-js-taillard-20-105-6.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-js-taillard-20-100-5.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-fischer-7-10-fair.xml.mzn_AND_NODATA,1,0.912609,0.087391
normalized-js-taillard-15-95-7.xml.mzn_AND_NODATA,1,0.680851,0.319149
normalized-js-taillard-20-15-105-5.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-js-taillard-20-105-3.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-js-taillard-20-15-100-3.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-haystacks-34.xml.mzn_AND_NODATA,1,1,0
normalized-frb45-21-2-mgd_ext.xml.mzn_AND_NODATA,1,0.020194,0.979528
normalized-knights-100-25.xml.mzn_AND_NODATA,1,0.875,0.125
normalized-js-taillard-20-15-100-8.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-geo50-20-d4-75-13_ext.xml.mzn_AND_NODATA,1,0.022805,0.977195
normalized-knights-10-5.xml.mzn_AND_NODATA,1,0.785714,0.214286
normalized-knights-12-5.xml.mzn_AND_NODATA,1,0.785714,0.214286
normalized-js-taillard-20-15-100-6.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-js-taillard-20-15-105-8.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-js-taillard-20-15-105-6.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-js-taillard-20-15-95-2.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-knights-15-9.xml.mzn_AND_NODATA,1,0.8125,0.1875
normalized-knights-20-5.xml.mzn_AND_NODATA,1,0.785714,0.214286
normalized-knights-25-5.xml.mzn_AND_NODATA,1,0.785714,0.214286
normalized-frb45-21-1-mgd_ext.xml.mzn_AND_NODATA,1,0.019764,0.979985
normalized-js-taillard-20-15-105-9.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-js-taillard-20-15-100-1.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-knights-25-9.xml.mzn_AND_NODATA,1,0.8125,0.1875
normalized-knights-50-5.xml.mzn_AND_NODATA,1,0.785714,0.214286
normalized-js-taillard-20-105-8.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-js-taillard-20-15-95-3.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-knights-100-9.xml.mzn_AND_NODATA,1,0.8125,0.1875
normalized-knights-80-25.xml.mzn_AND_NODATA,1,0.875,0.125
normalized-js-taillard-20-15-95-0.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-knights-80-9.xml.mzn_AND_NODATA,1,0.8125,0.1875
normalized-la03x3-590.xml.mzn_AND_NODATA,1,0.967742,0
normalized-js-taillard-20-15-95-8.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-js-taillard-20-105-7.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-js-taillard-20-15-95-1.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-js-taillard-20-100-6.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-js-taillard-20-15-105-7.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-knights-50-25.xml.mzn_AND_NODATA,1,0.875,0.125
normalized-langford-2-17.xml.mzn_AND_NODATA,1,1,0
normalized-js-taillard-20-15-95-5.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-langford-2-18.xml.mzn_AND_NODATA,1,1,0
normalized-js-taillard-20-15-95-6.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-langford-2-25.xml.mzn_AND_NODATA,1,1,0
normalized-knights-100-5.xml.mzn_AND_NODATA,1,0.785714,0.214286
normalized-js-taillard-20-15-105-0.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-js-taillard-20-15-100-5.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-la04x2-572.xml.mzn_AND_NODATA,1,0.952381,0
normalized-la03x2-593.xml.mzn_AND_NODATA,1,0.952381,0
normalized-langford-2-13.xml.mzn_AND_NODATA,1,1,0
normalized-langford-2-30.xml.mzn_AND_NODATA,1,1,0
normalized-knights-15-5.xml.mzn_AND_NODATA,1,0.785714,0.214286
normalized-langford-3-14.xml.mzn_AND_NODATA,1,1,0
normalized-fischer-9-8-fair.xml.mzn_AND_NODATA,1,0.913072,0.086928
normalized-knights-12-9.xml.mzn_AND_NODATA,1,0.8125,0.1875
normalized-langford-3-15.xml.mzn_AND_NODATA,1,1,0
normalized-js-taillard-20-15-95-9.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-langford-2-21.xml.mzn_AND_NODATA,1,1,0
normalized-langford-3-18.xml.mzn_AND_NODATA,1,1,0
normalized-js-taillard-20-15-95-7.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-knights-80-5.xml.mzn_AND_NODATA,1,0.785714,0.214286
normalized-langford-2-40.xml.mzn_AND_NODATA,1,1,0
normalized-langford-2-14.xml.mzn_AND_NODATA,1,1,0
normalized-knights-8-5.xml.mzn_AND_NODATA,1,0.785714,0.214286
normalized-langford-3-16.xml.mzn_AND_NODATA,1,1,0
normalized-langford-3-20.xml.mzn_AND_NODATA,1,1,0
normalized-geo50-20-d4-75-29_ext.xml.mzn_AND_NODATA,1,0.022932,0.977068
normalized-js-taillard-20-15-100-4.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-fischer-8-9-fair.xml.mzn_AND_NODATA,1,0.9129,0.0871
normalized-frb45-21-3_ext.xml.mzn_AND_NODATA,1,0.018945,0.981055
normalized-langford-4-15.xml.mzn_AND_NODATA,1,1,0
normalized-langford-4-17.xml.mzn_AND_NODATA,1,1,0
normalized-knights-50-9.xml.mzn_AND_NODATA,1,0.8125,0.1875
normalized-js-taillard-20-15-95-4.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-langford-4-18.xml.mzn_AND_NODATA,1,1,0
normalized-langford-3-25.xml.mzn_AND_NODATA,1,1,0
normalized-latinSquare-dg-10_all.xml.mzn_AND_NODATA,1,0,0
normalized-latinSquare-dg-12_all.xml.mzn_AND_NODATA,1,0,0
normalized-langford-3-30.xml.mzn_AND_NODATA,1,1,0
normalized-js-taillard-20-15-105-2.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-latinSquare-dg-8_all.xml.mzn_AND_NODATA,1,0,0
normalized-langford-4-14.xml.mzn_AND_NODATA,1,1,0
normalized-langford-4-20.xml.mzn_AND_NODATA,1,1,0
normalized-js-taillard-20-15-105-4.xml.mzn_AND_NODATA,1,0.677237,0.322763
normalized-langford-4-21.xml.mzn_AND_NODATA,1,1,0
normalized-knights-20-9.xml.mzn_AND_NODATA,1,0.8125,0.1875
normalized-js-taillard-20-95-1.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-geo50-20-d4-75-20_ext.xml.mzn_AND_NODATA,1,0.022171,0.977829
normalized-latinSquare-dg-11_all.xml.mzn_AND_NODATA,1,0,0
normalized-frb45-21-2_ext.xml.mzn_AND_NODATA,1,0.0188,0.9812
normalized-js-taillard-20-95-7.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-langford-4-16.xml.mzn_AND_NODATA,1,1,0
normalized-latinSquare-dg-9_all.xml.mzn_AND_NODATA,1,0,0
normalized-lei450-15a-08.xml.mzn_AND_NODATA,1,1,0
normalized-lei450-15a-10.xml.mzn_AND_NODATA,1,1,0
normalized-langford-3-21.xml.mzn_AND_NODATA,1,1,0
normalized-lei450-15a-13.xml.mzn_AND_NODATA,1,1,0
normalized-lei450-15a-15.xml.mzn_AND_NODATA,1,1,0
normalized-langford-4-25.xml.mzn_AND_NODATA,1,1,0
normalized-js-taillard-20-95-3.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-frb45-21-4_ext.xml.mzn_AND_NODATA,1,0.018824,0.981176
normalized-js-taillard-20-95-9.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-lei450-15b-13.xml.mzn_AND_NODATA,1,1,0
normalized-js-taillard-20-105-9.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-lei450-15b-08.xml.mzn_AND_NODATA,1,1,0
normalized-lei450-15b-15.xml.mzn_AND_NODATA,1,1,0
normalized-lei450-15a-14.xml.mzn_AND_NODATA,1,1,0
normalized-lei450-15a-12.xml.mzn_AND_NODATA,1,1,0
normalized-geo50-20-d4-75-38_ext.xml.mzn_AND_NODATA,1,0.022784,0.977216
normalized-langford-4-40.xml.mzn_AND_NODATA,1,1,0
normalized-lei450-15c-10.xml.mzn_AND_NODATA,1,1,0
normalized-js-taillard-20-95-5.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-haystacks-35.xml.mzn_AND_NODATA,1,1,0
normalized-js-taillard-20-95-8.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-js-taillard-20-95-2.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-lei450-15c-08.xml.mzn_AND_NODATA,1,1,0
normalized-lei450-15b-10.xml.mzn_AND_NODATA,1,1,0
normalized-js-taillard-20-95-6.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-lei450-15c-13.xml.mzn_AND_NODATA,1,1,0
normalized-lei450-15c-14.xml.mzn_AND_NODATA,1,1,0
normalized-lei450-15c-15.xml.mzn_AND_NODATA,1,1,0
normalized-lei450-15d-10.xml.mzn_AND_NODATA,1,1,0
normalized-geo50-20-d4-75-14_ext.xml.mzn_AND_NODATA,1,0.02191,0.97809
normalized-lei450-25a-10.xml.mzn_AND_NODATA,1,1,0
normalized-langford-3-13.xml.mzn_AND_NODATA,1,1,0
normalized-js-taillard-20-95-0.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-langford-4-30.xml.mzn_AND_NODATA,1,1,0
normalized-fischer-11-7-fair.xml.mzn_AND_NODATA,1,0.913591,0.086409
normalized-lei450-25b-10.xml.mzn_AND_NODATA,1,1,0
normalized-lei450-15d-14.xml.mzn_AND_NODATA,1,1,0
normalized-js-taillard-20-95-4.xml.mzn_AND_NODATA,1,0.677419,0.322581
normalized-lei450-15c-12.xml.mzn_AND_NODATA,1,1,0
normalized-lei450-15b-12.xml.mzn_AND_NODATA,1,1,0
normalized-lei450-25b-15.xml.mzn_AND_NODATA,1,1,0
normalized-lei450-15d-08.xml.mzn_AND_NODATA,1,1,0
normalized-lei450-25b-23.xml.mzn_AND_NODATA,1,1,0
normalized-la04x3-570.xml.mzn_AND_NODATA,1,0.967742,0
normalized-lemma-24-3.xml.mzn_AND_NODATA,1,0.673267,0.326733
normalized-geo50-20-d4-75-43_ext.xml.mzn_AND_NODATA,1,0.022598,0.977402
normalized-lei450-25a-22.xml.mzn_AND_NODATA,1,1,0
normalized-lei450-25a-20.xml.mzn_AND_NODATA,1,1,0
normalized-langford-2-50.xml.mzn_AND_NODATA,1,1,0
