@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC

@DATA
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.0252,0.2242
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin.cnf,1,0.4828,0.6197
./SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.1654,0.4588
./SAT11/application/fuhs/AProVE11/AProVE11-06.cnf,1,0.1557,0.506
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin.cnf,1,0.5357,0.7696
SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.0104,0.3671
./SAT02/industrial/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf,1,0.5921,0.7373
./SAT07/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,0.6145,0.8473
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,0.9987,1
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t1.cnf,1,0.4122,0.8405
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-eijkbs6669-tseitin.cnf,1,0.1209,0.4649
./SAT11/application/manthey/traffic/traffic_3_uc_sat.cnf,1,0.2868,0.5937
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom16.cnf,1,0.1573,0.5934
./SAT02/industrial/aloul/Homer/homer14.shuffled.cnf,1,0.7975,0.8016
./SAT03/industrial/li/li-exam/li-exam-61.shuffled-as.sat03-366.cnf,1,0.1253,0.3373
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,0.7383,0.9646
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top28.cnf,1,0.5504,0.5886
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,0.2338,0.7509
./SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand128.cnf,1,0.8224,0.8536
./SAT09/APPLICATIONS/diagnosis/ACG-15-5p1.cnf,1,0.4354,0.8736
./SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?
./SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0.1062,0.3909
./SAT11/application/manthey/traffic/traffic_f_unknown.cnf,1,0.1451,0.513
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,1,0.9466,0.9952
SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?
./SAT03/industrial/schuppan/l2s/dme-03-1-k247-unsat.shuffled-as.sat03-407.cnf,1,0.1484,0.4062
./SAT05/industrial/grieu05/vmpc/vmpc_35.renamed-as.sat05-1921.cnf,1,0.6918,0.6918
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.9837,0.9946
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_1_keyfind_1.cnf,1,0.0096,0.152
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step21.cnf,1,0.8308,0.9557
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0.9329,0.9824
./SAT11/application/leberre/2dimensionalstrippacking/E04F19.cnf,1,0.8713,0.9548
./SAT11/application/leberre/2dimensionalstrippacking/E04F20.cnf,1,0.9426,0.9916
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug6.cnf,1,0.9987,1
./SAT05/industrial/maris05/Ferry/ferry5_ks99i.renamed-as.sat05-3994.cnf,1,0.9237,0.9776
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf,1,0.4774,0.6196
SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0.9967,1
./SAT11/application/fuhs/AProVE11/AProVE11-09.cnf,1,0.1435,0.4741
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.8792,0.9482
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,0.337,0.7264
./SAT07/industrial/palacios/medium/blocks-4-ipc5-h21-unknown.cnf,1,0.8382,0.9897
./SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,0.2003,0.696
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_3_keyfind_1.cnf,1,0.0022,0.0906
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN.cnf,1,0.915,0.9428
./SAT09/APPLICATIONS/diagnosis/UR-20-10p0.cnf,1,0.8109,0.9733
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,0.2633,0.5103
./SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,1,0.962,0.9988
./SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,1,0.8535,0.9256
./SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,0.6643,0.8644
./SAT07/industrial/fuhs/hard/AProVE07-03.cnf,1,0.1137,0.5788
./SAT11/application/leberre/2dimensionalstrippacking/E00X23.cnf,1,0.9695,0.9956
./SAT03/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,0.4867,0.7014
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step13.cnf,1,0.9765,0.9998
SAT_RACE08/cnf/manol-pipe-f7nidw.cnf,1,0.6556,0.8747
./SAT11/application/leberre/2dimensionalstrippacking/korf-17.cnf,1,0.8227,0.8945
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_10_keyfind_1.cnf,1,0.0027,0.0909
./SAT07/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.7644,0.8866
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,0.3059,0.6351
