@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC

@DATA
bqwh-15-106-27_ext.xml.minion.converted.minion.gz,1,883,0.014573,0.412876,0.122642,90,0.113208,0.103145
bqwh-15-106-28_glb.xml.minion.conv.minion,1,960,0.003617,0.455535,0.132075,105,0.113208,0.115723
bqwh-15-106-29_ext.xml.minion.converted.minion.gz,1,882,0.016536,0.42709,0.132075,96,0.113208,0.105301
bqwh-15-106-29_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-2_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-30_glb.xml.minion.conv.minion,1,977,0.003377,0.455601,0.122642,97,0.122642,0.115723
bqwh-15-106-31_ext.xml.minion.converted.minion.gz,1,793,0.0121,0.430103,0.132075,88,0.122642,0.108176
bqwh-15-106-31_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-32_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-33_ext.xml.minion.converted.minion.gz,1,904,0.015967,0.421113,0.122642,96,0.113208,0.104223
bqwh-15-106-33_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-34_glb.xml.minion.conv.minion,1,962,0.003617,0.455535,0.132075,105,0.113208,0.115723
bqwh-15-106-35_ext.xml.minion.converted.minion.gz,1,335,0.009893,0.444315,0.122642,82,0.122642,0.112129
bqwh-15-106-35_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-36_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-37_ext.xml.minion.converted.minion.gz,1,335,0.01737,0.405607,0.122642,98,0.103774,0.100988
bqwh-15-106-37_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-38_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-39_ext.xml.minion.converted.minion.gz,1,243,0.012104,0.436741,0.122642,86,0.113208,0.109434
bqwh-15-106-39_glb.xml.minion.conv.minion,1,982,0.003617,0.455535,0.132075,105,0.113208,0.115723
bqwh-15-106-3_ext.xml.minion.converted.minion.gz,1,335,0.012547,0.428388,0.122642,89,0.113208,0.107457
bqwh-15-106-3_glb.xml.minion.conv.minion,1,972,0.003377,0.455601,0.122642,108,0.113208,0.115723
bqwh-15-106-40_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-41_ext.xml.minion.converted.minion.gz,1,335,0.014877,0.409754,0.132075,88,0.113208,0.103324
bqwh-15-106-41_glb.xml.minion.conv.minion,1,975,0.003617,0.455535,0.132075,108,0.113208,0.115723
bqwh-15-106-42_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-43_ext.xml.minion.converted.minion.gz,1,870,0.015047,0.419717,0.122642,89,0.113208,0.105301
bqwh-15-106-43_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-44_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-45_ext.xml.minion.converted.minion.gz,1,335,0.013592,0.445996,0.122642,87,0.113208,0.110153
bqwh-15-106-45_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-46_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-47_ext.xml.minion.converted.minion.gz,1,335,0.01571,0.42258,0.132075,96,0.113208,0.104942
bqwh-15-106-47_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-48_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-49_ext.xml.minion.converted.minion.gz,1,962,0.014242,0.425322,0.122642,88,0.113208,0.106199
bqwh-15-106-49_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-4_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-50_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-51_ext.xml.minion.converted.minion.gz,1,243,0.014128,0.435756,0.122642,87,0.122642,0.108715
bqwh-15-106-51_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-53_ext.xml.minion.converted.minion.gz,1,243,0.012349,0.428081,0.122642,90,0.113208,0.107098
bqwh-15-106-53_glb.xml.minion.conv.minion,1,992,0.003617,0.455535,0.132075,112,0.113208,0.115723
bqwh-15-106-54_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-55_ext.xml.minion.converted.minion.gz,1,335,0.010997,0.430498,0.122642,86,0.113208,0.108895
bqwh-15-106-55_glb.xml.minion.conv.minion,1,982,0.003617,0.455535,0.132075,104,0.113208,0.115723
bqwh-15-106-56_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-57_ext.xml.minion.converted.minion.gz,1,811,0.015359,0.42915,0.132075,83,0.122642,0.106379
bqwh-15-106-57_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-58_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-59_ext.xml.minion.converted.minion.gz,1,243,0.011073,0.430434,0.132075,87,0.113208,0.108895
bqwh-15-106-59_glb.xml.minion.conv.minion,1,978,0.003617,0.455535,0.132075,98,0.113208,0.115723
bqwh-15-106-5_ext.xml.minion.converted.minion.gz,1,987,0.017128,0.431513,0.132075,84,0.122642,0.105481
bqwh-15-106-5_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-60_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-61_ext.xml.minion.converted.minion.gz,1,853,0.016623,0.429157,0.122642,82,0.113208,0.107817
bqwh-15-106-61_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-62_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-63_ext.xml.minion.converted.minion.gz,1,876,0.014586,0.421897,0.122642,89,0.103774,0.105481
bqwh-15-106-63_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-65_ext.xml.minion.converted.minion.gz,1,513,0.016746,0.43177,0.132075,89,0.113208,0.104762
bqwh-15-106-65_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-66_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-67_ext.xml.minion.converted.minion.gz,1,335,0.013709,0.414869,0.132075,98,0.113208,0.105121
bqwh-15-106-67_glb.xml.minion.conv.minion,1,979,0.003617,0.455535,0.132075,121,0.113208,0.115723
bqwh-15-106-68_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-69_ext.xml.minion.converted.minion.gz,1,223,0.010384,0.432962,0.122642,87,0.113208,0.109254
bqwh-15-106-69_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-6_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-70_glb.xml.minion.conv.minion,1,954,0.003617,0.455535,0.132075,108,0.122642,0.115723
bqwh-15-106-71_ext.xml.minion.converted.minion.gz,1,324,0.009534,0.433252,0.122642,98,0.113208,0.109973
bqwh-15-106-71_glb.xml.minion.conv.minion,1,981,0.003377,0.455601,0.122642,109,0.113208,0.115723
bqwh-15-106-72_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-73_ext.xml.minion.converted.minion.gz,1,335,0.013901,0.411261,0.122642,89,0.103774,0.103504
bqwh-15-106-73_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-74_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-75_ext.xml.minion.converted.minion.gz,1,335,0.010403,0.438657,0.132075,84,0.113208,0.110692
bqwh-15-106-75_glb.xml.minion.conv.minion,1,961,0.003617,0.455535,0.132075,102,0.113208,0.115723
bqwh-15-106-76_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-77_ext.xml.minion.converted.minion.gz,1,694,0.013474,0.421499,0.132075,106,0.122642,0.106559
bqwh-15-106-77_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-78_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-79_ext.xml.minion.converted.minion.gz,1,940,0.015185,0.423599,0.132075,89,0.113208,0.10584
bqwh-15-106-79_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-7_ext.xml.minion.converted.minion.gz,1,243,0.015167,0.419787,0.122642,96,0.103774,0.104582
bqwh-15-106-7_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-80_glb.xml.minion.conv.minion,1,959,0.003617,0.455535,0.132075,102,0.113208,0.115723
bqwh-15-106-81_ext.xml.minion.converted.minion.gz,1,767,0.011862,0.420299,0.132075,88,0.113208,0.106199
bqwh-15-106-81_glb.xml.minion.conv.minion,1,978,0.003617,0.455535,0.132075,106,0.113208,0.115723
bqwh-15-106-83_ext.xml.minion.converted.minion.gz,1,243,0.013495,0.428577,0.132075,90,0.122642,0.108356
bqwh-15-106-83_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-84_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-85_ext.xml.minion.converted.minion.gz,1,335,0.013092,0.418286,0.132075,88,0.122642,0.10602
bqwh-15-106-85_glb.xml.minion.conv.minion,1,965,0.003617,0.455535,0.132075,106,0.122642,0.115723
bqwh-15-106-86_glb.xml.minion.conv.minion,1,968,0.003617,0.455535,0.132075,98,0.122642,0.115723
bqwh-15-106-87_ext.xml.minion.converted.minion.gz,1,335,0.01504,0.416355,0.132075,88,0.113208,0.104043
bqwh-15-106-87_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-88_glb.xml.minion.conv.minion,1,949,0.003617,0.455535,0.132075,104,0.113208,0.115723
bqwh-15-106-89_ext.xml.minion.converted.minion.gz,1,335,0.012399,0.428707,0.122642,89,0.122642,0.107817
bqwh-15-106-89_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-8_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-90_glb.xml.minion.conv.minion,1,978,0.003617,0.455535,0.132075,121,0.122642,0.115723
bqwh-15-106-91_ext.xml.minion.converted.minion.gz,1,335,0.010214,0.434757,0.132075,89,0.113208,0.109973
bqwh-15-106-92_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-93_ext.xml.minion.converted.minion.gz,1,243,0.012187,0.430809,0.132075,89,0.103774,0.108356
bqwh-15-106-93_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-94_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-95_ext.xml.minion.converted.minion.gz,1,793,0.014062,0.426205,0.132075,88,0.113208,0.107457
bqwh-15-106-95_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-96_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-97_ext.xml.minion.converted.minion.gz,1,882,0.013016,0.430533,0.132075,89,0.113208,0.107996
bqwh-15-106-97_glb.xml.minion.conv.minion,1,?,?,?,?,?,?,?
bqwh-15-106-98_glb.xml.minion.conv.minion,1,975,0.003617,0.455535,0.132075,109,0.113208,0.115723
bqwh-15-106-99_ext.xml.minion.converted.minion.gz,1,249,0.008176,0.442925,0.122642,88,0.113208,0.11195
bqwh-15-106-99_glb.xml.minion.conv.minion,1,966,0.003377,0.455601,0.122642,106,0.113208,0.115723
bqwh-15-106-9_ext.xml.minion.converted.minion.gz,1,335,0.013197,0.430063,0.122642,86,0.113208,0.106739
bqwh-15-106-9_glb.xml.minion.conv.minion,1,972,0.003617,0.455535,0.132075,104,0.113208,0.115723
bqwh-18-141-11_ext.xml.minion.converted.minion.gz,1,876,0.013146,0.425965,0.099291,83,0.099291,0.088754
bqwh-18-141-13_ext.xml.minion.converted.minion.gz,1,970,0.014105,0.418347,0.099291,72,0.099291,0.086626
bqwh-18-141-15_ext.xml.minion.converted.minion.gz,1,335,0.010469,0.426967,0.099291,84,0.099291,0.089362
bqwh-18-141-17_ext.xml.minion.converted.minion.gz,1,868,0.013448,0.416239,0.099291,80,0.092199,0.086322
bqwh-18-141-19_ext.xml.minion.converted.minion.gz,1,335,0.011555,0.430005,0.099291,78,0.099291,0.089868
bqwh-18-141-1_ext.xml.minion.converted.minion.gz,1,335,0.011568,0.42562,0.099291,80,0.099291,0.089058
bqwh-18-141-21_ext.xml.minion.converted.minion.gz,1,335,0.010661,0.4299,0.099291,79,0.099291,0.089767
bqwh-18-141-23_ext.xml.minion.converted.minion.gz,1,988,0.009878,0.426948,0.099291,76,0.092199,0.090071
bqwh-18-141-25_ext.xml.minion.converted.minion.gz,1,335,0.010316,0.426047,0.099291,80,0.099291,0.089868
bqwh-18-141-27_ext.xml.minion.converted.minion.gz,1,868,0.015455,0.420402,0.099291,78,0.092199,0.085309
bqwh-18-141-29_ext.xml.minion.converted.minion.gz,1,335,0.012123,0.431651,0.099291,72,0.092199,0.08997
bqwh-18-141-31_ext.xml.minion.converted.minion.gz,1,243,0.009749,0.440725,0.099291,78,0.099291,0.092401
bqwh-18-141-33_ext.xml.minion.converted.minion.gz,1,870,0.014282,0.423479,0.099291,79,0.099291,0.087437
bqwh-18-141-35_ext.xml.minion.converted.minion.gz,1,240,0.01202,0.420448,0.099291,79,0.092199,0.088045
bqwh-18-141-37_ext.xml.minion.converted.minion.gz,1,335,0.012315,0.429845,0.099291,78,0.092199,0.089463
bqwh-18-141-39_ext.xml.minion.converted.minion.gz,1,335,0.01178,0.424615,0.099291,76,0.092199,0.088045
bqwh-18-141-3_ext.xml.minion.converted.minion.gz,1,335,0.011962,0.427065,0.099291,84,0.099291,0.089058
bqwh-18-141-41_ext.xml.minion.converted.minion.gz,1,243,0.012162,0.422733,0.099291,83,0.092199,0.087741
bqwh-18-141-43_ext.xml.minion.converted.minion.gz,1,243,0.010218,0.445089,0.099291,72,0.099291,0.093212
bqwh-18-141-45_ext.xml.minion.converted.minion.gz,1,243,0.012369,0.429756,0.099291,72,0.099291,0.089666
bqwh-18-141-47_ext.xml.minion.converted.minion.gz,1,335,0.010134,0.430533,0.099291,83,0.092199,0.090679
bqwh-18-141-49_ext.xml.minion.converted.minion.gz,1,335,0.01402,0.430053,0.099291,72,0.092199,0.089564
bqwh-18-141-51_ext.xml.minion.converted.minion.gz,1,243,0.010428,0.442073,0.099291,79,0.099291,0.092604
bqwh-18-141-53_ext.xml.minion.converted.minion.gz,1,243,0.010048,0.435255,0.099291,83,0.099291,0.091388
bqwh-18-141-55_ext.xml.minion.converted.minion.gz,1,335,0.013517,0.415783,0.099291,80,0.092199,0.086525
bqwh-18-141-57_ext.xml.minion.converted.minion.gz,1,870,0.014934,0.409586,0.099291,79,0.099291,0.084397
bqwh-18-141-59_ext.xml.minion.converted.minion.gz,1,335,0.013761,0.419658,0.099291,79,0.099291,0.087538
bqwh-18-141-5_ext.xml.minion.converted.minion.gz,1,694,0.015725,0.425918,0.099291,76,0.092199,0.087031
bqwh-18-141-61_ext.xml.minion.converted.minion.gz,1,335,0.011131,0.441875,0.099291,79,0.099291,0.090983
bqwh-18-141-63_ext.xml.minion.converted.minion.gz,1,335,0.011697,0.431658,0.099291,82,0.092199,0.090071
bqwh-18-141-65_ext.xml.minion.converted.minion.gz,1,945,0.013714,0.408668,0.099291,78,0.099291,0.084397
bqwh-18-141-67_ext.xml.minion.converted.minion.gz,1,492,0.014116,0.424668,0.099291,72,0.092199,0.086424
bqwh-18-141-69_ext.xml.minion.converted.minion.gz,1,360,0.01247,0.411038,0.099291,81,0.099291,0.085917
bqwh-18-141-71_ext.xml.minion.converted.minion.gz,1,931,0.013281,0.427557,0.099291,80,0.099291,0.088754
bqwh-18-141-73_ext.xml.minion.converted.minion.gz,1,335,0.009442,0.427853,0.099291,80,0.092199,0.090679
bqwh-18-141-75_ext.xml.minion.converted.minion.gz,1,853,0.011156,0.429539,0.099291,83,0.099291,0.089666
bqwh-18-141-77_ext.xml.minion.converted.minion.gz,1,914,0.008692,0.437859,0.099291,72,0.099291,0.092199
bqwh-18-141-79_ext.xml.minion.converted.minion.gz,1,335,0.013698,0.411394,0.099291,79,0.092199,0.085714
bqwh-18-141-7_ext.xml.minion.converted.minion.gz,1,335,0.012779,0.419672,0.099291,76,0.092199,0.087437
bqwh-18-141-81_ext.xml.minion.converted.minion.gz,1,243,0.013377,0.421001,0.099291,79,0.085106,0.087234
bqwh-18-141-83_ext.xml.minion.converted.minion.gz,1,911,0.015272,0.40696,0.099291,76,0.099291,0.083992
bqwh-18-141-85_ext.xml.minion.converted.minion.gz,1,940,0.009997,0.421904,0.099291,79,0.092199,0.088652
bqwh-18-141-87_ext.xml.minion.converted.minion.gz,1,243,0.011353,0.433874,0.099291,72,0.092199,0.090983
bqwh-18-141-89_ext.xml.minion.converted.minion.gz,1,243,0.011825,0.428229,0.099291,67,0.099291,0.08997
bqwh-18-141-91_ext.xml.minion.converted.minion.gz,1,335,0.011324,0.420024,0.099291,79,0.099291,0.087842
bqwh-18-141-93_ext.xml.minion.converted.minion.gz,1,335,0.013326,0.423683,0.099291,72,0.099291,0.087437
bqwh-18-141-95_ext.xml.minion.converted.minion.gz,1,335,0.011529,0.438501,0.099291,79,0.099291,0.091591
bqwh-18-141-97_ext.xml.minion.converted.minion.gz,1,992,0.012404,0.423219,0.099291,80,0.099291,0.08845
bqwh-18-141-99_ext.xml.minion.converted.minion.gz,1,335,0.010835,0.431985,0.099291,79,0.092199,0.09078
bqwh-18-141-9_ext.xml.minion.converted.minion.gz,1,335,0.01291,0.42922,0.099291,79,0.099291,0.089362
composed-25-10-20-0_ext.xml.minion.gz,1,528,0.067932,0.427803,0.295238,492,0.142857,0.113553
composed-25-10-20-1_ext.xml.minion.gz,1,542,0.068489,0.44064,0.314286,492,0.171429,0.113553
composed-25-10-20-2_ext.xml.minion.gz,1,537,0.068439,0.466889,0.295238,492,0.180952,0.113553
composed-25-10-20-3_ext.xml.minion.gz,1,534,0.068059,0.440817,0.295238,494,0.171429,0.113553
composed-25-10-20-4_ext.xml.minion.gz,1,538,0.070159,0.455311,0.314286,492,0.161905,0.113553
composed-25-10-20-5_ext.xml.minion.gz,1,536,0.068942,0.448695,0.304762,492,0.171429,0.113553
composed-25-10-20-6_ext.xml.minion.gz,1,543,0.067511,0.430059,0.285714,493,0.161905,0.113553
composed-25-10-20-7_ext.xml.minion.gz,1,532,0.068552,0.454307,0.304762,492,0.161905,0.113553
composed-25-10-20-8_ext.xml.minion.gz,1,539,0.068287,0.452605,0.285714,493,0.180952,0.113553
composed-25-10-20-9_ext.xml.minion.gz,1,538,0.06854,0.455749,0.295238,492,0.171429,0.113553
composed-25-1-2-0_ext.xml.minion.gz,1,677,0.14214,0.664398,0.575758,161,0.454545,0.424242
composed-25-1-2-1_ext.xml.minion.gz,1,674,0.149207,0.683885,0.606061,160,0.545455,0.424242
composed-25-1-2-2_ext.xml.minion.gz,1,669,0.147896,0.673324,0.636364,161,0.575758,0.424242
composed-25-1-2-3_ext.xml.minion.gz,1,675,0.143697,0.663741,0.606061,160,0.545455,0.424242
composed-25-1-2-4_ext.xml.minion.gz,1,675,0.147708,0.662739,0.636364,161,0.515152,0.424242
composed-25-1-25-0_ext.xml.minion.gz,1,677,0.125162,0.581515,0.636364,160,0.454545,0.467803
composed-25-1-25-1_ext.xml.minion.gz,1,674,0.136437,0.574522,0.666667,159,0.545455,0.467803
composed-25-1-25-2_ext.xml.minion.gz,1,669,0.134175,0.567024,0.69697,159,0.575758,0.467803
composed-25-1-25-3_ext.xml.minion.gz,1,675,0.124269,0.562902,0.606061,159,0.545455,0.467803
composed-25-1-25-4_ext.xml.minion.gz,1,675,0.129747,0.564386,0.666667,159,0.515152,0.467803
composed-25-1-25-5_ext.xml.minion.gz,1,673,0.128019,0.566704,0.636364,160,0.545455,0.467803
composed-25-1-25-6_ext.xml.minion.gz,1,670,0.12867,0.575202,0.636364,160,0.515152,0.467803
composed-25-1-25-7_ext.xml.minion.gz,1,676,0.128237,0.56709,0.636364,160,0.515152,0.467803
composed-25-1-25-8_ext.xml.minion.gz,1,666,0.135824,0.574442,0.666667,160,0.575758,0.467803
composed-25-1-25-9_ext.xml.minion.gz,1,680,0.133343,0.56931,0.636364,158,0.545455,0.467803
composed-25-1-2-5_ext.xml.minion.gz,1,673,0.146952,0.670412,0.636364,161,0.545455,0.424242
composed-25-1-2-6_ext.xml.minion.gz,1,670,0.147331,0.672753,0.606061,161,0.515152,0.424242
composed-25-1-2-7_ext.xml.minion.gz,1,676,0.145047,0.661122,0.575758,161,0.515152,0.424242
composed-25-1-2-8_ext.xml.minion.gz,1,666,0.147519,0.67409,0.606061,161,0.575758,0.424242
composed-25-1-2-9_ext.xml.minion.gz,1,680,0.149952,0.667431,0.606061,159,0.545455,0.424242
composed-25-1-40-0_ext.xml.minion.gz,1,677,0.115994,0.555803,0.666667,159,0.484848,0.496212
composed-25-1-40-1_ext.xml.minion.gz,1,674,0.131297,0.568,0.727273,158,0.545455,0.496212
composed-25-1-40-2_ext.xml.minion.gz,1,669,0.127207,0.558631,0.757576,158,0.575758,0.496212
composed-25-1-40-3_ext.xml.minion.gz,1,675,0.114058,0.550562,0.636364,159,0.545455,0.496212
composed-25-1-40-4_ext.xml.minion.gz,1,675,0.118838,0.54616,0.666667,159,0.515152,0.496212
composed-25-1-40-5_ext.xml.minion.gz,1,673,0.118368,0.55894,0.666667,159,0.545455,0.496212
composed-25-1-40-6_ext.xml.minion.gz,1,670,0.118133,0.566287,0.666667,159,0.515152,0.496212
composed-25-1-40-7_ext.xml.minion.gz,1,676,0.120696,0.569049,0.666667,159,0.515152,0.496212
composed-25-1-40-8_ext.xml.minion.gz,1,666,0.126768,0.560348,0.69697,159,0.575758,0.496212
composed-25-1-40-9_ext.xml.minion.gz,1,680,0.122527,0.557759,0.69697,157,0.545455,0.496212
composed-25-1-80-0_ext.xml.minion.gz,1,677,0.089361,0.581501,0.727273,157,0.575758,0.57197
composed-25-1-80-1_ext.xml.minion.gz,1,674,0.11736,0.608253,0.787879,156,0.575758,0.57197
composed-25-1-80-2_ext.xml.minion.gz,1,669,0.101052,0.588095,0.787879,156,0.575758,0.57197
composed-25-1-80-3_ext.xml.minion.gz,1,675,0.090598,0.596033,0.727273,156,0.575758,0.57197
composed-25-1-80-4_ext.xml.minion.gz,1,675,0.099665,0.585685,0.787879,157,0.515152,0.57197
composed-25-1-80-5_ext.xml.minion.gz,1,673,0.09826,0.586212,0.757576,157,0.545455,0.57197
composed-25-1-80-6_ext.xml.minion.gz,1,670,0.095386,0.586212,0.787879,157,0.515152,0.57197
composed-25-1-80-7_ext.xml.minion.gz,1,676,0.09121,0.588976,0.727273,158,0.515152,0.57197
composed-25-1-80-8_ext.xml.minion.gz,1,666,0.095386,0.576743,0.69697,157,0.575758,0.57197
composed-25-1-80-9_ext.xml.minion.gz,1,680,0.092121,0.582989,0.727273,155,0.545455,0.57197
composed-75-1-2-0_ext.xml.minion.gz,1,668,0.052681,0.262333,0.289157,158,0.228916,0.183368
composed-75-1-2-1_ext.xml.minion.gz,1,668,0.058978,0.269018,0.301205,159,0.289157,0.183368
composed-75-1-2-2_ext.xml.minion.gz,1,671,0.052348,0.268823,0.277108,158,0.277108,0.183368
composed-75-1-2-3_ext.xml.minion.gz,1,679,0.052979,0.254974,0.277108,158,0.253012,0.183368
composed-75-1-2-4_ext.xml.minion.gz,1,684,0.055368,0.261224,0.325301,158,0.228916,0.183368
composed-75-1-25-0_ext.xml.minion.gz,1,668,0.049057,0.224882,0.301205,158,0.228916,0.190126
composed-75-1-25-1_ext.xml.minion.gz,1,668,0.05385,0.226102,0.301205,158,0.289157,0.190126
composed-75-1-25-2_ext.xml.minion.gz,1,671,0.047426,0.231866,0.277108,157,0.277108,0.190126
composed-75-1-25-3_ext.xml.minion.gz,1,679,0.048807,0.217754,0.289157,158,0.253012,0.190126
composed-75-1-25-4_ext.xml.minion.gz,1,684,0.05098,0.224724,0.337349,158,0.228916,0.190126
composed-75-1-25-5_ext.xml.minion.gz,1,686,0.054624,0.230807,0.313253,158,0.26506,0.190126
composed-75-1-25-6_ext.xml.minion.gz,1,681,0.051152,0.244278,0.313253,159,0.240964,0.190126
composed-75-1-25-7_ext.xml.minion.gz,1,687,0.052368,0.228724,0.301205,158,0.216867,0.190126
composed-75-1-25-8_ext.xml.minion.gz,1,666,0.051865,0.236119,0.337349,158,0.289157,0.190126
composed-75-1-25-9_ext.xml.minion.gz,1,678,0.054463,0.234371,0.349398,157,0.26506,0.190126
composed-75-1-2-5_ext.xml.minion.gz,1,686,0.05787,0.269393,0.301205,158,0.26506,0.183368
composed-75-1-2-6_ext.xml.minion.gz,1,681,0.054637,0.278807,0.289157,159,0.240964,0.183368
composed-75-1-2-7_ext.xml.minion.gz,1,687,0.057446,0.264417,0.301205,158,0.216867,0.183368
composed-75-1-2-8_ext.xml.minion.gz,1,666,0.055746,0.277364,0.337349,158,0.289157,0.183368
composed-75-1-2-9_ext.xml.minion.gz,1,678,0.057385,0.263939,0.337349,157,0.26506,0.183368
composed-75-1-40-0_ext.xml.minion.gz,1,668,0.046377,0.212898,0.313253,157,0.228916,0.194534
composed-75-1-40-1_ext.xml.minion.gz,1,668,0.050941,0.215697,0.313253,158,0.289157,0.194534
composed-75-1-40-2_ext.xml.minion.gz,1,671,0.04527,0.224195,0.289157,157,0.277108,0.194534
composed-75-1-40-3_ext.xml.minion.gz,1,679,0.045655,0.209122,0.289157,157,0.253012,0.194534
composed-75-1-40-4_ext.xml.minion.gz,1,684,0.048659,0.213297,0.337349,158,0.228916,0.194534
composed-75-1-40-5_ext.xml.minion.gz,1,686,0.052096,0.220757,0.313253,157,0.26506,0.194534
composed-75-1-40-6_ext.xml.minion.gz,1,681,0.048117,0.23043,0.325301,158,0.240964,0.194534
composed-75-1-40-7_ext.xml.minion.gz,1,687,0.050111,0.217124,0.325301,158,0.216867,0.194534
composed-75-1-40-8_ext.xml.minion.gz,1,666,0.050111,0.230956,0.337349,157,0.289157,0.194534
composed-75-1-40-9_ext.xml.minion.gz,1,678,0.052696,0.227325,0.349398,157,0.26506,0.194534
composed-75-1-80-0_ext.xml.minion.gz,1,668,0.041661,0.204861,0.313253,157,0.228916,0.206289
composed-75-1-80-1_ext.xml.minion.gz,1,668,0.049701,0.213763,0.313253,157,0.289157,0.206289
composed-75-1-80-2_ext.xml.minion.gz,1,671,0.044738,0.221543,0.289157,157,0.289157,0.206289
composed-75-1-80-3_ext.xml.minion.gz,1,679,0.042244,0.207188,0.301205,157,0.253012,0.206289
composed-75-1-80-4_ext.xml.minion.gz,1,684,0.044777,0.211376,0.337349,157,0.228916,0.206289
composed-75-1-80-5_ext.xml.minion.gz,1,686,0.047763,0.215537,0.313253,157,0.26506,0.206289
