@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC

@DATA
normalized-js-taillard-20-15-105-6.xml.mzn_AND_NODATA,1,0.677237,0.322763,0.05,0.95,10.606398
normalized-js-taillard-20-15-95-2.xml.mzn_AND_NODATA,1,0.677237,0.322763,0.05,0.95,10.325849
normalized-knights-15-9.xml.mzn_AND_NODATA,1,0.8125,0.1875,0.538462,0.461538,7.813781
normalized-knights-20-5.xml.mzn_AND_NODATA,1,0.785714,0.214286,0.538462,0.461538,8.643856
normalized-knights-25-5.xml.mzn_AND_NODATA,1,0.785714,0.214286,0.538462,0.461538,9.287712
normalized-frb45-21-1-mgd_ext.xml.mzn_AND_NODATA,1,0.019764,0.979985,0.045455,0.954545,4.392317
normalized-js-taillard-20-15-105-9.xml.mzn_AND_NODATA,1,0.677237,0.322763,0.05,0.95,10.486225
normalized-js-taillard-20-15-100-1.xml.mzn_AND_NODATA,1,0.677237,0.322763,0.05,0.95,10.41256
normalized-knights-25-9.xml.mzn_AND_NODATA,1,0.8125,0.1875,0.538462,0.461538,9.287712
normalized-knights-50-5.xml.mzn_AND_NODATA,1,0.785714,0.214286,0.538462,0.461538,11.287712
normalized-js-taillard-20-105-8.xml.mzn_AND_NODATA,1,0.677419,0.322581,0.05,0.95,10.743151
normalized-js-taillard-20-15-95-3.xml.mzn_AND_NODATA,1,0.677237,0.322763,0.05,0.95,10.312883
normalized-knights-100-9.xml.mzn_AND_NODATA,1,0.8125,0.1875,0.538462,0.461538,13.287712
normalized-knights-80-25.xml.mzn_AND_NODATA,1,0.875,0.125,0.538462,0.461538,12.643856
normalized-js-taillard-20-15-95-0.xml.mzn_AND_NODATA,1,0.677237,0.322763,0.05,0.95,10.332033
normalized-knights-80-9.xml.mzn_AND_NODATA,1,0.8125,0.1875,0.538462,0.461538,12.643856
normalized-la03x3-590.xml.mzn_AND_NODATA,1,0.967742,0,1,0,9.180916
normalized-js-taillard-20-15-95-8.xml.mzn_AND_NODATA,1,0.677237,0.322763,0.05,0.95,10.328066
normalized-js-taillard-20-105-7.xml.mzn_AND_NODATA,1,0.677419,0.322581,0.05,0.95,10.738091
normalized-js-taillard-20-15-95-1.xml.mzn_AND_NODATA,1,0.677237,0.322763,0.05,0.95,10.337611
normalized-js-taillard-20-100-6.xml.mzn_AND_NODATA,1,0.677419,0.322581,0.05,0.95,10.716294
normalized-js-taillard-20-15-105-7.xml.mzn_AND_NODATA,1,0.677237,0.322763,0.05,0.95,10.549299
normalized-knights-50-25.xml.mzn_AND_NODATA,1,0.875,0.125,0.538462,0.461538,11.287712
normalized-langford-2-17.xml.mzn_AND_NODATA,1,1,0,1,0,5.087463
normalized-js-taillard-20-15-95-5.xml.mzn_AND_NODATA,1,0.677237,0.322763,0.05,0.95,10.339835
normalized-langford-2-18.xml.mzn_AND_NODATA,1,1,0,1,0,5.169925
normalized-js-taillard-20-15-95-6.xml.mzn_AND_NODATA,1,0.677237,0.322763,0.05,0.95,10.460447
normalized-langford-2-25.xml.mzn_AND_NODATA,1,1,0,1,0,5.643856
normalized-knights-100-5.xml.mzn_AND_NODATA,1,0.785714,0.214286,0.538462,0.461538,13.287712
normalized-js-taillard-20-15-105-0.xml.mzn_AND_NODATA,1,0.677237,0.322763,0.05,0.95,10.478766
normalized-js-taillard-20-15-100-5.xml.mzn_AND_NODATA,1,0.677237,0.322763,0.05,0.95,10.414671
normalized-la04x2-572.xml.mzn_AND_NODATA,1,0.952381,0,1,0,9.147124
normalized-la03x2-593.xml.mzn_AND_NODATA,1,0.952381,0,1,0,9.188355
normalized-langford-2-13.xml.mzn_AND_NODATA,1,1,0,1,0,4.70044
normalized-langford-2-30.xml.mzn_AND_NODATA,1,1,0,1,0,5.906891
normalized-knights-15-5.xml.mzn_AND_NODATA,1,0.785714,0.214286,0.538462,0.461538,7.813781
normalized-langford-3-14.xml.mzn_AND_NODATA,1,1,0,1,0,5.392317
normalized-fischer-9-8-fair.xml.mzn_AND_NODATA,1,0.913072,0.086928,0.842644,0.157356,14.287785
normalized-knights-12-9.xml.mzn_AND_NODATA,1,0.8125,0.1875,0.538462,0.461538,7.169925
normalized-langford-3-15.xml.mzn_AND_NODATA,1,1,0,1,0,5.491853
normalized-js-taillard-20-15-95-9.xml.mzn_AND_NODATA,1,0.677237,0.322763,0.05,0.95,10.340275
normalized-langford-2-21.xml.mzn_AND_NODATA,1,1,0,1,0,5.392317
normalized-langford-3-18.xml.mzn_AND_NODATA,1,1,0,1,0,5.754888
normalized-js-taillard-20-15-95-7.xml.mzn_AND_NODATA,1,0.677237,0.322763,0.05,0.95,10.40354
normalized-knights-80-5.xml.mzn_AND_NODATA,1,0.785714,0.214286,0.538462,0.461538,12.643856
normalized-langford-2-40.xml.mzn_AND_NODATA,1,1,0,1,0,6.321928
normalized-langford-2-14.xml.mzn_AND_NODATA,1,1,0,1,0,4.807355
normalized-knights-8-5.xml.mzn_AND_NODATA,1,0.785714,0.214286,0.538462,0.461538,6
normalized-langford-3-16.xml.mzn_AND_NODATA,1,1,0,1,0,5.584963
normalized-langford-3-20.xml.mzn_AND_NODATA,1,1,0,1,0,5.906891
normalized-geo50-20-d4-75-29_ext.xml.mzn_AND_NODATA,1,0.022932,0.977068,0.047619,0.952381,2.660964
normalized-js-taillard-20-15-100-4.xml.mzn_AND_NODATA,1,0.677237,0.322763,0.05,0.95,10.404077
normalized-fischer-8-9-fair.xml.mzn_AND_NODATA,1,0.9129,0.0871,0.842309,0.157691,14.287785
normalized-frb45-21-3_ext.xml.mzn_AND_NODATA,1,0.018945,0.981055,0.045455,0.954545,2.696159
normalized-langford-4-15.xml.mzn_AND_NODATA,1,1,0,1,0,5.906891
normalized-langford-4-17.xml.mzn_AND_NODATA,1,1,0,1,0,6.087463
normalized-knights-50-9.xml.mzn_AND_NODATA,1,0.8125,0.1875,0.538462,0.461538,11.287712
normalized-js-taillard-20-15-95-4.xml.mzn_AND_NODATA,1,0.677237,0.322763,0.05,0.95,10.328674
normalized-langford-4-18.xml.mzn_AND_NODATA,1,1,0,1,0,6.169925
normalized-langford-3-25.xml.mzn_AND_NODATA,1,1,0,1,0,6.228819
normalized-latinSquare-dg-10_all.xml.mzn_AND_NODATA,1,0,0,1,0,3.321928
normalized-latinSquare-dg-12_all.xml.mzn_AND_NODATA,1,0,0,1,0,3.584963
normalized-langford-3-30.xml.mzn_AND_NODATA,1,1,0,1,0,6.491853
normalized-js-taillard-20-15-105-2.xml.mzn_AND_NODATA,1,0.677237,0.322763,0.05,0.95,10.471152
normalized-latinSquare-dg-8_all.xml.mzn_AND_NODATA,1,0,0,1,0,3
normalized-langford-4-14.xml.mzn_AND_NODATA,1,1,0,1,0,5.807355
normalized-langford-4-20.xml.mzn_AND_NODATA,1,1,0,1,0,6.321928
normalized-js-taillard-20-15-105-4.xml.mzn_AND_NODATA,1,0.677237,0.322763,0.05,0.95,10.475733
normalized-langford-4-21.xml.mzn_AND_NODATA,1,1,0,1,0,6.392317
normalized-knights-20-9.xml.mzn_AND_NODATA,1,0.8125,0.1875,0.538462,0.461538,8.643856
normalized-js-taillard-20-95-1.xml.mzn_AND_NODATA,1,0.677419,0.322581,0.05,0.95,10.583549
normalized-geo50-20-d4-75-20_ext.xml.mzn_AND_NODATA,1,0.022171,0.977829,0.047619,0.952381,2.660964
normalized-latinSquare-dg-11_all.xml.mzn_AND_NODATA,1,0,0,1,0,3.459432
normalized-frb45-21-2_ext.xml.mzn_AND_NODATA,1,0.0188,0.9812,0.045455,0.954545,2.696159
normalized-js-taillard-20-95-7.xml.mzn_AND_NODATA,1,0.677419,0.322581,0.05,0.95,10.592456
normalized-langford-4-16.xml.mzn_AND_NODATA,1,1,0,1,0,6
normalized-latinSquare-dg-9_all.xml.mzn_AND_NODATA,1,0,0,1,0,3.169925
normalized-lei450-15a-08.xml.mzn_AND_NODATA,1,1,0,1,0,3
normalized-lei450-15a-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928
normalized-langford-3-21.xml.mzn_AND_NODATA,1,1,0,1,0,5.97728
normalized-lei450-15a-13.xml.mzn_AND_NODATA,1,1,0,1,0,3.70044
normalized-lei450-15a-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891
normalized-langford-4-25.xml.mzn_AND_NODATA,1,1,0,1,0,6.643856
normalized-js-taillard-20-95-3.xml.mzn_AND_NODATA,1,0.677419,0.322581,0.05,0.95,10.614699
normalized-frb45-21-4_ext.xml.mzn_AND_NODATA,1,0.018824,0.981176,0.045455,0.954545,2.696159
normalized-js-taillard-20-95-9.xml.mzn_AND_NODATA,1,0.677419,0.322581,0.05,0.95,10.575999
normalized-lei450-15b-13.xml.mzn_AND_NODATA,1,1,0,1,0,3.70044
normalized-js-taillard-20-105-9.xml.mzn_AND_NODATA,1,0.677419,0.322581,0.05,0.95,10.721516
normalized-lei450-15b-08.xml.mzn_AND_NODATA,1,1,0,1,0,3
normalized-lei450-15b-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891
normalized-lei450-15a-14.xml.mzn_AND_NODATA,1,1,0,1,0,3.807355
normalized-lei450-15a-12.xml.mzn_AND_NODATA,1,1,0,1,0,3.584963
normalized-geo50-20-d4-75-38_ext.xml.mzn_AND_NODATA,1,0.022784,0.977216,0.047619,0.952381,2.660964
normalized-langford-4-40.xml.mzn_AND_NODATA,1,1,0,1,0,7.321928
normalized-lei450-15c-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928
normalized-js-taillard-20-95-5.xml.mzn_AND_NODATA,1,0.677419,0.322581,0.05,0.95,10.623424
normalized-haystacks-35.xml.mzn_AND_NODATA,1,1,0,1,0,7.463992
normalized-js-taillard-20-95-8.xml.mzn_AND_NODATA,1,0.677419,0.322581,0.05,0.95,10.598052
normalized-js-taillard-20-95-2.xml.mzn_AND_NODATA,1,0.677419,0.322581,0.05,0.95,10.527465
normalized-lei450-15c-08.xml.mzn_AND_NODATA,1,1,0,1,0,3
normalized-lei450-15b-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928
normalized-js-taillard-20-95-6.xml.mzn_AND_NODATA,1,0.677419,0.322581,0.05,0.95,10.641493
normalized-lei450-15c-13.xml.mzn_AND_NODATA,1,1,0,1,0,3.70044
normalized-lei450-15c-14.xml.mzn_AND_NODATA,1,1,0,1,0,3.807355
normalized-lei450-15c-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891
normalized-lei450-15d-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928
normalized-geo50-20-d4-75-14_ext.xml.mzn_AND_NODATA,1,0.02191,0.97809,0.047619,0.952381,2.660964
normalized-lei450-25a-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928
normalized-langford-3-13.xml.mzn_AND_NODATA,1,1,0,1,0,5.285402
normalized-js-taillard-20-95-0.xml.mzn_AND_NODATA,1,0.677419,0.322581,0.05,0.95,10.612404
normalized-langford-4-30.xml.mzn_AND_NODATA,1,1,0,1,0,6.906891
normalized-fischer-11-7-fair.xml.mzn_AND_NODATA,1,0.913591,0.086409,0.84359,0.15641,14.287785
normalized-lei450-25b-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928
normalized-lei450-15d-14.xml.mzn_AND_NODATA,1,1,0,1,0,3.807355
normalized-js-taillard-20-95-4.xml.mzn_AND_NODATA,1,0.677419,0.322581,0.05,0.95,10.555532
normalized-lei450-15c-12.xml.mzn_AND_NODATA,1,1,0,1,0,3.584963
normalized-lei450-15b-12.xml.mzn_AND_NODATA,1,1,0,1,0,3.584963
normalized-lei450-25b-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891
normalized-lei450-15d-08.xml.mzn_AND_NODATA,1,1,0,1,0,3
normalized-lei450-25b-23.xml.mzn_AND_NODATA,1,1,0,1,0,4.523562
normalized-la04x3-570.xml.mzn_AND_NODATA,1,0.967742,0,1,0,9.142026
normalized-lemma-24-3.xml.mzn_AND_NODATA,1,0.673267,0.326733,0.081081,0.918919,1.389975
normalized-geo50-20-d4-75-43_ext.xml.mzn_AND_NODATA,1,0.022598,0.977402,0.047619,0.952381,2.660964
normalized-lei450-25a-22.xml.mzn_AND_NODATA,1,1,0,1,0,4.459432
normalized-lei450-25a-20.xml.mzn_AND_NODATA,1,1,0,1,0,4.321928
normalized-langford-2-50.xml.mzn_AND_NODATA,1,1,0,1,0,6.643856
normalized-lei450-25b-20.xml.mzn_AND_NODATA,1,1,0,1,0,4.321928
normalized-magicSquare-12_glb.xml.mzn_AND_NODATA,1,0.962963,0,1,0,7.169925
normalized-lei450-25a-23.xml.mzn_AND_NODATA,1,1,0,1,0,4.523562
normalized-magicSquare-14_glb.xml.mzn_AND_NODATA,1,0.967742,0,1,0,7.61471
normalized-lemma-20-9-mod.xml.mzn_AND_NODATA,1,1,0,1,0,3.169925
normalized-lei450-15d-12.xml.mzn_AND_NODATA,1,1,0,1,0,3.584963
normalized-geo50-20-d4-75-46_ext.xml.mzn_AND_NODATA,1,0.022606,0.977394,0.047619,0.952381,2.660964
normalized-frb45-21-1_ext.xml.mzn_AND_NODATA,1,0.01858,0.98142,0.045455,0.954545,2.696159
normalized-frb45-21-5_ext.xml.mzn_AND_NODATA,1,0.018809,0.981191,0.045455,0.954545,2.696159
normalized-magicSquare-16_glb.xml.mzn_AND_NODATA,1,0.971429,0,1,0,8
normalized-lei450-25b-22.xml.mzn_AND_NODATA,1,1,0,1,0,4.459432
normalized-lei450-25b-24.xml.mzn_AND_NODATA,1,1,0,1,0,4.584963
normalized-magicSquare-17_glb.xml.mzn_AND_NODATA,1,0.972973,0,1,0,8.174926
normalized-lei450-25a-24.xml.mzn_AND_NODATA,1,1,0,1,0,4.584963
normalized-lei450-25c-24.xml.mzn_AND_NODATA,1,1,0,1,0,4.584963
normalized-magicSquare-10_glb.xml.mzn_AND_NODATA,1,0.956522,0,1,0,6.643856
normalized-magicSquare-20_glb.xml.mzn_AND_NODATA,1,0.976744,0,1,0,8.643856
normalized-langford-4-19.xml.mzn_AND_NODATA,1,1,0,1,0,6.247928
normalized-magicSquare-9_glb.xml.mzn_AND_NODATA,1,0.952381,0,1,0,6.33985
normalized-lei450-15d-13.xml.mzn_AND_NODATA,1,1,0,1,0,3.70044
normalized-magicSquare-11_glb.xml.mzn_AND_NODATA,1,0.96,0,1,0,6.918863
normalized-magicSquare-18_glb.xml.mzn_AND_NODATA,1,0.974359,0,1,0,8.33985
normalized-lemma-66-4.xml.mzn_AND_NODATA,1,0.668966,0.331034,0.03,0.97,1.666667
normalized-fischer-10-8-fair.xml.mzn_AND_NODATA,1,0.913572,0.086428,0.843528,0.156472,14.287785
normalized-magicSquare-15_glb.xml.mzn_AND_NODATA,1,0.969697,0,1,0,7.813781
normalized-lei450-25d-23.xml.mzn_AND_NODATA,1,1,0,1,0,4.523562
normalized-lemma-67-4.xml.mzn_AND_NODATA,1,0.668896,0.331104,0.029554,0.970446,1.666667
normalized-lei450-25c-20.xml.mzn_AND_NODATA,1,1,0,1,0,4.321928
normalized-magicSquare-8_glb.xml.mzn_AND_NODATA,1,0.947368,0,1,0,6
normalized-magicSquare-7_glb.xml.mzn_AND_NODATA,1,0.941176,0,1,0,5.61471
normalized-miles1000-20.xml.mzn_AND_NODATA,1,1,0,1,0,4.321928
normalized-lemma-50-9-mod.xml.mzn_AND_NODATA,1,1,0,1,0,3.169925
normalized-lei450-25d-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928
normalized-lei450-25c-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928
normalized-magicSquare-13_glb.xml.mzn_AND_NODATA,1,0.965517,0,1,0,7.400879
normalized-lemma-30-9-mod.xml.mzn_AND_NODATA,1,1,0,1,0,3.169925
normalized-lemma-100-9-mod.xml.mzn_AND_NODATA,1,1,0,1,0,3.169925
normalized-lei450-25c-22.xml.mzn_AND_NODATA,1,1,0,1,0,4.459432
normalized-miles1000-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891
normalized-lei450-25c-23.xml.mzn_AND_NODATA,1,1,0,1,0,4.523562
normalized-lei450-25d-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891
normalized-miles500-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891
normalized-miles250-6.xml.mzn_AND_NODATA,1,1,0,1,0,2.584963
normalized-lei450-25d-25.xml.mzn_AND_NODATA,1,1,0,1,0,4.643856
normalized-magicSquare-19_glb.xml.mzn_AND_NODATA,1,0.97561,0,1,0,8.495855
normalized-miles1500-40.xml.mzn_AND_NODATA,1,1,0,1,0,5.321928
normalized-miles1500-50.xml.mzn_AND_NODATA,1,1,0,1,0,5.643856
normalized-lei450-25c-25.xml.mzn_AND_NODATA,1,1,0,1,0,4.643856
normalized-miles1500-55.xml.mzn_AND_NODATA,1,1,0,1,0,5.78136
normalized-lei450-05a-05.xml.mzn_AND_NODATA,1,1,0,1,0,2.321928
normalized-miles1500-70.xml.mzn_AND_NODATA,1,1,0,1,0,6.129283
normalized-miles1500-71.xml.mzn_AND_NODATA,1,1,0,1,0,6.149747
normalized-miles1000-41.xml.mzn_AND_NODATA,1,1,0,1,0,5.357552
normalized-miles1500-72.xml.mzn_AND_NODATA,1,1,0,1,0,6.169925
normalized-miles500-19.xml.mzn_AND_NODATA,1,1,0,1,0,4.247928
normalized-miles1000-25.xml.mzn_AND_NODATA,1,1,0,1,0,4.643856
normalized-miles1500-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928
normalized-miles250-7.xml.mzn_AND_NODATA,1,1,0,1,0,2.807355
normalized-miles1000-38.xml.mzn_AND_NODATA,1,1,0,1,0,5.247928
normalized-miles750-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891
normalized-lei450-15d-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891
normalized-miles750-28.xml.mzn_AND_NODATA,1,1,0,1,0,4.807355
normalized-miles1000-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928
normalized-miles750-30.xml.mzn_AND_NODATA,1,1,0,1,0,4.906891
normalized-miles750-25.xml.mzn_AND_NODATA,1,1,0,1,0,4.643856
normalized-miles1500-20.xml.mzn_AND_NODATA,1,1,0,1,0,4.321928
normalized-mps-p0548.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-fischer-7-11-fair.xml.mzn_AND_NODATA,1,0.912853,0.087147,0.842178,0.157822,14.287785
normalized-mps-cracpb1.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-miles1500-60.xml.mzn_AND_NODATA,1,1,0,1,0,5.906891
normalized-miles1000-35.xml.mzn_AND_NODATA,1,1,0,1,0,5.129283
normalized-miles750-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928
normalized-langford-4-50.xml.mzn_AND_NODATA,1,1,0,1,0,7.643856
normalized-miles750-20.xml.mzn_AND_NODATA,1,1,0,1,0,4.321928
normalized-miles1000-40.xml.mzn_AND_NODATA,1,1,0,1,0,5.321928
normalized-miles1000-30.xml.mzn_AND_NODATA,1,1,0,1,0,4.906891
normalized-mps-red-est.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-red-afiro.xml.mzn_AND_NODATA,1,1,0,1,0,0.733333
normalized-mps-lp4l.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-miles750-29.xml.mzn_AND_NODATA,1,1,0,1,0,4.857981
normalized-mps-l152lav.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-neos16.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-miles500-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928
normalized-lei450-25d-24.xml.mzn_AND_NODATA,1,1,0,1,0,4.584963
normalized-geo50-20-d4-75-71_ext.xml.mzn_AND_NODATA,1,0.024333,0.975667,0.047619,0.952381,2.660964
normalized-mps-red-egout.xml.mzn_AND_NODATA,1,1,0,1,0,0.612903
normalized-mknap-1-6.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-red-glass4.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-red-markshare1.xml.mzn_AND_NODATA,1,1,0,1,0,0.8875
normalized-lei450-25d-22.xml.mzn_AND_NODATA,1,1,0,1,0,4.459432
normalized-miles1500-30.xml.mzn_AND_NODATA,1,1,0,1,0,4.906891
normalized-miles500-18.xml.mzn_AND_NODATA,1,1,0,1,0,4.169925
normalized-mps-red-adlittle.xml.mzn_AND_NODATA,1,1,0,1,0,0.666667
normalized-mps-red-markshare2.xml.mzn_AND_NODATA,1,1,0,1,0,0.9
normalized-mps-red-gr4x6.xml.mzn_AND_NODATA,1,1,0,1,0,0.548387
normalized-mps-mod010.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-red-bell4.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-red-kb2.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-red-flugpl.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-miles1500-65.xml.mzn_AND_NODATA,1,1,0,1,0,6.022368
normalized-langford-3-40.xml.mzn_AND_NODATA,1,1,0,1,0,6.906891
normalized-mps-red-mod013.xml.mzn_AND_NODATA,1,1,0,1,0,0.548387
normalized-mps-red-fiber.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-miles1000-39.xml.mzn_AND_NODATA,1,1,0,1,0,5.285402
normalized-mps-red-pk1.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-red-markshare1-1.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-p2756.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-red-markshare2-1.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-red-misc05.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-red-bal8x12.xml.mzn_AND_NODATA,1,1,0,1,0,0.548387
normalized-haystacks-36.xml.mzn_AND_NODATA,1,1,0,1,0,7.519353
normalized-mug100-1-3.xml.mzn_AND_NODATA,1,1,0,1,0,1.584963
normalized-mug88-1-3.xml.mzn_AND_NODATA,1,1,0,1,0,1.584963
normalized-mps-red-blend.xml.mzn_AND_NODATA,1,1,0,1,0,0.833333
normalized-mps-red-bell3a.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-red-net12.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-red-qnet1.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-red-ran10x12.xml.mzn_AND_NODATA,1,1,0,1,0,0.548387
normalized-mps-red-boeing2.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-aflow30a.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-vpm1.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-red-recipe.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-red-agg.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-red-sample2.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-red-scagr7.xml.mzn_AND_NODATA,1,1,0,1,0,0.825
normalized-mps-protfold.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-red-stocfor1.xml.mzn_AND_NODATA,1,1,0,1,0,0.683333
normalized-mulsol-i-1-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891
normalized-mps-red-qnet1-o.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-geo50-20-d4-75-1_ext.xml.mzn_AND_NODATA,1,0.020816,0.979184,0.047619,0.952381,2.660964
normalized-mulsol-i-1-25.xml.mzn_AND_NODATA,1,1,0,1,0,4.643856
normalized-mulsol-i-2-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891
normalized-mps-vpm2.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mitre.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-red-share2b.xml.mzn_AND_NODATA,1,1,0,1,0,0.833333
normalized-mulsol-i-1-40.xml.mzn_AND_NODATA,1,1,0,1,0,5.321928
normalized-mulsol-i-1-45.xml.mzn_AND_NODATA,1,1,0,1,0,5.491853
normalized-mulsol-i-1-46.xml.mzn_AND_NODATA,1,1,0,1,0,5.523562
normalized-mulsol-i-1-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928
normalized-mulsol-i-2-20.xml.mzn_AND_NODATA,1,1,0,1,0,4.321928
normalized-mps-red-aflow30a.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mulsol-i-2-25.xml.mzn_AND_NODATA,1,1,0,1,0,4.643856
normalized-mps-red-blend2.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-mitre.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mulsol-i-2-28.xml.mzn_AND_NODATA,1,1,0,1,0,4.807355
normalized-mps-red-berlin-5-8_0.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mulsol-i-2-30.xml.mzn_AND_NODATA,1,1,0,1,0,4.906891
normalized-mug88-25-3.xml.mzn_AND_NODATA,1,1,0,1,0,1.584963
normalized-mulsol-i-1-35.xml.mzn_AND_NODATA,1,1,0,1,0,5.129283
normalized-mps-red-mkc.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-mps-red-ran14x18.xml.mzn_AND_NODATA,1,1,0,1,0,0.548387
normalized-mulsol-i-2-29.xml.mzn_AND_NODATA,1,1,0,1,0,4.857981
normalized-mulsol-i-4-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928
normalized-mps-red-modglob.xml.mzn_AND_NODATA,1,1,0,1,0,0.83871
normalized-geo50-20-d4-75-68_ext.xml.mzn_AND_NODATA,1,0.023276,0.976724,0.047619,0.952381,2.660964
normalized-mulsol-i-4-20.xml.mzn_AND_NODATA,1,1,0,1,0,4.321928
normalized-mulsol-i-1-47.xml.mzn_AND_NODATA,1,1,0,1,0,5.554589
normalized-myciel-5g-5-ext.xml.mzn_AND_NODATA,1,0.166078,0.833922,0.166667,0.833333,1.660964
normalized-mulsol-i-3-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928
normalized-mulsol-i-4-28.xml.mzn_AND_NODATA,1,1,0,1,0,4.807355
normalized-mulsol-i-4-29.xml.mzn_AND_NODATA,1,1,0,1,0,4.857981
normalized-mulsol-i-3-28.xml.mzn_AND_NODATA,1,1,0,1,0,4.807355
normalized-mulsol-i-5-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928
normalized-mulsol-i-3-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891
normalized-myciel7-5.xml.mzn_AND_NODATA,1,1,0,1,0,2.321928
normalized-mulsol-i-1-48.xml.mzn_AND_NODATA,1,1,0,1,0,5.584963
normalized-mps-red-ran8x32.xml.mzn_AND_NODATA,1,1,0,1,0,0.548387
normalized-mulsol-i-4-25.xml.mzn_AND_NODATA,1,1,0,1,0,4.643856
normalized-mulsol-i-1-20.xml.mzn_AND_NODATA,1,1,0,1,0,4.321928
normalized-mulsol-i-3-20.xml.mzn_AND_NODATA,1,1,0,1,0,4.321928
normalized-myciel7-7.xml.mzn_AND_NODATA,1,1,0,1,0,2.807355
normalized-mulsol-i-3-29.xml.mzn_AND_NODATA,1,1,0,1,0,4.857981
