@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE s_indomain_min NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE gc_cumulative NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE o_deg_cons NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE gr_min_clust_cg NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE o_dom NUMERIC
@ATTRIBUTE o_dom_deg NUMERIC
@ATTRIBUTE c_sum_dom_cons NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE dy_fails NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE c_sum_domdeg_cons NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE dy_nodes NUMERIC
@ATTRIBUTE o_dom_std NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE c_logprod_dom_cons NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE dy_ratio_nodes NUMERIC
@ATTRIBUTE dy_ratio_props NUMERIC
@ATTRIBUTE v_min_dom_vars NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE s_input_order NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE s_other_val NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE o_de NUMERIC
@ATTRIBUTE gr_min_deg_cg NUMERIC
@ATTRIBUTE d_int_vars NUMERIC

@DATA
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_7.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648,1,5.095689,-1,0.577877,5.350715,0.195887,5.348346,0.549568,0,1,0,-1,0,-1,0.00048,-1,-1,70485.357552,-1,736,0,3281.106282,3281,1,3123,-1,68921,33947.666667,45.357552,34445.357552,13379.707741,3281,0.002323,0.102885,0.985676,0.095264,2.001132,0.235671,17.2672,2,0.666667,0,-1,0,34441,-1,2,34441
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_2.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648,1,5.095689,-1,0.577877,5.350715,0.195887,5.348346,0.549568,0,1,0,-1,0,-1,0.00048,-1,-1,70485.357552,-1,772,0,3281.106282,3281,1,3218,-1,68921,33947.666667,45.357552,34445.357552,13379.707741,3281,0.002323,0.102885,0.985676,0.095264,2.001132,0.239901,17.7186,2,0.666667,0,-1,0,34441,-1,2,34441
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_1.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648,1,5.095689,-1,0.577877,5.350715,0.195887,5.348346,0.549568,0,1,0,-1,0,-1,0.00048,-1,-1,70485.357552,-1,801,0,3281.106282,3281,1,3243,-1,68921,33947.666667,45.357552,34445.357552,13379.707741,3281,0.002323,0.102885,0.985676,0.095264,2.001132,0.246994,17.1904,2,0.666667,0,-1,0,34441,-1,2,34441
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_9.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648,1,5.095689,-1,0.577877,5.350715,0.195887,5.348346,0.549568,0,1,0,-1,0,-1,0.00048,-1,-1,70485.357552,-1,716,0,3281.106282,3281,1,3104,-1,68921,33947.666667,45.357552,34445.357552,13379.707741,3281,0.002323,0.102885,0.985676,0.095264,2.001132,0.23067,17.4338,2,0.666667,0,-1,0,34441,-1,2,34441
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_10.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408,1,4.145647,-1,0.563072,4.38241,0.20567,4.374345,0.523935,0,1,0,-1,0,-1,0.002947,-1,-1,9644.392317,-1,-1,0,841.161539,841,1,-1,-1,9261,4507.666667,24.392317,4624.392317,2709.834971,841,0.008656,0.134993,0.975474,0.181995,2.004112,-1,-1,2,0.666667,0,-1,0,4621,-1,2,4621
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_1.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408,1,4.145647,-1,0.563072,4.38241,0.20567,4.374345,0.523935,0,1,0,-1,0,-1,0.002947,-1,-1,9644.392317,-1,17295,0,841.161539,841,1,34951,-1,9261,4507.666667,24.392317,4624.392317,2709.834971,841,0.008656,0.134993,0.975474,0.181995,2.004112,0.494836,1346.66,2,0.666667,0,-1,0,4621,-1,2,4621
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_4.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408,1,4.145647,-1,0.563072,4.38241,0.20567,4.374345,0.523935,0,1,0,-1,0,-1,0.002947,-1,-1,9644.392317,-1,17925,0,841.161539,841,1,36216,-1,9261,4507.666667,24.392317,4624.392317,2709.834971,841,0.008656,0.134993,0.975474,0.181995,2.004112,0.494947,1439.97,2,0.666667,0,-1,0,4621,-1,2,4621
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_20_10.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408,1,4.145647,-1,0.563072,4.38241,0.20567,4.374345,0.523935,0,1,0,-1,0,-1,0.002947,-1,-1,9644.392317,-1,16222,0,841.161539,841,1,32803,-1,9261,4507.666667,24.392317,4624.392317,2709.834971,841,0.008656,0.134993,0.975474,0.181995,2.004112,0.494528,1133.82,2,0.666667,0,-1,0,4621,-1,2,4621
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_5.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408,1,4.145647,-1,0.563072,4.38241,0.20567,4.374345,0.523935,0,1,0,-1,0,-1,0.002947,-1,-1,9644.392317,-1,18156,0,841.161539,841,1,36676,-1,9261,4507.666667,24.392317,4624.392317,2709.834971,841,0.008656,0.134993,0.975474,0.181995,2.004112,0.495038,765.606,2,0.666667,0,-1,0,4621,-1,2,4621
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_2.dzn,1,0.844621,0,0,0,0,1,0.208928,1,1.161539,4.385315,0.002947,0.370918,0.005566,0,1.000192,0.526173,1,4.16245,-1,0.561691,4.364458,0.20546,4.356393,0.525699,0,1,0,-1,0,-1,0.002947,-1,-1,9624.392317,-1,18117,0,841.161539,841,1,36588,-1,9261,4514.333333,24.392317,4624.392317,2706.794909,841,0.008656,0.132169,0.976917,0.181995,2.004112,0.495162,1213.95,2,0.666667,0,-1,0,4621,-1,2,4621
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_5.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648,1,5.095689,-1,0.577877,5.350715,0.195887,5.348346,0.549568,0,1,0,-1,0,-1,0.00048,-1,-1,70485.357552,-1,764,0,3281.106282,3281,1,3198,-1,68921,33947.666667,45.357552,34445.357552,13379.707741,3281,0.002323,0.102885,0.985676,0.095264,2.001132,0.238899,16.9716,2,0.666667,0,-1,0,34441,-1,2,34441
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_10.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.070397,-1,0.000001,0,24.253497,3.975739,24.253497,4.229454,-1,-1,0.188113,1.022597,0.188113,3.975739,0,1,0,-1,-1,1.639023,0,-1,-1,1219878.125348,0.990003,2534,0,734905.204608,30301,24.253497,5387,-1,400020020001,166026674968,2449.60317,485094.188224,141500.536851,30301,0.01,0.206431,8300918.702465,1.514974,20000001,0.470392,388.993,20000001,5000000.25,0,-1,0,20001,-1,-1,20001
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_2.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.069831,-1,0.000001,0,24.253497,3.975527,24.253497,4.228052,-1,-1,0.188113,1.022484,0.188113,3.975527,0,1,0,-1,-1,1.639023,0,-1,-1,1219829.618354,0.990003,2074,0,734905.204608,30301,24.253497,4484,-1,400020020001,166030008301.5,2449.60317,485094.188224,141500.46443,30301,0.01,0.206364,8301085.360807,1.514974,20000001,0.462533,194.569,20000001,5000000.25,0,-1,0,20001,-1,-1,20001
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_3.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.07068,-1,0.000001,0,24.253497,3.975873,24.253497,4.227833,-1,-1,0.188137,1.022491,0.188137,3.975873,0,1,0,-1,-1,1.638473,0,-1,-1,1219902.378844,0.990003,2380,0,734905.204608,30301,24.253497,5035,-1,400020020001,166025008301.249984,2449.60317,485094.188224,141500.287411,30301,0.01,0.206465,8300835.373294,1.514974,20000001,0.472691,352.446,20000001,5000000.25,0,-1,0,20001,-1,-1,20001
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_10.dzn,1,1.0479,0,0,0,0,1,0.139324,1,1.106282,5.354145,0.00048,0.226358,0.001855,0,1.000032,0.550103,1,5.101455,-1,0.577084,5.341512,0.195697,5.339143,0.550024,0,1,0,-1,0,-1,0.00048,-1,-1,70445.357552,-1,777,0,3281.106282,3281,1,3090,-1,68921,33961,45.357552,34445.357552,13376.58764,3281,0.002323,0.101711,0.986063,0.095264,2.001132,0.251456,28.637,2,0.666667,0,-1,0,34441,-1,2,34441
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_5.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.070962,-1,0.000001,0,24.253497,3.976086,24.253497,4.22915,-1,-1,0.188137,1.022575,0.188137,3.976086,0,1,0,-1,-1,1.638395,0,-1,-1,1219926.632341,0.990003,2394,0,734905.204608,30301,24.253497,5175,-1,400020020001,166023341634.5,2449.60317,485094.188224,141500.581472,30301,0.01,0.206498,8300752.044123,1.514974,20000001,0.462609,193.227,20000001,5000000.25,0,-1,0,20001,-1,-1,20001
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_20_7.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408,1,4.145647,-1,0.563072,4.38241,0.20567,4.374345,0.523935,0,1,0,-1,0,-1,0.002947,-1,-1,9644.392317,-1,15950,0,841.161539,841,1,32262,-1,9261,4507.666667,24.392317,4624.392317,2709.834971,841,0.008656,0.134993,0.975474,0.181995,2.004112,0.49439,1456.15,2,0.666667,0,-1,0,4621,-1,2,4621
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_20_8.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408,1,4.145647,-1,0.563072,4.38241,0.20567,4.374345,0.523935,0,1,0,-1,0,-1,0.002947,-1,-1,9644.392317,-1,16867,0,841.161539,841,1,34102,-1,9261,4507.666667,24.392317,4624.392317,2709.834971,841,0.008656,0.134993,0.975474,0.181995,2.004112,0.494604,892.493,2,0.666667,0,-1,0,4621,-1,2,4621
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_7.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.070397,-1,0.000001,0,24.253497,3.975582,24.253497,4.227546,-1,-1,0.188137,1.02247,0.188137,3.975582,0,1,0,-1,-1,1.638473,0,-1,-1,1219878.125348,0.990003,2069,0,734905.204608,30301,24.253497,4596,-1,400020020001,166026674968,2449.60317,485094.188224,141500.548739,30301,0.01,0.206431,8300918.702465,1.514974,20000001,0.450174,246.204,20000001,5000000.25,0,-1,0,20001,-1,-1,20001
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_9.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.07068,-1,0.000001,0,24.253497,3.975755,24.253497,4.227794,-1,-1,0.188137,1.022501,0.188137,3.975755,0,1,0,-1,-1,1.638473,0,-1,-1,1219902.378844,0.990003,2176,0,734905.204608,30301,24.253497,4658,-1,400020020001,166025008301.249984,2449.60317,485094.188224,141500.576172,30301,0.01,0.206465,8300835.373294,1.514974,20000001,0.467153,297.939,20000001,5000000.25,0,-1,0,20001,-1,-1,20001
benchmarks/bacp/bacp-13.mzn_AND_NODATA,1,0.40379,0,1,0,0.484447,0.515553,0.645664,1,6.629357,3.122425,0.193129,0.852934,0.450858,0,1.651117,1.70281,1,1.216104,0.009881,0.835836,1.387296,0.976676,0.190911,2.339978,1.215369,0.530632,0,5.374346,0,1.316242,0.221088,99,4.95,9102.856607,0.83021,28598,0,3341.861305,1074,2,57207,13.11635,5389,2023.221276,56.629357,2139.019328,3448.008145,2024,0.025497,0.959556,1.031729,1.032126,2.748088,0.499904,9496,2,0.384615,0,6.156986,1,1961,460,3,1011
benchmarks/bacp/bacp-12.mzn_AND_NODATA,1,0.404392,0,1,0,0.484447,0.515553,0.64569,1,6.629357,3.221145,0.195983,0.858248,0.453239,0,1.660149,1.694191,1,1.219922,0.009828,0.836531,1.406007,0.976193,0.19007,2.338406,1.235009,0.53317,0,5.257339,0,1.074433,0.221088,99,4.95,9175.939025,0.132656,36941,0,3378.402514,1085,2,73894,13.11635,5389,2022.763584,56.629357,2139.019328,3478.060374,2035,0.025497,0.976881,1.031496,1.037736,2.748088,0.499919,9947.06,2,0.37037,0,6.135795,1,1961,460,3,1011
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_8.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648,1,5.095689,-1,0.577877,5.350715,0.195887,5.348346,0.549568,0,1,0,-1,0,-1,0.00048,-1,-1,70485.357552,-1,890,0,3281.106282,3281,1,3319,-1,68921,33947.666667,45.357552,34445.357552,13379.707741,3281,0.002323,0.102885,0.985676,0.095264,2.001132,0.268153,22.3951,2,0.666667,0,-1,0,34441,-1,2,34441
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_1.dzn,1,1.047188,0,0,0,0,1,0.129408,1,1.106282,5.344816,0.00048,0.165387,0.001855,0,1.000032,0.552119,1,5.115955,-1,0.5765,5.332309,0.195557,5.32994,0.552039,0,1,0,-1,0,-1,0.00048,-1,-1,70365.357552,-1,953,0,3281.106282,3281,1,3436,-1,68921,33987.666667,45.357552,34445.357552,13332.132646,3281,0.002323,0.099304,0.986837,0.095264,2.001132,0.277357,34.2275,2,0.666667,0,-1,0,34441,-1,1,34441
benchmarks/bacp/bacp-16.mzn_AND_NODATA,1,0.403602,0,1,0,0.484447,0.515553,0.645675,1,6.629357,3.106314,0.181517,0.848323,0.450633,0,1.650291,1.703599,1,1.215692,0.009886,0.839674,1.385524,0.976736,0.190988,2.340121,1.213512,0.5304,0,5.379335,0,1.124127,0.221088,99,4.95,9096.212751,0.148517,34098,0,3338.539377,1073,2,68216,13.11635,5389,2023.288594,56.629357,2139.019328,3445.276124,2023,0.025497,0.959025,1.031764,1.031617,2.748088,0.499853,6397.64,2,0.333333,0,6.15892,1,1961,460,3,1011
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_4.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.071244,-1,0.000001,0,24.253497,3.976015,24.253497,4.227722,-1,-1,0.188149,1.022516,0.188149,3.976015,0,1,0,-1,-1,1.638196,0,-1,-1,1219950.885838,0.990003,2382,0,734905.204608,30301,24.253497,5217,-1,400020020001,166021674967.750016,2449.60317,485094.188224,141500.623986,30301,0.01,0.206532,8300668.714952,1.514974,20000001,0.456584,220.056,20000001,5000000.25,0,-1,0,20001,-1,-1,20001
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_10.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648,1,5.095689,-1,0.577877,5.350715,0.195887,5.348346,0.549568,0,1,0,-1,0,-1,0.00048,-1,-1,70485.357552,-1,767,0,3281.106282,3281,1,3177,-1,68921,33947.666667,45.357552,34445.357552,13379.707741,3281,0.002323,0.102885,0.985676,0.095264,2.001132,0.241423,17.3931,2,0.666667,0,-1,0,34441,-1,2,34441
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_3.dzn,1,0.808052,0,0,0,0,1,0.198887,1,1.161539,4.438681,0.002947,0.275951,0.005566,0,1.000192,0.528927,1,4.174749,-1,0.563757,4.38241,0.205649,4.374345,0.528457,0,1,0,-1,0,-1,0.002947,-1,-1,9624.392317,-1,18177,0,841.161539,841,1,36725,-1,9261,4514.333333,24.392317,4624.392317,2689.834971,841,0.008656,0.132169,0.976917,0.181995,2.004112,0.494949,786.123,2,0.666667,0,-1,0,4621,-1,1,4621
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_3.dzn,1,1.073454,0,0,0,0,1,0.136917,1,1.106282,5.335739,0.00048,0.226358,0.001855,0,1.000032,0.550125,1,5.104671,-1,0.575947,5.332309,0.195404,5.32994,0.550046,0,1,0,-1,0,-1,0.00048,-1,-1,70405.357552,-1,985,0,3281.106282,3281,1,3499,-1,68921,33974.333333,45.357552,34445.357552,13373.894166,3281,0.002323,0.100518,0.98645,0.095264,2.001132,0.281509,37.075,2,0.666667,0,-1,0,34441,-1,2,34441
benchmarks/bacp/bacp-21.mzn_AND_NODATA,1,0.403436,0,1,0,0.484447,0.515553,0.645619,1,6.629357,3.16291,0.178562,0.849965,0.449486,0,1.64615,1.707563,1,1.218797,0.009911,0.836616,1.376473,0.976947,0.191373,2.340833,1.204035,0.529237,0,5.438628,0,1.246573,0.221088,99,4.95,9062.99347,0.18428,33034,0,3321.929737,1068,2,66086,13.11635,5389,2023.487137,56.629357,2139.019328,3431.61602,2018,0.025497,0.950351,1.031865,1.029067,2.748088,0.499864,6245.76,2,0.384615,0,6.168606,1,1961,460,3,1011
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_4.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648,1,5.095689,-1,0.577877,5.350715,0.195887,5.348346,0.549568,0,1,0,-1,0,-1,0.00048,-1,-1,70485.357552,-1,848,0,3281.106282,3281,1,3209,-1,68921,33947.666667,45.357552,34445.357552,13379.707741,3281,0.002323,0.102885,0.985676,0.095264,2.001132,0.264257,17.6493,2,0.666667,0,-1,0,34441,-1,2,34441
benchmarks/bacp/bacp-20.mzn_AND_NODATA,1,0.403603,0,1,0,0.484447,0.515553,0.645674,1,6.629357,3.071562,0.190256,0.850961,0.449949,0,1.647809,1.705974,1,1.214285,0.009901,0.833968,1.380133,0.976846,0.191219,2.340548,1.207866,0.529703,0,5.421096,0,1.209182,0.221088,99,4.95,9076.281183,0.173863,40926,0,3328.573593,1070,2,81868,13.11635,5389,2023.372225,56.629357,2139.019328,3437.080061,2020,0.025497,0.952709,1.031806,1.030087,2.748088,0.499902,8930.74,2,0.4,0,6.164728,1,1961,460,3,1011
benchmarks/bacp/bacp-22.mzn_AND_NODATA,1,0.403933,0,1,0,0.484447,0.515553,0.645692,1,6.629357,3.122768,0.193129,0.853913,0.451303,0,1.652767,1.701234,1,1.216271,0.009872,0.834515,1.390802,0.976581,0.190757,2.339693,1.219045,0.531096,0,5.355172,0,1.385433,0.221088,99,4.95,9116.14432,0.382107,49439,0,3348.505162,1076,2,98892,13.11635,5389,2023.120976,56.629357,2139.019328,3453.472186,2026,0.025497,0.96227,1.031678,1.033146,2.748088,0.499929,5161.79,2,0.4,0,6.153122,1,1961,460,3,1011
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_7.dzn,1,1.073336,0,0,0,0,1,0.136719,1,1.106282,5.335739,0.00048,0.226358,0.001855,0,1.000032,0.550703,1,5.106997,-1,0.576434,5.332309,0.195535,5.32994,0.550623,0,1,0,-1,0,-1,0.00048,-1,-1,70405.357552,-1,907,0,3281.106282,3281,1,3353,-1,68921,33974.333333,45.357552,34445.357552,13370.6474,3281,0.002323,0.100518,0.98645,0.095264,2.001132,0.270504,39.0275,2,0.666667,0,-1,0,34441,-1,2,34441
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_3.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648,1,5.095689,-1,0.577877,5.350715,0.195887,5.348346,0.549568,0,1,0,-1,0,-1,0.00048,-1,-1,70485.357552,-1,710,0,3281.106282,3281,1,3068,-1,68921,33947.666667,45.357552,34445.357552,13379.707741,3281,0.002323,0.102885,0.985676,0.095264,2.001132,0.231421,17.8704,2,0.666667,0,-1,0,34441,-1,2,34441
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_1.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648,1,5.095689,-1,0.577877,5.350715,0.195887,5.348346,0.549568,0,1,0,-1,0,-1,0.00048,-1,-1,70485.357552,-1,785,0,3281.106282,3281,1,3211,-1,68921,33947.666667,45.357552,34445.357552,13379.707741,3281,0.002323,0.102885,0.985676,0.095264,2.001132,0.244472,17.373,2,0.666667,0,-1,0,34441,-1,2,34441
benchmarks/bacp/bacp-26.mzn_AND_NODATA,1,0.403737,0,1,0,0.484447,0.515553,0.645639,1,6.629357,3.189389,0.178562,0.852934,0.450858,0,1.651117,1.70281,1,1.22001,0.009881,0.83776,1.387296,0.976685,0.190911,2.339978,1.215369,0.530632,0,5.370964,0,1.209182,0.221088,99,4.95,9102.856607,0.173863,43289,0,3341.861305,1074,2,86602,13.11635,5389,2023.243065,56.629357,2139.019328,3448.008145,2024,0.025497,0.96016,1.03174,1.032126,2.748088,0.499861,3487.73,2,0.37037,0,6.156986,1,1961,460,3,1011
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_7.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408,1,4.145647,-1,0.563072,4.38241,0.20567,4.374345,0.523935,0,1,0,-1,0,-1,0.002947,-1,-1,9644.392317,-1,17870,0,841.161539,841,1,36106,-1,9261,4507.666667,24.392317,4624.392317,2709.834971,841,0.008656,0.134993,0.975474,0.181995,2.004112,0.494932,1328.27,2,0.666667,0,-1,0,4621,-1,2,4621
benchmarks/bacp/bacp-25.mzn_AND_NODATA,1,0.404335,0,1,0,0.484447,0.515553,0.645711,1,6.629357,3.13722,0.201634,0.857294,0.452819,0,1.658514,1.695749,1,1.21561,0.009838,0.834595,1.402706,0.976271,0.190222,2.338693,1.23154,0.53271,0,5.281397,0,1.074433,0.221088,99,4.95,9162.651313,0.132656,33511,0,3371.758658,1083,2,67038,13.11635,5389,2022.824751,56.629357,2139.019328,3472.596332,2033,0.025497,0.973159,1.031527,1.036716,2.748088,0.499881,7521.27,2,0.384615,0,6.139637,1,1961,460,3,1011
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_8.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648,1,5.095689,-1,0.577877,5.350715,0.195887,5.348346,0.549568,0,1,0,-1,0,-1,0.00048,-1,-1,70485.357552,-1,876,0,3281.106282,3281,1,3279,-1,68921,33947.666667,45.357552,34445.357552,13379.707741,3281,0.002323,0.102885,0.985676,0.095264,2.001132,0.267155,44.7508,2,0.666667,0,-1,0,34441,-1,2,34441
