@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 128'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE directorder_CG-entropy NUMERIC
@ATTRIBUTE support_CG-entropy NUMERIC
@ATTRIBUTE directorder_cluster-coeff-mean NUMERIC
@ATTRIBUTE support_cluster-coeff-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE directorder_cluster-coeff-max NUMERIC
@ATTRIBUTE directorder_cluster-coeff-min NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_CG-min NUMERIC
@ATTRIBUTE direct_CG-entropy NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE directorder_CG-mean NUMERIC
@ATTRIBUTE support_cluster-coeff-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE support_cluster-coeff-min NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE direct_cluster-coeff-mean NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE support_CG-min NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE support_CG-mean NUMERIC
@ATTRIBUTE direct_cluster-coeff-max NUMERIC
@ATTRIBUTE csp_log_bits NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE direct_cluster-coeff-min NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE direct_CG-min NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE support_VCG-VAR-mean NUMERIC
@ATTRIBUTE support_VG-mean NUMERIC
@ATTRIBUTE directorder_cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE direct_CG-mean NUMERIC
@ATTRIBUTE directorder_CG-max NUMERIC
@ATTRIBUTE directorder_VG-max NUMERIC
@ATTRIBUTE support_VG-max NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE direct_CG-max NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE csp_log_booleans NUMERIC
@ATTRIBUTE direct_HORNY-VAR-mean NUMERIC
@ATTRIBUTE direct_VG-max NUMERIC
@ATTRIBUTE directorder_VG-mean NUMERIC
@ATTRIBUTE support_VG-min NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-max NUMERIC
@ATTRIBUTE direct_VG-mean NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE direct_HORNY-VAR-max NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-min NUMERIC
@ATTRIBUTE support_CG-max NUMERIC
@ATTRIBUTE support_VCG-VAR-min NUMERIC
@ATTRIBUTE csp_log_extra_ranges NUMERIC
@ATTRIBUTE direct_VCG-VAR-mean NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-min NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-mean NUMERIC
@ATTRIBUTE support_cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_VCG-VAR-mean NUMERIC
@ATTRIBUTE csp_log_extra_booleans NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-min NUMERIC
@ATTRIBUTE direct_VG-min NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE direct_VCG-VAR-min NUMERIC
@ATTRIBUTE support_VCG-VAR-max NUMERIC
@ATTRIBUTE directorder_CG-coeff-variation NUMERIC
@ATTRIBUTE direct_VCG-VAR-max NUMERIC
@ATTRIBUTE directorder_nvars NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE support_HORNY-VAR-mean NUMERIC
@ATTRIBUTE csp_log_ranges NUMERIC
@ATTRIBUTE direct_cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE support_CG-coeff-variation NUMERIC
@ATTRIBUTE directorder_VCG-VAR-min NUMERIC
@ATTRIBUTE directorder_VCG-VAR-max NUMERIC
@ATTRIBUTE directorder_nclausesOrig NUMERIC
@ATTRIBUTE directorder_VG-min NUMERIC
@ATTRIBUTE direct_HORNY-VAR-min NUMERIC
@ATTRIBUTE direct_nclausesOrig NUMERIC
@ATTRIBUTE support_HORNY-VAR-max NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE support_nclausesOrig NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-min NUMERIC
@ATTRIBUTE directorder_nvarsOrig NUMERIC
@ATTRIBUTE directorder_nclauses NUMERIC
@ATTRIBUTE support_HORNY-VAR-min NUMERIC
@ATTRIBUTE directorder_VG-coeff-variation NUMERIC
@ATTRIBUTE direct_CG-coeff-variation NUMERIC
@ATTRIBUTE direct_nclauses NUMERIC
@ATTRIBUTE direct_Pre-featuretime NUMERIC
@ATTRIBUTE csp_percent_alldiff NUMERIC
@ATTRIBUTE support_VG-coeff-variation NUMERIC
@ATTRIBUTE csp_log_extra_bits NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE directorder_VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE csp_percent_min_continuity NUMERIC
@ATTRIBUTE csp_percent_ext NUMERIC
@ATTRIBUTE support_nclauses NUMERIC
@ATTRIBUTE directorder_KLB-featuretime NUMERIC
@ATTRIBUTE support_nvarsOrig NUMERIC
@ATTRIBUTE support_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE direct_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE support_VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE directorder_reducedClauses NUMERIC
@ATTRIBUTE support_Pre-featuretime NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC
@ATTRIBUTE directorder_horn-clauses-fraction NUMERIC
@ATTRIBUTE directorder_vars-clauses-ratio NUMERIC
@ATTRIBUTE direct_VG-coeff-variation NUMERIC
@ATTRIBUTE directorder_TRINARY+ NUMERIC

@DATA
patt/school/school1-nsh-14.xml,1,?,0.84,0.857143,0.454545,?,0,0.6,0.013807,0.034209,-512,-512,-1,-1,0.002841,0,-1,0.849785,-1,-512,0,-1,0,0.977728,-1,0.0603,-1,0.008115,-1,?,-1,0,?,0,?,0.08097,1.660736,0.801659,0.141652,-1,0.150887,-1,0.005663,0.002664,0.002664,0.002474,0,-1,0,0.01402,0.00686,0.042926,0,0.867621,?,0.000422,0.013106,0.003753,0.000059,0.001087,0.004868,0.002158,0.001056,0.000406,0,0.000063,?,0.000794,0.000794,0.000451,0.000301,0,?,0.000589,0.000589,?,0.000324,0.000208,0.999966,0.000091,0.007388,0,0.00206,6181,0.237082,0.000029,?,0,1.658511,0,0.000023,0.002165,218296,0.000023,0.000056,236952,0.000029,0.710932,441520,0.000019,9504,216189,0.000029,0.761569,0,231040,1.05,?,0.418034,?,?,0.736271,?,0,?,?,441520,0.19,4928,0,0.333883,0.418034,0.009746,2.7,0.930709,0.930709,0.028591,0.375765,0.930709
patt/school/school1-nsh-12.xml,1,?,0.809524,0.833333,0.454545,?,0,0.481481,0.014096,0.035162,-512,-512,-1,-1,0.002841,0,-1,0.82618,-1,-512,0.021097,-1,0,0.979538,-1,0.053933,-1,0.007996,-1,?,-1,0,?,0,?,0.068816,1.505394,0.77939,0.137717,-1,0.144472,-1,0.005632,0.002694,0.002694,0.002469,0,-1,0,0.013872,0.006848,0.047992,0,0.843835,?,0.000493,0.013208,0.003772,0.000059,0.001271,0.004907,0.002494,0.001248,0.000473,0,0.000064,?,0.000935,0.000935,0.000533,0.000357,0,?,0.000699,0.000699,?,0.000388,0.000206,0.999962,0.000098,0.007471,0,0.002444,5149,0.212041,0.000029,?,0,1.50247,0,0.000027,0.002531,186960,0.000027,0.000057,198928,0.000029,0.697685,374272,0.000022,8096,184909,0.000029,0.744769,0,193974,0.89,?,0.418034,?,?,0.72146,?,0,?,?,374272,0.14,4224,0,0.340342,0.418034,0.011092,1.91,0.918987,0.918987,0.027846,0.375291,0.918987
patt/mknap/mknap-1-4.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
patt/mknap/mknap-1-3.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
patt/mknap/mknap-1-5.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
patt/mknap/mknap-1-2.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
patt/mknap/mknap-1-6.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,-1,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.672425,?,?,?,?,?,?,?,?,?,?,?,9.011227,?,?,?,?,?,0,?,?,-1,?,?,?,?,?,?,?,?,?,?,4.807355,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-1,?,-1,1.414214,?,1.414214,?,100,0,?,?,?,?,?,?,?,?,?,?,?,?,?
patt/mknap/mknap-1-0.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
patt/cjss/ft06x2-55.xml,1,92.307692,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,3,?,20,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9.396605,?,?,?,?,?,?,?,?,?,?,?,8.5157,?,?,?,?,?,20,?,?,11.78054,?,?,?,?,?,?,?,?,?,?,9.748193,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,-1,7.483315,?,7.432804,?,100,0,?,?,?,?,?,?,?,?,?,?,?,?,?
patt/cjss/ft06x2-54.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
patt/cjss/ft06x3-55.xml,1,94.736842,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,3.584963,?,20,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9.981567,?,?,?,?,?,?,?,?,?,?,?,8.651052,?,?,?,?,?,20,?,?,12.365502,?,?,?,?,?,?,?,?,?,?,10.333155,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,-1,7.483315,?,7.449524,?,100,0,?,?,?,?,?,?,?,?,?,?,?,?,?
patt/cjss/la04x3-570.xml,1,96.774194,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,-1,?,20,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13.636171,?,?,?,?,?,?,?,?,?,?,?,11.536247,?,?,?,?,?,20,?,?,17.054986,?,?,?,?,?,?,?,?,?,?,13.217049,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,-1,23.895606,?,23.816489,?,100,0,?,?,?,?,?,?,?,?,?,?,?,?,?
patt/cjss/la04x2-572.xml,1,95.238095,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,-1,?,20,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13.051209,?,?,?,?,?,?,?,?,?,?,?,11.516685,?,?,?,?,?,20,?,?,16.479528,?,?,?,?,?,?,?,?,?,?,12.632086,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,-1,23.937418,?,23.818829,?,100,0,?,?,?,?,?,?,?,?,?,?,?,?,?
patt/cjss/la03x2-593.xml,1,95.238095,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,-1,?,20,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13.006326,?,?,?,?,?,?,?,?,?,?,?,11.538674,?,?,?,?,?,20,?,?,16.633166,?,?,?,?,?,?,?,?,?,?,12.743572,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,-1,24.372115,?,24.251365,?,100,0,?,?,?,?,?,?,?,?,?,?,?,?,?
patt/cjss/ft10x3-838.xml,1,96.774194,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,-1,?,20,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14.791366,?,?,?,?,?,?,?,?,?,?,?,12.80292,?,?,?,?,?,20,?,?,18.090231,?,?,?,?,?,?,?,?,?,?,15.54596,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,-1,28.965497,?,28.917399,?,100,0,?,?,?,?,?,?,?,?,?,?,?,?,?
patt/cjss/la03x3-590.xml,1,96.774194,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,-1,?,20,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13.591289,?,?,?,?,?,?,?,?,?,?,?,11.555548,?,?,?,?,?,20,?,?,17.205297,?,?,?,?,?,?,?,?,?,?,13.328535,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,-1,24.310492,?,24.229996,?,100,0,?,?,?,?,?,?,?,?,?,?,?,?,?
patt/cjss/ft10x2-837.xml,1,95.238095,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,-1,?,20,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14.206404,?,?,?,?,?,?,?,?,?,?,?,12.78054,?,?,?,?,?,20,?,?,17.500609,?,?,?,?,?,?,?,?,?,?,14.960997,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,-1,28.94823,?,28.876215,?,100,0,?,?,?,?,?,?,?,?,?,?,?,?,?
patt/cjss/ft06x3-54.xml,1,94.736842,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,3.584963,?,20,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9.960002,?,?,?,?,?,?,?,?,?,?,?,8.61471,?,?,?,?,?,20,?,?,12.244958,?,?,?,?,?,?,?,?,?,?,10.366322,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,-1,7.416198,?,7.382722,?,100,0,?,?,?,?,?,?,?,?,?,?,?,?,?
patt/myciel/myciel7-6.xml,1,100,1,0.666667,0.222222,-1,0.5,0.222222,0.098809,0.047743,4.852858,-512,0.03595,-1,0.005236,0.25,0.002736,0.652778,0.000436,4.852858,0.020619,0.00683,0,1,-1,0.047743,0.03595,0.010471,-1,0,-1,0.25,7.577429,1,20,0.098809,0.891917,0.59647,0.035859,0.002736,0,0.000436,0.010471,0.004917,0.004917,0.004097,0.937195,0.00683,0.045426,0.029807,0.015298,0.141366,0.045426,0.699133,-1,0.001787,0.029807,0.007938,0.001275,0.006161,0.007938,0,0.006161,0.001745,0,0.00153,-1,0.003324,0.003324,0.002094,0.001787,0,10,0.003324,0.003324,-1,0.002094,0.002427,1,0.00112,0.018358,1.098897,0.012072,955,0.204482,0.000159,-1,0.937195,0.891917,0,0.00112,0.012072,17025,0.002427,0.000685,17216,0.000159,0.578249,31376,0.000685,2101,16070,0.000159,0.650779,1.098897,16070,0.04,-1,0.645717,-1,2.44949,0.621544,2.44949,0.020619,100,0,31376,0,1146,0,0.578249,0.645717,0.059428,0.08,0.853143,0.853143,0.059428,0.650779,0.853143
patt/myciel/myciel4-5.xml,1,?,1,0.6,0.272727,?,0.36,0.272727,0.206843,0.046721,2.614208,2.361886,0.174348,0.040906,0.043478,0.4,0.025974,0.5,0.008114,2.614208,0.12,0.036338,0.090909,1,0.026316,0.046721,0.174348,0.086957,0.021807,?,0.055771,0.4,?,1,?,0.206843,0.735533,0.421551,0.043089,0.025974,0,0.008114,0.086957,0.037248,0.037248,0.029798,0.548908,0.036338,0.154158,0.095335,0.049844,0.249678,0.154158,0.705088,?,0.018608,0.095335,0.056178,0.020768,0.028398,0.056178,0,0.028398,0.017391,0.077882,0.025961,?,0.031131,0.031131,0.021739,0.018608,0.412378,?,0.031131,0.031131,?,0.021739,0.03854,1,0.022312,0.062305,1.040589,0.05071,92,0.298616,0.004154,?,0.548908,0.735533,0.276195,0.022312,0.05071,631,0.03854,0.014199,608,0.004154,0.209926,963,0.014199,207,493,0.004154,0.278144,1.040589,493,0,?,0.268451,?,?,0.25096,?,0.12,?,?,963,0,115,0,0.209926,0.268451,0.279919,0,0.855984,0.855984,0.186613,0.278144,0.855984
patt/myciel/myciel6-5.xml,1,100,1,0.6,0.2,-1,0.428571,0.2,0.105316,0.043383,4.181542,3.815061,0.056935,0.014385,0.010526,0.285714,0.006826,0.575,0.001381,4.181542,0.030928,0.013958,0.0625,1,0.006849,0.043383,0.056935,0.021053,0.003607,0,0.018883,0.285714,6.569856,1,20,0.105316,0.747206,0.512119,0.037539,0.006826,0,0.001381,0.021053,0.009828,0.009828,0.007863,0.796313,0.013958,0.067204,0.043959,0.022339,0.201533,0.067204,0.648633,-1,0.004349,0.043959,0.015323,0.003258,0.011507,0.015323,0,0.011507,0.004211,0.033857,0.004072,-1,0.008007,0.008007,0.005263,0.004349,0.565041,10,0.008007,0.008007,-1,0.005263,0.006214,1,0.003452,0.027923,0.932589,0.022325,380,0.201492,0.000465,-1,0.796313,0.747206,0.322657,0.003452,0.022325,4915,0.006214,0.002071,4820,0.000465,0.468016,8595,0.002071,855,4345,0.000465,0.531282,0.932589,4345,0,-1,0.52342,-1,2.236068,0.508375,2.236068,0.030928,100,0,8595,0,475,0,0.468016,0.52342,0.131185,0.01,0.826237,0.826237,0.087457,0.531282,0.826237
patt/myciel/myciel7-5.xml,1,100,1,0.6,0.176471,-1,0.45,0.176471,0.076448,0.037953,4.881947,-512,0.033092,-1,0.005236,0.25,0.003442,0.5875,0.000541,4.881947,0.015544,0.008306,0,1,-1,0.037953,0.033092,0.010471,-1,0,-1,0.25,7.577429,1,20,0.076448,0.748771,0.536823,0.032273,0.003442,0,0.000541,0.010471,0.005002,0.005002,0.004002,0.910858,0.008306,0.044801,0.029584,0.014941,0.173214,0.044801,0.632699,-1,0.002141,0.029584,0.007867,0.001245,0.00757,0.007867,0,0.00757,0.002094,0,0.001556,-1,0.004049,0.004049,0.002618,0.002141,0,10,0.004049,0.004049,-1,0.002618,0.002395,1,0.001313,0.018676,0.926711,0.014908,764,0.164715,0.000156,-1,0.910858,0.748771,0,0.001313,0.014908,14092,0.002395,0.000772,13901,0.000156,0.599115,25701,0.000772,1719,12946,0.000156,0.652057,0.926711,12946,0.02,-1,0.645717,-1,2.236068,0.6334,2.236068,0.015544,100,0,25701,0.01,955,0,0.599115,0.645717,0.088522,0.05,0.817704,0.817704,0.059014,0.652057,0.817704
patt/myciel/myciel4-4.xml,1,?,1,0.5,0.2,?,0.3,0.2,0.148708,0.035907,2.638126,2.358325,0.157856,0.051979,0.043478,0.4,0.036364,0.416667,0.011331,2.638126,0.083333,0.04974,0.111111,1,0.035714,0.035907,0.157856,0.086957,0.02332,?,0.05572,0.4,?,1,?,0.148708,0.571714,0.351292,0.035907,0.036364,0,0.011331,0.086957,0.039363,0.039363,0.029522,0.553316,0.04974,0.152975,0.09915,0.049383,0.339779,0.152975,0.610425,?,0.023156,0.09915,0.058135,0.020576,0.036827,0.058135,0,0.036827,0.021739,0.075446,0.027435,?,0.040645,0.040645,0.028986,0.023156,0.343207,?,0.040645,0.040645,?,0.028986,0.03966,1,0.028329,0.065844,0.775842,0.067989,69,0.216351,0.004115,?,0.553316,0.571714,0.237034,0.028329,0.067989,491,0.03966,0.016997,445,0.004115,0.235609,729,0.016997,161,353,0.004115,0.281533,0.775842,353,0,?,0.268451,?,?,0.268451,?,0.083333,?,?,729,0,92,0,0.235609,0.268451,0.390935,0,0.798867,0.798867,0.195467,0.281533,0.798867
patt/myciel/myciel3-3.xml,1,?,0.5,0.333333,0.333333,?,0.166667,0.333333,0.164909,0.116042,2.028718,1.38574,0.266807,0.122544,0.090909,0.509091,0.152381,0.222222,0.090909,2.028718,0.047619,0.236455,0.181818,0.772727,0.105263,0.116042,0.266807,0.235294,0.060976,?,0.096148,0.509091,?,0.5,?,0.164909,0.326132,0.186869,0.01943,0.152381,0.32219,0.090909,0.235294,0.084812,0.084812,0.056541,0.438374,0.236455,0.333333,0.242424,0.073171,0.576695,0.333333,0.512195,?,0.055258,0.242424,0.153298,0.04878,0.090909,0.153298,0.32219,0.090909,0.060606,0.109756,0.073171,?,0.180036,0.180036,0.117647,0.055258,0.184184,?,0.180036,0.180036,?,0.117647,0.090909,0.772727,0.136364,0.109756,0.342513,0.318182,17,0.143245,0.012195,?,0.438374,0.326132,0.156224,0.136364,0.318182,126,0.090909,0.015152,104,0.012195,0.338325,164,0.015152,55,66,0.012195,0.304886,0.342513,66,0,?,0.138648,?,?,0.251454,?,0.047619,?,?,164,0,33,0,0.338325,0.138648,0.909091,0,0.469697,0.469697,0.257576,0.304886,0.469697
patt/myciel/myciel7-8.xml,1,?,1,0.75,0.125,?,0.5625,0.3,0.036265,0.029161,4.874689,-512,0.050955,-1,0.005236,0.530303,0.001993,0.734375,0.000274,4.803592,0.030612,0.005272,0,0.956464,-1,0.064216,0.041057,0.010471,-1,?,-1,0.25,?,0,?,0.139776,1.12723,0.671029,0.040342,0.001929,0.213348,0.000306,0.008144,0.004751,0.004751,0.004157,1.544511,0.004838,0.04659,0.03068,0.01552,0.106782,0.045258,0.781981,?,0.001342,0.029313,0.006478,0.001293,0.004468,0.007819,0,0.004412,0.001309,0,0.001478,?,0.002421,0.002421,0.001496,0.001028,0,?,0.00194,0.00194,?,0.001163,0.002403,1,0.000874,0.017737,1.328968,0.008562,1719,0.271962,0.000162,?,0.947457,1.119258,0,0.000274,0.008844,22891,0.000274,0.000568,24419,0.000162,0.765019,43299,0.000228,2865,21936,0.000162,0.882353,1.406536,22891,0.06,?,0.645717,?,?,0.827546,?,0,?,?,43299,0.02,1528,0,0.540593,0.645717,0.043536,0.18,0.883707,0.883707,0.078364,0.649325,0.883707
