@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE s_indomain_min NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE gc_cumulative NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC

@DATA
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_100_3.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.07068,-1,0.000001,0,24.253497,3.975873
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_100_1.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.07068,-1,0.000001,0,24.253497,3.975593
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_4.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_2.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_20_7.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_3.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_1.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_80_1.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.084708,-1,0,0,24.253497,3.551147
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_100_7.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.07068,-1,0.000001,0,24.253497,3.975593
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_20_10.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_20_1.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_4.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_100_6.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.07068,-1,0.000001,0,24.253497,3.97587
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_20_9.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_5.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_7.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_9.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_20_2.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_20_3.dzn,1,0.845021,0,0,0,0,1,0.208954,1,1.161539,4.403267,0.002947,0.370918,0.005566,0,1.000192,0.525483
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_20_4.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_20_5.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_100_10.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.071244,-1,0.000001,0,24.253497,3.976015
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_8.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_20_6.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_7.dzn,1,1.162341,0,0,0,0,1,0.127555,1,1.106282,5.320559,0.00048,0.226358,0.001855,0,1.000032,0.551923
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_20_9.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_5.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_100_6.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.070962,-1,0.000001,0,24.253497,3.976155
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_6.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_9.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_100_8.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.071244,-1,0.000001,0,24.253497,3.976015
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_8.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_100_9.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.070962,-1,0.000001,0,24.253497,3.975802
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_1.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_2.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_4.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_3.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_10.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_100_5.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.071526,-1,0.000001,0,24.253497,3.976231
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_10.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_4.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_9.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_7.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_2.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_1.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_9.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_10.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_1.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_4.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_20_10.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_5.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_2.dzn,1,0.844621,0,0,0,0,1,0.208928,1,1.161539,4.385315,0.002947,0.370918,0.005566,0,1.000192,0.526173
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_5.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_10.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.070397,-1,0.000001,0,24.253497,3.975739
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_2.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.069831,-1,0.000001,0,24.253497,3.975527
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_3.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.07068,-1,0.000001,0,24.253497,3.975873
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_10.dzn,1,1.0479,0,0,0,0,1,0.139324,1,1.106282,5.354145,0.00048,0.226358,0.001855,0,1.000032,0.550103
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_5.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.070962,-1,0.000001,0,24.253497,3.976086
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_20_7.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_20_8.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_7.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.070397,-1,0.000001,0,24.253497,3.975582
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_9.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.07068,-1,0.000001,0,24.253497,3.975755
benchmarks/bacp/bacp-13.mzn_AND_NODATA,1,0.40379,0,1,0,0.484447,0.515553,0.645664,1,6.629357,3.122425,0.193129,0.852934,0.450858,0,1.651117,1.70281
benchmarks/bacp/bacp-12.mzn_AND_NODATA,1,0.404392,0,1,0,0.484447,0.515553,0.64569,1,6.629357,3.221145,0.195983,0.858248,0.453239,0,1.660149,1.694191
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_8.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_1.dzn,1,1.047188,0,0,0,0,1,0.129408,1,1.106282,5.344816,0.00048,0.165387,0.001855,0,1.000032,0.552119
benchmarks/bacp/bacp-16.mzn_AND_NODATA,1,0.403602,0,1,0,0.484447,0.515553,0.645675,1,6.629357,3.106314,0.181517,0.848323,0.450633,0,1.650291,1.703599
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_4.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.071244,-1,0.000001,0,24.253497,3.976015
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_10.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_3.dzn,1,0.808052,0,0,0,0,1,0.198887,1,1.161539,4.438681,0.002947,0.275951,0.005566,0,1.000192,0.528927
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_3.dzn,1,1.073454,0,0,0,0,1,0.136917,1,1.106282,5.335739,0.00048,0.226358,0.001855,0,1.000032,0.550125
benchmarks/bacp/bacp-21.mzn_AND_NODATA,1,0.403436,0,1,0,0.484447,0.515553,0.645619,1,6.629357,3.16291,0.178562,0.849965,0.449486,0,1.64615,1.707563
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_4.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/bacp/bacp-20.mzn_AND_NODATA,1,0.403603,0,1,0,0.484447,0.515553,0.645674,1,6.629357,3.071562,0.190256,0.850961,0.449949,0,1.647809,1.705974
benchmarks/bacp/bacp-22.mzn_AND_NODATA,1,0.403933,0,1,0,0.484447,0.515553,0.645692,1,6.629357,3.122768,0.193129,0.853913,0.451303,0,1.652767,1.701234
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_7.dzn,1,1.073336,0,0,0,0,1,0.136719,1,1.106282,5.335739,0.00048,0.226358,0.001855,0,1.000032,0.550703
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_3.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_1.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/bacp/bacp-26.mzn_AND_NODATA,1,0.403737,0,1,0,0.484447,0.515553,0.645639,1,6.629357,3.189389,0.178562,0.852934,0.450858,0,1.651117,1.70281
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_7.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/bacp/bacp-25.mzn_AND_NODATA,1,0.404335,0,1,0,0.484447,0.515553,0.645711,1,6.629357,3.13722,0.201634,0.857294,0.452819,0,1.658514,1.695749
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_8.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/bacp/bacp-2.mzn_AND_NODATA,1,0.40404,0,1,0,0.484447,0.515553,0.645648,1,6.629357,3.222665,0.184451,0.85537,0.451961,0,1.655235,1.698877
benchmarks/bacp/bacp-23.mzn_AND_NODATA,1,0.403752,0,1,0,0.484447,0.515553,0.645685,1,6.629357,3.085782,0.178562,0.852443,0.450633,0,1.650291,1.703599
benchmarks/bacp/bacp-18.mzn_AND_NODATA,1,0.404286,0,1,0,0.484447,0.515553,0.645676,1,6.629357,3.190766,0.195983,0.856815,0.452606,0,1.657695,1.69653
benchmarks/bacp/bacp-4.mzn_AND_NODATA,1,0.404593,0,1,0,0.484447,0.515553,0.645583,1,6.629357,3.37516,0.195983,0.859767,0.454468,0,1.665034,1.689542
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_6.dzn,1,1.055613,0,0,0,0,1,0.138297,1,1.106282,5.354145,0.00048,0.226358,0.001855,0,1.000032,0.549382
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_6.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.070397,-1,0.000001,0,24.253497,3.975874
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_9.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_7.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_10.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/bacp/bacp-19.mzn_AND_NODATA,1,0.403708,0,1,0,0.484447,0.515553,0.645671,1,6.629357,3.138832,0.190256,0.852443,0.450633,0,1.650291,1.703599
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_3.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_8.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_4.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_6/Class6_40_7.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_6.dzn,1,1.048653,0,0,0,0,1,0.139232,1,1.106282,5.354145,0.00048,0.226358,0.001855,0,1.000032,0.549767
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_6.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_7.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_8.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_8.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.07068,-1,0.000001,0,24.253497,3.975954
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_8.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_9.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_20_9.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/bacp/bacp-17.mzn_AND_NODATA,1,0.404094,0,1,0,0.484447,0.515553,0.645686,1,6.629357,3.223178,0.193129,0.854321,0.452393,0,1.656876,1.697311
benchmarks/bacp/bacp-24.mzn_AND_NODATA,1,0.403838,0,1,0,0.484447,0.515553,0.645617,1,6.629357,3.277578,0.181517,0.8463,0.452178,0,1.656056,1.698093
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_20_10.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_100_4.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.070962,-1,0.000001,0,24.253497,3.975802
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_1.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_100_1.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.071244,-1,0.000001,0,24.253497,3.976015
benchmarks/bacp/bacp-14.mzn_AND_NODATA,1,0.403904,0,1,0,0.484447,0.515553,0.645668,1,6.629357,3.163125,0.178562,0.8544,0.451524,0,1.65359,1.700447
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_3.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_8/Class8_40_1.dzn,1,1.005598,0,0,0,0,1,0.132876,1,1.106282,5.381629,0.00048,0.165387,0.001855,0,1.000032,0.55092
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_5.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_9/Class9_20_6.dzn,1,0.805006,0,0,0,0,1,0.214492,1,1.161539,4.421219,0.002947,0.370918,0.005566,0,1.000192,0.524408
benchmarks/2DBinPacking/2DPacking.mzn_AND_benchmarks/2DBinPacking/class_7/Class7_40_2.dzn,1,1.028988,0,0,0,0,1,0.140933,1,1.106282,5.372552,0.00048,0.226358,0.001855,0,1.000032,0.549648
benchmarks/bacp/bacp-28.mzn_AND_NODATA,1,0.403271,0,1,0,0.484447,0.515553,0.645635,1,6.629357,3.088133,0.172585,0.848461,0.448779,0,1.643655,1.709954
