@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC

@DATA
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_060.shuffled.cnf,1,0,0.0075,0,0.0044,1.3482,1.7283,0.2105,0.7008,0.6115,4438,0.0556,4438,0.3719,0.0082,4448,0.0397
./SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1,0.798,0.9008,0,0,1.6517,1.7012,0.6758,0.9623,0.2452,46,0.9388,37,0.4876,0.0136,56,0.3443
./SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,0.1575,0.6133,0,0,3.4537,3.6494,0.8164,0.6201,0.0977,913,0.9437,913,0.5329,0.061,1099,0.738
./SAT04/handmade/connamacher/connm-d0.02/connm-ue-csp-sat-n800-d0.02-s111845174.used-as.sat04-958.cnf,1,0,0.8423,0.3333,0.4603,2.7132,3.4805,0.8423,0.4669,0.2941,4396,0.5,4396,0.6631,0.5231,4396,0.6213
./SAT04/handmade/kexu/frb-0.8/frb59-26-1.used-as.sat04-891.cnf,1,0.9463,0.9463,0.7778,0.7751,2.7629,5.206,0.9463,0.0174,0.759,171,0.2981,104,0.9959,0.813,252,0.8374
./SAT09/CRAFTED/edgematching/fbcolors/em_8_4_5_fbc.cnf,1,0.4286,0.8446,0,0.0184,2.7836,2.7982,0.7631,0.5509,0.3103,283,0.8621,264,0.6035,0.326,323,0.9566
./SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf,1,0.0727,0.0891,0,0,2.7434,3.4024,0.1384,0.878,0.2353,791,1,31,0.3077,0.6176,1061,0.7768
./SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf,1,0.7895,0.7895,1,0.7155,0,0,0.7895,0,0.8619,4751,0.0909,4751,1,0.7155,4769,0.7156
./SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf,1,0.0153,0.0724,0,0,0.696,0.9802,0.2739,0.9728,0.1071,272,0.8095,141,0.2665,0.0002,398,0.0042
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g6.cnf,1,0.0337,0.0339,0,0,2.2503,3.9971,0.4111,0.597,0.2957,1416,1,1416,0.4323,0,2147,0.0499
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-220-3.shuffled-as.sat05-2490.cnf,1,0,0,0,0,0.6084,1.2409,0.2555,0.8294,0.219,398,0.2,398,0.368,0.0007,1218,0.0135
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-030-029.shuffled-as.sat05-1234.cnf,1,0.9646,0.9646,0,0.923,0,0,0.729,1.0211,0.9993,27,0.3176,12,0.4855,0.9233,276,0.9236
./SAT02/handmade/pehoushek/twentyvars/7cnf20_90000_90000_7.shuffled.cnf,1,0,0,0.1429,0.0022,1.9831,2.7616,0.0685,0.6873,0.8122,0,0.0811,0,0.3193,0.0078,0,0.0214
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf,1,0.9545,0.9545,0.8947,0.1503,2.6088,5.4566,0.9545,0.0126,0.8452,37,0.2716,33,0.9973,0.6826,44,0.8996
./SAT03/handmade/anton/UNSAT/SGI_30_70_29_50_3-dir.shuffled-as.sat03-179.cnf,1,0.9662,0.9662,0,0.8232,3.0575,4.4708,0.6839,1.0092,0.8676,264,0.4774,78,0.4914,0.8557,406,0.8791
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes2.cnf,1,0.9534,0.9534,0.8947,0.1573,2.6106,5.3869,0.9534,0.0132,0.8443,40,0.2756,35,0.9971,0.6855,55,0.8948
./SAT03/handmade/stanion/hwb/hwb-n28-01-S136611085.shuffled-as.sat03-1627.cnf,1,0.0101,0.3864,0,0.0001,0.4636,1.7267,0.3472,0.7724,0.4716,4176,0.7436,4176,0.43,0.0005,4217,0.0042
./SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,0.9049,0.9049,0.5,0.6634,3.1687,4.6661,0.9049,0.0425,0.6055,592,0.425,563,0.9867,0.7129,648,0.7529
./SAT11/crafted/skvortsov/battleship/battleship-10-19-sat.cnf,1,0.8953,0.8953,1,0.8159,0,0,0.8953,0,0.9062,4814,0.0526,4814,1,0.8159,4814,0.8159
./SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf,1,0.0069,0.0338,0,0,0.4093,0.5973,0.2615,0.9866,0.0486,894,0.9024,894,0.2575,0.0001,894,0.0002
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes1.cnf,1,0.933,0.933,0.8462,0.7668,2.9364,4.8047,0.933,0.0239,0.8273,140,0.3737,140,0.9937,0.7867,295,0.8057
./SAT11/crafted/spence/sgen/sgen3-n240-s78945233-sat.cnf,1,0.8333,0.8333,0,0.5831,0,0,0.6406,0.9852,0.6564,4422,0.3333,4422,0.4764,0.5831,4427,0.5832
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4231.cnf,1,0,0,0.1429,0.0008,3.2331,4.5576,0.0997,0.0509,0.3247,156,1,104,0.997,0.4369,168,0.6234
./SAT07/crafted/spence/hard/s113-100.cnf,1,0,1,1,0.0001,0.2557,0.3057,0.5,0,0.8203,3915,0.3333,3915,1,0.0011,3980,0.0143
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4232.cnf,1,0,0,0.1429,0.0008,3.2291,4.5555,0.0997,0.0474,0.3279,162,1,102,0.9974,0.439,181,0.6231
./SAT11/crafted/mosoi/289/289-unsat-6x34.cnf,1,0.0179,0.0179,1,0.443,0,0,0.7545,0,0.8153,412,0.006,367,1,0.4431,434,0.4431
./SAT11/crafted/mosoi/289/289-sat-6x8.cnf,1,0.0789,0.0789,1,0.6097,0,0,0.7697,0,0.9996,0,0.0278,0,1,0.6098,0,0.6098
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1820c171155gyes3.cnf,1,0.944,0.944,0.8,0.7832,2.8657,5.3811,0.944,0.0184,0.7524,182,0.3757,74,0.9956,0.8115,223,0.8326
./SAT03/handmade/anton/UNSAT/SGI_30_70_26_60_1-dir.shuffled-as.sat03-167.cnf,1,0.966,0.966,0,0.8412,2.9436,4.1532,0.7289,1.0202,0.8909,107,0.4545,107,0.4865,0.8581,651,0.8778
./SAT11/crafted/mosoi/289/289-sat-9x13.cnf,1,0.0303,0.0303,1,0.5015,0,0,0.7576,0,0.9469,4202,0.0103,4202,1,0.5015,4202,0.5016
./SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,0.0205,0.0205,1,0.4581,0,0,0.7551,0,0.8434,3673,0.0069,3673,1,0.4584,3673,0.4585
./SAT09/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,0.1112,0.7744,0,0.0101,2.8102,2.9304,0.6253,0.4832,0.0506,26,0.8462,21,0.4311,0.4192,78,0.9148
./SAT03/handmade/anton/UNSAT/SGI_30_60_29_30_6-dir.shuffled-as.sat03-130.cnf,1,0.98,0.98,0,0.852,2.9186,4.3147,0.7352,1.0077,0.8382,110,0.6012,110,0.4941,0.8885,254,0.9064
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_512.cnf,1,0,0,1,0,0,3.0443,0.5,0,0.3424,3906,0,3906,1,0,3907,0
./SAT04/handmade/marijn/equilarge-l/equilarge_l2.used-as.sat04-894.cnf,1,0.0763,0.172,0,0,0.7891,1.2878,0.5045,0.3924,0.2243,589,0.6667,589,0.4807,0,1102,0
./SAT05/crafted/sorge05/QG7/dead-dnd003.shuffled-as.sat05-3109.cnf,1,0.5065,0.7477,0,0,2.5441,3.1732,0.5164,0.9228,0.5699,2808,1,2808,0.4455,0.7359,4301,0.874
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g10.cnf,1,0.9554,0.9554,0.75,0.5453,2.7294,5.5384,0.9554,0.0129,0.8019,48,0.3235,42,0.9972,0.723,118,0.8619
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_3-log.shuffled-as.sat03-109.cnf,1,0,0,0,0.0004,1.7367,1.727,0.0106,0.8063,0.5228,1330,0.0858,1330,0.245,0.005,1517,0.084
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_443.cnf,1,0.0112,0.9247,1,0.6368,3.5563,5.0311,0.0753,0,0.6729,4538,0.8417,4538,1,0.6595,4538,0.6969
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-16_238.cnf,1,0,0.8881,1,0.5745,2.9401,4.6626,0.1119,0,0.6925,4282,0.7744,4282,1,0.5892,4282,0.6083
./SAT03/handmade/anton/UNSAT/SGI_30_70_21_60_7-log.shuffled-as.sat03-151.cnf,1,0,0,0,0.0212,1.4088,1.9103,0.0114,0.8095,0.5726,1555,0.1387,1555,0.2476,0.0245,1686,0.1303
./SAT11/crafted/spence/sgen/sgen3-n190-s29985700-unsat.cnf,1,0,1,0.3333,0,0.1725,0.2047,0.5,0.5759,0.7821,3820,0.3333,3820,0.4832,0.0007,3946,0.0082
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p30-s33692332.cnf,1,0.9793,0.9793,0.9048,0.8343,3.1627,5.296,0.9793,0.0072,0.8609,20,0.6682,20,0.9991,0.88,27,0.9102
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,0.9259,0.9259,0.8182,0.7465,2.9039,4.5976,0.9259,0.0277,0.8177,145,0.3136,145,0.9923,0.7695,334,0.791
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,1,0,0,0,0.0052,1.3313,2.0084,0.0104,0.8062,0.5219,1137,0.0689,1077,0.2464,0.0064,1234,0.1106
./SAT02/handmade/simon/satex-challenges/par32-3.shuffled.cnf,1,0.0805,0.3543,0,0,0.4872,1.6381,0.4086,0.8047,0.3345,4368,0.4667,4368,0.4183,0,4368,0
./SAT11/crafted/skvortsov/battleship/battleship-14-14-unsat.cnf,1,0.8667,0.8667,1,0.736,0,0,0.8667,0,0.8186,4900,0.037,4900,1,0.7361,4901,0.7362
./SAT11/crafted/mosoi/289/289-sat-4x8.cnf,1,0.125,0.125,1,0.5757,0,0,0.7813,0,1,0,0.0455,0,1,0.5757,0,0.5758
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes7.cnf,1,0.956,0.956,0.8571,0.1774,2.6704,5.5455,0.956,0.0124,0.807,74,0.2857,63,0.9974,0.6985,77,0.8998
./SAT11/crafted/mosoi/289/289-unsat-21x14.cnf,1,0.0114,0.0114,1,0.3926,0,0,0.7529,0,0.7019,200,0.0038,185,1,0.3932,259,0.3935
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes5.cnf,1,0.9405,0.9405,0.7143,0.775,2.9779,5.0931,0.9405,0.0207,0.7748,221,0.381,198,0.9949,0.8014,286,0.8204
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p30-s88600538.cnf,1,0.987,0.987,0.9474,0.1015,3.4963,6.4525,0.987,0.0035,0.8906,2,0.6164,1,0.9996,0.9507,3,0.9938
./SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf,1,0.0712,0.0881,0,0,2.6646,3.3933,0.1382,0.884,0.2388,1538,1,1337,0.3059,0.6212,1965,0.7778
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes3.cnf,1,0.9548,0.9548,0.8182,0.4863,2.662,5.4654,0.9548,0.013,0.8042,51,0.2795,45,0.9972,0.7268,93,0.8577
./SAT03/handmade/anton/SAT/SGI_30_80_15_90_4-dir.shuffled-as.sat03-6.cnf,1,0.9893,0.9893,0,0.8942,2.765,3.4695,0.7612,1.0138,0.9737,150,0.8219,102,0.4921,0.9127,476,0.9371
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34309.cnf,1,0,0,1,0,0,4.1179,0.5,0,0.3325,1,0,1,1,0,2,0
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2100c215164gyes4.cnf,1,0.9506,0.9506,0.8824,0.558,2.7149,5.3236,0.9506,0.0144,0.8314,51,0.2953,42,0.9967,0.7106,110,0.8498
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,0.9397,0.9397,0.75,0.7749,2.786,5.1246,0.9397,0.0208,0.7576,269,0.3412,143,0.9948,0.8005,291,0.8189
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf,1,0.9834,0.9834,0.9429,0.1897,3.1765,6.6172,0.9834,0.004,0.8584,3,0.4195,3,0.9995,0.9625,7,0.9966
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf,1,0,0,0,0,0.7043,1.2578,0.2583,0.8136,0.2114,424,0.2,424,0.3716,0.0008,1606,0.013
./SAT09/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,0.145,0.6174,0,0,3.3729,3.6152,0.8316,0.5975,0.039,510,0.9642,510,0.5467,0.0915,600,0.7567
./SAT11/crafted/skvortsov/battleship/battleship-12-23-sat.cnf,1,0.9134,0.9134,1,0.8397,0,0,0.9134,0,0.9127,4794,0.0435,4794,1,0.8397,4794,0.8398
./SAT11/crafted/mosoi/289/289-unsat-5x41.cnf,1,0.0184,0.0184,1,0.4462,0,0,0.7546,0,0.8481,299,0.0062,243,1,0.4463,319,0.4464
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_110.shuffled.cnf,1,0,0.0016,0,0.0004,0.9627,1.4771,0.1908,0.6786,0.5735,4060,0.037,4060,0.3744,0.0046,4215,0.0227
./SAT05/crafted/sorge05/QG8/iso-ukn009.shuffled-as.sat05-3632.cnf,1,0.7141,0.7398,0,0,3.3326,3.1456,0.5507,0.9899,0.2911,0,1,0,0.4569,0.4982,0,0.8568
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,0.2953,0.5966,0,0.0002,2.2862,2.1598,0.6256,0.6408,0.0929,1936,0.9667,1636,0.5954,0.0369,2459,0.2174
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes7.cnf,1,0.9523,0.9523,0.8,0.5578,2.694,5.3919,0.9523,0.0142,0.7799,69,0.3039,46,0.9969,0.7182,149,0.8547
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_s.cnf,1,0.1883,0.4677,0,0.0007,2.5365,2.3423,0.5073,0.7307,0.1236,2884,0.9467,2884,0.478,0.0369,3045,0.2382
./SAT05/crafted/markstrom05/eulcbip/eulcbip-7-UNSAT.shuffled-as.sat05-3936.cnf,1,0,0.003,0,0,0.044,0.044,0.297,0.9336,0.2602,4256,0.1111,4256,0.36,0,4257,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf,1,0.9802,0.9802,0.9333,0.1187,3.2172,5.8786,0.9802,0.0056,0.8884,4,0.4761,4,0.9992,0.9539,37,0.9952
./SAT11/crafted/mosoi/289/289-sat-11x4.cnf,1,0.0909,0.0909,1,0.5992,0,0,0.7727,0,0.9999,0,0.0323,0,1,0.5993,0,0.5993
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p30-s84954709.cnf,1,0.9818,0.9818,0.9394,0.445,2.9496,4.9822,0.9818,0.0052,0.8848,43,0.5203,13,0.9993,0.8088,54,0.9206
./SAT11/crafted/mosoi/289/289-sat-14x8.cnf,1,0.0319,0.0319,1,0.5075,0,0,0.758,0,0.9544,3425,0.0109,3425,1,0.5077,3425,0.5077
./SAT11/crafted/mosoi/289/289-sat-11x10.cnf,1,0.0323,0.0323,1,0.5088,0,0,0.7581,0,0.9571,3793,0.011,3793,1,0.509,3793,0.509
./SAT11/crafted/mosoi/289/289-sat-12x15.cnf,1,0.0191,0.0191,1,0.4503,0,0,0.7548,0,0.8255,581,0.0065,581,1,0.4505,581,0.4506
./SAT03/handmade/stanion/hwb/hwb-n32-02-S1478512323.shuffled-as.sat03-1638.cnf,1,0.0209,0.4071,0,0,0.6138,2.0746,0.3685,0.7546,0.4151,4075,0.7073,4075,0.4238,0.0001,4085,0.0026
./SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf,1,0.1475,0.1487,0,0.002,1.361,2.7085,0.2739,0.7632,0.725,0,0.992,0,0.3889,0.8955,0,0.9951
./SAT11/crafted/spence/sgen/sgen3-n120-s55656844-unsat.cnf,1,0,1,0.3333,0,0.2852,0.2852,0.5238,0.5772,0.8131,3905,0.3333,3905,0.4947,0.0014,4057,0.0125
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes1.cnf,1,0.9446,0.9446,0.8,0.7852,2.7956,5.0442,0.9446,0.0183,0.7856,174,0.3518,64,0.9956,0.8157,188,0.8333
./SAT11/crafted/mosoi/289/289-unsat-21x39.cnf,1,0.0039,0.0039,1,0.0026,0,0,0.751,0,0.5032,3767,0.0013,3767,1,0.3476,3767,0.6969
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,1,0.9261,0.9261,0.8182,0.7442,2.8138,4.5152,0.9261,0.0276,0.8286,242,0.3026,242,0.9923,0.7717,450,0.7914
./SAT03/handmade/gomes/bqwh/bqwh.60.1152.shuffled-as.sat03-1650.cnf,1,0.9532,0.955,0,0.1601,2.6307,2.7181,0.713,0.9983,0.4565,35,0.8378,5,0.4935,0.7338,66,0.8269
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g7.cnf,1,0.0203,0.0205,0,0.0006,2.6207,4.9323,0.3379,0.623,0.2788,365,0.9465,113,0.3979,0.0131,594,0.3005
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p30-s59841049.cnf,1,0.9742,0.9742,0.9231,0.832,2.8969,4.7775,0.9742,0.0079,0.8801,30,0.4354,30,0.9988,0.8639,84,0.8992
./SAT09/CRAFTED/modcircuits/mod3block_2vars_11gates_u2_autoenc.cnf,1,0.9725,0.9725,0.875,0.8389,2.7913,3.71,0.9725,0.0122,0.8987,578,0.7606,518,0.9983,0.8652,620,0.8913
./SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.2051,0.8122,0,0.0045,2.6643,2.7799,0.698,0.6183,0.1271,710,0.8571,703,0.4161,0.1091,836,0.8354
./SAT11/crafted/spence/sgen/sgen3-n130-s30940966-unsat.cnf,1,0,1,0.3333,0,0.2274,0.2712,0.5072,0.5763,0.8016,3960,0.3333,3960,0.4855,0.001,4163,0.0146
./SAT04/handmade/andrew/composite/Composite-024BitPrimes-1.used-as.sat04-861.cnf,1,0.104,0.2202,0,0.0034,1.119,1.3931,0.3576,0.6818,0.1505,2698,0.5894,2698,0.2946,0.1563,3239,0.7183
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_27_s.cnf,1,0.2415,0.5521,0,0.0003,2.1954,2.0945,0.5526,0.7382,0.1206,2657,0.9487,2657,0.4874,0.0283,2993,0.2055
./SAT11/crafted/spence/sgen/sgen3-n180-s34713902-sat.cnf,1,0.8333,0.8333,0,0.5831,0,0,0.6713,1.067,0.6788,4484,0.3333,4484,0.438,0.5831,4514,0.5832
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,0.962,0.962,0.8667,0.7394,3.1807,4.971,0.962,0.0126,0.8803,74,0.372,74,0.9977,0.843,430,0.8754
./SAT03/handmade/anton/UNSAT/SGI_30_80_28_70_8-dir.shuffled-as.sat03-215.cnf,1,0.9797,0.9797,0,0.8589,2.8978,4.3094,0.7483,1.0135,0.9308,18,0.6211,18,0.4914,0.8732,67,0.9135
./SAT11/crafted/mosoi/289/289-sat-7x6.cnf,1,0.0909,0.0909,1,0.5992,0,0,0.7727,0,0.9998,0,0.0323,0,1,0.5993,0,0.5993
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p30-s52376212.cnf,1,0.9855,0.9855,0.931,0.0942,3.2003,6.2244,0.9855,0.0044,0.8806,8,0.5558,8,0.9995,0.9493,22,0.9935
./SAT03/handmade/anton/UNSAT/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,1,0.9798,0.9798,0,0.848,3.1132,4.3862,0.7508,1.0105,0.8884,271,0.5939,63,0.4927,0.8817,295,0.9059
./SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-dir.shuffled-as.sat03-136.cnf,1,0.9723,0.9723,0,0.8698,2.8225,3.6208,0.7269,1.0134,0.9643,61,0.5865,61,0.4902,0.8816,387,0.9039
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p30-s67876261.cnf,1,0.9772,0.9772,0.9231,0.766,3.3837,5.7095,0.9772,0.0068,0.8917,6,0.5306,6,0.9991,0.8561,16,0.9053
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g6.cnf,1,0.0236,0.0236,0,0,1.5106,3.5717,0.4588,0.5631,0.2863,1767,1,1767,0.4192,0.0001,2587,0.0764
./SAT11/crafted/mosoi/289/289-unsat-14x34.cnf,1,0.0069,0.0069,1,0.0046,0,0,0.7517,0,0.6057,512,0.0023,473,1,0.314,529,0.3542
./SAT02/handmade/simon/satex-challenges/f600.shuffled.cnf,1,0,0.9752,0,0.0013,3.3924,2.6235,0.5262,0.5791,0.3172,3635,1,3635,0.5006,0.1135,3690,0.4024
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v945c61409g3.cnf,1,0.932,0.932,0.8333,0.7687,2.8704,4.8583,0.932,0.024,0.8194,151,0.3261,151,0.9936,0.7848,151,0.8049
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf,1,0,0,0,0,0.7809,1.365,0.2633,0.7972,0.2153,635,0.2,635,0.3739,0.0004,2029,0.0139
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2071.cnf,1,0,0.5344,0.2,0.0003,3.9728,5.9868,0.1004,0.3454,0.3881,437,0.9824,369,0.775,0.1487,444,0.6006
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g3.cnf,1,0.935,0.935,0.7778,0.7628,2.7927,4.874,0.935,0.0236,0.746,261,0.3585,261,0.9939,0.7895,374,0.8091
./SAT11/crafted/skvortsov/battleship/battleship-8-15-sat.cnf,1,0.8678,0.8678,1,0.7821,0,0,0.8678,0,0.9026,0,0.0667,0,1,0.7821,0,0.7821
./SAT11/crafted/skvortsov/battleship/battleship-14-26-sat.cnf,1,0.9235,0.9235,1,0.8576,0,0,0.9235,0,0.9133,4833,0.037,4833,1,0.8576,4833,0.8576
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_220.shuffled.cnf,1,0,0.0006,0,0.0001,0.8816,1.0701,0.1911,0.6637,0.5613,3862,0.0263,3862,0.3715,0.0024,3862,0.0192
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g9.cnf,1,0.9534,0.9534,0.8947,0.1451,2.625,5.4664,0.9534,0.0132,0.8431,55,0.2912,40,0.9971,0.6877,92,0.8978
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p15-s28972035.cnf,1,0.9787,0.9787,0.9259,0.3765,2.9191,5.5129,0.9787,0.0062,0.8938,4,0.4825,4,0.9991,0.7108,21,0.9204
./SAT04/handmade/kexu/frb-0.6/frb75-13-2.used-as.sat04-878.cnf,1,0.899,0.899,0.6,0.659,3.1317,4.5053,0.899,0.0471,0.595,488,0.4082,488,0.9848,0.7006,853,0.7424
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_507.cnf,1,0.0098,0.927,1,0.6365,3.5623,5.2412,0.073,0,0.6712,4413,0.8657,4413,1,0.6677,4413,0.7013
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v1820c171155g5.cnf,1,0.9474,0.9474,0.8824,0.7176,2.6752,5.1504,0.9474,0.0159,0.8349,66,0.2954,30,0.9963,0.7782,134,0.831
./SAT03/handmade/anton/UNSAT/SGI_30_60_28_40_7-log.shuffled-as.sat03-127.cnf,1,0,0,0,0.0412,1.7102,2.0951,0.0108,0.8024,0.5359,1439,0.0938,1439,0.2485,0.0468,1652,0.1324
./SAT11/crafted/mosoi/289/289-unsat-14x38.cnf,1,0.0062,0.0062,1,0.0043,0,0,0.7515,0,0.5788,515,0.0021,515,1,0.2999,549,0.3405
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34308.cnf,1,0,0,1,0,0,4.1179,0.5,0,0.3409,1,0,1,1,0,3,0
./SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1,0,0.1266,0,0,0,0.6518,0.3339,0.8484,0.9798,2492,0,2017,0.3892,0,2561,0
./SAT11/crafted/spence/sgen/sgen3-n150-s89334302-unsat.cnf,1,0,1,0.3333,0.0001,0.2415,0.2415,0.5,0.5773,0.799,3843,0.3333,3843,0.5021,0.0012,3883,0.0121
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g9.cnf,1,0.926,0.926,0.8333,0.7463,2.8324,4.5026,0.926,0.0276,0.8242,204,0.3366,204,0.9924,0.7713,365,0.7908
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,0.9824,0.9824,0.9259,0.8031,3.3761,5.4229,0.9824,0.0058,0.9206,46,0.6008,10,0.9993,0.8699,50,0.9152
./SAT11/crafted/spence/sgen/sgen3-n180-s33098896-unsat.cnf,1,0,1,0.3333,0,0.2137,0.2137,0.5376,0.5774,0.7838,3551,0.3333,3549,0.5,0.0009,3690,0.0098
./SAT11/crafted/manthey/sudoku-single-hard/sudoku_81x81_unknown.cnf,1,0.9658,0.968,1,0.028,3.1617,3.6096,0.9647,0,0.0843,3,0.8947,2,1,0.7566,9,0.8629
