@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC

@DATA
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-13.cnf,1,0.0199,0.1924,0.0708,1.4683,1.639
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S1415445307-13.cnf,1,0.0469,0.2335,0.0924,0.7205,0.2914
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_7_4_8_fbc.cnf,1,0,0.0622,0.0295,1.1545,0.8151
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,1,0.0022,0.0617,0.081,1.3543,3.602
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S839302453-094.cnf,1,0.0474,0.2338,0.0932,0.7125,0.2892
SAT_Competition2009/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,0.0037,0.0556,0.0595,1.5396,1.9303
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf,1,0.0008,0.0041,0.0199,0.0989,0.1595
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,1,0,0.0168,0,0.2697,0.1324
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1906075351-024.cnf,1,0.0001,0.0118,0.0001,1.0007,0.0395
SAT_RACE2008/velev-vliw-sat-4.0-b4.cnf,1,0,0.0364,0.0571,1.285,13.386
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl001.sat05-2695.reshuffled-07.cnf,1,0.4909,0.2231,0.4485,2.9418,4.1837
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,0,0.0149,0,0.2431,0.1759
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1517867865-16.cnf,1,0.0015,0.05,0.0027,0.8282,0.1
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S748216286-061.cnf,1,0.001,0.0469,0.0018,0.84,0.0962
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.0072,0.1733,0.0156,1.3791,0.5454
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1617626827-069.SATISFIABLE.cnf,1,0.0451,0.2311,0.0897,0.7246,0.2808
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.0196,0.2042,0.0676,1.4091,0.291
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S870840347-014.cnf,1,0.0001,0.0118,0.0001,1.007,0.0393
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,0.0104,0.0571,0.0354,0.6491,1.9072
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,0.0064,0.176,0.0158,1.3813,0.5067
SAT_Competition2007/crafted/Hard/contest05/counting-php/easier-fphp-035-029.sat05-1221.reshuffled-07.cnf,1,0.0044,0.0321,0.0044,0.8941,0
SAT_Competition2007/crafted/Medium/contest05/others/QG7-gensys-icl001.sat05-2926.reshuffled-07.cnf,1,0.0262,0.0369,0.0834,1.3824,0.6595
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S321371087-018.cnf,1,0.0498,0.2304,0.0937,0.7095,0.2762
SAT_RACE2008/post-c32s-ss-8.cnf,1,0.0134,0.2086,0.0658,1.3213,1.065
SAT_Competition2007/crafted/Hard/contest02/ezfact64_4.sat05-451.reshuffled-07.cnf,1,0.0548,0.1605,0.0598,1.2783,0.5399
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?,?,?,?
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-pbl-00400.sat05-1322.reshuffled-07.cnf,1,0.3746,0.0182,0.4079,2.69,1.1339
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-17-s.cnf,1,0.0017,0.1628,0.0148,1.3521,0.5586
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1,0.0008,0.0469,0.0018,0.829,0.0987
SAT_Competition2007/crafted/Medium/contest05/others/QG-gensys-brn008.sat05-2685.reshuffled-07.cnf,1,0.4947,0.2217,0.4508,2.9219,4.2361
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_2_keyfind_1.cnf,1,0.022,0.2081,0.0668,1.4436,0.3063
SAT-Race-2010-CNF/mixed/jarvisalo/eq.atree.braun.12.unsat.cnf,1,0.0293,0.241,0.0486,1.1951,0.2991
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S1161147107-031.cnf,1,0.0456,0.2315,0.094,0.674,0.2842
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0.0018,0.1666,0.0151,1.3599,0.5379
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S727005963-093.SATISFIABLE.cnf,1,0.0445,0.2319,0.0901,0.6969,0.2895
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1164089919-15.UNSAT.shuffled.cnf,1,0.001,0.0469,0.0018,0.8246,0.0938
SAT-Race-2010-CNF/software-verification/nec/hard-11-U-7061.cnf,1,?,?,?,?,?
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,0.0002,0.0499,0.1654,0.865,2.1803
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/400/unif-k3-r4.25-v400-c1700-S1039370030-037.cnf,1,0.0412,0.2344,0.0896,0.6258,0.3018
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S451874538-03.cnf,1,0.0015,0.05,0.0027,0.838,0.098
SAT-Race-2010-CNF/software-verification/babic/dspam_dump_vc972.cnf,1,0.0386,0.2225,0.0521,0.6449,1.7456
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-120-3.sat05-2340.reshuffled-07.cnf,1,0.3831,0.25,0.3831,0.9882,0
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S471246417-03.cnf,1,0.0015,0.05,0.0026,0.8214,0.0977
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0,0.0606,0.0865,0.8961,1.2586
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S311671104-045.cnf,1,0.0483,0.2278,0.0907,0.7746,0.2974
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p30-s67876261.cnf,1,0,0.0075,0,0.1065,0.2476
SAT-Race-2010-CNF/mixed/diagnosis/UCG-20-10p1.cnf,1,0.0018,0.1442,0.0191,1.4096,0.7411
SAT_Competition2007/crafted/spence/medium/s69-100.cnf,1,0.3095,0.4662,0.307,0,0.1641
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd001.sat05-3419.reshuffled-07.cnf,1,0.0078,0.1227,0.3311,2.0719,1.0172
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g8.cnf,1,0,0.0169,0,0.261,0.1993
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S448238512-10.cnf,1,0.0466,0.2335,0.0915,0.712,0.291
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S1760652419-100.cnf,1,0.0483,0.2336,0.0945,0.7218,0.2903
SAT_Competition2011/SAT_RACE06/ibm-2002-21r-k95.cnf,1,0.0036,0.1352,0.0311,1.9733,1.1688
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10nid_s.cnf,1,0.0207,0.1249,0.0759,1.7943,1.9578
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,1,0.4936,0.0026,0.4942,1.3541,0.2157
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S2129616968-04.cnf,1,0.0015,0.05,0.0027,0.8339,0.0975
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1813726766-14.SAT.shuffled.cnf,1,0.0009,0.0469,0.0018,0.8489,0.096
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S308012126-046.cnf,1,0.001,0.0469,0.0018,0.8487,0.0961
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.0-08.cnf,1,0,0.0233,0.069,0.6014,4.946
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-19-s.cnf,1,0.0016,0.1577,0.0149,1.3408,0.6031
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc972.cnf,1,0.0402,0.2225,0.0543,0.6449,1.7456
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S592344929-16-SAT.cnf,1,0.068,0.2675,0.13,0.986,0.3582
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/100/unif-k5-r21.3-v100-c2130-S1629955917-055.cnf,1,0.001,0.0469,0.0018,0.8338,0.0878
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S722433227-030.cnf,1,0.0415,0.2315,0.0856,0.6824,0.2801
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1875179522-13.cnf,1,0.0478,0.2334,0.0939,0.7199,0.2935
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf,1,0.0445,0.2296,0.0891,0.7187,0.2983
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,0.0261,0.1488,0.0676,1.4412,3.5766
SAT_Competition2007/random/2+p/p0.9/v810/unif2p-p0.9-v810-c2932-S1529420458-04-UNSAT.cnf,1,0.062,0.2662,0.1142,0.9349,0.3101
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S1980187645-03.cnf,1,0.0464,0.2338,0.0924,0.7041,0.2917
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h32-unknown.cnf,1,0.0112,0.0247,0.1508,1.5662,1.922
SAT_Competition2011/SAT09/CRAFTED/ramseycube/Q3inK10.cnf,1,0.4988,0.0006,0.4988,0,0
SAT_Competition2009/CRAFTED/ramseycube/Q3inK09.cnf,1,0.4997,0.0024,0.4997,0,0
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf,1,0.0899,0.1403,0.1022,1.6469,0.2813
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.0103,0.0563,0.0352,0.6433,1.9243
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S1354285755-030.cnf,1,0.0001,0.0112,0.0001,1.0027,0.0368
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-12t22.sat05-1151.reshuffled-07.cnf,1,0.0001,0.0367,0.0292,1.1561,0.5951
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1017667294-044.cnf,1,0.0001,0.0118,0.0001,1.0088,0.0374
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-09.cnf,1,0,0.0121,0.0465,0.5301,6.9967
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,1,0,0.0081,0,0.1092,0.161
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S1091800488-20-SAT.cnf,1,0.0665,0.2668,0.1222,0.9349,0.3137
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S1798323172-15.cnf,1,0.0001,0.0118,0.0001,0.9956,0.0394
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S659703274-054.UNKNOWN.cnf,1,0.0424,0.2327,0.0869,0.6422,0.2657
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S704699380-099.cnf,1,0.0015,0.05,0.0028,0.8324,0.1017
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S373048162-052.SATISFIABLE.cnf,1,0.0456,0.2301,0.0882,0.695,0.2907
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes4.cnf,1,0,0.015,0,0.2427,0.2062
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/360/unif-k3-r4.25-v360-c1530-S404185236-001.cnf,1,0.0458,0.2323,0.0915,0.6999,0.3178
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S239039906-021.SATISFIABLE.cnf,1,0,0.0112,0.0001,0.9995,0.0418
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,0,0.0106,0,0.1689,0.1419
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S603077945-019.cnf,1,0,0.0112,0.0001,1.0154,0.0383
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq4.cnf,1,0.0025,0.0538,0.1093,1.0556,5.1526
SAT_RACE2008/een-tip-sat-vis-eisen.cnf,1,0.0023,0.137,0.0386,1.7167,0.6773
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S110290755-003.cnf,1,0.0427,0.2318,0.0868,0.6928,0.272
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf,1,0,0.0144,0,0.11,0.2101
SAT_RACE2006/SAT-Race_TS_1/schup-l2s-s04-abp4.cnf,1,0.008,0.2074,0.0564,1.4888,0.6535
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h34-unknown.cnf,1,0.0135,0.0254,0.1512,1.6546,1.9658
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i8_pp.cnf,1,0.0057,0.0736,0.0671,1.5922,1.6001
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S357555833-073.cnf,1,0.001,0.0469,0.0019,0.8369,0.1013
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-sat-gt-040.sat05-1297.reshuffled-07.cnf,1,0,0.026,0,0.5992,0.0004
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1,0,0.0149,0,0.2427,0.1879
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1041106011-094.cnf,1,0.0413,0.2293,0.0848,0.7312,0.291
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S231612998-061.SATISFIABLE.cnf,1,0,0.0112,0.0001,1.0029,0.0371
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b9.cnf,1,0,0.0121,0.0465,0.5301,6.9967
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-016-015.sat05-1230.reshuffled-07.cnf,1,0.0431,0.0688,0.0436,1.0134,0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,0,0.0098,0,0,0.2389
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-dp11u10.cnf,1,0.0058,0.2051,0.0429,1.5074,0.5915
SAT-Race-2010-CNF/hardware-verification/manolios/g9bidw.cnf,1,0.0195,0.1317,0.0744,1.8,1.447
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,0.042,0.25,0.042,0.5623,0
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,0.0006,0.0402,0.1322,0.8004,2.1801
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0,0.0718,0.0011,0.8591,0.936
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,0.0372,0.1429,0.0372,0,0
SAT_Competition2007/crafted/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,0.0608,0.1539,0.1037,1.3357,2.8267
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S109959541-056-UNKNOWN.cnf,1,0.0463,0.2338,0.0918,0.7157,0.2926
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S2033299325-04.cnf,1,0.0015,0.05,0.0028,0.8261,0.0972
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/440/unif-k3-r4.25-v440-c1870-S332478069-041.cnf,1,0.041,0.2306,0.0853,0.7049,0.2802
SAT_Competition2007/industrial/industrial/grieu/vmpc_27.cnf,1,0,0.0075,0,0.676,0.0048
SAT_RACE2008/ibm-2002-04r-k80.cnf,1,0.0056,0.1615,0.0321,1.7444,0.7639
SAT_RACE2008/post-cbmc-aes-ee-r2.cnf,1,0.0202,0.0172,0.0783,1.9494,1.9632
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_1_keyfind_1.cnf,1,0.0385,0.2212,0.0668,1.4585,0.3154
SAT_Competition2011/SAT04/handmade/marijn/equilarge-l/equilarge_l4.used-as.sat04-896.cnf,1,0.0572,0.1395,0.104,0.7325,2.8007
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,0.0024,0.1013,0.0187,1.0412,2.3027
SAT_Competition2007/crafted/spence/medium/s85-100.cnf,1,0.3124,0.4722,0.3106,0,0.1685
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,1,0.015,0.1159,0.0614,1.4271,1.4024
SAT_RACE2006/SAT-Race_TS_2/goldb-heqc-k2mul.cnf,1,0.0316,0.1555,0.0474,1.2695,5.0777
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,0.2661,0.1329,0.2785,1.5926,4.5479
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S957997002-040.cnf,1,0.0481,0.2306,0.0945,0.7277,0.2928
SAT_Competition2009/CRAFTED/sgi/satsgi-n19himBHm22-p0-q181.cnf,1,0.0714,0.0515,0.0715,0,0
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c8b_i.cnf,1,0.0144,0.1428,0.0714,1.7195,1.3232
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-27.cnf,1,0.0143,0.1818,0.0438,1.5682,3.1498
SAT_Competition2009/CRAFTED/sgi/new-difficult-24-193-22-70.cnf,1,0,0.0168,0,0.1401,0.1447
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-04.cnf,1,0.0227,0.1744,0.0312,1.0578,0.5859
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,0,0.0168,0,0.2699,0.1427
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S520696524-059.cnf,1,0.0493,0.2321,0.0965,0.7644,0.2934
SAT_Competition2009/CRAFTED/edgematching/all/em_11_3_4_all.cnf,1,0.0002,0.021,0.0082,0.7352,0.6787
SAT_RACE2008/simon-s03-fifo8-400.cnf,1,0.0119,0.2155,0.0618,1.4823,0.3834
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,1,0.0143,0.2059,0.1138,1.2799,18.306
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.0225,0.2105,0.0583,1.5923,0.7743
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1129651135-081.SATISFIABLE.cnf,1,0.001,0.047,0.0018,0.8342,0.0882
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,0.0001,0.0118,0.0001,1.0038,0.0412
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,0.0045,0.1487,0.0334,1.8072,0.9906
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,0,0.015,0,0.1769,0.139
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,0.042,0.25,0.042,0.5623,0
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,0.0455,0.2283,0.0882,0.7768,0.2874
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,0,0.0063,0,0.0772,0.1781
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,0.0154,0.1144,0.0625,1.4042,1.4706
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,0.2851,0.2791,0.2851,0,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S23858409-056.cnf,1,0.0456,0.2296,0.0894,0.7674,0.2991
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,0.0002,0.0205,0.0002,0,0
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S360859187-040.UNKNOWN.cnf,1,0.001,0.0469,0.002,0.8393,0.0984
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1422217194-16.SAT.shuffled.cnf,1,0.0453,0.2305,0.0906,0.6688,0.2625
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,0.0467,0.2324,0.0926,0.7459,0.2948
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S374960214-041-UNKNOWN.cnf,1,0.0448,0.2342,0.0896,0.6909,0.282
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0.0021,0.155,0.0199,1.4285,0.7099
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S1376493471-11.SAT.shuffled.cnf,1,0.0009,0.0469,0.0018,0.8353,0.0923
SAT_Competition2011/SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,0.0047,0.1296,0.0401,1.5838,0.9596
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g7nidw.cnf,1,0.018,0.1345,0.0785,1.854,1.2239
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn009.sat05-3849.reshuffled-07.cnf,1,0.4771,0.1737,0.4491,2.5879,1.2737
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p30-s17570390.cnf,1,0,0.0051,0,0.0858,0.2364
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1495462442-016.SATISFIABLE.cnf,1,0.0431,0.2293,0.087,0.7598,0.2961
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S268463339-081.cnf,1,0.0489,0.2339,0.0934,0.7148,0.286
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,0,0.0363,0.057,1.2841,13.374
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-4x8.cnf,1,0.3611,0.125,0.3611,0,0
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,0,0.051,0.0418,1.125,5.0609
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k80.cnf,1,0.0068,0.1559,0.0447,1.796,1.3111
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2071.cnf,1,0,0.0149,0,0.9346,0.4084
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02-w08-18.cnf,1,0.0062,0.1767,0.031,1.6091,0.9847
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/medium/AProVE07-09.cnf,1,0.0286,0.1648,0.093,1.4187,2.6456
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S1141565617-016.SATISFIABLE.cnf,1,0,0.0112,0.0001,0.9959,0.0402
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g7.cnf,1,0,0.0169,0,0.2633,0.1965
SAT_RACE2008/manol-pipe-c9n_i.cnf,1,0.0129,0.141,0.0675,1.656,1.4309
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_r_sat.cnf,1,0.0276,0.029,0.2008,0.3645,1.3583
SAT_RACE2008/palac-sn7-ipc5-h16.cnf,1,0,0.08,0.0291,1.9296,2.9581
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_220.shuffled.cnf,1,0.006,0.0641,0.0064,0.9981,0.01
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/90/unif-k5-r21.3-v90-c1917-S1410489780-030.cnf,1,0.001,0.0469,0.0019,0.8456,0.0928
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-19-k90.cnf,1,0.0049,0.1396,0.0398,2.0241,1.3121
SAT_Competition2011/SAT02/industrial/aloul/Homer/homer17.shuffled.cnf,1,0.1818,0.1515,0.1896,1.2462,0
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,0.007,0.1561,0.0446,1.7963,1.3095
