@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC

@DATA
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-48-01.cnf,1,0.971,0.6086,0.0385
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-f9b.cnf,1,2.9372,1.7003,0.1487
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,2.3661,0.8045,0.1522
SAT_RACE2008/ibm-2004-3_02_3-k95.cnf,1,3.1708,0.8418,0.1525
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,4.2244,7.9283,0.2482
SAT_RACE2008/post-cbmc-aes-d-r1.cnf,1,2.432,0.9397,0.1545
SAT_RACE2006/SAT-Race_TS_1/schup-l2s-s04-abp4.cnf,1,2.8668,0.6535,0.1434
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-13-s100.cnf,1,2.3578,0.7985,0.1524
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h34-unknown.cnf,1,4.2552,1.9658,0.3089
SAT-Race-2010-CNF/cryptography/mizh/sha0_35_3.cnf,1,0.846,0.5098,0.0385
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-10.cnf,1,3.568,1.0664,0.1674
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-08.cnf,1,2.2492,1.0469,0.1146
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l05-ipc5-h27-unknown.cnf,1,4.2382,1.8731,0.2985
SAT_RACE2006/SAT-Race_TS_2/narai-vpn-sat05-02s.cnf,1,2.0392,21.041,0.1631
SAT-Race-2010-CNF/software-verification/nec/hard-15-U-10652.cnf,1,3.0943,3.709,0.2196
SAT_RACE2006/SAT-Race_TS_2/hoons-vbmc-s04-07.cnf,1,1.7183,1.552,0.278
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b9.cnf,1,4.2466,6.9967,0.276
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,3.2568,1.276,0.3207
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l44_lambda.cnf,1,3.1575,1.4436,0.1635
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8b_i.cnf,1,3.1276,1.3232,0.1606
SAT_RACE2008/ibm-2002-30r-k85.cnf,1,3.4396,0.9595,0.2054
SAT_Competition2011/SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,0.6474,0.1178,0.1403
SAT_Competition2011/SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,4.2466,6.9967,0.276
SAT_Competition2011/SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,2.545,1.2176,0.1627
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/schup-l2s-motst-2-k315.cnf,1,2.5402,1.2442,0.1795
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c6n.cnf,1,3.1568,1.2354,0.1602
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-dp11u10.cnf,1,2.9669,0.5915,0.1062
SAT_RACE2008/cmu-bmc-longmult13.cnf,1,2.2837,1.1677,0.0889
SAT_RACE2008/mizh-md5-47-3.cnf,1,0.9811,0.604,0.0385
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-09.cnf,1,4.0405,3.3786,0.3273
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-12.cnf,1,3.4094,1.4103,0.1642
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_08_UNSAT.cnf,1,2.6543,1.1393,0.2783
SAT_Competition2011/SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,2.8772,0.4636,0.1177
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l40_lambda.cnf,1,3.1773,1.3885,0.1633
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-term1mul.cnf,1,2.0588,2.5098,0.0714
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq4.cnf,1,4.1776,5.1526,0.2635
SAT-Race-2010-CNF/hardware-verification/manolios/g9bidw.cnf,1,2.8139,1.447,0.1504
SAT_RACE2008/mizh-md5-48-5.cnf,1,0.9694,0.6089,0.0384
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-27.cnf,1,0.0208,0.0048,0.0018
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,1.4774,2.7182,0.2116
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxand/maxand064.cnf,1,2.8825,1.5188,0.238
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,3.079,2.1801,0.32
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,1.7881,0.936,0.2542
SAT-Race-2010-CNF/cryptography/mizh/md5_47_4.cnf,1,0.9795,0.6042,0.0385
SAT_Competition2007/industrial/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,2.7559,3.5766,0.1239
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/een-tip-sat-texas-tp-5e.cnf,1,2.7663,0.3643,0.2119
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc979.cnf,1,?,?,?
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,1.9915,1.0662,0.343
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-10p1.cnf,1,2.9439,0.7411,0.1483
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/smulo/smulo128.cnf,1,1.5792,2.3165,0.0623
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-06.cnf,1,3.0833,6.3716,0.1756
SAT_Competition2007/industrial/industrial/grieu/vmpc_27.cnf,1,0.0208,0.0048,0.0018
SAT-Race-2010-CNF/software-verification/nec/hard-12-U-7061.cnf,1,3.0545,2.717,0.1789
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,2.4104,0.3073,0.107
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?
SAT_RACE2008/ibm-2002-04r-k80.cnf,1,3.3371,0.7639,0.1523
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,2.898,0.5067,0.1634
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-03-k70.cnf,1,3.2012,1.0954,0.1515
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.13.unsat.cnf,1,2.0668,0.3043,0.0855
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq46_a.cnf,1,3.2107,4.4955,0.2747
SAT_RACE2008/post-cbmc-aes-ee-r2.cnf,1,2.4662,1.9632,0.0839
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-15-10p1.cnf,1,2.9748,0.7018,0.1488
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,1.7409,1.6876,0.0857
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_17_SAT.cnf,1,2.3006,1.1077,0.3399
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,3.1361,0.7375,0.1844
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-05r-k90.cnf,1,3.5313,1.0796,0.1632
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,1.5172,2.3027,0.2054
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-26.cnf,1,1.9086,1.1725,0.1099
SAT_Competition2011/SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,3.8051,0.5241,0.1983
SAT_Competition2007/industrial/industrial/grieu/vmpc_34.cnf,1,0.2903,0.0034,0.0013
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,1.8378,1.5018,0.0511
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,2.0429,2.2135,0.1846
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-27.cnf,1,2.5713,3.1498,0.1284
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,4.2266,6.6361,0.2828
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_06_UNSAT.cnf,1,2.515,1.0478,0.2868
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l41_lambda.cnf,1,3.1716,1.4024,0.1633
SAT_RACE2006/SAT-Race_TS_2/velev-sss-1.0-05.cnf,1,3.6462,1.3267,0.1769
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,2.991,0.9157,0.1074
SAT_RACE2008/manol-pipe-c8nidw.cnf,1,2.7561,1.7579,0.1501
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-27r-k95.cnf,1,3.3709,1.0148,0.1394
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-g10idw.cnf,1,2.7719,1.4065,0.1528
SAT_RACE2008/anbul-dated-5-15-u.cnf,1,3.1086,0.4931,0.1578
SAT_Competition2011/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,3.7986,4.1274,0.249
SAT_RACE2006/SAT-Race_TS_1/velev-vliw-uns-2.0-02.cnf,1,4.0364,3.9504,0.2563
SAT_Competition2011/SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,2.1014,0.2977,0.0924
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,3.001,10.3165,0.1209
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,3.0313,2.591,0.1727
SAT_RACE2008/cmu-bmc-barrel6.cnf,1,1.4903,0.5465,0.2281
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,1.2747,2.2361,0.056
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxor/minxor128.cnf,1,2.0088,2.0667,0.2432
SAT_RACE2008/ibm-2002-22r-k80.cnf,1,3.6848,1.1994,0.1665
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,2.2843,2.378,0.1814
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,3.2097,0.645,0.1632
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c8b_i.cnf,1,3.1276,1.3232,0.1606
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-11.cnf,1,2.7545,10.6282,0.2412
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04.cnf,1,3.988,2.2171,0.2225
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_14_UNSAT.cnf,1,2.5069,1.1474,0.2967
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,2.9827,5.21,0.2785
SAT_RACE2006/SAT-Race-Benchmarks/maris-s03-gripper11.cnf,1,1.7838,0.6808,0.2615
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,2.8965,0.7117,0.1478
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-47-5.cnf,1,0.9786,0.6044,0.0385
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,1.3643,3.3383,0.2358
SAT-Race-2010-CNF/mixed/diagnosis/UTI-20-10p0.cnf,1,2.9027,0.7304,0.1493
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p0.cnf,1,2.8561,0.7408,0.148
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-o-uns-1.0-7.cnf,1,4.2533,2.8108,0.2722
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,1,1.7972,18.3064,0.1574
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_07_UNSAT.cnf,1,2.6432,1.1087,0.2785
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,2.1014,0.2977,0.0924
SAT_RACE2008/velev-engi-uns-1.0-4nd.cnf,1,4.0084,2.2027,0.2222
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,2.8812,0.7743,0.1826
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,2.8874,0.4687,0.1619
SAT_RACE2008/velev-fvp-sat-3.0-b18.cnf,1,3.9795,1.1802,0.2971
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_33.cnf,1,0.2896,0.0037,0.0013
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,2.7463,0.8846,0.1553
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,2.9565,0.7413,0.1492
SAT_Competition2007/industrial/industrial/grieu/vmpc_33.cnf,1,0.2896,0.0037,0.0013
SAT_RACE2006/SAT-Race-Benchmarks/hoons-vbmc-lucky7.cnf,1,2.5999,0.9233,0.1054
SAT-Race-2010-CNF/mixed/palacios/safe-30-h30-sat.cnf,1,4.1022,1.8208,0.2886
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-17-s100.cnf,1,2.3715,0.8034,0.1527
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,3.4699,0.9905,0.1577
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9.cnf,1,3.3994,1.1783,0.1665
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c10ni_s.cnf,1,2.794,1.9909,0.1482
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,1.7572,0.9364,0.2545
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,2.2615,2.3906,0.1816
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,3.1127,0.5379,0.1573
SAT_RACE2006/SAT-Race-Benchmarks/velev-npe-1.0-9dlx-b71.cnf,1,3.7126,21.9085,0.2114
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,2.258,2.0456,0.2443
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,1.8815,0.5042,0.0733
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.1-b7.cnf,1,4.0372,3.3798,0.3273
SAT_RACE2008/simon-s02b-r4b1k1.1.cnf,1,2.4435,1.552,0.1231
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h13-unsat.cnf,1,3.0197,10.2453,0.122
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-08.cnf,1,4.2548,7.0241,0.278
SAT_Competition2011/SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.8221,0.5124,0.0382
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-03.cnf,1,3.9568,9.1721,0.2553
SAT_Competition2011/SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,2.8426,0.5454,0.1638
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,3.7986,4.1274,0.249
SAT-Race-2010-CNF/mixed/grieu/vmpc_27.cnf,1,0.0208,0.0048,0.0018
SAT_Competition2011/SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,2.7419,1.5285,0.1566
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor032.cnf,1,2.6553,1.1732,0.1884
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw.cnf,1,2.8815,1.5498,0.152
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,2.9811,0.6468,0.1211
SAT_Competition2009/APPLICATION/SAT_RACE06/goldb-heqc-term1mul.cnf,1,2.0588,2.5098,0.0714
SAT-Race-2010-CNF/software-verification/bitverif/countbitsrotate128.cnf,1,1.3426,1.8172,0.0613
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_11_UNKNOWN.cnf,1,2.5209,1.1276,0.2952
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-col400-16.cnf,1,2.0674,0.6317,0.1058
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,2.3619,1.1364,0.2908
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-g10nid.cnf,1,2.7281,1.5324,0.151
SAT-Race-2010-CNF/cryptography/mizh/md5_48_1.cnf,1,0.971,0.6086,0.0385
SAT_RACE2008/mizh-sha0-35-4.cnf,1,0.8469,0.5097,0.0385
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-live-uns-2.0-ebuf.cnf,1,4.0345,2.8046,0.215
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,3.0656,0.4014,0.1564
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-2.cnf,1,0.9713,0.6084,0.0385
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-dp11u10.cnf,1,2.9669,0.5915,0.1062
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1138.cnf,1,1.7663,5.2283,0.0959
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-g7nidw.cnf,1,2.9736,1.2239,0.1583
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,1,1.6815,1.9062,0.3258
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,1.9147,0.4925,0.1777
SAT_RACE2006/SAT-Race_TS_1/grieu-vmpc-s05-24s.cnf,1,0.3614,0.0058,0.0021
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,0,0.0043,0.0016
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,2.3887,1.6275,0.2397
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c7idw_s.cnf,1,2.94,1.4442,0.1539
SAT_Competition2007/industrial/industrial/palacios/medium/sortnet-7-ipc5-h16-sat.cnf,1,3.8206,2.9581,0.2312
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,1.6503,1.9081,0.3261
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,2.1336,2.9341,0.1515
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p1.cnf,1,2.9245,0.7491,0.1477
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-20-s100.cnf,1,2.3252,0.7957,0.1504
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-5-17-u.cnf,1,3.0708,0.5351,0.1596
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,2.8898,0.7099,0.1493
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-16.cnf,1,1.3141,1.402,0.065
SAT_Competition2009/APPLICATION/SAT07/industrial/narain/clauses-8.cnf,1,1.7972,18.3064,0.1574
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-r4b1k1.1.cnf,1,2.5823,1.5342,0.1272
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand032.cnf,1,2.5396,1.216,0.1824
SAT_RACE2008/marijn-philips.cnf,1,1.8379,0.4048,0.0898
SAT_Competition2011/SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,3.4396,0.9595,0.2054
SAT-Race-2010-CNF/software-verification/nec/hard-10-U-9007.cnf,1,3.3433,3.4882,0.207
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g7nidw.cnf,1,2.9736,1.2239,0.1583
SAT_Competition2007/industrial/industrial/grieu/vmpc_26.cnf,1,0.0313,0.0051,0.0019
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1,2.7473,0.7737,0.1615
SAT_Competition2009/APPLICATION/SAT_RACE06/mizh-sha0-36-2.cnf,1,0.8229,0.5122,0.0383
SAT_RACE2006/SAT-Race_TS_1/velev-npe-1.0-03.cnf,1,3.8171,8.1967,0.2074
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-22.cnf,1,1.4576,0.7184,0.0912
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,1,4.2559,1.8967,0.3112
SAT_Competition2009/APPLICATION/SAT07/industrial/babic/xinetd/xinetd_vc56703.cnf,1,?,?,?
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04a.cnf,1,4.0084,2.2027,0.2222
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.1-07.cnf,1,3.997,2.6266,0.3097
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,4.1235,13.3742,0.2697
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.120-NOTKNOWN.cnf,1,1.7403,1.9194,0.3259
SAT_RACE2008/manol-pipe-c6bidw_i.cnf,1,2.9427,1.3375,0.1541
SAT_Competition2011/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,4.2533,2.8108,0.2722
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,3.0266,5.0609,0.278
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k80.cnf,1,3.2477,1.3111,0.1635
SAT_RACE2006/SAT-Race-Benchmarks/een-pico-prop01-75.cnf,1,2.5977,1.637,0.1587
SAT_Competition2011/SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?
SAT_RACE2006/SAT-Race-Benchmarks/vange-col-inithx.i.1-cn-54.cnf,1,0.6838,4.1706,0.2132
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf,1,2.869,0.7174,0.1456
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,3.0266,5.0609,0.278
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_28.cnf,1,0.0178,0.0045,0.0017
SAT_RACE2006/SAT-Race-Benchmarks/aloul-chnl11-13.cnf,1,0,0,0
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-dalumul.cnf,1,2.2168,4.4289,0.072
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02-w08-18.cnf,1,3.2054,0.9847,0.1293
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,1,2.2935,2.5054,0.1872
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L200_coli.sat.cnf,1,1.9366,3.2938,0.1266
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-25.cnf,1,2.5841,1.5349,0.127
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/mizh-md5-47-3.cnf,1,0.9811,0.604,0.0385
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/medium/AProVE07-09.cnf,1,2.5241,2.6456,0.189
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-13-u.cnf,1,2.8797,0.4517,0.161
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-02.cnf,1,2.7421,0.9145,0.1443
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f9n.cnf,1,2.9581,1.7134,0.1506
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,1.2996,4.5069,0.2283
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,1,1.9804,2.144,0.0905
SAT_Competition2007/industrial/industrial/narain/clauses-10.cnf,1,1.7079,21.5128,0.1567
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,1,2.5871,1.806,0.1227
SAT_Competition2007/industrial/industrial/palacios/hard/safe-50-h50-sat.cnf,1,4.1321,2.1767,0.3197
SAT-Race-2010-CNF/hardware-verification/manolios/c9idw.cnf,1,2.8639,1.9083,0.1503
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10bi_s.cnf,1,2.8998,2.1343,0.1474
SAT_RACE2006/SAT-Race_TS_2/goldb-heqc-k2mul.cnf,1,1.9969,5.0777,0.0773
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/safe-30-h29-unsat.cnf,1,4.1025,1.8238,0.2891
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-27.cnf,1,2.5713,3.1498,0.1284
SAT_Competition2007/industrial/industrial/narain/clauses-6.cnf,1,1.9619,13.1175,0.1586
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,2.6911,2.3942,0.104
SAT_RACE2008/manol-pipe-c9n_i.cnf,1,3.0438,1.4309,0.1567
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_r_sat.cnf,1,1.6893,1.3583,0.0396
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-16.cnf,1,1.3141,1.402,0.065
