@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC

@DATA
SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1679085272-10-SAT.cnf,1,31.1099,0.0026,0.0026,0.0053,24.7545,0.0018,242,256,242,227,241.328,0.0052,242.011,227,257,0.0003
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v400-c1704-S823305148-084.SATISFIABLE.cnf,1,13.6365,0.0079,0.0079,0.0129,11.3407,0.0078,86,95,86,77,86.1998,0.0154,86.1238,77,95,0.0024
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S628307658-028.SATISFIABLE.cnf,1,23.9204,0.0044,0.0044,0.0073,18.8879,0.0044,152,164,151,140,151.874,0.0088,151.466,141,163,0.001
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S2015297474-031.cnf,1,54.3881,0.005,0.005,0.005,44.0542,0.005,192,208,191,177,192.788,0.0165,191.629,178,206,0.0037
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S388731928-13.cnf,1,33.9033,0.0083,0.0083,0.0083,28.0101,0.0083,115,126,115,104,115.342,0.0242,114.941,104,126,0.0058
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1730125812-056.cnf,1,15.5479,0.0065,0.0065,0.0085,12.5721,0.0064,104,114,104,95,104.439,0.0128,104.282,95,114,0.0025
SAT_Competition2007/random/OnTreshold/7SAT/v65/unif-k7-r89-v65-c5785-S1678989107-02.SAT.shuffled.cnf,1,8.4687,0.1077,0.1077,0.1077,7.9629,0.1077,11,14,11,8,11.3475,0.0111,11.2612,8,14,0.0982
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/90/unif-k5-r21.3-v90-c1917-S1931398869-036.cnf,1,8.4519,0.0556,0.0556,0.0556,7.562,0.0556,18,22,18,14,18.0125,0.0461,18.0932,14,22,0.0428
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S949556727-080-UNKNOWN.cnf,1,17.7452,0.035,0.035,0.035,18.2531,0.035,33,39,33,27,32.9749,0.0117,32.7377,27,39,0.0309
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1009664450-096.SATISFIABLE.cnf,1,7.0514,0.0667,0.0667,0.0667,6.0918,0.0667,15,19,15,12,15.3316,0.0462,15.2887,12,19,0.0526
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S1233052734-067-UNKNOWN.cnf,1,2994.25,0.0001,0.0001,0.0003,500.9,0.0001,5333,5368,5240.5,0,5337.5,0.0003,3953,5270,5307,0
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1971541934-090.UNKNOWN.cnf,1,27.8879,0.0044,0.0044,0.0058,21.8479,0.0044,151,163,150.5,140,150.864,0.0088,150.766,140,162,0.0017
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/540/unif-k3-r4.25-v540-c2295-S853819067-006.cnf,1,20.8701,0.0057,0.0057,0.0075,16.9358,0.0057,116,126,116,106,116.03,0.0112,116.004,106,126,0.0022
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1963596997-08.SAT.shuffled.cnf,1,9.4387,0.0933,0.0933,0.0933,9.0482,0.0933,13,16,13,10,12.8209,0.0111,12.9156,10,16,0.0848
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1352224201-070.cnf,1,16.2676,0.0389,0.0389,0.0389,17.0533,0.0389,30,35,30,24,29.6255,0.0117,29.8829,25,36,0.0359
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S334650851-022.SATISFIABLE.cnf,1,12.0408,0.0333,0.0333,0.0333,10.9803,0.0333,30,35,30,25,29.7578,0.044,29.8723,24,35,0.025
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S432895007-058.cnf,1,8.5285,0.1077,0.1077,0.1077,8.1055,0.1077,11,14,11,8,11.2874,0.0111,11.2866,8,14,0.099
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v50000-c210000-S517749870-003-UNKNOWN.cnf,1,2013,0.0001,0.0001,0.0001,1375.33,0.0001,10702,10702,10622,10622,10705.3,0.0001,10622,10694,10622,0
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S816372663-049.UNKNOWN.cnf,1,21.598,0.0056,0.0056,0.0074,17.2339,0.0055,120,130,120,109,119.524,0.011,119.452,109,130,0.0021
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1864473452-037.cnf,1,15.0175,0.0437,0.0437,0.0437,15.1038,0.0437,26,32,26,22,26.529,0.0117,26.6176,21,32,0.0397
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v300-c25500-S69399346-065-UNKNOWN.cnf,1,25.7749,0.0233,0.0233,0.0233,25.7452,0.0233,49,57,50,42,49.4351,0.0117,49.7749,43,57,0.0206
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1286605994-07-SAT.cnf,1,42.3018,0.0011,0.0011,0.0027,36.7292,0.0008,549,571,550,525,548.597,0.0023,549.779,526,574,0.0001
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v5000-c21000-S901912629-090-UNKNOWN.cnf,1,140.884,0.0006,0.0006,0.0012,89.3846,0.0006,1064,1099,1068,1031,1062.87,0.0013,1066.25,1023,1095,0.0001
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S452919966-071.cnf,1,17.7513,0.035,0.035,0.035,18.2344,0.035,33,39,33,28,33.084,0.0117,33.2726,27,39,0.0311
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1264328999-02.SAT.shuffled.cnf,1,7.1711,0.0625,0.0625,0.0625,6.3328,0.0625,16,20,16,13,16.2399,0.0462,16.3239,13,20,0.0475
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S1244126495-18-SAT.cnf,1,16.2033,0.005,0.005,0.0101,13.7571,0.0034,129,139,130,119,129.074,0.0098,129.455,119,140,0.0004
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S907861678-077.cnf,1,16.3086,0.0389,0.0389,0.0389,16.5287,0.0389,30,36,30,24,29.9856,0.0117,29.9065,25,35,0.0342
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/560/unif-k3-r4.25-v560-c2380-S1154116462-097.cnf,1,19.307,0.0056,0.0056,0.0092,15.3762,0.0055,119,130,119,110,119.606,0.0112,119.496,110,130,0.0021
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1869272420-19.SAT.shuffled.cnf,1,8.5792,0.0455,0.0455,0.0455,7.4974,0.0455,22,27,22,18,22.2735,0.0456,22.3045,18,27,0.0341
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S49783605-066-UNKNOWN.cnf,1,71.8684,0.0013,0.0013,0.0021,50.109,0.0012,527,552,530.5,508,528.635,0.0026,529.639,506,553,0.0004
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1850138369-006.cnf,1,53.4005,0.005,0.005,0.005,43.7805,0.005,192,207,192,178,190.707,0.0165,191.95,176,207,0.0035
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1040507052-028.cnf,1,55.5591,0.005,0.005,0.005,44.8493,0.005,193,208,191,175,192.233,0.0165,190.573,177,205,0.0036
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S2033299325-04.cnf,1,38.3721,0.0071,0.0071,0.0071,31.6283,0.0071,133,146,134,122,133.722,0.0217,133.943,122,146,0.0046
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/14000/unif-k3-r4.2-v14000-c58800-S1339275181-076.cnf,1,387.625,0.0002,0.0002,0.0004,290.294,0.0002,2974,3020,3001,2922,2972.47,0.0004,2994.5,2914,3023,0.0001
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S418266958-049.cnf,1,13.4755,0.0077,0.0077,0.0102,11.2567,0.0076,88,97,88,79,88.0853,0.015,88.0722,79,97,0.003
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/16000/unif-k3-r4.2-v16000-c67200-S1419235015-056.cnf,1,571.125,0.0002,0.0002,0.0004,279.938,0.0002,3406,3457,3383.5,0,3411.69,0.0004,2969.62,3364,3429,0
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v750-c15000-S440979335-036-UNKNOWN.cnf,1,41.6059,0.0067,0.0067,0.0067,34.1374,0.0067,145,158,143,132,144.725,0.0207,143.819,131,158,0.0049
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1060672754-058.SATISFIABLE.cnf,1,12.9251,0.0089,0.0089,0.0117,10.7878,0.0087,76,84,76,68,75.9316,0.0173,76.1049,68,84,0.0013
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/70/unif-k7-r89-v70-c6230-S184801254-020.cnf,1,8.9884,0.1,0.1,0.1,8.6846,0.1,12,15,12,9,12.0889,0.0111,12.0868,9,15,0.0904
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1280860344-022.SATISFIABLE.cnf,1,16.7221,0.0063,0.0063,0.0103,13.742,0.0062,107,117,107,98,106.839,0.0125,107.428,97,117,0.0014
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S1259611134-14.cnf,1,53.648,0.005,0.005,0.005,43.2902,0.005,191,204,191,177,190.937,0.0165,190.78,177,205,0.0037
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1217224084-10.SAT.shuffled.cnf,1,12.0935,0.0087,0.0087,0.0142,10.0029,0.0085,78,86,78,70,77.7457,0.017,77.8606,69,86,0.0033
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S1977519792-030.cnf,1,17.312,0.0059,0.0059,0.0078,14.2467,0.0058,114,124,114,104,114.261,0.0115,114.069,104,124,0.0023
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S44928635-12.SAT.shuffled.cnf,1,19.3211,0.0062,0.0062,0.0103,15.7092,0.0062,107,117,107,97,107.262,0.0123,106.927,97,117,0.0024
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v400-c34000-S832901479-042-UNKNOWN.cnf,1,33.5354,0.0175,0.0175,0.0175,33.2595,0.0175,67,76,65,58,66.263,0.0117,65.9081,58,75,0.0156
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S612955126-075.cnf,1,112.73,0.0008,0.0008,0.0013,74.1053,0.0008,841,865,848,817,840.912,0.0016,845.722,818,872,0.0001
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S1283500452-05.cnf,1,39.8097,0.0071,0.0071,0.0071,33.7294,0.0071,134,148,134,121,134.049,0.0217,133.755,123,146,0.005
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1611899384-022.cnf,1,38.3386,0.0071,0.0071,0.0071,31.3107,0.0071,134,146,135,123,134.214,0.0218,134.401,122,147,0.0051
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1334593800-018.cnf,1,50.3061,0.0056,0.0056,0.0056,40.8885,0.0056,172,185,172,159,171.351,0.018,171.602,160,185,0.0041
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S906020180-093.cnf,1,117.5,0.0008,0.0008,0.0015,91.8609,0.0008,852,876,849.5,821,844.617,0.0016,842.75,825,877,0.0001
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S56507352-034.cnf,1,729.071,0.0003,0.0003,0.0005,213.227,0.0003,2537,2572,2560,2486,2531.55,0.0005,2372.43,2461,2588,0
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S840292785-048-UNKNOWN.cnf,1,1106,0.0002,0.0002,0.0003,449.182,0.0002,4279,4324,4252,0,4269.36,0.0003,3417.8,4214,4275,0
SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S1962059985-11-UNSAT.cnf,1,86.1871,0.0007,0.0007,0.0025,59.7279,0.0005,836.5,862,835,812,835.441,0.0015,828.993,813,861,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S689381858-022.UNKNOWN.cnf,1,10.8801,0.04,0.04,0.04,9.9008,0.04,25,30,25,20,24.7864,0.0452,24.8918,20,30,0.0285
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S228456758-12.SAT.shuffled.cnf,1,6.8187,0.14,0.14,0.14,6.2738,0.14,9,12,9,6,8.9429,0.011,8.8736,6,12,0.1283
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/75/unif-k7-r89-v75-c6675-S2073320038-053.cnf,1,9.456,0.0933,0.0933,0.0933,9.0634,0.0933,13,16,13,10,12.8841,0.0111,12.9043,10,16,0.087
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1736471436-014.cnf,1,44.7977,0.0063,0.0063,0.0063,37.9621,0.0063,152.5,166,152,141,152.235,0.0196,153.047,140,166,0.0046
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S45592023-054.cnf,1,19.7629,0.0055,0.0055,0.0091,15.7307,0.0055,122,132,121,111,121.796,0.0109,121.707,111,133,0.0017
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S1640054673-078.cnf,1,9.372,0.0933,0.0933,0.0933,9.1028,0.0933,13,16,13,10,12.8615,0.0111,12.9385,10,16,0.0849
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1141213963-005.cnf,1,1912,0.0002,0.0002,0.0003,329.308,0.0002,3873,3901,3787,0,3862.85,0.0004,3172.5,3819,3834,0
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1249224492-031.cnf,1,16.5562,0.0389,0.0389,0.0389,16.5986,0.0389,30,35,30,24,29.7789,0.0117,29.672,24,35,0.0346
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1516934767-080.cnf,1,12.229,0.0081,0.0081,0.0107,10.3601,0.008,84,92,83,75,83.7873,0.0157,83.536,75,92,0.0031
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1192890414-033.cnf,1,38.2005,0.0071,0.0071,0.0071,31.635,0.0071,134,147,134,123,134.117,0.0218,134.229,121,146,0.0051
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1794283924-053.SATISFIABLE.cnf,1,13.8598,0.0087,0.0087,0.0144,11.2818,0.0086,77,85,77,69,77.1609,0.0168,77.1576,69,86,0.0027
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S2088224617-083.cnf,1,55.56,0.005,0.005,0.005,45.9957,0.005,190.5,205,191,177,191.009,0.0165,191.591,178,206,0.0034
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/540/unif-k3-r4.25-v540-c2295-S638051453-097.cnf,1,23.5251,0.0057,0.0057,0.0094,18.7633,0.0057,116,126,116,106,115.879,0.0113,115.847,106,126,0.0022
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S152598520-02-SAT.cnf,1,70.4157,0.0006,0.0006,0.0021,61.5747,0.0004,988,1016,997,962,977.092,0.0013,993.483,953,1022,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1836400953-011.UNKNOWN.cnf,1,12.5142,0.0333,0.0333,0.0333,11.4196,0.0333,29,35,30,24,29.6687,0.0438,29.6375,24,35,0.0254
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S957997002-040.cnf,1,15.5814,0.0065,0.0065,0.0107,12.8189,0.0064,103,113,103,94,103.299,0.0129,103.198,94,113,0.0025
SAT_Competition2007/random/OnTreshold/3SAT/v450/unif-k3-r4.25-v450-c1912-S1483146927-18.SAT.shuffled.cnf,1,13.9345,0.0068,0.0068,0.009,11.3165,0.0068,99,108,99,89,98.6665,0.0133,98.6931,89,108,0.0026
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/120/unif-k5-r21.3-v120-c2556-S918173205-035.cnf,1,10.5199,0.0417,0.0417,0.0417,9.4775,0.0417,24,29,24,19,24.0048,0.0453,23.8766,19,29,0.0317
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S950666065-093-UNKNOWN.cnf,1,1444,0.0001,0.0001,0.0002,856,0.0001,7448,7477,7442,7344,7452.33,0.0002,7442,7415,7344,0
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S1766907733-036.cnf,1,19.5783,0.0318,0.0318,0.0318,19.9618,0.0318,36,43,36,30,36.4388,0.0117,36.4747,30,43,0.0276
SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1437321789-17.SAT.shuffled.cnf,1,6.4782,0.1556,0.1556,0.1556,5.7909,0.1556,8,10,8,6,8.0752,0.011,8.0722,6,11,0.1376
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S862393334-098-UNKNOWN.cnf,1,17.7524,0.035,0.035,0.035,18.0339,0.035,33,39,33,27,33.1721,0.0117,33.132,27,39,0.0304
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1207324880-03.cnf,1,48.5184,0.0056,0.0056,0.0056,42.76,0.0056,174,187,172,158,172.968,0.0179,173.039,157,188,0.0037
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S3230925-04.cnf,1,17.7781,0.035,0.035,0.035,18.2514,0.035,33,40,33,28,33.3687,0.0117,33.19,27,39,0.0314
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1284372491-036.cnf,1,55.9748,0.005,0.005,0.005,43.25,0.005,191,206,193,177,191.23,0.0165,191.49,178,206,0.0034
SAT_Competition2007/random/OnTreshold/7SAT/v60/unif-k7-r89-v60-c5340-S1783894026-19.SAT.shuffled.cnf,1,7.9162,0.1167,0.1167,0.1167,7.5322,0.1167,10,14,10,8,10.5239,0.011,10.4477,8,13,0.1064
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S903594090-011-UNKNOWN.cnf,1,409,0.0003,0.0003,0.0005,153.583,0.0003,2129.5,2172,2126,2056,2127.62,0.0006,2000.94,2076,2164,0
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S1348818483-020-UNKNOWN.cnf,1,18.2865,0.035,0.035,0.035,18.2752,0.035,33,39,33,27,33.1174,0.0117,33.0468,27,39,0.0321
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1147977026-087.SATISFIABLE.cnf,1,9.5983,0.0875,0.0875,0.0875,9.492,0.0875,13,17,14,10,13.6424,0.0111,13.7563,10,17,0.0787
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1054448974-13.cnf,1,619.818,0.0002,0.0002,0.0005,207.368,0.0002,2760,2817,2771,2716,2756.32,0.0005,2522.36,2652,2811,0
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1189700536-035.SATISFIABLE.cnf,1,8.8061,0.05,0.05,0.05,7.9139,0.05,20,24,20,16,20.0793,0.0459,20.0929,16,24,0.039
SAT_Competition2007/random/LargeSize/7SAT/v240/unif-k7-r85-v240-c20400-S52275463-03.cnf,1,20.9357,0.0292,0.0292,0.0292,21.4776,0.0292,39,46,40,34,39.2968,0.0117,39.6915,33,46,0.0247
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1330787624-15.cnf,1,748,0.0002,0.0002,0.0003,405.214,0.0002,4047.5,4078,4006.5,0,4040.64,0.0003,3352.33,3981,4060,0
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1201608256-021-UNKNOWN.cnf,1,1046.33,0.0002,0.0002,0.0004,284.529,0.0002,3197,3226,3157,0,3194.35,0.0004,2816.67,3139,3210,0
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S1765449180-016.cnf,1,58.0323,0.0015,0.0015,0.0026,41.3132,0.0015,428,448,429,410,428.443,0.0031,428.398,409,448,0.0002
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1,21.7782,0.028,0.028,0.028,22.0713,0.028,41,48,41,35,41.2478,0.0117,41.3997,34,48,0.0253
SAT_Competition2007/random/OnTreshold/5SAT/v100/unif-k5-r21.3-v100-c2130-S744612847-12.SAT.shuffled.cnf,1,9.3978,0.05,0.05,0.05,8.4889,0.05,20,24,20,16,19.9657,0.046,19.9396,16,24,0.039
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S51928934-076.SATISFIABLE.cnf,1,10.4665,0.0778,0.0778,0.0778,10.3552,0.0778,15,19,15,12,15.4129,0.0111,15.4016,12,19,0.0699
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1954748117-061.cnf,1,60.3136,0.0045,0.0045,0.0045,50.1781,0.0045,211,227,211,195,211.008,0.0152,210.704,197,226,0.0034
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S1075551507-050.cnf,1,56.1372,0.0016,0.0016,0.0026,39.075,0.0015,428,447,425,408,427.831,0.0031,424.533,406,442,0.0005
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1535300821-05.cnf,1,19.3936,0.0318,0.0318,0.0318,19.6478,0.0318,37,43,37,31,36.5913,0.0117,36.6216,30,42,0.0275
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S204737200-067.SATISFIABLE.cnf,1,16.0949,0.0064,0.0064,0.0104,13.0558,0.0062,107,117,107,97,106.655,0.0127,106.702,97,117,0.0024
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S57566027-15.cnf,1,15.0618,0.0437,0.0437,0.0437,15.3473,0.0437,26,32,26,21,26.4227,0.0117,26.2243,22,31,0.0391
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S2032263657-035.cnf,1,9.6205,0.0089,0.0089,0.0145,8.3072,0.0087,78,86,78,69,77.7935,0.0174,77.5501,69,86,0.004
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1091905403-047-UNKNOWN.cnf,1,291.778,0.0003,0.0003,0.0005,171.269,0.0003,2133,2153,2126.5,2098,2124.27,0.0006,2132.72,2083,2167,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1261029273-036.SATISFIABLE.cnf,1,23.4612,0.0047,0.0047,0.0078,18.394,0.0047,142,152,141,130,141.246,0.0093,141.159,130,153,0.0007
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1106151685-15.SAT.shuffled.cnf,1,8.6664,0.1,0.1,0.1,8.3329,0.1,12,15,12,9,12.1861,0.0111,12.1383,9,15,0.0918
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/110/unif-k5-r21.3-v110-c2343-S745855171-090.cnf,1,9.7757,0.0455,0.0455,0.0455,8.8207,0.0455,22,26,22,18,21.9368,0.0457,21.9425,18,26,0.035
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S2099846342-04-SAT.cnf,1,17.5848,0.005,0.005,0.0102,14.5566,0.0034,130,140,130,119,129.936,0.0099,129.893,119,141,0.0013
SAT_Competition2007/random/OnTreshold/5SAT/v90/unif-k5-r21.3-v90-c1917-S1282416669-17.SAT.shuffled.cnf,1,8.2522,0.0556,0.0556,0.0556,7.3714,0.0556,18,22,18,14,18.0535,0.046,18.1537,14,22,0.0433
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S1422278005-004.cnf,1,10.3113,0.0417,0.0417,0.0417,9.4079,0.0417,24,29,24,19,23.8998,0.0451,23.8812,19,29,0.0321
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S1880984131-087.cnf,1,12.6405,0.0074,0.0074,0.0122,10.81,0.0073,91,99,91,82,90.9055,0.0146,90.9176,82,100,0.0028
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1299158672-14.SAT.shuffled.cnf,1,9.4526,0.0933,0.0933,0.0933,9.0443,0.0933,13,16,13,10,12.8094,0.0111,12.9047,10,16,0.0824
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S394483079-002-UNKNOWN.cnf,1,108.282,0.0025,0.0025,0.0025,81.6304,0.0025,381.5,405,380,356,383.5,0.0091,378.403,359,404,0.0018
