@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC

@DATA
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S1354285755-030.cnf,1,8.6367,0.1,0.1,0.1,8.4306,0.1,12,15,12,9,12.1301,0.0111,12.0976,9,15,0.092,0.6816,70,70,4418,4454.2,0.2055,0.0001,4376,0.7584,4376,4602,4376,0.0001,4499,0.1091,0.0059,0,6230,0.2078,0.0111,1.8293,0.0112,0.0001,6230,26.6704,0.0083,0.0001,26.6704,4602,2.0244,0,0.0001,2,3.8017,0.0352,25.8428,25.9313,25.8911,0.0194,0.0153,2,0.0268,0.2675,3.0464,0.6793,2.1267,0.4112,25.4783
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1235135694-059.UNKNOWN.cnf,1,23.7816,0.0048,0.0048,0.0079,18.8537,0.0047,139,150,138,127,138.957,0.0095,138.741,128,150,0.0018,0.3078,650,633,3736,3750.5556,0.0636,0.0734,3640,0.5369,3709,3935,3640,0.0448,3769,0.0102,0.0024,0.027,2752,0.0619,0.0189,0.2862,0.23,0.0879,2769,37.0249,0.0058,0.1189,37.0249,3935,0.8891,0.2913,0.1737,4.0063,2.7295,0.2214,33.2698,33.8392,33.9508,0.0202,0.0458,5,0.1666,0.2386,2.3696,0.5887,3.3508,0.3606,32.2006
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S786890012-057.cnf,1,17.861,0.0055,0.0055,0.0091,14.2771,0.0055,122,132,122,111,121.71,0.0109,121.707,111,132,0.0021,0.3157,560,549,3804,3837.75,0.0672,0.0802,3729,0.5499,3778,4023,3729,0.0493,3984,0.0127,0.0027,0.0306,2369,0.0674,0.0249,0.3185,0.2317,0.0938,2380,34.9049,0.0063,0.1213,34.9049,4023,0.9194,0.2719,0.1797,4,2.6449,0.2401,30.7627,31.0986,34.6953,0.0263,0.0722,4,0.1799,0.2774,2.2816,0.5893,3.3516,0.3725,29.0373
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1694067460-072.UNKNOWN.cnf,1,19.7923,0.0057,0.0057,0.0093,16.2924,0.0056,118,128,118,108,118.124,0.0112,118.154,108,128,0.0021,0.3075,550,536,3852,3854,0.0682,0.0743,3715,0.5471,3759,4037,3715,0.0439,4016,0.012,0.0028,0.0238,2330,0.0678,0.0232,0.3187,0.23,0.0908,2343,33.0964,0.0069,0.1218,33.0964,4037,0.912,0.3135,0.1694,4,2.7964,0.2225,28.0864,29.1509,32.593,0.0298,0.078,4,0.1649,0.2663,2.4057,0.5907,3.3499,0.3893,26.8871
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1214523131-078.SATISFIABLE.cnf,1,7.1424,0.0667,0.0667,0.0667,6.199,0.0667,15,19,15,12,15.2631,0.0462,15.3067,12,19,0.0445,0.5891,75,75,4367,4384,0.1872,0.0014,4300,0.7233,4358,4460,4300,0.0009,4420,0.0827,0.0127,0.0006,1597,0.1863,0.0463,1.3215,0.047,0.0019,1597,20.1767,0.0188,0.0024,20.1767,4460,1.7396,0.0085,0.0036,2.2297,3.4105,0.0785,18.9595,18.8794,19.1608,0.0112,0.0343,3,0.0614,0.3199,2.7259,0.641,2.864,0.4243,18.1096
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S1767813611-042.cnf,1,9.5241,0.0455,0.0455,0.0455,8.6632,0.0455,22,27,22,18,22.0012,0.0456,21.9215,18,26,0.0354,0.563,110,110,4256,4276.375,0.1626,0.0016,4219,0.7019,4224,4415,4219,0.001,4368,0.0546,0.0084,0.0007,2343,0.1612,0.0465,1.1467,0.0469,0.0018,2343,26.9527,0.0145,0.0023,26.9527,4415,1.5749,0.0159,0.0031,2.8807,3.4196,0.0855,25.5334,25.3063,25.7127,0.0162,0.0318,3,0.063,0.2902,2.7785,0.6534,2.9854,0.4254,24.1958
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S49237390-14.cnf,1,458.25,0.0002,0.0002,0.0003,353.909,0.0002,4045,4083,4032,3974,4046.91,0.0003,4031.75,3995,4072,0,0.2376,19000,18537,8,8.8125,0.0142,0.0791,5,0.2819,6,14,3,0.0468,11,0.0005,0.0001,0.028,79322,0.0137,0.001,0.0971,0.2337,0.0921,79800,165.3333,0.0003,0.1243,97.2,23,0.4607,0.2932,0.1742,5.1894,2.7107,0.2288,63.1429,67.7886,79.3846,0.4593,0.3235,6,0.1696,0.0984,2.3215,0.5888,3.3617,0.0797,45.2857
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v5000-c21000-S720914503-051-UNKNOWN.cnf,1,154.96,0.0006,0.0006,0.001,89.023,0.0006,1062,1095,1068,1038,1064.77,0.0013,1056.09,1041,1099,0.0001,0.252,5000,4888,43,45.1636,0.1193,0.0796,32,0.3586,37,60,22,0.0475,50,0.0017,0.0003,0.0276,20883,0.0225,0.0034,0.0939,0.2341,0.0922,21000,56.6364,0.0008,0.1237,47.6444,105,0.6525,0.2916,0.1755,5,2.7095,0.2256,42.05,42.5254,45.5952,0.2927,0.0974,5,0.1731,0.8936,2.3301,0.5846,3.3568,0.2474,37.6852
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S1342589780-15.cnf,1,55.6859,0.005,0.005,0.005,43.8213,0.005,193,207,190.5,177,191.725,0.0165,190.234,178,205,0.0034,0.4778,1000,1000,41,42.9697,0.0817,0.0024,34,0.5841,37,51,29,0.0016,47,0.0065,0.0009,0.001,20000,0.0904,0.0207,0.357,0.05,0.0028,20000,68.0645,0.0017,0.0035,63.4737,90,1.0362,0.0826,0.0049,3,3.6734,0.0812,56.4776,56.5425,59.5405,0.2421,0.0888,3,0.0615,0.6003,2.863,0.6507,3.0285,0.5797,50.8039
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S199880667-010.UNKNOWN.cnf,1,9.8455,0.0875,0.0875,0.0875,9.6943,0.0875,13,17,14,10,13.6696,0.0111,13.7791,10,17,0.0824,0.6708,80,80,4408,4411.8,0.1969,0.0001,4302,0.7594,4357,4530,4302,0,4462,0.0934,0.0051,0,7120,0.1975,0.0111,1.7566,0.0112,0.0001,7120,29.106,0.0076,0.0001,29.106,4530,1.956,0,0.0001,2,3.6726,0.029,28.4435,28.5038,28.7396,0.018,0.0136,2,0.0212,0.2471,3.036,0.6748,1.9547,0.4194,28.0041
SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S333805260-05.cnf,1,16.3031,0.0389,0.0389,0.0389,16.8734,0.0389,30,36,30,25,29.9416,0.0117,30.0205,24,36,0.0354,0.6319,180,180,4194,4159.6667,0.151,0.0001,4002,0.7298,4002,4283,4002,0.0001,4283,0.0431,0.0024,0.0001,15300,0.1404,0.0117,1.3336,0.0118,0.0001,15300,54.9143,0.0034,0.0001,54.9143,4283,1.6268,0,0.0001,2,4.166,0.0325,53.1662,53.3598,54.9143,0.0282,0.0225,2,0.0253,0.2069,3.0821,0.6783,2.1282,0.4214,51.9988
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S576842028-023.SATISFIABLE.cnf,1,24.5025,0.0041,0.0041,0.0054,19.4466,0.0041,162,174,162,150,161.838,0.0082,162.302,150,174,0.0016,0.3033,750,735,3493,3395.5556,0.0572,0.0784,2482,0.5023,3475,3596,2482,0.0482,3544,0.0094,0.002,0.0276,3175,0.0623,0.0192,0.2745,0.2315,0.0927,3195,41.4788,0.0054,0.1306,41.4788,3596,0.8701,0.2886,0.1753,4.0163,2.704,0.2349,37.2023,38.1927,39.1713,0.0961,0.0411,5,0.1748,0.2458,2.3764,0.5837,3.3909,0.4495,36.6475
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S870840347-014.cnf,1,13.3458,0.05,0.05,0.05,13.5072,0.05,23,28,23,19,23.1489,0.0117,23.2564,19,28,0.0434,0.6437,140,140,4269,4214.5,0.1605,0.0001,4093,0.7582,4128,4368,4093,0.0001,4368,0.054,0.0031,0.0001,11900,0.1535,0.0117,1.4461,0.0118,0.0001,11900,45.3594,0.0044,0.0001,45.3594,4368,1.7067,0,0.0001,2,4.1453,0.0328,44.6369,44.2758,45.3594,0.0262,0.0175,2,0.0217,0.2225,3.0413,0.6811,2.0697,0.4134,43.3784
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v800-c3408-S890760919-021.SATISFIABLE.cnf,1,24.734,0.0039,0.0039,0.0051,19.6041,0.0038,174,186,174,161,174.237,0.0077,173.923,162,187,0.0015,0.2976,800,785,2064,2015.9167,0.0587,0.0793,922,0.4911,974,3186,822,0.0463,3171,0.0085,0.0019,0.0285,3393,0.0535,0.0165,0.2622,0.2314,0.0932,3408,40.5682,0.0047,0.1259,40.4099,3582,0.863,0.2866,0.1758,4.0191,2.7142,0.2308,37.2737,34.6572,39.9791,0.4999,0.1323,5,0.173,0.2535,2.3429,0.584,3.3717,0.354,29.0426
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1898939887-14.cnf,1,19.5396,0.0318,0.0318,0.0318,19.9844,0.0318,37,43,36,30,36.6326,0.0117,36.2179,31,43,0.0285,0.6275,220,220,310,464.7692,0.1413,0.0001,240,0.7263,268,640,232,0.0001,356,0.0352,0.002,0.0001,18700,0.13,0.0117,1.2421,0.0118,0.0001,18700,60.3393,0.003,0.0001,53.1437,2741,1.5729,0,0.0002,2,4.2405,0.0318,47.4599,48.4833,48.1615,1.1153,0.0765,2,0.0244,0.1909,3.1959,0.6813,2.0696,0.4336,45.5236
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v175-c3727-S100095490-071.SATISFIABLE.cnf,1,14.0336,0.0286,0.0286,0.0286,12.6559,0.0286,34,40,34,29,34.5829,0.0425,34.7097,29,41,0.022,0.535,175,175,4067,4110.5714,0.1339,0.0015,4014,0.6982,4023,4304,4014,0.001,4235,0.0365,0.005,0.0006,3727,0.1295,0.0461,0.9178,0.047,0.0019,3727,38.5553,0.008,0.0024,38.5553,4304,1.4536,0.0329,0.0034,3,3.6544,0.0832,35.7067,35.7961,37.4465,0.0253,0.0439,3,0.0604,0.2477,2.7275,0.6488,2.9665,0.4318,33.9469
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S1036103820-03.cnf,1,39.6391,0.0071,0.0071,0.0071,32.9302,0.0071,134,147,134,123,134.873,0.0218,134.087,123,147,0.0054,0.4871,700,700,68,72.7944,0.0701,0.0024,57,0.611,63,85,40,0.0015,77,0.0093,0.0013,0.001,14000,0.07,0.0266,0.4205,0.05,0.0027,14000,58.0656,0.0023,0.0035,54.09,165,1.1114,0.0746,0.0047,3,3.6509,0.0776,49.1081,49.3778,51.2687,0.2733,0.067,3,0.0599,0.1657,2.7855,0.6511,2.9824,0.4017,45.5588
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S9113894-047.SATISFIABLE.cnf,1,15.0147,0.0062,0.0062,0.0082,12.1693,0.0061,109,120,110,100,109.691,0.0122,109.694,100,119,0.0014,0.3267,500,489,3818,3823.6667,0.072,0.0819,3683,0.5674,3803,3927,3683,0.05,3867,0.0142,0.0032,0.0297,2114,0.0719,0.0274,0.3442,0.2313,0.0915,2130,32.6272,0.0085,0.1211,32.6272,3927,0.9316,0.2746,0.1689,4,2.6387,0.2257,28.2437,28.8737,29.0072,0.0178,0.0627,4,0.1702,0.4277,2.356,0.5843,3.2951,0.3712,26.7719
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S1492329924-074.cnf,1,9.6133,0.0455,0.0455,0.0455,8.7547,0.0455,22,26,22,18,21.8916,0.0456,21.9684,17,27,0.0333,0.5598,110,110,4273,4278.25,0.1605,0.0015,4150,0.7089,4252,4400,4150,0.0009,4373,0.0585,0.0092,0.0006,2343,0.1627,0.0465,1.1627,0.0469,0.0018,2343,26.6268,0.0166,0.0025,26.6268,4400,1.5737,0.0153,0.0033,2.9266,3.5574,0.0752,25.197,25.2057,25.8392,0.0183,0.0309,3,0.0577,0.2825,2.8933,0.6374,2.8486,0.4305,24.055
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S1861814752-08.cnf,1,59.6431,0.0045,0.0045,0.0045,47.6832,0.0045,212,228,210,196,211.257,0.0152,210.266,197,227,0.0031,0.4744,1100,1100,36,37.5,0.083,0.0023,29,0.5907,32,46,23,0.0015,41,0.006,0.0008,0.001,22000,0.0935,0.0193,0.3396,0.05,0.0027,22000,73.5397,0.0016,0.0035,66,79,1.0345,0.0833,0.0049,3,3.6598,0.0806,58.6,58.6691,62.2368,0.2068,0.0924,3,0.061,0.2053,2.819,0.6506,3.027,0.6169,51.7
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S1429776379-099.cnf,1,17.7469,0.0056,0.0056,0.0092,14.4721,0.0055,120,131,120,111,120.319,0.0111,120.584,110,131,0.0025,0.317,560,544,3844,3852,0.0688,0.0812,3766,0.5453,3819,3952,3766,0.0476,3908,0.0127,0.0028,0.0274,2366,0.0671,0.0237,0.3225,0.2299,0.0922,2380,34.0382,0.0063,0.125,34.0382,3952,0.9189,0.2843,0.1764,4,2.691,0.2355,29.6207,30.5098,33.7515,0.0155,0.0703,4,0.1678,0.2895,2.3522,0.5903,3.3727,0.3639,27.5715
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/16000/unif-k3-r4.2-v16000-c67200-S17277413-072.cnf,1,1250.5,0.0002,0.0002,0.0004,268.333,0.0002,3398,3456,3413.5,0,3405,0.0004,2838.67,3357,3420,0,0.2363,16000,15564,9,9.8471,0.4902,0.0802,6,0.2994,7,14,4,0.0482,12,0.0006,0.0001,0.0284,66714,0.0128,0.0011,0.088,0.2333,0.0936,67200,136.4,0.0003,0.1257,87.619,25,0.9679,0.2949,0.1769,5.0919,2.7182,0.2315,59.8571,63.4519,74,0.4013,0.2713,6,0.1707,1.7021,2.3259,0.5882,3.3901,0.303,44.5385
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S313385224-076-UNKNOWN.cnf,1,1605,0.0002,0.0002,0.0003,372.636,0.0002,4245,4349,4253,0,4257.27,0.0003,3400.2,4182,4272,0,0.2388,20000,19525,8,8.1338,0.5591,0.0793,4,0.2859,5,13,2,0.048,10,0.0005,0.0001,0.0288,83454,0.0156,0.001,0.1079,0.234,0.0927,84000,122.8,0.0003,0.1245,95.4286,19,1.0285,0.2925,0.1751,5.2703,2.7108,0.2287,66.25,70.001,83,0.4189,0.249,6,0.1717,1.5455,2.3345,0.5864,3.3627,0.2503,49.75
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S1475406203-080.UNKNOWN.cnf,1,10.7427,0.0778,0.0778,0.0778,10.6364,0.0778,15,19,15,12,15.2376,0.0111,15.3546,12,19,0.072,0.6653,90,90,4329,4370.8,0.1895,0.0001,4280,0.7546,4295,4499,4280,0,4451,0.0871,0.005,0,8010,0.1922,0.0111,1.7064,0.0112,0.0001,8010,32.0622,0.0066,0.0001,32.0622,4499,1.93,0,0.0001,2,3.8298,0.0332,31.2588,31.2381,31.3308,0.0201,0.0155,2,0.0255,0.2361,3.044,0.6746,2.0938,0.4134,30.6324
SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1155547357-11.SAT.shuffled.cnf,1,6.4367,0.1556,0.1556,0.1556,5.7635,0.1556,8,11,8,6,8.1445,0.011,8.1027,6,11,0.1436,0.7128,45,45,4603,4593.3333,0.2372,0.0001,4552,0.7795,4557,4666,4552,0,4607,0.166,0.0098,0,4005,0.2416,0.011,2.0035,0.0112,0.0001,4005,18.4243,0.0125,0.0001,18.4243,4666,2.3147,0,0.0001,2,3.5294,0.0317,18.1903,18.1594,18.2425,0.0084,0.0083,2,0.0253,0.3083,2.7232,0.671,1.9937,0.4263,17.982
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S453945536-08.cnf,1,49.8587,0.0056,0.0056,0.0056,41.8153,0.0056,172,187,171,159,172.598,0.0179,172.1,159,187,0.0037,0.4812,900,900,48,49.1685,0.0816,0.0023,38,0.6039,42,64,28,0.0015,53,0.0072,0.001,0.001,18000,0.0632,0.0221,0.3979,0.05,0.0028,18000,73.5781,0.0019,0.0035,61.8529,103,1.0682,0.0824,0.0051,3,3.7061,0.0793,54.8636,54.7813,57.3421,0.2568,0.0948,3,0.0615,0.1765,2.8837,0.6477,3.0034,0.411,48.4151
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/520/unif-k3-r4.25-v520-c2210-S1089910525-056.cnf,1,18.1266,0.006,0.006,0.0079,14.8013,0.0059,112,122,112,102,112.037,0.0119,111.98,102,122,0.0023,0.3209,520,508,3873,3862.375,0.072,0.0749,3685,0.6014,3793,4032,3685,0.0453,3954,0.0127,0.0029,0.0255,2198,0.0685,0.025,0.3284,0.2311,0.0891,2210,34.9278,0.0068,0.1223,34.9278,4032,0.9186,0.2866,0.1757,4,2.6936,0.2361,29.169,29.5351,30.6937,0.0265,0.0792,4,0.1743,0.2873,2.278,0.5929,3.3676,0.3702,26.4658
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1416986890-04.cnf,1,369.778,0.0002,0.0002,0.0006,210,0.0002,2763,2786,2767,2697,2755.59,0.0005,2773.78,2702,2814,0,0.2311,13000,12675,12,12.6215,0.0144,0.0803,8,0.2865,10,18,5,0.0475,15,0.0007,0.0001,0.0282,54240,0.0131,0.0015,0.0712,0.2337,0.0931,54600,97.1667,0.0004,0.1255,75.5263,30,0.612,0.2938,0.1764,5.1028,2.7134,0.2293,57.7143,58.7339,65.8,0.3234,0.2045,6,0.1717,0.3309,2.3251,0.5879,3.3738,0.2709,44.4375
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1565617179-002.UNKNOWN.cnf,1,25.8747,0.0045,0.0045,0.0074,20.0687,0.0044,149,161,149,138,149.127,0.009,149.218,137,161,0.0017,0.3027,700,678,3696,3690.5,0.0639,0.0773,3580,0.5024,3615,3829,3580,0.0453,3748,0.0108,0.0023,0.026,2960,0.0617,0.023,0.2831,0.2291,0.0895,2982,38.5529,0.0057,0.1189,38.5529,3829,0.9075,0.2959,0.1716,4,2.7345,0.2327,35.5416,35.6302,38.3474,0.0223,0.0591,4,0.1722,0.296,2.3359,0.5849,3.3883,0.3636,33.4007
SAT_Competition2007/random/2+p/p0.8/v2405/unif2p-p0.8-v2405-c7479-S623466762-07-UNSAT.cnf,1,50.7846,0.0014,0.0014,0.0034,38.9237,0.001,437,459,439,423,438.426,0.0029,439.998,419,459,0.0001,0.2298,2405,2061,921,1050.1053,0.0336,0.1399,744,0.4139,781,1722,742,0.084,1264,0.0044,0.0007,0.0465,7012,0.0356,0.0084,0.1364,0.2939,0.1512,7478,42.3757,0.003,0.203,41.9111,2039,0.6549,0.3783,0.2635,5.0248,2.6083,0.2747,30.2964,32.1926,35.338,0.328,0.1541,6,0.2015,0.2286,2.1842,0.7076,3.1024,0.3047,27.4322
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S1624574519-076.cnf,1,13.8294,0.0073,0.0073,0.0097,11.4703,0.0072,92,101,92,83,92.1416,0.0143,92.1715,83,101,0.0028,0.3332,420,414,3950,3933.25,0.0782,0.0837,3786,0.6937,3935,3998,3786,0.0478,3991,0.0146,0.0035,0.0279,1779,0.0748,0.0287,0.3828,0.2327,0.0937,1785,27.1929,0.009,0.1239,27.1929,3998,0.9589,0.2766,0.1796,4.0048,2.6519,0.2356,24.6615,24.8166,26.8542,0.017,0.0627,5,0.182,0.3362,2.3058,0.584,3.3301,0.3836,21.9681
SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S1757451736-02-UNSAT.cnf,1,74.5397,0.0008,0.0008,0.002,55.5714,0.0005,833.5,854,835.5,810,829.936,0.0015,827,805,856,0.0001,0.1618,5500,3966,989,1109.1538,0.0931,0.1689,610,0.3817,717,1787,601,0.103,1366,0.003,0.0004,0.0559,12449,0.0246,0.0058,0.0987,0.3186,0.1813,14684,52.2652,0.0015,0.2424,44.3001,1845,0.5744,0.4429,0.3083,5.8267,2.6235,0.2929,38.0011,36.8476,40.6875,0.3907,0.1987,7,0.2114,0.5983,2.1641,0.7621,3.063,0.4987,28.2
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/16000/unif-k3-r4.2-v16000-c67200-S339800239-026.cnf,1,471.75,0.0002,0.0002,0.0004,412.235,0.0002,3385,3423,3421.5,3342,3186.65,0.0004,3414.75,3330,3449,0,0.2269,16000,15605,9,9.5602,0.0113,0.0783,6,0.2954,7,15,4,0.0474,11,0.0006,0.0001,0.028,66756,0.2579,0.0012,0.2087,0.2338,0.092,67200,109,0.0003,0.1237,81.2857,22,0.6212,0.2904,0.1745,5.0518,2.7055,0.2282,62.8462,63.8054,72.25,0.3645,0.2241,6,0.1701,0.2188,2.3371,0.5872,3.358,2.5485,45.2222
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S342542912-045.cnf,1,9.5388,0.0933,0.0933,0.0933,9.1778,0.0933,13,16,13,10,12.8412,0.0111,12.8545,10,16,0.0854,0.6736,75,75,4391,4431.2,0.2025,0.0001,4309,0.7511,4387,4623,4309,0,4446,0.1005,0.0061,0,6675,0.199,0.0111,1.7883,0.0112,0.0001,6675,27.3121,0.0091,0.0001,27.3121,4623,2.039,0,0.0001,2,3.7096,0.0306,26.8114,26.8079,27.0864,0.0238,0.0134,2,0.0244,0.2498,3.0341,0.6812,2.0576,0.4162,26.3625
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S360796849-068-UNKNOWN.cnf,1,365.714,0.0003,0.0003,0.0005,168.667,0.0003,2136.5,2173,2131.5,2065,2142.22,0.0006,1979.93,2106,2168,0,0.2375,10000,9742,18,18.5859,0.2883,0.0785,11,0.3146,14,28,8,0.0476,22,0.0009,0.0002,0.0288,41691,0.0167,0.0018,0.0968,0.2337,0.0924,42000,100,0.0005,0.1243,65,46,0.6619,0.2914,0.1764,5.0495,2.7088,0.2283,53.8667,53.9926,59.8182,0.377,0.1824,6,0.1705,1.0177,2.3167,0.5894,3.3756,1.4749,42.4815
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S780904324-093.cnf,1,16.6802,0.0071,0.0071,0.0094,13.3995,0.007,95,104,95,86,94.8873,0.014,94.8525,86,104,0.0027,0.3269,440,427,3935,3931.75,0.0748,0.0711,3832,0.5908,3866,4113,3832,0.0458,4023,0.0161,0.0034,0.0272,1858,0.0783,0.0323,0.3679,0.2298,0.0848,1870,27.4819,0.007,0.1128,27.4819,4113,0.9591,0.2813,0.1552,4,2.6598,0.2162,25.8809,25.7265,26.4024,0.0228,0.0346,4,0.1626,0.2615,2.2486,0.5915,3.2971,0.3801,24.5592
