@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC
@ATTRIBUTE stats_tightness_mean_normalised NUMERIC
@ATTRIBUTE stats_literal_tightness_25 NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_50 NUMERIC
@ATTRIBUTE stats_dom_75 NUMERIC
@ATTRIBUTE stats_literal_tightness_0 NUMERIC
@ATTRIBUTE standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE SAC_literals NUMERIC
@ATTRIBUTE stats_literal_tightness_75 NUMERIC
@ATTRIBUTE median_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_100 NUMERIC
@ATTRIBUTE stats_dom_100 NUMERIC
@ATTRIBUTE width_of_ordering NUMERIC
@ATTRIBUTE stats_literal_tightness_coeff_of_variation NUMERIC
@ATTRIBUTE stats_literal_tightness_mean NUMERIC
@ATTRIBUTE maximum_degree NUMERIC
@ATTRIBUTE stats_dom_mean NUMERIC
@ATTRIBUTE normalised_SAC_literals NUMERIC
@ATTRIBUTE minimum_degree NUMERIC
@ATTRIBUTE width_of_graph NUMERIC
@ATTRIBUTE stats_sums_proportion NUMERIC
@ATTRIBUTE stats_unary_proportion NUMERIC
@ATTRIBUTE stats_lex_proportion NUMERIC
@ATTRIBUTE stats_lex_count NUMERIC
@ATTRIBUTE stats_table_proportion NUMERIC
@ATTRIBUTE stats_or_atleastk_count NUMERIC
@ATTRIBUTE stats_arity_75 NUMERIC
@ATTRIBUTE stats_arity_25 NUMERIC
@ATTRIBUTE stats_or_atleastk_proportion NUMERIC
@ATTRIBUTE stats_arity_100 NUMERIC
@ATTRIBUTE stats_arity_0 NUMERIC
@ATTRIBUTE stats_arity_50 NUMERIC
@ATTRIBUTE stats_sums_count NUMERIC
@ATTRIBUTE stats_alldiff_count NUMERIC
@ATTRIBUTE stats_dom_not2_2_ratio NUMERIC
@ATTRIBUTE stats_unary_count NUMERIC
@ATTRIBUTE stats_multi_shared_vars NUMERIC

@DATA
bqwh-18-141-57_ext.xml.minion.converted.minion.gz,1,833,0.084397,141,141,141,0.010182,0.010182,1912,0.06383,19.468085,0.083799,0.409586,0.092199,0.099291,1,0.809942,55.452406,79,870,1,0.099291,11.815603,0.014934,12,16,58,8,0.029002,3.703704,0.021277,4.25,15,0,2.105726,26,5,13,14.285714,18,14,0.380945,4.254713,14,11.262411,0.017968,3,9,0,0.564331,0,0,0.435669,0,2,1,0,2,1,1,0,0,46,1079,0
bqwh-18-141-59_ext.xml.minion.converted.minion.gz,1,864,0.087538,141,141,141,0.010185,0.010185,1981,0.06383,20.177305,0.086917,0.419658,0.092199,0.099291,0,0.80936,53.597678,79,335,1,0.099291,12.255319,0.013761,13,15,59,10,0.027056,3.703704,0.014184,4.166667,15,0,1.940258,12,4.761905,13,12.909091,18,14,0.365306,4.087887,14,11.695035,0.007958,2,9,0,0.563857,0,0,0.436143,0,2,1,0,2,1,1,0,0,34.25,1117,0
bqwh-18-141-5_ext.xml.minion.converted.minion.gz,1,859,0.087031,141,141,141,0.010083,0.010083,2037,0.06383,20.539007,0.086414,0.425918,0.092199,0.092199,1,0.807664,52.654885,76,694,1,0.099291,12.184397,0.015725,13,15,58,10,0.025849,3.526316,0.014184,4.166667,15,0.173913,2.217285,0,4.761905,13,28.571429,18,13,0.386638,4.009128,14,12.156028,0,2,9,0,0.578301,0,0,0.421699,0,2,1,0,2,1,1,0,0,140,1178,0
bqwh-18-141-61_ext.xml.minion.converted.minion.gz,1,898,0.090983,141,141,141,0.010188,0.010188,2057,0.070922,20.957447,0.090338,0.441875,0.092199,0.099291,0,0.808954,52.591152,79,335,1,0.099291,12.737589,0.011131,13,15,57,10,0.025567,3.5,0.035461,4.166667,15,0.380952,1.569412,0,4.545455,13,11.235294,18,14,0.349991,3.95357,14,12.042553,0,5,10,0,0.563442,0,0,0.436558,0,2,1,0,2,1,1,0,0,0,1159,0
bqwh-18-141-63_ext.xml.minion.converted.minion.gz,1,889,0.090071,141,141,141,0.010397,0.010397,1908,0.06383,19.836879,0.089432,0.431658,0.092199,0.092199,1,0.811899,55.959644,82,335,2,0.099291,12.609929,0.011697,12,17,59,9,0.029329,3.846154,0.035461,4.347826,14,0.173913,1.649298,10,5,13,11.666667,17,13,0.342224,4.278452,14,11.035461,0.007067,5,9,0,0.534067,0,0,0.465933,0,2,1,0,2,1,1,0,0,46,1019,0
bqwh-18-141-65_ext.xml.minion.converted.minion.gz,1,833,0.084397,141,141,141,0.010106,0.010106,1960,0.06383,19.808511,0.083799,0.408668,0.085106,0.099291,0,0.808523,54.57602,78,945,1,0.099291,11.815603,0.013714,12,16,57,8,0.027845,3.703704,0.035461,4.166667,15,0,1.933662,14,5,12,16.666667,18,14,0.385813,4.181097,14,11.617021,0.009352,5,9,0,0.575,0,0,0.425,0,2,1,0,2,1,1,0,0,69.5,1127,0
bqwh-18-141-67_ext.xml.minion.converted.minion.gz,1,853,0.086424,141,141,141,0.009987,0.009987,2090,0.06383,20.87234,0.085811,0.424668,0.092199,0.092199,0,0.805582,51.785167,72,492,1,0.099291,12.099291,0.014116,13,15,58,10,0.024778,3.571429,0.028369,4.166667,16,0.347826,1.99042,5,4.545455,13,16.777778,18,13,0.372561,3.934288,14,12.468085,0.003092,4,9,0,0.591866,0,0,0.408134,0,2,1,0,2,1,1,0,0,140,1237,0
bqwh-18-141-69_ext.xml.minion.converted.minion.gz,1,848,0.085917,141,141,141,0.010327,0.010327,1859,0.06383,19.198582,0.085308,0.411038,0.085106,0.099291,1,0.811703,56.959118,81,360,1,0.099291,12.028369,0.01247,11,16,59,8,0.03064,3.8,0.021277,4.347826,14,0.26087,1.758236,0,5,12,11.416667,18,14,0.358517,4.314032,14,10.737589,0,3,9,0,0.543841,0,0,0.456159,0,2,1,0,2,1,1,0,0,140,1011,0
bqwh-18-141-71_ext.xml.minion.converted.minion.gz,1,876,0.088754,141,141,141,0.010208,0.010208,1994,0.06383,20.35461,0.088124,0.427557,0.092199,0.099291,0,0.809756,53.910231,80,931,1,0.099291,12.425532,0.013281,12,15,59,10,0.027036,3.571429,0.021277,4.227273,14,0,1.872663,0,4.761905,13,8.333333,18,14,0.342949,4.113309,14,11.680851,0,3,9,0,0.560682,0,0,0.439318,0,2,1,0,2,1,1,0,0,140,1118,0
bqwh-18-141-73_ext.xml.minion.converted.minion.gz,1,895,0.090679,141,141,141,0.010467,0.010467,1881,0.070922,19.687943,0.090036,0.427853,0.092199,0.092199,0,0.812458,56.349814,80,335,1,0.099291,12.695035,0.009442,11,19,57,8,0.029957,3.703704,0.042553,4.347826,14,0,1.331257,0,5,13,11.666667,18,13,0.328913,4.308251,14,10.851064,0,6,10,0,0.524189,0,0,0.475811,0,2,1,0,2,1,1,0,0,0,986,0
bqwh-18-141-75_ext.xml.minion.converted.minion.gz,1,885,0.089666,141,141,141,0.010368,0.010368,1916,0.070922,19.865248,0.08903,0.429539,0.092199,0.099291,0,0.811828,55.746347,83,853,1,0.099291,12.553191,0.011156,11,17,58,9,0.029095,3.703704,0.056738,4.347826,14,0,1.572934,5,5,13,13.333333,17,14,0.357084,4.212635,14,11.035461,0.003534,8,10,0,0.5381,0,0,0.4619,0,2,1,0,2,1,1,0,0,69.5,1031,0
bqwh-18-141-77_ext.xml.minion.converted.minion.gz,1,910,0.092199,141,141,141,0.010023,0.010023,2202,0.070922,22.070922,0.091545,0.437859,0.092199,0.099291,0,0.805749,50.218892,72,914,1,0.099291,12.907801,0.008692,14,14,56,11,0.022806,3.55,0.056738,4,16,0,1.225617,9,4.545455,13,11.875,18,14,0.35434,3.816133,14,13.06383,0.005291,8,10,0,0.586739,0,0,0.413261,0,2,1,0,2,1,1,0,0,0,1292,0
bqwh-18-141-79_ext.xml.minion.converted.minion.gz,1,846,0.085714,141,141,141,0.01018,0.01018,1943,0.06383,19.780142,0.085106,0.411394,0.092199,0.092199,1,0.809533,54.802882,79,335,1,0.099291,12,0.013698,12,14,59,8,0.028205,3.76,0.021277,4.166667,15,0,1.931449,0,4.761905,13,12.333333,18,13,0.369051,4.198155,14,11.382979,0,3,9,0,0.564591,0,0,0.435409,0,2,1,0,2,1,1,0,0,0,1097,0
bqwh-18-141-7_ext.xml.minion.converted.minion.gz,1,863,0.087437,141,141,141,0.010148,0.010148,2003,0.06383,20.326241,0.086817,0.419672,0.092199,0.092199,1,0.808704,53.458812,76,335,1,0.099291,12.241135,0.012779,12,16,56,9,0.026689,3.625,0.028369,4.166667,16,0.173913,1.801893,7,4.761905,13,13.181818,18,13,0.372914,4.082687,14,11.836879,0.004581,4,9,0,0.569146,0,0,0.430854,0,2,1,0,2,1,1,0,0,140,1140,0
bqwh-18-141-81_ext.xml.minion.converted.minion.gz,1,861,0.087234,141,141,141,0.010153,0.010153,1995,0.06383,20.255319,0.086615,0.421001,0.085106,0.085106,0,0.808819,53.62406,79,243,1,0.099291,12.212766,0.013377,12,15,59,9,0.026879,3.684211,0.021277,4.166667,15,0,1.886152,0,4.761905,12,10,18,12,0.33452,4.075122,14,11.730496,0,3,9,0,0.568421,0,0,0.431579,0,2,1,0,2,1,1,0,0,46,1134,0
bqwh-18-141-83_ext.xml.minion.converted.minion.gz,1,829,0.083992,141,141,141,0.010041,0.010041,1994,0.056738,20.021277,0.083396,0.40696,0.085106,0.099291,0,0.807392,54.041123,76,911,1,0.099291,11.758865,0.015272,12,15,57,9,0.027102,3.625,0.007092,4.166667,16,0,2.153344,21,4.761905,12,18.181818,18,14,0.405819,4.157649,14,11.886525,0.013681,1,8,0,0.584253,0,0,0.415747,0,2,1,0,2,1,1,0,0,69.5,1165,0
bqwh-18-141-85_ext.xml.minion.converted.minion.gz,1,875,0.088652,141,141,141,0.010244,0.010244,1969,0.06383,20.170213,0.088024,0.421904,0.092199,0.092199,1,0.810376,54.936516,79,940,2,0.099291,12.411348,0.009997,12,14,58,9,0.027901,3.703704,0.056738,4.318182,15,0.421053,1.409547,9,4.761905,13,15.466667,18,13,0.393267,4.16583,14,11.347518,0.006169,8,9,0,0.555612,0,0,0.444388,0,2,1,0,2,1,1,0,0,69.5,1094,0
bqwh-18-141-87_ext.xml.minion.converted.minion.gz,1,898,0.090983,141,141,141,0.010086,0.010086,2127,0.070922,21.453901,0.090338,0.433874,0.092199,0.092199,1,0.807029,50.791725,72,243,1,0.099291,12.737589,0.011353,14,14,55,9,0.02388,3.52381,0.021277,4,16,0,1.600733,0,4.347826,13,11.111111,18,13,0.340353,3.844214,14,12.617021,0,3,10,0,0.577809,0,0,0.422191,0,2,1,0,2,1,1,0,0,140,1229,0
bqwh-18-141-89_ext.xml.minion.converted.minion.gz,1,888,0.08997,141,141,141,0.009853,0.009853,2281,0.06383,22.475177,0.089332,0.428229,0.092199,0.099291,0,0.801317,48.82683,67,243,4,0.099291,12.595745,0.011825,14,13,53,11,0.021406,3.571429,0.042553,3.846154,17,0.130435,1.667285,5,4.347826,13,10,18,14,0.363243,3.738478,14,13.702128,0.002792,6,9,0,0.610697,0,0,0.389303,0,2,1,0,2,1,1,0,0,0,1393,0
bqwh-18-141-91_ext.xml.minion.converted.minion.gz,1,867,0.087842,141,141,141,0.010185,0.010185,1988,0.06383,20.248227,0.087219,0.420024,0.092199,0.099291,0,0.80932,53.222837,79,335,1,0.099291,12.297872,0.011324,12,15,58,10,0.026772,3.703704,0.049645,4.235294,14,0.478261,1.596737,1,4.761905,13,10.095238,18,14,0.333725,4.09186,14,11.659574,0.000665,7,9,0,0.563883,0,0,0.436117,0,2,1,0,2,1,1,0,0,69.5,1121,0
bqwh-18-141-93_ext.xml.minion.converted.minion.gz,1,863,0.087437,141,141,141,0.01004,0.01004,2076,0.06383,20.843972,0.086817,0.423683,0.092199,0.099291,0,0.806506,51.790944,72,335,2,0.099291,12.241135,0.013326,13,14,56,9,0.024947,3.571429,0.035461,4,15,0.2,1.878964,13,4.5625,13,11.111111,18,14,0.352393,3.921749,14,12.262411,0.008186,5,9,0,0.584297,0,0,0.415703,0,2,1,0,2,1,1,0,0,69.5,1213,0
bqwh-18-141-95_ext.xml.minion.converted.minion.gz,1,904,0.091591,141,141,141,0.010205,0.010205,2060,0.070922,21.021277,0.090941,0.438501,0.092199,0.099291,1,0.809138,52.49466,79,335,1,0.099291,12.822695,0.011529,13,16,61,11,0.025483,3.703704,0.021277,4.166667,14,0,1.625522,2,4.545455,13,11.111111,18,14,0.315107,3.988397,14,12.049645,0.001284,3,10,0,0.561165,0,0,0.438835,0,2,1,0,2,1,1,0,0,46,1156,0
bqwh-18-141-97_ext.xml.minion.converted.minion.gz,1,873,0.08845,141,141,141,0.010261,0.010261,1954,0.06383,20.049645,0.087823,0.423219,0.092199,0.099291,0,0.810656,55.090072,80,992,2,0.099291,12.382979,0.012404,12,15,60,9,0.028193,3.703704,0.042553,4.347826,14,0,1.749,19,5,13,11.111111,18,14,0.373798,4.244613,14,11.304965,0.013076,6,9,0,0.553224,0,0,0.446776,0,2,1,0,2,1,1,0,0,34.25,1081,0
bqwh-18-141-99_ext.xml.minion.converted.minion.gz,1,896,0.09078,141,141,141,0.010257,0.010257,2008,0.070922,20.595745,0.090136,0.431985,0.092199,0.092199,0,0.810071,53.943227,79,335,1,0.099291,12.70922,0.010835,12,16,58,9,0.026864,3.703704,0.042553,4.166667,15,0.111111,1.527706,4,4.761905,13,11.111111,18,13,0.350397,4.095606,14,11.702128,0.002651,6,10,0,0.553785,0,0,0.446215,0,2,1,0,2,1,1,0,0,0,1112,0
bqwh-18-141-9_ext.xml.minion.converted.minion.gz,1,882,0.089362,141,141,141,0.010322,0.010322,1937,0.06383,19.992908,0.088728,0.42922,0.092199,0.099291,1,0.811143,55.19205,79,335,1,0.099291,12.510638,0.01291,11,16,57,8,0.028494,3.703704,0.035461,4.166667,15,0.285714,1.820362,22,5,13,15.666667,18,14,0.388229,4.203154,14,11.22695,0.015257,5,9,0,0.544657,0,0,0.455343,0,2,1,0,2,1,1,0,0,140,1055,0
composed-25-10-20-0_ext.xml.minion.gz,1,620,0.113553,105,105,105,0.019048,0.019048,620,0.133333,11.809524,0.112472,0.427803,0.085714,0.142857,36,0.835394,241.248387,492,528,10,0.295238,11.809524,0.067932,10,55,150,10,0.38911,22.9,0.047619,33,10,5.903226,7.132882,396,39.333333,9,69.166667,10,15,0.414456,30.795727,31,10,0.419048,5,14,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-10-20-1_ext.xml.minion.gz,1,620,0.113553,105,105,105,0.019048,0.019048,620,0.12381,11.809524,0.112472,0.44064,0.085714,0.171429,32,0.835394,241.772581,492,542,10,0.314286,11.809524,0.068489,10,54,152,10,0.389956,22.555556,0.038095,33.142857,10,7.25,7.191391,416,40,9,59.714286,10,18,0.412729,30.790321,33,10,0.440212,4,13,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-10-20-2_ext.xml.minion.gz,1,620,0.113553,105,105,105,0.019048,0.019048,620,0.114286,11.809524,0.112472,0.466889,0.085714,0.180952,25,0.835394,241.520968,492,537,10,0.295238,11.809524,0.068439,10,55,151,10,0.38955,20.75,0.038095,33.1,10,6.238095,7.186091,452,40.428571,9,65.75,10,19,0.418856,30.848601,31,10,0.478307,4,12,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-10-20-3_ext.xml.minion.gz,1,620,0.113553,105,105,105,0.019048,0.019048,620,0.12381,11.809524,0.112472,0.440817,0.085714,0.171429,32,0.835394,241.883871,494,534,10,0.295238,11.809524,0.068059,10,54,151,10,0.390135,22.333333,0.047619,33.083333,10,7.04,7.146221,426,39.777778,9,61.8,10,18,0.408827,30.808968,31,10,0.450794,5,13,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-10-20-4_ext.xml.minion.gz,1,620,0.113553,105,105,105,0.019048,0.019048,620,0.114286,11.809524,0.112472,0.455311,0.085714,0.161905,32,0.835394,241.951613,492,538,10,0.314286,11.809524,0.070159,10,55,152,10,0.390245,23.181818,0.047619,33.142857,10,6.52381,7.366714,384,39.571429,9,65.571429,10,17,0.413022,30.973928,33,10,0.406349,5,12,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-10-20-5_ext.xml.minion.gz,1,620,0.113553,105,105,105,0.019048,0.019048,620,0.114286,11.809524,0.112472,0.448695,0.085714,0.171429,32,0.835394,242.387097,492,536,10,0.304762,11.809524,0.068942,10,56,152,10,0.390947,21.909091,0.038095,33,10,5.291667,7.23891,365,39.714286,9,71.666667,10,18,0.415374,30.913,32,10,0.386243,4,12,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-10-20-6_ext.xml.minion.gz,1,620,0.113553,105,105,105,0.019048,0.019048,620,0.114286,11.809524,0.112472,0.430059,0.085714,0.161905,34,0.835394,242.762903,493,543,10,0.285714,11.809524,0.067511,10,55,152,10,0.391553,22.636364,0.038095,33.375,10,7.136364,7.088683,418,39.666667,9,61.428571,10,17,0.403678,30.57157,30,10,0.442328,4,12,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-10-20-7_ext.xml.minion.gz,1,620,0.113553,105,105,105,0.019048,0.019048,620,0.12381,11.809524,0.112472,0.454307,0.085714,0.161905,30,0.835394,242.282258,492,532,10,0.304762,11.809524,0.068552,10,55,152,10,0.390778,21.285714,0.038095,33.333333,10,6.909091,7.198009,316,40.090909,9,63,10,17,0.411886,30.83498,32,10,0.334392,4,13,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-10-20-8_ext.xml.minion.gz,1,620,0.113553,105,105,105,0.019048,0.019048,620,0.114286,11.809524,0.112472,0.452605,0.085714,0.180952,34,0.835394,241.682258,493,539,10,0.285714,11.809524,0.068287,10,54,153,10,0.38981,21.75,0.028571,32.857143,10,6.04,7.17017,304,40.571429,9,66.333333,10,19,0.419662,30.966672,30,10,0.321693,3,12,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-10-20-9_ext.xml.minion.gz,1,620,0.113553,105,105,105,0.019048,0.019048,620,0.12381,11.809524,0.112472,0.455749,0.085714,0.171429,33,0.835394,242.05,492,538,10,0.295238,11.809524,0.06854,10,55,152,10,0.390403,23.166667,0.038095,33.2,10,6.15,7.196686,421,40,9,64.833333,10,18,0.408044,30.903127,31,10,0.445503,4,13,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-1-2-0_ext.xml.minion.gz,1,224,0.424242,33,33,33,0.060606,0.060606,224,0.424242,13.575758,0.411387,0.664398,0.454545,0.454545,48,0.749308,197.767857,161,677,10,0.575758,13.575758,0.14214,10,143,150,10,0.882892,13.285714,0.121212,15.8,10,8.133333,4.690612,60,22.642857,15,78.75,10,15,0.794928,26.648651,19,10,0.20202,4,14,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-1-2-1_ext.xml.minion.gz,1,224,0.424242,33,33,33,0.060606,0.060606,224,0.393939,13.575758,0.411387,0.683885,0.424242,0.545455,53,0.749308,198.607143,160,674,10,0.606061,13.575758,0.149207,10,144,152,10,0.886639,13.571429,0.121212,16.125,10,8.3,4.923846,54,22.357143,14,80.25,10,18,0.792714,26.494256,20,10,0.181818,4,13,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-1-2-2_ext.xml.minion.gz,1,224,0.424242,33,33,33,0.060606,0.060606,224,0.363636,13.575758,0.411387,0.673324,0.454545,0.575758,47,0.749308,197.723214,161,669,10,0.636364,13.575758,0.147896,10,142,151,10,0.882693,13.777778,0.121212,16,10,8.125,4.880576,52,20.6875,15,80.2,10,19,0.787795,26.506033,21,10,0.175084,4,12,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-1-2-3_ext.xml.minion.gz,1,224,0.424242,33,33,33,0.060606,0.060606,224,0.393939,13.575758,0.411387,0.663741,0.454545,0.545455,51,0.749308,198.214286,160,675,10,0.606061,13.575758,0.143697,10,144,151,10,0.884885,13.8,0.121212,15.933333,10,8.666667,4.742013,65,21.266667,15,80.833333,10,18,0.787311,26.597162,20,10,0.218855,4,13,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-1-2-4_ext.xml.minion.gz,1,224,0.424242,33,33,33,0.060606,0.060606,224,0.363636,13.575758,0.411387,0.662739,0.454545,0.515152,45,0.749308,199.044643,161,675,10,0.636364,13.575758,0.147708,10,144,152,10,0.888592,13.611111,0.151515,16.052632,10,8.5,4.874363,68,21.333333,15,81.8,10,17,0.785483,26.532746,21,10,0.228956,5,12,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-1-25-0_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606,247,0.424242,14.969697,0.453627,0.581515,0.484848,0.454545,40,0.742906,184.016194,160,677,10,0.636364,14.969697,0.125162,10,140,149,10,0.745005,12.8125,0.181818,15.266667,10,7.176471,4.130337,72,22.642857,16,77.166667,10,15,0.662493,21.896638,21,10,0.242424,6,14,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-1-25-1_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606,247,0.393939,14.969697,0.453627,0.574522,0.454545,0.545455,39,0.742906,184.461538,159,674,10,0.666667,14.969697,0.136437,10,141,150,10,0.746808,13,0.151515,15.647059,10,7.904762,4.502423,53,22.357143,15,64.2,10,18,0.61933,21.689718,22,10,0.178451,5,13,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-1-25-2_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606,247,0.363636,14.969697,0.453627,0.567024,0.484848,0.575758,41,0.742906,184.149798,159,669,10,0.69697,14.969697,0.134175,10,140,150,10,0.745546,13.277778,0.181818,15.714286,10,8.333333,4.427769,69,19.933333,16,62,10,19,0.616635,21.638247,23,10,0.232323,6,12,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-1-25-3_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606,247,0.393939,14.969697,0.453627,0.562902,0.484848,0.545455,40,0.742906,184.412955,159,675,10,0.606061,14.969697,0.124269,10,142,149,10,0.746611,13.421053,0.212121,15.470588,10,8.4,4.100886,73,21,16,59.428571,10,18,0.612011,21.54904,20,10,0.245791,7,13,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-1-25-4_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606,247,0.363636,14.969697,0.453627,0.564386,0.484848,0.515152,41,0.742906,185.299595,159,675,10,0.666667,14.969697,0.129747,10,142,149,10,0.750201,13.227273,0.212121,15.578947,10,8.285714,4.281637,68,21.333333,16,67.142857,10,17,0.61611,21.601749,22,10,0.228956,7,12,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-1-25-5_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606,247,0.363636,14.969697,0.453627,0.566704,0.484848,0.545455,36,0.742906,184.740891,160,673,10,0.636364,14.969697,0.128019,10,142,151,10,0.747939,12.894737,0.212121,15.5,10,7.571429,4.224638,62,20.714286,16,60.285714,10,18,0.614628,21.438691,21,10,0.208754,7,12,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-1-25-6_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606,247,0.363636,14.969697,0.453627,0.575202,0.484848,0.515152,35,0.742906,185.161943,160,670,10,0.636364,14.969697,0.12867,10,143,151,10,0.749643,13.125,0.181818,15.333333,10,8.5,4.246102,62,21.4375,16,59.5,10,17,0.629987,21.643874,21,10,0.208754,6,12,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-1-25-7_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606,247,0.393939,14.969697,0.453627,0.56709,0.484848,0.515152,40,0.742906,185.242915,160,676,10,0.636364,14.969697,0.128237,10,140,149,10,0.749971,12.941176,0.181818,15.5,10,8.05,4.231805,68,21.5625,16,75.833333,10,17,0.659952,21.77143,21,10,0.228956,6,13,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-1-25-8_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606,247,0.363636,14.969697,0.453627,0.574442,0.484848,0.575758,40,0.742906,184.356275,160,666,10,0.666667,14.969697,0.135824,10,141,151,10,0.746382,13.157895,0.212121,15.625,10,7.894737,4.482186,63,20.944444,16,62.714286,10,19,0.636436,21.719955,22,10,0.212121,7,12,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-1-25-9_ext.xml.minion.gz,1,247,0.467803,33,33,33,0.060606,0.060606,247,0.393939,14.969697,0.453627,0.56931,0.515152,0.545455,40,0.742906,184.692308,158,680,10,0.636364,14.969697,0.133343,10,141,150,10,0.747742,13.277778,0.212121,15.75,10,6.4375,4.400309,69,21.166667,17,56.875,10,18,0.618984,21.597108,21,10,0.232323,7,13,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-1-2-5_ext.xml.minion.gz,1,224,0.424242,33,33,33,0.060606,0.060606,224,0.363636,13.575758,0.411387,0.670412,0.454545,0.545455,50,0.749308,198.607143,161,673,10,0.636364,13.575758,0.146952,10,144,152,10,0.886639,13.588235,0.151515,16.071429,10,7.421053,4.849432,66,22.0625,15,80.2,10,18,0.785555,26.348502,21,10,0.222222,5,12,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
composed-25-1-2-6_ext.xml.minion.gz,1,224,0.424242,33,33,33,0.060606,0.060606,224,0.363636,13.575758,0.411387,0.672753,0.454545,0.515152,38,0.749308,199.098214,161,670,10,0.606061,13.575758,0.147331,10,146,152,10,0.888831,13.6875,0.090909,15.866667,10,8.5,4.861913,52,21.642857,15,77,10,17,0.792294,26.621142,20,10,0.175084,3,12,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
