@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC

@DATA
normalized-fapp20-0420-0.xml.mzn_AND_NODATA,1,0.811161,0.578118,1.2213,0.818799,0.421882,541325.924564,2.740074,1611545.920077,22.727247,9.704475,34379109113,0.172718,2.90298,3.481461,6.033112,48.846429
normalized-fapp08-0700-8.xml.mzn_AND_NODATA,1,0.812698,0.585174,1.220486,0.819346,0.414826,514801.894921,2.734637,1497540.753589,22.730076,9.728091,47251903398,0.169125,2.893923,3.479416,7.010988,48.638094
normalized-fapp08-0700-1.xml.mzn_AND_NODATA,1,0.811678,0.584008,1.222039,0.818304,0.415992,513772.14755,2.737158,1494556.665106,22.680176,9.708479,47251903524,0.170204,2.897155,3.480453,7.004452,48.638094
normalized-fapp08-0700-7.xml.mzn_AND_NODATA,1,0.811985,0.584359,1.221572,0.818618,0.415641,514082.229909,2.736399,1495455.375067,22.695219,9.714395,47251903486,0.169879,2.89618,3.480141,7.00649,48.638094
normalized-fapp08-0700-9.xml.mzn_AND_NODATA,1,0.813643,0.586252,1.219051,0.82031,0.413748,515753.587599,2.732307,1500298.56428,22.776284,9.746249,47251903282,0.168125,2.890944,3.478457,7.016305,48.638094
normalized-fapp31-0400-10.xml.mzn_AND_NODATA,1,0.809876,0.59394,1.219532,0.819986,0.40606,485115.941829,2.719194,1402905.011804,22.593398,9.739373,18660039562,0.165465,2.914671,3.450718,3.616288,48.377739
normalized-fapp31-0400-0.xml.mzn_AND_NODATA,1,0.808658,0.592515,1.221406,0.818729,0.407485,483947.354854,2.722268,1399537.960399,22.533519,9.715554,18660039626,0.166779,2.918587,3.452036,3.614816,48.377739
normalized-fapp31-0400-4.xml.mzn_AND_NODATA,1,0.809418,0.593405,1.220236,0.819514,0.406595,484677.107809,2.720349,1401640.470668,22.570862,9.730406,18660039586,0.165959,2.91614,3.451213,3.615529,48.377739
normalized-fapp31-0400-1.xml.mzn_AND_NODATA,1,0.808658,0.592515,1.221406,0.818729,0.407485,483947.354854,2.722268,1399537.960399,22.533519,9.715554,18660039626,0.166779,2.918587,3.452036,3.614816,48.377739
normalized-fapp19-0350-0.xml.mzn_AND_NODATA,1,0.815024,0.574573,1.22289,0.817735,0.425427,594424.278118,2.754867,1726162.595544,22.904904,9.723568,44778383891,0.173943,2.86472,3.515208,5.249322,49.047505
normalized-fapp19-0350-10.xml.mzn_AND_NODATA,1,0.8161,0.575772,1.221269,0.81882,0.424228,595668.589047,2.752269,1729763.347742,22.957632,9.744026,44778383783,0.172829,2.861373,3.514196,5.253291,49.047505
normalized-fapp19-0350-1.xml.mzn_AND_NODATA,1,0.815024,0.574573,1.22289,0.817735,0.425427,594424.278118,2.754867,1726162.595544,22.904904,9.723568,44778383891,0.173943,2.86472,3.515208,5.249322,49.047505
normalized-fapp20-0420-6.xml.mzn_AND_NODATA,1,0.811209,0.578173,1.221227,0.818848,0.421827,541376.87777,2.739956,1611697.018846,22.729588,9.705391,34379109109,0.172668,2.902828,3.481412,6.033513,48.846429
normalized-fapp19-0350-7.xml.mzn_AND_NODATA,1,0.815621,0.575238,1.221991,0.818337,0.424762,595114.880424,2.753425,1728161.16055,22.93418,9.73493,44778383831,0.173325,2.862861,3.514646,5.251384,49.047505
normalized-fapp31-0400-6.xml.mzn_AND_NODATA,1,0.809723,0.593762,1.219767,0.819829,0.406238,484969.706145,2.719579,1402483.244645,22.585797,9.73634,18660039570,0.165629,2.915161,3.450883,3.616032,48.377739
normalized-ehi-85-297-16_ext.xml.mzn_AND_NODATA,1,0.03991,0.125,21.924242,0.045612,0.875,0.081162,43.848485,2.625,2.218477,1.109239,6237,0.919604,0.629941,43.848485,0.483967,5.61471
normalized-ehi-85-297-55_ext.xml.mzn_AND_NODATA,1,0.03981,0.125,21.979377,0.045497,0.875,0.081025,43.958754,2.625,2.218691,1.109345,6237,0.919595,0.629941,43.958754,0.484005,5.61471
normalized-fapp31-0400-7.xml.mzn_AND_NODATA,1,0.8098,0.593851,1.21965,0.819908,0.406149,485042.812994,2.719387,1402694.09652,22.589597,9.737856,18660039566,0.165547,2.914916,3.450801,3.61616,48.377739
normalized-fapp20-0420-8.xml.mzn_AND_NODATA,1,0.811305,0.578281,1.221081,0.818946,0.421719,541478.810509,2.73972,1611999.301402,22.734274,9.707224,34379109101,0.172567,2.902523,3.481315,6.034183,48.846429
normalized-fapp19-0350-4.xml.mzn_AND_NODATA,1,0.815183,0.57475,1.222651,0.817895,0.42525,594608.320081,2.754483,1726695.094089,22.912677,9.726583,44778383875,0.173779,2.864224,3.515058,5.250186,49.047505
normalized-fapp20-0420-9.xml.mzn_AND_NODATA,1,0.811496,0.578498,1.220789,0.819142,0.421502,541682.772068,2.739247,1612604.206811,22.743665,9.710899,34379109085,0.172366,2.901914,3.48112,6.035214,48.846429
normalized-fapp19-0350-8.xml.mzn_AND_NODATA,1,0.81578,0.575416,1.22175,0.818498,0.424584,595299.32883,2.75304,1728694.893063,22.941993,9.737961,44778383815,0.17316,2.862365,3.514496,5.252027,49.047505
normalized-ehi-85-297-69_ext.xml.mzn_AND_NODATA,1,0.039177,0.125,22.334596,0.044774,0.875,0.081478,44.669192,2.625,2.212215,1.106108,6237,0.921703,0.629941,44.669192,0.474448,5.61471
normalized-fapp19-0350-2.xml.mzn_AND_NODATA,1,0.815024,0.574573,1.22289,0.817735,0.425427,594424.278118,2.754867,1726162.595544,22.904904,9.723568,44778383891,0.173943,2.86472,3.515208,5.249322,49.047505
normalized-fapp19-0350-9.xml.mzn_AND_NODATA,1,0.81582,0.57546,1.22169,0.818538,0.42454,595345.449893,2.752944,1728828.377707,22.943952,9.738721,44778383811,0.173119,2.862241,3.514459,5.25212,49.047505
normalized-fapp19-0350-5.xml.mzn_AND_NODATA,1,0.815302,0.574883,1.222471,0.818015,0.425117,594746.42603,2.754194,1727094.68365,22.918512,9.728845,44778383863,0.173655,2.863852,3.514946,5.250822,49.047505
normalized-fapp19-0350-3.xml.mzn_AND_NODATA,1,0.815103,0.574662,1.222771,0.817815,0.425338,594516.287954,2.754675,1726428.803755,22.908789,9.725074,44778383883,0.173861,2.864472,3.515133,5.249797,49.047505
normalized-fapp31-0400-5.xml.mzn_AND_NODATA,1,0.809609,0.593628,1.219943,0.819711,0.406372,484859.794016,2.719868,1402167.085663,22.580285,9.734159,18660039576,0.165753,2.915528,3.451007,3.615847,48.377739
normalized-fapp20-0420-7.xml.mzn_AND_NODATA,1,0.811209,0.578173,1.221227,0.818848,0.421827,541376.87777,2.739956,1611697.018846,22.729588,9.705391,34379109109,0.172668,2.902828,3.481412,6.033513,48.846429
normalized-fapp31-0400-8.xml.mzn_AND_NODATA,1,0.809876,0.59394,1.219532,0.819986,0.40606,485115.941829,2.719194,1402905.011804,22.593398,9.739373,18660039562,0.165465,2.914671,3.450718,3.616288,48.377739
normalized-fapp31-0400-9.xml.mzn_AND_NODATA,1,0.809876,0.59394,1.219532,0.819986,0.40606,485115.941829,2.719194,1402905.011804,22.593398,9.739373,18660039562,0.165465,2.914671,3.450718,3.616288,48.377739
normalized-fapp31-0400-2.xml.mzn_AND_NODATA,1,0.808848,0.592737,1.221113,0.818925,0.407263,484129.383911,2.721789,1400062.996399,22.542969,9.719326,18660039616,0.166575,2.917975,3.451831,3.614582,48.377739
normalized-fapp31-0400-3.xml.mzn_AND_NODATA,1,0.80919,0.593138,1.220587,0.819278,0.406862,484457.792121,2.720925,1401009.054584,22.559742,9.725993,18660039598,0.166205,2.916874,3.45146,3.615153,48.377739
normalized-fapp19-0350-6.xml.mzn_AND_NODATA,1,0.815422,0.575016,1.222291,0.818136,0.424984,594884.579016,2.753906,1727494.4582,22.924361,9.731114,44778383851,0.173532,2.863481,3.514834,5.251055,49.047505
normalized-ehi-90-315-63_ext.xml.mzn_AND_NODATA,1,0.040755,0.125,21.469841,0.046577,0.875,0.080794,42.939683,2.625,2.228325,1.114162,6615,0.916457,0.629941,42.939683,0.498048,5.61471
normalized-ehi-90-315-61_ext.xml.mzn_AND_NODATA,1,0.040424,0.125,21.645635,0.046199,0.875,0.080479,43.29127,2.625,2.225609,1.112804,6615,0.917374,0.629941,43.29127,0.493963,5.61471
normalized-ehi-90-315-57_ext.xml.mzn_AND_NODATA,1,0.040359,0.125,21.680159,0.046125,0.875,0.080863,43.360317,2.625,2.224654,1.112327,6615,0.91767,0.629941,43.360317,0.492642,5.61471
normalized-ehi-90-315-20_ext.xml.mzn_AND_NODATA,1,0.039142,0.125,22.354365,0.044734,0.875,0.080751,44.70873,2.625,2.212938,1.106469,6615,0.92152,0.629941,44.70873,0.475279,5.61471
normalized-fapp07-0600-10.xml.mzn_AND_NODATA,1,0.819038,0.581522,1.215408,0.822769,0.418478,523715.536316,2.739702,1520899.762806,22.953963,9.750824,60035997237,0.168477,2.851262,3.504079,8.130271,48.638094
normalized-ehi-90-315-30_ext.xml.mzn_AND_NODATA,1,0.039506,0.125,22.148413,0.04515,0.875,0.081105,44.296825,2.625,2.215501,1.10775,6615,0.920629,0.629941,44.296825,0.479328,5.61471
normalized-fapp07-0600-1.xml.mzn_AND_NODATA,1,0.814412,0.576368,1.222362,0.818088,0.423632,519056.023201,2.750873,1507419.538077,22.728959,9.663355,60035997943,0.173284,2.865543,3.508474,8.090308,48.638094
normalized-fapp07-0600-9.xml.mzn_AND_NODATA,1,0.816754,0.578985,1.218831,0.820458,0.421015,521421.610463,2.745201,1514263.313315,22.842871,9.707638,60035997583,0.17085,2.85827,3.506243,8.110734,48.638094
normalized-fapp07-0600-0.xml.mzn_AND_NODATA,1,0.814412,0.576368,1.222362,0.818088,0.423632,519056.023201,2.750873,1507419.538077,22.728959,9.663355,60035997943,0.173284,2.865543,3.508474,8.090308,48.638094
normalized-fapp07-0600-5.xml.mzn_AND_NODATA,1,0.814515,0.576484,1.222205,0.818193,0.423516,519160.708607,2.750622,1507722.391999,22.733985,9.665309,60035997927,0.173177,2.865221,3.508375,8.091338,48.638094
normalized-fapp07-0600-7.xml.mzn_AND_NODATA,1,0.814825,0.576831,1.221736,0.818507,0.423169,519475.007263,2.749868,1508631.684357,22.749088,9.67118,60035997879,0.172854,2.864252,3.508079,8.093726,48.638094
normalized-fapp07-0600-2.xml.mzn_AND_NODATA,1,0.814412,0.576368,1.222362,0.818088,0.423632,519056.023201,2.750873,1507419.538077,22.728959,9.663355,60035997943,0.173284,2.865543,3.508474,8.090308,48.638094
normalized-fapp07-0600-3.xml.mzn_AND_NODATA,1,0.814412,0.576368,1.222362,0.818088,0.423632,519056.023201,2.750873,1507419.538077,22.728959,9.663355,60035997943,0.173284,2.865543,3.508474,8.090308,48.638094
normalized-fapp07-0600-4.xml.mzn_AND_NODATA,1,0.814437,0.576397,1.222323,0.818115,0.423603,519082.192518,2.75081,1507495.240151,22.730214,9.663843,60035997939,0.173257,2.865463,3.508449,8.09066,48.638094
normalized-fapp07-0600-6.xml.mzn_AND_NODATA,1,0.814722,0.576715,1.221893,0.818402,0.423285,519370.196669,2.750119,1508328.465065,22.744052,9.669222,60035997895,0.172962,2.864575,3.508178,8.092857,48.638094
normalized-fapp09-0800-10.xml.mzn_AND_NODATA,1,0.81682,0.586489,1.215376,0.82279,0.413511,493251.594237,2.730015,1440566.827173,22.852047,9.755786,56980180282,0.166538,2.882955,3.482783,8.942817,48.629602
normalized-fapp07-0600-8.xml.mzn_AND_NODATA,1,0.815344,0.577412,1.220953,0.819032,0.422588,519999.702378,2.74861,1510149.611344,22.774313,9.680985,60035997799,0.172315,2.862636,3.507584,8.099009,48.638094
normalized-fapp09-0800-8.xml.mzn_AND_NODATA,1,0.813456,0.582689,1.220461,0.819362,0.417311,490042.418855,2.738245,1431231.307093,22.688236,9.691618,56980180798,0.17008,2.893469,3.486135,8.908827,48.629602
normalized-fapp09-0800-0.xml.mzn_AND_NODATA,1,0.81235,0.581433,1.222141,0.818236,0.418567,488981.982717,2.740964,1428146.297308,22.634361,9.670509,56980180970,0.171243,2.896965,3.487242,8.897822,48.629602
normalized-fischer-2-6-fair.xml.mzn_AND_NODATA,1,0.904705,0.827469,0.946935,1.056038,0.172531,3237.036687,2.666572,6514.058173,13.746853,4.693293,22955541,0.095295,1.36916,4.921112,2.563682,42.863354
normalized-fischer-3-4-fair.xml.mzn_AND_NODATA,1,0.904945,0.828283,0.947531,1.055375,0.171717,3274.146225,2.669192,6595.339506,13.871275,4.74116,23505790,0.095055,1.35663,4.929293,2.58648,42.863354
normalized-fapp09-0800-7.xml.mzn_AND_NODATA,1,0.812966,0.582133,1.221205,0.818864,0.417867,489573.248242,2.739448,1429866.521305,22.664409,9.682285,56980180874,0.170595,2.895015,3.486625,8.90373,48.629602
normalized-fischer-4-3-fair.xml.mzn_AND_NODATA,1,0.90432,0.827425,0.947788,1.055088,0.172575,3292.346077,2.669689,6638.171201,13.9353,4.768564,24156305,0.09568,1.351047,4.929926,2.601153,42.863354
normalized-fischer-2-7-fair.xml.mzn_AND_NODATA,1,0.905304,0.828473,0.947072,1.055886,0.171527,3239.710987,2.667728,6517.482725,13.748388,4.691677,26597847,0.094696,1.368196,4.925263,2.556832,42.863354
normalized-fischer-10-2-fair.xml.mzn_AND_NODATA,1,0.905042,0.828996,0.949349,1.053353,0.171004,3356.180803,2.677354,6776.493649,14.085749,4.8269,43749043,0.094958,1.334067,4.952602,2.600615,42.863354
normalized-fischer-3-5-fair.xml.mzn_AND_NODATA,1,0.906182,0.830369,0.947788,1.055088,0.169631,3277.463206,2.671455,6598.067487,13.86359,4.734351,28939124,0.093818,1.355667,4.937528,2.572249,42.863354
normalized-fapp09-0800-3.xml.mzn_AND_NODATA,1,0.81235,0.581433,1.222141,0.818236,0.418567,488981.982717,2.740964,1428146.297308,22.634361,9.670509,56980180970,0.171243,2.896965,3.487242,8.897822,48.629602
normalized-fapp09-0800-1.xml.mzn_AND_NODATA,1,0.81235,0.581433,1.222141,0.818236,0.418567,488981.982717,2.740964,1428146.297308,22.634361,9.670509,56980180970,0.171243,2.896965,3.487242,8.897822,48.629602
normalized-fapp09-0800-2.xml.mzn_AND_NODATA,1,0.81235,0.581433,1.222141,0.818236,0.418567,488981.982717,2.740964,1428146.297308,22.634361,9.670509,56980180970,0.171243,2.896965,3.487242,8.897822,48.629602
normalized-fischer-4-4-fair.xml.mzn_AND_NODATA,1,0.906313,0.830795,0.948181,1.054651,0.169205,3298.159717,2.673223,6643.542513,13.926173,4.758781,31410669,0.093687,1.349243,4.942893,2.580539,42.863354
normalized-fischer-4-5-fair.xml.mzn_AND_NODATA,1,0.907558,0.832904,0.948427,1.054377,0.167096,3301.796616,2.675434,6646.902699,13.920467,4.752665,38665033,0.092442,1.348115,4.951006,2.566951,42.863354
normalized-fapp09-0800-9.xml.mzn_AND_NODATA,1,0.814517,0.583891,1.218852,0.820444,0.416109,491057.904819,2.735641,1434185.266398,22.739901,9.711854,56980180634,0.168962,2.890131,3.485074,8.920032,48.629602
normalized-fischer-3-7-fair.xml.mzn_AND_NODATA,1,0.907644,0.832836,0.948093,1.054749,0.167164,3281.384174,2.674129,6601.292206,13.854513,4.726307,39805792,0.092356,1.354528,4.947264,2.554603,42.863354
normalized-fischer-5-3-fair.xml.mzn_AND_NODATA,1,0.905314,0.829225,0.948283,1.054537,0.170775,3309.538482,2.672755,6672.571743,13.970842,4.779738,30320166,0.094686,1.346031,4.940141,2.595147,42.863354
normalized-fischer-6-2-fair.xml.mzn_AND_NODATA,1,0.902452,0.824451,0.948015,1.054836,0.175549,3312.298222,2.669018,6689.552247,14.009699,4.80434,25607606,0.097548,1.34578,4.925287,2.622141,42.863354
normalized-fischer-5-4-fair.xml.mzn_AND_NODATA,1,0.907305,0.832599,0.948661,1.054117,0.167401,3315.545917,2.676211,6678.340054,13.963502,4.770607,39415563,0.092695,1.344101,4.952897,2.575267,42.863354
normalized-fischer-3-8-fair.xml.mzn_AND_NODATA,1,0.908111,0.833625,0.94819,1.054641,0.166375,3283.36873,2.674985,6603.783567,13.855391,4.724994,45249125,0.091889,1.353825,4.950379,2.549339,42.863354
normalized-fischer-6-3-fair.xml.mzn_AND_NODATA,1,0.906123,0.830676,0.94869,1.054085,0.169324,3321.650531,2.675279,6696.727323,13.988607,4.785022,36544041,0.093877,1.34293,4.948507,2.588145,42.863354
normalized-fischer-11-2-fair.xml.mzn_AND_NODATA,1,0.905599,0.829966,0.949635,1.053036,0.170034,3366.760769,2.679153,6797.407828,14.107175,4.833377,48451923,0.094401,1.331111,4.958474,2.596699,42.863354
normalized-fischer-4-6-fair.xml.mzn_AND_NODATA,1,0.908411,0.834347,0.948595,1.05419,0.165653,3303.562581,2.676948,6647.755285,13.912811,4.747229,45909398,0.091589,1.347676,4.95656,2.556689,42.863354
normalized-fapp09-0800-6.xml.mzn_AND_NODATA,1,0.812529,0.581637,1.221868,0.818419,0.418363,489154.23928,2.740523,1428647.601595,22.643145,9.673955,56980180942,0.171055,2.896397,3.487062,8.89949,48.629602
normalized-fischer-7-2-fair.xml.mzn_AND_NODATA,1,0.90318,0.825737,0.948391,1.054417,0.174263,3324.447442,2.671358,6713.68454,14.030872,4.810676,30050452,0.09682,1.342503,4.932976,2.616166,42.863354
normalized-fapp33-0650-10.xml.mzn_AND_NODATA,1,0.814733,0.579454,1.221156,0.818896,0.420546,724694.615143,2.745477,2107865.212319,23.19262,9.876903,80861925275,0.171391,2.875455,3.5006,5.410445,49.590283
normalized-fischer-5-5-fair.xml.mzn_AND_NODATA,1,0.90855,0.834711,0.948898,1.053854,0.165289,3319.305943,2.678375,6681.950413,13.958911,4.764895,48510960,0.09145,1.342893,4.960882,2.562127,42.863354
normalized-fischer-4-7-fair.xml.mzn_AND_NODATA,1,0.909031,0.835397,0.948718,1.054054,0.164603,3303.596805,2.678049,6645.874296,13.900762,4.741115,53133765,0.090969,1.347934,4.9606,2.547981,42.863354
normalized-fapp33-0650-1.xml.mzn_AND_NODATA,1,0.813756,0.578353,1.222636,0.817905,0.421647,723313.723732,2.74786,2103861.725537,23.144047,9.857959,80861925421,0.172412,2.87852,3.501548,5.406217,49.590283
normalized-fischer-10-3-fair.xml.mzn_AND_NODATA,1,0.908581,0.83502,0.94994,1.052698,0.16498,3364.580108,2.683099,6781.98422,14.06728,4.808866,62319653,0.091419,1.331294,4.974208,2.569495,42.863354
normalized-fapp33-0650-2.xml.mzn_AND_NODATA,1,0.813756,0.578353,1.222636,0.817905,0.421647,723313.723732,2.74786,2103861.725537,23.144047,9.857959,80861925421,0.172412,2.87852,3.501548,5.406217,49.590283
normalized-fapp33-0650-0.xml.mzn_AND_NODATA,1,0.813752,0.578368,1.222641,0.817901,0.421632,723332.547617,2.747879,2103916.465083,23.144306,9.858052,80861925419,0.172416,2.878478,3.501587,5.406014,49.590283
normalized-ehi-90-315-95_ext.xml.mzn_AND_NODATA,1,0.04003,0.125,21.85873,0.045748,0.875,0.080621,43.71746,2.625,2.22085,1.110425,6615,0.918888,0.629941,43.71746,0.48719,5.61471
normalized-fapp09-0800-5.xml.mzn_AND_NODATA,1,0.812427,0.58152,1.222024,0.818314,0.41848,489055.757331,2.740775,1428361.098917,22.638147,9.671997,56980180958,0.171162,2.896722,3.487165,8.898534,48.629602
normalized-fapp33-0650-3.xml.mzn_AND_NODATA,1,0.813782,0.578383,1.222595,0.817932,0.421617,723351.487904,2.747795,2103971.207478,23.145373,9.858476,80861925417,0.172384,2.878436,3.501522,5.40633,49.590283
normalized-fapp09-0800-4.xml.mzn_AND_NODATA,1,0.812401,0.581491,1.222063,0.818288,0.418509,489031.138879,2.740838,1428289.491202,22.6369,9.671509,56980180962,0.171189,2.896803,3.487191,8.89825,48.629602
normalized-fischer-6-4-fair.xml.mzn_AND_NODATA,1,0.908104,0.834039,0.949054,1.05368,0.165961,3328.113929,2.678662,6703.425628,13.984534,4.777033,47500474,0.091896,1.340748,4.96105,2.569209,42.863354
normalized-fpga10-8-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.883333,1.132075,0,0.518519,5,2,5.660377,1,240,0,0,18.333333,0.825569,10
normalized-fpga-10-8.xml.mzn_AND_NODATA,1,1,1,0.883333,1.132075,0,0.518519,5,2,5.660377,1,240,0,0,18.333333,0.825569,10
normalized-fpga11-10-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.854545,1.170213,0,0.505051,5.666667,2,6.631206,1,330,0,0,22.181818,0.96853,11
normalized-fpga-11-10.xml.mzn_AND_NODATA,1,1,1,0.854545,1.170213,0,0.505051,5.666667,2,6.631206,1,330,0,0,22.181818,0.96853,11
normalized-fpga-11-9.xml.mzn_AND_NODATA,1,1,1,0.85906,1.164063,0,0.510067,5.348993,2,6.226563,1,298,0,0,20.751678,1.618908,11
normalized-fpga12-10-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.844444,1.184211,0,0.505051,5.666667,2,6.710526,1,360,0,0,23,0.740384,12
normalized-fischer-8-2-fair.xml.mzn_AND_NODATA,1,0.903842,0.826901,0.948733,1.054037,0.173099,3335.473864,2.673489,6735.537427,14.049442,4.816163,34553307,0.096158,1.339583,4.939961,2.610537,42.863354
normalized-fpga-12-10.xml.mzn_AND_NODATA,1,1,1,0.844444,1.184211,0,0.505051,5.666667,2,6.710526,1,360,0,0,23,0.740384,12
normalized-fischer-5-6-fair.xml.mzn_AND_NODATA,1,0.909402,0.836157,0.94906,1.053674,0.163843,3321.300857,2.679856,6683.262706,13.952763,4.759983,57596358,0.090598,1.342333,4.96635,2.552288,42.863354
normalized-fpga13-11-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.827907,1.207865,0,0.499225,6.013953,2,7.264045,1,430,0,0,25.404651,1.566072,13
normalized-fpga-13-11.xml.mzn_AND_NODATA,1,1,1,0.827907,1.207865,0,0.499225,6.013953,2,7.264045,1,430,0,0,25.404651,1.566072,13
normalized-fischer-11-3-fair.xml.mzn_AND_NODATA,1,0.9091,0.83593,0.950207,1.052402,0.16407,3374.567289,2.684776,6801.77322,14.087554,4.815056,68983584,0.0909,1.328517,4.979688,2.565926,42.863354
normalized-fapp32-0550-1.xml.mzn_AND_NODATA,1,0.815339,0.574737,1.222727,0.817844,0.425263,1139638.036653,2.754856,3309339.114067,23.751996,10.080304,138330374968,0.173899,2.893396,3.516794,4.808246,51.005985
normalized-fapp32-0550-10.xml.mzn_AND_NODATA,1,0.815624,0.575053,1.222299,0.81813,0.424947,1140267.063446,2.754171,3311161.043684,23.766442,10.085909,138330374922,0.173606,2.892505,3.516528,4.809096,51.005985
normalized-fischer-4-8-fair.xml.mzn_AND_NODATA,1,0.909502,0.836196,0.948811,1.053951,0.163804,3305.824276,2.678886,6648.847204,13.903009,4.74027,60398128,0.090498,1.347115,4.963672,2.543054,42.863354
normalized-fpga15-13-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.805461,1.241525,0,0.491468,6.679181,2,8.292373,1,586,0,0,30.061433,1.522131,15
normalized-fapp32-0550-2.xml.mzn_AND_NODATA,1,0.815339,0.574737,1.222727,0.817844,0.425263,1139638.036653,2.754856,3309339.114067,23.751996,10.080304,138330374968,0.173899,2.893396,3.516794,4.808246,51.005985
normalized-fpga-15-13.xml.mzn_AND_NODATA,1,1,1,0.805461,1.241525,0,0.491468,6.679181,2,8.292373,1,586,0,0,30.061433,1.522131,15
normalized-fischer-6-5-fair.xml.mzn_AND_NODATA,1,0.909344,0.836145,0.949283,1.053427,0.163855,3332.161063,2.68078,6707.619851,13.981985,4.772034,58456907,0.090656,1.339383,4.968904,2.556645,42.863354
normalized-fpga-15-14.xml.mzn_AND_NODATA,1,1,1,0.803175,1.245059,0,0.488889,7,2,8.715415,1,630,0,0,31.511111,0.805861,15
normalized-fapp32-0550-0.xml.mzn_AND_NODATA,1,0.815339,0.574737,1.222727,0.817844,0.425263,1139638.036653,2.754856,3309339.114067,23.751996,10.080304,138330374968,0.173899,2.893396,3.516794,4.808246,51.005985
normalized-fpga13-12-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.824786,1.212435,0,0.495726,6.333333,2,7.678756,1,468,0,0,26.846154,0.879034,13
normalized-fpga-13-12.xml.mzn_AND_NODATA,1,1,1,0.824786,1.212435,0,0.495726,6.333333,2,7.678756,1,468,0,0,26.846154,0.879034,13
normalized-fpga-20-18.xml.mzn_AND_NODATA,1,1,1,0.77037,1.298077,0,0.479532,8.333333,2,10.817308,1,1080,0,0,41.666667,0.532111,20
normalized-fischer-7-4-fair.xml.mzn_AND_NODATA,1,0.90879,0.835266,0.949396,1.053301,0.164734,3340.300281,2.680797,6727.705072,14.008696,4.784524,55705398,0.09121,1.337323,4.968116,2.564745,42.863354
normalized-fpga25-23-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.748552,1.335913,0,0.471997,10.008111,2,13.369969,1,1726,0,0,53.369641,1.380613,25
normalized-fapp32-0550-3.xml.mzn_AND_NODATA,1,0.815339,0.574737,1.222727,0.817844,0.425263,1139638.036653,2.754856,3309339.114067,23.751996,10.080304,138330374968,0.173899,2.893396,3.516794,4.808246,51.005985
normalized-fpga25-24-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.747778,1.337296,0,0.471111,10.333333,2,13.818722,1,1800,0,0,54.84,0.576221,25
normalized-fpga-25-24.xml.mzn_AND_NODATA,1,1,1,0.747778,1.337296,0,0.471111,10.333333,2,13.818722,1,1800,0,0,54.84,0.576221,25
normalized-fpga14-12-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.81746,1.223301,0,0.495726,6.333333,2,7.747573,1,504,0,0,27.666667,0.672636,14
normalized-fpga30-28-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.734921,1.360691,0,0.467433,11.666667,2,15.87473,1,2520,0,0,65,0.400398,30
normalized-fpga-30-28.xml.mzn_AND_NODATA,1,1,1,0.734921,1.360691,0,0.467433,11.666667,2,15.87473,1,2520,0,0,65,0.400398,30
normalized-fpga-25-23.xml.mzn_AND_NODATA,1,1,1,0.748552,1.335913,0,0.471997,10.008111,2,13.369969,1,1726,0,0,53.369641,1.380613,25
normalized-fpga-14-12.xml.mzn_AND_NODATA,1,1,1,0.81746,1.223301,0,0.495726,6.333333,2,7.747573,1,504,0,0,27.666667,0.672636,14
normalized-fpga15-14-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.803175,1.245059,0,0.488889,7,2,8.715415,1,630,0,0,31.511111,0.805861,15
normalized-fpga11-9-sat-pb-cnf-cr.xml.mzn_AND_NODATA,1,1,1,0.85906,1.164063,0,0.510067,5.348993,2,6.226563,1,298,0,0,20.751678,1.618908,11
